,FLN
2011-04-20,30.549999237060547
2011-04-21,30.549999237060547
2011-04-25,30.649999618530273
2011-04-26,31.190000534057617
2011-04-27,30.770000457763672
2011-04-28,30.540000915527344
2011-04-29,30.540000915527344
2011-05-02,30.540000915527344
2011-05-03,30.100000381469727
2011-05-04,30.100000381469727
2011-05-05,30.100000381469727
2011-05-06,30.110000610351562
2011-05-09,30.0
2011-05-10,30.15999984741211
2011-05-11,29.639999389648438
2011-05-12,29.850000381469727
2011-05-13,29.850000381469727
2011-05-16,29.770000457763672
2011-05-17,29.450000762939453
2011-05-18,29.93000030517578
2011-05-19,30.020000457763672
2011-05-20,29.93000030517578
2011-05-23,29.43000030517578
2011-05-24,29.43000030517578
2011-05-25,29.43000030517578
2011-05-26,30.15999984741211
2011-05-27,30.40999984741211
2011-05-31,30.8799991607666
2011-06-01,30.420000076293945
2011-06-02,30.639999389648438
2011-06-03,31.149999618530273
2011-06-06,31.149999618530273
2011-06-07,30.8700008392334
2011-06-08,30.799999237060547
2011-06-09,30.360000610351562
2011-06-10,30.360000610351562
2011-06-13,30.360000610351562
2011-06-14,30.360000610351562
2011-06-15,29.739999771118164
2011-06-16,29.5
2011-06-17,28.899999618530273
2011-06-20,28.899999618530273
2011-06-21,28.899999618530273
2011-06-22,28.899999618530273
2011-06-23,29.059999465942383
2011-06-24,29.18000030517578
2011-06-27,29.18000030517578
2011-06-28,29.649999618530273
2011-06-29,29.649999618530273
2011-06-30,30.389999389648438
2011-07-01,30.780000686645508
2011-07-05,30.719999313354492
2011-07-06,30.719999313354492
2011-07-07,30.719999313354492
2011-07-08,29.959999084472656
2011-07-11,29.360000610351562
2011-07-12,29.25
2011-07-13,29.520000457763672
2011-07-14,29.520000457763672
2011-07-15,29.3700008392334
2011-07-18,29.219999313354492
2011-07-19,29.18000030517578
2011-07-20,29.479999542236328
2011-07-21,30.030000686645508
2011-07-22,30.200000762939453
2011-07-25,30.0
2011-07-26,30.190000534057617
2011-07-27,29.139999389648438
2011-07-28,29.649999618530273
2011-07-29,29.299999237060547
2011-08-01,29.540000915527344
2011-08-02,29.049999237060547
2011-08-03,28.25
2011-08-04,26.989999771118164
2011-08-05,26.299999237060547
2011-08-08,19.1200008392334
2011-08-09,26.420000076293945
2011-08-10,25.600000381469727
2011-08-11,26.6299991607666
2011-08-12,26.649999618530273
2011-08-15,27.290000915527344
2011-08-16,27.290000915527344
2011-08-17,27.290000915527344
2011-08-18,26.559999465942383
2011-08-19,26.81999969482422
2011-08-22,26.81999969482422
2011-08-23,26.81999969482422
2011-08-24,27.0
2011-08-25,27.0
2011-08-26,27.0
2011-08-29,27.450000762939453
2011-08-30,27.450000762939453
2011-08-31,28.239999771118164
2011-09-01,28.239999771118164
2011-09-02,28.1299991607666
2011-09-06,28.1299991607666
2011-09-07,28.1299991607666
2011-09-08,28.1299991607666
2011-09-09,26.549999237060547
2011-09-12,26.0
2011-09-13,26.0
2011-09-14,26.0
2011-09-15,26.0
2011-09-16,26.0
2011-09-19,25.270000457763672
2011-09-20,25.270000457763672
2011-09-21,25.010000228881836
2011-09-22,23.149999618530273
2011-09-23,22.399999618530273
2011-09-26,22.399999618530273
2011-09-27,22.399999618530273
2011-09-28,23.979999542236328
2011-09-29,23.139999389648438
2011-09-30,22.350000381469727
2011-10-03,22.200000762939453
2011-10-04,21.729999542236328
2011-10-05,21.729999542236328
2011-10-06,23.420000076293945
2011-10-07,24.18000030517578
2011-10-10,24.540000915527344
2011-10-11,24.200000762939453
2011-10-12,24.200000762939453
2011-10-13,24.200000762939453
2011-10-14,24.200000762939453
2011-10-17,24.200000762939453
2011-10-18,24.200000762939453
2011-10-19,24.600000381469727
2011-10-20,23.90999984741211
2011-10-21,23.90999984741211
2011-10-24,24.799999237060547
2011-10-25,24.799999237060547
2011-10-26,25.010000228881836
2011-10-27,26.40999984741211
2011-10-28,26.40999984741211
2011-10-31,26.40999984741211
2011-11-01,25.389999389648438
2011-11-02,25.389999389648438
2011-11-03,26.09000015258789
2011-11-04,25.670000076293945
2011-11-07,25.670000076293945
2011-11-08,26.209999084472656
2011-11-09,24.6200008392334
2011-11-10,24.6200008392334
2011-11-11,25.850000381469727
2011-11-14,25.450000762939453
2011-11-15,25.450000762939453
2011-11-16,25.84000015258789
2011-11-17,25.010000228881836
2011-11-18,25.010000228881836
2011-11-21,24.200000762939453
2011-11-22,23.899999618530273
2011-11-23,23.190000534057617
2011-11-25,23.190000534057617
2011-11-28,23.969999313354492
2011-11-29,24.190000534057617
2011-11-30,25.43000030517578
2011-12-01,25.719999313354492
2011-12-02,25.010000228881836
2011-12-05,25.010000228881836
2011-12-06,25.760000228881836
2011-12-07,25.84000015258789
2011-12-08,25.149999618530273
2011-12-09,25.469999313354492
2011-12-12,24.739999771118164
2011-12-13,24.399999618530273
2011-12-14,24.399999618530273
2011-12-15,24.399999618530273
2011-12-16,24.65999984741211
2011-12-19,24.65999984741211
2011-12-20,25.5
2011-12-21,24.110000610351562
2011-12-22,24.200000762939453
2011-12-23,24.639999389648438
2011-12-27,24.59000015258789
2011-12-28,24.049999237060547
2011-12-29,24.280000686645508
2011-12-30,24.280000686645508
2012-01-03,24.280000686645508
2012-01-04,25.059999465942383
2012-01-05,25.139999389648438
2012-01-06,25.139999389648438
2012-01-09,25.15999984741211
2012-01-10,25.6299991607666
2012-01-11,25.700000762939453
2012-01-12,25.700000762939453
2012-01-13,25.59000015258789
2012-01-17,25.600000381469727
2012-01-18,25.600000381469727
2012-01-19,25.600000381469727
2012-01-20,25.600000381469727
2012-01-23,26.459999084472656
2012-01-24,26.5
2012-01-25,26.579999923706055
2012-01-26,26.950000762939453
2012-01-27,26.950000762939453
2012-01-30,26.790000915527344
2012-01-31,27.09000015258789
2012-02-01,27.940000534057617
2012-02-02,28.239999771118164
2012-02-03,28.360000610351562
2012-02-06,28.360000610351562
2012-02-07,28.43000030517578
2012-02-08,28.100000381469727
2012-02-09,28.389999389648438
2012-02-10,28.389999389648438
2012-02-13,28.540000915527344
2012-02-14,28.530000686645508
2012-02-15,28.75
2012-02-16,29.170000076293945
2012-02-17,28.989999771118164
2012-02-21,29.280000686645508
2012-02-22,29.15999984741211
2012-02-23,28.969999313354492
2012-02-24,29.260000228881836
2012-02-27,28.959999084472656
2012-02-28,28.959999084472656
2012-02-29,28.959999084472656
2012-03-01,29.239999771118164
2012-03-02,29.40999984741211
2012-03-05,29.469999313354492
2012-03-06,29.469999313354492
2012-03-07,28.610000610351562
2012-03-08,29.0
2012-03-09,28.65999984741211
2012-03-12,28.239999771118164
2012-03-13,28.239999771118164
2012-03-14,28.790000915527344
2012-03-15,29.0
2012-03-16,28.899999618530273
2012-03-19,28.899999618530273
2012-03-20,28.559999465942383
2012-03-21,28.559999465942383
2012-03-22,28.399999618530273
2012-03-23,28.610000610351562
2012-03-26,29.1200008392334
2012-03-27,29.040000915527344
2012-03-28,28.639999389648438
2012-03-29,28.09000015258789
2012-03-30,28.469999313354492
2012-04-02,28.8700008392334
2012-04-03,28.969999313354492
2012-04-04,28.6299991607666
2012-04-05,28.709999084472656
2012-04-09,28.81999969482422
2012-04-10,28.059999465942383
2012-04-11,28.270000457763672
2012-04-12,28.270000457763672
2012-04-13,27.56999969482422
2012-04-16,27.540000915527344
2012-04-17,27.8799991607666
2012-04-18,27.739999771118164
2012-04-19,27.520000457763672
2012-04-20,27.780000686645508
2012-04-23,27.190000534057617
2012-04-24,27.530000686645508
2012-04-25,27.209999084472656
2012-04-26,27.260000228881836
2012-04-27,27.780000686645508
2012-04-30,27.579999923706055
2012-05-01,27.579999923706055
2012-05-02,27.850000381469727
2012-05-03,27.670000076293945
2012-05-04,27.350000381469727
2012-05-07,27.350000381469727
2012-05-08,26.809999465942383
2012-05-09,26.760000228881836
2012-05-10,26.530000686645508
2012-05-11,26.559999465942383
2012-05-14,25.610000610351562
2012-05-15,24.790000915527344
2012-05-16,24.6200008392334
2012-05-17,24.200000762939453
2012-05-18,23.780000686645508
2012-05-21,23.90999984741211
2012-05-22,24.059999465942383
2012-05-23,24.059999465942383
2012-05-24,23.31999969482422
2012-05-25,23.31999969482422
2012-05-29,23.719999313354492
2012-05-30,23.56999969482422
2012-05-31,23.280000686645508
2012-06-01,23.010000228881836
2012-06-04,22.829999923706055
2012-06-05,22.940000534057617
2012-06-06,23.34000015258789
2012-06-07,23.68000030517578
2012-06-08,23.68000030517578
