,ADUS
2010-03-23,6.340000152587891
2010-03-24,6.369999885559082
2010-03-25,6.300000190734863
2010-03-26,6.199999809265137
2010-03-29,5.940000057220459
2010-03-30,5.769999980926514
2010-03-31,6.039999961853027
2010-04-01,5.619999885559082
2010-04-05,5.53000020980835
2010-04-06,5.699999809265137
2010-04-07,5.730000019073486
2010-04-08,5.849999904632568
2010-04-09,5.869999885559082
2010-04-12,5.849999904632568
2010-04-13,5.900000095367432
2010-04-14,5.889999866485596
2010-04-15,5.71999979019165
2010-04-16,5.559999942779541
2010-04-19,5.599999904632568
2010-04-20,5.659999847412109
2010-04-21,5.550000190734863
2010-04-22,5.610000133514404
2010-04-23,5.570000171661377
2010-04-26,5.5
2010-04-27,5.0
2010-04-28,4.769999980926514
2010-04-29,4.900000095367432
2010-04-30,4.840000152587891
2010-05-03,4.949999809265137
2010-05-04,4.849999904632568
2010-05-05,4.940000057220459
2010-05-06,5.150000095367432
2010-05-07,5.269999980926514
2010-05-10,5.25
2010-05-11,5.460000038146973
2010-05-12,5.550000190734863
2010-05-13,5.829999923706055
2010-05-14,6.0
2010-05-17,5.980000019073486
2010-05-18,6.079999923706055
2010-05-19,6.050000190734863
2010-05-20,6.079999923706055
2010-05-21,6.050000190734863
2010-05-24,6.079999923706055
2010-05-25,6.170000076293945
2010-05-26,6.230000019073486
2010-05-27,6.260000228881836
2010-05-28,6.179999828338623
2010-06-01,6.050000190734863
2010-06-02,6.099999904632568
2010-06-03,6.099999904632568
2010-06-04,6.050000190734863
2010-06-07,6.0
2010-06-08,6.010000228881836
2010-06-09,5.739999771118164
2010-06-10,5.760000228881836
2010-06-11,5.840000152587891
2010-06-14,5.78000020980835
2010-06-15,5.670000076293945
2010-06-16,5.53000020980835
2010-06-17,5.639999866485596
2010-06-18,5.920000076293945
2010-06-21,5.829999923706055
2010-06-22,5.829999923706055
2010-06-23,5.610000133514404
2010-06-24,5.849999904632568
2010-06-25,5.920000076293945
2010-06-28,6.090000152587891
2010-06-29,6.0
2010-06-30,5.980000019073486
2010-07-01,5.75
2010-07-02,5.739999771118164
2010-07-06,5.559999942779541
2010-07-07,5.300000190734863
2010-07-08,5.199999809265137
2010-07-09,5.130000114440918
2010-07-12,5.170000076293945
2010-07-13,5.269999980926514
2010-07-14,5.199999809265137
2010-07-15,5.320000171661377
2010-07-16,5.320000171661377
2010-07-19,5.400000095367432
2010-07-20,5.139999866485596
2010-07-21,4.940000057220459
2010-07-22,4.869999885559082
2010-07-23,4.949999809265137
2010-07-26,4.610000133514404
2010-07-27,5.199999809265137
2010-07-28,5.28000020980835
2010-07-29,5.329999923706055
2010-07-30,5.28000020980835
2010-08-02,5.449999809265137
2010-08-03,5.369999885559082
2010-08-04,5.300000190734863
2010-08-05,5.340000152587891
2010-08-06,5.269999980926514
2010-08-09,4.980000019073486
2010-08-10,5.0
2010-08-11,4.760000228881836
2010-08-12,4.710000038146973
2010-08-13,4.639999866485596
2010-08-16,5.03000020980835
2010-08-17,5.010000228881836
2010-08-18,5.070000171661377
2010-08-19,5.21999979019165
2010-08-20,4.940000057220459
2010-08-23,5.099999904632568
2010-08-24,5.090000152587891
2010-08-25,5.050000190734863
2010-08-26,4.75
2010-08-27,5.130000114440918
2010-08-30,5.010000228881836
2010-08-31,5.21999979019165
2010-09-01,5.050000190734863
2010-09-02,4.699999809265137
2010-09-03,4.599999904632568
2010-09-07,4.670000076293945
2010-09-08,4.75
2010-09-09,4.679999828338623
2010-09-10,4.599999904632568
2010-09-13,4.75
2010-09-14,4.739999771118164
2010-09-15,4.800000190734863
2010-09-16,4.75
2010-09-17,4.800000190734863
2010-09-20,4.690000057220459
2010-09-21,4.659999847412109
2010-09-22,4.440000057220459
2010-09-23,4.449999809265137
2010-09-24,4.369999885559082
2010-09-27,3.990000009536743
2010-09-28,4.0
2010-09-29,3.9800000190734863
2010-09-30,3.9700000286102295
2010-10-01,3.799999952316284
2010-10-04,3.809999942779541
2010-10-05,3.8499999046325684
2010-10-06,3.9600000381469727
2010-10-07,4.019999980926514
2010-10-08,3.880000114440918
2010-10-11,3.75
2010-10-12,3.7899999618530273
2010-10-13,3.6700000762939453
2010-10-14,3.75
2010-10-15,3.6500000953674316
2010-10-18,3.7799999713897705
2010-10-19,3.680000066757202
2010-10-20,3.619999885559082
2010-10-21,3.5399999618530273
2010-10-22,3.2899999618530273
2010-10-25,3.25
2010-10-26,3.109999895095825
2010-10-27,3.0399999618530273
2010-10-28,3.0299999713897705
2010-10-29,3.0399999618530273
2010-11-01,2.880000114440918
2010-11-02,3.059999942779541
2010-11-03,3.1500000953674316
2010-11-04,3.4000000953674316
2010-11-05,4.0
2010-11-08,4.039999961853027
2010-11-09,3.990000009536743
2010-11-10,3.890000104904175
2010-11-11,3.8499999046325684
2010-11-12,3.890000104904175
2010-11-15,3.940000057220459
2010-11-16,4.090000152587891
2010-11-17,4.050000190734863
2010-11-18,4.210000038146973
2010-11-19,4.230000019073486
2010-11-22,4.150000095367432
2010-11-23,4.110000133514404
2010-11-24,4.119999885559082
2010-11-26,4.139999866485596
2010-11-29,4.059999942779541
2010-11-30,4.150000095367432
2010-12-01,4.090000152587891
2010-12-02,4.019999980926514
2010-12-03,3.950000047683716
2010-12-06,4.199999809265137
2010-12-07,4.019999980926514
2010-12-08,3.940000057220459
2010-12-09,3.859999895095825
2010-12-10,3.8299999237060547
2010-12-13,4.050000190734863
2010-12-14,4.050000190734863
2010-12-15,4.170000076293945
2010-12-16,4.519999980926514
2010-12-17,4.389999866485596
2010-12-20,4.179999828338623
2010-12-21,4.170000076293945
2010-12-22,4.050000190734863
2010-12-23,4.139999866485596
2010-12-27,4.199999809265137
2010-12-28,4.21999979019165
2010-12-29,4.059999942779541
2010-12-30,4.199999809265137
2010-12-31,4.099999904632568
2011-01-03,4.25
2011-01-04,4.650000095367432
2011-01-05,4.739999771118164
2011-01-06,4.760000228881836
2011-01-07,4.889999866485596
2011-01-10,4.829999923706055
2011-01-11,4.610000133514404
2011-01-12,4.690000057220459
2011-01-13,4.71999979019165
2011-01-14,4.760000228881836
2011-01-18,4.769999980926514
2011-01-19,4.53000020980835
2011-01-20,4.429999828338623
2011-01-21,4.440000057220459
2011-01-24,4.480000019073486
2011-01-25,4.610000133514404
2011-01-26,4.679999828338623
2011-01-27,4.769999980926514
2011-01-28,4.599999904632568
2011-01-31,4.630000114440918
2011-02-01,4.579999923706055
2011-02-02,4.650000095367432
2011-02-03,4.539999961853027
2011-02-04,4.389999866485596
2011-02-07,4.5
2011-02-08,4.610000133514404
2011-02-09,4.659999847412109
2011-02-10,4.78000020980835
2011-02-11,4.909999847412109
2011-02-14,4.78000020980835
2011-02-15,4.800000190734863
2011-02-16,4.809999942779541
2011-02-17,4.539999961853027
2011-02-18,4.400000095367432
2011-02-22,4.150000095367432
2011-02-23,4.5
2011-02-24,4.329999923706055
2011-02-25,4.440000057220459
2011-02-28,4.489999771118164
2011-03-01,4.480000019073486
2011-03-02,4.5
2011-03-03,4.690000057220459
2011-03-04,5.019999980926514
2011-03-07,5.0
2011-03-08,5.03000020980835
2011-03-09,5.099999904632568
2011-03-10,4.78000020980835
2011-03-11,4.869999885559082
2011-03-14,4.75
2011-03-15,4.690000057220459
2011-03-16,4.75
2011-03-17,4.730000019073486
2011-03-18,5.0
2011-03-21,5.230000019073486
2011-03-22,4.900000095367432
2011-03-23,4.940000057220459
2011-03-24,5.03000020980835
2011-03-25,4.960000038146973
2011-03-28,5.099999904632568
2011-03-29,4.96999979019165
2011-03-30,5.0
2011-03-31,5.010000228881836
2011-04-01,5.0
2011-04-04,5.170000076293945
2011-04-05,5.139999866485596
2011-04-06,5.179999828338623
2011-04-07,5.199999809265137
2011-04-08,4.980000019073486
2011-04-11,5.099999904632568
2011-04-12,5.329999923706055
2011-04-13,5.639999866485596
2011-04-14,5.510000228881836
2011-04-15,5.5
2011-04-18,5.429999828338623
2011-04-19,5.460000038146973
2011-04-20,5.949999809265137
2011-04-21,5.929999828338623
2011-04-25,5.900000095367432
2011-04-26,5.940000057220459
2011-04-27,5.880000114440918
2011-04-28,5.960000038146973
2011-04-29,5.989999771118164
2011-05-02,5.96999979019165
2011-05-03,5.860000133514404
2011-05-04,5.840000152587891
2011-05-05,5.730000019073486
2011-05-06,5.659999847412109
2011-05-09,5.929999828338623
2011-05-10,6.010000228881836
2011-05-11,6.010000228881836
2011-05-12,6.0
2011-05-13,5.949999809265137
2011-05-16,5.860000133514404
2011-05-17,5.880000114440918
2011-05-18,6.0
2011-05-19,6.090000152587891
2011-05-20,5.940000057220459
2011-05-23,5.78000020980835
2011-05-24,5.579999923706055
2011-05-25,5.510000228881836
2011-05-26,5.510000228881836
2011-05-27,5.46999979019165
2011-05-31,5.659999847412109
2011-06-01,5.630000114440918
2011-06-02,5.840000152587891
2011-06-03,5.900000095367432
2011-06-06,5.690000057220459
2011-06-07,5.789999961853027
2011-06-08,5.599999904632568
2011-06-09,5.650000095367432
2011-06-10,5.610000133514404
2011-06-13,5.659999847412109
2011-06-14,5.650000095367432
2011-06-15,5.5
2011-06-16,5.429999828338623
2011-06-17,5.050000190734863
2011-06-20,5.0
2011-06-21,5.25
2011-06-22,5.380000114440918
2011-06-23,5.059999942779541
2011-06-24,5.199999809265137
2011-06-27,5.21999979019165
2011-06-28,5.289999961853027
2011-06-29,5.329999923706055
2011-06-30,5.429999828338623
2011-07-01,5.599999904632568
2011-07-05,5.639999866485596
2011-07-06,5.909999847412109
2011-07-07,5.920000076293945
2011-07-08,6.039999961853027
2011-07-11,5.989999771118164
2011-07-12,5.949999809265137
2011-07-13,6.070000171661377
2011-07-14,6.03000020980835
2011-07-15,5.949999809265137
2011-07-18,5.980000019073486
2011-07-19,6.099999904632568
2011-07-20,6.099999904632568
2011-07-21,6.079999923706055
2011-07-22,6.050000190734863
2011-07-25,6.079999923706055
2011-07-26,5.920000076293945
2011-07-27,5.800000190734863
2011-07-28,5.789999961853027
2011-07-29,5.829999923706055
2011-08-01,5.559999942779541
2011-08-02,5.519999980926514
2011-08-03,5.440000057220459
2011-08-04,5.0
2011-08-05,4.5
2011-08-08,4.099999904632568
2011-08-09,4.199999809265137
2011-08-10,4.400000095367432
2011-08-11,4.550000190734863
2011-08-12,4.699999809265137
2011-08-15,4.75
2011-08-16,4.75
2011-08-17,4.710000038146973
2011-08-18,4.630000114440918
2011-08-19,4.5
2011-08-22,4.75
2011-08-23,4.730000019073486
2011-08-24,4.75
2011-08-25,4.739999771118164
2011-08-26,4.75
2011-08-29,4.659999847412109
2011-08-30,4.820000171661377
2011-08-31,5.010000228881836
2011-09-01,4.989999771118164
2011-09-02,4.949999809265137
2011-09-06,5.0
2011-09-07,4.789999961853027
2011-09-08,4.860000133514404
2011-09-09,4.900000095367432
2011-09-12,4.949999809265137
2011-09-13,5.0
2011-09-14,4.760000228881836
2011-09-15,4.760000228881836
2011-09-16,4.650000095367432
2011-09-19,4.519999980926514
2011-09-20,4.289999961853027
2011-09-21,4.159999847412109
2011-09-22,4.050000190734863
2011-09-23,4.099999904632568
2011-09-26,4.070000171661377
2011-09-27,4.079999923706055
2011-09-28,4.019999980926514
2011-09-29,4.099999904632568
2011-09-30,4.050000190734863
2011-10-03,3.799999952316284
2011-10-04,3.3399999141693115
2011-10-05,4.079999923706055
2011-10-06,3.869999885559082
2011-10-07,3.9800000190734863
2011-10-10,3.8399999141693115
2011-10-11,3.859999895095825
2011-10-12,3.950000047683716
2011-10-13,4.010000228881836
2011-10-14,3.940000057220459
2011-10-17,3.869999885559082
2011-10-18,3.7799999713897705
2011-10-19,3.930000066757202
2011-10-20,3.859999895095825
2011-10-21,3.8499999046325684
2011-10-24,3.75
2011-10-25,3.740000009536743
2011-10-26,3.8399999141693115
2011-10-27,3.859999895095825
2011-10-28,3.9000000953674316
2011-10-31,3.8499999046325684
2011-11-01,3.880000114440918
2011-11-02,3.9000000953674316
2011-11-03,3.880000114440918
2011-11-04,4.0
2011-11-07,3.8299999237060547
2011-11-08,3.9100000858306885
2011-11-09,3.859999895095825
2011-11-10,3.9700000286102295
2011-11-11,3.9700000286102295
2011-11-14,3.9800000190734863
2011-11-15,3.9800000190734863
2011-11-16,4.0
2011-11-17,3.9100000858306885
2011-11-18,3.9000000953674316
2011-11-21,3.859999895095825
2011-11-22,3.8499999046325684
2011-11-23,3.990000009536743
2011-11-25,3.7899999618530273
2011-11-28,3.609999895095825
2011-11-29,3.690000057220459
2011-11-30,3.799999952316284
2011-12-01,3.75
2011-12-02,3.690000057220459
2011-12-05,3.700000047683716
2011-12-06,3.5399999618530273
2011-12-07,3.6500000953674316
2011-12-08,3.509999990463257
2011-12-09,3.5999999046325684
2011-12-12,3.5
2011-12-13,3.609999895095825
2011-12-14,3.5899999141693115
2011-12-15,3.549999952316284
2011-12-16,3.5199999809265137
2011-12-19,3.5899999141693115
2011-12-20,3.4100000858306885
2011-12-21,3.4100000858306885
2011-12-22,3.25
2011-12-23,3.4100000858306885
2011-12-27,3.5
2011-12-28,3.4100000858306885
2011-12-29,3.5899999141693115
2011-12-30,3.569999933242798
2012-01-03,3.7200000286102295
2012-01-04,3.7200000286102295
2012-01-05,3.569999933242798
2012-01-06,3.4000000953674316
2012-01-09,3.390000104904175
2012-01-10,3.319999933242798
2012-01-11,3.2799999713897705
2012-01-12,3.25
2012-01-13,3.2100000381469727
2012-01-17,3.319999933242798
2012-01-18,3.700000047683716
2012-01-19,3.549999952316284
2012-01-20,3.630000114440918
2012-01-23,3.5999999046325684
2012-01-24,3.6500000953674316
2012-01-25,3.680000066757202
2012-01-26,3.819999933242798
2012-01-27,3.75
2012-01-30,3.6500000953674316
2012-01-31,3.6500000953674316
2012-02-01,3.5799999237060547
2012-02-02,3.6500000953674316
2012-02-03,3.5199999809265137
2012-02-06,3.5799999237060547
2012-02-07,3.6600000858306885
2012-02-08,3.640000104904175
2012-02-09,3.640000104904175
2012-02-10,3.75
2012-02-13,3.609999895095825
2012-02-14,3.549999952316284
2012-02-15,3.559999942779541
2012-02-16,3.5199999809265137
2012-02-17,3.549999952316284
2012-02-21,3.450000047683716
2012-02-22,3.5199999809265137
2012-02-23,3.6600000858306885
2012-02-24,3.680000066757202
2012-02-27,3.7100000381469727
2012-02-28,3.619999885559082
2012-02-29,3.5999999046325684
2012-03-01,3.6600000858306885
2012-03-02,3.890000104904175
2012-03-05,4.239999771118164
2012-03-06,4.130000114440918
2012-03-07,4.25
2012-03-08,4.110000133514404
2012-03-09,4.25
2012-03-12,4.25
2012-03-13,4.489999771118164
2012-03-14,4.449999809265137
2012-03-15,4.409999847412109
2012-03-16,4.489999771118164
2012-03-19,4.699999809265137
2012-03-20,4.619999885559082
2012-03-21,4.789999961853027
2012-03-22,5.050000190734863
2012-03-23,4.800000190734863
2012-03-26,4.789999961853027
2012-03-27,4.789999961853027
2012-03-28,4.789999961853027
2012-03-29,4.75
2012-03-30,4.949999809265137
2012-04-02,5.119999885559082
2012-04-03,5.25
2012-04-04,5.300000190734863
2012-04-05,5.199999809265137
2012-04-09,4.889999866485596
2012-04-10,4.900000095367432
2012-04-11,4.960000038146973
2012-04-12,5.0
2012-04-13,5.070000171661377
2012-04-16,5.099999904632568
2012-04-17,5.079999923706055
2012-04-18,5.0
2012-04-19,4.989999771118164
2012-04-20,4.949999809265137
2012-04-23,4.949999809265137
2012-04-24,4.949999809265137
2012-04-25,4.989999771118164
2012-04-26,4.909999847412109
2012-04-27,4.630000114440918
2012-04-30,4.619999885559082
2012-05-01,4.650000095367432
2012-05-02,4.769999980926514
2012-05-03,4.739999771118164
2012-05-04,4.400000095367432
2012-05-07,4.449999809265137
2012-05-08,4.139999866485596
2012-05-09,4.409999847412109
2012-05-10,4.309999942779541
2012-05-11,4.409999847412109
2012-05-14,4.130000114440918
2012-05-15,4.190000057220459
2012-05-16,4.0
2012-05-17,4.019999980926514
2012-05-18,3.869999885559082
2012-05-21,3.869999885559082
2012-05-22,3.990000009536743
2012-05-23,3.6700000762939453
2012-05-24,3.7300000190734863
2012-05-25,3.75
2012-05-29,3.869999885559082
2012-05-30,3.799999952316284
2012-05-31,3.990000009536743
2012-06-01,3.819999933242798
2012-06-04,3.9000000953674316
2012-06-05,3.799999952316284
2012-06-06,3.8399999141693115
2012-06-07,3.8399999141693115
2012-06-08,3.8499999046325684
2012-06-11,3.950000047683716
2012-06-12,4.289999961853027
2012-06-13,4.320000171661377
2012-06-14,4.079999923706055
2012-06-15,4.380000114440918
2012-06-18,4.460000038146973
2012-06-19,4.449999809265137
2012-06-20,4.449999809265137
2012-06-21,4.579999923706055
2012-06-22,4.679999828338623
2012-06-25,4.800000190734863
2012-06-26,4.440000057220459
2012-06-27,4.480000019073486
2012-06-28,4.510000228881836
2012-06-29,4.909999847412109
2012-07-02,5.019999980926514
2012-07-03,5.03000020980835
2012-07-05,4.679999828338623
2012-07-06,4.670000076293945
2012-07-09,4.699999809265137
2012-07-10,4.75
2012-07-11,4.420000076293945
2012-07-12,4.400000095367432
2012-07-13,4.510000228881836
2012-07-16,4.400000095367432
2012-07-17,4.440000057220459
2012-07-18,4.389999866485596
2012-07-19,4.449999809265137
2012-07-20,4.400000095367432
2012-07-23,4.440000057220459
2012-07-24,4.5
2012-07-25,4.590000152587891
2012-07-26,4.46999979019165
2012-07-27,4.550000190734863
2012-07-30,4.599999904632568
2012-07-31,4.429999828338623
2012-08-01,4.369999885559082
2012-08-02,4.289999961853027
2012-08-03,4.420000076293945
2012-08-06,4.46999979019165
2012-08-07,4.5
2012-08-08,4.409999847412109
2012-08-09,4.5
2012-08-10,4.53000020980835
2012-08-13,4.75
2012-08-14,4.670000076293945
2012-08-15,4.590000152587891
2012-08-16,4.519999980926514
2012-08-17,4.570000171661377
2012-08-20,4.75
2012-08-21,4.730000019073486
2012-08-22,4.71999979019165
2012-08-23,4.699999809265137
2012-08-24,4.730000019073486
2012-08-27,4.880000114440918
2012-08-28,4.860000133514404
2012-08-29,4.75
2012-08-30,4.820000171661377
2012-08-31,4.869999885559082
2012-09-04,4.800000190734863
2012-09-05,4.949999809265137
2012-09-06,5.0
2012-09-07,5.130000114440918
2012-09-10,5.25
2012-09-11,5.170000076293945
2012-09-12,5.25
2012-09-13,5.380000114440918
2012-09-14,5.380000114440918
2012-09-17,5.349999904632568
2012-09-18,5.25
2012-09-19,5.25
2012-09-20,5.300000190734863
2012-09-21,5.309999942779541
2012-09-24,5.369999885559082
2012-09-25,5.260000228881836
2012-09-26,5.28000020980835
2012-09-27,5.340000152587891
2012-09-28,5.349999904632568
2012-10-01,5.349999904632568
2012-10-02,5.400000095367432
2012-10-03,5.380000114440918
2012-10-04,5.300000190734863
2012-10-05,5.429999828338623
2012-10-08,5.300000190734863
2012-10-09,5.25
2012-10-10,5.340000152587891
2012-10-11,5.349999904632568
2012-10-12,5.590000152587891
2012-10-15,5.75
2012-10-16,5.889999866485596
2012-10-17,5.739999771118164
2012-10-18,5.909999847412109
2012-10-19,5.849999904632568
2012-10-22,5.860000133514404
2012-10-23,5.53000020980835
2012-10-24,5.590000152587891
2012-10-25,5.53000020980835
2012-10-26,5.510000228881836
2012-10-31,5.429999828338623
2012-11-01,5.809999942779541
2012-11-02,6.0
2012-11-05,6.0
2012-11-06,6.190000057220459
2012-11-07,6.21999979019165
2012-11-08,6.300000190734863
2012-11-09,6.21999979019165
2012-11-12,6.300000190734863
2012-11-13,6.289999961853027
2012-11-14,6.010000228881836
2012-11-15,6.059999942779541
2012-11-16,6.059999942779541
2012-11-19,6.110000133514404
2012-11-20,6.130000114440918
2012-11-21,6.150000095367432
2012-11-23,6.099999904632568
2012-11-26,6.349999904632568
2012-11-27,6.5
2012-11-28,6.659999847412109
2012-11-29,6.630000114440918
2012-11-30,6.78000020980835
2012-12-03,7.159999847412109
2012-12-04,7.489999771118164
2012-12-05,6.769999980926514
2012-12-06,6.78000020980835
2012-12-07,6.760000228881836
2012-12-10,7.190000057220459
2012-12-11,7.059999942779541
2012-12-12,7.059999942779541
2012-12-13,7.150000095367432
2012-12-14,6.659999847412109
2012-12-17,6.730000019073486
2012-12-18,6.730000019073486
2012-12-19,6.960000038146973
2012-12-20,7.139999866485596
2012-12-21,6.989999771118164
2012-12-24,6.829999923706055
2012-12-26,6.980000019073486
2012-12-27,7.170000076293945
2012-12-28,7.170000076293945
2012-12-31,7.150000095367432
2013-01-02,7.329999923706055
2013-01-03,7.309999942779541
2013-01-04,7.46999979019165
2013-01-07,7.849999904632568
2013-01-08,8.050000190734863
2013-01-09,8.359999656677246
2013-01-10,8.4399995803833
2013-01-11,8.420000076293945
2013-01-14,8.420000076293945
2013-01-15,8.380000114440918
2013-01-16,8.3100004196167
2013-01-17,8.609999656677246
2013-01-18,8.600000381469727
2013-01-22,8.710000038146973
2013-01-23,8.619999885559082
2013-01-24,8.40999984741211
2013-01-25,8.300000190734863
2013-01-28,8.0
2013-01-29,8.130000114440918
2013-01-30,8.3100004196167
2013-01-31,8.279999732971191
2013-02-01,8.0600004196167
2013-02-04,7.989999771118164
2013-02-05,7.989999771118164
2013-02-06,7.929999828338623
2013-02-07,7.960000038146973
2013-02-08,8.359999656677246
2013-02-11,8.5600004196167
2013-02-12,8.579999923706055
2013-02-13,9.229999542236328
2013-02-14,9.399999618530273
2013-02-15,9.640000343322754
2013-02-19,9.880000114440918
2013-02-20,9.289999961853027
2013-02-21,9.300000190734863
2013-02-22,9.369999885559082
2013-02-25,8.260000228881836
2013-02-26,8.710000038146973
2013-02-27,8.670000076293945
2013-02-28,8.8100004196167
2013-03-01,8.5600004196167
2013-03-04,8.390000343322754
2013-03-05,8.479999542236328
2013-03-06,8.829999923706055
2013-03-07,8.760000228881836
2013-03-08,8.989999771118164
2013-03-11,8.90999984741211
2013-03-12,9.029999732971191
2013-03-13,9.489999771118164
2013-03-14,10.220000267028809
2013-03-15,10.630000114440918
2013-03-18,11.579999923706055
2013-03-19,11.529999732971191
2013-03-20,11.470000267028809
2013-03-21,11.510000228881836
2013-03-22,11.5600004196167
2013-03-25,11.65999984741211
2013-03-26,11.989999771118164
2013-03-27,12.6899995803833
2013-03-28,13.1899995803833
2013-04-01,13.489999771118164
2013-04-02,14.380000114440918
2013-04-03,13.15999984741211
2013-04-04,12.970000267028809
2013-04-05,13.09000015258789
2013-04-08,12.789999961853027
2013-04-09,12.699999809265137
2013-04-10,12.6899995803833
2013-04-11,12.75
2013-04-12,12.75
2013-04-15,12.039999961853027
2013-04-16,12.640000343322754
2013-04-17,12.25
2013-04-18,12.239999771118164
2013-04-19,11.880000114440918
2013-04-22,12.329999923706055
2013-04-23,12.619999885559082
2013-04-24,12.65999984741211
2013-04-25,12.40999984741211
2013-04-26,12.329999923706055
2013-04-29,11.920000076293945
2013-04-30,11.84000015258789
2013-05-01,12.420000076293945
2013-05-02,12.59000015258789
2013-05-03,12.529999732971191
2013-05-06,13.760000228881836
2013-05-07,13.920000076293945
2013-05-08,13.890000343322754
2013-05-09,13.899999618530273
2013-05-10,13.890000343322754
2013-05-13,13.779999732971191
2013-05-14,13.850000381469727
2013-05-15,14.079999923706055
2013-05-16,14.930000305175781
2013-05-17,15.369999885559082
2013-05-20,15.510000228881836
2013-05-21,15.65999984741211
2013-05-22,15.90999984741211
2013-05-23,15.789999961853027
2013-05-24,16.260000228881836
2013-05-28,17.09000015258789
2013-05-29,16.989999771118164
2013-05-30,18.100000381469727
2013-05-31,17.989999771118164
2013-06-03,17.90999984741211
2013-06-04,18.010000228881836
2013-06-05,17.559999465942383
2013-06-06,17.670000076293945
2013-06-07,17.5
2013-06-10,18.1200008392334
2013-06-11,19.040000915527344
2013-06-12,19.15999984741211
2013-06-13,19.329999923706055
2013-06-14,19.670000076293945
2013-06-17,19.6299991607666
2013-06-18,20.350000381469727
2013-06-19,19.850000381469727
2013-06-20,19.969999313354492
2013-06-21,19.540000915527344
2013-06-24,18.229999542236328
2013-06-25,18.989999771118164
2013-06-26,19.360000610351562
2013-06-27,19.459999084472656
2013-06-28,19.739999771118164
2013-07-01,19.610000610351562
2013-07-02,19.1200008392334
2013-07-03,18.100000381469727
2013-07-05,18.860000610351562
2013-07-08,19.889999389648438
2013-07-09,21.520000457763672
2013-07-10,22.350000381469727
2013-07-11,23.059999465942383
2013-07-12,23.030000686645508
2013-07-15,23.059999465942383
2013-07-16,19.530000686645508
2013-07-17,19.989999771118164
2013-07-18,20.600000381469727
2013-07-19,20.579999923706055
2013-07-22,19.989999771118164
2013-07-23,20.229999542236328
2013-07-24,20.729999542236328
2013-07-25,20.25
2013-07-26,20.31999969482422
2013-07-29,19.979999542236328
2013-07-30,19.450000762939453
2013-07-31,19.639999389648438
2013-08-01,19.479999542236328
2013-08-02,21.459999084472656
2013-08-05,22.510000228881836
2013-08-06,22.280000686645508
2013-08-07,21.93000030517578
2013-08-08,22.100000381469727
2013-08-09,22.219999313354492
2013-08-12,22.34000015258789
