,CHNG
2019-06-27,15.0
2019-06-28,14.600000381469727
2019-07-01,14.399999618530273
2019-07-02,14.5
2019-07-03,14.880000114440918
2019-07-05,14.930000305175781
2019-07-08,14.770000457763672
2019-07-09,14.8100004196167
2019-07-10,14.649999618530273
2019-07-11,14.869999885559082
2019-07-12,14.84000015258789
2019-07-15,14.800000190734863
2019-07-16,14.279999732971191
2019-07-17,14.010000228881836
2019-07-18,13.619999885559082
2019-07-19,13.5
2019-07-22,14.0
2019-07-23,14.609999656677246
2019-07-24,14.220000267028809
2019-07-25,14.279999732971191
2019-07-26,14.479999542236328
2019-07-29,14.460000038146973
2019-07-30,14.039999961853027
2019-07-31,13.930000305175781
2019-08-01,13.539999961853027
2019-08-02,13.15999984741211
2019-08-05,13.140000343322754
2019-08-06,13.329999923706055
2019-08-07,13.149999618530273
2019-08-08,13.350000381469727
2019-08-09,13.199999809265137
2019-08-12,13.09000015258789
2019-08-13,12.069999694824219
2019-08-14,13.15999984741211
2019-08-15,14.100000381469727
2019-08-16,14.729999542236328
2019-08-19,15.199999809265137
2019-08-20,15.0600004196167
2019-08-21,15.1899995803833
2019-08-22,14.229999542236328
2019-08-23,14.399999618530273
2019-08-26,14.270000457763672
2019-08-27,13.640000343322754
2019-08-28,13.789999961853027
2019-08-29,14.0600004196167
2019-08-30,14.029999732971191
2019-09-03,13.8100004196167
2019-09-04,13.819999694824219
2019-09-05,13.75
2019-09-06,12.989999771118164
2019-09-09,11.989999771118164
2019-09-10,11.5
2019-09-11,12.34000015258789
2019-09-12,13.319999694824219
2019-09-13,13.670000076293945
2019-09-16,13.6899995803833
2019-09-17,13.569999694824219
2019-09-18,12.779999732971191
2019-09-19,12.850000381469727
2019-09-20,13.239999771118164
2019-09-23,13.170000076293945
2019-09-24,13.050000190734863
2019-09-25,12.5600004196167
2019-09-26,12.369999885559082
2019-09-27,11.779999732971191
2019-09-30,12.079999923706055
2019-10-01,12.180000305175781
2019-10-02,11.9399995803833
2019-10-03,11.770000457763672
2019-10-04,12.140000343322754
2019-10-07,12.09000015258789
2019-10-08,11.960000038146973
2019-10-09,12.095000267028809
2019-10-10,12.680000305175781
2019-10-11,12.720000267028809
2019-10-14,12.390000343322754
2019-10-15,12.739999771118164
2019-10-16,12.90999984741211
2019-10-17,12.970000267028809
2019-10-18,12.710000038146973
2019-10-21,13.010000228881836
2019-10-22,12.859999656677246
2019-10-23,12.930000305175781
2019-10-24,13.050000190734863
2019-10-25,12.65999984741211
2019-10-28,12.75
2019-10-29,12.899999618530273
2019-10-30,12.949999809265137
2019-10-31,13.220000267028809
2019-11-01,13.399999618530273
2019-11-04,12.949999809265137
2019-11-05,12.890000343322754
2019-11-06,12.720000267028809
2019-11-07,12.75
2019-11-08,13.069999694824219
2019-11-11,13.199999809265137
2019-11-12,13.170000076293945
2019-11-13,13.180000305175781
2019-11-14,13.899999618530273
2019-11-15,13.529999732971191
2019-11-18,12.970000267028809
2019-11-19,13.239999771118164
2019-11-20,13.199999809265137
2019-11-21,13.25
2019-11-22,13.220000267028809
2019-11-25,13.100000381469727
2019-11-26,13.4399995803833
2019-11-27,13.619999885559082
2019-11-29,13.380000114440918
2019-12-02,13.380000114440918
2019-12-03,13.300000190734863
2019-12-04,13.15999984741211
2019-12-05,13.199999809265137
2019-12-06,14.039999961853027
2019-12-09,14.050000190734863
2019-12-10,13.90999984741211
2019-12-11,14.069999694824219
2019-12-12,13.979999542236328
2019-12-13,13.670000076293945
2019-12-16,13.65999984741211
2019-12-17,14.199999809265137
2019-12-18,14.779999732971191
2019-12-19,14.6899995803833
2019-12-20,15.149999618530273
2019-12-23,15.640000343322754
2019-12-24,15.640000343322754
2019-12-26,15.65999984741211
2019-12-27,15.994999885559082
2019-12-30,16.15999984741211
2019-12-31,16.389999389648438
2020-01-02,16.020000457763672
2020-01-03,15.739999771118164
2020-01-06,15.65999984741211
2020-01-07,15.649999618530273
2020-01-08,15.859999656677246
2020-01-09,15.600000381469727
2020-01-10,15.670000076293945
2020-01-13,15.729999542236328
2020-01-14,16.5
2020-01-15,16.15999984741211
2020-01-16,16.350000381469727
2020-01-17,16.770000457763672
2020-01-21,17.260000228881836
2020-01-22,17.059999465942383
2020-01-23,16.649999618530273
2020-01-24,16.010000228881836
2020-01-27,16.18000030517578
2020-01-28,16.0
2020-01-29,16.0
2020-01-30,15.9399995803833
2020-01-31,15.520000457763672
2020-02-03,15.449999809265137
2020-02-04,15.84000015258789
2020-02-05,15.869999885559082
2020-02-06,16.690000534057617
2020-02-07,16.1200008392334
2020-02-10,15.699999809265137
2020-02-11,15.630000114440918
2020-02-12,15.859999656677246
2020-02-13,16.030000686645508
2020-02-14,16.100000381469727
2020-02-18,15.9399995803833
2020-02-19,15.75
2020-02-20,15.859999656677246
2020-02-21,16.010000228881836
2020-02-24,15.420000076293945
2020-02-25,15.029999732971191
2020-02-26,14.899999618530273
2020-02-27,14.0
2020-02-28,13.59000015258789
2020-03-02,14.329999923706055
2020-03-03,13.890000343322754
2020-03-04,14.069999694824219
2020-03-05,13.489999771118164
2020-03-06,13.100000381469727
2020-03-09,11.760000228881836
2020-03-10,12.470000267028809
2020-03-11,11.4399995803833
2020-03-12,10.109999656677246
2020-03-13,10.800000190734863
2020-03-16,8.930000305175781
2020-03-17,7.78000020980835
2020-03-18,6.860000133514404
2020-03-19,7.46999979019165
2020-03-20,7.820000171661377
2020-03-23,8.15999984741211
2020-03-24,9.25
2020-03-25,10.039999961853027
2020-03-26,9.770000457763672
2020-03-27,10.09000015258789
2020-03-30,11.119999885559082
2020-03-31,9.989999771118164
2020-04-01,9.050000190734863
2020-04-02,9.25
2020-04-03,8.800000190734863
2020-04-06,9.5600004196167
2020-04-07,10.109999656677246
2020-04-08,10.479999542236328
2020-04-09,10.489999771118164
2020-04-13,10.529999732971191
2020-04-14,10.789999961853027
2020-04-15,10.039999961853027
2020-04-16,9.850000381469727
2020-04-17,10.369999885559082
2020-04-20,10.430000305175781
2020-04-21,9.899999618530273
2020-04-22,10.079999923706055
2020-04-23,10.3100004196167
2020-04-24,10.21500015258789
2020-04-27,10.8100004196167
2020-04-28,11.09000015258789
2020-04-29,12.0
2020-04-30,11.640000343322754
2020-05-01,11.039999961853027
2020-05-04,11.15999984741211
2020-05-05,11.5
2020-05-06,11.199999809265137
2020-05-07,11.5
2020-05-08,11.390000343322754
2020-05-11,11.550000190734863
2020-05-12,10.960000038146973
2020-05-13,10.399999618530273
2020-05-14,10.680000305175781
2020-05-15,10.640000343322754
2020-05-18,11.729999542236328
2020-05-19,11.710000038146973
2020-05-20,12.079999923706055
2020-05-21,12.279999732971191
2020-05-22,12.319999694824219
2020-05-26,12.335000038146973
2020-05-27,12.550000190734863
2020-05-28,12.369999885559082
2020-05-29,12.479999542236328
2020-06-01,12.649999618530273
2020-06-02,12.529999732971191
2020-06-03,12.8100004196167
2020-06-04,11.880000114440918
2020-06-05,12.09000015258789
2020-06-08,12.369999885559082
2020-06-09,12.220000267028809
2020-06-10,11.899999618530273
2020-06-11,10.649999618530273
2020-06-12,10.59000015258789
2020-06-15,11.199999809265137
2020-06-16,11.920000076293945
2020-06-17,11.930000305175781
2020-06-18,12.029999732971191
2020-06-19,12.390000343322754
2020-06-22,12.130000114440918
2020-06-23,12.274999618530273
2020-06-24,11.399999618530273
2020-06-25,11.725000381469727
2020-06-26,10.930000305175781
2020-06-29,11.069999694824219
2020-06-30,11.199999809265137
2020-07-01,10.890000343322754
2020-07-02,10.850000381469727
2020-07-06,10.970000267028809
2020-07-07,10.59000015258789
2020-07-08,10.470000267028809
2020-07-09,10.0
2020-07-10,10.050000190734863
2020-07-13,10.0
2020-07-14,10.65999984741211
2020-07-15,11.020000457763672
2020-07-16,10.744999885559082
2020-07-17,10.8100004196167
2020-07-20,10.930000305175781
2020-07-21,10.880000114440918
2020-07-22,11.279999732971191
2020-07-23,11.449999809265137
2020-07-24,11.420000076293945
2020-07-27,11.9350004196167
2020-07-28,11.550000190734863
2020-07-29,11.770000457763672
2020-07-30,11.699999809265137
2020-07-31,11.65999984741211
2020-08-03,11.6899995803833
2020-08-04,12.140000343322754
2020-08-05,12.380000114440918
2020-08-06,13.079999923706055
2020-08-07,12.824999809265137
2020-08-10,12.960000038146973
2020-08-11,12.729999542236328
2020-08-12,12.609999656677246
2020-08-13,12.8100004196167
2020-08-14,12.8100004196167
2020-08-17,12.829999923706055
2020-08-18,12.770000457763672
2020-08-19,12.925000190734863
2020-08-20,12.930000305175781
2020-08-21,12.920000076293945
2020-08-24,13.114999771118164
2020-08-25,13.010000228881836
2020-08-26,13.609999656677246
2020-08-27,13.600000381469727
2020-08-28,13.949999809265137
2020-08-31,14.149999618530273
2020-09-01,14.029999732971191
2020-09-02,14.529999732971191
2020-09-03,14.170000076293945
2020-09-04,13.949999809265137
2020-09-08,13.970000267028809
2020-09-09,14.619999885559082
2020-09-10,14.359999656677246
2020-09-11,14.319999694824219
2020-09-14,14.529999732971191
2020-09-15,14.569999694824219
2020-09-16,14.899999618530273
2020-09-17,14.949999809265137
2020-09-18,14.729999542236328
2020-09-21,13.859999656677246
2020-09-22,14.0600004196167
2020-09-23,13.850000381469727
2020-09-24,13.699999809265137
2020-09-25,13.960000038146973
2020-09-28,14.329999923706055
2020-09-29,14.3100004196167
2020-09-30,14.510000228881836
2020-10-01,14.699999809265137
2020-10-02,14.770000457763672
2020-10-05,14.920000076293945
2020-10-06,14.829999923706055
2020-10-07,14.619999885559082
2020-10-08,14.920000076293945
2020-10-09,14.949999809265137
2020-10-12,15.100000381469727
2020-10-13,14.819999694824219
2020-10-14,14.970000267028809
2020-10-15,15.0600004196167
2020-10-16,15.09000015258789
2020-10-19,14.670000076293945
2020-10-20,14.800000190734863
2020-10-21,14.649999618530273
2020-10-22,15.079999923706055
2020-10-23,15.404999732971191
2020-10-26,14.770000457763672
2020-10-27,14.75
2020-10-28,14.100000381469727
2020-10-29,14.260000228881836
2020-10-30,14.149999618530273
2020-11-02,14.380000114440918
2020-11-03,14.609999656677246
2020-11-04,15.239999771118164
2020-11-05,15.380000114440918
2020-11-06,15.494999885559082
2020-11-09,16.579999923706055
2020-11-10,16.790000915527344
2020-11-11,16.579999923706055
2020-11-12,15.899999618530273
2020-11-13,16.3700008392334
2020-11-16,16.649999618530273
2020-11-17,16.899999618530273
2020-11-18,16.860000610351562
2020-11-19,16.850000381469727
2020-11-20,17.190000534057617
2020-11-23,17.1299991607666
2020-11-24,17.309999465942383
2020-11-25,17.209999084472656
2020-11-27,17.649999618530273
2020-11-30,17.1299991607666
2020-12-01,17.049999237060547
2020-12-02,16.989999771118164
2020-12-03,17.3700008392334
2020-12-04,17.81999969482422
2020-12-07,17.549999237060547
2020-12-08,17.520000457763672
2020-12-09,17.81999969482422
2020-12-10,18.434999465942383
2020-12-11,18.190000534057617
2020-12-14,18.0
2020-12-15,18.600000381469727
2020-12-16,18.170000076293945
2020-12-17,18.299999237060547
2020-12-18,18.299999237060547
2020-12-21,18.59000015258789
2020-12-22,18.829999923706055
2020-12-23,18.420000076293945
2020-12-24,18.489999771118164
