,FPXI
2014-11-11,30.219999313354492
2014-11-12,30.219999313354492
2014-11-13,30.219999313354492
2014-11-14,30.100000381469727
2014-11-17,30.010000228881836
2014-11-18,30.010000228881836
2014-11-19,30.010000228881836
2014-11-20,30.010000228881836
2014-11-21,30.329999923706055
2014-11-24,30.520000457763672
2014-11-25,30.6299991607666
2014-11-26,30.6299991607666
2014-11-28,30.6299991607666
2014-12-01,30.15999984741211
2014-12-02,30.25
2014-12-03,30.13800048828125
2014-12-04,30.260000228881836
2014-12-05,30.15999984741211
2014-12-08,29.77400016784668
2014-12-09,29.600000381469727
2014-12-10,29.469999313354492
2014-12-11,29.079999923706055
2014-12-12,28.950000762939453
2014-12-15,28.489999771118164
2014-12-16,28.540000915527344
2014-12-17,28.420000076293945
2014-12-18,28.829999923706055
2014-12-19,28.829999923706055
2014-12-22,28.947999954223633
2014-12-23,28.947999954223633
2014-12-24,28.940000534057617
2014-12-26,28.940000534057617
2014-12-29,29.079999923706055
2014-12-30,29.020000457763672
2014-12-31,28.979999542236328
2015-01-02,28.979999542236328
2015-01-05,28.520000457763672
2015-01-06,28.520000457763672
2015-01-07,28.520000457763672
2015-01-08,28.520000457763672
2015-01-09,28.510000228881836
2015-01-12,28.329999923706055
2015-01-13,28.239999771118164
2015-01-14,28.239999771118164
2015-01-15,28.239999771118164
2015-01-16,27.91200065612793
2015-01-20,27.91200065612793
2015-01-21,28.09000015258789
2015-01-22,28.190000534057617
2015-01-23,28.190000534057617
2015-01-26,28.190000534057617
2015-01-27,28.190000534057617
2015-01-28,28.139999389648438
2015-01-29,27.815000534057617
2015-01-30,27.75
2015-02-02,27.700000762939453
2015-02-03,27.700000762939453
2015-02-04,28.190000534057617
2015-02-05,28.190000534057617
2015-02-06,28.190000534057617
2015-02-09,27.902000427246094
2015-02-10,27.920000076293945
2015-02-11,27.950000762939453
2015-02-12,28.3700008392334
2015-02-13,28.3700008392334
2015-02-17,28.690000534057617
2015-02-18,28.90999984741211
2015-02-19,28.93000030517578
2015-02-20,28.959999084472656
2015-02-23,28.959999084472656
2015-02-24,29.239999771118164
2015-02-25,29.374000549316406
2015-02-26,29.374000549316406
2015-02-27,29.65999984741211
2015-03-02,29.6299991607666
2015-03-03,29.190000534057617
2015-03-04,29.100000381469727
2015-03-05,29.100000381469727
2015-03-06,29.079999923706055
2015-03-09,28.719999313354492
2015-03-10,28.719999313354492
2015-03-11,28.260000228881836
2015-03-12,28.260000228881836
2015-03-13,28.32699966430664
2015-03-16,28.6299991607666
2015-03-17,28.690000534057617
2015-03-18,28.690000534057617
2015-03-19,28.690000534057617
2015-03-20,28.690000534057617
2015-03-23,29.670000076293945
2015-03-24,29.632999420166016
2015-03-25,29.632999420166016
2015-03-26,29.632999420166016
2015-03-27,29.632999420166016
2015-03-30,29.632999420166016
2015-03-31,29.31999969482422
2015-04-01,29.3799991607666
2015-04-02,29.3799991607666
2015-04-06,29.3799991607666
2015-04-07,29.3799991607666
2015-04-08,30.68000030517578
2015-04-09,30.90999984741211
2015-04-10,30.90999984741211
2015-04-13,30.90999984741211
2015-04-14,30.90999984741211
2015-04-15,30.90999984741211
2015-04-16,30.90999984741211
2015-04-17,30.90999984741211
2015-04-20,30.90999984741211
2015-04-21,30.90999984741211
2015-04-22,31.43000030517578
2015-04-23,31.43000030517578
2015-04-24,31.739999771118164
2015-04-27,31.739999771118164
2015-04-28,31.739999771118164
2015-04-29,31.739999771118164
2015-04-30,31.3799991607666
2015-05-01,31.3799991607666
2015-05-04,31.399999618530273
2015-05-05,31.399999618530273
2015-05-06,31.399999618530273
2015-05-07,31.399999618530273
2015-05-08,31.399999618530273
2015-05-11,31.6200008392334
2015-05-12,31.489999771118164
2015-05-13,31.489999771118164
2015-05-14,31.489999771118164
2015-05-15,31.780000686645508
2015-05-18,31.729999542236328
2015-05-19,31.739999771118164
2015-05-20,31.799999237060547
2015-05-21,31.799999237060547
2015-05-22,32.7400016784668
2015-05-26,31.799999237060547
2015-05-27,31.799999237060547
2015-05-28,31.799999237060547
2015-05-29,31.195999145507812
2015-06-01,31.195999145507812
2015-06-02,31.410999298095703
2015-06-03,31.509000778198242
2015-06-04,31.507999420166016
2015-06-05,30.950000762939453
2015-06-08,31.06999969482422
2015-06-09,31.06999969482422
2015-06-10,31.06999969482422
2015-06-11,31.06999969482422
2015-06-12,31.06999969482422
2015-06-15,31.06999969482422
2015-06-16,31.06999969482422
2015-06-17,31.06999969482422
2015-06-18,30.610000610351562
2015-06-19,30.610000610351562
2015-06-22,30.951000213623047
2015-06-23,30.951000213623047
2015-06-24,30.951000213623047
2015-06-25,30.951000213623047
2015-06-26,30.951000213623047
2015-06-29,30.951000213623047
2015-06-30,30.951000213623047
2015-07-01,30.951000213623047
2015-07-02,30.951000213623047
2015-07-06,30.951000213623047
2015-07-07,30.951000213623047
2015-07-08,30.951000213623047
2015-07-09,30.951000213623047
2015-07-10,30.951000213623047
2015-07-13,30.951000213623047
2015-07-14,30.951000213623047
2015-07-15,29.65999984741211
2015-07-16,29.920000076293945
2015-07-17,30.209999084472656
2015-07-20,30.12700080871582
2015-07-21,30.12700080871582
2015-07-22,30.12700080871582
2015-07-23,30.12700080871582
2015-07-24,30.030000686645508
2015-07-27,29.8799991607666
2015-07-28,29.8799991607666
2015-07-29,29.8799991607666
2015-07-30,29.309999465942383
2015-07-31,29.530000686645508
2015-08-03,29.530000686645508
2015-08-04,29.530000686645508
2015-08-05,29.766000747680664
2015-08-06,29.766000747680664
2015-08-07,29.766000747680664
2015-08-10,29.729999542236328
2015-08-11,29.3700008392334
2015-08-12,29.3700008392334
2015-08-13,29.3700008392334
2015-08-14,29.100000381469727
2015-08-17,29.100000381469727
2015-08-18,29.100000381469727
2015-08-19,28.639999389648438
2015-08-20,27.860000610351562
2015-08-21,27.510000228881836
2015-08-24,27.510000228881836
2015-08-25,26.81999969482422
2015-08-26,26.81999969482422
2015-08-27,27.459999084472656
2015-08-28,27.239999771118164
2015-08-31,27.139999389648438
2015-09-01,26.489999771118164
2015-09-02,26.399999618530273
2015-09-03,26.440000534057617
2015-09-04,25.940000534057617
2015-09-08,26.860000610351562
2015-09-09,26.729999542236328
2015-09-10,26.399999618530273
2015-09-11,26.399999618530273
2015-09-14,26.290000915527344
2015-09-15,26.350000381469727
2015-09-16,26.729999542236328
2015-09-17,26.93000030517578
2015-09-18,26.709999084472656
2015-09-21,26.670000076293945
2015-09-22,26.170000076293945
2015-09-23,26.170000076293945
2015-09-24,25.389999389648438
2015-09-25,25.68000030517578
2015-09-28,25.3799991607666
2015-09-29,25.3799991607666
2015-09-30,25.18000030517578
2015-10-01,24.889999389648438
2015-10-02,25.639999389648438
2015-10-05,26.100000381469727
2015-10-06,26.31999969482422
2015-10-07,26.639999389648438
2015-10-08,26.65999984741211
2015-10-09,26.950000762939453
2015-10-12,27.0
2015-10-13,26.85099983215332
2015-10-14,26.639999389648438
2015-10-15,27.200000762939453
2015-10-16,27.1299991607666
2015-10-19,27.18000030517578
2015-10-20,27.010000228881836
2015-10-21,26.860000610351562
2015-10-22,26.829999923706055
2015-10-23,27.3799991607666
2015-10-26,27.440000534057617
2015-10-27,27.489999771118164
2015-10-28,27.3700008392334
2015-10-29,27.3700008392334
2015-10-30,27.469999313354492
2015-11-02,27.489999771118164
2015-11-03,27.610000610351562
2015-11-04,27.739999771118164
2015-11-05,27.760000228881836
2015-11-06,27.6200008392334
2015-11-09,27.329999923706055
2015-11-10,27.1200008392334
2015-11-11,27.06999969482422
2015-11-12,27.06999969482422
2015-11-13,26.610000610351562
2015-11-16,26.670000076293945
2015-11-17,26.8799991607666
2015-11-18,26.93000030517578
2015-11-19,27.1200008392334
2015-11-20,27.270000457763672
2015-11-23,27.350000381469727
2015-11-24,27.049999237060547
2015-11-25,27.15999984741211
2015-11-27,26.989999771118164
2015-11-30,27.020000457763672
2015-12-01,27.399999618530273
2015-12-02,27.440000534057617
2015-12-03,27.5
2015-12-04,27.440000534057617
2015-12-07,27.440000534057617
2015-12-08,27.110000610351562
2015-12-09,27.15999984741211
2015-12-10,26.8799991607666
2015-12-11,26.40999984741211
2015-12-14,26.290000915527344
2015-12-15,26.670000076293945
2015-12-16,27.15999984741211
2015-12-17,27.31999969482422
2015-12-18,27.030000686645508
2015-12-21,27.030000686645508
2015-12-22,27.09000015258789
2015-12-23,27.280000686645508
2015-12-24,27.309999465942383
2015-12-28,27.290000915527344
2015-12-29,27.3799991607666
2015-12-30,27.190000534057617
2015-12-31,27.139999389648438
2016-01-04,26.479999542236328
2016-01-05,26.600000381469727
2016-01-06,26.200000762939453
2016-01-07,25.760000228881836
2016-01-08,25.489999771118164
2016-01-11,25.09000015258789
2016-01-12,25.299999237060547
2016-01-13,25.25
2016-01-14,25.030000686645508
2016-01-15,24.549999237060547
2016-01-19,24.610000610351562
2016-01-20,23.739999771118164
2016-01-21,23.760000228881836
2016-01-22,24.389999389648438
2016-01-25,24.520000457763672
2016-01-26,24.469999313354492
2016-01-27,24.68000030517578
2016-01-28,24.489999771118164
2016-01-29,24.43000030517578
2016-02-01,24.200000762939453
2016-02-02,23.989999771118164
2016-02-03,23.889999389648438
2016-02-04,23.90999984741211
2016-02-05,23.530000686645508
2016-02-08,23.040000915527344
2016-02-09,22.600000381469727
2016-02-10,22.700000762939453
2016-02-11,22.149999618530273
2016-02-12,22.43000030517578
2016-02-16,23.209999084472656
2016-02-17,23.420000076293945
