,FEMB
2014-11-05,50.15999984741211
2014-11-06,50.15999984741211
2014-11-07,49.77000045776367
2014-11-10,49.77000045776367
2014-11-11,49.77000045776367
2014-11-12,49.77000045776367
2014-11-13,50.119998931884766
2014-11-14,50.119998931884766
2014-11-17,50.119998931884766
2014-11-18,50.22999954223633
2014-11-19,50.22999954223633
2014-11-20,50.22999954223633
2014-11-21,50.54999923706055
2014-11-24,50.54999923706055
2014-11-25,50.650001525878906
2014-11-26,50.650001525878906
2014-11-28,50.650001525878906
2014-12-01,50.650001525878906
2014-12-02,50.0
2014-12-03,50.0
2014-12-04,49.939998626708984
2014-12-05,49.41999816894531
2014-12-08,49.41999816894531
2014-12-09,49.41999816894531
2014-12-10,49.41999816894531
2014-12-11,49.41999816894531
2014-12-12,49.41999816894531
2014-12-15,49.41999816894531
2014-12-16,47.970001220703125
2014-12-17,47.970001220703125
2014-12-18,48.415000915527344
2014-12-19,48.415000915527344
2014-12-22,48.415000915527344
2014-12-23,48.415000915527344
2014-12-24,48.415000915527344
2014-12-26,48.16999816894531
2014-12-29,48.16999816894531
2014-12-30,48.16999816894531
2014-12-31,48.16999816894531
2015-01-02,48.16999816894531
2015-01-05,48.16999816894531
2015-01-06,48.16999816894531
2015-01-07,48.16999816894531
2015-01-08,48.16999816894531
2015-01-09,48.16999816894531
2015-01-12,48.72999954223633
2015-01-13,48.72999954223633
2015-01-14,48.72999954223633
2015-01-15,48.72999954223633
2015-01-16,48.72999954223633
2015-01-20,48.72999954223633
2015-01-21,48.72999954223633
2015-01-22,48.72999954223633
2015-01-23,48.72999954223633
2015-01-26,48.72999954223633
2015-01-27,48.72999954223633
2015-01-28,49.2400016784668
2015-01-29,49.2400016784668
2015-01-30,49.2400016784668
2015-02-02,49.2400016784668
2015-02-03,49.2400016784668
2015-02-04,48.560001373291016
2015-02-05,48.560001373291016
2015-02-06,48.560001373291016
2015-02-09,48.560001373291016
2015-02-10,47.5
2015-02-11,47.5
2015-02-12,47.5
2015-02-13,47.5
2015-02-17,47.5
2015-02-18,47.790000915527344
2015-02-19,47.790000915527344
2015-02-20,47.790000915527344
2015-02-23,47.790000915527344
2015-02-24,47.790000915527344
2015-02-25,47.790000915527344
2015-02-26,47.790000915527344
2015-02-27,47.790000915527344
2015-03-02,47.790000915527344
2015-03-03,47.790000915527344
2015-03-04,47.790000915527344
2015-03-05,47.790000915527344
2015-03-06,47.790000915527344
2015-03-09,47.790000915527344
2015-03-10,45.09000015258789
2015-03-11,45.09000015258789
2015-03-12,44.77000045776367
2015-03-13,44.77000045776367
2015-03-16,44.77000045776367
2015-03-17,44.77000045776367
2015-03-18,45.04999923706055
2015-03-19,45.04999923706055
2015-03-20,45.04999923706055
2015-03-23,45.04999923706055
2015-03-24,45.04999923706055
2015-03-25,45.04999923706055
2015-03-26,45.04999923706055
2015-03-27,45.04999923706055
2015-03-30,45.04999923706055
2015-03-31,45.04999923706055
2015-04-01,45.04999923706055
2015-04-02,45.04999923706055
2015-04-06,45.04999923706055
2015-04-07,45.04999923706055
2015-04-08,46.349998474121094
2015-04-09,46.380001068115234
2015-04-10,46.380001068115234
2015-04-13,46.380001068115234
2015-04-14,46.380001068115234
2015-04-15,45.91999816894531
2015-04-16,45.91999816894531
2015-04-17,45.91999816894531
2015-04-20,45.849998474121094
2015-04-21,45.9900016784668
2015-04-22,45.29999923706055
2015-04-23,45.29999923706055
2015-04-24,45.29999923706055
2015-04-27,45.29999923706055
2015-04-28,46.25
2015-04-29,46.25
2015-04-30,46.25
2015-05-01,46.25
2015-05-04,46.25
2015-05-05,46.25
2015-05-06,46.25
2015-05-07,46.25
2015-05-08,46.25
2015-05-11,46.25
2015-05-12,46.25
2015-05-13,46.25
2015-05-14,45.93000030517578
2015-05-15,45.93000030517578
2015-05-18,45.93000030517578
2015-05-19,45.93000030517578
2015-05-20,45.93000030517578
2015-05-21,45.93000030517578
2015-05-22,45.93000030517578
2015-05-26,45.93000030517578
2015-05-27,45.93000030517578
2015-05-28,45.93000030517578
2015-05-29,45.93000030517578
2015-06-01,45.93000030517578
2015-06-02,45.93000030517578
2015-06-03,44.18000030517578
2015-06-04,44.060001373291016
2015-06-05,44.060001373291016
2015-06-08,44.060001373291016
2015-06-09,44.060001373291016
2015-06-10,44.060001373291016
2015-06-11,44.060001373291016
2015-06-12,43.849998474121094
2015-06-15,43.849998474121094
2015-06-16,43.849998474121094
2015-06-17,43.849998474121094
2015-06-18,43.849998474121094
2015-06-19,43.849998474121094
2015-06-22,43.849998474121094
2015-06-23,43.849998474121094
2015-06-24,43.849998474121094
2015-06-25,43.849998474121094
2015-06-26,43.849998474121094
2015-06-29,43.849998474121094
2015-06-30,43.650001525878906
2015-07-01,43.650001525878906
2015-07-02,43.650001525878906
2015-07-06,43.650001525878906
2015-07-07,43.650001525878906
2015-07-08,43.650001525878906
2015-07-09,43.650001525878906
2015-07-10,43.650001525878906
2015-07-13,43.630001068115234
2015-07-14,43.630001068115234
2015-07-15,43.459999084472656
2015-07-16,43.459999084472656
2015-07-17,43.459999084472656
2015-07-20,43.2400016784668
2015-07-21,43.2400016784668
2015-07-22,43.2400016784668
2015-07-23,43.2400016784668
2015-07-24,43.2400016784668
2015-07-27,43.2400016784668
2015-07-28,43.2400016784668
2015-07-29,43.2400016784668
2015-07-30,43.2400016784668
2015-07-31,43.0099983215332
2015-08-03,42.65999984741211
2015-08-04,42.65999984741211
2015-08-05,42.65999984741211
2015-08-06,42.0
2015-08-07,42.40999984741211
2015-08-10,42.40999984741211
2015-08-11,42.40999984741211
2015-08-12,42.29399871826172
2015-08-13,42.29399871826172
2015-08-14,42.29399871826172
2015-08-17,42.29399871826172
2015-08-18,42.29399871826172
2015-08-19,41.900001525878906
2015-08-20,42.0099983215332
2015-08-21,42.0099983215332
2015-08-24,41.5099983215332
2015-08-25,41.5099983215332
2015-08-26,41.5099983215332
2015-08-27,41.5099983215332
2015-08-28,41.5099983215332
2015-08-31,41.5
2015-09-01,41.5
2015-09-02,41.5
2015-09-03,41.5
2015-09-04,41.5
2015-09-08,41.09000015258789
2015-09-09,41.09000015258789
2015-09-10,41.09000015258789
2015-09-11,41.09000015258789
2015-09-14,41.09000015258789
2015-09-15,41.13999938964844
2015-09-16,41.13999938964844
2015-09-17,41.13999938964844
2015-09-18,41.13999938964844
2015-09-21,41.18000030517578
2015-09-22,41.11000061035156
2015-09-23,40.38999938964844
2015-09-24,40.38999938964844
2015-09-25,40.5
2015-09-28,40.81999969482422
2015-09-29,40.81999969482422
2015-09-30,40.349998474121094
2015-10-01,40.349998474121094
2015-10-02,41.04999923706055
2015-10-05,41.04999923706055
2015-10-06,41.04999923706055
2015-10-07,41.04999923706055
2015-10-08,41.04999923706055
2015-10-09,41.04999923706055
2015-10-12,41.04999923706055
2015-10-13,41.04999923706055
2015-10-14,41.04999923706055
2015-10-15,41.04999923706055
2015-10-16,41.04999923706055
2015-10-19,41.04999923706055
2015-10-20,41.04999923706055
2015-10-21,41.04999923706055
2015-10-22,41.04999923706055
2015-10-23,41.88999938964844
2015-10-26,41.88999938964844
2015-10-27,41.88999938964844
2015-10-28,41.88999938964844
2015-10-29,41.88999938964844
2015-10-30,41.08000183105469
2015-11-02,41.599998474121094
2015-11-03,41.599998474121094
2015-11-04,41.599998474121094
2015-11-05,41.599998474121094
2015-11-06,41.599998474121094
2015-11-09,41.599998474121094
2015-11-10,40.619998931884766
2015-11-11,41.33000183105469
2015-11-12,41.33000183105469
2015-11-13,41.33000183105469
2015-11-16,41.33000183105469
2015-11-17,41.33000183105469
2015-11-18,40.779998779296875
2015-11-19,40.779998779296875
2015-11-20,40.779998779296875
2015-11-23,40.779998779296875
2015-11-24,40.779998779296875
2015-11-25,40.779998779296875
2015-11-27,40.779998779296875
2015-11-30,40.779998779296875
2015-12-01,40.84000015258789
2015-12-02,40.84000015258789
2015-12-03,40.84000015258789
2015-12-04,40.84000015258789
2015-12-07,40.84000015258789
2015-12-08,40.84000015258789
2015-12-09,40.84000015258789
2015-12-10,40.84000015258789
2015-12-11,40.84000015258789
2015-12-14,40.84000015258789
2015-12-15,40.84000015258789
2015-12-16,40.84000015258789
2015-12-17,40.84000015258789
2015-12-18,40.84000015258789
2015-12-21,40.0
2015-12-22,40.25
2015-12-23,40.04999923706055
2015-12-24,40.18000030517578
2015-12-28,40.220001220703125
2015-12-29,40.25
2015-12-30,39.880001068115234
2015-12-31,39.58000183105469
2016-01-04,39.58000183105469
2016-01-05,39.68000030517578
2016-01-06,39.68000030517578
2016-01-07,39.68000030517578
2016-01-08,39.099998474121094
2016-01-11,39.099998474121094
2016-01-12,39.099998474121094
2016-01-13,39.099998474121094
2016-01-14,39.099998474121094
2016-01-15,39.099998474121094
2016-01-19,39.099998474121094
2016-01-20,39.099998474121094
2016-01-21,38.47999954223633
2016-01-22,38.47999954223633
2016-01-25,38.47999954223633
2016-01-26,38.25
2016-01-27,38.20000076293945
2016-01-28,38.79999923706055
2016-01-29,38.880001068115234
2016-02-01,39.349998474121094
2016-02-02,39.150001525878906
2016-02-03,39.43000030517578
2016-02-04,39.7599983215332
2016-02-05,39.47999954223633
2016-02-08,39.70000076293945
2016-02-09,39.70000076293945
2016-02-10,40.060001373291016
2016-02-11,39.849998474121094
2016-02-12,39.77000045776367
2016-02-16,39.77000045776367
2016-02-17,39.77000045776367
2016-02-18,39.77000045776367
2016-02-19,39.77000045776367
2016-02-22,39.77000045776367
2016-02-23,39.77000045776367
2016-02-24,39.27000045776367
2016-02-25,39.599998474121094
2016-02-26,39.599998474121094
2016-02-29,39.349998474121094
2016-03-01,39.45000076293945
2016-03-02,39.45000076293945
2016-03-03,39.45000076293945
2016-03-04,40.25
2016-03-07,40.25
2016-03-08,40.25
