,BOKF
1991-09-05,11.072826385498047
1991-09-06,13.28739070892334
1991-09-09,13.28739070892334
1991-09-10,13.28739070892334
1991-09-11,13.28739070892334
1991-09-12,13.28739070892334
1991-09-13,13.28739070892334
1991-09-16,13.28739070892334
1991-09-17,13.28739070892334
1991-09-18,13.28739070892334
1991-09-19,13.28739070892334
1991-09-20,13.28739070892334
1991-09-23,13.28739070892334
1991-09-24,13.28739070892334
1991-09-25,13.28739070892334
1991-09-26,13.28739070892334
1991-09-27,13.28739070892334
1991-09-30,8.858261108398438
1991-10-01,11.072826385498047
1991-10-02,11.072826385498047
1991-10-03,11.072826385498047
1991-10-04,11.072826385498047
1991-10-07,11.072826385498047
1991-10-08,11.072826385498047
1991-10-09,11.072826385498047
1991-10-10,11.072826385498047
1991-10-11,11.072826385498047
1991-10-14,11.072826385498047
1991-10-15,11.072826385498047
1991-10-16,15.501956939697266
1991-10-17,15.501956939697266
1991-10-18,15.501956939697266
1991-10-21,15.501956939697266
1991-10-22,15.501956939697266
1991-10-23,15.501956939697266
1991-10-24,15.501956939697266
1991-10-25,13.28739070892334
1991-10-28,13.28739070892334
1991-10-29,3.321847915649414
1991-10-30,6.643695831298828
1991-10-31,6.643695831298828
1991-11-01,6.643695831298828
1991-11-04,6.643695831298828
1991-11-05,5.536413192749023
1991-11-06,4.4291300773620605
1991-11-07,4.4291300773620605
1991-11-08,4.4291300773620605
1991-11-11,4.4291300773620605
1991-11-12,2.2145650386810303
1991-11-13,3.321847915649414
1991-11-14,4.4291300773620605
1991-11-15,4.4291300773620605
1991-11-18,4.4291300773620605
1991-11-19,4.4291300773620605
1991-11-20,4.4291300773620605
1991-11-21,4.4291300773620605
1991-11-22,4.4291300773620605
1991-11-25,4.4291300773620605
1991-11-26,4.4291300773620605
1991-11-27,4.4291300773620605
1991-11-29,4.4291300773620605
1991-12-02,4.4291300773620605
1991-12-03,4.4291300773620605
1991-12-04,4.4291300773620605
1991-12-05,4.4291300773620605
1991-12-06,4.4291300773620605
1991-12-09,4.4291300773620605
1991-12-10,4.4291300773620605
1991-12-11,4.4291300773620605
1991-12-12,4.4291300773620605
1991-12-13,3.321847915649414
1991-12-16,3.321847915649414
1991-12-17,3.1336100101470947
1991-12-18,3.1336100101470947
1991-12-19,2.5855050086975098
1991-12-20,2.7515969276428223
1991-12-23,2.8346428871154785
1991-12-24,3.006272077560425
1991-12-26,3.006272077560425
1991-12-27,3.4215030670166016
1991-12-30,4.340548038482666
1991-12-31,4.340548038482666
1992-01-02,4.174455165863037
1992-01-03,3.006272077560425
1992-01-06,3.1723649501800537
1992-01-07,3.25541090965271
1992-01-08,3.3384571075439453
1992-01-09,3.006272077560425
1992-01-10,3.089318037033081
1992-01-13,3.089318037033081
1992-01-14,3.1723649501800537
1992-01-15,3.1723649501800537
1992-01-16,3.1723649501800537
1992-01-17,3.1723649501800537
1992-01-20,3.089318037033081
1992-01-21,3.089318037033081
1992-01-22,2.668550968170166
1992-01-23,2.668550968170166
1992-01-24,2.668550968170166
1992-01-27,2.668550968170166
1992-01-28,2.668550968170166
1992-01-29,3.1723649501800537
1992-01-30,3.089318037033081
1992-01-31,3.089318037033081
1992-02-03,3.089318037033081
1992-02-04,3.089318037033081
1992-02-05,3.089318037033081
1992-02-06,2.9176900386810303
1992-02-07,2.9176900386810303
1992-02-10,2.9176900386810303
1992-02-11,2.9176900386810303
1992-02-12,2.9176900386810303
1992-02-13,2.9176900386810303
1992-02-14,2.9176900386810303
1992-02-18,2.8346428871154785
1992-02-19,2.8346428871154785
1992-02-20,2.8346428871154785
1992-02-21,2.8346428871154785
1992-02-24,2.8346428871154785
1992-02-25,2.7515969276428223
1992-02-26,2.8346428871154785
1992-02-27,2.8346428871154785
1992-02-28,2.8346428871154785
1992-03-02,3.3384571075439453
1992-03-03,3.5875959396362305
1992-03-04,3.5875959396362305
1992-03-05,3.5875959396362305
1992-03-06,3.5875959396362305
1992-03-09,3.5875959396362305
1992-03-10,3.5875959396362305
1992-03-11,3.5875959396362305
1992-03-12,3.5875959396362305
1992-03-13,3.5875959396362305
1992-03-16,3.5875959396362305
1992-03-17,3.5875959396362305
1992-03-18,3.6706418991088867
1992-03-19,3.6706418991088867
1992-03-20,3.6706418991088867
1992-03-23,3.6706418991088867
1992-03-24,3.6706418991088867
1992-03-25,3.5875959396362305
1992-03-26,3.5875959396362305
1992-03-27,3.5875959396362305
1992-03-30,3.5875959396362305
1992-03-31,3.5875959396362305
1992-04-01,3.5875959396362305
1992-04-02,3.5875959396362305
1992-04-03,3.5875959396362305
1992-04-06,3.5875959396362305
1992-04-07,3.5875959396362305
1992-04-08,3.5875959396362305
1992-04-09,3.5875959396362305
1992-04-10,3.5875959396362305
1992-04-13,3.5875959396362305
1992-04-14,3.5875959396362305
1992-04-15,3.5875959396362305
1992-04-16,3.5875959396362305
1992-04-20,3.5875959396362305
1992-04-21,3.5875959396362305
1992-04-22,3.5875959396362305
1992-04-23,3.5875959396362305
1992-04-24,3.5875959396362305
1992-04-27,3.504549026489258
1992-04-28,3.504549026489258
1992-04-29,3.504549026489258
1992-04-30,3.504549026489258
1992-05-01,3.504549026489258
1992-05-04,3.504549026489258
1992-05-05,3.504549026489258
1992-05-06,3.504549026489258
1992-05-07,3.504549026489258
1992-05-08,3.504549026489258
1992-05-11,3.504549026489258
1992-05-12,3.504549026489258
1992-05-13,3.504549026489258
1992-05-14,3.504549026489258
1992-05-15,3.504549026489258
1992-05-18,3.504549026489258
1992-05-19,3.504549026489258
1992-05-20,3.504549026489258
1992-05-21,3.504549026489258
1992-05-22,3.504549026489258
1992-05-26,3.504549026489258
1992-05-27,3.504549026489258
1992-05-28,3.504549026489258
1992-05-29,3.504549026489258
1992-06-01,3.504549026489258
1992-06-02,3.504549026489258
1992-06-03,3.504549026489258
1992-06-04,3.504549026489258
1992-06-05,3.504549026489258
1992-06-08,3.504549026489258
1992-06-09,3.504549026489258
1992-06-10,3.504549026489258
1992-06-11,3.504549026489258
1992-06-12,3.504549026489258
1992-06-15,3.504549026489258
1992-06-16,3.504549026489258
1992-06-17,3.504549026489258
1992-06-18,3.504549026489258
1992-06-19,3.5875959396362305
1992-06-22,3.5875959396362305
1992-06-23,4.008362770080566
1992-06-24,3.5875959396362305
1992-06-25,4.008362770080566
1992-06-26,3.5875959396362305
1992-06-29,3.5875959396362305
1992-06-30,3.5875959396362305
1992-07-01,4.008362770080566
1992-07-02,3.753688097000122
