,EWJE
2019-03-07,32.88999938964844
2019-03-08,32.88999938964844
2019-03-11,33.0
2019-03-12,33.0
2019-03-13,33.0
2019-03-14,33.0
2019-03-15,33.0
2019-03-18,33.45000076293945
2019-03-19,33.45000076293945
2019-03-20,33.45000076293945
2019-03-21,33.45000076293945
2019-03-22,33.4630012512207
2019-03-25,33.4630012512207
2019-03-26,33.9900016784668
2019-03-27,33.9900016784668
2019-03-28,33.9900016784668
2019-03-29,33.9900016784668
2019-04-01,33.9900016784668
2019-04-02,33.95000076293945
2019-04-03,33.95000076293945
2019-04-04,33.95000076293945
2019-04-05,33.95000076293945
2019-04-08,33.95000076293945
2019-04-09,33.95000076293945
2019-04-10,33.95000076293945
2019-04-11,33.95000076293945
2019-04-12,33.95000076293945
2019-04-15,33.95000076293945
2019-04-16,33.98099899291992
2019-04-17,33.93000030517578
2019-04-18,33.93000030517578
2019-04-22,33.779998779296875
2019-04-23,33.779998779296875
2019-04-24,33.779998779296875
2019-04-25,33.779998779296875
2019-04-26,33.779998779296875
2019-04-29,33.779998779296875
2019-04-30,33.779998779296875
2019-05-01,33.959999084472656
2019-05-02,33.959999084472656
2019-05-03,33.959999084472656
2019-05-06,33.959999084472656
2019-05-07,33.959999084472656
2019-05-08,33.959999084472656
2019-05-09,33.959999084472656
2019-05-10,32.599998474121094
2019-05-13,32.599998474121094
2019-05-14,32.599998474121094
2019-05-15,32.599998474121094
2019-05-16,32.689998626708984
2019-05-17,32.689998626708984
2019-05-20,32.5
2019-05-21,32.5
2019-05-22,32.5
2019-05-23,32.5
2019-05-24,32.5
2019-05-28,32.5
2019-05-29,32.5
2019-05-30,32.349998474121094
2019-05-31,32.349998474121094
2019-06-03,32.349998474121094
2019-06-04,32.349998474121094
2019-06-05,32.349998474121094
2019-06-06,32.349998474121094
2019-06-07,32.349998474121094
2019-06-10,33.26499938964844
2019-06-11,33.26499938964844
2019-06-12,33.189998626708984
2019-06-13,33.189998626708984
2019-06-14,33.189998626708984
2019-06-17,33.189998626708984
2019-06-18,33.189998626708984
2019-06-19,33.189998626708984
2019-06-20,33.189998626708984
2019-06-21,33.189998626708984
2019-06-24,33.189998626708984
2019-06-25,33.189998626708984
2019-06-26,33.189998626708984
2019-06-27,33.189998626708984
2019-06-28,33.189998626708984
2019-07-01,33.189998626708984
2019-07-02,33.189998626708984
2019-07-03,33.189998626708984
2019-07-05,33.189998626708984
2019-07-08,33.189998626708984
2019-07-09,33.189998626708984
2019-07-10,33.189998626708984
2019-07-11,33.189998626708984
2019-07-12,33.189998626708984
2019-07-15,33.189998626708984
2019-07-16,33.189998626708984
2019-07-17,33.189998626708984
2019-07-18,33.189998626708984
2019-07-19,33.189998626708984
2019-07-22,33.189998626708984
2019-07-23,33.189998626708984
2019-07-24,33.189998626708984
2019-07-25,33.189998626708984
2019-07-26,33.189998626708984
2019-07-29,33.189998626708984
2019-07-30,33.189998626708984
2019-07-31,33.189998626708984
2019-08-01,33.189998626708984
2019-08-02,33.189998626708984
2019-08-05,33.189998626708984
2019-08-06,32.29999923706055
2019-08-07,32.29999923706055
2019-08-08,32.29999923706055
2019-08-09,32.29999923706055
2019-08-12,32.29999923706055
2019-08-13,32.29999923706055
2019-08-14,32.29999923706055
2019-08-15,32.29999923706055
2019-08-16,32.29999923706055
2019-08-19,32.29999923706055
2019-08-20,32.29999923706055
2019-08-21,32.29999923706055
2019-08-22,32.29999923706055
2019-08-23,32.29999923706055
2019-08-26,32.29999923706055
2019-08-27,32.29999923706055
2019-08-28,32.29999923706055
2019-08-29,32.29999923706055
2019-08-30,32.29999923706055
2019-09-03,32.29999923706055
2019-09-04,32.29999923706055
2019-09-05,32.77000045776367
2019-09-06,32.77000045776367
2019-09-09,32.77000045776367
2019-09-10,33.34000015258789
2019-09-11,33.66999816894531
2019-09-12,33.939998626708984
2019-09-13,34.209999084472656
2019-09-16,34.30400085449219
2019-09-17,34.30400085449219
2019-09-18,34.30400085449219
2019-09-19,34.52000045776367
2019-09-20,34.630001068115234
2019-09-23,34.630001068115234
2019-09-24,34.630001068115234
2019-09-25,34.630001068115234
2019-09-26,34.88999938964844
2019-09-27,34.41999816894531
2019-09-30,34.34000015258789
2019-10-01,34.40999984741211
2019-10-02,34.099998474121094
2019-10-03,34.099998474121094
2019-10-04,34.099998474121094
2019-10-07,34.44499969482422
2019-10-08,34.44499969482422
2019-10-09,34.44499969482422
2019-10-10,34.38999938964844
2019-10-11,34.90999984741211
2019-10-14,34.880001068115234
2019-10-15,34.880001068115234
2019-10-16,34.97999954223633
2019-10-17,34.981998443603516
2019-10-18,34.84700012207031
2019-10-21,34.84700012207031
2019-10-22,35.26900100708008
2019-10-23,35.40999984741211
2019-10-24,35.470001220703125
2019-10-25,35.470001220703125
2019-10-28,35.470001220703125
2019-10-29,35.470001220703125
2019-10-30,35.470001220703125
2019-10-31,35.470001220703125
2019-11-01,36.0099983215332
2019-11-04,36.209999084472656
2019-11-05,36.209999084472656
2019-11-06,36.209999084472656
2019-11-07,36.209999084472656
2019-11-08,36.209999084472656
2019-11-11,36.209999084472656
2019-11-12,36.6349983215332
2019-11-13,36.41999816894531
2019-11-14,36.13999938964844
2019-11-15,36.40999984741211
2019-11-18,36.50600051879883
2019-11-19,36.50600051879883
2019-11-20,36.50600051879883
2019-11-21,36.50600051879883
2019-11-22,36.50600051879883
2019-11-25,36.709999084472656
2019-11-26,36.5890007019043
2019-11-27,36.5890007019043
2019-11-29,36.27299880981445
2019-12-02,36.27299880981445
2019-12-03,36.27299880981445
2019-12-04,36.27299880981445
2019-12-05,36.27299880981445
2019-12-06,37.07400131225586
2019-12-09,37.07400131225586
2019-12-10,36.77000045776367
2019-12-11,36.89699935913086
2019-12-12,36.95000076293945
2019-12-13,36.90999984741211
2019-12-16,36.349998474121094
2019-12-17,36.349998474121094
2019-12-18,36.150001525878906
2019-12-19,36.150001525878906
2019-12-20,36.224998474121094
2019-12-23,36.143001556396484
2019-12-24,36.143001556396484
2019-12-26,36.143001556396484
2019-12-27,36.119998931884766
2019-12-30,35.73099899291992
2019-12-31,35.73099899291992
2020-01-02,36.209999084472656
2020-01-03,36.209999084472656
2020-01-06,36.0
2020-01-07,36.040000915527344
2020-01-08,36.042999267578125
2020-01-09,36.10499954223633
2020-01-10,36.10499954223633
2020-01-13,36.10499954223633
2020-01-14,36.10499954223633
2020-01-15,36.10499954223633
2020-01-16,36.10499954223633
2020-01-17,36.10499954223633
