,EWJE
2020-01-21,35.90999984741211
2020-01-22,35.95500183105469
2020-01-23,35.94499969482422
2020-01-24,35.94499969482422
2020-01-27,35.095001220703125
2020-01-28,35.33000183105469
2020-01-29,35.2239990234375
2020-01-30,35.2239990234375
2020-01-31,34.52199935913086
2020-02-03,34.8650016784668
2020-02-04,35.45000076293945
2020-02-05,35.77799987792969
2020-02-06,35.77799987792969
2020-02-07,35.57500076293945
2020-02-10,35.54999923706055
2020-02-11,35.54999923706055
2020-02-12,35.4900016784668
2020-02-13,35.220001220703125
2020-02-14,34.91699981689453
2020-02-18,34.33000183105469
2020-02-19,34.28300094604492
2020-02-20,33.9900016784668
2020-02-21,33.9900016784668
2020-02-24,32.43299865722656
2020-02-25,32.65999984741211
2020-02-26,32.51900100708008
2020-02-27,31.451000213623047
2020-02-28,31.114999771118164
2020-03-02,31.459999084472656
2020-03-03,31.459999084472656
2020-03-04,31.75
2020-03-05,31.299999237060547
2020-03-06,31.299999237060547
2020-03-09,31.299999237060547
2020-03-10,30.299999237060547
2020-03-11,30.299999237060547
2020-03-12,26.291000366210938
2020-03-13,27.253999710083008
2020-03-16,25.549999237060547
2020-03-17,26.722999572753906
2020-03-18,26.260000228881836
2020-03-19,27.104999542236328
2020-03-20,26.90999984741211
2020-03-23,26.613000869750977
2020-03-24,28.459999084472656
2020-03-25,28.625
2020-03-26,29.857999801635742
2020-03-27,29.84000015258789
2020-03-30,30.27400016784668
2020-03-31,29.329999923706055
2020-04-01,27.920000076293945
2020-04-02,27.920000076293945
2020-04-03,27.45800018310547
2020-04-06,28.729999542236328
2020-04-07,29.760000228881836
2020-04-08,29.274999618530273
2020-04-09,29.274999618530273
2020-04-13,29.274999618530273
2020-04-14,30.100000381469727
2020-04-15,29.72800064086914
2020-04-16,29.72800064086914
2020-04-17,29.72800064086914
2020-04-20,29.72800064086914
2020-04-21,29.59000015258789
2020-04-22,29.59000015258789
2020-04-23,30.010000228881836
2020-04-24,30.010000228881836
2020-04-27,30.010000228881836
2020-04-28,30.979999542236328
2020-04-29,31.520000457763672
2020-04-30,30.6299991607666
2020-05-01,30.059999465942383
2020-05-04,29.899999618530273
2020-05-05,30.299999237060547
2020-05-06,30.299999237060547
2020-05-07,30.299999237060547
2020-05-08,31.020000457763672
2020-05-11,31.43899917602539
2020-05-12,31.43899917602539
2020-05-13,31.43899917602539
2020-05-14,30.540000915527344
2020-05-15,30.739999771118164
2020-05-18,31.434999465942383
2020-05-19,31.24799919128418
2020-05-20,31.780000686645508
2020-05-21,31.780000686645508
2020-05-22,31.549999237060547
2020-05-26,32.540000915527344
2020-05-27,32.540000915527344
2020-05-28,33.650001525878906
2020-05-29,33.06100082397461
2020-06-01,33.33000183105469
2020-06-02,33.779998779296875
2020-06-03,33.970001220703125
2020-06-04,33.650001525878906
2020-06-05,34.08300018310547
2020-06-08,34.43000030517578
2020-06-09,34.470001220703125
2020-06-10,34.470001220703125
2020-06-11,33.459999084472656
2020-06-12,33.52000045776367
2020-06-15,32.630001068115234
2020-06-16,33.4900016784668
2020-06-17,33.4900016784668
2020-06-18,33.43000030517578
2020-06-19,33.250999450683594
2020-06-22,33.393001556396484
2020-06-23,33.72999954223633
2020-06-24,32.849998474121094
2020-06-25,32.9900016784668
2020-06-26,32.819000244140625
2020-06-29,32.810001373291016
2020-06-30,32.59000015258789
2020-07-01,32.40999984741211
2020-07-02,32.40999984741211
2020-07-06,33.00600051879883
2020-07-07,33.00600051879883
2020-07-08,32.59000015258789
2020-07-09,32.3849983215332
2020-07-10,32.7400016784668
2020-07-13,32.66999816894531
2020-07-14,32.880001068115234
2020-07-15,33.43000030517578
2020-07-16,33.43000030517578
2020-07-17,33.43000030517578
2020-07-20,32.994998931884766
2020-07-21,33.0
2020-07-22,33.0
2020-07-23,33.0
2020-07-24,32.816001892089844
2020-07-27,33.40999984741211
2020-07-28,33.18000030517578
2020-07-29,33.150001525878906
2020-07-30,32.47999954223633
2020-07-31,31.594999313354492
2020-08-03,32.20000076293945
2020-08-04,32.7400016784668
2020-08-05,33.060001373291016
2020-08-06,32.65999984741211
2020-08-07,32.775001525878906
2020-08-10,32.933998107910156
2020-08-11,33.59000015258789
2020-08-12,34.11899948120117
2020-08-13,34.04999923706055
2020-08-14,34.04999923706055
2020-08-17,34.029998779296875
2020-08-18,34.279998779296875
2020-08-19,34.20000076293945
2020-08-20,33.95000076293945
2020-08-21,33.84000015258789
2020-08-24,34.310001373291016
2020-08-25,34.369998931884766
2020-08-26,34.369998931884766
2020-08-27,34.369998931884766
2020-08-28,34.369998931884766
2020-08-31,34.349998474121094
2020-09-01,34.23500061035156
2020-09-02,34.5989990234375
2020-09-03,34.00299835205078
2020-09-04,33.97999954223633
2020-09-08,34.29499816894531
2020-09-09,34.42499923706055
2020-09-10,34.41899871826172
2020-09-11,34.869998931884766
2020-09-14,35.189998626708984
2020-09-15,35.23899841308594
2020-09-16,35.2599983215332
2020-09-17,35.09000015258789
2020-09-18,35.09000015258789
2020-09-21,34.560001373291016
2020-09-22,34.72999954223633
2020-09-23,34.959999084472656
2020-09-24,34.67100143432617
2020-09-25,34.67100143432617
2020-09-28,35.33000183105469
2020-09-29,35.33000183105469
2020-09-30,34.97999954223633
2020-10-01,34.92599868774414
2020-10-02,34.7400016784668
2020-10-05,35.20000076293945
2020-10-06,35.060001373291016
2020-10-07,35.060001373291016
2020-10-08,35.209999084472656
2020-10-09,35.125999450683594
2020-10-12,35.17499923706055
2020-10-13,35.08000183105469
2020-10-14,35.08000183105469
2020-10-15,35.08000183105469
2020-10-16,34.58000183105469
2020-10-19,34.779998779296875
2020-10-20,34.61399841308594
2020-10-21,34.97999954223633
2020-10-22,34.85200119018555
2020-10-23,34.849998474121094
2020-10-26,34.849998474121094
2020-10-27,34.849998474121094
2020-10-28,34.18000030517578
2020-10-29,34.23099899291992
2020-10-30,34.00199890136719
2020-11-02,34.36000061035156
2020-11-03,35.20500183105469
2020-11-04,34.939998626708984
2020-11-05,35.542999267578125
2020-11-06,35.81999969482422
2020-11-09,37.1150016784668
2020-11-10,37.040000915527344
2020-11-11,37.13999938964844
2020-11-12,36.4900016784668
2020-11-13,36.4900016784668
2020-11-16,37.439998626708984
2020-11-17,37.31999969482422
2020-11-18,37.11000061035156
2020-11-19,37.11000061035156
2020-11-20,37.81999969482422
2020-11-23,38.040000915527344
2020-11-24,38.41999816894531
2020-11-25,38.01499938964844
2020-11-27,38.01499938964844
2020-11-30,37.7400016784668
2020-12-01,37.7400016784668
2020-12-02,38.11000061035156
2020-12-03,38.22999954223633
2020-12-04,38.22999954223633
2020-12-07,37.80500030517578
2020-12-08,37.80500030517578
2020-12-09,38.106998443603516
2020-12-10,38.150001525878906
2020-12-11,38.2400016784668
2020-12-14,38.20000076293945
2020-12-15,38.380001068115234
2020-12-16,38.27000045776367
2020-12-17,38.27399826049805
2020-12-18,38.10499954223633
2020-12-21,37.560001373291016
2020-12-22,37.560001373291016
2020-12-23,37.78200149536133
2020-12-24,37.71099853515625
2020-12-28,38.02000045776367
2020-12-29,38.560001373291016
2020-12-30,38.599998474121094
2020-12-31,38.599998474121094
2021-01-04,38.13999938964844
2021-01-05,38.25
2021-01-06,39.047000885009766
2021-01-07,38.79999923706055
2021-01-08,39.513999938964844
2021-01-11,39.20800018310547
2021-01-12,39.380001068115234
2021-01-13,39.380001068115234
2021-01-14,39.380001068115234
2021-01-15,39.119998931884766
2021-01-19,39.400001525878906
2021-01-20,39.66299819946289
2021-01-21,39.41999816894531
2021-01-22,39.400001525878906
2021-01-25,39.400001525878906
2021-01-26,39.400001525878906
2021-01-27,39.03300094604492
2021-01-28,39.22999954223633
2021-01-29,38.900001525878906
2021-02-01,38.900001525878906
2021-02-02,38.900001525878906
2021-02-03,39.79999923706055
2021-02-04,39.84000015258789
2021-02-05,40.09400177001953
2021-02-08,40.86000061035156
2021-02-09,40.869998931884766
2021-02-10,40.970001220703125
2021-02-11,41.06999969482422
2021-02-12,41.099998474121094
2021-02-16,41.310001373291016
2021-02-17,41.209999084472656
2021-02-18,40.4900016784668
2021-02-19,40.810001373291016
2021-02-22,40.82699966430664
2021-02-23,40.630001068115234
2021-02-24,40.2599983215332
2021-02-25,40.40999984741211
2021-02-26,39.34600067138672
2021-03-01,39.34600067138672
2021-03-02,39.4900016784668
2021-03-03,39.39500045776367
2021-03-04,39.39500045776367
2021-03-05,39.380001068115234
2021-03-08,39.4900016784668
2021-03-09,39.58000183105469
2021-03-10,39.93000030517578
2021-03-11,39.900001525878906
2021-03-12,40.34000015258789
2021-03-15,40.584999084472656
2021-03-16,40.59000015258789
2021-03-17,40.65999984741211
2021-03-18,41.1349983215332
2021-03-19,41.52799987792969
2021-03-22,41.319000244140625
2021-03-23,40.667999267578125
2021-03-24,40.189998626708984
2021-03-25,40.76100158691406
2021-03-26,41.250999450683594
2021-03-29,40.790000915527344
2021-03-30,40.790000915527344
2021-03-31,40.790000915527344
2021-04-01,40.220001220703125
2021-04-05,40.547000885009766
2021-04-06,39.8650016784668
2021-04-07,40.130001068115234
2021-04-08,40.13999938964844
2021-04-09,40.45000076293945
2021-04-12,40.19499969482422
2021-04-13,40.279998779296875
2021-04-14,40.349998474121094
2021-04-15,40.439998626708984
2021-04-16,40.470001220703125
2021-04-19,40.1349983215332
2021-04-20,39.25
2021-04-21,39.5
2021-04-22,39.500999450683594
2021-04-23,39.939998626708984
2021-04-26,39.81700134277344
2021-04-27,39.45500183105469
2021-04-28,39.45500183105469
2021-04-29,39.345001220703125
2021-04-30,39.137001037597656
2021-05-03,39.63999938964844
2021-05-04,39.15999984741211
2021-05-05,39.689998626708984
2021-05-06,39.87200164794922
2021-05-07,42.08000183105469
2021-05-10,40.220001220703125
2021-05-11,39.52000045776367
2021-05-12,38.0
2021-05-13,38.279998779296875
2021-05-14,38.880001068115234
