,ACEVU
2020-11-18,10.029999732971191
2020-11-19,10.029999732971191
2020-11-20,10.09000015258789
2020-11-23,10.069999694824219
2020-11-24,10.050000190734863
2020-11-25,10.050000190734863
2020-11-27,10.100000381469727
2020-11-30,10.149999618530273
2020-12-01,10.180000305175781
2020-12-02,10.180000305175781
2020-12-03,10.119999885559082
2020-12-04,10.279999732971191
2020-12-07,10.420000076293945
2020-12-08,10.390000343322754
2020-12-09,10.670000076293945
2020-12-10,10.770000457763672
2020-12-11,10.800000190734863
2020-12-14,10.774999618530273
2020-12-15,10.774999618530273
2020-12-16,10.729999542236328
2020-12-17,10.739999771118164
2020-12-18,10.729999542236328
2020-12-21,10.619999885559082
2020-12-22,10.609999656677246
2020-12-23,10.850000381469727
2020-12-24,11.050000190734863
2020-12-28,10.869999885559082
2020-12-29,10.699999809265137
2020-12-30,11.050000190734863
2020-12-31,10.890000343322754
2021-01-04,11.109999656677246
2021-01-05,11.364999771118164
2021-01-06,13.09000015258789
2021-01-07,13.300000190734863
2021-01-08,12.8100004196167
2021-01-11,12.550000190734863
2021-01-12,12.619999885559082
2021-01-13,12.489999771118164
2021-01-14,12.529999732971191
2021-01-15,12.270000457763672
2021-01-19,12.34000015258789
2021-01-20,13.270000457763672
2021-01-21,12.65999984741211
2021-01-22,12.510000228881836
2021-01-25,12.229999542236328
2021-01-26,12.029999732971191
2021-01-27,11.529999732971191
2021-01-28,11.329999923706055
2021-01-29,11.369999885559082
2021-02-01,11.989999771118164
2021-02-02,12.489999771118164
2021-02-03,12.510000228881836
2021-02-04,12.359999656677246
2021-02-05,12.300000190734863
2021-02-08,12.039999961853027
2021-02-09,11.890000343322754
2021-02-10,12.0600004196167
2021-02-11,14.069999694824219
2021-02-12,13.96399974822998
2021-02-16,14.529999732971191
2021-02-17,14.390000343322754
2021-02-18,14.069999694824219
2021-02-19,13.890000343322754
2021-02-22,13.600000381469727
2021-02-23,13.270000457763672
2021-02-24,13.199999809265137
2021-02-25,12.850000381469727
2021-02-26,12.5
2021-03-01,12.739999771118164
2021-03-02,12.420000076293945
2021-03-03,11.319999694824219
2021-03-04,11.5
2021-03-05,11.680000305175781
2021-03-08,11.5600004196167
2021-03-09,11.996999740600586
2021-03-10,11.800000190734863
2021-03-11,11.989999771118164
2021-03-12,11.579999923706055
2021-03-15,11.739999771118164
2021-03-16,11.579999923706055
2021-03-17,11.4399995803833
2021-03-18,11.5
2021-03-19,11.449999809265137
2021-03-22,11.260000228881836
2021-03-23,11.069999694824219
2021-03-24,10.789999961853027
2021-03-25,10.869999885559082
2021-03-26,10.890000343322754
2021-03-29,11.09000015258789
2021-03-30,11.020000457763672
2021-03-31,10.989999771118164
2021-04-01,11.154999732971191
2021-04-05,11.130000114440918
2021-04-06,11.119999885559082
2021-04-07,11.0
2021-04-08,10.918000221252441
2021-04-09,10.949999809265137
2021-04-12,10.892999649047852
2021-04-13,10.965999603271484
2021-04-14,10.899999618530273
2021-04-15,10.817999839782715
2021-04-16,10.817999839782715
2021-04-19,10.609999656677246
2021-04-20,10.75
2021-04-21,10.75
2021-04-22,10.769000053405762
2021-04-23,10.769000053405762
2021-04-26,10.920000076293945
2021-04-27,10.899999618530273
2021-04-28,10.869999885559082
2021-04-29,11.038000106811523
2021-04-30,11.0600004196167
2021-05-03,11.039999961853027
2021-05-04,10.899999618530273
2021-05-05,10.960000038146973
2021-05-06,10.960000038146973
2021-05-07,11.0
2021-05-10,10.899999618530273
2021-05-11,10.951000213623047
2021-05-12,10.9399995803833
2021-05-13,10.779999732971191
2021-05-14,10.779999732971191
