,AMBA
2012-10-10,6.059999942779541
2012-10-11,6.079999923706055
2012-10-12,6.230000019073486
2012-10-15,6.150000095367432
2012-10-16,6.010000228881836
2012-10-17,6.0
2012-10-18,6.0
2012-10-19,6.0
2012-10-22,6.110000133514404
2012-10-23,6.0
2012-10-24,6.019999980926514
2012-10-25,6.239999771118164
2012-10-26,6.579999923706055
2012-10-31,7.21999979019165
2012-11-01,7.650000095367432
2012-11-02,7.699999809265137
2012-11-05,8.229999542236328
2012-11-06,8.59000015258789
2012-11-07,8.1899995803833
2012-11-08,7.820000171661377
2012-11-09,8.0
2012-11-12,7.730000019073486
2012-11-13,8.0
2012-11-14,7.880000114440918
2012-11-15,8.359999656677246
2012-11-16,8.710000038146973
2012-11-19,9.220000267028809
2012-11-20,9.3100004196167
2012-11-21,9.149999618530273
2012-11-23,9.300000190734863
2012-11-26,8.920000076293945
2012-11-27,8.880000114440918
2012-11-28,8.729999542236328
2012-11-29,8.699999809265137
2012-11-30,8.710000038146973
2012-12-03,8.670000076293945
2012-12-04,8.630000114440918
2012-12-05,8.979999542236328
2012-12-06,9.079999923706055
2012-12-07,9.020000457763672
2012-12-10,8.720000267028809
2012-12-11,8.920000076293945
2012-12-12,9.289999961853027
2012-12-13,9.350000381469727
2012-12-14,9.100000381469727
2012-12-17,10.0
2012-12-18,10.359999656677246
2012-12-19,10.180000305175781
2012-12-20,10.0
2012-12-21,9.760000228881836
2012-12-24,9.59000015258789
2012-12-26,10.0
2012-12-27,10.430000305175781
2012-12-28,11.0
2012-12-31,11.149999618530273
2013-01-02,11.949999809265137
2013-01-03,11.729999542236328
2013-01-04,11.880000114440918
2013-01-07,11.930000305175781
2013-01-08,12.0600004196167
2013-01-09,12.9399995803833
2013-01-10,13.050000190734863
2013-01-11,12.779999732971191
2013-01-14,12.8100004196167
2013-01-15,12.75
2013-01-16,12.600000381469727
2013-01-17,11.449999809265137
2013-01-18,11.670000076293945
2013-01-22,12.1899995803833
2013-01-23,11.989999771118164
2013-01-24,11.630000114440918
2013-01-25,11.84000015258789
2013-01-28,11.569999694824219
2013-01-29,11.520000457763672
2013-01-30,10.15999984741211
2013-01-31,9.960000038146973
2013-02-01,10.479999542236328
2013-02-04,10.239999771118164
2013-02-05,9.979999542236328
2013-02-06,9.989999771118164
2013-02-07,9.979999542236328
2013-02-08,9.729999542236328
2013-02-11,9.420000076293945
2013-02-12,9.699999809265137
2013-02-13,9.680000305175781
2013-02-14,9.510000228881836
2013-02-15,9.800000190734863
2013-02-19,9.869999885559082
2013-02-20,9.489999771118164
2013-02-21,9.3100004196167
2013-02-22,9.489999771118164
2013-02-25,9.59000015258789
2013-02-26,9.739999771118164
2013-02-27,9.75
2013-02-28,9.960000038146973
2013-03-01,10.579999923706055
2013-03-04,10.149999618530273
2013-03-05,10.579999923706055
2013-03-06,11.539999961853027
2013-03-07,11.970000267028809
2013-03-08,13.579999923706055
2013-03-11,13.739999771118164
2013-03-12,12.789999961853027
2013-03-13,13.3100004196167
2013-03-14,13.899999618530273
2013-03-15,13.489999771118164
2013-03-18,12.350000381469727
2013-03-19,12.619999885559082
2013-03-20,12.9399995803833
2013-03-21,12.949999809265137
2013-03-22,12.899999618530273
2013-03-25,14.130000114440918
2013-03-26,15.039999961853027
2013-03-27,14.789999961853027
2013-03-28,15.65999984741211
2013-04-01,14.869999885559082
2013-04-02,14.9399995803833
2013-04-03,13.699999809265137
2013-04-04,14.550000190734863
2013-04-05,14.0
2013-04-08,14.359999656677246
2013-04-09,14.170000076293945
2013-04-10,13.979999542236328
2013-04-11,13.300000190734863
2013-04-12,13.989999771118164
2013-04-15,12.90999984741211
2013-04-16,13.739999771118164
2013-04-17,13.0
2013-04-18,12.420000076293945
2013-04-19,13.3100004196167
2013-04-22,12.960000038146973
2013-04-23,12.989999771118164
2013-04-24,12.989999771118164
2013-04-25,13.90999984741211
2013-04-26,13.739999771118164
2013-04-29,14.1899995803833
2013-04-30,13.699999809265137
2013-05-01,13.4399995803833
2013-05-02,13.899999618530273
2013-05-03,13.960000038146973
2013-05-06,14.699999809265137
2013-05-07,13.770000457763672
2013-05-08,13.789999961853027
2013-05-09,13.8100004196167
2013-05-10,14.329999923706055
2013-05-13,15.119999885559082
2013-05-14,14.149999618530273
2013-05-15,15.210000038146973
2013-05-16,15.1899995803833
2013-05-17,15.239999771118164
2013-05-20,16.790000915527344
2013-05-21,16.899999618530273
2013-05-22,15.720000267028809
2013-05-23,16.190000534057617
2013-05-24,15.489999771118164
2013-05-28,15.670000076293945
2013-05-29,16.290000915527344
2013-05-30,16.170000076293945
2013-05-31,16.170000076293945
2013-06-03,15.710000038146973
2013-06-04,16.190000534057617
2013-06-05,16.649999618530273
2013-06-06,16.350000381469727
2013-06-07,16.530000686645508
2013-06-10,17.399999618530273
2013-06-11,17.440000534057617
2013-06-12,17.040000915527344
2013-06-13,17.040000915527344
2013-06-14,17.469999313354492
2013-06-17,18.139999389648438
2013-06-18,17.90999984741211
2013-06-19,18.15999984741211
2013-06-20,16.93000030517578
2013-06-21,17.06999969482422
2013-06-24,15.949999809265137
2013-06-25,16.469999313354492
2013-06-26,16.40999984741211
2013-06-27,16.18000030517578
2013-06-28,16.829999923706055
2013-07-01,16.969999313354492
2013-07-02,16.889999389648438
2013-07-03,17.06999969482422
2013-07-05,17.229999542236328
2013-07-08,16.979999542236328
2013-07-09,16.899999618530273
2013-07-10,16.889999389648438
2013-07-11,17.799999237060547
2013-07-12,17.790000915527344
2013-07-15,17.8700008392334
2013-07-16,17.649999618530273
2013-07-17,19.239999771118164
2013-07-18,18.59000015258789
2013-07-19,18.959999084472656
2013-07-22,19.239999771118164
2013-07-23,18.719999313354492
2013-07-24,18.239999771118164
2013-07-25,18.459999084472656
2013-07-26,18.360000610351562
2013-07-29,17.520000457763672
2013-07-30,16.139999389648438
2013-07-31,16.600000381469727
2013-08-01,16.030000686645508
2013-08-02,16.75
2013-08-05,16.829999923706055
2013-08-06,16.049999237060547
2013-08-07,15.949999809265137
2013-08-08,16.600000381469727
2013-08-09,16.81999969482422
2013-08-12,16.979999542236328
2013-08-13,16.850000381469727
2013-08-14,16.889999389648438
2013-08-15,16.020000457763672
2013-08-16,16.010000228881836
2013-08-19,15.579999923706055
2013-08-20,16.1200008392334
2013-08-21,15.109999656677246
2013-08-22,14.880000114440918
2013-08-23,15.050000190734863
2013-08-26,13.420000076293945
2013-08-27,14.5600004196167
2013-08-28,14.380000114440918
2013-08-29,14.8100004196167
2013-08-30,14.34000015258789
2013-09-03,14.8100004196167
2013-09-04,15.199999809265137
2013-09-05,15.34000015258789
2013-09-06,16.65999984741211
2013-09-09,17.65999984741211
2013-09-10,17.8700008392334
2013-09-11,17.719999313354492
2013-09-12,17.440000534057617
2013-09-13,17.829999923706055
2013-09-16,17.799999237060547
2013-09-17,17.989999771118164
2013-09-18,17.889999389648438
2013-09-19,17.719999313354492
2013-09-20,17.8799991607666
2013-09-23,17.799999237060547
2013-09-24,17.6200008392334
2013-09-25,19.110000610351562
2013-09-26,19.520000457763672
