,ACMR
2018-02-15,6.409999847412109
2018-02-16,6.480000019073486
2018-02-20,6.559999942779541
2018-02-21,6.849999904632568
2018-02-22,7.010000228881836
2018-02-23,7.159999847412109
2018-02-26,6.989999771118164
2018-02-27,7.090000152587891
2018-02-28,6.800000190734863
2018-03-01,6.71999979019165
2018-03-02,7.239999771118164
2018-03-05,7.855000019073486
2018-03-06,11.0
2018-03-07,11.989999771118164
2018-03-08,13.460000038146973
2018-03-09,13.130000114440918
2018-03-12,13.699999809265137
2018-03-13,14.239999771118164
2018-03-14,14.9399995803833
2018-03-15,14.029999732971191
2018-03-16,12.4399995803833
2018-03-19,11.430000305175781
2018-03-20,13.170000076293945
2018-03-21,12.25
2018-03-22,12.5
2018-03-23,12.90999984741211
2018-03-26,12.779999732971191
2018-03-27,12.890000343322754
2018-03-28,12.380000114440918
2018-03-29,12.300000190734863
2018-04-02,12.3100004196167
2018-04-03,12.3100004196167
2018-04-04,12.300000190734863
2018-04-05,12.0
2018-04-06,11.800000190734863
2018-04-09,12.0
2018-04-10,12.510000228881836
2018-04-11,12.739999771118164
2018-04-12,13.899999618530273
2018-04-13,13.59000015258789
2018-04-16,12.699999809265137
2018-04-17,12.3100004196167
2018-04-18,12.039999961853027
2018-04-19,11.989999771118164
2018-04-20,11.84000015258789
2018-04-23,11.399999618530273
2018-04-24,10.510000228881836
2018-04-25,10.609999656677246
2018-04-26,10.270000457763672
2018-04-27,10.09000015258789
2018-04-30,10.100000381469727
2018-05-01,10.119999885559082
2018-05-02,10.15999984741211
2018-05-03,10.300000190734863
2018-05-04,10.8100004196167
2018-05-07,12.510000228881836
2018-05-08,11.539999961853027
2018-05-09,11.75
2018-05-10,12.039999961853027
2018-05-11,12.09000015258789
2018-05-14,11.890000343322754
2018-05-15,11.890000343322754
2018-05-16,11.75
2018-05-17,11.399999618530273
2018-05-18,11.3100004196167
2018-05-21,11.229999542236328
2018-05-22,11.25
2018-05-23,11.020000457763672
2018-05-24,11.720000267028809
2018-05-25,11.229999542236328
2018-05-29,11.539999961853027
2018-05-30,12.529999732971191
2018-05-31,12.710000038146973
2018-06-01,14.0600004196167
2018-06-04,13.479999542236328
2018-06-05,12.59000015258789
2018-06-06,12.630000114440918
2018-06-07,12.220000267028809
2018-06-08,12.069999694824219
2018-06-11,12.760000228881836
2018-06-12,13.4399995803833
2018-06-13,13.359999656677246
2018-06-14,13.40999984741211
2018-06-15,13.979999542236328
2018-06-18,13.579999923706055
2018-06-19,12.710000038146973
2018-06-20,12.960000038146973
2018-06-21,11.9399995803833
2018-06-22,12.539999961853027
2018-06-25,11.960000038146973
2018-06-26,11.930000305175781
2018-06-27,11.050000190734863
2018-06-28,10.890000343322754
2018-06-29,10.779999732971191
2018-07-02,10.020000457763672
2018-07-03,10.989999771118164
2018-07-05,10.619999885559082
2018-07-06,10.850000381469727
2018-07-09,11.260000228881836
2018-07-10,11.380000114440918
2018-07-11,10.890000343322754
2018-07-12,12.4399995803833
2018-07-13,12.630000114440918
2018-07-16,12.34000015258789
2018-07-17,12.420000076293945
2018-07-18,12.359999656677246
2018-07-19,12.449999809265137
2018-07-20,12.680000305175781
2018-07-23,13.430000305175781
2018-07-24,13.619999885559082
2018-07-25,13.470000267028809
2018-07-26,13.65999984741211
2018-07-27,13.239999771118164
2018-07-30,12.779999732971191
2018-07-31,12.960000038146973
2018-08-01,13.850000381469727
2018-08-02,14.289999961853027
2018-08-03,14.739999771118164
2018-08-06,14.670000076293945
2018-08-07,13.739999771118164
2018-08-08,14.539999961853027
2018-08-09,14.630000114440918
2018-08-10,14.75
2018-08-13,13.75
2018-08-14,13.359999656677246
2018-08-15,12.819999694824219
2018-08-16,12.970000267028809
2018-08-17,12.75
2018-08-20,12.84000015258789
2018-08-21,13.5
2018-08-22,13.09000015258789
2018-08-23,13.119999885559082
2018-08-24,13.5
2018-08-27,13.75
2018-08-28,13.960000038146973
2018-08-29,13.84000015258789
2018-08-30,14.010000228881836
2018-08-31,14.109999656677246
2018-09-04,13.670000076293945
2018-09-05,13.640000343322754
2018-09-06,13.300000190734863
2018-09-07,13.470000267028809
2018-09-10,12.739999771118164
2018-09-11,12.510000228881836
2018-09-12,11.350000381469727
2018-09-13,12.135000228881836
2018-09-14,11.6899995803833
2018-09-17,12.020000457763672
2018-09-18,11.890000343322754
2018-09-19,11.710000038146973
2018-09-20,12.260000228881836
2018-09-21,11.90999984741211
2018-09-24,11.640000343322754
2018-09-25,11.289999961853027
2018-09-26,11.09000015258789
2018-09-27,10.850000381469727
2018-09-28,11.069999694824219
2018-10-01,11.319999694824219
2018-10-02,11.029999732971191
2018-10-03,11.170000076293945
2018-10-04,10.930000305175781
2018-10-05,10.350000381469727
2018-10-08,10.710000038146973
2018-10-09,11.100000381469727
2018-10-10,10.3100004196167
2018-10-11,9.960000038146973
2018-10-12,10.270000457763672
2018-10-15,10.6899995803833
2018-10-16,10.350000381469727
2018-10-17,10.279999732971191
2018-10-18,10.069999694824219
2018-10-19,10.239999771118164
2018-10-22,10.069999694824219
2018-10-23,9.819999694824219
2018-10-24,9.609999656677246
2018-10-25,9.649999618530273
2018-10-26,9.449999809265137
2018-10-29,9.470000267028809
2018-10-30,9.470000267028809
2018-10-31,9.550000190734863
2018-11-01,10.0
2018-11-02,10.020000457763672
2018-11-05,9.989999771118164
2018-11-06,10.0
2018-11-07,10.300000190734863
2018-11-08,12.0
2018-11-09,11.729999542236328
2018-11-12,11.300000190734863
2018-11-13,11.460000038146973
2018-11-14,11.350000381469727
2018-11-15,11.520000457763672
2018-11-16,11.229999542236328
2018-11-19,10.9399995803833
2018-11-20,10.4399995803833
2018-11-21,10.989999771118164
2018-11-23,10.850000381469727
2018-11-26,11.119999885559082
2018-11-27,10.760000228881836
2018-11-28,11.029999732971191
2018-11-29,11.0
2018-11-30,11.149999618530273
2018-12-03,11.03499984741211
2018-12-04,10.470000267028809
2018-12-06,10.779999732971191
2018-12-07,10.470000267028809
2018-12-10,10.380000114440918
2018-12-11,10.640000343322754
2018-12-12,10.779999732971191
2018-12-13,10.619999885559082
2018-12-14,10.40999984741211
2018-12-17,10.270000457763672
2018-12-18,10.220000267028809
2018-12-19,10.149999618530273
2018-12-20,10.260000228881836
2018-12-21,10.260000228881836
2018-12-24,10.0600004196167
2018-12-26,10.420000076293945
2018-12-27,10.460000038146973
2018-12-28,10.470000267028809
2018-12-31,10.880000114440918
2019-01-02,10.869999885559082
2019-01-03,10.369999885559082
2019-01-04,10.699999809265137
2019-01-07,10.75
2019-01-08,10.729999542236328
2019-01-09,10.579999923706055
2019-01-10,10.5
2019-01-11,10.510000228881836
2019-01-14,10.260000228881836
2019-01-15,10.430000305175781
2019-01-16,10.449999809265137
2019-01-17,10.279999732971191
2019-01-18,9.770000457763672
2019-01-22,9.350000381469727
2019-01-23,9.270000457763672
2019-01-24,9.75
2019-01-25,10.020000457763672
2019-01-28,9.720000267028809
2019-01-29,9.609999656677246
2019-01-30,9.489999771118164
2019-01-31,9.3100004196167
2019-02-01,9.289999961853027
2019-02-04,9.319999694824219
2019-02-05,9.420000076293945
2019-02-06,9.390000343322754
2019-02-07,9.260000228881836
2019-02-08,9.3100004196167
2019-02-11,9.319999694824219
2019-02-12,9.479999542236328
2019-02-13,9.34000015258789
2019-02-14,9.430000305175781
2019-02-15,9.5
2019-02-19,9.970000267028809
2019-02-20,11.5
2019-02-21,11.140000343322754
2019-02-22,11.59000015258789
2019-02-25,11.75
2019-02-26,11.449999809265137
2019-02-27,11.380000114440918
2019-02-28,11.350000381469727
2019-03-01,11.600000381469727
2019-03-04,12.430000305175781
2019-03-05,13.350000381469727
2019-03-06,12.680000305175781
2019-03-07,11.09000015258789
2019-03-08,11.649999618530273
2019-03-11,11.859999656677246
2019-03-12,11.890000343322754
2019-03-13,12.65999984741211
2019-03-14,13.800000190734863
2019-03-15,13.649999618530273
2019-03-18,14.869999885559082
2019-03-19,15.949999809265137
2019-03-20,15.930000305175781
2019-03-21,16.440000534057617
2019-03-22,14.479999542236328
2019-03-25,15.15999984741211
2019-03-26,15.800000190734863
2019-03-27,15.079999923706055
2019-03-28,15.149999618530273
2019-03-29,15.430000305175781
2019-04-01,15.460000038146973
2019-04-02,15.279999732971191
2019-04-03,15.6899995803833
2019-04-04,15.84000015258789
2019-04-05,15.800000190734863
2019-04-08,15.539999961853027
2019-04-09,15.149999618530273
2019-04-10,15.350000381469727
2019-04-11,15.390000343322754
2019-04-12,15.5600004196167
2019-04-15,15.4399995803833
2019-04-16,16.399999618530273
2019-04-17,17.510000228881836
2019-04-18,18.3799991607666
2019-04-22,16.360000610351562
2019-04-23,16.809999465942383
2019-04-24,16.75
2019-04-25,15.989999771118164
2019-04-26,16.270000457763672
2019-04-29,17.200000762939453
2019-04-30,17.229999542236328
2019-05-01,17.389999389648438
2019-05-02,17.950000762939453
2019-05-03,18.299999237060547
2019-05-06,18.31999969482422
2019-05-07,18.75
2019-05-08,18.420000076293945
2019-05-09,18.510000228881836
2019-05-10,19.020000457763672
2019-05-13,18.719999313354492
2019-05-14,19.84000015258789
2019-05-15,21.350000381469727
2019-05-16,18.940000534057617
2019-05-17,19.239999771118164
2019-05-20,17.729999542236328
2019-05-21,18.239999771118164
2019-05-22,17.479999542236328
2019-05-23,17.639999389648438
2019-05-24,18.09000015258789
2019-05-28,18.65999984741211
2019-05-29,19.010000228881836
2019-05-30,18.950000762939453
2019-05-31,19.260000228881836
2019-06-03,18.459999084472656
2019-06-04,18.700000762939453
2019-06-05,18.149999618530273
2019-06-06,18.559999465942383
2019-06-07,18.459999084472656
2019-06-10,18.899999618530273
2019-06-11,18.290000915527344
2019-06-12,18.209999084472656
2019-06-13,17.489999771118164
2019-06-14,17.239999771118164
2019-06-17,16.729999542236328
2019-06-18,17.729999542236328
2019-06-19,17.479999542236328
2019-06-20,16.93000030517578
2019-06-21,16.190000534057617
2019-06-24,16.270000457763672
2019-06-25,15.4399995803833
2019-06-26,15.640000343322754
2019-06-27,15.4399995803833
2019-06-28,15.609999656677246
2019-07-01,17.780000686645508
2019-07-02,17.3700008392334
2019-07-03,17.280000686645508
2019-07-05,16.479999542236328
2019-07-08,16.8799991607666
2019-07-09,16.850000381469727
2019-07-10,16.81999969482422
2019-07-11,16.510000228881836
2019-07-12,16.510000228881836
2019-07-15,16.520000457763672
2019-07-16,16.81999969482422
2019-07-17,17.31999969482422
2019-07-18,19.030000686645508
2019-07-19,18.260000228881836
2019-07-22,18.31999969482422
2019-07-23,18.170000076293945
2019-07-24,18.25
2019-07-25,17.68000030517578
2019-07-26,17.790000915527344
2019-07-29,18.059999465942383
2019-07-30,17.489999771118164
2019-07-31,17.43000030517578
2019-08-01,16.0
2019-08-02,16.0
2019-08-05,15.720000267028809
2019-08-06,15.84000015258789
2019-08-07,16.100000381469727
2019-08-08,17.81999969482422
2019-08-09,17.18000030517578
2019-08-12,17.799999237060547
2019-08-13,18.309999465942383
2019-08-14,14.510000228881836
2019-08-15,13.979999542236328
2019-08-16,13.979999542236328
2019-08-19,14.0600004196167
2019-08-20,14.229999542236328
2019-08-21,14.25
2019-08-22,14.729999542236328
2019-08-23,14.09000015258789
2019-08-26,13.9399995803833
2019-08-27,13.859999656677246
2019-08-28,13.90999984741211
2019-08-29,14.260000228881836
2019-08-30,14.300000190734863
2019-09-03,14.710000038146973
2019-09-04,15.699999809265137
2019-09-05,15.0
2019-09-06,14.34000015258789
2019-09-09,14.329999923706055
2019-09-10,14.579999923706055
2019-09-11,14.3100004196167
2019-09-12,14.270000457763672
2019-09-13,14.699999809265137
2019-09-16,14.649999618530273
2019-09-17,14.539999961853027
2019-09-18,14.680000305175781
2019-09-19,14.260000228881836
2019-09-20,14.390000343322754
2019-09-23,14.859999656677246
2019-09-24,14.1899995803833
2019-09-25,14.579999923706055
2019-09-26,14.100000381469727
2019-09-27,13.770000457763672
2019-09-30,13.859999656677246
2019-10-01,13.529999732971191
2019-10-02,13.819999694824219
2019-10-03,13.949999809265137
2019-10-04,13.899999618530273
2019-10-07,13.489999771118164
2019-10-08,13.109999656677246
2019-10-09,13.350000381469727
2019-10-10,13.239999771118164
2019-10-11,13.229999542236328
2019-10-14,12.8100004196167
2019-10-15,13.1899995803833
2019-10-16,12.84000015258789
2019-10-17,13.239999771118164
2019-10-18,12.65999984741211
2019-10-21,13.149999618530273
2019-10-22,13.119999885559082
2019-10-23,12.8100004196167
2019-10-24,13.5
2019-10-25,13.399999618530273
2019-10-28,13.550000190734863
2019-10-29,12.970000267028809
2019-10-30,13.0
2019-10-31,12.59000015258789
2019-11-01,12.829999923706055
2019-11-04,13.640000343322754
2019-11-05,14.260000228881836
2019-11-06,14.399999618530273
2019-11-07,15.649999618530273
2019-11-08,14.420000076293945
2019-11-11,14.390000343322754
2019-11-12,14.949999809265137
2019-11-13,14.520000457763672
2019-11-14,14.359999656677246
2019-11-15,14.420000076293945
2019-11-18,14.149999618530273
2019-11-19,13.979999542236328
2019-11-20,14.630000114440918
2019-11-21,14.300000190734863
2019-11-22,13.869999885559082
2019-11-25,14.3100004196167
2019-11-26,14.100000381469727
2019-11-27,13.789999961853027
2019-11-29,13.8100004196167
2019-12-02,13.90999984741211
2019-12-03,13.989999771118164
2019-12-04,14.109999656677246
2019-12-05,14.670000076293945
2019-12-06,15.420000076293945
2019-12-09,14.670000076293945
2019-12-10,15.079999923706055
2019-12-11,15.729999542236328
2019-12-12,15.899999618530273
2019-12-13,16.889999389648438
2019-12-16,18.190000534057617
2019-12-17,18.690000534057617
2019-12-18,18.43000030517578
2019-12-19,18.270000457763672
2019-12-20,18.469999313354492
2019-12-23,19.6200008392334
2019-12-24,19.329999923706055
2019-12-26,19.010000228881836
2019-12-27,18.399999618530273
2019-12-30,18.145000457763672
2019-12-31,18.450000762939453
2020-01-02,18.93000030517578
2020-01-03,19.100000381469727
2020-01-06,21.0
2020-01-07,24.5
2020-01-08,24.780000686645508
2020-01-09,23.479999542236328
2020-01-10,23.6299991607666
2020-01-13,26.280000686645508
2020-01-14,31.59000015258789
2020-01-15,35.150001525878906
2020-01-16,36.310001373291016
2020-01-17,36.09000015258789
2020-01-21,42.66999816894531
2020-01-22,48.540000915527344
2020-01-23,40.2599983215332
2020-01-24,35.709999084472656
2020-01-27,37.56999969482422
2020-01-28,38.06999969482422
2020-01-29,37.040000915527344
2020-01-30,36.040000915527344
2020-01-31,34.7400016784668
2020-02-03,35.529998779296875
2020-02-04,38.349998474121094
2020-02-05,35.349998474121094
2020-02-06,37.0
2020-02-07,36.029998779296875
2020-02-10,41.59000015258789
2020-02-11,39.310001373291016
2020-02-12,40.7599983215332
2020-02-13,38.70000076293945
2020-02-14,39.099998474121094
2020-02-18,41.83000183105469
2020-02-19,39.91999816894531
2020-02-20,42.650001525878906
2020-02-21,38.720001220703125
2020-02-24,38.2599983215332
2020-02-25,37.5
2020-02-26,37.36000061035156
2020-02-27,35.11000061035156
2020-02-28,34.95000076293945
2020-03-02,36.66999816894531
2020-03-03,35.560001373291016
2020-03-04,35.70000076293945
2020-03-05,35.290000915527344
2020-03-06,32.029998779296875
2020-03-09,27.010000228881836
2020-03-10,26.790000915527344
2020-03-11,25.600000381469727
2020-03-12,23.43000030517578
2020-03-13,22.8700008392334
2020-03-16,21.010000228881836
2020-03-17,24.020000457763672
2020-03-18,17.25
2020-03-19,20.5
2020-03-20,22.06999969482422
2020-03-23,26.219999313354492
2020-03-24,28.239999771118164
2020-03-25,27.700000762939453
2020-03-26,29.899999618530273
2020-03-27,28.3799991607666
2020-03-30,29.989999771118164
2020-03-31,29.610000610351562
2020-04-01,27.34000015258789
2020-04-02,27.520000457763672
2020-04-03,27.200000762939453
2020-04-06,32.54999923706055
2020-04-07,33.25
2020-04-08,34.880001068115234
2020-04-09,33.08000183105469
2020-04-13,33.279998779296875
2020-04-14,34.59000015258789
2020-04-15,33.47999954223633
2020-04-16,35.72999954223633
2020-04-17,36.06999969482422
2020-04-20,36.029998779296875
2020-04-21,33.33000183105469
2020-04-22,37.09000015258789
2020-04-23,35.83000183105469
2020-04-24,36.5
2020-04-27,38.02000045776367
2020-04-28,38.2599983215332
2020-04-29,41.439998626708984
2020-04-30,39.93000030517578
2020-05-01,35.68000030517578
2020-05-04,35.790000915527344
2020-05-05,37.68000030517578
2020-05-06,39.29999923706055
2020-05-07,44.189998626708984
2020-05-08,46.65999984741211
2020-05-11,53.84000015258789
2020-05-12,56.04999923706055
2020-05-13,50.279998779296875
2020-05-14,60.029998779296875
2020-05-15,58.709999084472656
2020-05-18,63.61000061035156
2020-05-19,65.69000244140625
2020-05-20,55.08000183105469
2020-05-21,54.5
2020-05-22,52.869998931884766
2020-05-26,59.20000076293945
2020-05-27,59.15999984741211
2020-05-28,58.650001525878906
2020-05-29,59.790000915527344
2020-06-01,63.900001525878906
2020-06-02,60.90999984741211
2020-06-03,65.08000183105469
2020-06-04,65.0999984741211
2020-06-05,62.439998626708984
2020-06-08,56.81999969482422
2020-06-09,57.459999084472656
2020-06-10,58.36000061035156
2020-06-11,55.349998474121094
2020-06-12,56.349998474121094
2020-06-15,58.5
2020-06-16,59.33000183105469
2020-06-17,61.380001068115234
2020-06-18,61.15999984741211
2020-06-19,60.43000030517578
2020-06-22,57.599998474121094
2020-06-23,61.84000015258789
2020-06-24,63.560001373291016
2020-06-25,63.20000076293945
2020-06-26,60.66999816894531
2020-06-29,58.0
2020-06-30,62.36000061035156
2020-07-01,60.650001525878906
2020-07-02,65.88999938964844
2020-07-06,80.83999633789062
2020-07-07,73.55999755859375
2020-07-08,82.0
2020-07-09,86.0999984741211
2020-07-10,81.62999725341797
2020-07-13,83.5199966430664
2020-07-14,90.76000213623047
2020-07-15,83.88999938964844
2020-07-16,76.61000061035156
2020-07-17,79.01000213623047
2020-07-20,86.30999755859375
2020-07-21,87.73999786376953
2020-07-22,88.91999816894531
2020-07-23,87.73999786376953
2020-07-24,85.0199966430664
2020-07-27,84.29000091552734
2020-07-28,85.2699966430664
2020-07-29,89.27999877929688
2020-07-30,92.27999877929688
2020-07-31,95.94000244140625
2020-08-03,107.55000305175781
2020-08-04,107.6500015258789
2020-08-05,107.94000244140625
2020-08-06,112.29000091552734
2020-08-07,101.91999816894531
2020-08-10,100.19000244140625
2020-08-11,98.2699966430664
2020-08-12,105.4000015258789
2020-08-13,104.7699966430664
2020-08-14,104.61000061035156
2020-08-17,106.63999938964844
2020-08-18,104.83999633789062
2020-08-19,99.58999633789062
2020-08-20,97.37000274658203
2020-08-21,96.16999816894531
2020-08-24,95.3499984741211
2020-08-25,97.91000366210938
2020-08-26,96.05000305175781
2020-08-27,90.83999633789062
2020-08-28,91.98999786376953
2020-08-31,88.80999755859375
2020-09-01,90.48999786376953
2020-09-02,95.2300033569336
2020-09-03,84.01000213623047
2020-09-04,82.06999969482422
2020-09-08,58.970001220703125
2020-09-09,60.08000183105469
2020-09-10,60.65999984741211
2020-09-11,66.36000061035156
2020-09-14,70.76000213623047
2020-09-15,71.37000274658203
2020-09-16,71.12000274658203
2020-09-17,70.3499984741211
2020-09-18,72.83999633789062
2020-09-21,72.18000030517578
2020-09-22,69.87999725341797
2020-09-23,67.8499984741211
2020-09-24,68.98999786376953
2020-09-25,69.86000061035156
2020-09-28,68.31999969482422
2020-09-29,69.94000244140625
2020-09-30,69.0999984741211
2020-10-01,75.37999725341797
2020-10-02,73.0
2020-10-05,75.91999816894531
2020-10-06,70.22000122070312
2020-10-07,71.87999725341797
2020-10-08,70.79000091552734
2020-10-09,75.44999694824219
2020-10-12,77.79000091552734
2020-10-13,77.9800033569336
2020-10-14,74.12999725341797
2020-10-15,75.44000244140625
2020-10-16,75.5999984741211
2020-10-19,72.12999725341797
2020-10-20,73.31999969482422
2020-10-21,69.79000091552734
2020-10-22,66.94000244140625
2020-10-23,67.97000122070312
2020-10-26,68.61000061035156
2020-10-27,69.29000091552734
2020-10-28,72.81999969482422
2020-10-29,75.48999786376953
2020-10-30,70.37000274658203
2020-11-02,75.12000274658203
2020-11-03,79.95999908447266
2020-11-04,91.0
2020-11-05,94.0
2020-11-06,91.36000061035156
2020-11-09,91.69999694824219
2020-11-10,83.51000213623047
2020-11-11,90.4800033569336
2020-11-12,86.69999694824219
2020-11-13,84.4000015258789
2020-11-16,81.81999969482422
2020-11-17,77.79000091552734
2020-11-18,74.76000213623047
2020-11-19,75.94999694824219
2020-11-20,75.2300033569336
2020-11-23,74.61000061035156
2020-11-24,73.76000213623047
2020-11-25,77.05000305175781
2020-11-27,83.72000122070312
2020-11-30,82.62000274658203
2020-12-01,83.87000274658203
2020-12-02,81.54000091552734
2020-12-03,81.0999984741211
2020-12-04,77.7300033569336
2020-12-07,84.12999725341797
2020-12-08,81.37000274658203
2020-12-09,73.7300033569336
2020-12-10,73.19999694824219
2020-12-11,71.9800033569336
2020-12-14,73.76000213623047
2020-12-15,75.12999725341797
2020-12-16,74.5
2020-12-17,74.37000274658203
2020-12-18,74.47000122070312
2020-12-21,74.98999786376953
2020-12-22,73.08000183105469
2020-12-23,69.93000030517578
2020-12-24,69.66999816894531
2020-12-28,68.52999877929688
2020-12-29,67.16999816894531
2020-12-30,80.80000305175781
2020-12-31,81.25
2021-01-04,89.52999877929688
2021-01-05,89.9800033569336
2021-01-06,100.22000122070312
2021-01-07,100.25
2021-01-08,103.76000213623047
2021-01-11,102.83000183105469
2021-01-12,99.98999786376953
2021-01-13,96.87000274658203
2021-01-14,101.72000122070312
2021-01-15,94.5999984741211
2021-01-19,104.72000122070312
2021-01-20,104.51000213623047
2021-01-21,99.26000213623047
2021-01-22,97.5999984741211
2021-01-25,100.45999908447266
2021-01-26,94.05000305175781
2021-01-27,91.20999908447266
2021-01-28,91.7300033569336
2021-01-29,90.0
2021-02-01,95.80000305175781
2021-02-02,98.81999969482422
2021-02-03,98.69999694824219
2021-02-04,99.0199966430664
2021-02-05,98.2300033569336
2021-02-08,106.25
2021-02-09,108.19999694824219
2021-02-10,109.20999908447266
2021-02-11,119.44000244140625
2021-02-12,135.22999572753906
2021-02-16,139.97999572753906
2021-02-17,136.47000122070312
2021-02-18,119.02999877929688
2021-02-19,123.55999755859375
2021-02-22,111.9800033569336
2021-02-23,107.5199966430664
2021-02-24,128.2100067138672
2021-02-25,109.25
2021-02-26,97.16000366210938
2021-03-01,107.69000244140625
2021-03-02,94.81999969482422
2021-03-03,92.62999725341797
2021-03-04,86.69999694824219
2021-03-05,88.0999984741211
2021-03-08,81.22000122070312
2021-03-09,90.33999633789062
2021-03-10,87.29000091552734
2021-03-11,97.05000305175781
2021-03-12,91.62000274658203
2021-03-15,94.20999908447266
2021-03-16,93.16000366210938
2021-03-17,95.5199966430664
2021-03-18,89.54000091552734
2021-03-19,90.7300033569336
2021-03-22,93.48999786376953
2021-03-23,90.5
2021-03-24,83.69999694824219
2021-03-25,84.0
2021-03-26,83.36000061035156
2021-03-29,78.30999755859375
2021-03-30,79.11000061035156
2021-03-31,80.79000091552734
2021-04-01,90.08000183105469
2021-04-05,89.62999725341797
2021-04-06,89.0
2021-04-07,88.13999938964844
2021-04-08,88.94999694824219
2021-04-09,87.86000061035156
2021-04-12,81.41999816894531
2021-04-13,80.58000183105469
2021-04-14,81.72000122070312
2021-04-15,81.55000305175781
2021-04-16,78.18000030517578
2021-04-19,75.0999984741211
2021-04-20,73.51000213623047
2021-04-21,79.19999694824219
2021-04-22,82.58000183105469
2021-04-23,82.38999938964844
2021-04-26,84.91999816894531
2021-04-27,85.06999969482422
2021-04-28,84.13999938964844
2021-04-29,80.0
2021-04-30,78.94999694824219
2021-05-03,77.97000122070312
2021-05-04,74.58000183105469
2021-05-05,74.70999908447266
2021-05-06,75.30999755859375
2021-05-07,76.06999969482422
2021-05-10,67.18000030517578
2021-05-11,66.69999694824219
2021-05-12,64.2699966430664
2021-05-13,64.55000305175781
2021-05-14,64.83999633789062
