,SDP
2008-01-31,1408.0799560546875
2008-02-01,1362.47998046875
2008-02-04,1316.8800048828125
2008-02-05,1402.3199462890625
2008-02-06,1408.800048828125
2008-02-07,1418.4000244140625
2008-02-08,1425.1199951171875
2008-02-11,1416.0
2008-02-12,1384.3199462890625
2008-02-13,1375.199951171875
2008-02-14,1399.6800537109375
2008-02-15,1390.56005859375
2008-02-19,1388.4000244140625
2008-02-20,1386.239990234375
2008-02-21,1413.3599853515625
2008-02-22,1403.280029296875
2008-02-25,1384.800048828125
2008-02-26,1363.43994140625
2008-02-27,1403.0400390625
2008-02-28,1417.43994140625
2008-02-29,1492.0799560546875
2008-03-03,1470.719970703125
2008-03-04,1435.199951171875
2008-03-05,1428.47998046875
2008-03-06,1483.43994140625
2008-03-07,1493.280029296875
2008-03-10,1517.0400390625
2008-03-11,1424.6400146484375
2008-03-12,1465.6800537109375
2008-03-13,1459.9200439453125
2008-03-14,1486.56005859375
2008-03-17,1504.0799560546875
2008-03-18,1445.52001953125
2008-03-19,1510.3199462890625
2008-03-20,1504.56005859375
2008-03-24,1516.3199462890625
2008-03-25,1505.0400390625
2008-03-26,1487.52001953125
2008-03-27,1469.52001953125
2008-03-28,1499.280029296875
2008-03-31,1465.6800537109375
2008-04-01,1398.47998046875
2008-04-02,1380.47998046875
2008-04-03,1385.280029296875
2008-04-04,1378.56005859375
2008-04-07,1374.0
2008-04-08,1359.5999755859375
2008-04-09,1357.9200439453125
2008-04-10,1370.8800048828125
2008-04-11,1376.1600341796875
2008-04-14,1368.719970703125
2008-04-15,1344.239990234375
2008-04-16,1280.8800048828125
2008-04-17,1280.1600341796875
2008-04-18,1267.6800537109375
2008-04-21,1285.6800537109375
2008-04-22,1297.43994140625
2008-04-23,1278.47998046875
2008-04-24,1287.5999755859375
2008-04-25,1282.0799560546875
2008-04-28,1286.6400146484375
2008-04-29,1305.3599853515625
2008-04-30,1307.52001953125
2008-05-01,1280.1600341796875
2008-05-02,1252.3199462890625
2008-05-05,1277.280029296875
2008-05-06,1272.47998046875
2008-05-07,1310.1600341796875
2008-05-08,1319.0400390625
2008-05-09,1291.9200439453125
2008-05-12,1271.52001953125
2008-05-13,1273.6800537109375
2008-05-14,1262.4000244140625
2008-05-15,1262.6400146484375
2008-05-16,1242.239990234375
2008-05-19,1220.6400146484375
2008-05-20,1212.47998046875
2008-05-21,1213.6800537109375
2008-05-22,1205.52001953125
2008-05-23,1246.800048828125
2008-05-27,1232.4000244140625
2008-05-28,1232.4000244140625
2008-05-29,1221.1199951171875
2008-05-30,1221.5999755859375
2008-06-02,1238.6400146484375
2008-06-03,1255.199951171875
2008-06-04,1229.280029296875
2008-06-05,1187.760009765625
2008-06-06,1246.800048828125
2008-06-09,1213.6800537109375
2008-06-10,1215.1199951171875
2008-06-11,1225.9200439453125
2008-06-12,1240.800048828125
2008-06-13,1211.280029296875
2008-06-16,1208.8800048828125
2008-06-17,1201.43994140625
2008-06-18,1216.56005859375
2008-06-19,1207.43994140625
2008-06-20,1241.280029296875
2008-06-23,1217.52001953125
2008-06-24,1226.1600341796875
2008-06-25,1210.800048828125
2008-06-26,1265.52001953125
2008-06-27,1286.6400146484375
2008-06-30,1241.760009765625
2008-07-01,1223.0400390625
2008-07-02,1252.56005859375
2008-07-03,1275.8399658203125
2008-07-07,1298.6400146484375
2008-07-08,1290.9599609375
2008-07-09,1269.5999755859375
2008-07-10,1259.52001953125
2008-07-11,1272.9599609375
2008-07-14,1301.52001953125
2008-07-15,1326.239990234375
2008-07-16,1372.800048828125
2008-07-17,1417.6800537109375
2008-07-18,1394.8800048828125
2008-07-21,1363.199951171875
2008-07-22,1366.800048828125
2008-07-23,1428.9599609375
2008-07-24,1457.0400390625
2008-07-25,1464.0
2008-07-28,1470.0
2008-07-29,1459.43994140625
2008-07-30,1410.239990234375
2008-07-31,1428.0
2008-08-01,1506.9599609375
2008-08-04,1555.43994140625
2008-08-05,1516.800048828125
2008-08-06,1510.3199462890625
2008-08-07,1529.0400390625
2008-08-08,1498.56005859375
2008-08-11,1464.0
2008-08-12,1525.43994140625
2008-08-13,1493.0400390625
2008-08-14,1519.199951171875
2008-08-15,1501.9200439453125
2008-08-18,1506.0
2008-08-19,1492.800048828125
2008-08-20,1482.719970703125
2008-08-21,1448.1600341796875
2008-08-22,1450.800048828125
2008-08-25,1461.5999755859375
2008-08-26,1440.47998046875
2008-08-27,1407.3599853515625
2008-08-28,1398.47998046875
2008-08-29,1443.8399658203125
2008-09-02,1496.8800048828125
2008-09-03,1531.9200439453125
2008-09-04,1568.4000244140625
2008-09-05,1625.280029296875
2008-09-08,1556.1600341796875
2008-09-09,1661.52001953125
2008-09-10,1637.280029296875
2008-09-11,1595.760009765625
2008-09-12,1523.760009765625
2008-09-15,1661.52001953125
2008-09-16,1685.0400390625
2008-09-17,1846.800048828125
2008-09-18,1732.800048828125
2008-09-19,1620.0
2008-09-22,1677.1199951171875
2008-09-23,1718.1600341796875
2008-09-24,1730.6400146484375
2008-09-25,1647.3599853515625
2008-09-26,1666.3199462890625
2008-09-29,1817.52001953125
2008-09-30,1794.9599609375
2008-10-01,1807.199951171875
2008-10-02,1916.6400146484375
