,CYCC
2012-05-29,1075.199951171875
2012-05-30,1008.0
2012-05-31,1008.0
2012-06-01,991.2000122070312
2012-06-04,873.5999755859375
2012-06-05,873.5999755859375
2012-06-06,823.2000122070312
2012-06-07,823.2000122070312
2012-06-08,823.2000122070312
2012-06-11,772.7999877929688
2012-06-12,806.4000244140625
2012-06-13,823.2000122070312
2012-06-14,823.2000122070312
2012-06-15,772.7999877929688
2012-06-18,772.7999877929688
2012-06-19,772.7999877929688
2012-06-20,806.4000244140625
2012-06-21,772.7999877929688
2012-06-22,722.4000244140625
2012-06-25,772.7999877929688
2012-06-26,789.5999755859375
2012-06-27,772.7999877929688
2012-06-28,772.7999877929688
2012-06-29,772.7999877929688
2012-07-02,772.7999877929688
2012-07-03,772.7999877929688
2012-07-05,840.0
2012-07-06,840.0
2012-07-09,890.4000244140625
2012-07-10,840.0
2012-07-11,840.0
2012-07-12,873.5999755859375
2012-07-13,856.7999877929688
2012-07-16,907.2000122070312
2012-07-17,890.4000244140625
2012-07-18,957.5999755859375
2012-07-19,991.2000122070312
2012-07-20,940.7999877929688
2012-07-23,974.4000244140625
2012-07-24,924.0
2012-07-25,924.0
2012-07-26,924.0
2012-07-27,907.2000122070312
2012-07-30,907.2000122070312
2012-07-31,873.5999755859375
2012-08-01,840.0
2012-08-02,873.5999755859375
2012-08-03,840.0
2012-08-06,823.2000122070312
2012-08-07,806.4000244140625
2012-08-08,806.4000244140625
2012-08-09,873.5999755859375
2012-08-10,840.0
2012-08-13,840.0
2012-08-14,856.7999877929688
2012-08-15,806.4000244140625
2012-08-16,856.7999877929688
2012-08-17,890.4000244140625
2012-08-20,890.4000244140625
2012-08-21,907.2000122070312
2012-08-22,873.5999755859375
2012-08-23,924.0
2012-08-24,856.7999877929688
2012-08-27,775.2000122070312
2012-08-28,777.5999755859375
2012-08-29,808.7999877929688
2012-08-30,801.5999755859375
2012-08-31,799.2000122070312
2012-09-04,806.4000244140625
2012-09-05,813.5999755859375
2012-09-06,832.7999877929688
2012-09-07,900.0
2012-09-10,912.0
2012-09-11,981.5999755859375
2012-09-12,974.4000244140625
2012-09-13,948.0
2012-09-14,950.4000244140625
2012-09-17,936.0
2012-09-18,969.5999755859375
2012-09-19,1233.5999755859375
2012-09-20,1375.199951171875
2012-09-21,1228.800048828125
2012-09-24,1204.800048828125
2012-09-25,1164.0
2012-09-26,1113.5999755859375
2012-09-27,1104.0
2012-09-28,1118.4000244140625
2012-10-01,1104.0
2012-10-02,1096.800048828125
2012-10-03,1173.5999755859375
2012-10-04,1298.4000244140625
2012-10-05,1279.199951171875
2012-10-08,1226.4000244140625
2012-10-09,1168.800048828125
2012-10-10,1190.4000244140625
2012-10-11,1248.0
2012-10-12,1312.800048828125
2012-10-15,1608.0
2012-10-16,1548.0
2012-10-17,1488.0
2012-10-18,1344.0
2012-10-19,1252.800048828125
2012-10-22,1382.4000244140625
2012-10-23,1423.199951171875
2012-10-24,1557.5999755859375
2012-10-25,1675.199951171875
2012-10-26,1605.5999755859375
2012-10-31,1677.5999755859375
2012-11-01,1790.4000244140625
2012-11-02,1720.800048828125
2012-11-05,1692.0
2012-11-06,1658.4000244140625
2012-11-07,1615.199951171875
2012-11-08,1387.199951171875
2012-11-09,1324.800048828125
2012-11-12,1267.199951171875
2012-11-13,1111.199951171875
2012-11-14,1128.0
2012-11-15,1152.0
2012-11-16,1123.199951171875
2012-11-19,1154.4000244140625
2012-11-20,1171.199951171875
2012-11-21,1183.199951171875
2012-11-23,1207.199951171875
2012-11-26,1245.5999755859375
2012-11-27,1286.4000244140625
2012-11-28,1250.4000244140625
2012-11-29,1188.0
2012-11-30,1240.800048828125
2012-12-03,1466.4000244140625
2012-12-04,1528.800048828125
2012-12-05,1821.5999755859375
2012-12-06,1567.199951171875
2012-12-07,1548.0
2012-12-10,1456.800048828125
2012-12-11,1492.800048828125
2012-12-12,1507.199951171875
2012-12-13,1509.5999755859375
2012-12-14,1512.0
2012-12-17,1483.199951171875
2012-12-18,1509.5999755859375
2012-12-19,1507.199951171875
2012-12-20,1507.199951171875
2012-12-21,1370.4000244140625
2012-12-24,1504.800048828125
2012-12-26,1500.0
2012-12-27,1447.199951171875
2012-12-28,1519.199951171875
2012-12-31,1454.4000244140625
2013-01-02,1440.0
2013-01-03,1387.199951171875
2013-01-04,1387.199951171875
2013-01-07,1351.199951171875
2013-01-08,1382.4000244140625
2013-01-09,1368.0
2013-01-10,1315.199951171875
2013-01-11,1288.800048828125
2013-01-14,1298.4000244140625
2013-01-15,1262.4000244140625
2013-01-16,1226.4000244140625
2013-01-17,1281.5999755859375
2013-01-18,1303.199951171875
2013-01-22,1264.800048828125
2013-01-23,1243.199951171875
2013-01-24,1286.4000244140625
2013-01-25,1404.0
2013-01-28,1353.5999755859375
2013-01-29,1363.199951171875
2013-01-30,1370.4000244140625
2013-01-31,1327.199951171875
2013-02-01,1291.199951171875
2013-02-04,1293.5999755859375
2013-02-05,1303.199951171875
2013-02-06,1293.5999755859375
2013-02-07,1293.5999755859375
2013-02-08,1293.5999755859375
2013-02-11,1293.5999755859375
2013-02-12,1298.4000244140625
2013-02-13,1288.800048828125
2013-02-14,1339.199951171875
2013-02-15,1320.0
2013-02-19,1339.199951171875
2013-02-20,1401.5999755859375
2013-02-21,1387.199951171875
2013-02-22,1392.0
2013-02-25,1320.0
2013-02-26,1336.800048828125
2013-02-27,1344.0
2013-02-28,1327.199951171875
2013-03-01,1322.4000244140625
2013-03-04,1320.0
2013-03-05,1322.4000244140625
2013-03-06,1303.199951171875
2013-03-07,1300.800048828125
2013-03-08,1308.0
2013-03-11,1353.5999755859375
2013-03-12,1336.800048828125
2013-03-13,1368.0
2013-03-14,1387.199951171875
2013-03-15,1384.800048828125
2013-03-18,1356.0
2013-03-19,1380.0
2013-03-20,1344.0
2013-03-21,1353.5999755859375
2013-03-22,1351.199951171875
2013-03-25,1322.4000244140625
2013-03-26,1334.4000244140625
2013-03-27,1339.199951171875
2013-03-28,1341.5999755859375
2013-04-01,1322.4000244140625
2013-04-02,1308.0
2013-04-03,1296.0
2013-04-04,1209.5999755859375
2013-04-05,1236.0
2013-04-08,1274.4000244140625
2013-04-09,1240.800048828125
2013-04-10,1236.0
2013-04-11,1207.199951171875
2013-04-12,1231.199951171875
2013-04-15,1188.0
2013-04-16,1204.800048828125
2013-04-17,1200.0
2013-04-18,1202.4000244140625
2013-04-19,1192.800048828125
2013-04-22,1200.0
2013-04-23,1185.5999755859375
2013-04-24,1125.5999755859375
2013-04-25,1092.0
2013-04-26,1128.0
2013-04-29,1118.4000244140625
2013-04-30,1106.4000244140625
2013-05-01,1075.199951171875
2013-05-02,1072.800048828125
2013-05-03,1106.4000244140625
2013-05-06,1063.199951171875
2013-05-07,981.5999755859375
2013-05-08,984.0
2013-05-09,924.0
2013-05-10,960.0
2013-05-13,924.0
2013-05-14,890.4000244140625
2013-05-15,832.7999877929688
2013-05-16,720.0
2013-05-17,729.5999755859375
2013-05-20,729.5999755859375
2013-05-21,736.7999877929688
2013-05-22,717.5999755859375
2013-05-23,763.2000122070312
2013-05-24,780.0
2013-05-28,825.5999755859375
2013-05-29,804.0
2013-05-30,825.5999755859375
2013-05-31,811.2000122070312
2013-06-03,777.5999755859375
2013-06-04,768.0
2013-06-05,760.7999877929688
2013-06-06,763.2000122070312
2013-06-07,765.5999755859375
2013-06-10,763.2000122070312
2013-06-11,756.0
2013-06-12,758.4000244140625
2013-06-13,770.4000244140625
2013-06-14,770.4000244140625
2013-06-17,758.4000244140625
2013-06-18,748.7999877929688
2013-06-19,741.5999755859375
2013-06-20,729.5999755859375
2013-06-21,717.5999755859375
2013-06-24,672.0
2013-06-25,686.4000244140625
2013-06-26,708.0
2013-06-27,703.2000122070312
2013-06-28,708.0
2013-07-01,739.2000122070312
2013-07-02,777.5999755859375
2013-07-03,756.0
2013-07-05,794.4000244140625
2013-07-08,768.0
2013-07-09,775.2000122070312
2013-07-10,804.0
2013-07-11,837.5999755859375
2013-07-12,806.4000244140625
2013-07-15,808.7999877929688
2013-07-16,816.0
2013-07-17,811.2000122070312
2013-07-18,816.0
2013-07-19,811.2000122070312
2013-07-22,806.4000244140625
2013-07-23,787.2000122070312
2013-07-24,775.2000122070312
2013-07-25,770.4000244140625
2013-07-26,770.4000244140625
2013-07-29,777.5999755859375
2013-07-30,744.0
2013-07-31,746.4000244140625
2013-08-01,744.0
2013-08-02,734.4000244140625
2013-08-05,741.5999755859375
2013-08-06,734.4000244140625
2013-08-07,729.5999755859375
2013-08-08,727.2000122070312
2013-08-09,705.5999755859375
2013-08-12,700.7999877929688
2013-08-13,696.0
2013-08-14,703.2000122070312
2013-08-15,676.7999877929688
2013-08-16,705.5999755859375
2013-08-19,684.0
2013-08-20,688.7999877929688
2013-08-21,686.4000244140625
2013-08-22,696.0
2013-08-23,686.4000244140625
2013-08-26,688.7999877929688
2013-08-27,672.0
2013-08-28,679.2000122070312
2013-08-29,715.2000122070312
2013-08-30,708.0
2013-09-03,736.7999877929688
2013-09-04,729.5999755859375
2013-09-05,741.5999755859375
2013-09-06,739.2000122070312
2013-09-09,813.5999755859375
2013-09-10,880.7999877929688
2013-09-11,873.5999755859375
2013-09-12,861.5999755859375
2013-09-13,835.2000122070312
2013-09-16,811.2000122070312
2013-09-17,806.4000244140625
2013-09-18,806.4000244140625
2013-09-19,912.0
2013-09-20,1137.5999755859375
2013-09-23,1012.7999877929688
2013-09-24,957.5999755859375
2013-09-25,984.0
2013-09-26,967.2000122070312
2013-09-27,962.4000244140625
2013-09-30,1022.4000244140625
2013-10-01,993.5999755859375
2013-10-02,996.0
2013-10-03,952.7999877929688
2013-10-04,960.0
2013-10-07,924.0
2013-10-08,854.4000244140625
2013-10-09,842.4000244140625
2013-10-10,888.0
2013-10-11,854.4000244140625
2013-10-14,868.7999877929688
2013-10-15,852.0
2013-10-16,849.5999755859375
2013-10-17,926.4000244140625
2013-10-18,880.7999877929688
2013-10-21,871.2000122070312
2013-10-22,852.0
2013-10-23,830.4000244140625
2013-10-24,890.4000244140625
2013-10-25,866.4000244140625
2013-10-28,842.4000244140625
2013-10-29,868.7999877929688
2013-10-30,840.0
2013-10-31,842.4000244140625
2013-11-01,842.4000244140625
2013-11-04,825.5999755859375
2013-11-05,900.0
2013-11-06,878.4000244140625
2013-11-07,849.5999755859375
2013-11-08,878.4000244140625
2013-11-11,928.7999877929688
2013-11-12,960.0
2013-11-13,938.4000244140625
2013-11-14,1017.5999755859375
2013-11-15,1065.5999755859375
2013-11-18,1048.800048828125
2013-11-19,1029.5999755859375
2013-11-20,1008.0
2013-11-21,1020.0
2013-11-22,1041.5999755859375
2013-11-25,1104.0
2013-11-26,1116.0
2013-11-27,1135.199951171875
2013-11-29,1159.199951171875
2013-12-02,1216.800048828125
2013-12-03,1185.5999755859375
2013-12-04,1149.5999755859375
2013-12-05,1152.0
2013-12-06,1154.4000244140625
2013-12-09,1106.4000244140625
2013-12-10,991.2000122070312
2013-12-11,943.2000122070312
2013-12-12,926.4000244140625
2013-12-13,945.5999755859375
2013-12-16,948.0
2013-12-17,904.7999877929688
2013-12-18,914.4000244140625
2013-12-19,955.2000122070312
2013-12-20,921.5999755859375
2013-12-23,948.0
2013-12-24,967.2000122070312
2013-12-26,981.5999755859375
2013-12-27,969.5999755859375
2013-12-30,928.7999877929688
2013-12-31,964.7999877929688
2014-01-02,1000.7999877929688
2014-01-03,1008.0
2014-01-06,1032.0
2014-01-07,1044.0
2014-01-08,1116.0
2014-01-09,1087.199951171875
2014-01-10,1116.0
2014-01-13,1003.2000122070312
2014-01-14,1017.5999755859375
2014-01-15,976.7999877929688
2014-01-16,986.4000244140625
2014-01-17,962.4000244140625
2014-01-21,950.4000244140625
2014-01-22,972.0
2014-01-23,960.0
2014-01-24,921.5999755859375
2014-01-27,871.2000122070312
2014-01-28,871.2000122070312
2014-01-29,864.0
2014-01-30,871.2000122070312
2014-01-31,921.5999755859375
2014-02-03,878.4000244140625
2014-02-04,921.5999755859375
2014-02-05,904.7999877929688
2014-02-06,900.0
2014-02-07,912.0
2014-02-10,936.0
2014-02-11,974.4000244140625
2014-02-12,950.4000244140625
2014-02-13,931.2000122070312
2014-02-14,914.4000244140625
2014-02-18,912.0
2014-02-19,919.2000122070312
2014-02-20,919.2000122070312
2014-02-21,914.4000244140625
2014-02-24,948.0
2014-02-25,933.5999755859375
2014-02-26,940.7999877929688
2014-02-27,936.0
2014-02-28,931.2000122070312
2014-03-03,928.7999877929688
2014-03-04,938.4000244140625
2014-03-05,924.0
2014-03-06,928.7999877929688
2014-03-07,921.5999755859375
2014-03-10,926.4000244140625
2014-03-11,940.7999877929688
2014-03-12,950.4000244140625
2014-03-13,936.0
2014-03-14,919.2000122070312
2014-03-17,897.5999755859375
2014-03-18,914.4000244140625
2014-03-19,921.5999755859375
2014-03-20,909.5999755859375
2014-03-21,919.2000122070312
2014-03-24,900.0
2014-03-25,878.4000244140625
2014-03-26,844.7999877929688
2014-03-27,813.5999755859375
2014-03-28,823.2000122070312
2014-03-31,883.2000122070312
2014-04-01,868.7999877929688
2014-04-02,909.5999755859375
2014-04-03,890.4000244140625
2014-04-04,909.5999755859375
2014-04-07,880.7999877929688
2014-04-08,861.5999755859375
2014-04-09,880.7999877929688
2014-04-10,856.7999877929688
2014-04-11,840.0
2014-04-14,794.4000244140625
2014-04-15,775.2000122070312
2014-04-16,760.7999877929688
2014-04-17,787.2000122070312
2014-04-21,787.2000122070312
2014-04-22,835.2000122070312
2014-04-23,820.7999877929688
2014-04-24,830.4000244140625
2014-04-25,811.2000122070312
2014-04-28,804.0
2014-04-29,806.4000244140625
2014-04-30,796.7999877929688
2014-05-01,801.5999755859375
2014-05-02,789.5999755859375
2014-05-05,818.4000244140625
2014-05-06,792.0
2014-05-07,789.5999755859375
2014-05-08,768.0
2014-05-09,784.7999877929688
2014-05-12,782.4000244140625
2014-05-13,758.4000244140625
2014-05-14,770.4000244140625
2014-05-15,746.4000244140625
2014-05-16,741.5999755859375
2014-05-19,751.2000122070312
2014-05-20,736.7999877929688
2014-05-21,732.0
2014-05-22,741.5999755859375
2014-05-23,756.0
2014-05-27,744.0
2014-05-28,784.7999877929688
2014-05-29,784.7999877929688
2014-05-30,777.5999755859375
2014-06-02,732.0
2014-06-03,734.4000244140625
2014-06-04,703.2000122070312
2014-06-05,703.2000122070312
2014-06-06,732.0
2014-06-09,741.5999755859375
2014-06-10,758.4000244140625
2014-06-11,772.7999877929688
2014-06-12,768.0
2014-06-13,760.7999877929688
2014-06-16,780.0
2014-06-17,780.0
2014-06-18,784.7999877929688
2014-06-19,756.0
2014-06-20,758.4000244140625
2014-06-23,765.5999755859375
2014-06-24,746.4000244140625
2014-06-25,744.0
2014-06-26,729.5999755859375
2014-06-27,732.0
2014-06-30,736.7999877929688
2014-07-01,748.7999877929688
2014-07-02,775.2000122070312
2014-07-03,799.2000122070312
2014-07-07,792.0
2014-07-08,765.5999755859375
2014-07-09,765.5999755859375
2014-07-10,751.2000122070312
2014-07-11,813.5999755859375
2014-07-14,820.7999877929688
2014-07-15,758.4000244140625
2014-07-16,760.7999877929688
2014-07-17,744.0
2014-07-18,758.4000244140625
2014-07-21,758.4000244140625
2014-07-22,741.5999755859375
2014-07-23,751.2000122070312
2014-07-24,744.0
2014-07-25,746.4000244140625
2014-07-28,741.5999755859375
2014-07-29,746.4000244140625
2014-07-30,744.0
2014-07-31,744.0
2014-08-01,729.5999755859375
2014-08-04,753.5999755859375
2014-08-05,765.5999755859375
2014-08-06,804.0
2014-08-07,799.2000122070312
2014-08-08,768.0
2014-08-11,770.4000244140625
2014-08-12,777.5999755859375
2014-08-13,756.0
2014-08-14,768.0
2014-08-15,753.5999755859375
2014-08-18,744.0
2014-08-19,756.0
2014-08-20,760.7999877929688
2014-08-21,751.2000122070312
2014-08-22,775.2000122070312
2014-08-25,796.7999877929688
2014-08-26,835.2000122070312
2014-08-27,844.7999877929688
2014-08-28,837.5999755859375
2014-08-29,835.2000122070312
2014-09-02,828.0
2014-09-03,782.4000244140625
2014-09-04,780.0
2014-09-05,789.5999755859375
2014-09-08,784.7999877929688
2014-09-09,777.5999755859375
2014-09-10,782.4000244140625
2014-09-11,763.2000122070312
2014-09-12,751.2000122070312
2014-09-15,741.5999755859375
2014-09-16,744.0
2014-09-17,748.7999877929688
2014-09-18,756.0
2014-09-19,760.7999877929688
2014-09-22,756.0
2014-09-23,717.5999755859375
2014-09-24,712.7999877929688
2014-09-25,710.4000244140625
2014-09-26,748.7999877929688
2014-09-29,734.4000244140625
2014-09-30,729.5999755859375
2014-10-01,705.5999755859375
2014-10-02,698.4000244140625
2014-10-03,720.0
2014-10-06,700.7999877929688
2014-10-07,664.7999877929688
2014-10-08,674.4000244140625
2014-10-09,664.7999877929688
2014-10-10,679.2000122070312
2014-10-13,705.5999755859375
2014-10-14,720.0
2014-10-15,760.7999877929688
2014-10-16,770.4000244140625
2014-10-17,770.4000244140625
2014-10-20,780.0
2014-10-21,777.5999755859375
2014-10-22,794.4000244140625
2014-10-23,820.7999877929688
2014-10-24,825.5999755859375
2014-10-27,852.0
2014-10-28,859.2000122070312
2014-10-29,816.0
2014-10-30,801.5999755859375
2014-10-31,775.2000122070312
2014-11-03,763.2000122070312
2014-11-04,763.2000122070312
2014-11-05,768.0
2014-11-06,756.0
2014-11-07,741.5999755859375
2014-11-10,768.0
2014-11-11,744.0
2014-11-12,744.0
2014-11-13,717.5999755859375
2014-11-14,717.5999755859375
2014-11-17,705.5999755859375
2014-11-18,715.2000122070312
2014-11-19,703.2000122070312
2014-11-20,708.0
2014-11-21,708.0
2014-11-24,715.2000122070312
2014-11-25,722.4000244140625
2014-11-26,722.4000244140625
2014-11-28,710.4000244140625
2014-12-01,693.5999755859375
2014-12-02,696.0
2014-12-03,681.5999755859375
2014-12-04,681.5999755859375
2014-12-05,717.5999755859375
2014-12-08,705.5999755859375
2014-12-09,703.2000122070312
2014-12-10,688.7999877929688
2014-12-11,698.4000244140625
2014-12-12,705.5999755859375
2014-12-15,679.2000122070312
2014-12-16,163.1999969482422
2014-12-17,177.60000610351562
2014-12-18,172.8000030517578
2014-12-19,163.1999969482422
2014-12-22,168.0
2014-12-23,163.1999969482422
2014-12-24,165.60000610351562
2014-12-26,168.0
2014-12-29,170.39999389648438
2014-12-30,165.60000610351562
2014-12-31,168.0
2015-01-02,168.0
2015-01-05,180.0
2015-01-06,172.8000030517578
2015-01-07,165.60000610351562
2015-01-08,170.39999389648438
2015-01-09,158.39999389648438
2015-01-12,165.60000610351562
2015-01-13,158.39999389648438
2015-01-14,151.1999969482422
2015-01-15,151.1999969482422
2015-01-16,151.1999969482422
2015-01-20,151.1999969482422
2015-01-21,153.60000610351562
2015-01-22,153.60000610351562
2015-01-23,146.39999389648438
2015-01-26,144.0
2015-01-27,148.8000030517578
2015-01-28,146.39999389648438
2015-01-29,144.0
2015-01-30,139.1999969482422
2015-02-02,136.8000030517578
2015-02-03,136.8000030517578
2015-02-04,148.8000030517578
2015-02-05,148.8000030517578
2015-02-06,160.8000030517578
2015-02-09,153.60000610351562
2015-02-10,153.60000610351562
2015-02-11,141.60000610351562
2015-02-12,151.1999969482422
2015-02-13,148.8000030517578
2015-02-17,156.0
2015-02-18,206.39999389648438
2015-02-19,194.39999389648438
2015-02-20,189.60000610351562
2015-02-23,184.8000030517578
2015-02-24,180.0
2015-02-25,172.8000030517578
2015-02-26,261.6000061035156
2015-02-27,360.0
2015-03-02,405.6000061035156
2015-03-03,340.79998779296875
2015-03-04,264.0
2015-03-05,254.39999389648438
2015-03-06,252.0
2015-03-09,232.8000030517578
2015-03-10,242.39999389648438
2015-03-11,232.8000030517578
2015-03-12,259.20001220703125
2015-03-13,252.0
2015-03-16,247.1999969482422
2015-03-17,242.39999389648438
2015-03-18,235.1999969482422
2015-03-19,230.39999389648438
2015-03-20,235.1999969482422
2015-03-23,232.8000030517578
2015-03-24,230.39999389648438
2015-03-25,220.8000030517578
2015-03-26,223.1999969482422
2015-03-27,216.0
2015-03-30,218.39999389648438
2015-03-31,216.0
2015-04-01,206.39999389648438
2015-04-02,208.8000030517578
2015-04-06,216.0
2015-04-07,220.8000030517578
2015-04-08,223.1999969482422
2015-04-09,220.8000030517578
2015-04-10,223.1999969482422
2015-04-13,252.0
2015-04-14,259.20001220703125
2015-04-15,249.60000610351562
2015-04-16,244.8000030517578
2015-04-17,242.39999389648438
2015-04-20,242.39999389648438
2015-04-21,232.8000030517578
2015-04-22,225.60000610351562
2015-04-23,228.0
2015-04-24,230.39999389648438
2015-04-27,223.1999969482422
2015-04-28,218.39999389648438
2015-04-29,213.60000610351562
2015-04-30,206.39999389648438
2015-05-01,213.60000610351562
2015-05-04,213.60000610351562
2015-05-05,216.0
2015-05-06,201.60000610351562
2015-05-07,182.39999389648438
2015-05-08,184.8000030517578
2015-05-11,180.0
2015-05-12,184.8000030517578
2015-05-13,196.8000030517578
2015-05-14,199.1999969482422
2015-05-15,194.39999389648438
2015-05-18,187.1999969482422
2015-05-19,177.60000610351562
2015-05-20,201.60000610351562
2015-05-21,196.8000030517578
2015-05-22,192.0
2015-05-26,199.1999969482422
2015-05-27,189.60000610351562
2015-05-28,177.60000610351562
2015-05-29,175.1999969482422
2015-06-01,175.1999969482422
2015-06-02,175.1999969482422
2015-06-03,180.0
2015-06-04,177.60000610351562
2015-06-05,175.1999969482422
2015-06-08,177.60000610351562
2015-06-09,177.60000610351562
2015-06-10,177.60000610351562
2015-06-11,175.1999969482422
2015-06-12,187.1999969482422
2015-06-15,184.8000030517578
2015-06-16,180.0
2015-06-17,187.1999969482422
2015-06-18,196.8000030517578
2015-06-19,206.39999389648438
2015-06-22,206.39999389648438
2015-06-23,216.0
2015-06-24,201.60000610351562
2015-06-25,192.0
2015-06-26,177.60000610351562
2015-06-29,187.1999969482422
2015-06-30,192.0
2015-07-01,189.60000610351562
2015-07-02,187.1999969482422
2015-07-06,180.0
2015-07-07,180.0
2015-07-08,172.8000030517578
2015-07-09,175.1999969482422
2015-07-10,172.8000030517578
2015-07-13,170.39999389648438
2015-07-14,175.1999969482422
2015-07-15,180.0
2015-07-16,177.60000610351562
2015-07-17,170.39999389648438
2015-07-20,160.8000030517578
2015-07-21,156.0
2015-07-22,156.0
2015-07-23,153.60000610351562
2015-07-24,153.60000610351562
2015-07-27,156.0
2015-07-28,153.60000610351562
2015-07-29,165.60000610351562
2015-07-30,156.0
2015-07-31,160.8000030517578
2015-08-03,151.1999969482422
2015-08-04,151.1999969482422
2015-08-05,141.60000610351562
2015-08-06,139.1999969482422
2015-08-07,146.39999389648438
2015-08-10,139.1999969482422
2015-08-11,134.39999389648438
2015-08-12,148.8000030517578
2015-08-13,156.0
2015-08-14,144.0
2015-08-17,144.0
2015-08-18,141.60000610351562
2015-08-19,146.39999389648438
2015-08-20,136.8000030517578
2015-08-21,134.39999389648438
2015-08-24,127.19999694824219
2015-08-25,124.80000305175781
2015-08-26,122.4000015258789
2015-08-27,124.80000305175781
2015-08-28,134.39999389648438
2015-08-31,134.39999389648438
2015-09-01,134.39999389648438
2015-09-02,132.0
2015-09-03,129.60000610351562
2015-09-04,134.39999389648438
2015-09-08,141.60000610351562
2015-09-09,132.0
2015-09-10,134.39999389648438
2015-09-11,136.8000030517578
2015-09-14,136.8000030517578
2015-09-15,134.39999389648438
2015-09-16,136.8000030517578
2015-09-17,151.1999969482422
2015-09-18,163.1999969482422
2015-09-21,151.1999969482422
2015-09-22,151.1999969482422
2015-09-23,146.39999389648438
2015-09-24,136.8000030517578
2015-09-25,127.19999694824219
2015-09-28,120.0
2015-09-29,122.4000015258789
2015-09-30,122.4000015258789
2015-10-01,115.19999694824219
2015-10-02,120.0
2015-10-05,122.4000015258789
2015-10-06,124.80000305175781
2015-10-07,120.0
2015-10-08,127.19999694824219
2015-10-09,127.19999694824219
2015-10-12,127.19999694824219
2015-10-13,141.60000610351562
2015-10-14,134.39999389648438
2015-10-15,132.0
2015-10-16,168.0
2015-10-19,156.0
2015-10-20,156.0
2015-10-21,158.39999389648438
2015-10-22,148.8000030517578
2015-10-23,139.1999969482422
2015-10-26,146.39999389648438
2015-10-27,134.39999389648438
2015-10-28,136.8000030517578
2015-10-29,134.39999389648438
2015-10-30,141.60000610351562
2015-11-02,156.0
2015-11-03,151.1999969482422
2015-11-04,158.39999389648438
2015-11-05,151.1999969482422
2015-11-06,146.39999389648438
2015-11-09,148.8000030517578
2015-11-10,146.39999389648438
2015-11-11,146.39999389648438
2015-11-12,136.8000030517578
2015-11-13,148.8000030517578
2015-11-16,146.39999389648438
2015-11-17,146.39999389648438
2015-11-18,136.8000030517578
2015-11-19,136.8000030517578
2015-11-20,136.8000030517578
2015-11-23,148.8000030517578
2015-11-24,170.39999389648438
2015-11-25,165.60000610351562
2015-11-27,244.8000030517578
2015-11-30,172.8000030517578
2015-12-01,172.8000030517578
2015-12-02,156.0
2015-12-03,156.0
2015-12-04,144.0
2015-12-07,141.60000610351562
2015-12-08,134.39999389648438
2015-12-09,132.0
2015-12-10,129.60000610351562
2015-12-11,124.80000305175781
2015-12-14,122.4000015258789
2015-12-15,122.4000015258789
2015-12-16,122.4000015258789
2015-12-17,117.5999984741211
2015-12-18,124.80000305175781
2015-12-21,122.4000015258789
2015-12-22,124.80000305175781
2015-12-23,132.0
2015-12-24,141.60000610351562
2015-12-28,132.0
2015-12-29,122.4000015258789
2015-12-30,120.0
2015-12-31,120.0
2016-01-04,117.5999984741211
2016-01-05,117.5999984741211
2016-01-06,112.80000305175781
2016-01-07,103.19999694824219
2016-01-08,100.80000305175781
2016-01-11,91.19999694824219
2016-01-12,91.19999694824219
2016-01-13,88.80000305175781
2016-01-14,96.0
2016-01-15,88.80000305175781
2016-01-19,79.19999694824219
2016-01-20,79.19999694824219
2016-01-21,81.5999984741211
2016-01-22,84.0
2016-01-25,84.0
2016-01-26,84.0
2016-01-27,81.5999984741211
2016-01-28,84.0
2016-01-29,86.4000015258789
2016-02-01,86.4000015258789
2016-02-02,88.80000305175781
2016-02-03,91.19999694824219
2016-02-04,91.19999694824219
2016-02-05,88.80000305175781
2016-02-08,76.80000305175781
2016-02-09,79.19999694824219
2016-02-10,76.80000305175781
2016-02-11,74.4000015258789
2016-02-12,74.4000015258789
2016-02-16,79.19999694824219
2016-02-17,81.5999984741211
2016-02-18,81.5999984741211
2016-02-19,79.19999694824219
2016-02-22,79.19999694824219
2016-02-23,81.5999984741211
2016-02-24,81.5999984741211
2016-02-25,86.4000015258789
2016-02-26,86.4000015258789
2016-02-29,84.0
2016-03-01,84.0
2016-03-02,86.4000015258789
2016-03-03,86.4000015258789
2016-03-04,93.5999984741211
2016-03-07,110.4000015258789
2016-03-08,112.80000305175781
2016-03-09,112.80000305175781
2016-03-10,108.0
2016-03-11,105.5999984741211
2016-03-14,105.5999984741211
2016-03-15,112.80000305175781
2016-03-16,105.5999984741211
2016-03-17,103.19999694824219
2016-03-18,100.80000305175781
2016-03-21,103.19999694824219
2016-03-22,108.0
2016-03-23,98.4000015258789
2016-03-24,103.19999694824219
2016-03-28,98.4000015258789
2016-03-29,93.5999984741211
2016-03-30,98.4000015258789
2016-03-31,93.5999984741211
2016-04-01,93.5999984741211
2016-04-04,96.0
2016-04-05,96.0
2016-04-06,98.4000015258789
2016-04-07,98.4000015258789
2016-04-08,100.80000305175781
2016-04-11,105.5999984741211
2016-04-12,98.4000015258789
2016-04-13,108.0
2016-04-14,112.80000305175781
2016-04-15,108.0
2016-04-18,108.0
2016-04-19,105.5999984741211
2016-04-20,105.5999984741211
2016-04-21,108.0
2016-04-22,105.5999984741211
2016-04-25,105.5999984741211
2016-04-26,100.80000305175781
2016-04-27,103.19999694824219
