,CSB
2015-07-29,34.310001373291016
2015-07-30,34.310001373291016
2015-07-31,34.279998779296875
2015-08-03,34.279998779296875
2015-08-04,34.279998779296875
2015-08-05,34.279998779296875
2015-08-06,34.279998779296875
2015-08-07,34.279998779296875
2015-08-10,34.279998779296875
2015-08-11,34.279998779296875
2015-08-12,34.279998779296875
2015-08-13,34.279998779296875
2015-08-14,34.279998779296875
2015-08-17,34.279998779296875
2015-08-18,34.630001068115234
2015-08-19,34.630001068115234
2015-08-20,34.0099983215332
2015-08-21,34.0099983215332
2015-08-24,32.9900016784668
2015-08-25,32.18000030517578
2015-08-26,31.889999389648438
2015-08-27,31.889999389648438
2015-08-28,32.91999816894531
2015-08-31,33.09000015258789
2015-09-01,32.349998474121094
2015-09-02,32.29999923706055
2015-09-03,32.29999923706055
2015-09-04,32.29999923706055
2015-09-08,32.29999923706055
2015-09-09,32.29999923706055
2015-09-10,32.61000061035156
2015-09-11,32.61000061035156
2015-09-14,32.61000061035156
2015-09-15,32.529998779296875
2015-09-16,33.0
2015-09-17,33.0
2015-09-18,33.0
2015-09-21,32.869998931884766
2015-09-22,32.869998931884766
2015-09-23,32.869998931884766
2015-09-24,32.08000183105469
2015-09-25,32.18000030517578
2015-09-28,32.18000030517578
2015-09-29,31.549999237060547
2015-09-30,31.780000686645508
2015-10-01,31.780000686645508
2015-10-02,31.969999313354492
2015-10-05,32.63999938964844
2015-10-06,32.72999954223633
2015-10-07,32.72999954223633
2015-10-08,33.470001220703125
2015-10-09,33.470001220703125
2015-10-12,33.470001220703125
2015-10-13,33.849998474121094
2015-10-14,33.2400016784668
2015-10-15,33.2400016784668
2015-10-16,33.2400016784668
2015-10-19,33.2400016784668
2015-10-20,33.2400016784668
2015-10-21,33.2400016784668
2015-10-22,33.2400016784668
2015-10-23,33.79999923706055
2015-10-26,33.779998779296875
2015-10-27,33.779998779296875
2015-10-28,33.779998779296875
2015-10-29,33.70399856567383
2015-10-30,33.70399856567383
2015-11-02,34.141998291015625
2015-11-03,34.2400016784668
2015-11-04,34.2400016784668
2015-11-05,34.20000076293945
2015-11-06,34.16999816894531
2015-11-09,33.900001525878906
2015-11-10,34.0260009765625
2015-11-11,33.91600036621094
2015-11-12,33.35900115966797
2015-11-13,33.07600021362305
2015-11-16,33.45000076293945
2015-11-17,33.29999923706055
2015-11-18,33.650001525878906
2015-11-19,33.72999954223633
2015-11-20,34.09000015258789
2015-11-23,34.119998931884766
2015-11-24,34.29999923706055
2015-11-25,34.340999603271484
2015-11-27,34.340999603271484
2015-11-30,34.340999603271484
2015-12-01,34.340999603271484
2015-12-02,34.38999938964844
2015-12-03,33.96799850463867
2015-12-04,34.064998626708984
2015-12-07,33.68000030517578
2015-12-08,33.68000030517578
2015-12-09,33.68000030517578
2015-12-10,33.2400016784668
2015-12-11,32.709999084472656
2015-12-14,32.487998962402344
2015-12-15,32.888999938964844
2015-12-16,33.11000061035156
2015-12-17,33.319000244140625
2015-12-18,32.75
2015-12-21,32.68000030517578
2015-12-22,32.68000030517578
2015-12-23,33.61899948120117
2015-12-24,33.61899948120117
2015-12-28,33.27000045776367
2015-12-29,33.599998474121094
2015-12-30,33.5
2015-12-31,32.90999984741211
2016-01-04,32.21099853515625
2016-01-05,32.2599983215332
2016-01-06,32.11899948120117
2016-01-07,31.250999450683594
2016-01-08,31.121000289916992
2016-01-11,31.020000457763672
2016-01-12,31.020000457763672
2016-01-13,30.253000259399414
2016-01-14,30.621000289916992
2016-01-15,30.25
2016-01-19,30.114999771118164
2016-01-20,30.110000610351562
2016-01-21,30.09000015258789
2016-01-22,30.270999908447266
2016-01-25,30.260000228881836
2016-01-26,30.5
2016-01-27,30.76799964904785
2016-01-28,30.76799964904785
2016-01-29,31.429000854492188
2016-02-01,31.489999771118164
2016-02-02,31.04599952697754
2016-02-03,31.170000076293945
2016-02-04,31.31100082397461
2016-02-05,30.979999542236328
2016-02-08,30.760000228881836
2016-02-09,30.90999984741211
2016-02-10,31.139999389648438
2016-02-11,30.628000259399414
2016-02-12,30.85099983215332
2016-02-16,31.368999481201172
2016-02-17,31.368999481201172
2016-02-18,31.368999481201172
2016-02-19,31.81999969482422
2016-02-22,31.81999969482422
2016-02-23,31.81999969482422
2016-02-24,31.81999969482422
2016-02-25,31.81999969482422
2016-02-26,31.81999969482422
2016-02-29,32.54999923706055
2016-03-01,32.71900177001953
2016-03-02,32.84000015258789
2016-03-03,32.90999984741211
2016-03-04,33.470001220703125
2016-03-07,33.83000183105469
2016-03-08,33.439998626708984
2016-03-09,33.56999969482422
2016-03-10,33.56999969482422
2016-03-11,33.56999969482422
2016-03-14,33.689998626708984
2016-03-15,33.540000915527344
2016-03-16,33.65800094604492
2016-03-17,34.26900100708008
2016-03-18,34.45000076293945
2016-03-21,34.37900161743164
2016-03-22,34.20500183105469
2016-03-23,33.86000061035156
2016-03-24,33.810001373291016
2016-03-28,33.89400100708008
2016-03-29,34.279998779296875
2016-03-30,34.84000015258789
2016-03-31,34.849998474121094
2016-04-01,34.86000061035156
2016-04-04,34.86000061035156
2016-04-05,34.13100051879883
2016-04-06,34.220001220703125
2016-04-07,33.81999969482422
2016-04-08,33.77000045776367
2016-04-11,33.77000045776367
2016-04-12,34.130001068115234
2016-04-13,34.130001068115234
2016-04-14,34.935001373291016
2016-04-15,35.02899932861328
2016-04-18,35.119998931884766
2016-04-19,35.119998931884766
2016-04-20,35.05500030517578
2016-04-21,35.05500030517578
2016-04-22,35.09000015258789
2016-04-25,34.775001525878906
2016-04-26,35.159000396728516
2016-04-27,35.11000061035156
2016-04-28,35.04999923706055
2016-04-29,34.70000076293945
2016-05-02,35.08000183105469
2016-05-03,34.7140007019043
2016-05-04,34.60499954223633
2016-05-05,34.441001892089844
2016-05-06,34.45000076293945
2016-05-09,34.5
2016-05-10,34.959999084472656
2016-05-11,34.7599983215332
2016-05-12,34.61000061035156
2016-05-13,34.560001373291016
2016-05-16,34.540000915527344
2016-05-17,33.939998626708984
2016-05-18,34.279998779296875
2016-05-19,33.7599983215332
2016-05-20,34.31999969482422
2016-05-23,34.361000061035156
2016-05-24,34.766998291015625
2016-05-25,34.766998291015625
2016-05-26,35.007999420166016
2016-05-27,35.007999420166016
2016-05-31,35.36000061035156
2016-06-01,35.54999923706055
2016-06-02,35.69300079345703
2016-06-03,35.69300079345703
2016-06-06,36.0099983215332
2016-06-07,36.099998474121094
2016-06-08,36.349998474121094
2016-06-09,36.349998474121094
2016-06-10,35.709999084472656
2016-06-13,35.507999420166016
2016-06-14,35.125
2016-06-15,35.130001068115234
2016-06-16,34.928001403808594
2016-06-17,35.06999969482422
2016-06-20,35.58000183105469
2016-06-21,35.58000183105469
2016-06-22,35.470001220703125
2016-06-23,35.470001220703125
2016-06-24,34.72999954223633
2016-06-27,33.77399826049805
2016-06-28,34.02799987792969
2016-06-29,34.608001708984375
2016-06-30,35.22999954223633
2016-07-01,35.22999954223633
2016-07-05,35.08000183105469
2016-07-06,35.130001068115234
2016-07-07,35.05699920654297
2016-07-08,35.05699920654297
2016-07-11,35.05699920654297
2016-07-12,35.05699920654297
2016-07-13,35.05699920654297
2016-07-14,35.05699920654297
2016-07-15,36.62900161743164
2016-07-18,36.638999938964844
2016-07-19,36.638999938964844
2016-07-20,36.638999938964844
2016-07-21,36.459999084472656
2016-07-22,36.459999084472656
2016-07-25,36.56999969482422
2016-07-26,36.64500045776367
2016-07-27,36.619998931884766
2016-07-28,36.400001525878906
2016-07-29,36.53499984741211
2016-08-01,36.439998626708984
2016-08-02,35.939998626708984
2016-08-03,36.11600112915039
2016-08-04,36.27000045776367
2016-08-05,36.720001220703125
2016-08-08,36.689998626708984
2016-08-09,36.665000915527344
2016-08-10,36.665000915527344
2016-08-11,36.70000076293945
2016-08-12,36.5
2016-08-15,36.779998779296875
2016-08-16,36.470001220703125
2016-08-17,36.369998931884766
2016-08-18,36.7599983215332
2016-08-19,36.7599983215332
2016-08-22,36.770999908447266
2016-08-23,37.04999923706055
2016-08-24,36.97999954223633
2016-08-25,37.025001525878906
2016-08-26,36.909000396728516
2016-08-29,37.255001068115234
2016-08-30,37.21500015258789
2016-08-31,37.25
2016-09-01,37.090999603271484
2016-09-02,37.090999603271484
2016-09-06,37.24300003051758
2016-09-07,37.40599822998047
2016-09-08,37.36000061035156
2016-09-09,36.47999954223633
2016-09-12,36.47999954223633
2016-09-13,36.20899963378906
2016-09-14,36.060001373291016
2016-09-15,36.20800018310547
2016-09-16,36.06100082397461
2016-09-19,36.499000549316406
2016-09-20,36.409000396728516
2016-09-21,36.23899841308594
2016-09-22,36.895999908447266
2016-09-23,37.08000183105469
2016-09-26,36.70600128173828
2016-09-27,36.709999084472656
2016-09-28,36.970001220703125
2016-09-29,36.95000076293945
2016-09-30,36.92499923706055
2016-10-03,36.92499923706055
2016-10-04,36.92499923706055
2016-10-05,36.92499923706055
2016-10-06,36.92499923706055
2016-10-07,36.92499923706055
2016-10-10,36.92499923706055
2016-10-11,36.027000427246094
2016-10-12,36.33000183105469
2016-10-13,36.0099983215332
2016-10-14,36.0099983215332
2016-10-17,36.0099983215332
2016-10-18,36.06999969482422
2016-10-19,36.3650016784668
2016-10-20,36.3650016784668
2016-10-21,36.104000091552734
2016-10-24,36.67599868774414
2016-10-25,36.67599868774414
2016-10-26,36.150001525878906
2016-10-27,35.599998474121094
2016-10-28,35.779998779296875
2016-10-31,35.779998779296875
2016-11-01,35.68000030517578
2016-11-02,35.0099983215332
2016-11-03,35.31399917602539
2016-11-04,35.744998931884766
2016-11-07,36.119998931884766
2016-11-08,36.130001068115234
2016-11-09,37.130001068115234
2016-11-10,37.79800033569336
2016-11-11,38.25
2016-11-14,38.209999084472656
2016-11-15,39.2599983215332
2016-11-16,39.2599983215332
2016-11-17,39.4900016784668
2016-11-18,39.61000061035156
2016-11-21,39.75199890136719
2016-11-22,40.20899963378906
2016-11-23,40.38600158691406
2016-11-25,40.38600158691406
2016-11-28,40.3129997253418
2016-11-29,40.279998779296875
2016-11-30,40.03799819946289
2016-12-01,40.02000045776367
2016-12-02,40.029998779296875
2016-12-05,40.26100158691406
2016-12-06,40.9900016784668
2016-12-07,41.560001373291016
2016-12-08,42.220001220703125
2016-12-09,42.459999084472656
2016-12-12,42.130001068115234
2016-12-13,41.71699905395508
2016-12-14,41.220001220703125
2016-12-15,41.58000183105469
2016-12-16,41.58000183105469
2016-12-19,41.72999954223633
2016-12-20,42.060001373291016
2016-12-21,42.119998931884766
2016-12-22,41.7239990234375
2016-12-23,41.83000183105469
2016-12-27,41.97999954223633
2016-12-28,41.65999984741211
2016-12-29,41.672000885009766
2016-12-30,41.470001220703125
2017-01-03,41.707000732421875
2017-01-04,42.150001525878906
2017-01-05,41.624000549316406
2017-01-06,41.47999954223633
2017-01-09,40.93000030517578
2017-01-10,41.1510009765625
2017-01-11,41.39699935913086
2017-01-12,41.099998474121094
2017-01-13,41.31999969482422
2017-01-17,40.814998626708984
2017-01-18,40.88999938964844
2017-01-19,40.619998931884766
2017-01-20,40.70000076293945
2017-01-23,40.65999984741211
2017-01-24,41.279998779296875
2017-01-25,41.650001525878906
2017-01-26,41.42900085449219
2017-01-27,41.310001373291016
2017-01-30,40.849998474121094
2017-01-31,40.84600067138672
2017-02-01,40.810001373291016
2017-02-02,40.61000061035156
2017-02-03,40.948001861572266
2017-02-06,40.58399963378906
2017-02-07,40.3650016784668
2017-02-08,40.25
2017-02-09,40.68000030517578
2017-02-10,41.0099983215332
2017-02-13,40.95399856567383
2017-02-14,40.900001525878906
2017-02-15,41.04999923706055
2017-02-16,41.04999923706055
