,FLWS
2007-07-25,9.609999656677246
2007-07-26,9.390000343322754
2007-07-27,9.5600004196167
2007-07-30,9.399999618530273
2007-07-31,9.3100004196167
2007-08-01,9.079999923706055
2007-08-02,9.09000015258789
2007-08-03,8.890000343322754
2007-08-06,8.640000343322754
2007-08-07,9.180000305175781
2007-08-08,9.460000038146973
2007-08-09,9.550000190734863
2007-08-10,9.699999809265137
2007-08-13,9.949999809265137
2007-08-14,9.770000457763672
2007-08-15,9.8100004196167
2007-08-16,10.09000015258789
2007-08-17,10.079999923706055
2007-08-20,10.149999618530273
2007-08-21,10.210000038146973
2007-08-22,10.550000190734863
2007-08-23,10.449999809265137
2007-08-24,10.289999961853027
2007-08-27,10.640000343322754
2007-08-28,10.430000305175781
2007-08-29,10.789999961853027
2007-08-30,10.630000114440918
2007-08-31,10.630000114440918
2007-09-04,10.680000305175781
2007-09-05,10.800000190734863
2007-09-06,10.5600004196167
2007-09-07,10.279999732971191
2007-09-10,10.319999694824219
2007-09-11,10.510000228881836
2007-09-12,10.4399995803833
2007-09-13,10.65999984741211
2007-09-14,10.720000267028809
2007-09-17,10.720000267028809
2007-09-18,10.989999771118164
2007-09-19,11.260000228881836
2007-09-20,11.220000267028809
2007-09-21,11.390000343322754
2007-09-24,11.609999656677246
2007-09-25,11.899999618530273
2007-09-26,11.770000457763672
2007-09-27,11.609999656677246
2007-09-28,11.59000015258789
2007-10-01,12.079999923706055
2007-10-02,11.800000190734863
2007-10-03,11.800000190734863
2007-10-04,11.829999923706055
2007-10-05,11.949999809265137
2007-10-08,11.770000457763672
2007-10-09,12.289999961853027
2007-10-10,12.5
2007-10-11,12.510000228881836
2007-10-12,12.819999694824219
2007-10-15,12.84000015258789
2007-10-16,12.90999984741211
2007-10-17,12.970000267028809
2007-10-18,13.289999961853027
2007-10-19,12.65999984741211
2007-10-22,12.680000305175781
2007-10-23,13.010000228881836
2007-10-24,12.319999694824219
2007-10-25,12.539999961853027
2007-10-26,12.449999809265137
2007-10-29,12.25
2007-10-30,12.010000228881836
2007-10-31,11.989999771118164
2007-11-01,11.210000038146973
2007-11-02,11.369999885559082
2007-11-05,11.09000015258789
2007-11-06,11.199999809265137
2007-11-07,11.010000228881836
2007-11-08,11.0
2007-11-09,10.960000038146973
2007-11-12,10.920000076293945
2007-11-13,10.970000267028809
2007-11-14,10.920000076293945
2007-11-15,10.859999656677246
2007-11-16,10.800000190734863
2007-11-19,10.609999656677246
2007-11-20,10.979999542236328
2007-11-21,10.510000228881836
2007-11-23,10.699999809265137
2007-11-26,10.199999809265137
2007-11-27,10.170000076293945
2007-11-28,10.5600004196167
2007-11-29,10.359999656677246
2007-11-30,10.470000267028809
2007-12-03,9.899999618530273
2007-12-04,9.739999771118164
2007-12-05,9.819999694824219
2007-12-06,9.720000267028809
2007-12-07,9.729999542236328
2007-12-10,9.65999984741211
2007-12-11,9.649999618530273
2007-12-12,9.779999732971191
2007-12-13,9.699999809265137
2007-12-14,9.579999923706055
2007-12-17,9.09000015258789
2007-12-18,9.359999656677246
2007-12-19,9.09000015258789
2007-12-20,8.949999809265137
2007-12-21,8.9399995803833
2007-12-24,9.0600004196167
2007-12-26,8.829999923706055
2007-12-27,8.699999809265137
2007-12-28,8.680000305175781
2007-12-31,8.729999542236328
2008-01-02,8.020000457763672
2008-01-03,7.630000114440918
2008-01-04,7.159999847412109
2008-01-07,6.989999771118164
2008-01-08,6.590000152587891
2008-01-09,6.800000190734863
2008-01-10,6.659999847412109
2008-01-11,6.599999904632568
2008-01-14,6.869999885559082
2008-01-15,6.809999942779541
2008-01-16,7.059999942779541
2008-01-17,6.760000228881836
2008-01-18,6.739999771118164
2008-01-22,6.650000095367432
2008-01-23,7.039999961853027
2008-01-24,7.289999961853027
2008-01-25,7.5
2008-01-28,7.650000095367432
2008-01-29,7.639999866485596
2008-01-30,7.460000038146973
2008-01-31,7.809999942779541
2008-02-01,8.3100004196167
2008-02-04,8.390000343322754
2008-02-05,8.390000343322754
2008-02-06,8.229999542236328
2008-02-07,8.380000114440918
2008-02-08,8.300000190734863
2008-02-11,8.529999732971191
2008-02-12,8.539999961853027
2008-02-13,8.5600004196167
2008-02-14,8.550000190734863
2008-02-15,8.350000381469727
2008-02-19,8.5
2008-02-20,8.649999618530273
2008-02-21,8.399999618530273
2008-02-22,8.4399995803833
2008-02-25,8.619999885559082
2008-02-26,8.680000305175781
2008-02-27,8.489999771118164
2008-02-28,8.25
2008-02-29,8.039999961853027
2008-03-03,8.630000114440918
2008-03-04,8.239999771118164
2008-03-05,8.15999984741211
2008-03-06,7.820000171661377
2008-03-07,7.650000095367432
2008-03-10,7.46999979019165
2008-03-11,8.15999984741211
2008-03-12,8.260000228881836
2008-03-13,8.260000228881836
2008-03-14,8.079999923706055
2008-03-17,8.210000038146973
2008-03-18,8.630000114440918
2008-03-19,8.319999694824219
2008-03-20,8.579999923706055
2008-03-24,8.479999542236328
2008-03-25,8.640000343322754
2008-03-26,8.399999618530273
2008-03-27,8.359999656677246
2008-03-28,8.399999618530273
2008-03-31,8.510000228881836
2008-04-01,8.75
2008-04-02,8.779999732971191
2008-04-03,8.770000457763672
2008-04-04,8.869999885559082
2008-04-07,9.020000457763672
2008-04-08,9.029999732971191
2008-04-09,8.65999984741211
2008-04-10,8.770000457763672
2008-04-11,8.279999732971191
2008-04-14,8.319999694824219
2008-04-15,8.430000305175781
2008-04-16,8.760000228881836
2008-04-17,8.399999618530273
2008-04-18,8.390000343322754
2008-04-21,8.390000343322754
2008-04-22,7.940000057220459
2008-04-23,8.1899995803833
2008-04-24,8.470000267028809
2008-04-25,8.84000015258789
2008-04-28,8.930000305175781
2008-04-29,8.880000114440918
2008-04-30,8.819999694824219
2008-05-01,8.90999984741211
2008-05-02,8.640000343322754
2008-05-05,8.420000076293945
2008-05-06,8.420000076293945
2008-05-07,8.180000305175781
2008-05-08,7.800000190734863
2008-05-09,7.869999885559082
2008-05-12,7.949999809265137
2008-05-13,7.789999961853027
2008-05-14,7.590000152587891
2008-05-15,7.960000038146973
2008-05-16,8.010000228881836
2008-05-19,7.940000057220459
2008-05-20,7.900000095367432
2008-05-21,7.75
2008-05-22,7.699999809265137
2008-05-23,7.670000076293945
2008-05-27,7.670000076293945
2008-05-28,7.690000057220459
2008-05-29,7.940000057220459
2008-05-30,8.279999732971191
2008-06-02,8.239999771118164
2008-06-03,7.96999979019165
2008-06-04,8.40999984741211
2008-06-05,8.5
2008-06-06,7.889999866485596
2008-06-09,7.789999961853027
2008-06-10,7.46999979019165
2008-06-11,7.420000076293945
2008-06-12,7.099999904632568
2008-06-13,7.449999809265137
2008-06-16,7.150000095367432
2008-06-17,7.199999809265137
2008-06-18,6.840000152587891
2008-06-19,7.03000020980835
2008-06-20,6.78000020980835
2008-06-23,6.71999979019165
2008-06-24,6.679999828338623
2008-06-25,6.800000190734863
2008-06-26,6.820000171661377
2008-06-27,6.739999771118164
2008-06-30,6.449999809265137
2008-07-01,6.409999847412109
2008-07-02,6.21999979019165
2008-07-03,6.170000076293945
2008-07-07,5.829999923706055
2008-07-08,6.400000095367432
2008-07-09,6.070000171661377
2008-07-10,5.909999847412109
2008-07-11,6.0
2008-07-14,5.579999923706055
2008-07-15,5.300000190734863
2008-07-16,5.659999847412109
2008-07-17,5.650000095367432
2008-07-18,5.429999828338623
2008-07-21,5.579999923706055
2008-07-22,5.699999809265137
2008-07-23,5.78000020980835
2008-07-24,5.78000020980835
2008-07-25,5.920000076293945
2008-07-28,5.880000114440918
2008-07-29,5.869999885559082
2008-07-30,5.710000038146973
2008-07-31,5.510000228881836
2008-08-01,5.5
2008-08-04,5.5
2008-08-05,6.440000057220459
2008-08-06,6.329999923706055
2008-08-07,6.730000019073486
2008-08-08,6.860000133514404
2008-08-11,6.960000038146973
2008-08-12,6.800000190734863
2008-08-13,6.860000133514404
2008-08-14,6.570000171661377
2008-08-15,6.389999866485596
2008-08-18,6.320000171661377
2008-08-19,6.239999771118164
2008-08-20,6.010000228881836
2008-08-21,6.010000228881836
2008-08-22,6.269999980926514
2008-08-25,6.050000190734863
2008-08-26,6.059999942779541
2008-08-27,6.130000114440918
2008-08-28,6.190000057220459
2008-08-29,6.139999866485596
2008-09-02,6.170000076293945
2008-09-03,6.309999942779541
2008-09-04,6.179999828338623
2008-09-05,6.230000019073486
2008-09-08,6.300000190734863
2008-09-09,6.46999979019165
2008-09-10,6.480000019073486
2008-09-11,6.650000095367432
2008-09-12,6.480000019073486
2008-09-15,6.320000171661377
2008-09-16,6.190000057220459
2008-09-17,5.980000019073486
2008-09-18,6.070000171661377
2008-09-19,6.760000228881836
2008-09-22,6.25
2008-09-23,6.21999979019165
2008-09-24,5.980000019073486
2008-09-25,6.400000095367432
2008-09-26,6.130000114440918
2008-09-29,5.989999771118164
2008-09-30,6.019999980926514
2008-10-01,6.0
2008-10-02,5.550000190734863
2008-10-03,5.070000171661377
2008-10-06,4.889999866485596
2008-10-07,4.559999942779541
2008-10-08,4.519999980926514
2008-10-09,3.8499999046325684
2008-10-10,4.389999866485596
2008-10-13,4.550000190734863
2008-10-14,4.630000114440918
2008-10-15,4.46999979019165
2008-10-16,4.980000019073486
2008-10-17,4.909999847412109
2008-10-20,5.019999980926514
2008-10-21,4.849999904632568
2008-10-22,4.900000095367432
2008-10-23,4.789999961853027
2008-10-24,4.449999809265137
2008-10-27,4.559999942779541
2008-10-28,4.78000020980835
2008-10-29,4.650000095367432
2008-10-30,4.769999980926514
2008-10-31,5.349999904632568
2008-11-03,5.329999923706055
2008-11-04,4.730000019073486
2008-11-05,4.369999885559082
2008-11-06,4.550000190734863
2008-11-07,4.630000114440918
2008-11-10,4.550000190734863
2008-11-11,4.5
2008-11-12,4.159999847412109
2008-11-13,4.349999904632568
2008-11-14,3.930000066757202
2008-11-17,3.680000066757202
2008-11-18,3.5299999713897705
2008-11-19,3.180000066757202
2008-11-20,2.880000114440918
2008-11-21,2.880000114440918
2008-11-24,3.4800000190734863
2008-11-25,4.010000228881836
2008-11-26,3.869999885559082
2008-11-28,3.7300000190734863
2008-12-01,3.0199999809265137
2008-12-02,3.2300000190734863
2008-12-03,3.259999990463257
2008-12-04,3.140000104904175
2008-12-05,3.0999999046325684
2008-12-08,3.2799999713897705
2008-12-09,3.2699999809265137
2008-12-10,3.4200000762939453
2008-12-11,3.2100000381469727
2008-12-12,3.359999895095825
2008-12-15,3.049999952316284
2008-12-16,3.440000057220459
2008-12-17,3.390000104904175
2008-12-18,3.309999942779541
2008-12-19,3.4700000286102295
2008-12-22,3.299999952316284
2008-12-23,3.4700000286102295
2008-12-24,3.4000000953674316
2008-12-26,3.440000057220459
2008-12-29,3.380000114440918
2008-12-30,3.549999952316284
2008-12-31,3.819999933242798
2009-01-02,3.8399999141693115
2009-01-05,3.880000114440918
2009-01-06,4.070000171661377
2009-01-07,3.9200000762939453
2009-01-08,4.059999942779541
2009-01-09,3.7899999618530273
2009-01-12,3.559999942779541
2009-01-13,3.450000047683716
2009-01-14,3.1700000762939453
2009-01-15,3.700000047683716
2009-01-16,3.630000114440918
2009-01-20,3.3399999141693115
2009-01-21,3.7899999618530273
2009-01-22,3.4800000190734863
2009-01-23,3.450000047683716
2009-01-26,3.5399999618530273
2009-01-27,3.450000047683716
2009-01-28,3.690000057220459
2009-01-29,3.0299999713897705
2009-01-30,2.509999990463257
2009-02-02,2.380000114440918
2009-02-03,2.440000057220459
2009-02-04,2.390000104904175
2009-02-05,2.450000047683716
2009-02-06,2.5299999713897705
2009-02-09,2.509999990463257
2009-02-10,2.309999942779541
2009-02-11,2.299999952316284
2009-02-12,2.319999933242798
2009-02-13,2.390000104904175
2009-02-17,2.1500000953674316
2009-02-18,2.109999895095825
2009-02-19,2.0299999713897705
2009-02-20,1.9299999475479126
2009-02-23,1.7100000381469727
2009-02-24,1.590000033378601
2009-02-25,1.399999976158142
2009-02-26,1.340000033378601
2009-02-27,1.3300000429153442
2009-03-02,1.2000000476837158
2009-03-03,0.8899999856948853
2009-03-04,1.2300000190734863
2009-03-05,1.25
2009-03-06,1.3700000047683716
2009-03-09,1.2899999618530273
2009-03-10,1.399999976158142
2009-03-11,1.340000033378601
2009-03-12,1.600000023841858
2009-03-13,1.7599999904632568
2009-03-16,1.840000033378601
2009-03-17,2.0199999809265137
2009-03-18,1.9900000095367432
2009-03-19,1.9600000381469727
2009-03-20,2.049999952316284
2009-03-23,2.049999952316284
2009-03-24,1.899999976158142
2009-03-25,2.0
2009-03-26,2.2699999809265137
2009-03-27,2.119999885559082
2009-03-30,2.0799999237060547
2009-03-31,2.069999933242798
2009-04-01,2.0999999046325684
2009-04-02,2.319999933242798
2009-04-03,2.440000057220459
2009-04-06,2.640000104904175
2009-04-07,2.549999952316284
2009-04-08,2.6600000858306885
2009-04-09,3.069999933242798
2009-04-13,3.069999933242798
2009-04-14,3.0199999809265137
2009-04-15,3.1500000953674316
2009-04-16,3.240000009536743
2009-04-17,3.309999942779541
2009-04-20,2.869999885559082
2009-04-21,3.1700000762939453
2009-04-22,3.309999942779541
2009-04-23,3.009999990463257
2009-04-24,3.059999942779541
2009-04-27,2.880000114440918
2009-04-28,2.809999942779541
2009-04-29,3.180000066757202
2009-04-30,2.9200000762939453
2009-05-01,2.9800000190734863
2009-05-04,3.119999885559082
2009-05-05,3.640000104904175
2009-05-06,3.4700000286102295
2009-05-07,2.930000066757202
2009-05-08,3.0
2009-05-11,2.890000104904175
2009-05-12,2.859999895095825
2009-05-13,2.450000047683716
2009-05-14,2.549999952316284
2009-05-15,2.4100000858306885
2009-05-18,2.359999895095825
2009-05-19,2.2699999809265137
2009-05-20,2.2200000286102295
2009-05-21,2.130000114440918
2009-05-22,2.190000057220459
2009-05-26,2.369999885559082
2009-05-27,2.2799999713897705
2009-05-28,2.369999885559082
2009-05-29,2.3299999237060547
2009-06-01,2.6600000858306885
2009-06-02,2.549999952316284
2009-06-03,2.5999999046325684
2009-06-04,2.880000114440918
2009-06-05,2.819999933242798
2009-06-08,2.869999885559082
2009-06-09,2.799999952316284
2009-06-10,2.630000114440918
2009-06-11,2.5899999141693115
2009-06-12,2.7300000190734863
2009-06-15,2.619999885559082
2009-06-16,2.450000047683716
2009-06-17,2.509999990463257
2009-06-18,2.4000000953674316
2009-06-19,2.25
2009-06-22,2.0
2009-06-23,2.059999942779541
2009-06-24,2.0299999713897705
2009-06-25,2.0999999046325684
2009-06-26,2.009999990463257
2009-06-29,2.0299999713897705
2009-06-30,1.9199999570846558
2009-07-01,1.9600000381469727
2009-07-02,1.909999966621399
2009-07-06,1.8300000429153442
2009-07-07,1.75
2009-07-08,1.75
2009-07-09,1.8600000143051147
2009-07-10,1.8799999952316284
2009-07-13,1.909999966621399
2009-07-14,1.8600000143051147
2009-07-15,2.059999942779541
2009-07-16,2.049999952316284
2009-07-17,2.0399999618530273
2009-07-20,2.119999885559082
2009-07-21,2.2100000381469727
2009-07-22,2.490000009536743
2009-07-23,2.509999990463257
2009-07-24,2.4100000858306885
2009-07-27,2.3499999046325684
2009-07-28,2.440000057220459
2009-07-29,2.259999990463257
2009-07-30,2.3299999237060547
2009-07-31,2.4000000953674316
2009-08-03,2.5199999809265137
2009-08-04,2.559999942779541
2009-08-05,2.559999942779541
2009-08-06,2.4800000190734863
2009-08-07,2.549999952316284
2009-08-10,2.609999895095825
2009-08-11,2.569999933242798
2009-08-12,2.619999885559082
2009-08-13,2.9200000762939453
2009-08-14,2.8299999237060547
2009-08-17,2.690000057220459
2009-08-18,2.940000057220459
2009-08-19,3.0
2009-08-20,2.880000114440918
2009-08-21,2.8399999141693115
2009-08-24,2.930000066757202
2009-08-25,3.0999999046325684
2009-08-26,3.390000104904175
2009-08-27,3.369999885559082
2009-08-28,3.180000066757202
2009-08-31,3.0899999141693115
2009-09-01,2.950000047683716
2009-09-02,2.9700000286102295
2009-09-03,2.930000066757202
2009-09-04,2.930000066757202
2009-09-08,2.950000047683716
2009-09-09,3.059999942779541
2009-09-10,3.0899999141693115
2009-09-11,3.0799999237060547
2009-09-14,3.049999952316284
2009-09-15,3.0299999713897705
2009-09-16,3.0
2009-09-17,2.990000009536743
2009-09-18,3.0199999809265137
2009-09-21,3.1700000762939453
2009-09-22,3.4800000190734863
2009-09-23,3.4100000858306885
2009-09-24,3.430000066757202
2009-09-25,3.440000057220459
2009-09-28,3.4000000953674316
2009-09-29,3.509999990463257
2009-09-30,3.450000047683716
2009-10-01,3.2899999618530273
2009-10-02,3.2799999713897705
2009-10-05,3.359999895095825
2009-10-06,3.609999895095825
2009-10-07,3.5399999618530273
2009-10-08,3.630000114440918
2009-10-09,3.7300000190734863
2009-10-12,4.019999980926514
2009-10-13,4.159999847412109
2009-10-14,4.349999904632568
2009-10-15,4.440000057220459
2009-10-16,4.460000038146973
2009-10-19,4.510000228881836
2009-10-20,4.449999809265137
2009-10-21,4.460000038146973
2009-10-22,4.590000152587891
2009-10-23,4.550000190734863
2009-10-26,4.610000133514404
2009-10-27,4.809999942779541
2009-10-28,4.659999847412109
2009-10-29,4.610000133514404
2009-10-30,3.8399999141693115
2009-11-02,3.2899999618530273
2009-11-03,3.380000114440918
2009-11-04,3.200000047683716
2009-11-05,3.0
2009-11-06,3.0299999713897705
2009-11-09,3.130000114440918
2009-11-10,2.9100000858306885
2009-11-11,2.9200000762939453
2009-11-12,2.5999999046325684
2009-11-13,2.7300000190734863
2009-11-16,2.75
2009-11-17,2.7300000190734863
2009-11-18,2.700000047683716
2009-11-19,2.609999895095825
2009-11-20,2.5799999237060547
2009-11-23,2.6600000858306885
2009-11-24,2.5899999141693115
2009-11-25,2.569999933242798
2009-11-27,2.359999895095825
2009-11-30,2.240000009536743
2009-12-01,2.319999933242798
2009-12-02,2.4200000762939453
2009-12-03,2.440000057220459
2009-12-04,2.7100000381469727
2009-12-07,2.799999952316284
2009-12-08,2.5999999046325684
2009-12-09,2.5
2009-12-10,2.390000104904175
2009-12-11,2.3499999046325684
2009-12-14,2.259999990463257
2009-12-15,2.2100000381469727
2009-12-16,2.309999942779541
2009-12-17,2.2799999713897705
2009-12-18,2.0999999046325684
2009-12-21,2.25
2009-12-22,2.180000066757202
2009-12-23,2.240000009536743
2009-12-24,2.2200000286102295
2009-12-28,2.299999952316284
2009-12-29,2.5199999809265137
2009-12-30,2.5399999618530273
2009-12-31,2.6500000953674316
2010-01-04,2.609999895095825
2010-01-05,2.5199999809265137
2010-01-06,2.5899999141693115
2010-01-07,2.559999942779541
2010-01-08,2.5399999618530273
2010-01-11,2.5399999618530273
2010-01-12,2.4700000286102295
2010-01-13,2.609999895095825
2010-01-14,2.549999952316284
2010-01-15,2.509999990463257
2010-01-19,2.5
2010-01-20,2.4700000286102295
2010-01-21,2.4100000858306885
2010-01-22,2.3499999046325684
2010-01-25,2.1700000762939453
2010-01-26,2.1500000953674316
2010-01-27,2.190000057220459
2010-01-28,2.0
2010-01-29,2.069999933242798
2010-02-01,2.059999942779541
2010-02-02,2.009999990463257
2010-02-03,2.009999990463257
2010-02-04,1.8600000143051147
2010-02-05,1.8600000143051147
2010-02-08,1.8300000429153442
2010-02-09,1.8600000143051147
2010-02-10,1.8600000143051147
2010-02-11,1.8799999952316284
2010-02-12,1.850000023841858
2010-02-16,1.8899999856948853
2010-02-17,1.899999976158142
2010-02-18,1.9299999475479126
2010-02-19,2.109999895095825
2010-02-22,2.0899999141693115
2010-02-23,2.1700000762939453
2010-02-24,2.130000114440918
2010-02-25,2.049999952316284
2010-02-26,2.0299999713897705
2010-03-01,2.130000114440918
2010-03-02,2.1500000953674316
2010-03-03,2.1500000953674316
2010-03-04,2.1700000762939453
2010-03-05,2.259999990463257
2010-03-08,2.359999895095825
2010-03-09,2.509999990463257
2010-03-10,2.4600000381469727
2010-03-11,2.569999933242798
2010-03-12,2.5799999237060547
2010-03-15,2.5799999237060547
2010-03-16,2.5899999141693115
2010-03-17,2.549999952316284
2010-03-18,2.509999990463257
2010-03-19,2.7200000286102295
2010-03-22,2.680000066757202
2010-03-23,2.690000057220459
2010-03-24,2.509999990463257
2010-03-25,2.509999990463257
2010-03-26,2.5199999809265137
2010-03-29,2.549999952316284
2010-03-30,2.5799999237060547
2010-03-31,2.509999990463257
2010-04-01,2.4800000190734863
2010-04-05,2.5899999141693115
2010-04-06,2.630000114440918
2010-04-07,2.690000057220459
2010-04-08,2.740000009536743
2010-04-09,2.8399999141693115
2010-04-12,3.0299999713897705
2010-04-13,3.1600000858306885
2010-04-14,3.4700000286102295
2010-04-15,3.369999885559082
2010-04-16,3.0899999141693115
2010-04-19,3.1700000762939453
2010-04-20,3.1500000953674316
2010-04-21,3.119999885559082
2010-04-22,3.200000047683716
2010-04-23,3.309999942779541
2010-04-26,3.359999895095825
2010-04-27,3.200000047683716
2010-04-28,3.0199999809265137
2010-04-29,3.0999999046325684
2010-04-30,2.859999895095825
2010-05-03,2.8299999237060547
2010-05-04,2.7200000286102295
2010-05-05,2.630000114440918
2010-05-06,2.6500000953674316
2010-05-07,2.549999952316284
2010-05-10,2.8299999237060547
2010-05-11,2.8399999141693115
2010-05-12,3.1500000953674316
2010-05-13,2.869999885559082
2010-05-14,2.7699999809265137
2010-05-17,3.009999990463257
2010-05-18,2.8299999237060547
2010-05-19,2.8499999046325684
2010-05-20,2.690000057220459
2010-05-21,2.7100000381469727
2010-05-24,2.7100000381469727
2010-05-25,2.7100000381469727
2010-05-26,2.5799999237060547
2010-05-27,2.700000047683716
2010-05-28,2.6700000762939453
2010-06-01,2.5399999618530273
2010-06-02,2.6600000858306885
2010-06-03,2.680000066757202
2010-06-04,2.509999990463257
2010-06-07,2.4600000381469727
2010-06-08,2.4100000858306885
2010-06-09,2.4200000762939453
2010-06-10,2.5299999713897705
2010-06-11,2.6700000762939453
2010-06-14,2.6700000762939453
2010-06-15,2.5799999237060547
2010-06-16,2.5
2010-06-17,2.4600000381469727
2010-06-18,2.4800000190734863
2010-06-21,2.430000066757202
2010-06-22,2.380000114440918
2010-06-23,2.3299999237060547
2010-06-24,2.259999990463257
2010-06-25,2.1700000762939453
2010-06-28,2.2300000190734863
2010-06-29,2.0899999141693115
2010-06-30,2.059999942779541
2010-07-01,2.069999933242798
2010-07-02,2.0
2010-07-06,1.8799999952316284
2010-07-07,2.059999942779541
2010-07-08,2.0299999713897705
2010-07-09,2.200000047683716
2010-07-12,2.0999999046325684
2010-07-13,2.2799999713897705
2010-07-14,2.2799999713897705
2010-07-15,2.240000009536743
2010-07-16,2.1500000953674316
2010-07-19,2.0999999046325684
2010-07-20,2.1700000762939453
2010-07-21,2.119999885559082
2010-07-22,2.180000066757202
2010-07-23,2.190000057220459
2010-07-26,2.2699999809265137
2010-07-27,2.3299999237060547
2010-07-28,2.259999990463257
2010-07-29,2.240000009536743
2010-07-30,2.2300000190734863
2010-08-02,2.2699999809265137
2010-08-03,2.3399999141693115
2010-08-04,2.4000000953674316
2010-08-05,2.4800000190734863
2010-08-06,2.369999885559082
2010-08-09,2.430000066757202
2010-08-10,2.3399999141693115
2010-08-11,2.259999990463257
2010-08-12,2.4100000858306885
2010-08-13,2.3399999141693115
2010-08-16,2.509999990463257
2010-08-17,2.549999952316284
2010-08-18,2.4200000762939453
2010-08-19,2.0
2010-08-20,1.909999966621399
2010-08-23,1.7000000476837158
2010-08-24,1.690000057220459
2010-08-25,1.690000057220459
2010-08-26,1.6100000143051147
2010-08-27,1.659999966621399
2010-08-30,1.600000023841858
2010-08-31,1.5800000429153442
2010-09-01,1.559999942779541
2010-09-02,1.600000023841858
2010-09-03,1.590000033378601
2010-09-07,1.600000023841858
2010-09-08,1.659999966621399
2010-09-09,1.7300000190734863
2010-09-10,1.7000000476837158
2010-09-13,1.7400000095367432
2010-09-14,1.7599999904632568
2010-09-15,1.7599999904632568
2010-09-16,1.7400000095367432
2010-09-17,1.659999966621399
2010-09-20,1.7100000381469727
2010-09-21,1.75
2010-09-22,1.7300000190734863
2010-09-23,1.7400000095367432
2010-09-24,1.850000023841858
2010-09-27,1.850000023841858
2010-09-28,1.8799999952316284
2010-09-29,1.909999966621399
2010-09-30,1.8899999856948853
2010-10-01,1.8899999856948853
2010-10-04,1.8600000143051147
2010-10-05,1.8799999952316284
2010-10-06,1.809999942779541
2010-10-07,1.7599999904632568
2010-10-08,1.7200000286102295
2010-10-11,1.7100000381469727
2010-10-12,1.7100000381469727
2010-10-13,1.7599999904632568
2010-10-14,1.7400000095367432
2010-10-15,1.7599999904632568
2010-10-18,1.7599999904632568
2010-10-19,1.7100000381469727
2010-10-20,1.7200000286102295
2010-10-21,1.7400000095367432
2010-10-22,1.690000057220459
2010-10-25,1.75
2010-10-26,1.7899999618530273
2010-10-27,1.75
2010-10-28,1.7799999713897705
2010-10-29,1.7999999523162842
2010-11-01,1.7999999523162842
2010-11-02,1.850000023841858
2010-11-03,1.8600000143051147
2010-11-04,1.9600000381469727
2010-11-05,2.009999990463257
2010-11-08,2.1600000858306885
2010-11-09,2.1500000953674316
2010-11-10,2.140000104904175
2010-11-11,2.049999952316284
2010-11-12,2.0799999237060547
2010-11-15,2.190000057220459
2010-11-16,2.180000066757202
2010-11-17,2.109999895095825
2010-11-18,2.109999895095825
2010-11-19,2.119999885559082
2010-11-22,2.0799999237060547
2010-11-23,2.0399999618530273
2010-11-24,2.0199999809265137
2010-11-26,2.009999990463257
2010-11-29,2.0799999237060547
2010-11-30,1.9900000095367432
2010-12-01,2.0399999618530273
2010-12-02,2.069999933242798
2010-12-03,2.0899999141693115
2010-12-06,2.0999999046325684
2010-12-07,2.0899999141693115
2010-12-08,2.1500000953674316
2010-12-09,2.2100000381469727
2010-12-10,2.299999952316284
2010-12-13,2.4000000953674316
2010-12-14,2.450000047683716
2010-12-15,2.430000066757202
2010-12-16,2.4700000286102295
2010-12-17,2.450000047683716
2010-12-20,2.450000047683716
2010-12-21,2.5
2010-12-22,2.569999933242798
2010-12-23,2.740000009536743
2010-12-27,2.9000000953674316
2010-12-28,2.8499999046325684
2010-12-29,2.809999942779541
2010-12-30,2.7200000286102295
2010-12-31,2.690000057220459
2011-01-03,2.619999885559082
2011-01-04,2.5899999141693115
2011-01-05,2.630000114440918
2011-01-06,2.5799999237060547
2011-01-07,2.509999990463257
2011-01-10,2.4800000190734863
2011-01-11,2.5299999713897705
2011-01-12,2.6500000953674316
2011-01-13,2.569999933242798
2011-01-14,2.549999952316284
2011-01-18,2.5
2011-01-19,2.4700000286102295
2011-01-20,2.4000000953674316
2011-01-21,2.259999990463257
2011-01-24,2.240000009536743
2011-01-25,2.369999885559082
2011-01-26,2.549999952316284
2011-01-27,2.799999952316284
2011-01-28,2.8499999046325684
2011-01-31,2.740000009536743
2011-02-01,2.7699999809265137
2011-02-02,2.8299999237060547
2011-02-03,2.799999952316284
2011-02-04,2.759999990463257
2011-02-07,2.7899999618530273
2011-02-08,2.819999933242798
2011-02-09,2.7799999713897705
2011-02-10,2.7899999618530273
2011-02-11,2.8299999237060547
2011-02-14,2.8399999141693115
2011-02-15,2.859999895095825
2011-02-16,2.8299999237060547
2011-02-17,2.7899999618530273
2011-02-18,2.799999952316284
2011-02-22,2.640000104904175
2011-02-23,2.5799999237060547
2011-02-24,2.6500000953674316
2011-02-25,2.7300000190734863
2011-02-28,2.740000009536743
2011-03-01,2.6500000953674316
2011-03-02,2.690000057220459
2011-03-03,2.8299999237060547
2011-03-04,2.8499999046325684
2011-03-07,2.75
2011-03-08,2.7899999618530273
2011-03-09,2.7899999618530273
2011-03-10,2.7300000190734863
2011-03-11,2.7300000190734863
2011-03-14,2.6700000762939453
2011-03-15,2.6600000858306885
2011-03-16,2.6500000953674316
2011-03-17,2.6600000858306885
2011-03-18,2.6500000953674316
2011-03-21,2.740000009536743
2011-03-22,2.75
2011-03-23,2.759999990463257
