,CBMB
2019-05-14,13.399999618530273
2019-05-15,13.399999618530273
2019-05-16,13.380000114440918
2019-05-17,13.380000114440918
2019-05-20,13.380000114440918
2019-05-21,13.380000114440918
2019-05-22,13.369999885559082
2019-05-23,13.380000114440918
2019-05-24,13.600000381469727
2019-05-28,13.720000267028809
2019-05-29,13.800000190734863
2019-05-30,14.199999809265137
2019-05-31,13.859999656677246
2019-06-03,13.760000228881836
2019-06-04,13.739999771118164
2019-06-05,13.75
2019-06-06,13.75
2019-06-07,13.699999809265137
2019-06-10,13.649999618530273
2019-06-11,13.670000076293945
2019-06-12,13.949999809265137
2019-06-13,14.010000228881836
2019-06-14,13.90999984741211
2019-06-17,13.949999809265137
2019-06-18,13.930000305175781
2019-06-19,13.949999809265137
2019-06-20,13.9399995803833
2019-06-21,13.960000038146973
2019-06-24,14.010000228881836
2019-06-25,13.850000381469727
2019-06-26,14.0
2019-06-27,13.949999809265137
2019-06-28,13.800000190734863
2019-07-01,13.800000190734863
2019-07-02,13.579999923706055
2019-07-03,13.579999923706055
2019-07-05,13.579999923706055
2019-07-08,13.670000076293945
2019-07-09,13.670000076293945
2019-07-10,13.619999885559082
2019-07-11,13.609999656677246
2019-07-12,13.569999694824219
2019-07-15,13.670000076293945
2019-07-16,13.569999694824219
2019-07-17,13.630000114440918
2019-07-18,13.680000305175781
2019-07-19,13.729999542236328
2019-07-22,13.59000015258789
2019-07-23,13.65999984741211
2019-07-24,13.670000076293945
2019-07-25,14.800000190734863
2019-07-26,13.970000267028809
2019-07-29,13.619999885559082
2019-07-30,13.869999885559082
2019-07-31,13.640000343322754
2019-08-01,13.649999618530273
2019-08-02,13.649999618530273
2019-08-05,13.640000343322754
2019-08-06,13.640000343322754
2019-08-07,13.789999961853027
2019-08-08,13.609999656677246
2019-08-09,13.670000076293945
2019-08-12,13.670000076293945
2019-08-13,13.670000076293945
2019-08-14,13.600000381469727
2019-08-15,13.649999618530273
2019-08-16,13.670000076293945
2019-08-19,13.65999984741211
2019-08-20,13.65999984741211
2019-08-21,13.800000190734863
2019-08-22,13.609999656677246
2019-08-23,13.510000228881836
2019-08-26,13.5
2019-08-27,13.470000267028809
2019-08-28,13.470000267028809
2019-08-29,13.649999618530273
2019-08-30,13.800000190734863
2019-09-03,13.800000190734863
2019-09-04,13.800000190734863
2019-09-05,13.850000381469727
2019-09-06,13.770000457763672
2019-09-09,14.0
2019-09-10,13.960000038146973
2019-09-11,13.979999542236328
2019-09-12,14.079999923706055
2019-09-13,14.0600004196167
2019-09-16,14.039999961853027
2019-09-17,14.039999961853027
2019-09-18,14.100000381469727
2019-09-19,14.140000343322754
2019-09-20,14.020000457763672
2019-09-23,14.079999923706055
2019-09-24,14.180000305175781
2019-09-25,14.170000076293945
2019-09-26,14.25
2019-09-27,14.170000076293945
2019-09-30,14.0
2019-10-01,14.020000457763672
2019-10-02,13.8100004196167
2019-10-03,13.960000038146973
2019-10-04,13.899999618530273
2019-10-07,13.899999618530273
2019-10-08,13.899999618530273
2019-10-09,14.069999694824219
2019-10-10,13.949999809265137
2019-10-11,13.979999542236328
2019-10-14,13.979999542236328
2019-10-15,14.0
2019-10-16,14.0
2019-10-17,14.0
2019-10-18,14.0
2019-10-21,13.960000038146973
2019-10-22,13.949999809265137
2019-10-23,13.960000038146973
2019-10-24,13.930000305175781
2019-10-25,13.989999771118164
2019-10-28,13.970000267028809
2019-10-29,13.970000267028809
2019-10-30,13.949999809265137
2019-10-31,13.949999809265137
2019-11-01,13.949999809265137
2019-11-04,13.979999542236328
2019-11-05,14.0
2019-11-06,14.0
2019-11-07,14.100000381469727
2019-11-08,14.069999694824219
2019-11-11,14.050000190734863
2019-11-12,14.050000190734863
2019-11-13,14.020000457763672
2019-11-14,14.010000228881836
2019-11-15,14.0
2019-11-18,14.0
2019-11-19,14.050000190734863
2019-11-20,14.0
2019-11-21,14.050000190734863
2019-11-22,14.050000190734863
2019-11-25,14.020000457763672
2019-11-26,14.020000457763672
2019-11-27,14.010000228881836
2019-11-29,14.010000228881836
2019-12-02,14.010000228881836
2019-12-03,14.010000228881836
2019-12-04,14.010000228881836
2019-12-05,14.0600004196167
2019-12-06,14.069999694824219
2019-12-09,14.069999694824219
2019-12-10,14.039999961853027
2019-12-11,14.039999961853027
2019-12-12,14.140000343322754
2019-12-13,14.130000114440918
2019-12-16,14.119999885559082
2019-12-17,14.109999656677246
2019-12-18,14.130000114440918
2019-12-19,14.210000038146973
2019-12-20,14.399999618530273
2019-12-23,14.199999809265137
2019-12-24,14.199999809265137
2019-12-26,14.119999885559082
2019-12-27,14.149999618530273
2019-12-30,14.1899995803833
2019-12-31,14.119999885559082
2020-01-02,14.15999984741211
2020-01-03,14.149999618530273
2020-01-06,14.220000267028809
2020-01-07,14.220000267028809
2020-01-08,14.220000267028809
2020-01-09,14.15999984741211
2020-01-10,14.15999984741211
2020-01-13,14.170000076293945
2020-01-14,14.1899995803833
2020-01-15,14.170000076293945
2020-01-16,14.170000076293945
2020-01-17,14.170000076293945
2020-01-21,14.170000076293945
2020-01-22,14.199999809265137
2020-01-23,14.199999809265137
2020-01-24,14.180000305175781
2020-01-27,14.119999885559082
2020-01-28,14.1899995803833
2020-01-29,14.119999885559082
2020-01-30,14.199999809265137
2020-01-31,14.199999809265137
2020-02-03,14.1899995803833
2020-02-04,14.25
2020-02-05,14.3100004196167
2020-02-06,14.3100004196167
2020-02-07,14.25
2020-02-10,14.25
2020-02-11,14.350000381469727
2020-02-12,14.350000381469727
2020-02-13,14.350000381469727
2020-02-14,14.350000381469727
2020-02-18,14.300000190734863
2020-02-19,14.300000190734863
2020-02-20,14.300000190734863
2020-02-21,14.300000190734863
2020-02-24,14.390000343322754
2020-02-25,14.359999656677246
2020-02-26,14.359999656677246
2020-02-27,14.300000190734863
2020-02-28,14.0
2020-03-02,14.050000190734863
2020-03-03,13.9399995803833
2020-03-04,14.199999809265137
2020-03-05,14.149999618530273
2020-03-06,14.0
2020-03-09,13.420000076293945
2020-03-10,13.010000228881836
2020-03-11,12.670000076293945
2020-03-12,10.649999618530273
2020-03-13,11.5
2020-03-16,13.079999923706055
2020-03-17,13.130000114440918
2020-03-18,12.569999694824219
2020-03-19,12.100000381469727
2020-03-20,11.869999885559082
2020-03-23,10.699999809265137
2020-03-24,10.779999732971191
2020-03-25,10.899999618530273
2020-03-26,11.390000343322754
2020-03-27,11.779999732971191
2020-03-30,11.5
2020-03-31,11.579999923706055
2020-04-01,11.420000076293945
2020-04-02,11.210000038146973
2020-04-03,10.920000076293945
2020-04-06,10.699999809265137
2020-04-07,12.34000015258789
2020-04-08,11.579999923706055
2020-04-09,11.970000267028809
2020-04-13,11.970000267028809
2020-04-14,11.800000190734863
2020-04-15,11.899999618530273
2020-04-16,11.420000076293945
2020-04-17,11.579999923706055
2020-04-20,11.680000305175781
2020-04-21,11.680000305175781
2020-04-22,11.789999961853027
2020-04-23,11.899999618530273
2020-04-24,11.949999809265137
2020-04-27,11.949999809265137
2020-04-28,12.180000305175781
2020-04-29,12.0
2020-04-30,12.0
2020-05-01,12.0
2020-05-04,11.84000015258789
2020-05-05,11.800000190734863
2020-05-06,11.960000038146973
2020-05-07,11.899999618530273
2020-05-08,11.9399995803833
2020-05-11,11.899999618530273
2020-05-12,11.899999618530273
2020-05-13,12.300000190734863
2020-05-14,12.300000190734863
2020-05-15,12.0
2020-05-18,12.0
2020-05-19,12.140000343322754
2020-05-20,12.350000381469727
2020-05-21,11.899999618530273
2020-05-22,12.100000381469727
2020-05-26,12.100000381469727
2020-05-27,12.15999984741211
2020-05-28,11.90999984741211
2020-05-29,11.949999809265137
2020-06-01,12.0
2020-06-02,12.0
2020-06-03,12.0
2020-06-04,12.079999923706055
2020-06-05,12.199999809265137
2020-06-08,12.199999809265137
2020-06-09,12.0
2020-06-10,12.0
2020-06-11,11.989999771118164
2020-06-12,12.0
2020-06-15,12.359999656677246
2020-06-16,12.359999656677246
2020-06-17,12.199999809265137
2020-06-18,12.319999694824219
2020-06-19,12.460000038146973
2020-06-22,12.510000228881836
2020-06-23,12.5
2020-06-24,12.5
2020-06-25,12.0600004196167
2020-06-26,12.270000457763672
2020-06-29,11.90999984741211
2020-06-30,12.300000190734863
2020-07-01,12.300000190734863
2020-07-02,12.0
2020-07-06,12.300000190734863
2020-07-07,11.949999809265137
2020-07-08,11.720000267028809
2020-07-09,11.640000343322754
2020-07-10,11.640000343322754
2020-07-13,11.640000343322754
2020-07-14,11.640000343322754
2020-07-15,12.0
2020-07-16,12.0
2020-07-17,11.8100004196167
2020-07-20,11.680000305175781
2020-07-21,11.680000305175781
2020-07-22,11.680000305175781
2020-07-23,11.65999984741211
2020-07-24,11.65999984741211
2020-07-27,12.25
2020-07-28,12.0
2020-07-29,12.029999732971191
2020-07-30,12.029999732971191
2020-07-31,12.010000228881836
2020-08-03,12.0
2020-08-04,12.0
2020-08-05,12.0
2020-08-06,11.949999809265137
2020-08-07,12.0
2020-08-10,11.989999771118164
2020-08-11,12.180000305175781
2020-08-12,12.050000190734863
2020-08-13,12.050000190734863
2020-08-14,12.180000305175781
2020-08-17,12.0
2020-08-18,12.0
2020-08-19,12.0
2020-08-20,11.960000038146973
2020-08-21,11.989999771118164
2020-08-24,12.0
2020-08-25,11.899999618530273
2020-08-26,11.930000305175781
2020-08-27,12.0
2020-08-28,11.949999809265137
2020-08-31,11.989999771118164
2020-09-01,11.949999809265137
2020-09-02,11.949999809265137
2020-09-03,12.0
2020-09-04,12.0
2020-09-08,11.979999542236328
2020-09-09,12.050000190734863
2020-09-10,12.029999732971191
2020-09-11,12.020000457763672
2020-09-14,12.079999923706055
2020-09-15,12.619999885559082
2020-09-16,12.15999984741211
2020-09-17,12.119999885559082
2020-09-18,12.800000190734863
2020-09-21,12.800000190734863
2020-09-22,12.460000038146973
2020-09-23,12.460000038146973
2020-09-24,12.289999961853027
2020-09-25,12.289999961853027
2020-09-28,12.319999694824219
2020-09-29,12.449999809265137
2020-09-30,12.260000228881836
2020-10-01,12.25
2020-10-02,12.25
2020-10-05,12.350000381469727
2020-10-06,12.4399995803833
2020-10-07,12.4399995803833
2020-10-08,12.75
2020-10-09,12.75
2020-10-12,12.569999694824219
2020-10-13,12.569999694824219
2020-10-14,12.90999984741211
2020-10-15,12.90999984741211
2020-10-16,12.90999984741211
2020-10-19,12.720000267028809
2020-10-20,12.460000038146973
2020-10-21,12.460000038146973
2020-10-22,12.25
2020-10-23,12.25
2020-10-26,12.25
2020-10-27,12.760000228881836
2020-10-28,12.760000228881836
2020-10-29,12.760000228881836
2020-10-30,12.640000343322754
2020-11-02,12.420000076293945
2020-11-03,12.489999771118164
2020-11-04,12.489999771118164
2020-11-05,12.489999771118164
2020-11-06,12.399999618530273
2020-11-09,13.0
2020-11-10,13.210000038146973
2020-11-11,12.899999618530273
2020-11-12,12.899999618530273
2020-11-13,13.0
2020-11-16,13.0
2020-11-17,13.0
2020-11-18,13.0
2020-11-19,13.100000381469727
2020-11-20,13.739999771118164
2020-11-23,13.199999809265137
2020-11-24,13.25
2020-11-25,13.25
2020-11-27,13.25
2020-11-30,13.25
2020-12-01,13.25
2020-12-02,13.25
2020-12-03,13.25
2020-12-04,13.130000114440918
2020-12-07,13.130000114440918
2020-12-08,13.130000114440918
2020-12-09,13.25
2020-12-10,13.25
2020-12-11,13.270000457763672
2020-12-14,13.40999984741211
2020-12-15,14.069999694824219
2020-12-16,13.65999984741211
2020-12-17,13.649999618530273
2020-12-18,13.270000457763672
2020-12-21,13.5
2020-12-22,13.6899995803833
2020-12-23,13.300000190734863
2020-12-24,13.25
2020-12-28,13.25
2020-12-29,13.5
2020-12-30,13.300000190734863
2020-12-31,13.279999732971191
2021-01-04,13.279999732971191
2021-01-05,14.0
2021-01-06,14.430000305175781
2021-01-07,13.510000228881836
2021-01-08,13.510000228881836
2021-01-11,13.859999656677246
2021-01-12,13.789999961853027
2021-01-13,13.600000381469727
2021-01-14,13.600000381469727
2021-01-15,13.699999809265137
2021-01-19,13.800000190734863
2021-01-20,13.869999885559082
2021-01-21,14.25
2021-01-22,13.989999771118164
2021-01-25,14.40999984741211
2021-01-26,14.40999984741211
2021-01-27,14.40999984741211
2021-01-28,13.979999542236328
2021-01-29,13.949999809265137
2021-02-01,13.949999809265137
2021-02-02,13.949999809265137
2021-02-03,13.949999809265137
2021-02-04,13.949999809265137
2021-02-05,13.949999809265137
2021-02-08,14.0
2021-02-09,14.0
2021-02-10,14.0
2021-02-11,14.0
2021-02-12,14.0
2021-02-16,14.0
2021-02-17,14.0
2021-02-18,14.15999984741211
2021-02-19,14.420000076293945
2021-02-22,14.329999923706055
2021-02-23,14.380000114440918
2021-02-24,14.100000381469727
2021-02-25,14.350000381469727
2021-02-26,14.649999618530273
2021-03-01,14.489999771118164
2021-03-02,14.899999618530273
2021-03-03,14.5600004196167
2021-03-04,14.260000228881836
2021-03-05,14.029999732971191
2021-03-08,14.270000457763672
2021-03-09,14.300000190734863
2021-03-10,14.119999885559082
2021-03-11,14.029999732971191
2021-03-12,14.270000457763672
2021-03-15,14.289999961853027
2021-03-16,14.289999961853027
2021-03-17,14.0600004196167
2021-03-18,14.0600004196167
2021-03-19,14.300000190734863
2021-03-22,14.09000015258789
2021-03-23,14.100000381469727
2021-03-24,14.25
2021-03-25,14.100000381469727
2021-03-26,13.760000228881836
2021-03-29,14.020000457763672
2021-03-30,14.109999656677246
2021-03-31,14.020000457763672
2021-04-01,14.0
2021-04-05,14.079999923706055
2021-04-06,14.199999809265137
2021-04-07,14.149999618530273
2021-04-08,14.149999618530273
2021-04-09,14.180000305175781
2021-04-12,14.180000305175781
2021-04-13,14.199999809265137
2021-04-14,14.25
2021-04-15,14.25
2021-04-16,14.199999809265137
2021-04-19,14.170000076293945
2021-04-20,14.220000267028809
2021-04-21,14.170000076293945
2021-04-22,14.300000190734863
2021-04-23,14.220000267028809
2021-04-26,14.350000381469727
2021-04-27,14.699999809265137
2021-04-28,14.449999809265137
2021-04-29,14.470000267028809
2021-04-30,14.550000190734863
2021-05-03,14.600000381469727
2021-05-04,14.8100004196167
2021-05-05,14.8100004196167
2021-05-06,14.8100004196167
2021-05-07,14.649999618530273
2021-05-10,14.649999618530273
2021-05-11,14.789999961853027
2021-05-12,14.649999618530273
2021-05-13,14.569999694824219
2021-05-14,14.5600004196167
