,AGZD
2013-12-18,50.060001373291016
2013-12-19,50.06999969482422
2013-12-20,49.900001525878906
2013-12-23,50.0
2013-12-24,50.099998474121094
2013-12-26,50.099998474121094
2013-12-27,50.06999969482422
2013-12-30,49.97999954223633
2013-12-31,50.0
2014-01-02,49.93000030517578
2014-01-03,49.93000030517578
2014-01-06,49.93000030517578
2014-01-07,50.08000183105469
2014-01-08,50.150001525878906
2014-01-09,50.119998931884766
2014-01-10,50.0099983215332
2014-01-13,50.0099983215332
2014-01-14,50.02000045776367
2014-01-15,50.0099983215332
2014-01-16,50.09000015258789
2014-01-17,50.04999923706055
2014-01-21,50.02000045776367
2014-01-22,50.11000061035156
2014-01-23,49.79999923706055
2014-01-24,49.900001525878906
2014-01-27,49.970001220703125
2014-01-28,50.0
2014-01-29,50.0
2014-01-30,49.970001220703125
2014-01-31,49.90999984741211
2014-02-03,49.90999984741211
2014-02-04,49.90999984741211
2014-02-05,49.900001525878906
2014-02-06,49.900001525878906
2014-02-07,49.97999954223633
2014-02-10,49.97999954223633
2014-02-11,49.97999954223633
2014-02-12,50.09000015258789
2014-02-13,50.09000015258789
2014-02-14,50.09000015258789
2014-02-18,50.09000015258789
2014-02-19,50.08000183105469
2014-02-20,50.08000183105469
2014-02-21,49.400001525878906
2014-02-24,49.400001525878906
2014-02-25,49.400001525878906
2014-02-26,49.400001525878906
2014-02-27,49.81999969482422
2014-02-28,49.81999969482422
2014-03-03,49.959999084472656
2014-03-04,49.959999084472656
2014-03-05,50.099998474121094
2014-03-06,50.099998474121094
2014-03-07,50.099998474121094
2014-03-10,50.099998474121094
2014-03-11,50.09000015258789
2014-03-12,50.09000015258789
2014-03-13,50.09000015258789
2014-03-14,50.09000015258789
2014-03-17,50.09000015258789
2014-03-18,50.09000015258789
2014-03-19,50.119998931884766
2014-03-20,50.119998931884766
2014-03-21,50.119998931884766
2014-03-24,50.119998931884766
2014-03-25,50.119998931884766
2014-03-26,50.119998931884766
2014-03-27,50.119998931884766
2014-03-28,50.119998931884766
2014-03-31,50.119998931884766
2014-04-01,50.119998931884766
2014-04-02,50.119998931884766
2014-04-03,50.119998931884766
2014-04-04,50.119998931884766
2014-04-07,50.119998931884766
2014-04-08,50.119998931884766
2014-04-09,50.119998931884766
2014-04-10,50.119998931884766
2014-04-11,50.119998931884766
2014-04-14,50.0099983215332
2014-04-15,50.0099983215332
2014-04-16,50.0099983215332
2014-04-17,50.0099983215332
2014-04-21,50.0099983215332
2014-04-22,50.0099983215332
2014-04-23,50.0099983215332
2014-04-24,50.11000061035156
2014-04-25,50.11000061035156
2014-04-28,50.08000183105469
2014-04-29,50.08000183105469
2014-04-30,50.08000183105469
2014-05-01,50.0
2014-05-02,50.0
2014-05-05,50.0
2014-05-06,50.20000076293945
2014-05-07,49.88999938964844
2014-05-08,50.15999984741211
2014-05-09,50.15999984741211
2014-05-12,50.20000076293945
2014-05-13,50.08000183105469
2014-05-14,50.060001373291016
2014-05-15,50.099998474121094
2014-05-16,50.099998474121094
2014-05-19,50.099998474121094
2014-05-20,50.099998474121094
2014-05-21,50.029998779296875
2014-05-22,50.029998779296875
2014-05-23,49.91999816894531
2014-05-27,49.880001068115234
2014-05-28,49.970001220703125
2014-05-29,49.97999954223633
2014-05-30,50.029998779296875
2014-06-02,49.970001220703125
2014-06-03,50.02000045776367
2014-06-04,49.91999816894531
2014-06-05,50.0
2014-06-06,50.0
2014-06-09,50.060001373291016
2014-06-10,50.060001373291016
2014-06-11,50.150001525878906
2014-06-12,49.970001220703125
2014-06-13,50.08000183105469
2014-06-16,50.08000183105469
2014-06-17,50.08000183105469
2014-06-18,50.08000183105469
2014-06-19,50.08000183105469
2014-06-20,50.08000183105469
2014-06-23,50.08000183105469
2014-06-24,50.029998779296875
2014-06-25,49.810001373291016
2014-06-26,49.93000030517578
2014-06-27,50.0
2014-06-30,50.040000915527344
2014-07-01,50.06999969482422
2014-07-02,50.119998931884766
2014-07-03,50.09000015258789
2014-07-07,49.7599983215332
2014-07-08,49.93000030517578
2014-07-09,50.060001373291016
2014-07-10,50.060001373291016
2014-07-11,49.970001220703125
2014-07-14,50.060001373291016
2014-07-15,50.130001068115234
2014-07-16,50.0099983215332
2014-07-17,49.72999954223633
2014-07-18,49.95000076293945
2014-07-21,49.97999954223633
2014-07-22,49.95000076293945
2014-07-23,49.9900016784668
2014-07-24,50.060001373291016
2014-07-25,49.97999954223633
2014-07-28,49.97999954223633
2014-07-29,50.119998931884766
2014-07-30,50.02000045776367
2014-07-31,49.90999984741211
2014-08-01,49.58000183105469
2014-08-04,49.650001525878906
2014-08-05,49.65999984741211
2014-08-06,49.63999938964844
2014-08-07,49.77000045776367
2014-08-08,49.849998474121094
2014-08-11,49.849998474121094
2014-08-12,49.90999984741211
2014-08-13,49.90999984741211
2014-08-14,49.90999984741211
2014-08-15,49.70000076293945
2014-08-18,49.790000915527344
2014-08-19,49.790000915527344
2014-08-20,49.70000076293945
2014-08-21,49.7400016784668
2014-08-22,49.7599983215332
2014-08-25,49.790000915527344
2014-08-26,50.18000030517578
2014-08-27,50.06999969482422
2014-08-28,50.06999969482422
2014-08-29,50.06999969482422
2014-09-02,50.150001525878906
2014-09-03,50.06999969482422
2014-09-04,49.959999084472656
2014-09-05,49.88999938964844
2014-09-08,49.959999084472656
2014-09-09,49.86000061035156
2014-09-10,49.83000183105469
2014-09-11,49.779998779296875
2014-09-12,50.0099983215332
2014-09-15,49.630001068115234
2014-09-16,49.79999923706055
2014-09-17,49.849998474121094
2014-09-18,49.84000015258789
2014-09-19,49.790000915527344
2014-09-22,49.779998779296875
2014-09-23,49.779998779296875
2014-09-24,49.72999954223633
2014-09-25,49.779998779296875
2014-09-26,49.72999954223633
2014-09-29,49.79999923706055
2014-09-30,49.79999923706055
2014-10-01,49.65999984741211
2014-10-02,49.56999969482422
2014-10-03,49.7599983215332
2014-10-06,49.65999984741211
2014-10-07,49.7599983215332
2014-10-08,49.599998474121094
2014-10-09,49.65999984741211
2014-10-10,49.689998626708984
2014-10-13,49.709999084472656
2014-10-14,49.599998474121094
2014-10-15,49.31999969482422
2014-10-16,49.65999984741211
2014-10-17,49.310001373291016
2014-10-20,49.380001068115234
2014-10-21,49.439998626708984
2014-10-22,49.45000076293945
2014-10-23,49.599998474121094
2014-10-24,49.36000061035156
2014-10-27,49.470001220703125
2014-10-28,49.54999923706055
2014-10-29,49.45000076293945
2014-10-30,49.66999816894531
2014-10-31,49.650001525878906
2014-11-03,49.52000045776367
2014-11-04,49.61000061035156
2014-11-05,49.540000915527344
2014-11-06,49.52000045776367
2014-11-07,49.68000030517578
2014-11-10,49.65999984741211
2014-11-11,49.66999816894531
2014-11-12,49.599998474121094
2014-11-13,49.439998626708984
2014-11-14,49.58000183105469
2014-11-17,49.58000183105469
2014-11-18,49.560001373291016
2014-11-19,49.45000076293945
2014-11-20,49.459999084472656
2014-11-21,49.43000030517578
2014-11-24,49.5099983215332
2014-11-25,49.38999938964844
2014-11-26,49.52000045776367
2014-11-28,49.529998779296875
2014-12-01,49.40999984741211
2014-12-02,49.5
2014-12-03,49.5
2014-12-04,49.849998474121094
2014-12-05,49.56999969482422
2014-12-08,49.720001220703125
2014-12-09,49.41999816894531
2014-12-10,49.31999969482422
2014-12-11,49.459999084472656
2014-12-12,49.130001068115234
2014-12-15,49.209999084472656
2014-12-16,49.2400016784668
2014-12-17,49.16999816894531
2014-12-18,49.36000061035156
2014-12-19,49.18000030517578
2014-12-22,49.16999816894531
2014-12-23,49.2400016784668
2014-12-24,49.290000915527344
2014-12-26,49.279998779296875
2014-12-29,49.34000015258789
2014-12-30,49.18000030517578
2014-12-31,49.34000015258789
2015-01-02,49.290000915527344
2015-01-05,49.27000045776367
2015-01-06,49.02000045776367
2015-01-07,49.099998474121094
2015-01-08,49.18000030517578
2015-01-09,49.0
2015-01-12,49.060001373291016
2015-01-13,49.09000015258789
2015-01-14,48.959999084472656
2015-01-15,48.849998474121094
2015-01-16,48.790000915527344
2015-01-20,48.79999923706055
2015-01-21,48.81999969482422
2015-01-22,48.849998474121094
2015-01-23,48.84000015258789
2015-01-26,49.02000045776367
2015-01-27,48.810001373291016
2015-01-28,48.86000061035156
2015-01-29,48.869998931884766
2015-01-30,48.83000183105469
2015-02-02,48.83000183105469
2015-02-03,48.93000030517578
2015-02-04,48.900001525878906
2015-02-05,48.849998474121094
2015-02-06,49.11000061035156
2015-02-09,49.2599983215332
2015-02-10,49.290000915527344
2015-02-11,49.06999969482422
2015-02-12,49.11000061035156
2015-02-13,49.11000061035156
2015-02-17,49.04999923706055
2015-02-18,49.099998474121094
2015-02-19,49.11000061035156
2015-02-20,49.150001525878906
2015-02-23,49.099998474121094
2015-02-24,49.09000015258789
2015-02-25,48.9900016784668
2015-02-26,49.27000045776367
2015-02-27,49.22999954223633
2015-03-02,49.189998626708984
2015-03-03,49.16999816894531
2015-03-04,49.130001068115234
2015-03-05,49.29999923706055
2015-03-06,49.11000061035156
2015-03-09,49.25
2015-03-10,49.27000045776367
2015-03-11,49.16999816894531
2015-03-12,49.119998931884766
2015-03-13,49.119998931884766
2015-03-16,49.150001525878906
2015-03-17,49.08000183105469
2015-03-18,48.93000030517578
2015-03-19,49.02000045776367
2015-03-20,49.099998474121094
2015-03-23,48.869998931884766
2015-03-24,48.9900016784668
2015-03-25,48.810001373291016
2015-03-26,48.91999816894531
2015-03-27,48.86000061035156
2015-03-30,49.08000183105469
2015-03-31,49.060001373291016
2015-04-01,49.290000915527344
2015-04-02,49.08000183105469
2015-04-06,49.189998626708984
2015-04-07,49.029998779296875
2015-04-08,49.08000183105469
2015-04-09,48.90999984741211
2015-04-10,49.029998779296875
2015-04-13,48.959999084472656
2015-04-14,49.11000061035156
2015-04-15,49.04999923706055
2015-04-16,49.0
2015-04-17,49.08000183105469
2015-04-20,48.970001220703125
2015-04-21,49.02000045776367
2015-04-22,49.06999969482422
2015-04-23,49.0
2015-04-24,48.97999954223633
2015-04-27,48.93000030517578
2015-04-28,48.900001525878906
2015-04-29,48.95000076293945
2015-04-30,48.970001220703125
2015-05-01,48.90999984741211
2015-05-04,48.90999984741211
2015-05-05,49.040000915527344
2015-05-06,49.060001373291016
2015-05-07,49.0099983215332
2015-05-08,48.959999084472656
2015-05-11,49.02000045776367
2015-05-12,49.040000915527344
2015-05-13,48.849998474121094
2015-05-14,48.93000030517578
2015-05-15,48.790000915527344
2015-05-18,49.04999923706055
2015-05-19,48.849998474121094
2015-05-20,48.88999938964844
2015-05-21,49.0099983215332
2015-05-22,48.84000015258789
2015-05-26,48.83000183105469
2015-05-27,48.83000183105469
2015-05-28,48.849998474121094
2015-05-29,48.83000183105469
2015-06-01,48.66999816894531
2015-06-02,48.7599983215332
2015-06-03,48.7599983215332
2015-06-04,48.689998626708984
2015-06-05,48.91999816894531
2015-06-08,48.75
2015-06-09,48.90999984741211
2015-06-10,48.900001525878906
2015-06-11,48.790000915527344
2015-06-12,48.7400016784668
2015-06-15,48.849998474121094
2015-06-16,48.79999923706055
2015-06-17,48.849998474121094
2015-06-18,48.77000045776367
2015-06-19,48.7599983215332
2015-06-22,48.560001373291016
2015-06-23,48.709999084472656
2015-06-24,48.65999984741211
2015-06-25,48.630001068115234
2015-06-26,48.599998474121094
2015-06-29,48.52000045776367
2015-06-30,48.63999938964844
2015-07-01,48.7400016784668
2015-07-02,48.84000015258789
2015-07-06,48.810001373291016
2015-07-07,48.790000915527344
2015-07-08,48.79999923706055
2015-07-09,48.81999969482422
2015-07-10,48.72999954223633
2015-07-13,48.91999816894531
2015-07-14,48.72999954223633
2015-07-15,48.97999954223633
2015-07-16,48.70000076293945
2015-07-17,48.75
2015-07-20,48.70000076293945
2015-07-21,48.56999969482422
2015-07-22,48.88999938964844
2015-07-23,48.93000030517578
2015-07-24,48.900001525878906
2015-07-27,48.560001373291016
2015-07-28,48.709999084472656
2015-07-29,48.619998931884766
2015-07-30,48.86000061035156
2015-07-31,48.63999938964844
2015-08-03,48.59000015258789
2015-08-04,48.5099983215332
2015-08-05,49.0
2015-08-06,48.560001373291016
2015-08-07,48.650001525878906
2015-08-10,48.619998931884766
2015-08-11,48.630001068115234
2015-08-12,48.4900016784668
2015-08-13,48.43000030517578
2015-08-14,48.400001525878906
2015-08-17,48.380001068115234
2015-08-18,48.349998474121094
2015-08-19,48.2400016784668
2015-08-20,48.2400016784668
2015-08-21,48.11000061035156
2015-08-24,47.79999923706055
2015-08-25,47.88999938964844
2015-08-26,47.810001373291016
2015-08-27,47.93000030517578
2015-08-28,47.88999938964844
2015-08-31,48.09000015258789
2015-09-01,47.90999984741211
2015-09-02,48.08000183105469
2015-09-03,48.04999923706055
2015-09-04,48.08000183105469
2015-09-08,47.97999954223633
2015-09-09,48.13999938964844
2015-09-10,48.099998474121094
2015-09-11,48.099998474121094
2015-09-14,48.060001373291016
2015-09-15,48.20000076293945
2015-09-16,48.20000076293945
2015-09-17,48.13999938964844
2015-09-18,48.0
2015-09-21,48.11000061035156
2015-09-22,47.9900016784668
2015-09-23,48.119998931884766
2015-09-24,48.060001373291016
2015-09-25,47.900001525878906
2015-09-28,48.060001373291016
2015-09-29,47.939998626708984
2015-09-30,47.97999954223633
2015-10-01,47.81999969482422
2015-10-02,47.81999969482422
2015-10-05,47.790000915527344
2015-10-06,47.880001068115234
2015-10-07,47.90999984741211
2015-10-08,47.95000076293945
2015-10-09,47.91999816894531
2015-10-12,48.040000915527344
2015-10-13,47.93000030517578
2015-10-14,47.869998931884766
2015-10-15,47.900001525878906
2015-10-16,48.0099983215332
2015-10-19,47.880001068115234
2015-10-20,47.9900016784668
2015-10-21,47.869998931884766
2015-10-22,47.93000030517578
2015-10-23,48.09000015258789
