,SRE
2006-08-11,47.040000915527344
2006-08-14,46.93000030517578
2006-08-15,47.349998474121094
2006-08-16,47.11000061035156
2006-08-17,47.31999969482422
2006-08-18,47.689998626708984
2006-08-21,47.61000061035156
2006-08-22,48.2599983215332
2006-08-23,47.77000045776367
2006-08-24,48.119998931884766
2006-08-25,48.40999984741211
2006-08-28,49.22999954223633
2006-08-29,49.369998931884766
2006-08-30,49.09000015258789
2006-08-31,49.720001220703125
2006-09-01,49.70000076293945
2006-09-05,49.13999938964844
2006-09-06,49.13999938964844
2006-09-07,49.349998474121094
2006-09-08,49.86000061035156
2006-09-11,49.66999816894531
2006-09-12,49.83000183105469
2006-09-13,49.16999816894531
2006-09-14,48.91999816894531
2006-09-15,49.470001220703125
2006-09-18,48.709999084472656
2006-09-19,48.97999954223633
2006-09-20,49.09000015258789
2006-09-21,48.939998626708984
2006-09-22,48.790000915527344
2006-09-25,49.970001220703125
2006-09-26,49.720001220703125
2006-09-27,50.470001220703125
2006-09-28,50.75
2006-09-29,50.25
2006-10-02,50.560001373291016
2006-10-03,51.34000015258789
2006-10-04,51.45000076293945
2006-10-05,51.599998474121094
2006-10-06,51.2599983215332
2006-10-09,51.29999923706055
2006-10-10,51.630001068115234
2006-10-11,51.619998931884766
2006-10-12,52.22999954223633
2006-10-13,52.25
2006-10-16,52.779998779296875
2006-10-17,53.04999923706055
2006-10-18,53.5099983215332
2006-10-19,53.43000030517578
2006-10-20,53.810001373291016
2006-10-23,53.439998626708984
2006-10-24,53.2400016784668
2006-10-25,53.439998626708984
2006-10-26,53.56999969482422
2006-10-27,53.099998474121094
2006-10-30,52.90999984741211
2006-10-31,53.040000915527344
2006-11-01,53.119998931884766
2006-11-02,53.18000030517578
2006-11-03,52.56999969482422
2006-11-06,52.11000061035156
2006-11-07,52.15999984741211
2006-11-08,52.72999954223633
2006-11-09,53.119998931884766
2006-11-10,53.88999938964844
2006-11-13,54.29999923706055
2006-11-14,54.400001525878906
2006-11-15,54.349998474121094
2006-11-16,54.83000183105469
2006-11-17,54.59000015258789
2006-11-20,54.90999984741211
2006-11-21,54.720001220703125
2006-11-22,54.75
2006-11-24,54.5099983215332
2006-11-27,53.7400016784668
2006-11-28,54.400001525878906
2006-11-29,55.18000030517578
2006-11-30,54.5
2006-12-01,55.04999923706055
2006-12-04,55.63999938964844
2006-12-05,56.08000183105469
2006-12-06,56.099998474121094
2006-12-07,55.849998474121094
2006-12-08,55.63999938964844
2006-12-11,55.83000183105469
2006-12-12,56.36000061035156
2006-12-13,56.36000061035156
2006-12-14,56.779998779296875
2006-12-15,56.75
2006-12-18,56.40999984741211
2006-12-19,56.13999938964844
2006-12-20,55.529998779296875
2006-12-21,55.18000030517578
2006-12-22,55.209999084472656
2006-12-26,55.290000915527344
2006-12-27,56.150001525878906
2006-12-28,56.33000183105469
2006-12-29,56.040000915527344
2007-01-03,56.77000045776367
2007-01-04,56.27000045776367
2007-01-05,55.189998626708984
2007-01-08,54.9900016784668
2007-01-09,55.630001068115234
2007-01-10,55.630001068115234
2007-01-11,55.790000915527344
2007-01-12,55.47999954223633
2007-01-16,56.22999954223633
2007-01-17,55.900001525878906
2007-01-18,55.72999954223633
2007-01-19,55.95000076293945
2007-01-22,56.380001068115234
2007-01-23,57.349998474121094
2007-01-24,58.0
2007-01-25,57.349998474121094
2007-01-26,57.29999923706055
2007-01-29,56.849998474121094
2007-01-30,57.029998779296875
2007-01-31,57.380001068115234
2007-02-01,57.709999084472656
2007-02-02,57.790000915527344
2007-02-05,58.209999084472656
2007-02-06,59.290000915527344
2007-02-07,60.130001068115234
2007-02-08,60.63999938964844
2007-02-09,60.369998931884766
2007-02-12,60.25
2007-02-13,60.70000076293945
2007-02-14,60.900001525878906
2007-02-15,60.45000076293945
2007-02-16,60.45000076293945
2007-02-20,60.619998931884766
2007-02-21,60.36000061035156
2007-02-22,60.45000076293945
2007-02-23,60.599998474121094
2007-02-26,61.54999923706055
2007-02-27,60.400001525878906
2007-02-28,60.04999923706055
2007-03-01,60.150001525878906
2007-03-02,59.33000183105469
2007-03-05,58.13999938964844
2007-03-06,59.38999938964844
2007-03-07,59.58000183105469
2007-03-08,59.880001068115234
2007-03-09,59.849998474121094
2007-03-12,60.63999938964844
2007-03-13,59.61000061035156
2007-03-14,60.13999938964844
2007-03-15,60.560001373291016
2007-03-16,60.15999984741211
2007-03-19,60.84000015258789
2007-03-20,61.11000061035156
2007-03-21,61.79999923706055
2007-03-22,61.86000061035156
2007-03-23,61.9900016784668
2007-03-26,62.20000076293945
2007-03-27,62.2599983215332
2007-03-28,61.90999984741211
2007-03-29,61.43000030517578
2007-03-30,61.0099983215332
2007-04-02,61.939998626708984
2007-04-03,61.81999969482422
2007-04-04,61.59000015258789
2007-04-05,61.400001525878906
2007-04-09,62.25
2007-04-10,62.90999984741211
2007-04-11,63.650001525878906
2007-04-12,64.31999969482422
2007-04-13,63.849998474121094
2007-04-16,64.12000274658203
2007-04-17,64.44999694824219
2007-04-18,63.79999923706055
2007-04-19,63.619998931884766
2007-04-20,64.26000213623047
2007-04-23,64.81999969482422
2007-04-24,65.51000213623047
2007-04-25,66.29000091552734
2007-04-26,64.80999755859375
2007-04-27,64.12999725341797
2007-04-30,63.47999954223633
2007-05-01,63.7400016784668
2007-05-02,63.2400016784668
2007-05-03,63.5099983215332
2007-05-04,63.029998779296875
2007-05-07,62.72999954223633
2007-05-08,62.45000076293945
2007-05-09,62.310001373291016
2007-05-10,61.900001525878906
2007-05-11,62.130001068115234
2007-05-14,62.02000045776367
2007-05-15,62.5
2007-05-16,63.150001525878906
2007-05-17,63.2400016784668
2007-05-18,64.05000305175781
2007-05-21,64.31999969482422
2007-05-22,64.5
2007-05-23,64.5199966430664
2007-05-24,62.209999084472656
2007-05-25,61.880001068115234
2007-05-29,61.689998626708984
2007-05-30,61.880001068115234
2007-05-31,61.31999969482422
2007-06-01,61.36000061035156
2007-06-04,61.560001373291016
2007-06-05,60.2400016784668
2007-06-06,59.43000030517578
2007-06-07,57.150001525878906
2007-06-08,59.099998474121094
2007-06-11,59.290000915527344
2007-06-12,58.34000015258789
2007-06-13,59.22999954223633
2007-06-14,59.20000076293945
2007-06-15,59.79999923706055
2007-06-18,58.95000076293945
2007-06-19,62.029998779296875
2007-06-20,60.310001373291016
2007-06-21,60.47999954223633
2007-06-22,58.849998474121094
2007-06-25,59.029998779296875
2007-06-26,58.43000030517578
2007-06-27,59.06999969482422
2007-06-28,58.93000030517578
2007-06-29,59.22999954223633
2007-07-02,60.439998626708984
2007-07-03,60.2599983215332
2007-07-05,59.619998931884766
2007-07-06,59.29999923706055
2007-07-09,60.7400016784668
2007-07-10,59.310001373291016
2007-07-11,58.25
2007-07-12,58.619998931884766
2007-07-13,58.810001373291016
2007-07-16,58.400001525878906
2007-07-17,58.040000915527344
2007-07-18,57.88999938964844
2007-07-19,59.68000030517578
2007-07-20,58.709999084472656
2007-07-23,58.52000045776367
2007-07-24,56.66999816894531
2007-07-25,56.900001525878906
2007-07-26,54.540000915527344
2007-07-27,53.099998474121094
2007-07-30,53.150001525878906
2007-07-31,52.720001220703125
2007-08-01,54.849998474121094
2007-08-02,56.349998474121094
2007-08-03,53.93000030517578
2007-08-06,55.689998626708984
2007-08-07,56.119998931884766
2007-08-08,56.13999938964844
2007-08-09,53.599998474121094
2007-08-10,53.47999954223633
2007-08-13,54.70000076293945
2007-08-14,53.279998779296875
2007-08-15,52.209999084472656
2007-08-16,52.630001068115234
2007-08-17,53.68000030517578
2007-08-20,54.0
2007-08-21,53.86000061035156
2007-08-22,54.130001068115234
2007-08-23,54.529998779296875
2007-08-24,55.970001220703125
2007-08-27,53.939998626708984
2007-08-28,53.599998474121094
2007-08-29,54.869998931884766
2007-08-30,54.560001373291016
2007-08-31,55.029998779296875
2007-09-04,55.349998474121094
2007-09-05,54.4900016784668
2007-09-06,54.86000061035156
2007-09-07,54.5099983215332
2007-09-10,55.029998779296875
2007-09-11,56.22999954223633
2007-09-12,56.08000183105469
2007-09-13,55.849998474121094
2007-09-14,56.290000915527344
2007-09-17,56.5099983215332
2007-09-18,58.2599983215332
2007-09-19,59.45000076293945
2007-09-20,59.130001068115234
2007-09-21,59.84000015258789
2007-09-24,59.25
2007-09-25,58.70000076293945
2007-09-26,59.0
2007-09-27,58.900001525878906
2007-09-28,58.119998931884766
2007-10-01,58.97999954223633
2007-10-02,58.25
2007-10-03,58.31999969482422
2007-10-04,58.63999938964844
2007-10-05,58.599998474121094
2007-10-08,58.13999938964844
2007-10-09,58.939998626708984
2007-10-10,58.369998931884766
2007-10-11,59.34000015258789
2007-10-12,59.27000045776367
2007-10-15,59.779998779296875
2007-10-16,59.880001068115234
2007-10-17,59.61000061035156
2007-10-18,59.5099983215332
2007-10-19,58.15999984741211
2007-10-22,58.529998779296875
2007-10-23,58.720001220703125
2007-10-24,58.560001373291016
2007-10-25,59.54999923706055
2007-10-26,60.04999923706055
2007-10-29,60.599998474121094
2007-10-30,60.34000015258789
2007-10-31,61.5099983215332
2007-11-01,60.20000076293945
2007-11-02,61.209999084472656
2007-11-05,62.02000045776367
2007-11-06,62.33000183105469
2007-11-07,60.15999984741211
2007-11-08,61.540000915527344
2007-11-09,60.0
2007-11-12,59.2599983215332
2007-11-13,59.5099983215332
2007-11-14,58.959999084472656
2007-11-15,58.95000076293945
2007-11-16,60.11000061035156
2007-11-19,60.900001525878906
2007-11-20,61.15999984741211
2007-11-21,60.560001373291016
2007-11-23,60.58000183105469
2007-11-26,60.93000030517578
2007-11-27,61.400001525878906
2007-11-28,62.47999954223633
2007-11-29,62.2599983215332
2007-11-30,62.619998931884766
2007-12-03,62.29999923706055
2007-12-04,62.83000183105469
2007-12-05,63.88999938964844
2007-12-06,63.81999969482422
2007-12-07,63.59000015258789
2007-12-10,63.86000061035156
2007-12-11,62.150001525878906
2007-12-12,62.15999984741211
2007-12-13,62.630001068115234
2007-12-14,61.18000030517578
2007-12-17,61.02000045776367
2007-12-18,61.779998779296875
2007-12-19,61.34000015258789
2007-12-20,61.400001525878906
2007-12-21,62.720001220703125
2007-12-24,63.06999969482422
2007-12-26,62.31999969482422
2007-12-27,61.779998779296875
2007-12-28,62.2599983215332
2007-12-31,61.880001068115234
2008-01-02,61.40999984741211
2008-01-03,60.849998474121094
2008-01-04,60.25
2008-01-07,60.599998474121094
2008-01-08,60.97999954223633
2008-01-09,61.95000076293945
2008-01-10,61.779998779296875
2008-01-11,62.56999969482422
2008-01-14,62.45000076293945
2008-01-15,61.650001525878906
2008-01-16,60.439998626708984
2008-01-17,58.560001373291016
2008-01-18,57.29999923706055
2008-01-22,55.09000015258789
2008-01-23,56.11000061035156
2008-01-24,54.97999954223633
2008-01-25,54.09000015258789
2008-01-28,54.790000915527344
2008-01-29,54.9900016784668
2008-01-30,54.849998474121094
2008-01-31,55.900001525878906
2008-02-01,56.97999954223633
2008-02-04,58.11000061035156
2008-02-05,56.150001525878906
2008-02-06,56.16999816894531
2008-02-07,55.86000061035156
2008-02-08,55.61000061035156
2008-02-11,55.119998931884766
2008-02-12,56.54999923706055
2008-02-13,56.380001068115234
2008-02-14,55.72999954223633
2008-02-15,55.540000915527344
2008-02-19,55.31999969482422
2008-02-20,55.209999084472656
2008-02-21,54.41999816894531
2008-02-22,54.45000076293945
2008-02-25,54.869998931884766
2008-02-26,55.77000045776367
2008-02-27,54.95000076293945
2008-02-28,54.86000061035156
2008-02-29,53.130001068115234
2008-03-03,52.7599983215332
2008-03-04,52.56999969482422
2008-03-05,52.75
2008-03-06,52.189998626708984
2008-03-07,52.099998474121094
2008-03-10,51.66999816894531
2008-03-11,52.79999923706055
2008-03-12,52.650001525878906
2008-03-13,52.70000076293945
2008-03-14,52.779998779296875
2008-03-17,51.0
2008-03-18,51.27000045776367
2008-03-19,50.11000061035156
2008-03-20,49.52000045776367
2008-03-24,50.25
2008-03-25,50.75
2008-03-26,51.02000045776367
2008-03-27,53.0
2008-03-28,52.97999954223633
2008-03-31,53.279998779296875
2008-04-01,54.310001373291016
2008-04-02,55.290000915527344
2008-04-03,54.650001525878906
2008-04-04,54.29999923706055
2008-04-07,55.16999816894531
2008-04-08,55.15999984741211
2008-04-09,54.459999084472656
2008-04-10,54.63999938964844
2008-04-11,55.02000045776367
2008-04-14,55.06999969482422
2008-04-15,55.4900016784668
2008-04-16,56.86000061035156
2008-04-17,56.779998779296875
2008-04-18,57.2400016784668
2008-04-21,56.77000045776367
2008-04-22,56.52000045776367
2008-04-23,57.5
2008-04-24,57.2400016784668
2008-04-25,57.040000915527344
2008-04-28,56.97999954223633
2008-04-29,56.66999816894531
2008-04-30,56.66999816894531
2008-05-01,56.880001068115234
2008-05-02,58.79999923706055
2008-05-05,57.72999954223633
2008-05-06,57.88999938964844
2008-05-07,57.27000045776367
2008-05-08,57.15999984741211
2008-05-09,57.15999984741211
2008-05-12,57.88999938964844
2008-05-13,58.310001373291016
2008-05-14,58.970001220703125
2008-05-15,58.790000915527344
2008-05-16,59.189998626708984
2008-05-19,59.349998474121094
2008-05-20,59.27000045776367
2008-05-21,59.29999923706055
2008-05-22,59.150001525878906
2008-05-23,57.540000915527344
2008-05-27,58.58000183105469
2008-05-28,58.220001220703125
2008-05-29,58.0
2008-05-30,57.810001373291016
2008-06-02,57.2400016784668
2008-06-03,56.75
2008-06-04,57.33000183105469
2008-06-05,58.0099983215332
2008-06-06,56.2599983215332
2008-06-09,56.47999954223633
2008-06-10,56.40999984741211
2008-06-11,55.91999816894531
2008-06-12,55.959999084472656
2008-06-13,56.400001525878906
2008-06-16,56.849998474121094
2008-06-17,56.56999969482422
2008-06-18,56.20000076293945
2008-06-19,56.22999954223633
2008-06-20,55.369998931884766
2008-06-23,55.599998474121094
2008-06-24,55.41999816894531
2008-06-25,55.97999954223633
2008-06-26,55.189998626708984
2008-06-27,55.220001220703125
2008-06-30,56.45000076293945
2008-07-01,57.7599983215332
2008-07-02,56.810001373291016
2008-07-03,56.2599983215332
2008-07-07,55.77000045776367
2008-07-08,54.900001525878906
2008-07-09,55.56999969482422
2008-07-10,56.18000030517578
2008-07-11,55.900001525878906
2008-07-14,55.84000015258789
2008-07-15,55.97999954223633
2008-07-16,54.939998626708984
2008-07-17,53.810001373291016
2008-07-18,54.61000061035156
2008-07-21,54.72999954223633
2008-07-22,54.88999938964844
2008-07-23,54.45000076293945
2008-07-24,55.02000045776367
2008-07-25,54.47999954223633
2008-07-28,54.22999954223633
2008-07-29,54.650001525878906
2008-07-30,55.470001220703125
2008-07-31,56.15999984741211
2008-08-01,55.119998931884766
2008-08-04,54.83000183105469
2008-08-05,55.70000076293945
2008-08-06,55.97999954223633
2008-08-07,55.810001373291016
2008-08-08,57.16999816894531
2008-08-11,57.7599983215332
2008-08-12,56.65999984741211
2008-08-13,57.040000915527344
2008-08-14,56.59000015258789
2008-08-15,57.130001068115234
2008-08-18,57.349998474121094
2008-08-19,56.77000045776367
2008-08-20,57.130001068115234
2008-08-21,57.02000045776367
2008-08-22,57.40999984741211
2008-08-25,57.349998474121094
2008-08-26,57.33000183105469
2008-08-27,58.08000183105469
2008-08-28,58.58000183105469
2008-08-29,57.91999816894531
2008-09-02,57.72999954223633
2008-09-03,57.04999923706055
2008-09-04,56.25
2008-09-05,56.08000183105469
2008-09-08,57.36000061035156
2008-09-09,57.20000076293945
2008-09-10,56.939998626708984
2008-09-11,57.70000076293945
2008-09-12,58.16999816894531
2008-09-15,56.41999816894531
2008-09-16,53.040000915527344
2008-09-17,50.56999969482422
2008-09-18,51.7400016784668
2008-09-19,53.4900016784668
2008-09-22,52.689998626708984
2008-09-23,52.16999816894531
2008-09-24,52.09000015258789
2008-09-25,53.45000076293945
2008-09-26,53.15999984741211
2008-09-29,50.84000015258789
2008-09-30,50.470001220703125
2008-10-01,50.83000183105469
2008-10-02,49.75
2008-10-03,49.369998931884766
2008-10-06,45.540000915527344
2008-10-07,38.15999984741211
2008-10-08,39.529998779296875
2008-10-09,38.09000015258789
2008-10-10,38.0
2008-10-13,41.9900016784668
2008-10-14,40.119998931884766
2008-10-15,37.849998474121094
2008-10-16,39.869998931884766
2008-10-17,38.900001525878906
2008-10-20,42.5
2008-10-21,40.9900016784668
2008-10-22,37.689998626708984
2008-10-23,39.11000061035156
2008-10-24,38.11000061035156
2008-10-27,36.9900016784668
2008-10-28,42.540000915527344
2008-10-29,40.58000183105469
2008-10-30,41.79999923706055
2008-10-31,42.61000061035156
2008-11-03,43.20000076293945
2008-11-04,44.34000015258789
2008-11-05,43.470001220703125
2008-11-06,41.029998779296875
2008-11-07,42.70000076293945
2008-11-10,40.95000076293945
2008-11-11,41.77000045776367
2008-11-12,40.95000076293945
2008-11-13,44.470001220703125
2008-11-14,42.09000015258789
2008-11-17,40.79999923706055
2008-11-18,41.5
2008-11-19,40.029998779296875
2008-11-20,39.040000915527344
2008-11-21,43.599998474121094
2008-11-24,44.400001525878906
2008-11-25,45.130001068115234
2008-11-26,45.040000915527344
2008-11-28,46.66999816894531
2008-12-01,41.0
2008-12-02,43.27000045776367
2008-12-03,44.400001525878906
2008-12-04,42.279998779296875
2008-12-05,43.2599983215332
2008-12-08,43.47999954223633
2008-12-09,43.040000915527344
2008-12-10,44.47999954223633
2008-12-11,43.18000030517578
2008-12-12,42.43000030517578
2008-12-15,41.029998779296875
2008-12-16,41.849998474121094
2008-12-17,41.33000183105469
2008-12-18,40.630001068115234
2008-12-19,40.970001220703125
2008-12-22,40.45000076293945
2008-12-23,39.68000030517578
2008-12-24,39.709999084472656
2008-12-26,40.209999084472656
2008-12-29,40.540000915527344
2008-12-30,41.66999816894531
2008-12-31,42.630001068115234
2009-01-02,43.75
2009-01-05,43.970001220703125
2009-01-06,43.66999816894531
2009-01-07,43.0
2009-01-08,43.66999816894531
2009-01-09,43.59000015258789
2009-01-12,43.58000183105469
2009-01-13,43.02000045776367
2009-01-14,42.2599983215332
2009-01-15,43.02000045776367
2009-01-16,43.709999084472656
2009-01-20,41.86000061035156
2009-01-21,44.599998474121094
2009-01-22,43.63999938964844
2009-01-23,43.18000030517578
2009-01-26,44.31999969482422
2009-01-27,45.11000061035156
2009-01-28,45.52000045776367
2009-01-29,44.7599983215332
2009-01-30,43.84000015258789
2009-02-02,44.79999923706055
2009-02-03,45.119998931884766
2009-02-04,45.040000915527344
2009-02-05,45.5099983215332
2009-02-06,46.529998779296875
2009-02-09,46.29999923706055
2009-02-10,44.38999938964844
2009-02-11,44.369998931884766
2009-02-12,43.72999954223633
2009-02-13,43.630001068115234
2009-02-17,41.209999084472656
2009-02-18,40.61000061035156
2009-02-19,40.34000015258789
2009-02-20,39.369998931884766
2009-02-23,39.18000030517578
2009-02-24,41.40999984741211
2009-02-25,41.59000015258789
2009-02-26,42.290000915527344
2009-02-27,41.56999969482422
2009-03-02,39.5099983215332
2009-03-03,38.40999984741211
2009-03-04,39.380001068115234
2009-03-05,37.9900016784668
2009-03-06,38.220001220703125
2009-03-09,36.720001220703125
2009-03-10,38.599998474121094
2009-03-11,39.099998474121094
2009-03-12,40.209999084472656
2009-03-13,40.56999969482422
2009-03-16,41.38999938964844
2009-03-17,42.16999816894531
2009-03-18,43.25
2009-03-19,43.25
2009-03-20,42.810001373291016
2009-03-23,44.790000915527344
2009-03-24,43.810001373291016
2009-03-25,42.93000030517578
2009-03-26,45.060001373291016
2009-03-27,44.790000915527344
2009-03-30,44.900001525878906
2009-03-31,46.2400016784668
2009-04-01,46.720001220703125
2009-04-02,46.849998474121094
2009-04-03,46.849998474121094
2009-04-06,45.619998931884766
2009-04-07,45.04999923706055
2009-04-08,45.470001220703125
2009-04-09,46.130001068115234
2009-04-13,45.97999954223633
2009-04-14,44.90999984741211
2009-04-15,45.63999938964844
2009-04-16,46.220001220703125
2009-04-17,46.40999984741211
2009-04-20,45.310001373291016
2009-04-21,45.599998474121094
2009-04-22,45.0
2009-04-23,44.970001220703125
2009-04-24,45.029998779296875
2009-04-27,45.0099983215332
2009-04-28,45.220001220703125
2009-04-29,45.81999969482422
2009-04-30,46.02000045776367
2009-05-01,46.900001525878906
2009-05-04,48.36000061035156
2009-05-05,47.41999816894531
2009-05-06,45.79999923706055
2009-05-07,45.75
2009-05-08,46.400001525878906
2009-05-11,45.97999954223633
2009-05-12,45.95000076293945
2009-05-13,44.939998626708984
2009-05-14,44.81999969482422
2009-05-15,44.25
2009-05-18,44.40999984741211
2009-05-19,45.59000015258789
2009-05-20,44.9900016784668
2009-05-21,44.5
2009-05-22,44.560001373291016
2009-05-26,46.560001373291016
2009-05-27,45.2599983215332
2009-05-28,45.95000076293945
2009-05-29,45.68000030517578
2009-06-01,46.650001525878906
2009-06-02,46.720001220703125
2009-06-03,46.119998931884766
2009-06-04,46.4900016784668
2009-06-05,46.63999938964844
2009-06-08,47.31999969482422
2009-06-09,47.220001220703125
2009-06-10,47.630001068115234
2009-06-11,48.43000030517578
2009-06-12,49.040000915527344
2009-06-15,48.56999969482422
2009-06-16,48.70000076293945
2009-06-17,48.27000045776367
2009-06-18,49.2599983215332
2009-06-19,48.84000015258789
2009-06-22,49.619998931884766
2009-06-23,48.63999938964844
2009-06-24,48.77000045776367
2009-06-25,49.47999954223633
2009-06-26,49.790000915527344
2009-06-29,50.79999923706055
2009-06-30,49.630001068115234
2009-07-01,49.779998779296875
2009-07-02,48.66999816894531
2009-07-06,49.43000030517578
2009-07-07,47.9900016784668
2009-07-08,47.869998931884766
2009-07-09,47.83000183105469
2009-07-10,47.54999923706055
2009-07-13,48.220001220703125
2009-07-14,48.310001373291016
2009-07-15,48.970001220703125
2009-07-16,48.9900016784668
2009-07-17,48.91999816894531
2009-07-20,49.27000045776367
2009-07-21,49.86000061035156
2009-07-22,49.68000030517578
2009-07-23,51.36000061035156
2009-07-24,52.029998779296875
2009-07-27,52.470001220703125
2009-07-28,51.900001525878906
2009-07-29,51.849998474121094
2009-07-30,52.52000045776367
2009-07-31,52.43000030517578
2009-08-03,52.400001525878906
2009-08-04,52.220001220703125
2009-08-05,51.2400016784668
2009-08-06,50.5099983215332
2009-08-07,50.599998474121094
2009-08-10,50.90999984741211
2009-08-11,51.04999923706055
2009-08-12,51.56999969482422
2009-08-13,51.22999954223633
2009-08-14,51.11000061035156
2009-08-17,50.34000015258789
2009-08-18,50.310001373291016
2009-08-19,50.5099983215332
2009-08-20,50.65999984741211
2009-08-21,51.5
2009-08-24,51.2400016784668
2009-08-25,51.529998779296875
2009-08-26,51.40999984741211
2009-08-27,51.02000045776367
2009-08-28,50.939998626708984
2009-08-31,50.16999816894531
2009-09-01,49.70000076293945
2009-09-02,49.189998626708984
2009-09-03,49.08000183105469
2009-09-04,49.43000030517578
2009-09-08,48.939998626708984
2009-09-09,48.529998779296875
2009-09-10,48.41999816894531
2009-09-11,48.900001525878906
2009-09-14,49.36000061035156
2009-09-15,49.83000183105469
2009-09-16,50.560001373291016
2009-09-17,51.060001373291016
2009-09-18,50.91999816894531
2009-09-21,50.90999984741211
2009-09-22,50.279998779296875
2009-09-23,50.08000183105469
2009-09-24,49.900001525878906
2009-09-25,49.59000015258789
2009-09-28,50.2400016784668
2009-09-29,50.15999984741211
2009-09-30,49.810001373291016
2009-10-01,49.86000061035156
2009-10-02,49.869998931884766
2009-10-05,50.720001220703125
2009-10-06,50.86000061035156
2009-10-07,50.970001220703125
2009-10-08,51.470001220703125
2009-10-09,52.119998931884766
2009-10-12,52.5
2009-10-13,52.58000183105469
2009-10-14,52.68000030517578
2009-10-15,52.970001220703125
2009-10-16,52.90999984741211
2009-10-19,53.54999923706055
2009-10-20,53.18000030517578
2009-10-21,53.04999923706055
2009-10-22,53.45000076293945
2009-10-23,52.7400016784668
2009-10-26,51.7400016784668
2009-10-27,51.75
2009-10-28,51.310001373291016
2009-10-29,52.16999816894531
2009-10-30,51.45000076293945
2009-11-02,49.790000915527344
2009-11-03,49.630001068115234
2009-11-04,50.029998779296875
2009-11-05,51.0
2009-11-06,50.75
2009-11-09,51.939998626708984
2009-11-10,52.65999984741211
2009-11-11,52.779998779296875
2009-11-12,51.68000030517578
2009-11-13,52.22999954223633
2009-11-16,52.68000030517578
2009-11-17,52.959999084472656
2009-11-18,52.77000045776367
2009-11-19,52.15999984741211
2009-11-20,51.959999084472656
2009-11-23,52.779998779296875
2009-11-24,53.470001220703125
2009-11-25,53.83000183105469
2009-11-27,52.68000030517578
2009-11-30,53.13999938964844
2009-12-01,53.81999969482422
2009-12-02,54.86000061035156
2009-12-03,54.56999969482422
2009-12-04,54.83000183105469
2009-12-07,54.97999954223633
2009-12-08,54.97999954223633
2009-12-09,53.86000061035156
2009-12-10,54.5
2009-12-11,55.349998474121094
2009-12-14,55.810001373291016
2009-12-15,55.470001220703125
2009-12-16,55.619998931884766
2009-12-17,55.34000015258789
2009-12-18,55.06999969482422
2009-12-21,55.31999969482422
2009-12-22,55.900001525878906
2009-12-23,56.22999954223633
2009-12-24,56.529998779296875
2009-12-28,56.439998626708984
2009-12-29,56.599998474121094
2009-12-30,56.880001068115234
2009-12-31,55.97999954223633
2010-01-04,55.900001525878906
2010-01-05,54.709999084472656
2010-01-06,53.959999084472656
2010-01-07,53.84000015258789
2010-01-08,53.810001373291016
2010-01-11,54.59000015258789
2010-01-12,54.400001525878906
2010-01-13,53.869998931884766
2010-01-14,53.599998474121094
2010-01-15,52.41999816894531
2010-01-19,52.529998779296875
2010-01-20,51.880001068115234
2010-01-21,52.20000076293945
2010-01-22,51.54999923706055
2010-01-25,51.59000015258789
2010-01-26,51.45000076293945
2010-01-27,51.08000183105469
2010-01-28,50.79999923706055
2010-01-29,50.75
2010-02-01,51.220001220703125
2010-02-02,51.4900016784668
2010-02-03,50.83000183105469
2010-02-04,49.56999969482422
2010-02-05,49.68000030517578
2010-02-08,49.0099983215332
2010-02-09,49.59000015258789
2010-02-10,49.2599983215332
2010-02-11,49.77000045776367
2010-02-12,49.47999954223633
2010-02-16,49.0
2010-02-17,48.189998626708984
2010-02-18,48.130001068115234
2010-02-19,48.95000076293945
2010-02-22,48.630001068115234
2010-02-23,48.2400016784668
2010-02-24,48.529998779296875
2010-02-25,50.31999969482422
2010-02-26,49.16999816894531
2010-03-01,49.29999923706055
2010-03-02,48.790000915527344
2010-03-03,48.939998626708984
2010-03-04,48.810001373291016
2010-03-05,49.72999954223633
2010-03-08,51.0
2010-03-09,50.650001525878906
2010-03-10,50.68000030517578
2010-03-11,50.59000015258789
2010-03-12,50.27000045776367
2010-03-15,50.25
2010-03-16,50.33000183105469
2010-03-17,50.310001373291016
2010-03-18,50.75
2010-03-19,50.5
2010-03-22,50.310001373291016
2010-03-23,50.060001373291016
2010-03-24,49.56999969482422
2010-03-25,48.7400016784668
2010-03-26,49.150001525878906
2010-03-29,50.439998626708984
2010-03-30,50.2599983215332
2010-03-31,49.900001525878906
2010-04-01,50.70000076293945
2010-04-05,51.25
2010-04-06,51.36000061035156
2010-04-07,50.849998474121094
2010-04-08,50.310001373291016
2010-04-09,50.4900016784668
2010-04-12,50.47999954223633
2010-04-13,50.150001525878906
2010-04-14,49.790000915527344
2010-04-15,49.65999984741211
2010-04-16,49.099998474121094
2010-04-19,49.5
2010-04-20,49.959999084472656
2010-04-21,50.150001525878906
2010-04-22,50.130001068115234
2010-04-23,50.4900016784668
2010-04-26,50.20000076293945
2010-04-27,49.02000045776367
2010-04-28,49.5
2010-04-29,49.43000030517578
2010-04-30,49.18000030517578
2010-05-03,50.369998931884766
2010-05-04,48.95000076293945
2010-05-05,48.130001068115234
2010-05-06,47.040000915527344
2010-05-07,46.439998626708984
2010-05-10,47.47999954223633
2010-05-11,47.29999923706055
2010-05-12,47.16999816894531
2010-05-13,47.40999984741211
2010-05-14,47.209999084472656
2010-05-17,47.15999984741211
