,AXP
1972-06-01,3.693286895751953
1972-06-02,3.6771950721740723
1972-06-05,3.6047770977020264
1972-06-06,3.4116640090942383
1972-06-07,3.371432065963745
1972-06-08,3.4518959522247314
1972-06-09,3.4277570247650146
1972-06-12,3.484081983566284
1972-06-13,3.484081983566284
1972-06-14,3.443850040435791
1972-06-15,3.403618097305298
1972-06-16,3.395570993423462
1972-06-19,3.3633859157562256
1972-06-20,3.371432065963745
1972-06-21,3.443850040435791
1972-06-22,3.508220911026001
1972-06-23,3.331199884414673
1972-06-26,3.2346439361572266
1972-06-27,3.371432065963745
1972-06-28,3.403618097305298
1972-06-29,3.484081983566284
1972-06-30,3.58868408203125
1972-07-03,3.725472927093506
1972-07-05,3.8622610569000244
1972-07-06,3.8622610569000244
1972-07-07,3.7978899478912354
1972-07-10,3.765705108642578
1972-07-11,3.7737510204315186
1972-07-12,3.765705108642578
1972-07-13,3.612823963165283
1972-07-14,3.636962890625
1972-07-17,3.6047770977020264
1972-07-18,3.636962890625
1972-07-19,3.636962890625
1972-07-20,3.4518959522247314
1972-07-21,3.524312973022461
1972-07-24,3.58868408203125
1972-07-25,3.5564990043640137
1972-07-26,3.5564990043640137
1972-07-27,3.5484530925750732
1972-07-28,3.564544916152954
1972-07-31,3.5564990043640137
1972-08-01,3.6450090408325195
1972-08-02,3.878354072570801
1972-08-03,3.9427249431610107
1972-08-04,3.9507710933685303
1972-08-07,3.9427249431610107
1972-08-08,3.886399984359741
1972-08-09,3.886399984359741
1972-08-10,3.9990499019622803
1972-08-11,4.039281845092773
1972-08-14,4.007095813751221
1972-08-15,3.9668641090393066
1972-08-16,3.9427249431610107
1972-08-17,3.8622610569000244
1972-08-18,3.878354072570801
1972-08-21,3.8622610569000244
1972-08-22,3.8059370517730713
1972-08-23,3.725472927093506
1972-08-24,3.7093799114227295
1972-08-25,3.7093799114227295
1972-08-28,3.7093799114227295
1972-08-29,3.765705108642578
1972-08-30,3.8622610569000244
1972-08-31,3.846168041229248
1972-09-01,3.9910030364990234
1972-09-05,3.918586015701294
1972-09-06,3.789844036102295
1972-09-07,3.7978899478912354
1972-09-08,3.717426061630249
1972-09-11,3.612823963165283
1972-09-12,3.524312973022461
1972-09-13,3.6047770977020264
1972-09-14,3.636962890625
1972-09-15,3.6450090408325195
1972-09-18,3.693286895751953
1972-09-19,3.725472927093506
1972-09-20,3.846168041229248
1972-09-21,3.765705108642578
1972-09-22,3.765705108642578
1972-09-25,3.725472927093506
1972-09-26,3.765705108642578
1972-09-27,3.9990499019622803
1972-09-28,4.007095813751221
1972-09-29,3.9668641090393066
1972-10-02,3.9910030364990234
1972-10-03,4.007095813751221
1972-10-04,3.9668641090393066
1972-10-05,3.765705108642578
1972-10-06,3.830075979232788
1972-10-09,3.9024930000305176
1972-10-10,3.846168041229248
1972-10-11,3.717426061630249
1972-10-12,3.7093799114227295
1972-10-13,3.6691479682922363
1972-10-16,3.636962890625
1972-10-17,3.7335190773010254
1972-10-18,3.878354072570801
1972-10-19,3.846168041229248
1972-10-20,3.9910030364990234
1972-10-23,3.9266319274902344
1972-10-24,3.958817958831787
1972-10-25,3.958817958831787
1972-10-26,3.958817958831787
1972-10-27,3.9507710933685303
1972-10-30,3.9668641090393066
1972-10-31,3.958817958831787
1972-11-01,3.9266319274902344
1972-11-02,3.918586015701294
1972-11-03,3.9266319274902344
1972-11-06,4.007095813751221
1972-11-08,4.111699104309082
1972-11-09,4.1036529541015625
1972-11-10,4.111699104309082
1972-11-13,4.184115886688232
1972-11-14,4.184115886688232
1972-11-15,4.1036529541015625
1972-11-16,4.023189067840576
1972-11-17,3.9910030364990234
1972-11-20,3.9266319274902344
1972-11-21,3.9507710933685303
1972-11-22,3.9910030364990234
1972-11-24,4.047327995300293
1972-11-27,4.007095813751221
1972-11-28,3.958817958831787
1972-11-29,3.9266319274902344
1972-11-30,3.9266319274902344
1972-12-01,4.023189067840576
1972-12-04,4.111699104309082
1972-12-05,4.127791881561279
1972-12-06,4.111699104309082
1972-12-07,4.111699104309082
1972-12-08,4.087560176849365
1972-12-11,4.07146692276001
1972-12-12,4.047327995300293
1972-12-13,4.007095813751221
1972-12-14,4.007095813751221
1972-12-15,4.023189067840576
1972-12-18,4.023189067840576
1972-12-19,4.047327995300293
1972-12-20,4.079513072967529
1972-12-21,4.023189067840576
1972-12-22,4.023189067840576
1972-12-26,4.007095813751221
1972-12-27,4.1036529541015625
1972-12-29,4.168024063110352
1973-01-02,4.208254814147949
1973-01-03,4.385275840759277
1973-01-04,4.401369094848633
1973-01-05,4.393321990966797
1973-01-08,4.3611369132995605
1973-01-09,4.328950881958008
1973-01-10,4.280673027038574
1973-01-11,4.345044136047363
1973-01-12,4.3611369132995605
1973-01-15,4.345044136047363
1973-01-16,4.345044136047363
1973-01-17,4.328950881958008
1973-01-18,4.401369094848633
1973-01-19,4.481832027435303
1973-01-22,4.433554172515869
1973-01-23,4.433554172515869
1973-01-24,4.232395172119141
1973-01-26,4.168024063110352
1973-01-29,4.06342077255249
1973-01-30,4.1036529541015625
1973-01-31,4.047327995300293
1973-02-01,3.9105401039123535
1973-02-02,3.9427249431610107
1973-02-05,3.9910030364990234
1973-02-06,4.047327995300293
1973-02-07,3.9910030364990234
1973-02-08,4.039281845092773
1973-02-09,4.119744777679443
1973-02-12,4.119744777679443
1973-02-13,4.151930809020996
1973-02-14,4.031235218048096
1973-02-15,4.023189067840576
1973-02-16,4.031235218048096
1973-02-20,4.079513072967529
1973-02-21,3.9910030364990234
1973-02-22,3.958817958831787
1973-02-23,3.725472927093506
1973-02-26,3.846168041229248
1973-02-27,3.7978899478912354
1973-02-28,3.9024930000305176
1973-03-01,3.830075979232788
1973-03-02,3.846168041229248
1973-03-05,3.8622610569000244
1973-03-06,3.9266319274902344
1973-03-07,3.982956886291504
1973-03-08,3.9668641090393066
1973-03-09,3.9910030364990234
1973-03-12,4.007095813751221
1973-03-13,4.047327995300293
1973-03-14,4.06342077255249
1973-03-15,4.07146692276001
1973-03-16,4.039281845092773
1973-03-19,3.982956886291504
1973-03-20,3.9427249431610107
1973-03-21,3.846168041229248
1973-03-22,3.693286895751953
1973-03-23,3.757658004760742
1973-03-26,3.6852409839630127
1973-03-27,3.765705108642578
1973-03-28,3.8059370517730713
1973-03-29,3.846168041229248
1973-03-30,3.765705108642578
1973-04-02,3.564544916152954
1973-04-03,3.4760351181030273
1973-04-04,3.274876117706299
1973-04-05,3.315108060836792
1973-04-06,3.484081983566284
1973-04-09,3.564544916152954
1973-04-10,3.765705108642578
1973-04-11,3.6771950721740723
1973-04-12,3.7093799114227295
1973-04-13,3.612823963165283
1973-04-16,3.467988967895508
1973-04-17,3.315108060836792
1973-04-18,3.443850040435791
1973-04-19,3.4921278953552246
1973-04-23,3.3231539726257324
1973-04-24,3.315108060836792
1973-04-25,3.250736951828003
1973-04-26,3.242690086364746
1973-04-27,3.1059019565582275
1973-04-30,3.1300408840179443
1973-05-01,3.371432065963745
1973-05-02,3.508220911026001
1973-05-03,3.628916025161743
1973-05-04,3.7093799114227295
1973-05-07,3.4760351181030273
1973-05-08,3.5564990043640137
1973-05-09,3.508220911026001
1973-05-10,3.5162670612335205
1973-05-11,3.435802936553955
1973-05-14,3.250736951828003
1973-05-15,3.3633859157562256
1973-05-16,3.3633859157562256
1973-05-17,3.250736951828003
1973-05-18,3.1541800498962402
1973-05-21,3.1541800498962402
1973-05-22,3.2105050086975098
1973-05-23,3.266829013824463
1973-05-24,3.6047770977020264
1973-05-25,3.564544916152954
1973-05-29,3.5564990043640137
1973-05-30,3.435802936553955
1973-05-31,3.2909679412841797
1973-06-01,3.2909679412841797
1973-06-04,3.2265970706939697
1973-06-05,3.403618097305298
1973-06-06,3.443850040435791
1973-06-07,3.524312973022461
1973-06-08,3.636962890625
1973-06-11,3.532360076904297
1973-06-12,3.612823963165283
1973-06-13,3.443850040435791
1973-06-14,3.403618097305298
1973-06-15,3.315108060836792
1973-06-18,3.274876117706299
1973-06-19,3.508220911026001
1973-06-20,3.5564990043640137
1973-06-21,3.4518959522247314
1973-06-22,3.5564990043640137
1973-06-25,3.443850040435791
1973-06-26,3.564544916152954
1973-06-27,3.564544916152954
1973-06-28,3.6852409839630127
1973-06-29,3.6450090408325195
1973-07-02,3.57259202003479
1973-07-03,3.4760351181030273
1973-07-05,3.508220911026001
1973-07-06,3.508220911026001
1973-07-09,3.6852409839630127
1973-07-10,3.7737510204315186
1973-07-11,3.725472927093506
1973-07-12,3.6450090408325195
1973-07-13,3.58868408203125
1973-07-16,3.765705108642578
1973-07-17,3.693286895751953
1973-07-18,3.765705108642578
1973-07-19,3.8059370517730713
1973-07-20,3.846168041229248
1973-07-23,3.830075979232788
1973-07-24,3.9024930000305176
1973-07-25,3.9668641090393066
1973-07-26,3.9668641090393066
1973-07-27,4.031235218048096
1973-07-30,4.079513072967529
1973-07-31,3.9668641090393066
1973-08-01,3.9427249431610107
1973-08-02,3.982956886291504
1973-08-03,3.9266319274902344
1973-08-06,3.9427249431610107
1973-08-07,3.9266319274902344
1973-08-08,3.830075979232788
1973-08-09,3.8622610569000244
1973-08-10,3.846168041229248
1973-08-13,3.878354072570801
1973-08-14,3.8059370517730713
1973-08-15,3.8059370517730713
1973-08-16,3.8059370517730713
1973-08-17,3.830075979232788
1973-08-20,3.765705108642578
1973-08-21,3.757658004760742
1973-08-22,3.7496120929718018
1973-08-23,3.830075979232788
1973-08-24,3.7978899478912354
1973-08-27,3.8381218910217285
1973-08-28,3.8059370517730713
1973-08-29,3.765705108642578
1973-08-30,3.717426061630249
1973-08-31,3.765705108642578
1973-09-04,3.7737510204315186
1973-09-05,3.830075979232788
1973-09-06,3.8622610569000244
1973-09-07,3.9024930000305176
1973-09-10,3.8622610569000244
1973-09-11,3.8220291137695312
1973-09-12,3.757658004760742
1973-09-13,3.725472927093506
1973-09-14,3.6852409839630127
1973-09-17,3.7335190773010254
1973-09-18,3.765705108642578
1973-09-19,3.9266319274902344
1973-09-20,3.9990499019622803
1973-09-21,4.023189067840576
1973-09-24,4.007095813751221
1973-09-25,4.007095813751221
1973-09-26,4.047327995300293
1973-09-27,4.047327995300293
