,BSMS
2020-04-22,24.959999084472656
2020-04-23,24.959999084472656
2020-04-24,24.959999084472656
2020-04-27,24.959999084472656
2020-04-28,24.959999084472656
2020-04-29,24.959999084472656
2020-04-30,24.959999084472656
2020-05-01,24.959999084472656
2020-05-04,24.959999084472656
2020-05-05,24.3799991607666
2020-05-06,24.3799991607666
2020-05-07,24.3799991607666
2020-05-08,24.4950008392334
2020-05-11,24.530000686645508
2020-05-12,24.549999237060547
2020-05-13,24.709999084472656
2020-05-14,24.709999084472656
2020-05-15,24.709999084472656
2020-05-18,24.760000228881836
2020-05-19,24.80500030517578
2020-05-20,24.8799991607666
2020-05-21,24.950000762939453
2020-05-22,25.09000015258789
2020-05-26,25.09000015258789
2020-05-27,25.09000015258789
2020-05-28,25.139999389648438
2020-05-29,25.139999389648438
2020-06-01,25.139999389648438
2020-06-02,25.239999771118164
2020-06-03,25.239999771118164
2020-06-04,25.239999771118164
2020-06-05,25.165000915527344
2020-06-08,25.219999313354492
2020-06-09,25.219999313354492
2020-06-10,25.3439998626709
2020-06-11,25.375
2020-06-12,25.375
2020-06-15,25.415000915527344
2020-06-16,25.415000915527344
2020-06-17,25.405000686645508
2020-06-18,25.405000686645508
2020-06-19,25.454999923706055
2020-06-22,25.454999923706055
2020-06-23,25.415000915527344
2020-06-24,25.43000030517578
2020-06-25,25.40999984741211
2020-06-26,25.40999984741211
2020-06-29,25.40999984741211
2020-06-30,25.40999984741211
2020-07-01,25.43000030517578
2020-07-02,25.479999542236328
2020-07-06,25.450000762939453
2020-07-07,25.520000457763672
2020-07-08,25.520000457763672
2020-07-09,25.59000015258789
2020-07-10,25.639999389648438
2020-07-13,25.639999389648438
2020-07-14,25.71500015258789
2020-07-15,25.719999313354492
2020-07-16,25.774999618530273
2020-07-17,25.795000076293945
2020-07-20,25.889999389648438
2020-07-21,25.889999389648438
2020-07-22,25.889999389648438
2020-07-23,25.889999389648438
2020-07-24,25.979999542236328
2020-07-27,25.979999542236328
2020-07-28,25.989999771118164
2020-07-29,26.010000228881836
2020-07-30,26.010000228881836
2020-07-31,26.0
2020-08-03,26.0
2020-08-04,26.049999237060547
2020-08-05,26.06999969482422
2020-08-06,26.06999969482422
2020-08-07,26.06999969482422
2020-08-10,26.155000686645508
2020-08-11,26.155000686645508
2020-08-12,26.155000686645508
2020-08-13,26.155000686645508
2020-08-14,26.155000686645508
2020-08-17,26.059999465942383
2020-08-18,26.045000076293945
2020-08-19,26.045000076293945
2020-08-20,25.959999084472656
2020-08-21,26.049999237060547
2020-08-24,25.915000915527344
2020-08-25,25.924999237060547
2020-08-26,25.899999618530273
2020-08-27,25.8700008392334
2020-08-28,25.8700008392334
2020-08-31,25.764999389648438
2020-09-01,25.764999389648438
2020-09-02,25.780000686645508
2020-09-03,25.739999771118164
2020-09-04,25.71500015258789
2020-09-08,25.739999771118164
2020-09-09,25.7450008392334
2020-09-10,25.78499984741211
2020-09-11,25.729999542236328
2020-09-14,25.71500015258789
2020-09-15,25.719999313354492
2020-09-16,25.799999237060547
2020-09-17,25.799999237060547
2020-09-18,25.729999542236328
2020-09-21,25.729999542236328
2020-09-22,25.729999542236328
2020-09-23,25.71500015258789
2020-09-24,25.71500015258789
2020-09-25,25.71500015258789
2020-09-28,25.71500015258789
2020-09-29,25.69499969482422
2020-09-30,25.614999771118164
2020-10-01,25.614999771118164
2020-10-02,25.565000534057617
2020-10-05,25.545000076293945
2020-10-06,25.540000915527344
2020-10-07,25.540000915527344
2020-10-08,25.475000381469727
2020-10-09,25.46500015258789
2020-10-12,25.46500015258789
2020-10-13,25.475000381469727
2020-10-14,25.475000381469727
2020-10-15,25.489999771118164
2020-10-16,25.510000228881836
2020-10-19,25.44499969482422
2020-10-20,25.44499969482422
2020-10-21,25.415000915527344
2020-10-22,25.420000076293945
2020-10-23,25.454999923706055
2020-10-26,25.46500015258789
2020-10-27,25.46500015258789
2020-10-28,25.46500015258789
2020-10-29,25.46500015258789
2020-10-30,25.46500015258789
2020-11-02,25.440000534057617
2020-11-03,25.440000534057617
2020-11-04,25.649999618530273
2020-11-05,25.69499969482422
2020-11-06,25.69499969482422
2020-11-09,25.69499969482422
2020-11-10,25.700000762939453
2020-11-11,25.690000534057617
2020-11-12,25.69499969482422
2020-11-13,25.7450008392334
2020-11-16,25.7450008392334
2020-11-17,25.799999237060547
2020-11-18,25.899999618530273
2020-11-19,25.969999313354492
2020-11-20,26.03499984741211
2020-11-23,25.975000381469727
2020-11-24,25.954999923706055
2020-11-25,26.010000228881836
2020-11-27,26.0049991607666
2020-11-30,26.0049991607666
2020-12-01,25.975000381469727
2020-12-02,25.989999771118164
2020-12-03,25.989999771118164
2020-12-04,26.0049991607666
2020-12-07,26.049999237060547
2020-12-08,26.094999313354492
2020-12-09,26.094999313354492
2020-12-10,26.160999298095703
2020-12-11,26.139999389648438
2020-12-14,26.145000457763672
2020-12-15,26.141000747680664
2020-12-16,26.165000915527344
2020-12-17,26.18000030517578
2020-12-18,26.155000686645508
2020-12-21,26.145000457763672
2020-12-22,26.145000457763672
2020-12-23,26.1299991607666
2020-12-24,26.155000686645508
2020-12-28,26.170000076293945
2020-12-29,26.219999313354492
2020-12-30,26.209999084472656
2020-12-31,26.190000534057617
2021-01-04,26.229999542236328
2021-01-05,26.229999542236328
2021-01-06,26.280000686645508
2021-01-07,26.200000762939453
2021-01-08,26.200000762939453
2021-01-11,26.149999618530273
2021-01-12,26.139999389648438
2021-01-13,26.155000686645508
2021-01-14,26.135000228881836
2021-01-15,26.155000686645508
2021-01-19,26.18000030517578
2021-01-20,26.1299991607666
2021-01-21,26.200000762939453
2021-01-22,26.165000915527344
2021-01-25,26.225000381469727
2021-01-26,26.239999771118164
2021-01-27,26.239999771118164
2021-01-28,26.325000762939453
2021-01-29,26.360000610351562
2021-02-01,26.329999923706055
2021-02-02,26.329999923706055
2021-02-03,26.329999923706055
2021-02-04,26.344999313354492
2021-02-05,26.399999618530273
2021-02-08,26.399999618530273
2021-02-09,26.395000457763672
2021-02-10,26.40999984741211
2021-02-11,26.43000030517578
2021-02-12,26.434999465942383
2021-02-16,26.40999984741211
2021-02-17,26.3700008392334
2021-02-18,26.2549991607666
2021-02-19,26.170000076293945
2021-02-22,25.96500015258789
2021-02-23,25.8700008392334
2021-02-24,25.780000686645508
2021-02-25,25.6299991607666
2021-02-26,25.690000534057617
2021-03-01,25.709999084472656
2021-03-02,25.719999313354492
2021-03-03,25.700000762939453
2021-03-04,25.649999618530273
2021-03-05,25.700000762939453
2021-03-08,25.71500015258789
2021-03-09,25.71500015258789
2021-03-10,25.889999389648438
2021-03-11,25.924999237060547
2021-03-12,25.860000610351562
2021-03-15,25.905000686645508
2021-03-16,25.899999618530273
2021-03-17,25.885000228881836
2021-03-18,25.790000915527344
2021-03-19,25.75
2021-03-22,25.735000610351562
2021-03-23,25.774999618530273
2021-03-24,25.80500030517578
2021-03-25,25.825000762939453
2021-03-26,25.799999237060547
2021-03-29,25.790000915527344
2021-03-30,25.80500030517578
2021-03-31,25.829999923706055
2021-04-01,25.854999542236328
2021-04-05,25.860000610351562
2021-04-06,25.8799991607666
2021-04-07,25.895000457763672
2021-04-08,25.969999313354492
2021-04-09,26.030000686645508
2021-04-12,26.0
2021-04-13,26.024999618530273
2021-04-14,26.059999465942383
2021-04-15,26.18000030517578
2021-04-16,26.15999984741211
2021-04-19,26.125
2021-04-20,26.139999389648438
2021-04-21,26.135000228881836
2021-04-22,26.18000030517578
2021-04-23,26.18000030517578
2021-04-26,26.15999984741211
2021-04-27,26.155000686645508
2021-04-28,26.149999618530273
2021-04-29,26.149999618530273
2021-04-30,26.149999618530273
2021-05-03,26.09000015258789
2021-05-04,26.139999389648438
2021-05-05,26.139999389648438
2021-05-06,26.145000457763672
2021-05-07,26.155000686645508
2021-05-10,26.155000686645508
2021-05-11,26.145000457763672
2021-05-12,26.094999313354492
2021-05-13,26.135000228881836
2021-05-14,26.155000686645508
