,FDTS
2012-02-16,30.75
2012-02-17,30.75
2012-02-21,30.75
2012-02-22,30.75
2012-02-23,30.75
2012-02-24,30.75
2012-02-27,32.22999954223633
2012-02-28,31.15999984741211
2012-02-29,31.15999984741211
2012-03-01,31.15999984741211
2012-03-02,31.15999984741211
2012-03-05,31.15999984741211
2012-03-06,31.15999984741211
2012-03-07,31.15999984741211
2012-03-08,31.15999984741211
2012-03-09,31.15999984741211
2012-03-12,31.15999984741211
2012-03-13,30.579999923706055
2012-03-14,30.440000534057617
2012-03-15,30.440000534057617
2012-03-16,30.440000534057617
2012-03-19,30.440000534057617
2012-03-20,30.440000534057617
2012-03-21,30.440000534057617
2012-03-22,30.440000534057617
2012-03-23,30.440000534057617
2012-03-26,30.440000534057617
2012-03-27,30.440000534057617
2012-03-28,30.440000534057617
2012-03-29,30.440000534057617
2012-03-30,30.440000534057617
2012-04-02,30.440000534057617
2012-04-03,30.440000534057617
2012-04-04,30.440000534057617
2012-04-05,30.440000534057617
2012-04-09,30.440000534057617
2012-04-10,30.440000534057617
2012-04-11,29.559999465942383
2012-04-12,30.209999084472656
2012-04-13,29.889999389648438
2012-04-16,29.889999389648438
2012-04-17,29.889999389648438
2012-04-18,29.889999389648438
2012-04-19,29.889999389648438
2012-04-20,29.889999389648438
2012-04-23,29.889999389648438
2012-04-24,29.889999389648438
2012-04-25,29.889999389648438
2012-04-26,29.889999389648438
2012-04-27,29.889999389648438
2012-04-30,29.889999389648438
2012-05-01,29.889999389648438
2012-05-02,29.889999389648438
2012-05-03,29.889999389648438
2012-05-04,29.889999389648438
2012-05-07,29.889999389648438
2012-05-08,29.889999389648438
2012-05-09,29.889999389648438
2012-05-10,29.889999389648438
2012-05-11,29.889999389648438
2012-05-14,29.889999389648438
2012-05-15,26.0
2012-05-16,25.700000762939453
2012-05-17,25.700000762939453
2012-05-18,25.700000762939453
2012-05-21,25.700000762939453
2012-05-22,25.700000762939453
2012-05-23,25.700000762939453
2012-05-24,25.700000762939453
2012-05-25,25.700000762939453
2012-05-29,25.700000762939453
2012-05-30,25.700000762939453
2012-05-31,25.700000762939453
2012-06-01,25.700000762939453
2012-06-04,25.68000030517578
2012-06-05,25.68000030517578
2012-06-06,25.68000030517578
2012-06-07,25.68000030517578
2012-06-08,25.68000030517578
2012-06-11,25.68000030517578
2012-06-12,25.68000030517578
2012-06-13,26.440000534057617
2012-06-14,26.440000534057617
2012-06-15,26.709999084472656
2012-06-18,26.709999084472656
2012-06-19,27.260000228881836
2012-06-20,27.260000228881836
2012-06-21,27.260000228881836
2012-06-22,27.260000228881836
2012-06-25,27.260000228881836
2012-06-26,27.260000228881836
2012-06-27,27.260000228881836
2012-06-28,27.260000228881836
2012-06-29,27.260000228881836
2012-07-02,27.260000228881836
2012-07-03,27.260000228881836
2012-07-05,27.219999313354492
2012-07-06,27.139999389648438
2012-07-09,27.139999389648438
2012-07-10,27.139999389648438
2012-07-11,27.139999389648438
2012-07-12,26.420000076293945
2012-07-13,26.420000076293945
2012-07-16,26.420000076293945
2012-07-17,26.420000076293945
2012-07-18,26.420000076293945
2012-07-19,26.420000076293945
2012-07-20,26.420000076293945
2012-07-23,26.420000076293945
2012-07-24,25.790000915527344
2012-07-25,25.790000915527344
2012-07-26,25.790000915527344
2012-07-27,27.049999237060547
2012-07-30,27.049999237060547
2012-07-31,27.049999237060547
2012-08-01,27.049999237060547
2012-08-02,26.049999237060547
2012-08-03,26.049999237060547
2012-08-06,26.049999237060547
2012-08-07,26.049999237060547
2012-08-08,26.049999237060547
2012-08-09,27.3799991607666
2012-08-10,27.459999084472656
2012-08-13,27.139999389648438
