,ANGL
2012-04-11,25.149999618530273
2012-04-12,25.299999237060547
2012-04-13,25.31999969482422
2012-04-16,25.3799991607666
2012-04-17,25.549999237060547
2012-04-18,25.520000457763672
2012-04-19,25.600000381469727
2012-04-20,25.559999465942383
2012-04-23,25.479999542236328
2012-04-24,25.520000457763672
2012-04-25,25.549999237060547
2012-04-26,25.459999084472656
2012-04-27,25.459999084472656
2012-04-30,25.549999237060547
2012-05-01,25.440000534057617
2012-05-02,25.459999084472656
2012-05-03,25.469999313354492
2012-05-04,25.450000762939453
2012-05-07,25.420000076293945
2012-05-08,25.510000228881836
2012-05-09,25.440000534057617
2012-05-10,25.420000076293945
2012-05-11,25.399999618530273
2012-05-14,25.3799991607666
2012-05-15,25.360000610351562
2012-05-16,25.209999084472656
2012-05-17,25.100000381469727
2012-05-18,24.829999923706055
2012-05-21,24.90999984741211
2012-05-22,24.950000762939453
2012-05-23,24.829999923706055
2012-05-24,25.0
2012-05-25,25.020000457763672
2012-05-29,25.040000915527344
2012-05-30,24.889999389648438
2012-05-31,25.139999389648438
2012-06-01,25.149999618530273
2012-06-04,24.920000076293945
2012-06-05,24.809999465942383
2012-06-06,24.790000915527344
2012-06-07,24.809999465942383
2012-06-08,24.93000030517578
2012-06-11,24.889999389648438
2012-06-12,25.049999237060547
2012-06-13,25.149999618530273
2012-06-14,25.149999618530273
2012-06-15,25.06999969482422
2012-06-18,25.170000076293945
2012-06-19,25.200000762939453
2012-06-20,25.329999923706055
2012-06-21,25.450000762939453
2012-06-22,25.350000381469727
2012-06-25,25.40999984741211
2012-06-26,25.350000381469727
2012-06-27,25.350000381469727
2012-06-28,25.399999618530273
2012-06-29,25.450000762939453
2012-07-02,25.450000762939453
2012-07-03,25.450000762939453
2012-07-05,25.5
2012-07-06,25.5
2012-07-09,25.489999771118164
2012-07-10,25.290000915527344
2012-07-11,25.270000457763672
2012-07-12,25.270000457763672
2012-07-13,25.489999771118164
2012-07-16,25.56999969482422
2012-07-17,25.700000762939453
2012-07-18,25.649999618530273
2012-07-19,25.799999237060547
2012-07-20,25.899999618530273
2012-07-23,25.649999618530273
2012-07-24,25.5
2012-07-25,25.850000381469727
2012-07-26,25.579999923706055
2012-07-27,25.600000381469727
2012-07-30,25.850000381469727
2012-07-31,25.75
2012-08-01,25.790000915527344
2012-08-02,26.0
2012-08-03,26.139999389648438
2012-08-06,26.100000381469727
2012-08-07,26.100000381469727
2012-08-08,26.09000015258789
2012-08-09,26.25
2012-08-10,26.34000015258789
2012-08-13,26.299999237060547
2012-08-14,26.350000381469727
2012-08-15,26.040000915527344
2012-08-16,26.049999237060547
2012-08-17,26.100000381469727
2012-08-20,26.200000762939453
2012-08-21,26.219999313354492
2012-08-22,26.350000381469727
2012-08-23,26.299999237060547
2012-08-24,26.59000015258789
2012-08-27,26.549999237060547
2012-08-28,26.649999618530273
2012-08-29,26.450000762939453
2012-08-30,26.600000381469727
2012-08-31,26.649999618530273
2012-09-04,26.450000762939453
2012-09-05,26.399999618530273
2012-09-06,26.25
2012-09-07,26.350000381469727
2012-09-10,26.219999313354492
2012-09-11,26.219999313354492
2012-09-12,26.329999923706055
2012-09-13,26.579999923706055
2012-09-14,26.56999969482422
2012-09-17,26.639999389648438
2012-09-18,26.549999237060547
2012-09-19,26.690000534057617
2012-09-20,26.739999771118164
2012-09-21,26.489999771118164
2012-09-24,26.6299991607666
2012-09-25,26.420000076293945
2012-09-26,26.31999969482422
2012-09-27,26.329999923706055
2012-09-28,26.459999084472656
2012-10-01,26.389999389648438
2012-10-02,26.489999771118164
2012-10-03,26.489999771118164
2012-10-04,26.469999313354492
2012-10-05,26.420000076293945
2012-10-08,26.360000610351562
2012-10-09,26.31999969482422
2012-10-10,26.479999542236328
2012-10-11,26.479999542236328
2012-10-12,26.5
2012-10-15,26.65999984741211
2012-10-16,26.850000381469727
2012-10-17,26.969999313354492
2012-10-18,27.0
2012-10-19,26.899999618530273
2012-10-22,26.989999771118164
2012-10-23,26.979999542236328
2012-10-24,26.979999542236328
2012-10-25,26.940000534057617
2012-10-26,26.940000534057617
2012-10-31,26.790000915527344
2012-11-01,26.790000915527344
2012-11-02,26.8799991607666
2012-11-05,26.889999389648438
2012-11-06,26.81999969482422
2012-11-07,26.790000915527344
2012-11-08,26.81999969482422
2012-11-09,26.790000915527344
2012-11-12,26.760000228881836
2012-11-13,26.6200008392334
2012-11-14,26.530000686645508
2012-11-15,26.299999237060547
2012-11-16,26.450000762939453
2012-11-19,26.6299991607666
2012-11-20,26.690000534057617
2012-11-21,26.649999618530273
2012-11-23,26.68000030517578
2012-11-26,26.75
2012-11-27,26.850000381469727
2012-11-28,26.850000381469727
2012-11-29,26.8700008392334
2012-11-30,27.010000228881836
2012-12-03,26.950000762939453
2012-12-04,27.030000686645508
2012-12-05,27.079999923706055
2012-12-06,27.110000610351562
2012-12-07,27.1200008392334
2012-12-10,27.139999389648438
2012-12-11,27.229999542236328
2012-12-12,27.25
2012-12-13,27.110000610351562
2012-12-14,27.06999969482422
2012-12-17,27.200000762939453
2012-12-18,27.110000610351562
2012-12-19,27.09000015258789
2012-12-20,27.25
2012-12-21,27.1200008392334
2012-12-24,27.1200008392334
2012-12-26,27.049999237060547
2012-12-27,26.75
2012-12-28,26.809999465942383
2012-12-31,26.799999237060547
2013-01-02,26.959999084472656
2013-01-03,27.0
2013-01-04,27.010000228881836
2013-01-07,27.1200008392334
2013-01-08,27.079999923706055
2013-01-09,27.399999618530273
2013-01-10,27.200000762939453
2013-01-11,27.360000610351562
2013-01-14,27.190000534057617
2013-01-15,27.219999313354492
2013-01-16,27.209999084472656
2013-01-17,27.1200008392334
2013-01-18,27.190000534057617
2013-01-22,27.31999969482422
2013-01-23,27.34000015258789
2013-01-24,27.350000381469727
2013-01-25,27.25
2013-01-28,27.239999771118164
2013-01-29,27.200000762939453
2013-01-30,27.0
2013-01-31,26.950000762939453
2013-02-01,26.899999618530273
2013-02-04,26.799999237060547
2013-02-05,26.850000381469727
2013-02-06,26.93000030517578
2013-02-07,26.690000534057617
2013-02-08,26.729999542236328
2013-02-11,26.889999389648438
2013-02-12,26.75
2013-02-13,26.790000915527344
2013-02-14,26.709999084472656
2013-02-15,26.790000915527344
2013-02-19,26.760000228881836
2013-02-20,26.809999465942383
2013-02-21,26.780000686645508
2013-02-22,26.979999542236328
2013-02-25,27.020000457763672
2013-02-26,26.950000762939453
2013-02-27,27.09000015258789
2013-02-28,27.020000457763672
2013-03-01,26.940000534057617
2013-03-04,26.81999969482422
2013-03-05,26.969999313354492
2013-03-06,26.969999313354492
2013-03-07,26.799999237060547
2013-03-08,27.229999542236328
2013-03-11,27.229999542236328
2013-03-12,27.059999465942383
2013-03-13,26.8700008392334
2013-03-14,27.170000076293945
2013-03-15,27.170000076293945
2013-03-18,27.059999465942383
2013-03-19,27.049999237060547
2013-03-20,27.049999237060547
2013-03-21,27.049999237060547
2013-03-22,27.299999237060547
2013-03-25,27.209999084472656
2013-03-26,27.440000534057617
2013-03-27,27.299999237060547
2013-03-28,27.399999618530273
2013-04-01,27.399999618530273
2013-04-02,27.399999618530273
2013-04-03,26.799999237060547
2013-04-04,26.799999237060547
2013-04-05,27.18000030517578
2013-04-08,27.1299991607666
2013-04-09,27.110000610351562
2013-04-10,27.329999923706055
2013-04-11,27.329999923706055
2013-04-12,27.329999923706055
2013-04-15,27.260000228881836
2013-04-16,27.260000228881836
2013-04-17,27.229999542236328
2013-04-18,27.350000381469727
2013-04-19,29.15999984741211
2013-04-22,27.389999389648438
2013-04-23,27.299999237060547
2013-04-24,27.5
2013-04-25,28.139999389648438
2013-04-26,28.139999389648438
2013-04-29,27.600000381469727
2013-04-30,27.700000762939453
2013-05-01,27.5
2013-05-02,28.190000534057617
2013-05-03,27.75
2013-05-06,27.790000915527344
2013-05-07,27.829999923706055
2013-05-08,27.780000686645508
2013-05-09,27.90999984741211
2013-05-10,27.780000686645508
2013-05-13,27.790000915527344
2013-05-14,27.780000686645508
2013-05-15,27.850000381469727
2013-05-16,27.8700008392334
2013-05-17,27.90999984741211
2013-05-20,27.940000534057617
2013-05-21,28.010000228881836
2013-05-22,28.010000228881836
2013-05-23,27.799999237060547
2013-05-24,28.010000228881836
2013-05-28,27.649999618530273
2013-05-29,27.739999771118164
2013-05-30,27.5
2013-05-31,27.540000915527344
2013-06-03,27.299999237060547
2013-06-04,27.280000686645508
2013-06-05,27.200000762939453
2013-06-06,26.979999542236328
2013-06-07,27.209999084472656
2013-06-10,27.139999389648438
2013-06-11,27.010000228881836
2013-06-12,27.049999237060547
2013-06-13,27.040000915527344
2013-06-14,27.06999969482422
2013-06-17,26.899999618530273
2013-06-18,26.959999084472656
2013-06-19,27.020000457763672
2013-06-20,26.59000015258789
2013-06-21,26.360000610351562
2013-06-24,26.010000228881836
2013-06-25,26.09000015258789
2013-06-26,26.309999465942383
2013-06-27,26.459999084472656
2013-06-28,26.3799991607666
2013-07-01,26.280000686645508
2013-07-02,26.360000610351562
2013-07-03,25.940000534057617
2013-07-05,26.280000686645508
2013-07-08,26.110000610351562
2013-07-09,26.3799991607666
2013-07-10,26.389999389648438
2013-07-11,26.579999923706055
2013-07-12,26.610000610351562
2013-07-15,26.639999389648438
2013-07-16,26.68000030517578
2013-07-17,26.780000686645508
2013-07-18,26.799999237060547
2013-07-19,26.850000381469727
2013-07-22,27.020000457763672
2013-07-23,27.079999923706055
2013-07-24,27.030000686645508
2013-07-25,26.829999923706055
2013-07-26,26.829999923706055
2013-07-29,26.889999389648438
2013-07-30,26.90999984741211
2013-07-31,26.989999771118164
2013-08-01,27.100000381469727
2013-08-02,27.350000381469727
2013-08-05,27.25
2013-08-06,26.309999465942383
2013-08-07,26.420000076293945
2013-08-08,26.389999389648438
2013-08-09,26.399999618530273
2013-08-12,26.399999618530273
2013-08-13,26.34000015258789
2013-08-14,26.420000076293945
2013-08-15,26.31999969482422
2013-08-16,26.350000381469727
2013-08-19,26.200000762939453
2013-08-20,26.329999923706055
2013-08-21,26.34000015258789
2013-08-22,26.25
2013-08-23,26.309999465942383
2013-08-26,26.3799991607666
2013-08-27,26.290000915527344
2013-08-28,26.399999618530273
2013-08-29,26.3799991607666
2013-08-30,26.40999984741211
2013-09-03,26.299999237060547
2013-09-04,26.31999969482422
2013-09-05,26.25
2013-09-06,26.3700008392334
2013-09-09,26.299999237060547
2013-09-10,26.260000228881836
2013-09-11,26.25
2013-09-12,26.229999542236328
2013-09-13,26.350000381469727
2013-09-16,26.43000030517578
2013-09-17,26.440000534057617
2013-09-18,26.520000457763672
2013-09-19,26.6200008392334
2013-09-20,26.6200008392334
2013-09-23,26.59000015258789
2013-09-24,26.6200008392334
2013-09-25,26.729999542236328
2013-09-26,26.610000610351562
2013-09-27,26.549999237060547
2013-09-30,26.510000228881836
2013-10-01,26.280000686645508
2013-10-02,26.3700008392334
2013-10-03,26.360000610351562
2013-10-04,26.209999084472656
2013-10-07,26.34000015258789
2013-10-08,26.459999084472656
2013-10-09,26.270000457763672
2013-10-10,26.5
2013-10-11,26.450000762939453
2013-10-14,26.739999771118164
2013-10-15,26.600000381469727
2013-10-16,26.719999313354492
2013-10-17,26.670000076293945
2013-10-18,26.8799991607666
2013-10-21,26.690000534057617
2013-10-22,27.020000457763672
2013-10-23,26.90999984741211
2013-10-24,26.850000381469727
2013-10-25,26.989999771118164
2013-10-28,26.950000762939453
2013-10-29,26.950000762939453
2013-10-30,26.889999389648438
2013-10-31,27.0
2013-11-01,26.889999389648438
2013-11-04,26.790000915527344
2013-11-05,26.790000915527344
2013-11-06,27.040000915527344
2013-11-07,26.979999542236328
2013-11-08,26.780000686645508
2013-11-11,26.799999237060547
2013-11-12,26.700000762939453
2013-11-13,26.6200008392334
2013-11-14,26.649999618530273
2013-11-15,26.75
2013-11-18,27.0
2013-11-19,26.889999389648438
2013-11-20,26.729999542236328
2013-11-21,26.709999084472656
2013-11-22,26.940000534057617
2013-11-25,27.100000381469727
2013-11-26,27.100000381469727
2013-11-27,26.93000030517578
2013-11-29,27.010000228881836
2013-12-02,26.950000762939453
2013-12-03,26.850000381469727
2013-12-04,27.040000915527344
2013-12-05,27.100000381469727
2013-12-06,26.829999923706055
2013-12-09,26.860000610351562
2013-12-10,27.09000015258789
2013-12-11,27.100000381469727
2013-12-12,27.100000381469727
2013-12-13,27.079999923706055
2013-12-16,27.100000381469727
2013-12-17,26.950000762939453
