,CSGS
2004-11-11,18.610000610351562
2004-11-12,19.209999084472656
2004-11-15,18.510000228881836
2004-11-16,18.690000534057617
2004-11-17,19.059999465942383
2004-11-18,18.59000015258789
2004-11-19,18.149999618530273
2004-11-22,18.31999969482422
2004-11-23,18.399999618530273
2004-11-24,18.5
2004-11-26,18.420000076293945
2004-11-29,17.940000534057617
2004-11-30,18.170000076293945
2004-12-01,18.110000610351562
2004-12-02,18.360000610351562
2004-12-03,18.31999969482422
2004-12-06,18.190000534057617
2004-12-07,18.18000030517578
2004-12-08,18.15999984741211
2004-12-09,17.93000030517578
2004-12-10,17.690000534057617
2004-12-13,17.790000915527344
2004-12-14,18.170000076293945
2004-12-15,18.110000610351562
2004-12-16,17.770000457763672
2004-12-17,17.920000076293945
2004-12-20,17.739999771118164
2004-12-21,17.920000076293945
2004-12-22,18.329999923706055
2004-12-23,18.6200008392334
2004-12-27,18.389999389648438
2004-12-28,18.780000686645508
2004-12-29,18.75
2004-12-30,18.690000534057617
2004-12-31,18.700000762939453
2005-01-03,18.170000076293945
2005-01-04,17.799999237060547
2005-01-05,18.0
2005-01-06,18.010000228881836
2005-01-07,17.979999542236328
2005-01-10,17.90999984741211
2005-01-11,17.479999542236328
2005-01-12,17.3700008392334
2005-01-13,17.209999084472656
2005-01-14,17.290000915527344
2005-01-18,17.229999542236328
2005-01-19,17.020000457763672
2005-01-20,17.0
2005-01-21,16.809999465942383
2005-01-24,17.520000457763672
2005-01-25,17.299999237060547
2005-01-26,17.93000030517578
2005-01-27,17.56999969482422
2005-01-28,17.84000015258789
2005-01-31,18.1200008392334
2005-02-01,17.829999923706055
2005-02-02,17.610000610351562
2005-02-03,17.43000030517578
2005-02-04,18.049999237060547
2005-02-07,17.93000030517578
2005-02-08,17.979999542236328
2005-02-09,17.729999542236328
2005-02-10,17.649999618530273
2005-02-11,18.079999923706055
2005-02-14,18.020000457763672
2005-02-15,17.860000610351562
2005-02-16,17.780000686645508
2005-02-17,17.530000686645508
2005-02-18,17.479999542236328
2005-02-22,17.299999237060547
2005-02-23,17.100000381469727
2005-02-24,17.229999542236328
2005-02-25,17.260000228881836
2005-02-28,17.100000381469727
2005-03-01,17.079999923706055
2005-03-02,16.969999313354492
2005-03-03,16.790000915527344
2005-03-04,16.450000762939453
2005-03-07,16.549999237060547
2005-03-08,16.850000381469727
2005-03-09,16.579999923706055
2005-03-10,16.200000762939453
2005-03-11,16.420000076293945
2005-03-14,16.56999969482422
2005-03-15,16.139999389648438
2005-03-16,16.1200008392334
2005-03-17,16.25
2005-03-18,15.989999771118164
2005-03-21,16.0
2005-03-22,15.970000267028809
2005-03-23,15.979999542236328
2005-03-24,16.040000915527344
2005-03-28,16.170000076293945
2005-03-29,16.059999465942383
2005-03-30,16.479999542236328
2005-03-31,16.290000915527344
2005-04-01,16.049999237060547
2005-04-04,16.31999969482422
2005-04-05,16.200000762939453
2005-04-06,16.299999237060547
2005-04-07,16.450000762939453
2005-04-08,16.459999084472656
2005-04-11,16.459999084472656
2005-04-12,16.56999969482422
2005-04-13,16.549999237060547
2005-04-14,16.389999389648438
2005-04-15,16.059999465942383
2005-04-18,15.960000038146973
2005-04-19,16.020000457763672
2005-04-20,15.869999885559082
2005-04-21,16.40999984741211
2005-04-22,15.989999771118164
2005-04-25,16.309999465942383
2005-04-26,15.880000114440918
2005-04-27,17.399999618530273
2005-04-28,17.049999237060547
2005-04-29,17.190000534057617
2005-05-02,17.440000534057617
2005-05-03,17.6299991607666
2005-05-04,17.719999313354492
2005-05-05,17.989999771118164
2005-05-06,17.959999084472656
2005-05-09,18.09000015258789
2005-05-10,17.81999969482422
2005-05-11,17.81999969482422
2005-05-12,17.68000030517578
2005-05-13,17.510000228881836
2005-05-16,17.860000610351562
2005-05-17,18.299999237060547
2005-05-18,18.93000030517578
2005-05-19,18.81999969482422
2005-05-20,18.829999923706055
2005-05-23,18.84000015258789
2005-05-24,18.860000610351562
2005-05-25,18.309999465942383
2005-05-26,19.010000228881836
2005-05-27,19.1299991607666
2005-05-31,19.020000457763672
2005-06-01,19.280000686645508
2005-06-02,19.5
2005-06-03,19.229999542236328
2005-06-06,19.399999618530273
2005-06-07,19.420000076293945
2005-06-08,19.270000457763672
2005-06-09,19.6299991607666
2005-06-10,19.079999923706055
2005-06-13,18.979999542236328
2005-06-14,18.950000762939453
2005-06-15,18.799999237060547
2005-06-16,19.1299991607666
2005-06-17,19.190000534057617
2005-06-20,18.889999389648438
2005-06-21,18.760000228881836
2005-06-22,19.0
2005-06-23,18.690000534057617
2005-06-24,18.65999984741211
2005-06-27,18.530000686645508
2005-06-28,18.899999618530273
2005-06-29,18.8700008392334
2005-06-30,18.979999542236328
2005-07-01,19.149999618530273
2005-07-05,16.8700008392334
2005-07-06,17.219999313354492
2005-07-07,17.6200008392334
2005-07-08,17.719999313354492
2005-07-11,17.93000030517578
2005-07-12,17.950000762939453
2005-07-13,17.90999984741211
2005-07-14,17.809999465942383
2005-07-15,17.850000381469727
2005-07-18,17.600000381469727
2005-07-19,17.8700008392334
2005-07-20,18.100000381469727
2005-07-21,17.850000381469727
2005-07-22,17.93000030517578
2005-07-25,17.639999389648438
2005-07-26,17.809999465942383
2005-07-27,18.8700008392334
2005-07-28,18.84000015258789
2005-07-29,18.649999618530273
2005-08-01,18.700000762939453
2005-08-02,19.1200008392334
2005-08-03,19.350000381469727
2005-08-04,19.469999313354492
2005-08-05,19.459999084472656
2005-08-08,19.079999923706055
2005-08-09,19.09000015258789
2005-08-10,18.969999313354492
2005-08-11,19.100000381469727
2005-08-12,19.1299991607666
2005-08-15,19.280000686645508
2005-08-16,19.15999984741211
2005-08-17,19.440000534057617
2005-08-18,19.200000762939453
2005-08-19,19.34000015258789
2005-08-22,19.329999923706055
2005-08-23,19.3700008392334
2005-08-24,20.209999084472656
2005-08-25,20.3799991607666
2005-08-26,20.170000076293945
2005-08-29,20.170000076293945
2005-08-30,19.899999618530273
2005-08-31,20.389999389648438
2005-09-01,20.5
2005-09-02,20.170000076293945
2005-09-06,20.350000381469727
2005-09-07,20.420000076293945
2005-09-08,20.239999771118164
2005-09-09,20.559999465942383
2005-09-12,20.5
2005-09-13,20.459999084472656
2005-09-14,20.09000015258789
2005-09-15,20.34000015258789
2005-09-16,20.760000228881836
2005-09-19,20.65999984741211
2005-09-20,20.729999542236328
2005-09-21,20.3799991607666
2005-09-22,20.389999389648438
2005-09-23,20.43000030517578
2005-09-26,20.760000228881836
2005-09-27,20.989999771118164
2005-09-28,20.969999313354492
2005-09-29,21.40999984741211
2005-09-30,21.709999084472656
2005-10-03,22.079999923706055
2005-10-04,22.43000030517578
2005-10-05,21.899999618530273
2005-10-06,21.899999618530273
2005-10-07,22.209999084472656
2005-10-10,22.030000686645508
2005-10-11,22.65999984741211
2005-10-12,22.530000686645508
2005-10-13,23.079999923706055
2005-10-14,23.299999237060547
2005-10-17,23.190000534057617
2005-10-18,22.81999969482422
2005-10-19,23.479999542236328
2005-10-20,22.90999984741211
2005-10-21,23.309999465942383
2005-10-24,23.360000610351562
2005-10-25,23.209999084472656
2005-10-26,22.020000457763672
2005-10-27,22.889999389648438
2005-10-28,23.579999923706055
2005-10-31,23.510000228881836
2005-11-01,23.360000610351562
2005-11-02,23.920000076293945
2005-11-03,23.920000076293945
2005-11-04,24.139999389648438
2005-11-07,24.459999084472656
2005-11-08,24.579999923706055
2005-11-09,24.59000015258789
2005-11-10,24.15999984741211
2005-11-11,23.940000534057617
2005-11-14,24.0
2005-11-15,23.739999771118164
2005-11-16,23.610000610351562
2005-11-17,23.899999618530273
2005-11-18,24.309999465942383
2005-11-21,24.299999237060547
2005-11-22,24.200000762939453
2005-11-23,23.979999542236328
2005-11-25,24.200000762939453
2005-11-28,23.139999389648438
2005-11-29,23.690000534057617
2005-11-30,24.030000686645508
2005-12-01,23.889999389648438
2005-12-02,23.670000076293945
2005-12-05,22.350000381469727
2005-12-06,22.579999923706055
2005-12-07,22.399999618530273
2005-12-08,22.600000381469727
2005-12-09,22.709999084472656
2005-12-12,22.889999389648438
2005-12-13,23.149999618530273
2005-12-14,23.559999465942383
2005-12-15,23.469999313354492
2005-12-16,23.549999237060547
2005-12-19,23.06999969482422
2005-12-20,22.649999618530273
2005-12-21,22.639999389648438
2005-12-22,22.6299991607666
2005-12-23,22.649999618530273
2005-12-27,22.170000076293945
2005-12-28,22.420000076293945
2005-12-29,22.65999984741211
2005-12-30,22.31999969482422
2006-01-03,22.399999618530273
2006-01-04,22.940000534057617
2006-01-05,22.56999969482422
2006-01-06,22.6200008392334
2006-01-09,22.3700008392334
2006-01-10,22.1200008392334
2006-01-11,22.43000030517578
2006-01-12,22.31999969482422
2006-01-13,22.239999771118164
2006-01-17,22.100000381469727
2006-01-18,22.06999969482422
2006-01-19,22.1200008392334
2006-01-20,21.670000076293945
2006-01-23,21.770000457763672
2006-01-24,22.209999084472656
2006-01-25,21.1200008392334
2006-01-26,21.889999389648438
2006-01-27,22.290000915527344
2006-01-30,22.329999923706055
2006-01-31,22.770000457763672
2006-02-01,22.84000015258789
2006-02-02,22.709999084472656
2006-02-03,22.799999237060547
2006-02-06,22.68000030517578
2006-02-07,22.34000015258789
2006-02-08,22.290000915527344
2006-02-09,22.209999084472656
2006-02-10,22.059999465942383
2006-02-13,21.860000610351562
2006-02-14,22.139999389648438
2006-02-15,22.479999542236328
2006-02-16,22.56999969482422
2006-02-17,22.530000686645508
2006-02-21,22.209999084472656
2006-02-22,22.270000457763672
2006-02-23,22.06999969482422
2006-02-24,22.06999969482422
2006-02-27,22.309999465942383
2006-02-28,21.979999542236328
2006-03-01,22.309999465942383
2006-03-02,22.459999084472656
2006-03-03,22.709999084472656
2006-03-06,22.350000381469727
2006-03-07,21.940000534057617
2006-03-08,22.59000015258789
2006-03-09,22.540000915527344
2006-03-10,22.84000015258789
2006-03-13,22.68000030517578
2006-03-14,22.719999313354492
2006-03-15,22.729999542236328
2006-03-16,22.809999465942383
2006-03-17,22.6299991607666
2006-03-20,22.65999984741211
2006-03-21,22.3799991607666
2006-03-22,22.65999984741211
2006-03-23,22.5
2006-03-24,22.6200008392334
2006-03-27,22.790000915527344
2006-03-28,22.90999984741211
2006-03-29,22.93000030517578
2006-03-30,23.059999465942383
2006-03-31,23.25
2006-04-03,23.40999984741211
2006-04-04,23.489999771118164
2006-04-05,23.3700008392334
2006-04-06,23.579999923706055
2006-04-07,23.530000686645508
2006-04-10,23.469999313354492
2006-04-11,23.31999969482422
2006-04-12,23.5
2006-04-13,23.56999969482422
2006-04-17,23.68000030517578
2006-04-18,24.149999618530273
2006-04-19,24.489999771118164
2006-04-20,24.40999984741211
2006-04-21,24.34000015258789
2006-04-24,24.65999984741211
2006-04-25,24.84000015258789
2006-04-26,25.809999465942383
2006-04-27,25.290000915527344
2006-04-28,25.280000686645508
2006-05-01,25.25
2006-05-02,25.6200008392334
2006-05-03,25.549999237060547
2006-05-04,25.709999084472656
2006-05-05,25.899999618530273
2006-05-08,25.809999465942383
2006-05-09,25.799999237060547
2006-05-10,25.489999771118164
2006-05-11,24.8799991607666
2006-05-12,24.389999389648438
2006-05-15,24.3799991607666
2006-05-16,24.25
2006-05-17,24.030000686645508
2006-05-18,23.940000534057617
2006-05-19,24.06999969482422
2006-05-22,23.899999618530273
2006-05-23,23.530000686645508
2006-05-24,23.59000015258789
2006-05-25,23.889999389648438
2006-05-26,23.68000030517578
2006-05-30,22.989999771118164
2006-05-31,23.280000686645508
2006-06-01,23.700000762939453
2006-06-02,23.850000381469727
2006-06-05,23.389999389648438
2006-06-06,23.549999237060547
2006-06-07,23.90999984741211
2006-06-08,23.989999771118164
2006-06-09,24.1200008392334
2006-06-12,23.450000762939453
2006-06-13,23.34000015258789
2006-06-14,23.479999542236328
2006-06-15,24.510000228881836
2006-06-16,24.459999084472656
2006-06-19,24.329999923706055
2006-06-20,24.18000030517578
2006-06-21,24.260000228881836
2006-06-22,24.059999465942383
2006-06-23,24.139999389648438
2006-06-26,24.239999771118164
2006-06-27,23.979999542236328
2006-06-28,23.809999465942383
2006-06-29,24.940000534057617
2006-06-30,24.739999771118164
2006-07-03,24.760000228881836
2006-07-05,24.719999313354492
2006-07-06,24.81999969482422
2006-07-07,24.030000686645508
2006-07-10,23.8700008392334
2006-07-11,24.030000686645508
2006-07-12,23.450000762939453
2006-07-13,23.59000015258789
2006-07-14,23.540000915527344
2006-07-17,23.610000610351562
2006-07-18,24.739999771118164
2006-07-19,25.0
2006-07-20,24.559999465942383
2006-07-21,24.510000228881836
2006-07-24,24.90999984741211
2006-07-25,24.959999084472656
2006-07-26,25.700000762939453
2006-07-27,25.479999542236328
2006-07-28,26.079999923706055
2006-07-31,26.040000915527344
2006-08-01,25.889999389648438
2006-08-02,26.40999984741211
2006-08-03,26.81999969482422
2006-08-04,26.459999084472656
2006-08-07,27.010000228881836
2006-08-08,26.3799991607666
2006-08-09,26.540000915527344
2006-08-10,26.670000076293945
2006-08-11,26.200000762939453
2006-08-14,26.940000534057617
2006-08-15,26.989999771118164
2006-08-16,27.079999923706055
2006-08-17,26.889999389648438
2006-08-18,26.649999618530273
2006-08-21,26.639999389648438
2006-08-22,26.809999465942383
2006-08-23,26.799999237060547
2006-08-24,26.809999465942383
2006-08-25,26.540000915527344
2006-08-28,26.8799991607666
2006-08-29,27.299999237060547
2006-08-30,27.229999542236328
2006-08-31,26.920000076293945
2006-09-01,26.8799991607666
2006-09-05,27.270000457763672
2006-09-06,26.25
2006-09-07,26.59000015258789
2006-09-08,26.920000076293945
2006-09-11,26.399999618530273
2006-09-12,26.889999389648438
2006-09-13,27.09000015258789
2006-09-14,27.15999984741211
2006-09-15,27.040000915527344
2006-09-18,26.959999084472656
2006-09-19,26.0
2006-09-20,26.190000534057617
2006-09-21,26.219999313354492
2006-09-22,26.010000228881836
2006-09-25,26.760000228881836
2006-09-26,26.610000610351562
2006-09-27,26.940000534057617
2006-09-28,26.760000228881836
2006-09-29,26.43000030517578
2006-10-02,26.670000076293945
2006-10-03,26.420000076293945
2006-10-04,26.690000534057617
2006-10-05,27.389999389648438
2006-10-06,27.15999984741211
2006-10-09,27.40999984741211
2006-10-10,27.649999618530273
2006-10-11,27.75
2006-10-12,27.860000610351562
2006-10-13,27.940000534057617
2006-10-16,28.020000457763672
2006-10-17,28.030000686645508
2006-10-18,28.059999465942383
2006-10-19,27.93000030517578
2006-10-20,27.979999542236328
2006-10-23,28.079999923706055
2006-10-24,27.530000686645508
2006-10-25,27.09000015258789
2006-10-26,27.299999237060547
2006-10-27,27.1200008392334
2006-10-30,27.059999465942383
2006-10-31,26.979999542236328
2006-11-01,26.610000610351562
2006-11-02,26.940000534057617
2006-11-03,26.65999984741211
2006-11-06,27.31999969482422
2006-11-07,27.510000228881836
2006-11-08,27.93000030517578
2006-11-09,27.40999984741211
2006-11-10,27.18000030517578
2006-11-13,27.700000762939453
2006-11-14,27.969999313354492
2006-11-15,28.0
2006-11-16,27.770000457763672
2006-11-17,27.559999465942383
2006-11-20,28.06999969482422
2006-11-21,27.790000915527344
2006-11-22,27.68000030517578
2006-11-24,27.56999969482422
2006-11-27,26.65999984741211
2006-11-28,27.530000686645508
2006-11-29,27.860000610351562
2006-11-30,27.729999542236328
2006-12-01,27.309999465942383
2006-12-04,27.65999984741211
2006-12-05,27.309999465942383
2006-12-06,27.139999389648438
2006-12-07,27.059999465942383
2006-12-08,26.920000076293945
2006-12-11,26.979999542236328
2006-12-12,26.809999465942383
2006-12-13,27.299999237060547
2006-12-14,27.049999237060547
2006-12-15,26.899999618530273
2006-12-18,26.700000762939453
2006-12-19,27.06999969482422
2006-12-20,27.18000030517578
2006-12-21,27.06999969482422
2006-12-22,26.950000762939453
2006-12-26,27.139999389648438
2006-12-27,27.3700008392334
2006-12-28,27.280000686645508
2006-12-29,26.729999542236328
2007-01-03,26.059999465942383
2007-01-04,26.5
2007-01-05,26.170000076293945
2007-01-08,26.09000015258789
2007-01-09,26.239999771118164
2007-01-10,26.040000915527344
2007-01-11,26.059999465942383
2007-01-12,26.540000915527344
2007-01-16,26.760000228881836
2007-01-17,26.43000030517578
2007-01-18,25.829999923706055
2007-01-19,25.81999969482422
2007-01-22,25.700000762939453
2007-01-23,25.75
2007-01-24,24.530000686645508
2007-01-25,24.270000457763672
2007-01-26,24.799999237060547
2007-01-29,24.760000228881836
2007-01-30,24.979999542236328
2007-01-31,25.079999923706055
2007-02-01,25.280000686645508
2007-02-02,25.149999618530273
2007-02-05,24.5
2007-02-06,24.68000030517578
2007-02-07,24.84000015258789
2007-02-08,25.149999618530273
2007-02-09,24.719999313354492
2007-02-12,24.719999313354492
2007-02-13,25.059999465942383
2007-02-14,25.06999969482422
2007-02-15,25.3799991607666
2007-02-16,25.489999771118164
2007-02-20,25.15999984741211
2007-02-21,25.6299991607666
2007-02-22,25.579999923706055
2007-02-23,25.510000228881836
2007-02-26,25.350000381469727
2007-02-27,24.34000015258789
2007-02-28,24.65999984741211
2007-03-01,24.75
2007-03-02,24.469999313354492
2007-03-05,24.239999771118164
2007-03-06,24.68000030517578
2007-03-07,24.3799991607666
2007-03-08,24.469999313354492
2007-03-09,24.540000915527344
2007-03-12,24.65999984741211
2007-03-13,24.360000610351562
2007-03-14,24.709999084472656
2007-03-15,24.850000381469727
2007-03-16,24.579999923706055
2007-03-19,24.950000762939453
2007-03-20,24.829999923706055
2007-03-21,25.049999237060547
2007-03-22,24.979999542236328
2007-03-23,24.93000030517578
2007-03-26,25.309999465942383
2007-03-27,25.229999542236328
2007-03-28,25.280000686645508
2007-03-29,24.920000076293945
2007-03-30,25.020000457763672
2007-04-02,24.989999771118164
2007-04-03,25.09000015258789
2007-04-04,25.020000457763672
2007-04-05,25.020000457763672
2007-04-09,24.84000015258789
2007-04-10,24.90999984741211
2007-04-11,24.68000030517578
2007-04-12,24.889999389648438
2007-04-13,25.110000610351562
2007-04-16,25.540000915527344
2007-04-17,25.8799991607666
2007-04-18,25.3700008392334
2007-04-19,25.389999389648438
2007-04-20,26.010000228881836
2007-04-23,25.549999237060547
2007-04-24,25.8700008392334
2007-04-25,27.010000228881836
2007-04-26,26.790000915527344
2007-04-27,26.770000457763672
2007-04-30,26.780000686645508
2007-05-01,26.979999542236328
2007-05-02,27.020000457763672
2007-05-03,27.110000610351562
2007-05-04,27.959999084472656
2007-05-07,27.260000228881836
2007-05-08,27.559999465942383
2007-05-09,27.559999465942383
2007-05-10,27.15999984741211
2007-05-11,27.510000228881836
2007-05-14,26.979999542236328
2007-05-15,26.989999771118164
2007-05-16,27.200000762939453
2007-05-17,27.110000610351562
2007-05-18,27.06999969482422
2007-05-21,27.219999313354492
2007-05-22,27.489999771118164
2007-05-23,27.579999923706055
2007-05-24,26.809999465942383
2007-05-25,27.229999542236328
2007-05-29,26.989999771118164
2007-05-30,27.3799991607666
2007-05-31,27.799999237060547
2007-06-01,28.219999313354492
2007-06-04,27.829999923706055
2007-06-05,27.3799991607666
2007-06-06,27.149999618530273
2007-06-07,26.540000915527344
2007-06-08,26.8700008392334
2007-06-11,26.670000076293945
2007-06-12,26.65999984741211
2007-06-13,27.030000686645508
2007-06-14,27.020000457763672
2007-06-15,26.969999313354492
2007-06-18,27.1200008392334
2007-06-19,27.15999984741211
2007-06-20,26.459999084472656
2007-06-21,26.889999389648438
2007-06-22,26.489999771118164
2007-06-25,26.239999771118164
2007-06-26,26.350000381469727
2007-06-27,26.309999465942383
2007-06-28,26.6299991607666
2007-06-29,26.510000228881836
2007-07-02,26.579999923706055
2007-07-03,26.520000457763672
2007-07-05,26.5
2007-07-06,26.670000076293945
2007-07-09,26.549999237060547
2007-07-10,26.440000534057617
2007-07-11,26.3799991607666
2007-07-12,27.09000015258789
2007-07-13,26.829999923706055
2007-07-16,26.649999618530273
2007-07-17,26.600000381469727
2007-07-18,26.540000915527344
2007-07-19,26.3700008392334
2007-07-20,25.790000915527344
2007-07-23,25.899999618530273
2007-07-24,25.040000915527344
2007-07-25,26.780000686645508
2007-07-26,24.969999313354492
2007-07-27,24.3700008392334
2007-07-30,24.579999923706055
2007-07-31,25.020000457763672
2007-08-01,25.65999984741211
2007-08-02,25.559999465942383
2007-08-03,23.989999771118164
2007-08-06,24.229999542236328
2007-08-07,23.799999237060547
2007-08-08,21.350000381469727
2007-08-09,20.959999084472656
2007-08-10,22.010000228881836
2007-08-13,22.760000228881836
2007-08-14,22.440000534057617
2007-08-15,22.520000457763672
2007-08-16,22.729999542236328
2007-08-17,23.110000610351562
2007-08-20,23.100000381469727
2007-08-21,23.25
2007-08-22,23.43000030517578
2007-08-23,23.5
2007-08-24,23.81999969482422
2007-08-27,23.780000686645508
2007-08-28,23.06999969482422
2007-08-29,23.479999542236328
2007-08-30,23.350000381469727
2007-08-31,23.1200008392334
2007-09-04,23.030000686645508
2007-09-05,22.829999923706055
2007-09-06,22.639999389648438
2007-09-07,22.059999465942383
2007-09-10,21.780000686645508
2007-09-11,22.030000686645508
2007-09-12,21.940000534057617
2007-09-13,21.700000762939453
2007-09-14,21.579999923706055
2007-09-17,21.5
2007-09-18,22.020000457763672
2007-09-19,22.270000457763672
2007-09-20,21.969999313354492
2007-09-21,22.309999465942383
2007-09-24,22.149999618530273
2007-09-25,21.389999389648438
2007-09-26,21.520000457763672
2007-09-27,21.770000457763672
2007-09-28,21.25
2007-10-01,21.360000610351562
2007-10-02,21.690000534057617
2007-10-03,20.700000762939453
2007-10-04,20.719999313354492
2007-10-05,20.899999618530273
2007-10-08,21.049999237060547
2007-10-09,21.06999969482422
2007-10-10,21.1200008392334
2007-10-11,21.190000534057617
2007-10-12,21.40999984741211
2007-10-15,21.049999237060547
2007-10-16,20.239999771118164
2007-10-17,20.020000457763672
2007-10-18,20.350000381469727
2007-10-19,20.059999465942383
2007-10-22,20.389999389648438
2007-10-23,20.6299991607666
2007-10-24,21.25
2007-10-25,21.0
2007-10-26,20.989999771118164
2007-10-29,20.549999237060547
2007-10-30,20.299999237060547
2007-10-31,20.530000686645508
2007-11-01,19.299999237060547
2007-11-02,19.399999618530273
2007-11-05,19.1299991607666
2007-11-06,19.200000762939453
2007-11-07,19.200000762939453
2007-11-08,19.239999771118164
2007-11-09,18.850000381469727
2007-11-12,18.809999465942383
2007-11-13,18.68000030517578
2007-11-14,18.110000610351562
2007-11-15,17.700000762939453
2007-11-16,17.520000457763672
2007-11-19,17.260000228881836
2007-11-20,16.799999237060547
2007-11-21,16.780000686645508
2007-11-23,16.6200008392334
2007-11-26,16.18000030517578
2007-11-27,16.309999465942383
2007-11-28,16.6200008392334
2007-11-29,16.850000381469727
2007-11-30,16.56999969482422
2007-12-03,16.290000915527344
2007-12-04,16.440000534057617
2007-12-05,16.469999313354492
2007-12-06,16.6200008392334
2007-12-07,16.350000381469727
2007-12-10,16.510000228881836
2007-12-11,16.049999237060547
2007-12-12,16.290000915527344
2007-12-13,16.3799991607666
2007-12-14,16.1299991607666
2007-12-17,15.930000305175781
2007-12-18,15.550000190734863
2007-12-19,15.289999961853027
2007-12-20,15.09000015258789
2007-12-21,15.149999618530273
2007-12-24,15.489999771118164
2007-12-26,15.569999694824219
2007-12-27,15.220000267028809
2007-12-28,14.59000015258789
2007-12-31,14.720000267028809
2008-01-02,14.289999961853027
2008-01-03,13.829999923706055
2008-01-04,13.119999885559082
2008-01-07,13.859999656677246
2008-01-08,13.1899995803833
2008-01-09,13.199999809265137
2008-01-10,13.40999984741211
2008-01-11,12.899999618530273
2008-01-14,12.90999984741211
2008-01-15,12.489999771118164
2008-01-16,13.039999961853027
2008-01-17,12.84000015258789
2008-01-18,13.0
2008-01-22,12.850000381469727
2008-01-23,13.350000381469727
2008-01-24,13.180000305175781
2008-01-25,12.729999542236328
2008-01-28,12.9399995803833
2008-01-29,13.430000305175781
2008-01-30,12.649999618530273
2008-01-31,12.760000228881836
2008-02-01,12.789999961853027
2008-02-04,12.729999542236328
2008-02-05,12.329999923706055
2008-02-06,12.319999694824219
2008-02-07,12.300000190734863
2008-02-08,12.119999885559082
2008-02-11,12.140000343322754
2008-02-12,12.15999984741211
2008-02-13,12.539999961853027
2008-02-14,12.279999732971191
2008-02-15,12.180000305175781
2008-02-19,12.100000381469727
2008-02-20,12.279999732971191
2008-02-21,11.619999885559082
2008-02-22,11.789999961853027
2008-02-25,11.8100004196167
2008-02-26,11.789999961853027
2008-02-27,11.710000038146973
2008-02-28,11.619999885559082
2008-02-29,11.350000381469727
2008-03-03,10.880000114440918
2008-03-04,10.800000190734863
2008-03-05,10.8100004196167
2008-03-06,11.010000228881836
2008-03-07,10.970000267028809
2008-03-10,11.0
2008-03-11,11.420000076293945
2008-03-12,11.289999961853027
2008-03-13,11.329999923706055
2008-03-14,10.739999771118164
2008-03-17,10.550000190734863
2008-03-18,10.899999618530273
2008-03-19,10.890000343322754
2008-03-20,11.0
2008-03-24,11.430000305175781
2008-03-25,11.3100004196167
2008-03-26,11.359999656677246
2008-03-27,11.329999923706055
2008-03-28,11.279999732971191
2008-03-31,11.369999885559082
2008-04-01,11.859999656677246
2008-04-02,11.569999694824219
2008-04-03,11.470000267028809
2008-04-04,11.510000228881836
2008-04-07,11.470000267028809
2008-04-08,11.460000038146973
2008-04-09,11.34000015258789
2008-04-10,11.470000267028809
2008-04-11,10.979999542236328
2008-04-14,10.970000267028809
2008-04-15,11.180000305175781
2008-04-16,11.369999885559082
2008-04-17,11.449999809265137
2008-04-18,12.609999656677246
2008-04-21,12.3100004196167
2008-04-22,11.850000381469727
2008-04-23,12.369999885559082
2008-04-24,12.510000228881836
2008-04-25,12.289999961853027
2008-04-28,12.130000114440918
2008-04-29,12.229999542236328
2008-04-30,12.100000381469727
2008-05-01,13.0600004196167
2008-05-02,12.569999694824219
2008-05-05,12.65999984741211
2008-05-06,12.739999771118164
2008-05-07,12.5
2008-05-08,12.550000190734863
2008-05-09,12.40999984741211
2008-05-12,12.609999656677246
2008-05-13,12.739999771118164
2008-05-14,12.710000038146973
2008-05-15,12.789999961853027
2008-05-16,12.8100004196167
2008-05-19,12.59000015258789
2008-05-20,12.779999732971191
2008-05-21,12.779999732971191
2008-05-22,12.979999542236328
2008-05-23,12.819999694824219
2008-05-27,13.470000267028809
2008-05-28,13.359999656677246
2008-05-29,13.619999885559082
2008-05-30,13.279999732971191
2008-06-02,13.050000190734863
2008-06-03,12.949999809265137
2008-06-04,12.9399995803833
2008-06-05,12.979999542236328
2008-06-06,12.319999694824219
2008-06-09,12.239999771118164
2008-06-10,12.260000228881836
2008-06-11,11.84000015258789
2008-06-12,11.880000114440918
2008-06-13,12.010000228881836
2008-06-16,12.180000305175781
2008-06-17,11.979999542236328
2008-06-18,12.020000457763672
2008-06-19,12.069999694824219
2008-06-20,11.550000190734863
2008-06-23,11.270000457763672
2008-06-24,11.15999984741211
2008-06-25,11.369999885559082
2008-06-26,11.279999732971191
2008-06-27,11.130000114440918
2008-06-30,11.020000457763672
2008-07-01,11.079999923706055
2008-07-02,11.15999984741211
2008-07-03,11.390000343322754
2008-07-07,11.359999656677246
2008-07-08,11.760000228881836
2008-07-09,11.449999809265137
2008-07-10,11.5
2008-07-11,11.5
2008-07-14,12.760000228881836
2008-07-15,15.4399995803833
2008-07-16,14.720000267028809
2008-07-17,14.9399995803833
2008-07-18,14.9399995803833
2008-07-21,15.25
2008-07-22,15.510000228881836
2008-07-23,16.940000534057617
2008-07-24,16.510000228881836
2008-07-25,17.700000762939453
2008-07-28,17.43000030517578
2008-07-29,17.68000030517578
2008-07-30,17.639999389648438
2008-07-31,17.739999771118164
2008-08-01,18.790000915527344
2008-08-04,18.420000076293945
2008-08-05,18.8799991607666
2008-08-06,18.579999923706055
2008-08-07,18.6200008392334
2008-08-08,19.270000457763672
2008-08-11,19.670000076293945
