,CLPS
2018-10-01,9.960000038146973
2018-10-02,9.399999618530273
2018-10-03,9.5
2018-10-04,9.470000267028809
2018-10-05,9.25
2018-10-08,8.739999771118164
2018-10-09,8.800000190734863
2018-10-10,8.489999771118164
2018-10-11,8.4399995803833
2018-10-12,8.779999732971191
2018-10-15,8.510000228881836
2018-10-16,8.65999984741211
2018-10-17,8.5
2018-10-18,8.449000358581543
2018-10-19,8.0600004196167
2018-10-22,8.039999961853027
2018-10-23,7.888999938964844
2018-10-24,6.75
2018-10-25,6.159999847412109
2018-10-26,6.360000133514404
2018-10-29,6.630000114440918
2018-10-30,6.849999904632568
2018-10-31,6.86299991607666
2018-11-01,6.730000019073486
2018-11-02,6.409999847412109
2018-11-05,6.78000020980835
2018-11-06,6.559999942779541
2018-11-07,5.909999847412109
2018-11-08,5.869999885559082
2018-11-09,5.699999809265137
2018-11-12,5.960000038146973
2018-11-13,5.760000228881836
2018-11-14,5.809999942779541
2018-11-15,5.900000095367432
2018-11-16,5.691999912261963
2018-11-19,5.89300012588501
2018-11-20,5.800000190734863
2018-11-21,5.859000205993652
2018-11-23,5.920000076293945
2018-11-26,5.800000190734863
2018-11-27,5.989999771118164
2018-11-28,5.929999828338623
2018-11-29,5.894999980926514
2018-11-30,5.519999980926514
2018-12-03,5.75
2018-12-04,5.900000095367432
2018-12-06,6.210000038146973
2018-12-07,5.989999771118164
2018-12-10,5.75
2018-12-11,5.71999979019165
2018-12-12,5.360000133514404
2018-12-13,5.349999904632568
2018-12-14,5.329999923706055
2018-12-17,5.3460001945495605
2018-12-18,4.849999904632568
2018-12-19,4.619999885559082
2018-12-20,4.619999885559082
2018-12-21,4.0
2018-12-24,3.559999942779541
2018-12-26,3.4800000190734863
2018-12-27,3.319999933242798
2018-12-28,2.25
2018-12-31,2.4200000762939453
2019-01-02,2.259999990463257
2019-01-03,2.2279999256134033
2019-01-04,2.509999990463257
2019-01-07,3.1059999465942383
2019-01-08,6.349999904632568
2019-01-09,5.349999904632568
2019-01-10,5.019999980926514
2019-01-11,5.204999923706055
2019-01-14,4.973999977111816
2019-01-15,5.369999885559082
2019-01-16,6.170000076293945
2019-01-17,5.929999828338623
2019-01-18,6.050000190734863
2019-01-22,5.869999885559082
2019-01-23,5.949999809265137
2019-01-24,5.771999835968018
2019-01-25,5.820000171661377
2019-01-28,5.829999923706055
2019-01-29,6.28000020980835
2019-01-30,6.489999771118164
2019-01-31,7.105000019073486
2019-02-01,7.248000144958496
2019-02-04,7.420000076293945
2019-02-05,7.478000164031982
2019-02-06,8.369999885559082
2019-02-07,9.6899995803833
2019-02-08,11.149999618530273
2019-02-11,15.729999542236328
2019-02-12,15.989999771118164
2019-02-13,14.069999694824219
2019-02-14,12.48799991607666
2019-02-15,12.09000015258789
2019-02-19,12.609999656677246
2019-02-20,12.970000267028809
2019-02-21,13.369999885559082
2019-02-22,12.880000114440918
2019-02-25,12.550000190734863
2019-02-26,11.989999771118164
2019-02-27,9.739999771118164
2019-02-28,10.010000228881836
2019-03-01,10.270000457763672
2019-03-04,9.539999961853027
2019-03-05,9.199999809265137
2019-03-06,9.9399995803833
2019-03-07,9.96500015258789
2019-03-08,10.147000312805176
2019-03-11,10.010000228881836
2019-03-12,10.029999732971191
2019-03-13,10.039999961853027
2019-03-14,9.96500015258789
2019-03-15,10.050000190734863
2019-03-18,10.289999961853027
2019-03-19,10.399999618530273
2019-03-20,10.180000305175781
2019-03-21,10.600000381469727
2019-03-22,10.140000343322754
2019-03-25,10.0
2019-03-26,10.569999694824219
2019-03-27,10.220000267028809
2019-03-28,9.979999542236328
2019-03-29,10.289999961853027
2019-04-01,10.069999694824219
2019-04-02,9.829999923706055
2019-04-03,9.84000015258789
2019-04-04,9.649999618530273
2019-04-05,9.59000015258789
2019-04-08,9.699999809265137
2019-04-09,9.770000457763672
2019-04-10,9.779999732971191
2019-04-11,9.880000114440918
2019-04-12,9.619999885559082
2019-04-15,9.529999732971191
2019-04-16,9.680000305175781
2019-04-17,9.75
2019-04-18,9.729999542236328
2019-04-22,9.720000267028809
2019-04-23,9.779999732971191
2019-04-24,9.649999618530273
2019-04-25,9.619999885559082
2019-04-26,9.199999809265137
2019-04-29,9.229999542236328
2019-04-30,9.039999961853027
2019-05-01,8.1899995803833
2019-05-02,7.510000228881836
2019-05-03,8.0
2019-05-06,7.480000019073486
2019-05-07,7.190000057220459
2019-05-08,7.039999961853027
2019-05-09,7.050000190734863
2019-05-10,6.980000019073486
2019-05-13,7.21999979019165
2019-05-14,6.800000190734863
2019-05-15,7.230000019073486
2019-05-16,7.25
2019-05-17,7.289999961853027
2019-05-20,6.909999847412109
2019-05-21,6.679999828338623
2019-05-22,6.809999942779541
2019-05-23,6.0
2019-05-24,6.199999809265137
2019-05-28,6.340000152587891
2019-05-29,6.329999923706055
2019-05-30,6.139999866485596
2019-05-31,6.170000076293945
2019-06-03,5.960000038146973
2019-06-04,6.0
2019-06-05,5.900000095367432
2019-06-06,5.989999771118164
2019-06-07,6.050000190734863
2019-06-10,6.010000228881836
2019-06-11,5.909999847412109
2019-06-12,6.119999885559082
2019-06-13,6.010000228881836
2019-06-14,5.570000171661377
2019-06-17,6.300000190734863
2019-06-18,6.340000152587891
2019-06-19,6.440000057220459
2019-06-20,6.130000114440918
2019-06-21,6.360000133514404
2019-06-24,5.869999885559082
2019-06-25,5.559999942779541
2019-06-26,5.699999809265137
2019-06-27,5.690000057220459
2019-06-28,5.650000095367432
2019-07-01,5.800000190734863
2019-07-02,5.699999809265137
2019-07-03,5.650000095367432
2019-07-05,5.959000110626221
2019-07-08,5.78000020980835
2019-07-09,5.690000057220459
2019-07-10,5.480000019073486
2019-07-11,5.349999904632568
2019-07-12,5.502999782562256
2019-07-15,5.53000020980835
2019-07-16,5.389999866485596
2019-07-17,5.210000038146973
2019-07-18,5.480000019073486
2019-07-19,5.426000118255615
2019-07-22,5.360000133514404
2019-07-23,5.360000133514404
2019-07-24,5.5
2019-07-25,5.25
2019-07-26,5.449999809265137
2019-07-29,5.409999847412109
2019-07-30,5.389999866485596
2019-07-31,5.400000095367432
2019-08-01,5.440000057220459
2019-08-02,5.380000114440918
2019-08-05,5.309999942779541
2019-08-06,5.400000095367432
2019-08-07,5.380000114440918
2019-08-08,5.360000133514404
2019-08-09,5.360000133514404
2019-08-12,5.260000228881836
2019-08-13,5.269999980926514
2019-08-14,5.191999912261963
2019-08-15,5.349999904632568
2019-08-16,5.329999923706055
2019-08-19,5.40500020980835
2019-08-20,5.349999904632568
2019-08-21,5.230000019073486
2019-08-22,5.380000114440918
2019-08-23,4.943999767303467
2019-08-26,4.875
2019-08-27,4.860000133514404
2019-08-28,5.195000171661377
2019-08-29,5.050000190734863
2019-08-30,5.070000171661377
2019-09-03,5.139999866485596
2019-09-04,5.110000133514404
2019-09-05,5.210000038146973
2019-09-06,5.199999809265137
2019-09-09,5.019999980926514
2019-09-10,5.150000095367432
2019-09-11,4.989999771118164
2019-09-12,5.230000019073486
2019-09-13,5.25
2019-09-16,5.170000076293945
2019-09-17,5.349999904632568
2019-09-18,5.300000190734863
2019-09-19,5.199999809265137
2019-09-20,4.96999979019165
2019-09-23,5.03000020980835
2019-09-24,5.059999942779541
2019-09-25,5.199999809265137
2019-09-26,5.039999961853027
2019-09-27,5.050000190734863
2019-09-30,5.079999923706055
2019-10-01,5.090000152587891
2019-10-02,5.079999923706055
2019-10-03,5.059999942779541
2019-10-04,5.039999961853027
2019-10-07,5.039999961853027
2019-10-08,5.070000171661377
2019-10-09,5.039999961853027
2019-10-10,4.900000095367432
2019-10-11,4.920000076293945
2019-10-14,4.989999771118164
2019-10-15,5.0
2019-10-16,4.909999847412109
2019-10-17,4.869999885559082
2019-10-18,4.940000057220459
2019-10-21,4.894999980926514
2019-10-22,4.869999885559082
2019-10-23,4.900000095367432
2019-10-24,4.849999904632568
2019-10-25,4.710000038146973
2019-10-28,4.775000095367432
2019-10-29,4.360000133514404
2019-10-30,4.590000152587891
2019-10-31,4.420000076293945
2019-11-01,4.452000141143799
2019-11-04,4.059999942779541
2019-11-05,4.170000076293945
2019-11-06,4.0
2019-11-07,4.070000171661377
2019-11-08,4.019999980926514
2019-11-11,3.759999990463257
2019-11-12,3.5399999618530273
2019-11-13,3.4719998836517334
2019-11-14,3.3499999046325684
2019-11-15,3.3610000610351562
2019-11-18,3.299999952316284
2019-11-19,3.0820000171661377
2019-11-20,3.0339999198913574
2019-11-21,2.8399999141693115
2019-11-22,2.9670000076293945
2019-11-25,2.990000009536743
2019-11-26,2.9700000286102295
2019-11-27,2.700000047683716
2019-11-29,2.75
2019-12-02,2.7239999771118164
2019-12-03,2.7750000953674316
2019-12-04,2.7899999618530273
2019-12-05,2.759999990463257
2019-12-06,2.75
2019-12-09,2.690000057220459
2019-12-10,2.809999942779541
2019-12-11,2.9000000953674316
2019-12-12,3.0999999046325684
2019-12-13,3.240000009536743
2019-12-16,3.177000045776367
2019-12-17,3.119999885559082
2019-12-18,3.4100000858306885
2019-12-19,3.549999952316284
2019-12-20,3.8499999046325684
2019-12-23,4.349999904632568
2019-12-24,6.400000095367432
2019-12-26,6.059999942779541
2019-12-27,5.579999923706055
2019-12-30,5.019999980926514
2019-12-31,5.0
2020-01-02,4.5
2020-01-03,4.75
2020-01-06,4.820000171661377
2020-01-07,4.21999979019165
2020-01-08,4.0
2020-01-09,4.139999866485596
2020-01-10,4.050000190734863
2020-01-13,3.990000009536743
2020-01-14,3.984999895095825
2020-01-15,3.9100000858306885
2020-01-16,4.420000076293945
2020-01-17,4.010000228881836
2020-01-21,3.75
2020-01-22,3.571000099182129
2020-01-23,3.5299999713897705
2020-01-24,3.4200000762939453
2020-01-27,3.430000066757202
2020-01-28,3.430000066757202
2020-01-29,3.4000000953674316
2020-01-30,3.0999999046325684
2020-01-31,3.0799999237060547
2020-02-03,3.049999952316284
2020-02-04,3.4000000953674316
2020-02-05,3.069999933242798
2020-02-06,3.009999990463257
2020-02-07,2.869999885559082
2020-02-10,2.9200000762939453
2020-02-11,2.950000047683716
2020-02-12,3.3589999675750732
2020-02-13,3.1589999198913574
2020-02-14,3.0799999237060547
2020-02-18,3.0799999237060547
2020-02-19,3.0799999237060547
2020-02-20,3.1500000953674316
2020-02-21,3.200000047683716
2020-02-24,3.109999895095825
2020-02-25,2.9000000953674316
2020-02-26,2.8399999141693115
2020-02-27,2.559999942779541
2020-02-28,2.440000057220459
2020-03-02,2.5999999046325684
2020-03-03,2.640000104904175
2020-03-04,2.2300000190734863
2020-03-05,1.9600000381469727
2020-03-06,2.0
2020-03-09,1.6799999475479126
2020-03-10,1.9500000476837158
2020-03-11,1.7929999828338623
2020-03-12,1.8650000095367432
2020-03-13,1.8700000047683716
2020-03-16,1.840000033378601
2020-03-17,1.7799999713897705
2020-03-18,1.850000023841858
2020-03-19,1.7599999904632568
2020-03-20,1.7799999713897705
2020-03-23,1.7170000076293945
2020-03-24,1.7599999904632568
2020-03-25,1.909999966621399
2020-03-26,2.1600000858306885
2020-03-27,1.9809999465942383
2020-03-30,1.8300000429153442
2020-03-31,2.0450000762939453
2020-04-01,1.809999942779541
2020-04-02,1.7300000190734863
2020-04-03,1.75600004196167
2020-04-06,1.840000033378601
2020-04-07,1.9199999570846558
2020-04-08,1.940000057220459
2020-04-09,2.0
2020-04-13,1.878999948501587
2020-04-14,2.0
2020-04-15,2.1459999084472656
2020-04-16,2.055999994277954
2020-04-17,2.072000026702881
2020-04-20,2.0299999713897705
2020-04-21,1.9700000286102295
2020-04-22,1.9830000400543213
2020-04-23,2.0269999504089355
2020-04-24,2.009999990463257
2020-04-27,2.0869998931884766
2020-04-28,2.0
2020-04-29,2.0940001010894775
2020-04-30,2.049999952316284
2020-05-01,1.9210000038146973
2020-05-04,1.9900000095367432
2020-05-05,2.0199999809265137
2020-05-06,2.056999921798706
2020-05-07,2.059999942779541
2020-05-08,2.065000057220459
2020-05-11,2.119999885559082
2020-05-12,2.0299999713897705
2020-05-13,2.009999990463257
2020-05-14,1.906000018119812
2020-05-15,1.909999966621399
2020-05-18,1.9700000286102295
2020-05-19,2.0399999618530273
2020-05-20,1.9600000381469727
2020-05-21,2.0
2020-05-22,1.8799999952316284
2020-05-26,1.9299999475479126
2020-05-27,1.7999999523162842
2020-05-28,1.8550000190734863
2020-05-29,1.8700000047683716
2020-06-01,1.9199999570846558
2020-06-02,1.909999966621399
2020-06-03,1.899999976158142
2020-06-04,1.8899999856948853
2020-06-05,1.9500000476837158
2020-06-08,2.0450000762939453
2020-06-09,2.069999933242798
2020-06-10,2.9200000762939453
2020-06-11,2.3499999046325684
2020-06-12,2.7899999618530273
2020-06-15,2.4200000762939453
2020-06-16,2.509999990463257
2020-06-17,2.5199999809265137
2020-06-18,2.369999885559082
2020-06-19,2.359999895095825
2020-06-22,2.319999933242798
2020-06-23,2.3499999046325684
2020-06-24,2.4100000858306885
2020-06-25,2.4000000953674316
2020-06-26,2.0299999713897705
2020-06-29,2.1500000953674316
2020-06-30,2.1600000858306885
2020-07-01,2.309999942779541
2020-07-02,2.1600000858306885
2020-07-06,2.309999942779541
2020-07-07,2.25
2020-07-08,2.259999990463257
2020-07-09,2.359999895095825
2020-07-10,2.312000036239624
2020-07-13,2.2699999809265137
2020-07-14,2.1500000953674316
2020-07-15,3.319999933242798
2020-07-16,2.5999999046325684
2020-07-17,2.6500000953674316
2020-07-20,2.559999942779541
2020-07-21,2.4600000381469727
2020-07-22,2.4200000762939453
2020-07-23,2.5999999046325684
2020-07-24,2.450000047683716
2020-07-27,2.609999895095825
2020-07-28,2.5899999141693115
2020-07-29,2.5
2020-07-30,2.4800000190734863
2020-07-31,2.5399999618530273
2020-08-03,2.4700000286102295
2020-08-04,2.4600000381469727
2020-08-05,2.450000047683716
2020-08-06,2.509999990463257
2020-08-07,2.490000009536743
2020-08-10,2.8489999771118164
2020-08-11,2.8499999046325684
2020-08-12,2.7100000381469727
2020-08-13,3.069999933242798
2020-08-14,3.5999999046325684
2020-08-17,4.050000190734863
2020-08-18,3.549999952316284
2020-08-19,3.069999933242798
2020-08-20,3.109999895095825
2020-08-21,3.630000114440918
2020-08-24,3.690000057220459
2020-08-25,3.950000047683716
2020-08-26,3.809999942779541
2020-08-27,3.640000104904175
2020-08-28,3.759999990463257
2020-08-31,3.5999999046325684
2020-09-01,3.3299999237060547
2020-09-02,3.7200000286102295
2020-09-03,3.7799999713897705
2020-09-04,3.549999952316284
2020-09-08,3.4600000381469727
2020-09-09,3.1600000858306885
2020-09-10,3.109999895095825
2020-09-11,3.0450000762939453
2020-09-14,2.9800000190734863
2020-09-15,3.0850000381469727
2020-09-16,3.187000036239624
2020-09-17,3.109999895095825
2020-09-18,2.950000047683716
2020-09-21,2.859999895095825
2020-09-22,2.859999895095825
2020-09-23,2.8499999046325684
2020-09-24,2.8399999141693115
2020-09-25,2.940000057220459
2020-09-28,2.990000009536743
2020-09-29,2.890000104904175
2020-09-30,2.759999990463257
2020-10-01,2.8410000801086426
2020-10-02,2.75
2020-10-05,2.7100000381469727
2020-10-06,2.6700000762939453
2020-10-07,2.640000104904175
2020-10-08,2.9000000953674316
2020-10-09,2.98799991607666
2020-10-12,2.8949999809265137
2020-10-13,3.0899999141693115
2020-10-14,3.009999990463257
2020-10-15,3.0899999141693115
2020-10-16,3.700000047683716
2020-10-19,3.8299999237060547
2020-10-20,3.3499999046325684
2020-10-21,3.4800000190734863
2020-10-22,3.880000114440918
2020-10-23,4.329999923706055
2020-10-26,3.5799999237060547
2020-10-27,3.190000057220459
2020-10-28,3.2100000381469727
2020-10-29,3.2899999618530273
2020-10-30,3.0799999237060547
2020-11-02,3.059999942779541
2020-11-03,3.0199999809265137
2020-11-04,2.990000009536743
2020-11-05,3.0999999046325684
2020-11-06,2.890000104904175
2020-11-09,2.890000104904175
2020-11-10,2.9200000762939453
2020-11-11,2.890000104904175
2020-11-12,2.890000104904175
2020-11-13,2.799999952316284
2020-11-16,3.119999885559082
2020-11-17,2.9700000286102295
2020-11-18,2.880000114440918
2020-11-19,2.930000066757202
2020-11-20,2.990000009536743
2020-11-23,3.119999885559082
2020-11-24,3.121999979019165
2020-11-25,3.1500000953674316
2020-11-27,3.1500000953674316
2020-11-30,3.2799999713897705
2020-12-01,3.0399999618530273
2020-12-02,3.1700000762939453
2020-12-03,3.180000066757202
2020-12-04,3.2300000190734863
2020-12-07,3.180000066757202
2020-12-08,3.380000114440918
2020-12-09,3.009999990463257
2020-12-10,3.0799999237060547
2020-12-11,3.1700000762939453
2020-12-14,3.1700000762939453
2020-12-15,3.0999999046325684
2020-12-16,3.0
2020-12-17,3.009999990463257
2020-12-18,2.950000047683716
2020-12-21,3.0399999618530273
2020-12-22,2.9100000858306885
2020-12-23,3.0
2020-12-24,3.069999933242798
2020-12-28,3.130000114440918
2020-12-29,3.009999990463257
2020-12-30,3.069999933242798
2020-12-31,3.0399999618530273
2021-01-04,3.049999952316284
2021-01-05,3.1600000858306885
2021-01-06,3.0999999046325684
2021-01-07,3.309999942779541
2021-01-08,3.690000057220459
2021-01-11,3.2699999809265137
2021-01-12,3.450000047683716
2021-01-13,3.309999942779541
2021-01-14,3.4800000190734863
2021-01-15,3.3499999046325684
2021-01-19,3.390000104904175
2021-01-20,3.509999990463257
2021-01-21,3.490000009536743
2021-01-22,3.740000009536743
2021-01-25,3.5899999141693115
2021-01-26,3.690000057220459
2021-01-27,3.609999895095825
2021-01-28,3.4700000286102295
2021-01-29,3.4100000858306885
2021-02-01,3.5
2021-02-02,3.4600000381469727
2021-02-03,3.5299999713897705
2021-02-04,3.6500000953674316
2021-02-05,3.740000009536743
2021-02-08,3.9100000858306885
2021-02-09,3.9600000381469727
2021-02-10,3.9800000190734863
2021-02-11,4.239999771118164
2021-02-12,4.489999771118164
2021-02-16,4.900000095367432
2021-02-17,10.84000015258789
2021-02-18,9.300000190734863
2021-02-19,8.210000038146973
2021-02-22,7.659999847412109
2021-02-23,6.760000228881836
2021-02-24,7.289999961853027
2021-02-25,6.650000095367432
2021-02-26,5.869999885559082
2021-03-01,4.710000038146973
2021-03-02,4.75
2021-03-03,4.389999866485596
2021-03-04,4.139999866485596
2021-03-05,4.269999980926514
2021-03-08,3.819999933242798
2021-03-09,4.170000076293945
2021-03-10,3.9600000381469727
2021-03-11,4.440000057220459
2021-03-12,5.46999979019165
2021-03-15,5.5
2021-03-16,5.46999979019165
2021-03-17,6.679999828338623
2021-03-18,5.760000228881836
2021-03-19,6.0
2021-03-22,6.190000057220459
2021-03-23,5.320000171661377
2021-03-24,5.059999942779541
2021-03-25,5.050000190734863
2021-03-26,4.860000133514404
2021-03-29,4.800000190734863
2021-03-30,4.96999979019165
2021-03-31,5.070000171661377
2021-04-01,5.400000095367432
2021-04-05,5.099999904632568
2021-04-06,5.380000114440918
2021-04-07,5.170000076293945
2021-04-08,5.239999771118164
2021-04-09,5.25
2021-04-12,4.829999923706055
2021-04-13,4.480000019073486
2021-04-14,4.659999847412109
2021-04-15,4.210000038146973
2021-04-16,4.369999885559082
2021-04-19,4.199999809265137
2021-04-20,4.159999847412109
2021-04-21,4.260000228881836
2021-04-22,4.320000171661377
2021-04-23,4.380000114440918
2021-04-26,4.5
2021-04-27,4.380000114440918
2021-04-28,4.429999828338623
2021-04-29,4.179999828338623
2021-04-30,4.210000038146973
2021-05-03,4.070000171661377
2021-05-04,3.9700000286102295
2021-05-05,3.9200000762939453
2021-05-06,3.7300000190734863
2021-05-07,3.859999895095825
2021-05-10,3.8299999237060547
2021-05-11,3.9000000953674316
2021-05-12,3.740000009536743
2021-05-13,3.690000057220459
2021-05-14,3.8299999237060547
