,FFBW
2018-02-28,9.087031364440918
2018-03-01,9.078497886657715
2018-03-02,8.848122596740723
2018-03-05,8.96757698059082
2018-03-06,8.924915313720703
2018-03-07,8.9163818359375
2018-03-08,8.9163818359375
2018-03-09,8.924915313720703
2018-03-12,9.018771171569824
2018-03-13,9.027303695678711
2018-03-14,9.360068321228027
2018-03-15,9.684300422668457
2018-03-16,9.67576789855957
2018-03-19,9.385665893554688
2018-03-20,9.470990180969238
2018-03-21,9.462456703186035
2018-03-22,9.56484603881836
2018-03-23,9.385665893554688
2018-03-26,9.385665893554688
2018-03-27,9.496586799621582
2018-03-28,9.496586799621582
2018-03-29,9.496586799621582
2018-04-02,9.470990180969238
2018-04-03,9.394198417663574
2018-04-04,9.385665893554688
2018-04-05,9.470990180969238
2018-04-06,9.399316787719727
2018-04-09,9.385665893554688
2018-04-10,9.385665893554688
2018-04-11,9.385665893554688
2018-04-12,9.334470748901367
2018-04-13,9.173208236694336
2018-04-16,9.172354698181152
2018-04-17,9.29180908203125
2018-04-18,9.172354698181152
2018-04-19,9.172354698181152
2018-04-20,9.539249420166016
2018-04-23,9.462456703186035
2018-04-24,9.385665893554688
2018-04-25,9.385665893554688
2018-04-26,9.368600845336914
2018-04-27,9.368600845336914
2018-04-30,9.3771333694458
2018-05-01,9.3771333694458
2018-05-02,9.513651847839355
2018-05-03,9.257678985595703
2018-05-04,9.257678985595703
2018-05-07,9.428327560424805
2018-05-08,9.385665893554688
2018-05-09,9.428327560424805
2018-05-10,9.325939178466797
2018-05-11,9.325939178466797
2018-05-14,9.317405700683594
2018-05-15,9.317405700683594
2018-05-16,9.325939178466797
2018-05-17,9.30034065246582
2018-05-18,9.343003273010254
2018-05-21,9.343003273010254
2018-05-22,9.424060821533203
2018-05-23,9.419795036315918
2018-05-24,9.419795036315918
2018-05-25,9.385665893554688
2018-05-29,9.385665893554688
2018-05-30,9.394198417663574
2018-05-31,9.360068321228027
2018-06-01,9.394198417663574
2018-06-04,9.394198417663574
2018-06-05,9.394198417663574
2018-06-06,9.385665893554688
2018-06-07,9.385665893554688
2018-06-08,9.385665893554688
2018-06-11,9.368600845336914
2018-06-12,9.394198417663574
2018-06-13,9.385665893554688
2018-06-14,9.394198417663574
2018-06-15,9.394198417663574
2018-06-18,9.360068321228027
2018-06-19,9.360068321228027
2018-06-20,9.411263465881348
2018-06-21,9.385665893554688
2018-06-22,9.411263465881348
2018-06-25,9.428327560424805
2018-06-26,9.383106231689453
2018-06-27,9.383106231689453
2018-06-28,9.383106231689453
2018-06-29,9.462456703186035
2018-07-02,9.462456703186035
2018-07-03,9.462456703186035
2018-07-05,9.462456703186035
2018-07-06,9.513651847839355
2018-07-09,9.496586799621582
2018-07-10,9.470990180969238
2018-07-11,9.462456703186035
2018-07-12,9.470990180969238
2018-07-13,9.513651847839355
2018-07-16,9.522184371948242
2018-07-17,9.573378562927246
2018-07-18,9.573378562927246
2018-07-19,9.556314468383789
2018-07-20,9.56484603881836
2018-07-23,9.56484603881836
2018-07-24,9.513651847839355
2018-07-25,9.513651847839355
2018-07-26,9.513651847839355
2018-07-27,9.569112777709961
2018-07-30,9.563139915466309
2018-07-31,9.51791763305664
2018-08-01,9.569112777709961
2018-08-02,9.575084686279297
2018-08-03,9.598976135253906
2018-08-06,9.598976135253906
2018-08-07,9.61604118347168
2018-08-08,9.61604118347168
2018-08-09,9.597270011901855
2018-08-10,9.641637802124023
2018-08-13,9.622014045715332
2018-08-14,9.622014045715332
2018-08-15,9.622014045715332
2018-08-16,9.597270011901855
2018-08-17,9.568259239196777
2018-08-20,9.597270011901855
2018-08-21,9.607508659362793
2018-08-22,9.607508659362793
2018-08-23,9.641637802124023
2018-08-24,9.603241920471191
2018-08-27,9.598976135253906
2018-08-28,9.598976135253906
2018-08-29,9.620306968688965
2018-08-30,9.620306968688965
2018-08-31,9.607508659362793
2018-09-04,9.526451110839844
2018-09-05,9.526451110839844
2018-09-06,9.598976135253906
2018-09-07,9.598976135253906
2018-09-10,9.633106231689453
2018-09-11,9.641637802124023
2018-09-12,9.658702850341797
2018-09-13,9.786688804626465
2018-09-14,9.718429565429688
2018-09-17,9.726962089538574
2018-09-18,9.726962089538574
2018-09-19,9.795222282409668
2018-09-20,9.91467571258545
2018-09-21,10.05972671508789
2018-09-24,10.05972671508789
2018-09-25,10.05972671508789
2018-09-26,10.05972671508789
2018-09-27,9.756826400756836
2018-09-28,9.684300422668457
2018-10-01,9.684300422668457
2018-10-02,9.684300422668457
2018-10-03,9.894198417663574
2018-10-04,9.846416473388672
2018-10-05,9.684300422668457
2018-10-08,9.684300422668457
2018-10-09,9.684300422668457
2018-10-10,9.684300422668457
2018-10-11,9.56484603881836
2018-10-12,9.692832946777344
2018-10-15,9.667235374450684
2018-10-16,9.684300422668457
2018-10-17,9.67576789855957
2018-10-18,9.67576789855957
2018-10-19,9.598976135253906
2018-10-22,9.598976135253906
2018-10-23,9.536688804626465
2018-10-24,9.536688804626465
2018-10-25,9.223548889160156
2018-10-26,9.428327560424805
2018-10-29,9.385665893554688
2018-10-30,9.436860084533691
2018-10-31,9.385665893554688
2018-11-01,9.343003273010254
2018-11-02,9.385665893554688
2018-11-05,9.317405700683594
2018-11-06,9.428327560424805
2018-11-07,9.455631256103516
2018-11-08,9.30034065246582
2018-11-09,9.30034065246582
2018-11-12,9.30034065246582
2018-11-13,9.30034065246582
2018-11-14,9.317405700683594
2018-11-15,9.30034065246582
2018-11-16,9.30034065246582
2018-11-19,9.339590072631836
2018-11-20,9.308874130249023
2018-11-21,9.30034065246582
2018-11-23,9.30034065246582
2018-11-26,9.30034065246582
2018-11-27,9.30034065246582
2018-11-28,9.317405700683594
2018-11-29,9.419795036315918
2018-11-30,9.30034065246582
2018-12-03,9.385665893554688
2018-12-04,9.37457275390625
2018-12-06,9.30034065246582
2018-12-07,9.428327560424805
2018-12-10,9.428327560424805
2018-12-11,9.30034065246582
2018-12-12,9.283275604248047
2018-12-13,9.249147415161133
2018-12-14,9.249147415161133
2018-12-17,9.172354698181152
2018-12-18,9.155289649963379
2018-12-19,9.155289649963379
2018-12-20,8.66894245147705
2018-12-21,8.660409927368164
2018-12-24,8.703071594238281
2018-12-26,8.53242301940918
2018-12-27,8.540955543518066
2018-12-28,8.53242301940918
2018-12-31,8.558019638061523
2019-01-02,8.686006546020508
2019-01-03,8.506826400756836
2019-01-04,8.53242301940918
2019-01-07,8.634812355041504
2019-01-08,8.634812355041504
2019-01-09,8.64334487915039
2019-01-10,8.959044456481934
2019-01-11,8.61774730682373
2019-01-14,8.61774730682373
2019-01-15,8.61774730682373
2019-01-16,8.788395881652832
2019-01-17,8.64334487915039
2019-01-18,8.64334487915039
2019-01-22,8.771330833435059
2019-01-23,8.61774730682373
2019-01-24,8.61774730682373
2019-01-25,8.61774730682373
2019-01-28,8.626279830932617
2019-01-29,8.959044456481934
2019-01-30,8.96757698059082
2019-01-31,9.05034065246582
2019-02-01,9.087031364440918
2019-02-04,9.488055229187012
2019-02-05,9.215017318725586
2019-02-06,9.470990180969238
2019-02-07,9.518771171569824
2019-02-08,9.569966316223145
2019-02-11,9.556314468383789
2019-02-12,9.556314468383789
2019-02-13,9.470990180969238
2019-02-14,9.223548889160156
2019-02-15,9.257678985595703
2019-02-19,9.257678985595703
2019-02-20,9.129693031311035
2019-02-21,9.360068321228027
2019-02-22,9.17576789855957
2019-02-25,9.129693031311035
2019-02-26,9.172354698181152
2019-02-27,9.052901268005371
2019-02-28,9.3771333694458
2019-03-01,9.3771333694458
2019-03-04,9.112627983093262
2019-03-05,9.35153579711914
2019-03-06,9.326791763305664
2019-03-07,9.343003273010254
2019-03-08,9.343003273010254
2019-03-11,9.343003273010254
2019-03-12,9.172354698181152
2019-03-13,9.22610855102539
2019-03-14,9.29180908203125
2019-03-15,9.249147415161133
2019-03-18,9.249147415161133
2019-03-19,9.310580253601074
2019-03-20,9.197952270507812
2019-03-21,9.172354698181152
2019-03-22,9.218429565429688
2019-03-25,9.218429565429688
2019-03-26,9.218429565429688
2019-03-27,9.215017318725586
2019-03-28,9.215017318725586
2019-03-29,9.172354698181152
2019-04-01,9.138224601745605
2019-04-02,9.30034065246582
2019-04-03,9.156996726989746
2019-04-04,9.239761352539062
2019-04-05,9.145903587341309
2019-04-08,9.087883949279785
2019-04-09,9.093856811523438
2019-04-10,9.069966316223145
2019-04-11,9.069966316223145
2019-04-12,9.215017318725586
2019-04-15,9.215017318725586
2019-04-16,9.215017318725586
2019-04-17,9.172354698181152
2019-04-18,9.180887222290039
2019-04-22,9.163823127746582
2019-04-23,9.095562934875488
2019-04-24,9.095562934875488
2019-04-25,9.078497886657715
2019-04-26,9.078497886657715
2019-04-29,9.078497886657715
2019-04-30,9.078497886657715
2019-05-01,9.078497886657715
2019-05-02,9.055460929870605
2019-05-03,9.087031364440918
2019-05-06,9.044368743896484
2019-05-07,8.83105754852295
2019-05-08,8.83105754852295
2019-05-09,9.012799263000488
2019-05-10,9.012799263000488
2019-05-13,8.959044456481934
2019-05-14,8.959044456481934
2019-05-15,8.959044456481934
2019-05-16,8.83105754852295
2019-05-17,8.83105754852295
2019-05-20,9.078497886657715
2019-05-21,9.078497886657715
2019-05-22,9.078497886657715
2019-05-23,9.078497886657715
2019-05-24,9.078497886657715
2019-05-28,9.078497886657715
2019-05-29,8.83105754852295
2019-05-30,8.83105754852295
2019-05-31,8.83105754852295
2019-06-03,8.746586799621582
2019-06-04,8.660409927368164
2019-06-05,8.929181098937988
2019-06-06,8.677474021911621
2019-06-07,8.711604118347168
2019-06-10,8.694539070129395
2019-06-11,8.694539070129395
2019-06-12,8.686006546020508
2019-06-13,8.677474021911621
2019-06-14,8.677474021911621
2019-06-17,8.660409927368164
2019-06-18,8.660409927368164
2019-06-19,8.993173599243164
2019-06-20,8.959044456481934
2019-06-21,8.865187644958496
2019-06-24,8.959044456481934
2019-06-25,8.805460929870605
2019-06-26,8.686006546020508
2019-06-27,7.9863481521606445
2019-06-28,8.9163818359375
2019-07-01,8.703071594238281
2019-07-02,8.745734214782715
2019-07-03,8.728669166564941
2019-07-05,8.703071594238281
2019-07-08,8.689419746398926
2019-07-09,8.689419746398926
2019-07-10,8.689419746398926
2019-07-11,8.686006546020508
2019-07-12,8.703071594238281
2019-07-15,8.660409927368164
2019-07-16,8.634812355041504
2019-07-17,8.660409927368164
2019-07-18,8.634812355041504
2019-07-19,8.61774730682373
2019-07-22,8.53242301940918
2019-07-23,8.626279830932617
2019-07-24,8.626279830932617
2019-07-25,8.61774730682373
2019-07-26,8.61774730682373
2019-07-29,8.626279830932617
2019-07-30,8.626279830932617
2019-07-31,8.540955543518066
2019-08-01,8.558019638061523
2019-08-02,8.558019638061523
2019-08-05,8.558019638061523
2019-08-06,8.558019638061523
2019-08-07,8.530716896057129
2019-08-08,8.49829387664795
2019-08-09,8.575084686279297
2019-08-12,8.575084686279297
2019-08-13,8.53242301940918
2019-08-14,8.472696304321289
2019-08-15,8.323378562927246
2019-08-16,8.323378562927246
2019-08-19,8.020478248596191
2019-08-20,8.522184371948242
2019-08-21,8.071672439575195
2019-08-22,8.447098731994629
2019-08-23,8.14846420288086
2019-08-26,8.14846420288086
2019-08-27,8.417235374450684
2019-08-28,8.44880485534668
2019-08-29,8.447098731994629
2019-08-30,8.447098731994629
2019-09-03,8.53242301940918
2019-09-04,8.53242301940918
2019-09-05,9.044368743896484
2019-09-06,9.044368743896484
2019-09-09,9.078497886657715
2019-09-10,9.095562934875488
2019-09-11,9.09214973449707
2019-09-12,9.099828720092773
2019-09-13,9.411263465881348
2019-09-16,9.189419746398926
2019-09-17,9.308874130249023
2019-09-18,9.343003273010254
2019-09-19,9.44965934753418
2019-09-20,9.556314468383789
2019-09-23,9.556314468383789
2019-09-24,9.419795036315918
2019-09-25,9.385665893554688
2019-09-26,9.430887222290039
2019-09-27,9.430887222290039
2019-09-30,9.36774730682373
2019-10-01,9.36774730682373
2019-10-02,9.35153579711914
2019-10-03,9.35153579711914
2019-10-04,9.343003273010254
2019-10-07,9.223548889160156
2019-10-08,9.23208236694336
2019-10-09,9.2064847946167
2019-10-10,9.172354698181152
2019-10-11,9.172354698181152
2019-10-14,9.178327560424805
2019-10-15,9.178327560424805
2019-10-16,9.112627983093262
2019-10-17,9.18515396118164
2019-10-18,9.20136547088623
2019-10-21,9.20136547088623
2019-10-22,9.20136547088623
2019-10-23,9.20136547088623
2019-10-24,9.20136547088623
2019-10-25,9.20136547088623
2019-10-28,9.305460929870605
2019-10-29,9.146758079528809
2019-10-30,9.215017318725586
2019-10-31,9.215017318725586
2019-11-01,9.172354698181152
2019-11-04,9.283275604248047
2019-11-05,9.25853157043457
2019-11-06,9.29180908203125
2019-11-07,9.3771333694458
2019-11-08,9.281570434570312
2019-11-11,9.30034065246582
2019-11-12,9.30034065246582
2019-11-13,9.30034065246582
2019-11-14,9.338736534118652
2019-11-15,9.436860084533691
2019-11-18,9.464163780212402
2019-11-19,9.505119323730469
2019-11-20,9.462456703186035
2019-11-21,9.462456703186035
2019-11-22,9.50938606262207
2019-11-25,9.513651847839355
2019-11-26,9.488055229187012
2019-11-27,9.568259239196777
2019-11-29,9.56484603881836
2019-12-02,9.588736534118652
2019-12-03,9.470990180969238
2019-12-04,9.56484603881836
2019-12-05,9.607508659362793
2019-12-06,9.633106231689453
2019-12-09,9.746586799621582
2019-12-10,9.846416473388672
2019-12-11,9.854948997497559
2019-12-12,9.769624710083008
2019-12-13,9.778157234191895
2019-12-16,9.812287330627441
2019-12-17,9.837883949279785
2019-12-18,9.829352378845215
2019-12-19,9.820818901062012
2019-12-20,9.974403381347656
2019-12-23,9.944539070129395
2019-12-24,9.944539070129395
2019-12-26,9.931740760803223
2019-12-27,9.931740760803223
2019-12-30,9.931740760803223
2019-12-31,9.854948997497559
2020-01-02,9.853241920471191
2020-01-03,9.820818901062012
2020-01-06,9.965869903564453
2020-01-07,9.965869903564453
2020-01-08,9.957338333129883
2020-01-09,10.153583526611328
2020-01-10,10.110921859741211
2020-01-13,10.290102005004883
2020-01-14,10.392491340637207
2020-01-15,10.32423210144043
2020-01-16,10.392491340637207
2020-01-17,10.75
2020-01-21,10.65999984741211
2020-01-22,10.680000305175781
2020-01-23,10.699999809265137
2020-01-24,10.699999809265137
2020-01-27,10.640000343322754
2020-01-28,10.774999618530273
2020-01-29,10.770000457763672
2020-01-30,10.789999961853027
2020-01-31,10.699999809265137
2020-02-03,10.680000305175781
2020-02-04,10.739999771118164
2020-02-05,10.75
2020-02-06,10.720000267028809
2020-02-07,10.699999809265137
2020-02-10,10.704999923706055
2020-02-11,10.680000305175781
2020-02-12,10.649999618530273
2020-02-13,10.680000305175781
2020-02-14,10.65999984741211
2020-02-18,10.65999984741211
2020-02-19,10.670000076293945
2020-02-20,10.640000343322754
2020-02-21,10.630000114440918
2020-02-24,10.539999961853027
2020-02-25,10.5
2020-02-26,10.460000038146973
2020-02-27,10.40999984741211
2020-02-28,10.25
2020-03-02,10.170000076293945
2020-03-03,10.0600004196167
2020-03-04,10.239999771118164
2020-03-05,10.229999542236328
2020-03-06,10.039999961853027
2020-03-09,9.149999618530273
2020-03-10,9.229999542236328
2020-03-11,8.970000267028809
2020-03-12,8.4399995803833
2020-03-13,8.5
2020-03-16,8.199999809265137
2020-03-17,8.359999656677246
2020-03-18,7.829999923706055
2020-03-19,7.900000095367432
2020-03-20,7.940000057220459
2020-03-23,7.309999942779541
2020-03-24,7.820000171661377
2020-03-25,7.570000171661377
2020-03-26,8.34000015258789
2020-03-27,8.263999938964844
2020-03-30,7.888999938964844
2020-03-31,7.888999938964844
2020-04-01,7.760000228881836
2020-04-02,7.659999847412109
2020-04-03,7.730000019073486
2020-04-06,7.650000095367432
2020-04-07,7.980000019073486
2020-04-08,8.170000076293945
2020-04-09,8.779999732971191
2020-04-13,8.600000381469727
2020-04-14,8.550000190734863
2020-04-15,8.59000015258789
2020-04-16,8.5
2020-04-17,8.770000457763672
2020-04-20,8.770000457763672
2020-04-21,8.399999618530273
2020-04-22,8.411999702453613
2020-04-23,8.399999618530273
2020-04-24,8.399999618530273
2020-04-27,8.597000122070312
2020-04-28,8.479999542236328
2020-04-29,8.520000457763672
2020-04-30,8.460000038146973
2020-05-01,8.800000190734863
2020-05-04,9.039999961853027
2020-05-05,9.0
2020-05-06,9.010000228881836
2020-05-07,8.989999771118164
2020-05-08,9.100000381469727
2020-05-11,9.149999618530273
2020-05-12,9.149999618530273
2020-05-13,9.130000114440918
2020-05-14,8.718999862670898
2020-05-15,8.859999656677246
2020-05-18,8.710000038146973
2020-05-19,9.109999656677246
2020-05-20,9.09000015258789
2020-05-21,9.050000190734863
2020-05-22,9.100000381469727
2020-05-26,9.100000381469727
2020-05-27,9.100000381469727
2020-05-28,9.100000381469727
2020-05-29,9.100000381469727
2020-06-01,9.09000015258789
2020-06-02,9.09000015258789
2020-06-03,9.109999656677246
2020-06-04,9.1899995803833
2020-06-05,9.069999694824219
2020-06-08,9.180000305175781
2020-06-09,9.119999885559082
2020-06-10,9.135000228881836
2020-06-11,9.050000190734863
2020-06-12,9.07800006866455
2020-06-15,9.029999732971191
2020-06-16,9.126999855041504
2020-06-17,9.119999885559082
2020-06-18,9.109999656677246
2020-06-19,9.119999885559082
2020-06-22,9.100000381469727
2020-06-23,9.100000381469727
2020-06-24,9.100000381469727
2020-06-25,9.09000015258789
2020-06-26,8.8100004196167
2020-06-29,8.680000305175781
2020-06-30,8.600000381469727
2020-07-01,8.756999969482422
2020-07-02,8.756999969482422
2020-07-06,8.640000343322754
2020-07-07,8.5
2020-07-08,8.5
2020-07-09,8.510000228881836
2020-07-10,8.520000457763672
2020-07-13,8.5
2020-07-14,8.597000122070312
2020-07-15,8.550000190734863
2020-07-16,8.59000015258789
2020-07-17,8.59000015258789
2020-07-20,8.550000190734863
2020-07-21,8.567000389099121
2020-07-22,8.550000190734863
2020-07-23,8.571000099182129
2020-07-24,8.571000099182129
2020-07-27,8.571000099182129
2020-07-28,8.593999862670898
2020-07-29,8.569999694824219
2020-07-30,8.579999923706055
2020-07-31,8.5
2020-08-03,8.616999626159668
2020-08-04,8.5649995803833
2020-08-05,8.470000267028809
2020-08-06,8.5
2020-08-07,8.380000114440918
2020-08-10,8.279999732971191
2020-08-11,8.329999923706055
2020-08-12,8.25
2020-08-13,8.274999618530273
2020-08-14,8.260000228881836
2020-08-17,8.210000038146973
2020-08-18,8.239999771118164
2020-08-19,8.28499984741211
2020-08-20,8.149999618530273
2020-08-21,8.100000381469727
2020-08-24,8.10099983215332
2020-08-25,8.329999923706055
2020-08-26,8.109999656677246
2020-08-27,8.119999885559082
2020-08-28,8.15999984741211
2020-08-31,8.0600004196167
2020-09-01,7.889999866485596
2020-09-02,7.96999979019165
2020-09-03,8.07800006866455
2020-09-04,8.175000190734863
2020-09-08,8.430000305175781
2020-09-09,9.029999732971191
2020-09-10,9.029999732971191
2020-09-11,9.199999809265137
2020-09-14,9.470000267028809
2020-09-15,9.300000190734863
2020-09-16,9.390000343322754
2020-09-17,9.65999984741211
2020-09-18,9.140000343322754
2020-09-21,9.390000343322754
2020-09-22,9.539999961853027
2020-09-23,9.35200023651123
2020-09-24,9.420000076293945
2020-09-25,9.25
2020-09-28,9.569999694824219
2020-09-29,9.220000267028809
2020-09-30,9.359999656677246
2020-10-01,9.350000381469727
2020-10-02,9.5600004196167
2020-10-05,9.470000267028809
2020-10-06,9.279999732971191
2020-10-07,9.5
2020-10-08,9.5
2020-10-09,9.489999771118164
2020-10-12,9.34000015258789
2020-10-13,9.34000015258789
2020-10-14,9.329999923706055
2020-10-15,9.35200023651123
2020-10-16,9.260000228881836
2020-10-19,9.289999961853027
2020-10-20,9.350000381469727
2020-10-21,9.15999984741211
2020-10-22,9.069999694824219
2020-10-23,9.069999694824219
2020-10-26,9.220000267028809
2020-10-27,9.154999732971191
2020-10-28,9.239999771118164
2020-10-29,9.095000267028809
2020-10-30,9.199999809265137
2020-11-02,9.149999618530273
2020-11-03,9.069999694824219
2020-11-04,9.0600004196167
2020-11-05,8.968999862670898
2020-11-06,9.25
2020-11-09,9.510000228881836
2020-11-10,9.550000190734863
2020-11-11,9.520000457763672
2020-11-12,9.532999992370605
2020-11-13,9.600000381469727
2020-11-16,9.579999923706055
2020-11-17,9.510000228881836
2020-11-18,9.600000381469727
2020-11-19,10.03499984741211
2020-11-20,9.569999694824219
2020-11-23,9.75
2020-11-24,10.069999694824219
2020-11-25,10.069999694824219
2020-11-27,10.130000114440918
2020-11-30,9.989999771118164
2020-12-01,9.880000114440918
2020-12-02,9.90999984741211
2020-12-03,10.010000228881836
2020-12-04,9.946999549865723
2020-12-07,9.949999809265137
2020-12-08,9.949999809265137
2020-12-09,9.859999656677246
2020-12-10,9.770000457763672
2020-12-11,9.770000457763672
2020-12-14,9.979999542236328
2020-12-15,9.979999542236328
2020-12-16,9.920000076293945
2020-12-17,9.989999771118164
2020-12-18,9.770000457763672
2020-12-21,9.821000099182129
2020-12-22,9.850000381469727
2020-12-23,9.829999923706055
2020-12-24,9.920000076293945
2020-12-28,9.960000038146973
2020-12-29,10.0
2020-12-30,10.010000228881836
2020-12-31,10.020000457763672
2021-01-04,10.039999961853027
2021-01-05,10.0
2021-01-06,10.300000190734863
2021-01-07,10.350000381469727
2021-01-08,10.329999923706055
2021-01-11,10.350000381469727
2021-01-12,10.319999694824219
2021-01-13,10.350000381469727
2021-01-14,10.5
2021-01-15,10.5
2021-01-19,10.5
2021-01-20,10.449999809265137
2021-01-21,10.449999809265137
2021-01-22,10.420000076293945
2021-01-25,10.449999809265137
2021-01-26,10.385000228881836
2021-01-27,10.399999618530273
2021-01-28,10.279999732971191
2021-01-29,10.279999732971191
2021-02-01,10.270000457763672
2021-02-02,10.25
2021-02-03,10.350000381469727
2021-02-04,10.35099983215332
2021-02-05,10.420000076293945
2021-02-08,10.437000274658203
2021-02-09,10.430000305175781
2021-02-10,10.4399995803833
2021-02-11,10.40999984741211
2021-02-12,10.569999694824219
2021-02-16,10.649999618530273
2021-02-17,10.515000343322754
2021-02-18,10.649999618530273
2021-02-19,10.75
2021-02-22,10.699999809265137
2021-02-23,10.699999809265137
2021-02-24,10.90999984741211
2021-02-25,11.210000038146973
2021-02-26,11.369999885559082
2021-03-01,11.229999542236328
2021-03-02,11.229999542236328
2021-03-03,11.239999771118164
2021-03-04,11.1899995803833
2021-03-05,11.199999809265137
2021-03-08,11.170000076293945
2021-03-09,11.359999656677246
2021-03-10,11.270000457763672
2021-03-11,11.199999809265137
2021-03-12,11.3100004196167
2021-03-15,11.289999961853027
2021-03-16,11.25
2021-03-17,11.170000076293945
2021-03-18,11.180000305175781
2021-03-19,11.34000015258789
2021-03-22,11.255000114440918
2021-03-23,11.25
2021-03-24,11.25
2021-03-25,11.25
2021-03-26,11.25
2021-03-29,11.25
2021-03-30,11.25
2021-03-31,11.25
2021-04-01,11.25
2021-04-05,11.220000267028809
2021-04-06,11.170000076293945
2021-04-07,11.119999885559082
2021-04-08,11.25
2021-04-09,11.25
2021-04-12,11.239999771118164
2021-04-13,11.239999771118164
2021-04-14,11.175999641418457
2021-04-15,11.170000076293945
2021-04-16,11.170000076293945
2021-04-19,11.199999809265137
2021-04-20,11.15999984741211
2021-04-21,11.149999618530273
2021-04-22,11.177000045776367
2021-04-23,11.220000267028809
2021-04-26,11.210000038146973
2021-04-27,11.289999961853027
2021-04-28,11.199999809265137
2021-04-29,11.199999809265137
2021-04-30,11.199999809265137
2021-05-03,11.289999961853027
2021-05-04,11.289999961853027
2021-05-05,11.265999794006348
2021-05-06,11.15999984741211
2021-05-07,11.170000076293945
2021-05-10,11.199999809265137
2021-05-11,11.239999771118164
2021-05-12,11.25
2021-05-13,11.15999984741211
2021-05-14,11.300000190734863
