,CLBK
2018-08-09,16.84000015258789
2018-08-10,16.850000381469727
2018-08-13,16.8799991607666
2018-08-14,16.899999618530273
2018-08-15,16.889999389648438
2018-08-16,16.8799991607666
2018-08-17,16.90999984741211
2018-08-20,16.860000610351562
2018-08-21,16.850000381469727
2018-08-22,16.834999084472656
2018-08-23,16.8799991607666
2018-08-24,16.8799991607666
2018-08-27,16.850000381469727
2018-08-28,16.809999465942383
2018-08-29,16.8700008392334
2018-08-30,16.889999389648438
2018-08-31,16.93000030517578
2018-09-04,16.940000534057617
2018-09-05,16.93000030517578
2018-09-06,16.899999618530273
2018-09-07,16.93000030517578
2018-09-10,16.920000076293945
2018-09-11,16.899999618530273
2018-09-12,16.84000015258789
2018-09-13,16.780000686645508
2018-09-14,16.84000015258789
2018-09-17,16.709999084472656
2018-09-18,16.68000030517578
2018-09-19,16.770000457763672
2018-09-20,16.8700008392334
2018-09-21,16.799999237060547
2018-09-24,16.799999237060547
2018-09-25,16.799999237060547
2018-09-26,16.729999542236328
2018-09-27,16.639999389648438
2018-09-28,16.700000762939453
2018-10-01,16.40999984741211
2018-10-02,16.170000076293945
2018-10-03,16.360000610351562
2018-10-04,16.479999542236328
2018-10-05,16.329999923706055
2018-10-08,16.420000076293945
2018-10-09,16.270000457763672
2018-10-10,16.06999969482422
2018-10-11,15.579999923706055
2018-10-12,15.369999885559082
2018-10-15,15.220000267028809
2018-10-16,15.899999618530273
2018-10-17,15.9399995803833
2018-10-18,15.640000343322754
2018-10-19,15.550000190734863
2018-10-22,15.550000190734863
2018-10-23,15.390000343322754
2018-10-24,15.050000190734863
2018-10-25,15.350000381469727
2018-10-26,15.270000457763672
2018-10-29,14.970000267028809
2018-10-30,15.270000457763672
2018-10-31,15.079999923706055
2018-11-01,15.380000114440918
2018-11-02,15.579999923706055
2018-11-05,15.600000381469727
2018-11-06,15.720000267028809
2018-11-07,15.739999771118164
2018-11-08,16.0
2018-11-09,15.779999732971191
2018-11-12,15.670000076293945
2018-11-13,15.579999923706055
2018-11-14,15.579999923706055
2018-11-15,15.899999618530273
2018-11-16,15.859999656677246
2018-11-19,15.779999732971191
2018-11-20,15.640000343322754
2018-11-21,15.5600004196167
2018-11-23,15.800000190734863
2018-11-26,15.8100004196167
2018-11-27,15.630000114440918
2018-11-28,15.979999542236328
2018-11-29,15.819999694824219
2018-11-30,15.760000228881836
2018-12-03,15.9399995803833
2018-12-04,15.380000114440918
2018-12-06,15.649999618530273
2018-12-07,15.630000114440918
2018-12-10,15.75
2018-12-11,15.699999809265137
2018-12-12,15.760000228881836
2018-12-13,15.399999618530273
2018-12-14,15.5
2018-12-17,15.600000381469727
2018-12-18,15.579999923706055
2018-12-19,15.350000381469727
2018-12-20,15.359999656677246
2018-12-21,14.8100004196167
2018-12-24,14.930000305175781
2018-12-26,15.3100004196167
2018-12-27,15.25
2018-12-28,15.489999771118164
2018-12-31,15.289999961853027
2019-01-02,15.270000457763672
2019-01-03,15.09000015258789
2019-01-04,15.430000305175781
2019-01-07,15.510000228881836
2019-01-08,15.579999923706055
2019-01-09,15.199999809265137
2019-01-10,15.029999732971191
2019-01-11,14.970000267028809
2019-01-14,14.960000038146973
2019-01-15,15.0
2019-01-16,15.140000343322754
2019-01-17,15.020000457763672
2019-01-18,15.010000228881836
2019-01-22,14.949999809265137
2019-01-23,14.9399995803833
2019-01-24,14.90999984741211
2019-01-25,14.84000015258789
2019-01-28,14.760000228881836
2019-01-29,14.720000267028809
2019-01-30,14.720000267028809
2019-01-31,14.8100004196167
2019-02-01,15.279999732971191
2019-02-04,15.5
2019-02-05,15.710000038146973
2019-02-06,15.770000457763672
2019-02-07,15.800000190734863
2019-02-08,15.770000457763672
2019-02-11,15.920000076293945
2019-02-12,15.930000305175781
2019-02-13,15.90999984741211
2019-02-14,15.8100004196167
2019-02-15,15.949999809265137
2019-02-19,15.930000305175781
2019-02-20,15.920000076293945
2019-02-21,15.979999542236328
2019-02-22,15.970000267028809
2019-02-25,15.90999984741211
2019-02-26,15.800000190734863
2019-02-27,15.949999809265137
2019-02-28,16.030000686645508
2019-03-01,16.040000915527344
2019-03-04,16.010000228881836
2019-03-05,16.059999465942383
2019-03-06,16.049999237060547
2019-03-07,15.729999542236328
2019-03-08,15.890000343322754
2019-03-11,16.030000686645508
2019-03-12,15.949999809265137
2019-03-13,15.989999771118164
2019-03-14,15.970000267028809
2019-03-15,15.979999542236328
2019-03-18,15.930000305175781
2019-03-19,15.760000228881836
2019-03-20,15.649999618530273
2019-03-21,15.649999618530273
2019-03-22,15.050000190734863
2019-03-25,15.130000114440918
2019-03-26,15.619999885559082
2019-03-27,15.529999732971191
2019-03-28,15.680000305175781
2019-03-29,15.670000076293945
2019-04-01,15.609999656677246
2019-04-02,15.670000076293945
2019-04-03,15.520000457763672
2019-04-04,15.59000015258789
2019-04-05,15.75
2019-04-08,15.640000343322754
2019-04-09,15.5
2019-04-10,15.510000228881836
2019-04-11,15.529999732971191
2019-04-12,15.5600004196167
2019-04-15,15.550000190734863
2019-04-16,15.640000343322754
2019-04-17,15.699999809265137
2019-04-18,15.550000190734863
2019-04-22,15.149999618530273
2019-04-23,15.210000038146973
2019-04-24,15.369999885559082
2019-04-25,15.34000015258789
2019-04-26,15.489999771118164
2019-04-29,15.800000190734863
2019-04-30,15.859999656677246
2019-05-01,15.720000267028809
2019-05-02,15.75
2019-05-03,15.859999656677246
2019-05-06,15.850000381469727
2019-05-07,15.670000076293945
2019-05-08,15.670000076293945
2019-05-09,15.619999885559082
2019-05-10,15.760000228881836
2019-05-13,15.449999809265137
2019-05-14,15.649999618530273
2019-05-15,15.65999984741211
2019-05-16,15.800000190734863
2019-05-17,15.619999885559082
2019-05-20,15.75
2019-05-21,15.75
2019-05-22,15.649999618530273
2019-05-23,15.430000305175781
2019-05-24,15.449999809265137
2019-05-28,15.600000381469727
2019-05-29,15.680000305175781
2019-05-30,15.609999656677246
2019-05-31,15.270000457763672
2019-06-03,15.270000457763672
2019-06-04,15.359999656677246
2019-06-05,15.300000190734863
2019-06-06,15.170000076293945
2019-06-07,14.470000267028809
2019-06-10,14.869999885559082
2019-06-11,14.930000305175781
2019-06-12,14.600000381469727
2019-06-13,14.649999618530273
2019-06-14,14.510000228881836
2019-06-17,14.479999542236328
2019-06-18,14.6899995803833
2019-06-19,14.680000305175781
2019-06-20,14.890000343322754
2019-06-21,14.829999923706055
2019-06-24,14.829999923706055
2019-06-25,14.899999618530273
2019-06-26,14.90999984741211
2019-06-27,15.069999694824219
2019-06-28,15.100000381469727
2019-07-01,15.180000305175781
2019-07-02,15.130000114440918
2019-07-03,15.260000228881836
2019-07-05,15.3100004196167
2019-07-08,15.319999694824219
2019-07-09,15.350000381469727
2019-07-10,15.210000038146973
2019-07-11,15.34000015258789
2019-07-12,15.329999923706055
2019-07-15,15.449999809265137
2019-07-16,15.470000267028809
2019-07-17,15.510000228881836
2019-07-18,15.600000381469727
2019-07-19,15.520000457763672
2019-07-22,15.529999732971191
2019-07-23,15.600000381469727
2019-07-24,15.529999732971191
2019-07-25,15.34000015258789
2019-07-26,15.59000015258789
2019-07-29,15.529999732971191
2019-07-30,15.5600004196167
2019-07-31,15.289999961853027
2019-08-01,15.119999885559082
2019-08-02,15.100000381469727
2019-08-05,14.800000190734863
2019-08-06,15.119999885559082
2019-08-07,15.100000381469727
2019-08-08,15.289999961853027
2019-08-09,15.350000381469727
2019-08-12,15.350000381469727
2019-08-13,15.539999961853027
2019-08-14,15.140000343322754
2019-08-15,15.180000305175781
2019-08-16,15.40999984741211
2019-08-19,15.319999694824219
2019-08-20,15.25
2019-08-21,15.430000305175781
2019-08-22,15.4399995803833
2019-08-23,14.880000114440918
2019-08-26,15.15999984741211
2019-08-27,14.880000114440918
2019-08-28,14.9399995803833
2019-08-29,15.029999732971191
2019-08-30,15.15999984741211
2019-09-03,15.050000190734863
2019-09-04,15.199999809265137
2019-09-05,15.289999961853027
2019-09-06,15.210000038146973
2019-09-09,15.449999809265137
2019-09-10,15.489999771118164
2019-09-11,15.619999885559082
2019-09-12,15.6899995803833
2019-09-13,15.760000228881836
2019-09-16,15.800000190734863
2019-09-17,15.8100004196167
2019-09-18,15.789999961853027
2019-09-19,15.770000457763672
2019-09-20,15.789999961853027
2019-09-23,15.770000457763672
2019-09-24,15.649999618530273
2019-09-25,15.819999694824219
2019-09-26,15.770000457763672
2019-09-27,15.760000228881836
2019-09-30,15.789999961853027
2019-10-01,15.8100004196167
2019-10-02,15.760000228881836
2019-10-03,15.725000381469727
2019-10-04,15.869999885559082
2019-10-07,15.930000305175781
2019-10-08,15.859999656677246
2019-10-09,15.869999885559082
2019-10-10,15.845000267028809
2019-10-11,15.864999771118164
2019-10-14,15.880000114440918
2019-10-15,15.920000076293945
2019-10-16,15.90999984741211
2019-10-17,15.989999771118164
2019-10-18,16.09000015258789
2019-10-21,16.389999389648438
2019-10-22,16.440000534057617
2019-10-23,16.399999618530273
2019-10-24,16.299999237060547
2019-10-25,16.920000076293945
2019-10-28,16.940000534057617
2019-10-29,16.860000610351562
2019-10-30,16.780000686645508
2019-10-31,16.489999771118164
2019-11-01,16.639999389648438
2019-11-04,16.6299991607666
2019-11-05,16.59000015258789
2019-11-06,16.559999465942383
2019-11-07,16.579999923706055
2019-11-08,16.549999237060547
2019-11-11,16.559999465942383
2019-11-12,16.600000381469727
2019-11-13,16.540000915527344
2019-11-14,16.5
2019-11-15,16.3700008392334
2019-11-18,16.420000076293945
2019-11-19,16.559999465942383
2019-11-20,16.389999389648438
2019-11-21,16.260000228881836
2019-11-22,16.280000686645508
2019-11-25,16.790000915527344
2019-11-26,16.65999984741211
2019-11-27,16.799999237060547
2019-11-29,16.65999984741211
2019-12-02,16.34000015258789
2019-12-03,16.540000915527344
2019-12-04,16.56999969482422
2019-12-05,16.329999923706055
2019-12-06,16.520000457763672
2019-12-09,16.459999084472656
2019-12-10,16.579999923706055
2019-12-11,16.75
2019-12-12,16.90999984741211
2019-12-13,16.8700008392334
2019-12-16,17.0
2019-12-17,16.9950008392334
2019-12-18,17.049999237060547
2019-12-19,17.049999237060547
2019-12-20,17.030000686645508
2019-12-23,17.104999542236328
2019-12-24,17.149999618530273
2019-12-26,17.15999984741211
2019-12-27,17.200000762939453
2019-12-30,17.094999313354492
2019-12-31,16.940000534057617
2020-01-02,16.940000534057617
2020-01-03,16.950000762939453
2020-01-06,16.8700008392334
2020-01-07,16.709999084472656
2020-01-08,16.780000686645508
2020-01-09,16.825000762939453
2020-01-10,16.809999465942383
2020-01-13,16.829999923706055
2020-01-14,16.860000610351562
2020-01-15,16.829999923706055
2020-01-16,16.920000076293945
2020-01-17,16.8799991607666
2020-01-21,16.790000915527344
2020-01-22,16.8799991607666
2020-01-23,16.8799991607666
2020-01-24,16.850000381469727
2020-01-27,16.790000915527344
2020-01-28,16.81999969482422
2020-01-29,16.780000686645508
2020-01-30,16.920000076293945
2020-01-31,16.770000457763672
2020-02-03,16.979999542236328
2020-02-04,16.979999542236328
2020-02-05,17.190000534057617
2020-02-06,17.260000228881836
2020-02-07,17.290000915527344
2020-02-10,17.229999542236328
2020-02-11,17.299999237060547
2020-02-12,17.299999237060547
2020-02-13,17.299999237060547
2020-02-14,17.149999618530273
2020-02-18,17.149999618530273
2020-02-19,17.09000015258789
2020-02-20,17.239999771118164
2020-02-21,17.209999084472656
2020-02-24,16.90999984741211
2020-02-25,16.600000381469727
2020-02-26,16.649999618530273
2020-02-27,16.020000457763672
2020-02-28,15.520000457763672
2020-03-02,16.239999771118164
2020-03-03,16.040000915527344
2020-03-04,16.450000762939453
2020-03-05,16.030000686645508
2020-03-06,15.680000305175781
2020-03-09,14.420000076293945
2020-03-10,15.0
2020-03-11,14.25
2020-03-12,12.989999771118164
2020-03-13,13.539999961853027
2020-03-16,12.359999656677246
2020-03-17,13.369999885559082
2020-03-18,12.539999961853027
2020-03-19,13.4399995803833
2020-03-20,13.329999923706055
2020-03-23,13.520000457763672
2020-03-24,14.130000114440918
2020-03-25,14.300000190734863
2020-03-26,15.029999732971191
2020-03-27,13.899999618530273
2020-03-30,14.770000457763672
2020-03-31,14.399999618530273
2020-04-01,13.859999656677246
2020-04-02,14.1899995803833
2020-04-03,13.829999923706055
2020-04-06,14.25
2020-04-07,14.289999961853027
2020-04-08,14.649999618530273
2020-04-09,15.069999694824219
2020-04-13,14.770000457763672
2020-04-14,14.829999923706055
2020-04-15,14.289999961853027
2020-04-16,14.430000305175781
2020-04-17,14.649999618530273
2020-04-20,14.65999984741211
2020-04-21,14.569999694824219
2020-04-22,14.460000038146973
2020-04-23,14.34000015258789
2020-04-24,14.020000457763672
2020-04-27,14.239999771118164
2020-04-28,14.5600004196167
2020-04-29,14.890000343322754
2020-04-30,14.154999732971191
2020-05-01,13.90999984741211
2020-05-04,13.949999809265137
2020-05-05,13.609999656677246
2020-05-06,13.359999656677246
2020-05-07,13.5
2020-05-08,13.960000038146973
2020-05-11,13.8100004196167
2020-05-12,13.619999885559082
2020-05-13,13.0600004196167
2020-05-14,12.899999618530273
2020-05-15,12.859999656677246
2020-05-18,13.510000228881836
2020-05-19,12.970000267028809
2020-05-20,13.5
2020-05-21,13.460000038146973
2020-05-22,13.430000305175781
2020-05-26,14.010000228881836
2020-05-27,14.635000228881836
2020-05-28,14.5
2020-05-29,14.100000381469727
2020-06-01,14.050000190734863
2020-06-02,14.039999961853027
2020-06-03,14.279999732971191
2020-06-04,14.1899995803833
2020-06-05,14.414999961853027
2020-06-08,14.479999542236328
2020-06-09,14.649999618530273
2020-06-10,14.3100004196167
2020-06-11,13.4399995803833
2020-06-12,13.680000305175781
2020-06-15,13.739999771118164
2020-06-16,14.125
2020-06-17,13.5
2020-06-18,13.640000343322754
2020-06-19,13.510000228881836
2020-06-22,13.710000038146973
2020-06-23,13.40999984741211
2020-06-24,13.079999923706055
2020-06-25,13.390000343322754
2020-06-26,13.130000114440918
2020-06-29,13.609999656677246
2020-06-30,13.954999923706055
2020-07-01,13.779999732971191
2020-07-02,13.640000343322754
2020-07-06,13.640000343322754
2020-07-07,13.229999542236328
2020-07-08,13.055000305175781
2020-07-09,12.680000305175781
2020-07-10,12.869999885559082
2020-07-13,12.90999984741211
2020-07-14,12.859999656677246
2020-07-15,13.354999542236328
2020-07-16,13.279999732971191
2020-07-17,13.085000038146973
2020-07-20,12.989999771118164
2020-07-21,13.350000381469727
2020-07-22,13.119999885559082
2020-07-23,13.180000305175781
2020-07-24,12.949999809265137
2020-07-27,12.6899995803833
2020-07-28,12.529999732971191
2020-07-29,12.569999694824219
2020-07-30,12.520000457763672
2020-07-31,12.029999732971191
2020-08-03,11.670000076293945
2020-08-04,11.609999656677246
2020-08-05,11.680000305175781
2020-08-06,11.6899995803833
2020-08-07,12.100000381469727
2020-08-10,12.130000114440918
2020-08-11,12.15999984741211
2020-08-12,11.979999542236328
2020-08-13,11.859999656677246
2020-08-14,11.800000190734863
2020-08-17,11.744999885559082
2020-08-18,11.489999771118164
2020-08-19,11.319999694824219
2020-08-20,10.949999809265137
2020-08-21,10.899999618530273
2020-08-24,11.119999885559082
2020-08-25,11.050000190734863
2020-08-26,10.75
2020-08-27,10.869999885559082
2020-08-28,10.84000015258789
2020-08-31,10.670000076293945
2020-09-01,10.779999732971191
2020-09-02,10.8100004196167
2020-09-03,10.800000190734863
2020-09-04,11.020000457763672
2020-09-08,10.819999694824219
2020-09-09,10.819999694824219
2020-09-10,10.680000305175781
2020-09-11,11.220000267028809
2020-09-14,11.239999771118164
2020-09-15,11.170000076293945
2020-09-16,11.25
2020-09-17,11.34000015258789
2020-09-18,11.460000038146973
2020-09-21,10.880000114440918
2020-09-22,10.949999809265137
2020-09-23,10.65999984741211
2020-09-24,10.850000381469727
2020-09-25,10.859999656677246
2020-09-28,11.020000457763672
2020-09-29,11.029999732971191
2020-09-30,11.100000381469727
2020-10-01,11.350000381469727
2020-10-02,11.640000343322754
2020-10-05,11.65999984741211
2020-10-06,11.779999732971191
2020-10-07,12.0600004196167
2020-10-08,12.300000190734863
2020-10-09,12.3100004196167
2020-10-12,12.449999809265137
2020-10-13,12.449999809265137
2020-10-14,11.899999618530273
2020-10-15,12.199999809265137
2020-10-16,12.239999771118164
2020-10-19,12.119999885559082
2020-10-20,12.380000114440918
2020-10-21,12.449999809265137
2020-10-22,12.630000114440918
2020-10-23,12.920000076293945
2020-10-26,13.210000038146973
2020-10-27,12.880000114440918
2020-10-28,12.699999809265137
2020-10-29,12.920000076293945
2020-10-30,12.1899995803833
2020-11-02,12.729999542236328
2020-11-03,13.050000190734863
2020-11-04,12.789999961853027
2020-11-05,13.029999732971191
2020-11-06,12.930000305175781
2020-11-09,13.630000114440918
2020-11-10,14.260000228881836
2020-11-11,14.1899995803833
2020-11-12,13.949999809265137
2020-11-13,14.390000343322754
2020-11-16,14.739999771118164
2020-11-17,14.670000076293945
2020-11-18,14.5
2020-11-19,14.550000190734863
2020-11-20,14.489999771118164
2020-11-23,14.529999732971191
2020-11-24,15.0
2020-11-25,14.899999618530273
2020-11-27,14.699999809265137
2020-11-30,14.369999885559082
2020-12-01,14.579999923706055
2020-12-02,14.699999809265137
2020-12-03,14.699999809265137
2020-12-04,14.989999771118164
2020-12-07,14.890000343322754
2020-12-08,15.069999694824219
2020-12-09,15.140000343322754
2020-12-10,14.920000076293945
2020-12-11,15.069999694824219
2020-12-14,15.079999923706055
2020-12-15,15.399999618530273
2020-12-16,15.470000267028809
2020-12-17,15.510000228881836
2020-12-18,15.029999732971191
2020-12-21,14.970000267028809
2020-12-22,15.050000190734863
2020-12-23,15.300000190734863
2020-12-24,15.34000015258789
2020-12-28,15.550000190734863
2020-12-29,15.520000457763672
2020-12-30,15.569999694824219
2020-12-31,15.5600004196167
2021-01-04,15.609999656677246
2021-01-05,15.5600004196167
2021-01-06,16.399999618530273
2021-01-07,16.239999771118164
2021-01-08,16.0
2021-01-11,15.979999542236328
2021-01-12,15.979999542236328
2021-01-13,15.880000114440918
2021-01-14,15.979999542236328
2021-01-15,15.979999542236328
2021-01-19,16.0
2021-01-20,15.90999984741211
2021-01-21,15.8100004196167
2021-01-22,16.170000076293945
2021-01-25,16.25
2021-01-26,16.010000228881836
2021-01-27,15.600000381469727
2021-01-28,15.699999809265137
2021-01-29,15.420000076293945
2021-02-01,15.479999542236328
2021-02-02,15.859999656677246
2021-02-03,15.699999809265137
2021-02-04,15.850000381469727
2021-02-05,15.800000190734863
2021-02-08,16.059999465942383
2021-02-09,15.979999542236328
2021-02-10,15.989999771118164
2021-02-11,15.9399995803833
2021-02-12,16.040000915527344
2021-02-16,16.170000076293945
2021-02-17,16.3700008392334
2021-02-18,16.290000915527344
2021-02-19,16.469999313354492
2021-02-22,16.530000686645508
2021-02-23,16.649999618530273
2021-02-24,16.84000015258789
2021-02-25,16.770000457763672
2021-02-26,16.34000015258789
2021-03-01,16.739999771118164
2021-03-02,16.559999465942383
2021-03-03,16.90999984741211
2021-03-04,16.8700008392334
2021-03-05,17.190000534057617
2021-03-08,17.600000381469727
2021-03-09,17.469999313354492
2021-03-10,17.579999923706055
2021-03-11,17.600000381469727
2021-03-12,17.940000534057617
2021-03-15,17.729999542236328
2021-03-16,17.649999618530273
2021-03-17,17.65999984741211
2021-03-18,17.829999923706055
2021-03-19,17.969999313354492
2021-03-22,17.860000610351562
2021-03-23,17.6299991607666
2021-03-24,17.489999771118164
2021-03-25,17.670000076293945
2021-03-26,17.8700008392334
2021-03-29,17.559999465942383
2021-03-30,17.639999389648438
2021-03-31,17.479999542236328
2021-04-01,17.59000015258789
2021-04-05,17.729999542236328
2021-04-06,17.649999618530273
2021-04-07,17.489999771118164
2021-04-08,17.639999389648438
2021-04-09,17.84000015258789
2021-04-12,17.850000381469727
2021-04-13,17.670000076293945
2021-04-14,17.969999313354492
2021-04-15,18.06999969482422
2021-04-16,18.049999237060547
2021-04-19,18.170000076293945
2021-04-20,17.90999984741211
2021-04-21,18.18000030517578
2021-04-22,18.18000030517578
2021-04-23,18.65999984741211
2021-04-26,18.489999771118164
2021-04-27,18.229999542236328
2021-04-28,18.09000015258789
2021-04-29,18.399999618530273
2021-04-30,18.270000457763672
2021-05-03,18.450000762939453
2021-05-04,18.139999389648438
2021-05-05,18.15999984741211
2021-05-06,18.219999313354492
2021-05-07,18.1200008392334
2021-05-10,17.790000915527344
2021-05-11,17.6200008392334
2021-05-12,17.1200008392334
2021-05-13,17.75
2021-05-14,17.979999542236328
