,CORE
2009-03-13,4.514999866485596
2009-03-16,4.382500171661377
2009-03-17,4.522500038146973
2009-03-18,4.449999809265137
2009-03-19,4.485000133514404
2009-03-20,4.46750020980835
2009-03-23,4.670000076293945
2009-03-24,4.53000020980835
2009-03-25,4.460000038146973
2009-03-26,4.550000190734863
2009-03-27,4.449999809265137
2009-03-30,4.357500076293945
2009-03-31,4.554999828338623
2009-04-01,4.755000114440918
2009-04-02,4.982500076293945
2009-04-03,4.947500228881836
2009-04-06,4.744999885559082
2009-04-07,4.554999828338623
2009-04-08,4.652500152587891
2009-04-09,4.732500076293945
2009-04-13,4.697500228881836
2009-04-14,4.522500038146973
2009-04-15,4.53000020980835
2009-04-16,4.574999809265137
2009-04-17,4.789999961853027
2009-04-20,4.684999942779541
2009-04-21,4.764999866485596
2009-04-22,4.577499866485596
2009-04-23,4.557499885559082
2009-04-24,4.739999771118164
2009-04-27,4.65749979019165
2009-04-28,4.662499904632568
2009-04-29,4.857500076293945
2009-04-30,4.792500019073486
2009-05-01,4.802499771118164
2009-05-04,4.972499847412109
2009-05-05,5.202499866485596
2009-05-06,5.125
2009-05-07,5.067500114440918
2009-05-08,5.519999980926514
2009-05-11,5.442500114440918
2009-05-12,5.377500057220459
2009-05-13,5.375
2009-05-14,5.617499828338623
2009-05-15,5.572500228881836
2009-05-18,5.857500076293945
2009-05-19,5.875
2009-05-20,5.737500190734863
2009-05-21,5.614999771118164
2009-05-22,5.707499980926514
2009-05-26,6.340000152587891
2009-05-27,6.432499885559082
2009-05-28,6.53249979019165
2009-05-29,6.527500152587891
2009-06-01,6.71999979019165
2009-06-02,6.747499942779541
2009-06-03,6.662499904632568
2009-06-04,6.732500076293945
2009-06-05,6.682499885559082
2009-06-08,6.690000057220459
2009-06-09,6.684999942779541
2009-06-10,6.730000019073486
2009-06-11,6.722499847412109
2009-06-12,6.597499847412109
2009-06-15,6.527500152587891
2009-06-16,6.262499809265137
2009-06-17,6.420000076293945
2009-06-18,6.474999904632568
2009-06-19,6.332499980926514
2009-06-22,6.195000171661377
2009-06-23,6.107500076293945
2009-06-24,6.232500076293945
2009-06-25,6.369999885559082
2009-06-26,6.75
2009-06-29,6.582499980926514
2009-06-30,6.514999866485596
2009-07-01,6.71999979019165
2009-07-02,6.692500114440918
2009-07-06,6.554999828338623
2009-07-07,6.614999771118164
2009-07-08,6.65749979019165
2009-07-09,6.454999923706055
2009-07-10,6.387499809265137
2009-07-13,6.432499885559082
2009-07-14,6.465000152587891
2009-07-15,6.684999942779541
2009-07-16,6.75
2009-07-17,6.784999847412109
2009-07-20,6.737500190734863
2009-07-21,6.744999885559082
2009-07-22,6.837500095367432
2009-07-23,7.099999904632568
2009-07-24,6.980000019073486
2009-07-27,7.039999961853027
2009-07-28,6.997499942779541
2009-07-29,6.925000190734863
2009-07-30,6.852499961853027
2009-07-31,6.715000152587891
2009-08-03,6.764999866485596
2009-08-04,6.75
2009-08-05,6.542500019073486
2009-08-06,6.820000171661377
2009-08-07,6.639999866485596
2009-08-10,6.880000114440918
2009-08-11,6.667500019073486
2009-08-12,7.034999847412109
2009-08-13,7.309999942779541
2009-08-14,7.275000095367432
2009-08-17,7.262499809265137
2009-08-18,7.127500057220459
2009-08-19,7.054999828338623
2009-08-20,7.027500152587891
2009-08-21,7.34250020980835
2009-08-24,7.297500133514404
2009-08-25,7.402500152587891
2009-08-26,7.462500095367432
2009-08-27,7.357500076293945
2009-08-28,7.252500057220459
2009-08-31,7.177499771118164
2009-09-01,6.962500095367432
2009-09-02,6.849999904632568
2009-09-03,6.757500171661377
2009-09-04,6.947500228881836
2009-09-08,7.127500057220459
2009-09-09,7.170000076293945
2009-09-10,7.125
2009-09-11,7.144999980926514
2009-09-14,7.195000171661377
2009-09-15,7.247499942779541
2009-09-16,7.255000114440918
2009-09-17,7.25
2009-09-18,7.287499904632568
2009-09-21,7.269999980926514
2009-09-22,7.207499980926514
2009-09-23,7.352499961853027
2009-09-24,7.260000228881836
2009-09-25,7.302499771118164
2009-09-28,7.367499828338623
2009-09-29,7.302499771118164
2009-09-30,7.15749979019165
2009-10-01,7.057499885559082
2009-10-02,7.125
2009-10-05,7.167500019073486
2009-10-06,7.307499885559082
2009-10-07,7.385000228881836
2009-10-08,7.397500038146973
2009-10-09,7.440000057220459
2009-10-12,7.414999961853027
2009-10-13,7.382500171661377
2009-10-14,7.442500114440918
2009-10-15,7.425000190734863
2009-10-16,7.429999828338623
2009-10-19,7.414999961853027
2009-10-20,7.414999961853027
2009-10-21,7.204999923706055
2009-10-22,7.40500020980835
2009-10-23,7.284999847412109
2009-10-26,7.179999828338623
2009-10-27,7.142499923706055
2009-10-28,6.902500152587891
2009-10-29,6.972499847412109
2009-10-30,6.84250020980835
2009-11-02,6.857500076293945
2009-11-03,6.987500190734863
2009-11-04,6.632500171661377
2009-11-05,6.567500114440918
2009-11-06,7.09499979019165
2009-11-09,7.28000020980835
2009-11-10,7.197500228881836
2009-11-11,7.177499771118164
2009-11-12,7.002500057220459
2009-11-13,7.137499809265137
2009-11-16,7.182499885559082
2009-11-17,7.335000038146973
2009-11-18,7.3125
2009-11-19,7.292500019073486
2009-11-20,7.302499771118164
2009-11-23,7.610000133514404
2009-11-24,7.699999809265137
2009-11-25,7.622499942779541
2009-11-27,7.510000228881836
2009-11-30,7.519999980926514
2009-12-01,7.567500114440918
2009-12-02,7.557499885559082
2009-12-03,7.425000190734863
2009-12-04,7.502500057220459
2009-12-07,7.5625
2009-12-08,7.534999847412109
2009-12-09,7.630000114440918
2009-12-10,7.539999961853027
2009-12-11,7.635000228881836
2009-12-14,7.752500057220459
2009-12-15,7.697500228881836
2009-12-16,7.760000228881836
2009-12-17,7.704999923706055
2009-12-18,7.800000190734863
2009-12-21,7.797500133514404
2009-12-22,7.882500171661377
2009-12-23,7.940000057220459
2009-12-24,7.949999809265137
2009-12-28,7.997499942779541
2009-12-29,8.082500457763672
2009-12-30,8.289999961853027
2009-12-31,8.239999771118164
2010-01-04,8.092499732971191
2010-01-05,8.162500381469727
2010-01-06,8.172499656677246
2010-01-07,8.177499771118164
2010-01-08,8.25
2010-01-11,8.2524995803833
2010-01-12,8.15999984741211
2010-01-13,8.095000267028809
2010-01-14,8.012499809265137
2010-01-15,8.005000114440918
2010-01-19,8.050000190734863
2010-01-20,7.894999980926514
2010-01-21,7.837500095367432
2010-01-22,7.697500228881836
2010-01-25,7.735000133514404
2010-01-26,7.507500171661377
2010-01-27,7.494999885559082
2010-01-28,7.505000114440918
2010-01-29,7.454999923706055
2010-02-01,7.557499885559082
2010-02-02,7.482500076293945
2010-02-03,7.617499828338623
2010-02-04,7.732500076293945
2010-02-05,7.965000152587891
2010-02-08,7.857500076293945
2010-02-09,7.992499828338623
2010-02-10,7.702499866485596
2010-02-11,7.727499961853027
2010-02-12,7.940000057220459
2010-02-16,8.175000190734863
2010-02-17,8.25
2010-02-18,8.329999923706055
2010-02-19,8.242500305175781
2010-02-22,8.0600004196167
2010-02-23,7.864999771118164
2010-02-24,7.909999847412109
2010-02-25,8.039999961853027
2010-02-26,8.010000228881836
2010-03-01,8.012499809265137
2010-03-02,8.177499771118164
2010-03-03,8.274999618530273
2010-03-04,8.427499771118164
2010-03-05,8.53499984741211
2010-03-08,8.579999923706055
2010-03-09,8.447500228881836
2010-03-10,8.477499961853027
2010-03-11,8.555000305175781
2010-03-12,8.359999656677246
2010-03-15,7.977499961853027
2010-03-16,8.0625
2010-03-17,8.327500343322754
2010-03-18,8.220000267028809
2010-03-19,8.220000267028809
2010-03-22,8.220000267028809
2010-03-23,8.220000267028809
2010-03-24,8.020000457763672
2010-03-25,8.112500190734863
2010-03-26,7.954999923706055
2010-03-29,7.71999979019165
2010-03-30,7.762499809265137
2010-03-31,7.652500152587891
2010-04-01,7.557499885559082
2010-04-05,7.585000038146973
2010-04-06,7.547500133514404
2010-04-07,7.534999847412109
2010-04-08,7.497499942779541
2010-04-09,7.502500057220459
2010-04-12,7.502500057220459
2010-04-13,7.465000152587891
2010-04-14,7.514999866485596
2010-04-15,7.570000171661377
2010-04-16,7.505000114440918
2010-04-19,7.492499828338623
2010-04-20,7.599999904632568
2010-04-21,7.664999961853027
2010-04-22,7.917500019073486
2010-04-23,7.849999904632568
2010-04-26,7.864999771118164
2010-04-27,7.699999809265137
2010-04-28,7.744999885559082
2010-04-29,7.715000152587891
2010-04-30,7.630000114440918
2010-05-03,7.647500038146973
2010-05-04,7.527500152587891
2010-05-05,7.482500076293945
2010-05-06,7.277500152587891
2010-05-07,6.985000133514404
2010-05-10,7.25
2010-05-11,7.239999771118164
2010-05-12,7.557499885559082
2010-05-13,7.510000228881836
2010-05-14,7.332499980926514
2010-05-17,7.21750020980835
2010-05-18,7.144999980926514
2010-05-19,6.962500095367432
2010-05-20,6.732500076293945
2010-05-21,6.807499885559082
2010-05-24,6.775000095367432
2010-05-25,6.735000133514404
2010-05-26,6.760000228881836
2010-05-27,6.847499847412109
2010-05-28,6.769999980926514
2010-06-01,6.690000057220459
2010-06-02,6.835000038146973
2010-06-03,6.840000152587891
2010-06-04,6.747499942779541
2010-06-07,6.715000152587891
2010-06-08,6.829999923706055
2010-06-09,6.744999885559082
2010-06-10,6.84250020980835
2010-06-11,6.947500228881836
2010-06-14,6.989999771118164
2010-06-15,6.972499847412109
2010-06-16,7.15500020980835
2010-06-17,7.039999961853027
2010-06-18,7.03000020980835
2010-06-21,6.947500228881836
2010-06-22,6.897500038146973
2010-06-23,6.927499771118164
2010-06-24,7.059999942779541
2010-06-25,7.047500133514404
2010-06-28,7.192500114440918
2010-06-29,6.897500038146973
2010-06-30,6.849999904632568
2010-07-01,6.940000057220459
2010-07-02,6.877500057220459
2010-07-06,6.71750020980835
2010-07-07,6.787499904632568
2010-07-08,6.767499923706055
2010-07-09,6.797500133514404
2010-07-12,6.739999771118164
2010-07-13,6.965000152587891
2010-07-14,6.889999866485596
2010-07-15,6.875
2010-07-16,6.877500057220459
2010-07-19,6.872499942779541
2010-07-20,6.897500038146973
2010-07-21,6.875
2010-07-22,7.307499885559082
2010-07-23,7.235000133514404
2010-07-26,7.637499809265137
2010-07-27,7.635000228881836
2010-07-28,7.525000095367432
2010-07-29,7.590000152587891
2010-07-30,7.630000114440918
2010-08-02,7.539999961853027
2010-08-03,7.525000095367432
2010-08-04,7.625
2010-08-05,7.514999866485596
2010-08-06,7.397500038146973
2010-08-09,7.207499980926514
2010-08-10,7.059999942779541
2010-08-11,6.889999866485596
2010-08-12,6.815000057220459
2010-08-13,7.012499809265137
2010-08-16,6.90749979019165
2010-08-17,6.869999885559082
2010-08-18,6.985000133514404
2010-08-19,6.75
2010-08-20,6.652500152587891
2010-08-23,6.539999961853027
2010-08-24,6.477499961853027
2010-08-25,6.735000133514404
2010-08-26,6.507500171661377
2010-08-27,6.552499771118164
2010-08-30,6.40500020980835
2010-08-31,6.472499847412109
2010-09-01,6.78249979019165
2010-09-02,6.855000019073486
2010-09-03,6.927499771118164
2010-09-07,6.772500038146973
2010-09-08,6.8125
2010-09-09,6.867499828338623
2010-09-10,6.902500152587891
2010-09-13,7.027500152587891
2010-09-14,7.057499885559082
2010-09-15,7.210000038146973
2010-09-16,7.25
2010-09-17,7.485000133514404
2010-09-20,7.75
2010-09-21,7.925000190734863
2010-09-22,7.704999923706055
2010-09-23,7.65500020980835
2010-09-24,7.747499942779541
2010-09-27,7.722499847412109
2010-09-28,7.744999885559082
2010-09-29,7.692500114440918
2010-09-30,7.739999771118164
2010-10-01,7.75
2010-10-04,7.572500228881836
2010-10-05,7.837500095367432
2010-10-06,7.892499923706055
2010-10-07,7.867499828338623
2010-10-08,8.050000190734863
2010-10-11,7.96999979019165
2010-10-12,7.940000057220459
2010-10-13,8.039999961853027
2010-10-14,8.03499984741211
2010-10-15,8.135000228881836
2010-10-18,8.262499809265137
2010-10-19,8.295000076293945
2010-10-20,8.399999618530273
2010-10-21,8.449999809265137
2010-10-22,8.46500015258789
2010-10-25,8.482500076293945
2010-10-26,8.397500038146973
2010-10-27,8.270000457763672
2010-10-28,8.272500038146973
2010-10-29,8.25
2010-11-01,8.142499923706055
2010-11-02,8.345000267028809
2010-11-03,8.327500343322754
2010-11-04,8.492500305175781
2010-11-05,8.46500015258789
2010-11-08,8.569999694824219
2010-11-09,8.729999542236328
2010-11-10,8.899999618530273
2010-11-11,8.920000076293945
2010-11-12,8.694999694824219
2010-11-15,8.75
2010-11-16,8.697500228881836
2010-11-17,8.782500267028809
2010-11-18,8.795000076293945
2010-11-19,8.6225004196167
2010-11-22,8.737500190734863
2010-11-23,8.767499923706055
2010-11-24,8.854999542236328
2010-11-26,8.97249984741211
2010-11-29,9.037500381469727
2010-11-30,9.050000190734863
2010-12-01,8.9975004196167
2010-12-02,8.949999809265137
2010-12-03,8.977499961853027
2010-12-06,8.97249984741211
2010-12-07,9.020000457763672
2010-12-08,9.015000343322754
2010-12-09,8.989999771118164
2010-12-10,9.0625
2010-12-13,9.082500457763672
2010-12-14,9.137499809265137
2010-12-15,9.085000038146973
2010-12-16,9.244999885559082
2010-12-17,9.1274995803833
2010-12-20,9.072500228881836
2010-12-21,9.15250015258789
2010-12-22,9.135000228881836
2010-12-23,9.147500038146973
2010-12-27,9.237500190734863
2010-12-28,9.199999809265137
2010-12-29,9.149999618530273
2010-12-30,9.09000015258789
2010-12-31,8.897500038146973
2011-01-03,9.0024995803833
2011-01-04,8.792499542236328
2011-01-05,8.857500076293945
2011-01-06,8.824999809265137
2011-01-07,8.772500038146973
2011-01-10,8.78499984741211
2011-01-11,8.817500114440918
2011-01-12,8.802499771118164
2011-01-13,8.8149995803833
2011-01-14,8.797499656677246
2011-01-18,8.71500015258789
2011-01-19,8.532500267028809
2011-01-20,8.557499885559082
2011-01-21,8.512499809265137
2011-01-24,8.602499961853027
2011-01-25,8.600000381469727
2011-01-26,8.6225004196167
2011-01-27,8.642499923706055
2011-01-28,8.447500228881836
2011-01-31,8.460000038146973
2011-02-01,8.555000305175781
2011-02-02,8.487500190734863
2011-02-03,8.607500076293945
2011-02-04,8.520000457763672
2011-02-07,8.542499542236328
2011-02-08,8.734999656677246
2011-02-09,8.6850004196167
2011-02-10,8.6274995803833
2011-02-11,8.604999542236328
2011-02-14,8.5625
2011-02-15,8.542499542236328
2011-02-16,8.537500381469727
2011-02-17,8.524999618530273
2011-02-18,8.545000076293945
2011-02-22,8.4375
2011-02-23,8.329999923706055
2011-02-24,8.3725004196167
2011-02-25,8.375
2011-02-28,8.487500190734863
2011-03-01,8.422499656677246
2011-03-02,8.462499618530273
2011-03-03,8.517499923706055
2011-03-04,8.512499809265137
2011-03-07,8.452500343322754
2011-03-08,8.547499656677246
2011-03-09,8.545000076293945
2011-03-10,8.52750015258789
2011-03-11,8.587499618530273
2011-03-14,8.4375
2011-03-15,8.204999923706055
2011-03-16,8.039999961853027
2011-03-17,8.047499656677246
2011-03-18,7.987500190734863
2011-03-21,8.1899995803833
2011-03-22,8.517499923706055
2011-03-23,8.567500114440918
2011-03-24,8.5600004196167
2011-03-25,8.460000038146973
2011-03-28,8.27750015258789
2011-03-29,8.34749984741211
2011-03-30,8.364999771118164
2011-03-31,8.262499809265137
2011-04-01,8.242500305175781
2011-04-04,8.4375
2011-04-05,8.649999618530273
2011-04-06,8.699999809265137
2011-04-07,8.8100004196167
2011-04-08,8.642499923706055
2011-04-11,8.557499885559082
2011-04-12,8.550000190734863
2011-04-13,8.357500076293945
2011-04-14,8.274999618530273
2011-04-15,8.467499732971191
2011-04-18,8.265000343322754
2011-04-19,8.255000114440918
2011-04-20,8.279999732971191
2011-04-21,8.3149995803833
2011-04-25,8.297499656677246
2011-04-26,8.407500267028809
2011-04-27,8.369999885559082
2011-04-28,8.427499771118164
2011-04-29,8.3774995803833
2011-05-02,8.460000038146973
2011-05-03,8.460000038146973
2011-05-04,8.3125
2011-05-05,8.350000381469727
2011-05-06,8.427499771118164
2011-05-09,8.675000190734863
2011-05-10,8.899999618530273
2011-05-11,8.782500267028809
2011-05-12,8.837499618530273
2011-05-13,8.739999771118164
2011-05-16,8.692500114440918
2011-05-17,8.607500076293945
2011-05-18,8.720000267028809
2011-05-19,8.699999809265137
2011-05-20,8.520000457763672
2011-05-23,8.34000015258789
2011-05-24,8.324999809265137
2011-05-25,8.28499984741211
2011-05-26,8.614999771118164
2011-05-27,8.727499961853027
2011-05-31,8.9350004196167
2011-06-01,8.707500457763672
2011-06-02,8.742500305175781
2011-06-03,8.602499961853027
2011-06-06,8.612500190734863
2011-06-07,8.649999618530273
2011-06-08,8.609999656677246
2011-06-09,8.692500114440918
2011-06-10,8.475000381469727
2011-06-13,8.420000076293945
2011-06-14,8.5649995803833
2011-06-15,8.4375
2011-06-16,8.494999885559082
2011-06-17,8.649999618530273
2011-06-20,8.757499694824219
2011-06-21,8.704999923706055
2011-06-22,8.625
2011-06-23,8.647500038146973
2011-06-24,8.547499656677246
2011-06-27,8.667499542236328
2011-06-28,8.760000228881836
2011-06-29,8.712499618530273
2011-06-30,8.925000190734863
2011-07-01,9.175000190734863
2011-07-05,9.194999694824219
2011-07-06,9.342499732971191
2011-07-07,9.5024995803833
2011-07-08,9.529999732971191
2011-07-11,9.449999809265137
2011-07-12,9.2524995803833
2011-07-13,9.3125
2011-07-14,9.114999771118164
2011-07-15,9.279999732971191
2011-07-18,9.229999542236328
2011-07-19,9.567500114440918
2011-07-20,9.4375
2011-07-21,9.587499618530273
2011-07-22,9.542499542236328
2011-07-25,9.462499618530273
2011-07-26,9.255000114440918
2011-07-27,9.217499732971191
2011-07-28,9.220000267028809
2011-07-29,9.3100004196167
2011-08-01,9.335000038146973
2011-08-02,9.202500343322754
2011-08-03,9.225000381469727
2011-08-04,9.087499618530273
2011-08-05,9.072500228881836
2011-08-08,8.617500305175781
2011-08-09,9.302499771118164
2011-08-10,8.59000015258789
2011-08-11,8.484999656677246
2011-08-12,8.369999885559082
2011-08-15,8.672499656677246
2011-08-16,8.645000457763672
2011-08-17,8.755000114440918
2011-08-18,8.449999809265137
2011-08-19,8.335000038146973
2011-08-22,8.442500114440918
2011-08-23,8.510000228881836
2011-08-24,8.53499984741211
2011-08-25,8.46500015258789
2011-08-26,8.557499885559082
2011-08-29,8.907500267028809
2011-08-30,8.907500267028809
2011-08-31,8.880000114440918
2011-09-01,8.677499771118164
2011-09-02,8.510000228881836
2011-09-06,8.4350004196167
2011-09-07,8.604999542236328
2011-09-08,8.462499618530273
2011-09-09,8.202500343322754
2011-09-12,8.25
2011-09-13,8.359999656677246
2011-09-14,8.537500381469727
2011-09-15,8.59000015258789
2011-09-16,8.5
2011-09-19,8.239999771118164
2011-09-20,8.072500228881836
2011-09-21,7.795000076293945
2011-09-22,8.074999809265137
2011-09-23,7.997499942779541
2011-09-26,8.032500267028809
2011-09-27,8.010000228881836
2011-09-28,7.712500095367432
2011-09-29,7.757500171661377
2011-09-30,7.644999980926514
2011-10-03,7.465000152587891
2011-10-04,7.860000133514404
2011-10-05,7.885000228881836
2011-10-06,8.010000228881836
2011-10-07,7.880000114440918
2011-10-10,8.162500381469727
2011-10-11,8.305000305175781
2011-10-12,8.364999771118164
2011-10-13,8.352499961853027
2011-10-14,8.387499809265137
2011-10-17,8.194999694824219
2011-10-18,8.375
2011-10-19,8.03499984741211
2011-10-20,8.039999961853027
2011-10-21,8.220000267028809
2011-10-24,8.395000457763672
2011-10-25,8.112500190734863
2011-10-26,8.342499732971191
2011-10-27,8.425000190734863
2011-10-28,8.40999984741211
2011-10-31,8.3725004196167
2011-11-01,8.164999961853027
2011-11-02,8.262499809265137
2011-11-03,8.322500228881836
2011-11-04,8.272500038146973
2011-11-07,8.125
2011-11-08,8.845000267028809
2011-11-09,8.734999656677246
2011-11-10,8.774999618530273
2011-11-11,9.199999809265137
2011-11-14,9.207500457763672
2011-11-15,9.4375
2011-11-16,9.234999656677246
2011-11-17,9.229999542236328
2011-11-18,9.227499961853027
2011-11-21,9.15250015258789
2011-11-22,8.9975004196167
2011-11-23,8.90250015258789
2011-11-25,8.727499961853027
2011-11-28,9.0649995803833
2011-11-29,9.22249984741211
2011-11-30,9.640000343322754
2011-12-01,9.52750015258789
2011-12-02,9.635000228881836
2011-12-05,9.725000381469727
2011-12-06,9.71500015258789
2011-12-07,9.755000114440918
2011-12-08,9.635000228881836
2011-12-09,9.862500190734863
2011-12-12,9.947500228881836
2011-12-13,9.962499618530273
2011-12-14,9.904999732971191
2011-12-15,9.84749984741211
2011-12-16,9.489999771118164
2011-12-19,9.619999885559082
2011-12-20,9.904999732971191
2011-12-21,9.867500305175781
2011-12-22,9.8125
2011-12-23,9.875
2011-12-27,9.854999542236328
2011-12-28,9.762499809265137
2011-12-29,9.869999885559082
2011-12-30,9.899999618530273
2012-01-03,9.8125
2012-01-04,9.742500305175781
2012-01-05,9.7475004196167
2012-01-06,9.704999923706055
2012-01-09,9.800000190734863
2012-01-10,9.882499694824219
2012-01-11,9.792499542236328
2012-01-12,9.772500038146973
2012-01-13,9.727499961853027
2012-01-17,9.774999618530273
2012-01-18,9.864999771118164
2012-01-19,9.952500343322754
2012-01-20,9.930000305175781
2012-01-23,9.862500190734863
2012-01-24,10.057499885559082
2012-01-25,10.204999923706055
2012-01-26,10.262499809265137
2012-01-27,10.232500076293945
2012-01-30,10.237500190734863
2012-01-31,10.15250015258789
2012-02-01,10.425000190734863
2012-02-02,10.335000038146973
2012-02-03,10.27750015258789
2012-02-06,10.204999923706055
2012-02-07,10.212499618530273
2012-02-08,10.295000076293945
2012-02-09,10.34749984741211
2012-02-10,10.212499618530273
2012-02-13,10.305000305175781
2012-02-14,10.25
2012-02-15,10.217499732971191
2012-02-16,10.270000457763672
2012-02-17,10.414999961853027
2012-02-21,10.47249984741211
2012-02-22,10.367500305175781
2012-02-23,10.579999923706055
2012-02-24,10.604999542236328
2012-02-27,10.532500267028809
2012-02-28,10.3125
2012-02-29,10.020000457763672
2012-03-01,10.145000457763672
2012-03-02,9.857500076293945
2012-03-05,10.162500381469727
2012-03-06,9.864999771118164
2012-03-07,9.882499694824219
2012-03-08,9.637499809265137
2012-03-09,9.672499656677246
2012-03-12,9.802499771118164
2012-03-13,10.210000038146973
2012-03-14,10.135000228881836
2012-03-15,10.22249984741211
2012-03-16,10.164999961853027
2012-03-19,10.257499694824219
2012-03-20,10.024999618530273
2012-03-21,9.802499771118164
2012-03-22,9.827500343322754
2012-03-23,10.077500343322754
2012-03-26,10.420000076293945
2012-03-27,10.342499732971191
2012-03-28,10.265000343322754
2012-03-29,10.220000267028809
2012-03-30,10.234999656677246
2012-04-02,10.337499618530273
2012-04-03,10.024999618530273
2012-04-04,9.977499961853027
2012-04-05,9.970000267028809
2012-04-09,9.887499809265137
2012-04-10,9.737500190734863
2012-04-11,9.862500190734863
2012-04-12,9.890000343322754
2012-04-13,9.737500190734863
2012-04-16,9.702500343322754
2012-04-17,9.765000343322754
2012-04-18,9.702500343322754
2012-04-19,9.517499923706055
2012-04-20,9.545000076293945
2012-04-23,9.475000381469727
2012-04-24,9.467499732971191
2012-04-25,9.524999618530273
2012-04-26,9.734999656677246
2012-04-27,9.805000305175781
2012-04-30,9.649999618530273
2012-05-01,9.574999809265137
2012-05-02,9.635000228881836
2012-05-03,9.59000015258789
2012-05-04,9.412500381469727
2012-05-07,9.462499618530273
2012-05-08,10.40250015258789
2012-05-09,10.555000305175781
2012-05-10,10.727499961853027
2012-05-11,10.630000114440918
2012-05-14,10.657500267028809
2012-05-15,10.71500015258789
2012-05-16,10.819999694824219
2012-05-17,10.787500381469727
2012-05-18,10.742500305175781
2012-05-21,10.762499809265137
2012-05-22,10.642499923706055
2012-05-23,10.7475004196167
2012-05-24,10.864999771118164
2012-05-25,10.917499542236328
2012-05-29,10.9375
2012-05-30,10.927499771118164
2012-05-31,10.8725004196167
2012-06-01,10.757499694824219
2012-06-04,10.7475004196167
2012-06-05,10.532500267028809
2012-06-06,10.802499771118164
2012-06-07,10.779999732971191
2012-06-08,10.795000076293945
2012-06-11,10.4399995803833
2012-06-12,10.579999923706055
2012-06-13,10.647500038146973
2012-06-14,10.762499809265137
2012-06-15,10.8100004196167
2012-06-18,10.795000076293945
2012-06-19,10.925000190734863
2012-06-20,10.9399995803833
2012-06-21,11.007499694824219
2012-06-22,11.3149995803833
2012-06-25,11.390000343322754
2012-06-26,11.489999771118164
2012-06-27,11.742500305175781
2012-06-28,11.762499809265137
2012-06-29,12.03499984741211
2012-07-02,12.087499618530273
2012-07-03,12.142499923706055
2012-07-05,12.142499923706055
2012-07-06,12.2524995803833
2012-07-09,12.274999618530273
2012-07-10,12.345000267028809
2012-07-11,12.3100004196167
2012-07-12,12.180000305175781
2012-07-13,12.327500343322754
2012-07-16,12.262499809265137
2012-07-17,12.202500343322754
2012-07-18,12.242500305175781
2012-07-19,12.192500114440918
2012-07-20,12.112500190734863
2012-07-23,11.90999984741211
2012-07-24,11.805000305175781
2012-07-25,11.6899995803833
2012-07-26,11.720000267028809
2012-07-27,12.225000381469727
2012-07-30,12.137499809265137
2012-07-31,12.072500228881836
2012-08-01,11.829999923706055
2012-08-02,11.6850004196167
2012-08-03,12.1875
2012-08-06,12.467499732971191
2012-08-07,12.272500038146973
2012-08-08,11.982500076293945
2012-08-09,11.907500267028809
2012-08-10,11.850000381469727
2012-08-13,11.125
2012-08-14,11.324999809265137
2012-08-15,11.260000228881836
2012-08-16,11.867500305175781
2012-08-17,11.875
2012-08-20,11.829999923706055
2012-08-21,11.6274995803833
2012-08-22,11.362500190734863
2012-08-23,11.359999656677246
2012-08-24,11.537500381469727
2012-08-27,11.539999961853027
2012-08-28,11.819999694824219
2012-08-29,11.8725004196167
2012-08-30,11.552499771118164
2012-08-31,11.385000228881836
2012-09-04,11.755000114440918
2012-09-05,11.797499656677246
2012-09-06,11.837499618530273
2012-09-07,11.802499771118164
2012-09-10,11.704999923706055
2012-09-11,11.587499618530273
2012-09-12,11.53499984741211
2012-09-13,11.7475004196167
2012-09-14,11.642499923706055
2012-09-17,11.662500381469727
2012-09-18,11.792499542236328
2012-09-19,11.760000228881836
2012-09-20,11.757499694824219
2012-09-21,11.637499809265137
2012-09-24,11.670000076293945
2012-09-25,11.6225004196167
2012-09-26,11.96500015258789
2012-09-27,12.03499984741211
2012-09-28,12.02750015258789
2012-10-01,12.082500457763672
2012-10-02,12.072500228881836
2012-10-03,11.927499771118164
2012-10-04,11.835000038146973
2012-10-05,11.619999885559082
2012-10-08,11.475000381469727
2012-10-09,11.2524995803833
2012-10-10,11.324999809265137
2012-10-11,11.432499885559082
2012-10-12,11.382499694824219
2012-10-15,11.515000343322754
2012-10-16,11.460000038146973
2012-10-17,11.760000228881836
2012-10-18,11.307499885559082
2012-10-19,11.147500038146973
2012-10-22,11.3100004196167
2012-10-23,11.399999618530273
2012-10-24,11.052499771118164
2012-10-25,11.702500343322754
2012-10-26,11.914999961853027
2012-10-31,11.967499732971191
2012-11-01,12.100000381469727
2012-11-02,11.920000076293945
2012-11-05,11.899999618530273
2012-11-06,11.922499656677246
2012-11-07,11.734999656677246
2012-11-08,10.927499771118164
2012-11-09,10.852499961853027
2012-11-12,10.880000114440918
2012-11-13,10.762499809265137
2012-11-14,10.494999885559082
2012-11-15,10.40250015258789
2012-11-16,10.65999984741211
2012-11-19,10.699999809265137
2012-11-20,10.78499984741211
2012-11-21,10.912500381469727
2012-11-23,10.917499542236328
2012-11-26,11.180000305175781
2012-11-27,10.867500305175781
2012-11-28,11.037500381469727
2012-11-29,11.3774995803833
2012-11-30,11.4375
2012-12-03,11.479999542236328
2012-12-04,11.522500038146973
2012-12-05,11.614999771118164
2012-12-06,11.667499542236328
2012-12-07,11.8125
2012-12-10,11.907500267028809
2012-12-11,12.180000305175781
