,ACIW
1995-06-09,3.7083330154418945
1995-06-12,3.7708330154418945
1995-06-13,3.6875
1995-06-14,3.7916669845581055
1995-06-15,3.8541669845581055
1995-06-16,3.875
1995-06-19,3.8541669845581055
1995-06-20,3.9791669845581055
1995-06-21,4.2916669845581055
1995-06-22,4.3958330154418945
1995-06-23,4.3958330154418945
1995-06-26,4.3541669845581055
1995-06-27,4.3541669845581055
1995-06-28,4.2708330154418945
1995-06-29,4.2916669845581055
1995-06-30,4.2916669845581055
1995-07-03,4.3125
1995-07-05,4.1666669845581055
1995-07-06,4.2291669845581055
1995-07-07,4.1666669845581055
1995-07-10,4.2083330154418945
1995-07-11,4.2916669845581055
1995-07-12,4.3125
1995-07-13,4.3125
1995-07-14,4.3125
1995-07-17,4.4166669845581055
1995-07-18,4.5416669845581055
1995-07-19,4.3958330154418945
1995-07-20,4.5208330154418945
1995-07-21,4.6666669845581055
1995-07-24,4.625
1995-07-25,4.5833330154418945
1995-07-26,4.5833330154418945
1995-07-27,4.5833330154418945
1995-07-28,4.625
1995-07-31,4.5833330154418945
1995-08-01,4.4791669845581055
1995-08-02,4.3541669845581055
1995-08-03,4.1666669845581055
1995-08-04,4.1666669845581055
1995-08-07,4.1666669845581055
1995-08-08,4.1666669845581055
1995-08-09,4.0
1995-08-10,3.9583330154418945
1995-08-11,3.9583330154418945
1995-08-14,4.1458330154418945
1995-08-15,4.1666669845581055
1995-08-16,4.0
1995-08-17,4.25
1995-08-18,4.1666669845581055
1995-08-21,4.0625
1995-08-22,3.9166669845581055
1995-08-23,4.0625
1995-08-24,3.9166669845581055
1995-08-25,4.0625
1995-08-28,4.0833330154418945
1995-08-29,4.0625
1995-08-30,3.9583330154418945
1995-08-31,4.0833330154418945
1995-09-01,4.0625
1995-09-05,4.1666669845581055
1995-09-06,4.3125
1995-09-07,4.2916669845581055
1995-09-08,4.4583330154418945
1995-09-11,4.4375
1995-09-12,4.2916669845581055
1995-09-13,4.375
1995-09-14,4.4583330154418945
1995-09-15,4.2916669845581055
1995-09-18,4.2916669845581055
1995-09-19,4.2916669845581055
1995-09-20,4.3541669845581055
1995-09-21,4.375
1995-09-22,4.3541669845581055
1995-09-25,4.2916669845581055
1995-09-26,4.3333330154418945
1995-09-27,4.2916669845581055
1995-09-28,4.4583330154418945
1995-09-29,4.4583330154418945
1995-10-02,4.2916669845581055
1995-10-03,4.2083330154418945
1995-10-04,4.2291669845581055
1995-10-05,4.2083330154418945
1995-10-06,4.2083330154418945
1995-10-09,4.2291669845581055
1995-10-10,4.1666669845581055
1995-10-11,4.3333330154418945
1995-10-12,4.1666669845581055
1995-10-13,4.2916669845581055
1995-10-16,4.1666669845581055
1995-10-17,4.3333330154418945
1995-10-18,4.1875
1995-10-19,4.3333330154418945
1995-10-20,4.3333330154418945
1995-10-23,4.2291669845581055
1995-10-24,4.2083330154418945
1995-10-25,4.375
1995-10-26,4.2916669845581055
1995-10-27,4.3333330154418945
1995-10-30,4.25
1995-10-31,4.3333330154418945
1995-11-01,4.4583330154418945
1995-11-02,4.9791669845581055
1995-11-03,4.6666669845581055
1995-11-06,4.4166669845581055
1995-11-07,4.5416669845581055
1995-11-08,4.5208330154418945
1995-11-09,4.5833330154418945
1995-11-10,4.5
1995-11-13,4.5
1995-11-14,4.375
1995-11-15,4.5
1995-11-16,4.4166669845581055
1995-11-17,4.375
1995-11-20,4.5
1995-11-21,4.5
1995-11-22,4.4791669845581055
1995-11-24,4.4166669845581055
1995-11-27,4.4166669845581055
1995-11-28,4.4791669845581055
1995-11-29,4.5
1995-11-30,4.5416669845581055
1995-12-01,4.7083330154418945
1995-12-04,4.875
1995-12-05,5.0416669845581055
1995-12-06,5.1666669845581055
1995-12-07,5.125
1995-12-08,5.2083330154418945
1995-12-11,5.25
1995-12-12,5.1458330154418945
1995-12-13,5.1666669845581055
1995-12-14,5.0833330154418945
1995-12-15,5.3333330154418945
1995-12-18,4.9791669845581055
1995-12-19,4.9583330154418945
1995-12-20,5.0625
1995-12-21,4.9583330154418945
1995-12-22,4.9583330154418945
1995-12-26,4.9583330154418945
1995-12-27,5.375
1995-12-28,5.4583330154418945
1995-12-29,5.625
1996-01-02,5.4583330154418945
1996-01-03,5.9166669845581055
1996-01-04,6.0
1996-01-05,6.0416669845581055
1996-01-08,6.0833330154418945
1996-01-09,5.9583330154418945
1996-01-10,5.875
1996-01-11,6.0
1996-01-12,6.0833330154418945
1996-01-15,5.9166669845581055
1996-01-16,5.9583330154418945
1996-01-17,5.8333330154418945
1996-01-18,5.9166669845581055
1996-01-19,5.8125
1996-01-22,5.7083330154418945
1996-01-23,5.875
1996-01-24,5.8333330154418945
1996-01-25,5.8333330154418945
1996-01-26,5.9791669845581055
1996-01-29,6.0208330154418945
1996-01-30,5.9166669845581055
1996-01-31,5.7708330154418945
1996-02-01,5.8541669845581055
1996-02-02,5.75
1996-02-05,5.7916669845581055
1996-02-06,5.9583330154418945
1996-02-07,5.9375
1996-02-08,5.9583330154418945
1996-02-09,6.0416669845581055
1996-02-12,5.875
1996-02-13,6.0
1996-02-14,6.0416669845581055
1996-02-15,6.0
1996-02-16,5.875
1996-02-20,5.8125
1996-02-21,5.8333330154418945
1996-02-22,5.5416669845581055
1996-02-23,5.5416669845581055
1996-02-26,5.4583330154418945
1996-02-27,5.625
1996-02-28,5.8333330154418945
1996-02-29,5.875
1996-03-01,5.875
1996-03-04,5.75
1996-03-05,5.875
1996-03-06,5.875
1996-03-07,5.8333330154418945
1996-03-08,5.7083330154418945
1996-03-11,5.9166669845581055
1996-03-12,5.9166669845581055
1996-03-13,6.2083330154418945
1996-03-14,6.125
1996-03-15,5.9583330154418945
1996-03-18,6.0
1996-03-19,5.7916669845581055
1996-03-20,5.8333330154418945
1996-03-21,6.7083330154418945
1996-03-22,6.6666669845581055
1996-03-25,6.7083330154418945
1996-03-26,6.6666669845581055
1996-03-27,6.5416669845581055
1996-03-28,6.7083330154418945
1996-03-29,6.7916669845581055
1996-04-01,6.75
1996-04-02,7.3333330154418945
1996-04-03,7.6666669845581055
1996-04-04,7.9583330154418945
1996-04-08,8.020833015441895
1996-04-09,9.229166984558105
1996-04-10,8.416666984558105
1996-04-11,8.833333015441895
1996-04-12,9.1875
1996-04-15,8.927083015441895
1996-04-16,8.958333015441895
1996-04-17,8.729166984558105
1996-04-18,8.666666984558105
1996-04-19,8.791666984558105
1996-04-22,9.1875
1996-04-23,9.25
1996-04-24,9.25
1996-04-25,9.5
1996-04-26,9.5
1996-04-29,9.083333015441895
1996-04-30,8.916666984558105
1996-05-01,8.5
1996-05-02,8.333333015441895
1996-05-03,8.333333015441895
1996-05-06,8.166666984558105
1996-05-07,8.083333015441895
1996-05-08,7.9583330154418945
1996-05-09,8.125
1996-05-10,8.041666984558105
1996-05-13,8.375
1996-05-14,8.75
1996-05-15,8.916666984558105
1996-05-16,9.4375
1996-05-17,9.5
1996-05-20,9.583333015441895
1996-05-21,9.416666984558105
1996-05-22,9.3125
1996-05-23,9.25
1996-05-24,9.270833015441895
1996-05-28,9.291666984558105
1996-05-29,9.291666984558105
1996-05-30,9.25
1996-05-31,9.375
1996-06-03,9.270833015441895
1996-06-04,9.416666984558105
1996-06-05,9.5
1996-06-06,9.583333015441895
1996-06-07,9.5625
1996-06-10,9.333333015441895
1996-06-11,9.479166984558105
1996-06-12,10.083333015441895
1996-06-13,10.416666984558105
1996-06-14,10.229166984558105
1996-06-17,10.3125
1996-06-18,10.208333015441895
1996-06-19,10.125
1996-06-20,9.520833015441895
1996-06-21,9.458333015441895
1996-06-24,9.708333015441895
1996-06-25,10.25
1996-06-26,10.25
1996-06-27,10.458333015441895
1996-06-28,11.166666984558105
1996-07-01,11.791666984558105
1996-07-02,12.666666984558105
1996-07-03,12.708333015441895
1996-07-05,12.208333015441895
1996-07-08,12.333333015441895
1996-07-09,12.583333015441895
1996-07-10,12.1875
1996-07-11,10.583333015441895
1996-07-12,9.833333015441895
1996-07-15,9.25
1996-07-16,9.0
1996-07-17,9.083333015441895
1996-07-18,10.416666984558105
1996-07-19,10.583333015441895
1996-07-22,10.666666984558105
1996-07-23,10.0
1996-07-24,10.083333015441895
1996-07-25,10.75
1996-07-26,10.5
1996-07-29,10.291666984558105
1996-07-30,10.333333015441895
1996-07-31,10.5
1996-08-01,10.333333015441895
1996-08-02,10.375
1996-08-05,10.0
1996-08-06,9.958333015441895
1996-08-07,10.166666984558105
1996-08-08,9.875
1996-08-09,10.0
1996-08-12,9.729166984558105
1996-08-13,9.5
1996-08-14,9.791666984558105
1996-08-15,9.666666984558105
1996-08-16,9.583333015441895
1996-08-19,9.5
1996-08-20,10.0
1996-08-21,9.666666984558105
1996-08-22,9.791666984558105
1996-08-23,9.666666984558105
1996-08-26,10.0
1996-08-27,10.166666984558105
1996-08-28,10.416666984558105
1996-08-29,10.229166984558105
1996-08-30,10.166666984558105
1996-09-03,10.0
1996-09-04,10.333333015441895
1996-09-05,10.083333015441895
1996-09-06,10.166666984558105
1996-09-09,10.291666984558105
1996-09-10,10.083333015441895
1996-09-11,10.083333015441895
1996-09-12,10.25
1996-09-13,10.083333015441895
1996-09-16,10.291666984558105
1996-09-17,10.333333015441895
1996-09-18,10.5
1996-09-19,10.541666984558105
1996-09-20,11.833333015441895
1996-09-23,12.75
1996-09-24,14.083333015441895
1996-09-25,14.416666984558105
1996-09-26,14.75
1996-09-27,14.958333015441895
1996-09-30,14.083333015441895
1996-10-01,14.083333015441895
1996-10-02,14.333333015441895
1996-10-03,14.166666984558105
1996-10-04,14.083333015441895
1996-10-07,13.833333015441895
1996-10-08,14.0625
1996-10-09,13.770833015441895
1996-10-10,13.5
1996-10-11,13.791666984558105
1996-10-14,13.708333015441895
1996-10-15,13.666666984558105
1996-10-16,13.833333015441895
1996-10-17,14.125
1996-10-18,15.083333015441895
1996-10-21,14.333333015441895
1996-10-22,13.75
1996-10-23,13.833333015441895
1996-10-24,14.0
1996-10-25,13.625
1996-10-28,13.041666984558105
1996-10-29,12.5
1996-10-30,13.166666984558105
1996-10-31,13.833333015441895
1996-11-01,13.041666984558105
1996-11-04,12.416666984558105
1996-11-05,12.666666984558105
1996-11-06,12.208333015441895
1996-11-07,11.916666984558105
1996-11-08,11.666666984558105
1996-11-11,11.416666984558105
1996-11-12,11.5
1996-11-13,12.083333015441895
1996-11-14,12.5
1996-11-15,11.708333015441895
1996-11-18,12.666666984558105
1996-11-19,12.708333015441895
1996-11-20,12.375
1996-11-21,12.5
1996-11-22,12.416666984558105
1996-11-25,12.583333015441895
1996-11-26,12.75
1996-11-27,12.291666984558105
1996-11-29,12.083333015441895
1996-12-02,12.416666984558105
1996-12-03,12.333333015441895
1996-12-04,12.291666984558105
1996-12-05,12.25
1996-12-06,12.0
1996-12-09,12.0
1996-12-10,11.833333015441895
1996-12-11,11.5
1996-12-12,11.416666984558105
1996-12-13,11.125
1996-12-16,10.833333015441895
1996-12-17,10.916666984558105
1996-12-18,11.5
1996-12-19,11.25
1996-12-20,11.25
1996-12-23,11.125
1996-12-24,11.125
1996-12-26,10.833333015441895
1996-12-27,11.083333015441895
1996-12-30,11.0
1996-12-31,11.083333015441895
1997-01-02,11.333333015441895
1997-01-03,11.5
1997-01-06,11.416666984558105
1997-01-07,11.416666984558105
1997-01-08,11.5
1997-01-09,10.75
1997-01-10,10.75
1997-01-13,10.791666984558105
1997-01-14,11.083333015441895
1997-01-15,11.0
1997-01-16,11.125
1997-01-17,10.833333015441895
1997-01-20,11.041666984558105
1997-01-21,10.958333015441895
1997-01-22,11.25
1997-01-23,11.25
1997-01-24,10.958333015441895
1997-01-27,10.75
1997-01-28,10.625
1997-01-29,8.875
1997-01-30,8.854166984558105
1997-01-31,8.875
1997-02-03,8.625
1997-02-04,9.166666984558105
1997-02-05,9.666666984558105
1997-02-06,9.5
1997-02-07,9.5
1997-02-10,9.583333015441895
1997-02-11,9.333333015441895
1997-02-12,9.833333015441895
1997-02-13,9.583333015441895
1997-02-14,9.625
1997-02-18,9.5
1997-02-19,9.5
1997-02-20,9.583333015441895
1997-02-21,9.333333015441895
1997-02-24,9.083333015441895
1997-02-25,9.0
1997-02-26,9.0
1997-02-27,8.875
1997-02-28,8.666666984558105
1997-03-03,8.354166984558105
1997-03-04,8.333333015441895
1997-03-05,8.125
1997-03-06,8.25
1997-03-07,9.0
1997-03-10,9.208333015441895
1997-03-11,9.25
1997-03-12,8.75
1997-03-13,8.666666984558105
1997-03-14,8.625
1997-03-17,8.666666984558105
1997-03-18,8.666666984558105
1997-03-19,8.458333015441895
1997-03-20,8.416666984558105
1997-03-21,8.583333015441895
1997-03-24,8.75
1997-03-25,8.916666984558105
1997-03-26,9.0
1997-03-27,9.041666984558105
1997-03-31,9.166666984558105
1997-04-01,8.958333015441895
1997-04-02,8.25
1997-04-03,7.75
1997-04-04,8.791666984558105
1997-04-07,9.041666984558105
1997-04-08,9.0
1997-04-09,9.166666984558105
1997-04-10,9.458333015441895
1997-04-11,9.208333015441895
1997-04-14,9.208333015441895
1997-04-15,9.75
1997-04-16,9.583333015441895
1997-04-17,9.791666984558105
1997-04-18,9.75
1997-04-21,9.916666984558105
1997-04-22,10.0
1997-04-23,10.0
1997-04-24,10.125
1997-04-25,9.916666984558105
1997-04-28,10.041666984558105
1997-04-29,10.083333015441895
1997-04-30,10.0
1997-05-01,9.833333015441895
1997-05-02,9.708333015441895
1997-05-05,10.5
1997-05-06,10.916666984558105
1997-05-07,10.666666984558105
1997-05-08,10.25
1997-05-09,10.041666984558105
1997-05-12,10.083333015441895
1997-05-13,10.6875
1997-05-14,11.333333015441895
1997-05-15,11.916666984558105
1997-05-16,12.333333015441895
1997-05-19,12.25
1997-05-20,12.916666984558105
1997-05-21,13.125
1997-05-22,13.166666984558105
1997-05-23,12.916666984558105
1997-05-27,13.041666984558105
1997-05-28,13.666666984558105
1997-05-29,13.666666984558105
1997-05-30,14.0
1997-06-02,14.333333015441895
1997-06-03,14.041666984558105
1997-06-04,13.583333015441895
1997-06-05,13.083333015441895
1997-06-06,12.916666984558105
1997-06-09,13.1875
1997-06-10,13.75
1997-06-11,13.25
1997-06-12,13.333333015441895
1997-06-13,13.416666984558105
1997-06-16,13.083333015441895
1997-06-17,12.833333015441895
1997-06-18,12.916666984558105
1997-06-19,13.125
1997-06-20,13.333333015441895
1997-06-23,13.083333015441895
1997-06-24,12.75
1997-06-25,12.125
1997-06-26,11.666666984558105
1997-06-27,11.625
1997-06-30,11.5
1997-07-01,11.666666984558105
1997-07-02,11.708333015441895
1997-07-03,11.708333015441895
1997-07-07,11.729166984558105
1997-07-08,11.458333015441895
1997-07-09,11.333333015441895
1997-07-10,10.833333015441895
1997-07-11,11.104166984558105
1997-07-14,11.875
1997-07-15,12.791666984558105
1997-07-16,12.833333015441895
1997-07-17,12.666666984558105
1997-07-18,12.25
1997-07-21,11.875
1997-07-22,12.145833015441895
1997-07-23,12.083333015441895
1997-07-24,12.020833015441895
1997-07-25,12.416666984558105
1997-07-28,12.583333015441895
1997-07-29,12.541666984558105
1997-07-30,12.5
1997-07-31,12.333333015441895
1997-08-01,12.25
1997-08-04,11.875
1997-08-05,12.083333015441895
1997-08-06,12.229166984558105
1997-08-07,12.416666984558105
1997-08-08,11.979166984558105
1997-08-11,11.958333015441895
1997-08-12,12.0
1997-08-13,11.895833015441895
1997-08-14,11.583333015441895
1997-08-15,11.0
1997-08-18,10.833333015441895
1997-08-19,10.916666984558105
1997-08-20,11.166666984558105
1997-08-21,11.270833015441895
1997-08-22,11.416666984558105
1997-08-25,11.666666984558105
1997-08-26,11.708333015441895
1997-08-27,11.75
1997-08-28,11.541666984558105
1997-08-29,11.541666984558105
1997-09-02,11.666666984558105
1997-09-03,11.833333015441895
1997-09-04,12.208333015441895
1997-09-05,12.333333015441895
1997-09-08,12.541666984558105
1997-09-09,12.666666984558105
1997-09-10,12.166666984558105
1997-09-11,12.291666984558105
1997-09-12,12.666666984558105
1997-09-15,12.604166984558105
1997-09-16,12.5
1997-09-17,12.104166984558105
1997-09-18,12.166666984558105
1997-09-19,12.333333015441895
1997-09-22,12.666666984558105
1997-09-23,12.791666984558105
1997-09-24,12.895833015441895
1997-09-25,12.833333015441895
1997-09-26,13.041666984558105
1997-09-29,13.083333015441895
1997-09-30,13.541666984558105
1997-10-01,14.041666984558105
1997-10-02,14.270833015441895
1997-10-03,14.166666984558105
1997-10-06,14.416666984558105
1997-10-07,14.5
1997-10-08,14.375
1997-10-09,14.333333015441895
1997-10-10,14.020833015441895
1997-10-13,14.416666984558105
1997-10-14,14.375
1997-10-15,14.625
1997-10-16,14.395833015441895
1997-10-17,14.333333015441895
1997-10-20,14.666666984558105
1997-10-21,14.75
1997-10-22,14.833333015441895
1997-10-23,14.5625
1997-10-24,14.645833015441895
1997-10-27,13.875
1997-10-28,13.479166984558105
1997-10-29,13.770833015441895
1997-10-30,13.6875
1997-10-31,13.041666984558105
1997-11-03,13.0
1997-11-04,13.333333015441895
1997-11-05,13.0
1997-11-06,12.958333015441895
1997-11-07,13.0
1997-11-10,13.0
1997-11-11,13.125
1997-11-12,12.958333015441895
1997-11-13,13.114583015441895
1997-11-14,13.125
1997-11-17,13.020833015441895
1997-11-18,13.145833015441895
1997-11-19,13.125
1997-11-20,13.208333015441895
1997-11-21,13.291666984558105
1997-11-24,13.041666984558105
1997-11-25,13.1875
1997-11-26,12.958333015441895
1997-11-28,12.927083015441895
1997-12-01,13.041666984558105
1997-12-02,12.895833015441895
1997-12-03,12.895833015441895
1997-12-04,13.208333015441895
1997-12-05,13.291666984558105
1997-12-08,13.166666984558105
1997-12-09,12.958333015441895
1997-12-10,12.958333015441895
1997-12-11,12.541666984558105
1997-12-12,12.375
1997-12-15,12.208333015441895
1997-12-16,12.416666984558105
1997-12-17,12.333333015441895
1997-12-18,12.395833015441895
1997-12-19,12.625
1997-12-22,12.8125
1997-12-23,12.833333015441895
1997-12-24,12.625
1997-12-26,12.583333015441895
1997-12-29,12.833333015441895
1997-12-30,12.791666984558105
1997-12-31,12.666666984558105
1998-01-02,12.3125
1998-01-05,12.541666984558105
1998-01-06,12.291666984558105
1998-01-07,11.958333015441895
1998-01-08,11.958333015441895
1998-01-09,11.8125
1998-01-12,11.541666984558105
1998-01-13,12.322916984558105
1998-01-14,12.083333015441895
1998-01-15,12.229166984558105
1998-01-16,12.375
1998-01-20,12.541666984558105
1998-01-21,12.583333015441895
1998-01-22,12.916666984558105
1998-01-23,12.979166984558105
1998-01-26,13.166666984558105
1998-01-27,13.28125
1998-01-28,13.375
1998-01-29,13.395833015441895
1998-01-30,13.5
1998-02-02,13.833333015441895
1998-02-03,13.791666984558105
1998-02-04,13.875
1998-02-05,13.979166984558105
1998-02-06,13.708333015441895
1998-02-09,13.75
1998-02-10,14.041666984558105
1998-02-11,14.208333015441895
1998-02-12,14.0
1998-02-13,14.083333015441895
1998-02-17,14.208333015441895
1998-02-18,13.979166984558105
1998-02-19,13.979166984558105
1998-02-20,14.083333015441895
1998-02-23,14.25
1998-02-24,14.208333015441895
1998-02-25,14.104166984558105
1998-02-26,14.25
1998-02-27,14.5
1998-03-02,14.333333015441895
1998-03-03,14.208333015441895
1998-03-04,13.895833015441895
1998-03-05,14.0
1998-03-06,13.770833015441895
1998-03-09,13.729166984558105
1998-03-10,13.78125
1998-03-11,14.0
1998-03-12,13.25
1998-03-13,13.541666984558105
1998-03-16,13.854166984558105
1998-03-17,13.604166984558105
1998-03-18,13.46875
1998-03-19,13.375
1998-03-20,13.3125
1998-03-23,12.958333015441895
1998-03-24,12.770833015441895
1998-03-25,12.75
1998-03-26,12.958333015441895
1998-03-27,12.916666984558105
1998-03-30,13.041666984558105
1998-03-31,12.958333015441895
1998-04-01,12.958333015441895
1998-04-02,12.875
1998-04-03,13.229166984558105
1998-04-06,13.197916984558105
1998-04-07,13.125
1998-04-08,13.291666984558105
1998-04-09,13.333333015441895
1998-04-13,13.541666984558105
1998-04-14,12.666666984558105
1998-04-15,12.510416984558105
1998-04-16,12.958333015441895
1998-04-17,12.916666984558105
1998-04-20,13.0
1998-04-21,13.166666984558105
1998-04-22,13.25
1998-04-23,13.229166984558105
1998-04-24,13.354166984558105
1998-04-27,13.333333015441895
1998-04-28,14.333333015441895
1998-04-29,14.104166984558105
1998-04-30,14.0
1998-05-01,13.583333015441895
1998-05-04,13.583333015441895
1998-05-05,13.5
1998-05-06,13.4375
1998-05-07,13.625
1998-05-08,13.666666984558105
1998-05-11,13.479166984558105
1998-05-12,14.125
1998-05-13,13.333333015441895
1998-05-14,13.416666984558105
1998-05-15,13.333333015441895
1998-05-18,13.0
1998-05-19,13.34375
1998-05-20,13.041666984558105
1998-05-21,13.25
1998-05-22,13.041666984558105
1998-05-26,13.083333015441895
1998-05-27,12.833333015441895
1998-05-28,12.916666984558105
1998-05-29,13.5
1998-06-01,13.75
1998-06-02,13.354166984558105
1998-06-03,13.041666984558105
1998-06-04,12.875
1998-06-05,12.833333015441895
1998-06-08,12.791666984558105
1998-06-09,13.0
1998-06-10,12.708333015441895
1998-06-11,12.895833015441895
1998-06-12,12.375
1998-06-15,12.458333015441895
1998-06-16,12.541666984558105
1998-06-17,13.270833015441895
1998-06-18,12.9375
1998-06-19,12.458333015441895
1998-06-22,12.875
1998-06-23,13.1875
1998-06-24,13.583333015441895
1998-06-25,13.208333015441895
1998-06-26,13.25
1998-06-29,13.125
1998-06-30,12.833333015441895
1998-07-01,12.729166984558105
1998-07-02,12.5
1998-07-06,12.5
1998-07-07,12.625
1998-07-08,12.291666984558105
1998-07-09,12.4375
1998-07-10,12.583333015441895
1998-07-13,12.333333015441895
1998-07-14,12.375
1998-07-15,12.083333015441895
1998-07-16,11.604166984558105
1998-07-17,11.583333015441895
1998-07-20,11.541666984558105
1998-07-21,11.25
1998-07-22,12.25
1998-07-23,11.875
1998-07-24,12.75
1998-07-27,13.291666984558105
1998-07-28,13.1875
1998-07-29,13.0
1998-07-30,12.791666984558105
1998-07-31,12.875
1998-08-03,12.520833015441895
1998-08-04,12.5
1998-08-05,12.583333015441895
1998-08-06,12.645833015441895
1998-08-07,12.729166984558105
1998-08-10,12.5625
1998-08-11,12.333333015441895
1998-08-12,12.645833015441895
1998-08-13,12.5625
1998-08-14,12.354166984558105
1998-08-17,12.625
1998-08-18,12.791666984558105
1998-08-19,12.416666984558105
1998-08-20,12.291666984558105
1998-08-21,12.229166984558105
1998-08-24,12.104166984558105
1998-08-25,12.041666984558105
1998-08-26,11.875
1998-08-27,11.479166984558105
1998-08-28,11.270833015441895
1998-08-31,11.041666984558105
1998-09-01,11.333333015441895
1998-09-02,10.958333015441895
1998-09-03,10.916666984558105
1998-09-04,10.958333015441895
1998-09-08,11.166666984558105
1998-09-09,11.3125
1998-09-10,11.3125
1998-09-11,11.5
1998-09-14,11.791666984558105
1998-09-15,11.916666984558105
1998-09-16,11.9375
1998-09-17,11.729166984558105
1998-09-18,11.791666984558105
1998-09-21,11.791666984558105
1998-09-22,12.166666984558105
1998-09-23,12.0
1998-09-24,11.833333015441895
1998-09-25,12.041666984558105
1998-09-28,12.0
1998-09-29,11.5625
1998-09-30,11.833333015441895
1998-10-01,11.625
1998-10-02,11.5
1998-10-05,10.833333015441895
1998-10-06,9.208333015441895
1998-10-07,9.166666984558105
1998-10-08,10.0
1998-10-09,11.229166984558105
1998-10-12,11.0
1998-10-13,10.375
1998-10-14,10.5
1998-10-15,10.666666984558105
1998-10-16,11.208333015441895
1998-10-19,11.604166984558105
1998-10-20,11.625
1998-10-21,11.666666984558105
1998-10-22,11.6875
1998-10-23,11.708333015441895
1998-10-26,11.895833015441895
1998-10-27,11.708333015441895
1998-10-28,11.604166984558105
1998-10-29,11.75
1998-10-30,12.03125
1998-11-02,12.25
1998-11-03,12.0
1998-11-04,12.166666984558105
1998-11-05,12.333333015441895
1998-11-06,12.666666984558105
1998-11-09,12.5
1998-11-10,12.333333015441895
1998-11-11,12.125
1998-11-12,12.666666984558105
1998-11-13,12.25
1998-11-16,12.5
1998-11-17,12.375
1998-11-18,12.375
1998-11-19,12.645833015441895
1998-11-20,12.75
1998-11-23,12.875
1998-11-24,13.041666984558105
1998-11-25,13.166666984558105
1998-11-27,12.833333015441895
1998-11-30,12.666666984558105
1998-12-01,12.583333015441895
1998-12-02,12.875
1998-12-03,12.5
1998-12-04,12.791666984558105
1998-12-07,13.375
1998-12-08,13.854166984558105
1998-12-09,13.8125
1998-12-10,13.5
1998-12-11,13.583333015441895
1998-12-14,13.208333015441895
1998-12-15,13.5
1998-12-16,13.291666984558105
1998-12-17,14.229166984558105
1998-12-18,14.291666984558105
1998-12-21,14.416666984558105
1998-12-22,14.833333015441895
1998-12-23,14.791666984558105
1998-12-24,15.0
1998-12-28,15.625
1998-12-29,16.083332061767578
1998-12-30,15.979166984558105
1998-12-31,16.666667938232422
1999-01-04,15.916666984558105
1999-01-05,15.166666984558105
1999-01-06,16.166667938232422
1999-01-07,16.166667938232422
1999-01-08,16.541667938232422
1999-01-11,16.333332061767578
1999-01-12,16.270832061767578
1999-01-13,16.395832061767578
1999-01-14,15.4375
1999-01-15,16.458332061767578
1999-01-19,16.5625
1999-01-20,16.125
1999-01-21,15.291666984558105
1999-01-22,15.125
1999-01-25,15.458333015441895
1999-01-26,16.833332061767578
1999-01-27,16.125
1999-01-28,15.958333015441895
1999-01-29,15.875
1999-02-01,15.875
1999-02-02,15.458333015441895
1999-02-03,15.125
1999-02-04,14.666666984558105
1999-02-05,14.25
1999-02-08,14.083333015441895
1999-02-09,13.916666984558105
1999-02-10,13.833333015441895
1999-02-11,13.583333015441895
1999-02-12,13.375
1999-02-16,13.354166984558105
