,CEY
2018-02-23,27.613000869750977
2018-02-26,27.860000610351562
2018-02-27,27.239999771118164
2018-02-28,26.969999313354492
2018-03-01,26.823999404907227
2018-03-02,26.969999313354492
2018-03-05,27.020000457763672
2018-03-06,27.11400032043457
2018-03-07,26.892000198364258
2018-03-08,27.059999465942383
2018-03-09,27.350000381469727
2018-03-12,27.35300064086914
2018-03-13,27.25
2018-03-14,27.12700080871582
2018-03-15,27.198999404907227
2018-03-16,27.198999404907227
2018-03-19,26.850000381469727
2018-03-20,26.8799991607666
2018-03-21,27.030000686645508
2018-03-22,26.760000228881836
2018-03-23,26.47100067138672
2018-03-26,26.643999099731445
2018-03-27,26.290000915527344
2018-03-28,26.36199951171875
2018-03-29,26.500999450683594
2018-04-02,26.270999908447266
2018-04-03,26.6299991607666
2018-04-04,26.579999923706055
2018-04-05,26.638999938964844
2018-04-06,26.448999404907227
2018-04-09,26.309999465942383
2018-04-10,26.56999969482422
2018-04-11,26.65999984741211
2018-04-12,26.600000381469727
2018-04-13,26.600000381469727
2018-04-16,26.472999572753906
2018-04-17,26.288000106811523
2018-04-18,26.492000579833984
2018-04-19,26.31599998474121
2018-04-20,26.076000213623047
2018-04-23,26.020000457763672
2018-04-24,25.739999771118164
2018-04-25,25.801000595092773
2018-04-26,25.801000595092773
2018-04-27,26.030000686645508
2018-04-30,26.030000686645508
2018-05-01,25.784000396728516
2018-05-02,25.729999542236328
2018-05-03,25.57900047302246
2018-05-04,25.579999923706055
2018-05-07,25.395000457763672
2018-05-08,25.3700008392334
2018-05-09,25.259000778198242
2018-05-10,25.576000213623047
2018-05-11,25.479999542236328
2018-05-14,25.700000762939453
2018-05-15,25.30299949645996
2018-05-16,25.389999389648438
2018-05-17,25.100000381469727
2018-05-18,25.00200080871582
2018-05-21,25.139999389648438
2018-05-22,25.246000289916992
2018-05-23,25.309999465942383
2018-05-24,25.299999237060547
2018-05-25,25.299999237060547
2018-05-29,24.766000747680664
2018-05-30,24.979999542236328
2018-05-31,24.860000610351562
2018-06-01,25.0
2018-06-04,25.450000762939453
2018-06-05,25.25
2018-06-06,25.610000610351562
2018-06-07,25.280000686645508
2018-06-08,25.243999481201172
2018-06-11,25.469999313354492
2018-06-12,25.309999465942383
2018-06-13,24.950000762939453
2018-06-14,24.8700008392334
2018-06-15,24.65999984741211
2018-06-18,24.579999923706055
2018-06-19,24.18000030517578
2018-06-20,24.260000228881836
2018-06-21,24.184999465942383
2018-06-22,24.190000534057617
2018-06-25,24.15999984741211
2018-06-26,24.047000885009766
2018-06-27,23.709999084472656
2018-06-28,23.709999084472656
2018-06-29,23.959999084472656
2018-07-02,23.670000076293945
2018-07-03,23.902000427246094
2018-07-05,23.902000427246094
2018-07-06,24.209999084472656
2018-07-09,24.3700008392334
2018-07-10,24.520000457763672
2018-07-11,24.079999923706055
2018-07-12,24.260000228881836
2018-07-13,24.270000457763672
2018-07-16,24.15999984741211
2018-07-17,24.360000610351562
2018-07-18,24.399999618530273
2018-07-19,23.950000762939453
2018-07-20,24.360000610351562
2018-07-23,24.209999084472656
2018-07-24,24.459999084472656
2018-07-25,24.780000686645508
2018-07-26,24.59000015258789
2018-07-27,24.600000381469727
2018-07-30,24.719999313354492
2018-07-31,24.889999389648438
2018-08-01,24.799999237060547
2018-08-02,24.73200035095215
2018-08-03,24.739999771118164
2018-08-06,24.579999923706055
2018-08-07,24.690000534057617
2018-08-08,24.579999923706055
2018-08-09,24.450000762939453
2018-08-10,24.030000686645508
2018-08-13,23.871999740600586
2018-08-14,24.200000762939453
2018-08-15,23.309999465942383
2018-08-16,23.643999099731445
2018-08-17,23.6299991607666
2018-08-20,23.700000762939453
2018-08-21,24.05900001525879
2018-08-22,24.170000076293945
2018-08-23,23.854999542236328
2018-08-24,24.160999298095703
2018-08-27,24.395000457763672
2018-08-28,24.239999771118164
2018-08-29,24.452999114990234
2018-08-30,23.889999389648438
2018-08-31,23.940000534057617
2018-09-04,23.639999389648438
2018-09-05,23.729999542236328
2018-09-06,23.610000610351562
2018-09-07,23.280000686645508
2018-09-10,23.170000076293945
2018-09-11,23.25
2018-09-12,23.5049991607666
2018-09-13,23.860000610351562
2018-09-14,23.739999771118164
2018-09-17,23.729999542236328
2018-09-18,23.649999618530273
2018-09-19,23.979999542236328
2018-09-20,24.1200008392334
2018-09-21,24.040000915527344
2018-09-24,23.90999984741211
2018-09-25,23.770000457763672
2018-09-26,23.6200008392334
2018-09-27,23.68000030517578
2018-09-28,23.485000610351562
2018-10-01,23.530000686645508
2018-10-02,23.530000686645508
2018-10-03,23.469999313354492
2018-10-04,23.469999313354492
2018-10-05,23.15999984741211
2018-10-08,23.06999969482422
2018-10-09,23.197999954223633
2018-10-10,22.850000381469727
2018-10-11,22.363000869750977
2018-10-12,22.565000534057617
2018-10-15,22.4950008392334
2018-10-16,23.059999465942383
2018-10-17,22.809999465942383
2018-10-18,22.31999969482422
2018-10-19,22.450000762939453
2018-10-22,22.6200008392334
2018-10-23,22.530000686645508
2018-10-24,21.889999389648438
2018-10-25,22.350000381469727
2018-10-26,22.06999969482422
2018-10-29,21.969999313354492
2018-10-30,22.260000228881836
2018-10-31,22.389999389648438
2018-11-01,22.996000289916992
2018-11-02,23.149999618530273
2018-11-05,23.149999618530273
2018-11-06,23.089000701904297
2018-11-07,23.5
2018-11-08,23.020000457763672
2018-11-09,22.700000762939453
2018-11-12,22.360000610351562
2018-11-13,22.520000457763672
2018-11-14,22.510000228881836
2018-11-15,22.899999618530273
2018-11-16,23.1299991607666
2018-11-19,22.84000015258789
2018-11-20,22.40999984741211
2018-11-21,22.770000457763672
2018-11-23,22.665000915527344
2018-11-26,22.540000915527344
2018-11-27,22.690000534057617
2018-11-28,22.969999313354492
2018-11-29,22.899999618530273
2018-11-30,22.790000915527344
2018-12-03,23.09000015258789
2018-12-04,22.790000915527344
2018-12-06,22.709999084472656
2018-12-07,22.284000396728516
2018-12-10,22.11199951171875
2018-12-11,22.20199966430664
2018-12-12,22.386999130249023
2018-12-13,22.3799991607666
2018-12-14,22.110000610351562
2018-12-17,21.8700008392334
2018-12-18,21.993999481201172
2018-12-19,21.65999984741211
2018-12-20,21.864999771118164
2018-12-21,21.639999389648438
2018-12-24,21.579999923706055
2018-12-26,21.8799991607666
2018-12-27,21.849000930786133
2018-12-28,22.059999465942383
2018-12-31,21.969999313354492
2019-01-02,22.290000915527344
2019-01-03,22.1299991607666
2019-01-04,22.85700035095215
2019-01-07,22.84000015258789
2019-01-08,23.020000457763672
2019-01-09,23.260000228881836
2019-01-10,23.459999084472656
2019-01-11,23.43000030517578
2019-01-14,23.399999618530273
2019-01-15,23.469999313354492
2019-01-16,23.65999984741211
2019-01-17,23.75
2019-01-18,23.899999618530273
2019-01-22,23.56399917602539
2019-01-23,23.940000534057617
2019-01-24,24.107999801635742
2019-01-25,24.360000610351562
2019-01-28,24.229999542236328
2019-01-29,24.40999984741211
2019-01-30,24.816999435424805
2019-01-31,24.989999771118164
2019-02-01,24.81999969482422
2019-02-04,24.84000015258789
2019-02-05,25.10700035095215
2019-02-06,24.8700008392334
2019-02-07,24.65999984741211
2019-02-08,24.56399917602539
2019-02-11,24.41900062561035
2019-02-12,24.51300048828125
2019-02-13,24.219999313354492
2019-02-14,24.398000717163086
2019-02-15,24.36400032043457
2019-02-19,24.6299991607666
2019-02-20,24.700000762939453
2019-02-21,24.56999969482422
2019-02-22,24.780000686645508
2019-02-25,25.02199935913086
2019-02-26,25.059999465942383
2019-02-27,24.79599952697754
2019-02-28,24.3700008392334
2019-03-01,24.43000030517578
2019-03-04,24.386999130249023
2019-03-05,24.6200008392334
2019-03-06,24.499000549316406
2019-03-07,23.988000869750977
2019-03-08,23.93600082397461
2019-03-11,24.209999084472656
2019-03-12,24.40999984741211
2019-03-13,24.399999618530273
2019-03-14,24.280000686645508
2019-03-15,24.459999084472656
2019-03-18,24.690000534057617
2019-03-19,24.68000030517578
2019-03-20,24.600000381469727
2019-03-21,24.610000610351562
2019-03-22,24.016000747680664
2019-03-25,24.117000579833984
2019-03-26,24.1299991607666
2019-03-27,23.8799991607666
2019-03-28,23.829999923706055
2019-03-29,24.100000381469727
2019-04-01,24.440000534057617
2019-04-02,24.299999237060547
2019-04-03,24.43000030517578
2019-04-04,24.649999618530273
2019-04-05,24.75
2019-04-08,24.753000259399414
2019-04-09,24.739999771118164
2019-04-10,24.8799991607666
2019-04-11,24.547000885009766
2019-04-12,24.65999984741211
2019-04-15,24.635000228881836
2019-04-16,24.760000228881836
2019-04-17,24.8700008392334
2019-04-18,24.791000366210938
2019-04-22,24.739999771118164
2019-04-23,24.610000610351562
2019-04-24,24.266000747680664
2019-04-25,24.280000686645508
2019-04-26,24.368000030517578
2019-04-29,24.365999221801758
2019-04-30,24.399999618530273
2019-05-01,24.211999893188477
2019-05-02,24.195999145507812
2019-05-03,24.549999237060547
2019-05-06,24.229999542236328
2019-05-07,23.84000015258789
2019-05-08,23.80299949645996
2019-05-09,23.489999771118164
2019-05-10,23.579999923706055
2019-05-13,23.15999984741211
2019-05-14,23.43000030517578
2019-05-15,23.25
2019-05-16,23.18600082397461
2019-05-17,22.950000762939453
2019-05-20,22.84000015258789
2019-05-21,23.06999969482422
2019-05-22,22.983999252319336
2019-05-23,22.722999572753906
2019-05-24,22.84000015258789
2019-05-28,22.81999969482422
2019-05-29,23.014999389648438
2019-05-30,23.190000534057617
2019-05-31,23.415000915527344
2019-06-03,23.549999237060547
2019-06-04,23.670000076293945
2019-06-05,23.530000686645508
2019-06-06,23.610000610351562
2019-06-07,23.829999923706055
2019-06-10,23.82900047302246
2019-06-11,24.076000213623047
2019-06-12,23.91200065612793
2019-06-13,23.739999771118164
2019-06-14,23.56999969482422
2019-06-17,23.670000076293945
2019-06-18,24.149999618530273
2019-06-19,24.33300018310547
2019-06-20,24.645000457763672
2019-06-21,24.43000030517578
2019-06-24,24.469999313354492
2019-06-25,24.31999969482422
2019-06-26,24.577999114990234
2019-06-27,24.639999389648438
2019-06-28,24.540000915527344
2019-07-01,24.719999313354492
2019-07-02,24.709999084472656
2019-07-03,24.656999588012695
2019-07-05,24.5
2019-07-08,24.492000579833984
2019-07-09,24.384000778198242
2019-07-10,24.56999969482422
2019-07-11,24.594999313354492
2019-07-12,24.577999114990234
2019-07-15,24.6299991607666
2019-07-16,24.59000015258789
2019-07-17,24.350000381469727
2019-07-18,24.426000595092773
2019-07-19,24.43000030517578
2019-07-22,24.30500030517578
2019-07-23,24.239999771118164
2019-07-24,24.260000228881836
2019-07-25,24.079999923706055
2019-07-26,24.139999389648438
2019-07-29,24.131999969482422
2019-07-30,23.940000534057617
2019-07-31,23.690000534057617
2019-08-01,23.229999542236328
2019-08-02,23.01099967956543
2019-08-05,22.399999618530273
2019-08-06,22.600000381469727
2019-08-07,22.68000030517578
2019-08-08,22.780000686645508
2019-08-09,22.610000610351562
2019-08-12,22.43000030517578
2019-08-13,22.628999710083008
2019-08-14,21.989999771118164
2019-08-15,21.97599983215332
2019-08-16,22.139999389648438
2019-08-19,22.1299991607666
2019-08-20,22.143999099731445
2019-08-21,22.290000915527344
2019-08-22,22.135000228881836
2019-08-23,21.81999969482422
2019-08-26,21.979999542236328
2019-08-27,21.924999237060547
2019-08-28,21.944000244140625
2019-08-29,22.18000030517578
2019-08-30,22.239999771118164
2019-09-03,22.280000686645508
2019-09-04,22.610000610351562
2019-09-05,22.75
2019-09-06,22.760000228881836
2019-09-09,22.871999740600586
2019-09-10,22.924999237060547
2019-09-11,23.010000228881836
2019-09-12,23.229999542236328
2019-09-13,23.440000534057617
2019-09-16,23.3799991607666
2019-09-17,23.31999969482422
2019-09-18,23.219999313354492
2019-09-19,23.18000030517578
2019-09-20,23.06999969482422
2019-09-23,23.0
2019-09-24,22.639999389648438
2019-09-25,22.59000015258789
2019-09-26,22.610000610351562
2019-09-27,22.420000076293945
2019-09-30,22.489999771118164
2019-10-01,22.31999969482422
2019-10-02,22.280000686645508
2019-10-03,22.3799991607666
2019-10-04,22.5
2019-10-07,22.360000610351562
2019-10-08,22.290000915527344
2019-10-09,22.329999923706055
2019-10-10,22.579999923706055
2019-10-11,22.9689998626709
2019-10-14,22.825000762939453
2019-10-15,22.865999221801758
2019-10-16,22.920000076293945
2019-10-17,22.979999542236328
2019-10-18,22.94099998474121
2019-10-21,23.051000595092773
2019-10-22,23.232999801635742
2019-10-23,23.190000534057617
2019-10-24,23.19700050354004
2019-10-25,23.18400001525879
2019-10-28,23.358999252319336
2019-10-29,23.219999313354492
2019-10-30,23.19099998474121
2019-10-31,23.0
2019-11-01,23.259000778198242
2019-11-04,23.45400047302246
2019-11-05,23.702999114990234
2019-11-06,23.6200008392334
2019-11-07,23.770000457763672
2019-11-08,23.600000381469727
2019-11-11,23.2810001373291
2019-11-12,23.249000549316406
2019-11-13,23.14299964904785
2019-11-14,23.010000228881836
2019-11-15,23.211999893188477
2019-11-18,23.19499969482422
2019-11-19,23.21500015258789
2019-11-20,23.170000076293945
2019-11-21,23.16900062561035
2019-11-22,23.163999557495117
2019-11-25,23.240999221801758
2019-11-26,23.111000061035156
2019-11-27,23.075000762939453
2019-11-29,22.864999771118164
2019-12-02,22.735000610351562
2019-12-03,22.649999618530273
2019-12-04,22.850000381469727
2019-12-05,22.864999771118164
2019-12-06,23.010000228881836
2019-12-09,22.954999923706055
2019-12-10,22.940000534057617
2019-12-11,23.209999084472656
2019-12-12,23.34000015258789
2019-12-13,23.5049991607666
2019-12-16,23.70800018310547
2019-12-17,23.905000686645508
2019-12-18,24.02899932861328
2019-12-19,23.96500015258789
2019-12-20,23.899999618530273
2019-12-23,23.90999984741211
2019-12-24,23.988000869750977
2019-12-26,24.104999542236328
2019-12-27,24.165000915527344
2019-12-30,24.219999313354492
2019-12-31,24.229999542236328
2020-01-02,24.58099937438965
2020-01-03,24.344999313354492
2020-01-06,24.281999588012695
2020-01-07,24.17300033569336
2020-01-08,24.065000534057617
2020-01-09,24.200000762939453
2020-01-10,24.315000534057617
2020-01-13,24.604999542236328
2020-01-14,24.503999710083008
2020-01-15,24.384000778198242
2020-01-16,24.493999481201172
2020-01-17,24.594999313354492
2020-01-21,24.1200008392334
2020-01-22,24.135000228881836
2020-01-23,23.961999893188477
2020-01-24,23.77400016784668
2020-01-27,23.045000076293945
2020-01-28,23.166000366210938
2020-01-29,23.19499969482422
2020-01-30,22.954999923706055
2020-01-31,22.415000915527344
2020-02-03,22.59000015258789
2020-02-04,23.07200050354004
2020-02-05,23.204999923706055
2020-02-06,23.21500015258789
2020-02-07,22.90999984741211
2020-02-10,22.992000579833984
2020-02-11,23.222000122070312
2020-02-12,23.385000228881836
2020-02-13,23.190000534057617
2020-02-14,23.174999237060547
2020-02-18,23.014999389648438
2020-02-19,23.165000915527344
2020-02-20,22.81999969482422
2020-02-21,22.834999084472656
2020-02-24,22.118999481201172
2020-02-25,21.81999969482422
2020-02-26,21.951000213623047
2020-02-27,21.461000442504883
2020-02-28,20.864999771118164
2020-03-02,21.545000076293945
2020-03-03,21.475000381469727
2020-03-04,21.81999969482422
2020-03-05,21.327999114990234
2020-03-06,20.96299934387207
2020-03-09,19.597999572753906
2020-03-10,20.0049991607666
2020-03-11,19.475000381469727
2020-03-12,17.475000381469727
2020-03-13,18.094999313354492
2020-03-16,16.415000915527344
2020-03-17,16.795000076293945
2020-03-18,15.61400032043457
2020-03-19,15.72599983215332
2020-03-20,15.892999649047852
2020-03-23,15.571000099182129
2020-03-24,16.5049991607666
2020-03-25,17.104000091552734
2020-03-26,17.56999969482422
2020-03-27,16.784000396728516
2020-03-30,17.05900001525879
2020-03-31,17.239999771118164
2020-04-01,16.652000427246094
2020-04-02,16.985000610351562
2020-04-03,16.934999465942383
2020-04-06,17.709999084472656
2020-04-07,17.9060001373291
2020-04-08,18.040000915527344
2020-04-09,18.191999435424805
2020-04-13,18.232999801635742
2020-04-14,18.565000534057617
2020-04-15,18.104999542236328
2020-04-16,17.93899917602539
2020-04-17,18.267000198364258
2020-04-20,18.030000686645508
2020-04-21,17.597999572753906
2020-04-22,17.87700080871582
2020-04-23,17.929000854492188
2020-04-24,17.844999313354492
2020-04-27,18.224000930786133
2020-04-28,18.389999389648438
2020-04-29,18.861000061035156
2020-04-30,18.579999923706055
2020-05-01,18.02899932861328
2020-05-04,18.371000289916992
2020-05-05,18.479999542236328
2020-05-06,18.30699920654297
2020-05-07,18.454999923706055
2020-05-08,18.790000915527344
2020-05-11,18.64299964904785
2020-05-12,18.62700080871582
2020-05-13,18.3700008392334
2020-05-14,18.21500015258789
2020-05-15,18.131000518798828
2020-05-18,18.790000915527344
2020-05-19,18.790000915527344
2020-05-20,18.825000762939453
2020-05-21,18.8799991607666
2020-05-22,18.687000274658203
2020-05-26,18.97800064086914
2020-05-27,19.086000442504883
2020-05-28,19.06999969482422
2020-05-29,18.940000534057617
2020-06-01,19.496000289916992
2020-06-02,19.825000762939453
2020-06-03,20.34000015258789
2020-06-04,20.06800079345703
2020-06-05,20.729999542236328
2020-06-08,20.94099998474121
2020-06-09,20.69700050354004
2020-06-10,20.645999908447266
2020-06-11,19.555999755859375
2020-06-12,19.979999542236328
2020-06-15,19.975000381469727
2020-06-16,19.95400047302246
2020-06-17,19.98900032043457
2020-06-18,19.92099952697754
2020-06-19,19.905000686645508
2020-06-22,20.025999069213867
2020-06-23,20.05500030517578
2020-06-24,19.725000381469727
2020-06-25,19.871000289916992
2020-06-26,19.665000915527344
2020-06-29,19.75200080871582
2020-06-30,19.6200008392334
2020-07-01,19.865999221801758
2020-07-02,20.29199981689453
2020-07-06,20.29199981689453
2020-07-07,20.450000762939453
2020-07-08,20.56999969482422
2020-07-09,20.339000701904297
2020-07-10,20.207000732421875
2020-07-13,20.163999557495117
2020-07-14,20.312999725341797
2020-07-15,20.139999389648438
2020-07-16,20.083999633789062
2020-07-17,20.100000381469727
2020-07-20,20.281999588012695
2020-07-21,20.280000686645508
2020-07-22,20.33300018310547
2020-07-23,20.110000610351562
2020-07-24,20.15399932861328
2020-07-27,20.25
2020-07-28,20.25
2020-07-29,20.110000610351562
2020-07-30,19.854999542236328
2020-07-31,19.68000030517578
2020-08-03,19.66900062561035
2020-08-04,19.850000381469727
2020-08-05,20.1200008392334
2020-08-06,20.163999557495117
2020-08-07,19.9950008392334
2020-08-10,20.045000076293945
2020-08-11,19.981000900268555
2020-08-12,19.93000030517578
2020-08-13,19.850000381469727
2020-08-14,19.975000381469727
2020-08-17,20.114999771118164
2020-08-18,20.110000610351562
2020-08-19,19.969999313354492
2020-08-20,19.774999618530273
2020-08-21,19.774999618530273
2020-08-24,19.940000534057617
2020-08-25,20.054000854492188
2020-08-26,19.920000076293945
2020-08-27,19.790000915527344
2020-08-28,19.81999969482422
2020-08-31,19.43000030517578
2020-09-01,19.510000228881836
2020-09-02,19.520000457763672
2020-09-03,19.198999404907227
2020-09-04,19.184999465942383
2020-09-08,19.28499984741211
2020-09-09,19.545000076293945
2020-09-10,19.34000015258789
2020-09-11,19.344999313354492
2020-09-14,19.48200035095215
2020-09-15,19.575000762939453
2020-09-16,19.485000610351562
2020-09-17,19.631999969482422
2020-09-18,19.43000030517578
2020-09-21,19.079999923706055
2020-09-22,18.850000381469727
2020-09-23,18.510000228881836
2020-09-24,18.444000244140625
2020-09-25,18.395000457763672
2020-09-28,18.600000381469727
2020-09-29,18.57699966430664
2020-09-30,18.645000457763672
2020-10-01,18.674999237060547
2020-10-02,18.700000762939453
2020-10-05,18.735000610351562
2020-10-06,18.729999542236328
2020-10-07,18.797000885009766
2020-10-08,18.940000534057617
2020-10-09,19.0
2020-10-12,19.03499984741211
2020-10-13,18.889999389648438
2020-10-14,18.85300064086914
2020-10-15,18.760000228881836
2020-10-16,18.856000900268555
2020-10-19,18.86400032043457
2020-10-20,18.940000534057617
2020-10-21,19.040000915527344
2020-10-22,19.14699935913086
2020-10-23,19.290000915527344
2020-10-26,19.100000381469727
2020-10-27,19.020000457763672
2020-10-28,18.549999237060547
2020-10-29,18.510000228881836
2020-10-30,18.469999313354492
2020-11-02,18.559999465942383
2020-11-03,18.90999984741211
2020-11-04,19.170000076293945
2020-11-05,19.520000457763672
2020-11-06,19.579999923706055
2020-11-09,20.106000900268555
2020-11-10,20.329999923706055
2020-11-11,20.559999465942383
2020-11-12,20.280000686645508
2020-11-13,20.290000915527344
2020-11-16,20.68000030517578
2020-11-17,20.780000686645508
2020-11-18,20.81999969482422
2020-11-19,20.75
2020-11-20,20.770000457763672
2020-11-23,20.84000015258789
2020-11-24,21.059999465942383
2020-11-25,21.049999237060547
2020-11-27,21.260000228881836
2020-11-30,20.739999771118164
2020-12-01,21.145000457763672
2020-12-02,21.381999969482422
2020-12-03,21.479999542236328
2020-12-04,21.6200008392334
2020-12-07,21.6200008392334
2020-12-08,21.690000534057617
2020-12-09,21.68000030517578
2020-12-10,21.81999969482422
2020-12-11,21.75
2020-12-14,21.8700008392334
2020-12-15,21.959999084472656
2020-12-16,22.04199981689453
2020-12-17,22.06999969482422
2020-12-18,22.020000457763672
2020-12-21,21.649999618530273
2020-12-22,21.420000076293945
2020-12-23,21.638999938964844
2020-12-24,21.780000686645508
2020-12-28,22.118999481201172
2020-12-29,22.209999084472656
2020-12-30,22.200000762939453
2020-12-31,22.06999969482422
2021-01-04,22.15999984741211
2021-01-05,22.270000457763672
2021-01-06,22.469999313354492
2021-01-07,22.635000228881836
2021-01-08,23.010000228881836
2021-01-11,22.795000076293945
2021-01-12,22.90999984741211
2021-01-13,23.020000457763672
2021-01-14,23.261999130249023
2021-01-15,22.969999313354492
2021-01-19,23.010000228881836
2021-01-20,23.013999938964844
2021-01-21,22.996999740600586
2021-01-22,22.639999389648438
2021-01-25,22.586000442504883
2021-01-26,22.639999389648438
2021-01-27,22.5
2021-01-28,22.684999465942383
2021-01-29,22.030000686645508
2021-02-01,22.43400001525879
2021-02-02,22.652999877929688
2021-02-03,22.65999984741211
2021-02-04,22.700000762939453
2021-02-05,22.940000534057617
2021-02-08,22.979999542236328
2021-02-09,22.979999542236328
2021-02-10,23.1200008392334
2021-02-11,23.183000564575195
2021-02-12,23.275999069213867
2021-02-16,23.399999618530273
2021-02-17,23.33300018310547
2021-02-18,23.388999938964844
2021-02-19,23.461999893188477
2021-02-22,23.309999465942383
2021-02-23,23.440000534057617
2021-02-24,23.3700008392334
2021-02-25,23.079999923706055
2021-02-26,22.899999618530273
2021-03-01,23.360000610351562
2021-03-02,23.360000610351562
2021-03-03,23.395000457763672
2021-03-04,23.1200008392334
2021-03-05,23.180999755859375
2021-03-08,23.31999969482422
2021-03-09,23.31999969482422
2021-03-10,23.565000534057617
2021-03-11,23.861000061035156
2021-03-12,23.760000228881836
2021-03-15,23.93000030517578
2021-03-16,23.940000534057617
2021-03-17,23.959999084472656
2021-03-18,23.78499984741211
2021-03-19,23.924999237060547
2021-03-22,23.8799991607666
2021-03-23,23.434999465942383
2021-03-24,23.274999618530273
2021-03-25,23.280000686645508
2021-03-26,23.392000198364258
2021-03-29,23.71500015258789
2021-03-30,23.68000030517578
2021-03-31,23.777999877929688
2021-04-01,23.690000534057617
2021-04-05,23.719999313354492
2021-04-06,23.687000274658203
2021-04-07,23.559999465942383
2021-04-08,23.648000717163086
2021-04-09,23.530000686645508
2021-04-12,23.479999542236328
2021-04-13,23.520000457763672
2021-04-14,23.520000457763672
2021-04-15,23.875
2021-04-16,24.059999465942383
2021-04-19,24.084999084472656
2021-04-20,24.084999084472656
2021-04-21,24.274999618530273
2021-04-22,24.152999877929688
2021-04-23,24.260000228881836
2021-04-26,24.364999771118164
2021-04-27,24.200000762939453
2021-04-28,24.2549991607666
2021-04-29,24.30500030517578
2021-04-30,24.30500030517578
2021-05-03,24.0049991607666
2021-05-04,23.735000610351562
2021-05-05,24.11199951171875
2021-05-06,24.391000747680664
2021-05-07,24.7549991607666
2021-05-10,24.604999542236328
2021-05-11,24.545000076293945
2021-05-12,23.972000122070312
2021-05-13,24.040000915527344
2021-05-14,24.329999923706055
