,EMCB
2012-10-11,80.12000274658203
2012-10-12,80.37000274658203
2012-10-15,80.38999938964844
2012-10-16,80.6500015258789
2012-10-17,80.80999755859375
2012-10-18,80.87999725341797
2012-10-19,80.8499984741211
2012-10-22,80.44000244140625
2012-10-23,80.30999755859375
2012-10-24,80.0999984741211
2012-10-25,79.9000015258789
2012-10-26,79.93000030517578
2012-10-31,80.08999633789062
2012-11-01,80.05000305175781
2012-11-02,80.16999816894531
2012-11-05,80.22000122070312
2012-11-06,80.16000366210938
2012-11-07,80.30999755859375
2012-11-08,80.11000061035156
2012-11-09,79.87999725341797
2012-11-12,79.98999786376953
2012-11-13,79.80000305175781
2012-11-14,79.7300033569336
2012-11-15,79.52999877929688
2012-11-16,79.44999694824219
2012-11-19,79.5199966430664
2012-11-20,79.47000122070312
2012-11-21,79.61000061035156
2012-11-23,79.8499984741211
2012-11-26,79.70999908447266
2012-11-27,79.87999725341797
2012-11-28,80.0
2012-11-29,80.06999969482422
2012-11-30,80.16000366210938
2012-12-03,79.94000244140625
2012-12-04,80.16000366210938
2012-12-05,80.94000244140625
2012-12-06,80.36000061035156
2012-12-07,80.12999725341797
2012-12-10,80.30999755859375
2012-12-11,80.30999755859375
2012-12-12,80.33999633789062
2012-12-13,80.37999725341797
2012-12-14,80.43000030517578
2012-12-17,80.51000213623047
2012-12-18,80.48999786376953
2012-12-19,80.69999694824219
2012-12-20,80.83999633789062
2012-12-21,80.88999938964844
2012-12-24,80.55000305175781
2012-12-26,80.77999877929688
2012-12-27,80.83000183105469
2012-12-28,80.83000183105469
2012-12-31,80.8499984741211
2013-01-02,81.05999755859375
2013-01-03,81.2699966430664
2013-01-04,81.30000305175781
2013-01-07,81.30999755859375
2013-01-08,81.22000122070312
2013-01-09,81.08000183105469
2013-01-10,81.0999984741211
2013-01-11,81.13999938964844
2013-01-14,81.19000244140625
2013-01-15,81.5
2013-01-16,81.45999908447266
2013-01-17,81.83999633789062
2013-01-18,81.68000030517578
2013-01-22,81.7300033569336
2013-01-23,81.5199966430664
2013-01-24,81.51000213623047
2013-01-25,81.37999725341797
2013-01-28,81.25
2013-01-29,81.08000183105469
2013-01-30,80.2699966430664
2013-01-31,80.29000091552734
2013-02-01,80.4000015258789
2013-02-04,80.0999984741211
2013-02-05,80.0
2013-02-06,80.0999984741211
2013-02-07,80.19999694824219
2013-02-08,80.25
2013-02-11,80.11000061035156
2013-02-12,80.12999725341797
2013-02-13,80.08999633789062
2013-02-14,80.06999969482422
2013-02-15,79.98999786376953
2013-02-19,79.79000091552734
2013-02-20,79.69999694824219
2013-02-21,79.58000183105469
2013-02-22,79.5999984741211
2013-02-25,79.66999816894531
2013-02-26,79.45999908447266
2013-02-27,79.69000244140625
2013-02-28,79.80000305175781
2013-03-01,79.7699966430664
2013-03-04,79.87999725341797
2013-03-05,79.98999786376953
2013-03-06,79.9000015258789
2013-03-07,79.88999938964844
2013-03-08,79.80999755859375
2013-03-11,79.69999694824219
2013-03-12,79.86000061035156
2013-03-13,80.05000305175781
2013-03-14,79.62000274658203
2013-03-15,79.91999816894531
2013-03-18,79.95999908447266
2013-03-19,79.62000274658203
2013-03-20,79.83999633789062
2013-03-21,79.73999786376953
2013-03-22,79.55000305175781
2013-03-25,79.5999984741211
2013-03-26,79.5199966430664
2013-03-27,79.47000122070312
2013-03-28,79.47000122070312
2013-04-01,79.30999755859375
2013-04-02,79.5199966430664
2013-04-03,79.48999786376953
2013-04-04,79.9000015258789
2013-04-05,80.26000213623047
2013-04-08,80.05999755859375
2013-04-09,80.4000015258789
2013-04-10,80.4000015258789
2013-04-11,80.3499984741211
2013-04-12,80.55000305175781
2013-04-15,80.38999938964844
2013-04-16,80.41999816894531
2013-04-17,80.0999984741211
2013-04-18,80.19999694824219
2013-04-19,79.94000244140625
2013-04-22,79.69999694824219
2013-04-23,79.83999633789062
2013-04-24,79.87999725341797
2013-04-25,79.9800033569336
2013-04-26,80.08999633789062
2013-04-29,80.0999984741211
2013-04-30,80.31999969482422
2013-05-01,80.55000305175781
2013-05-02,80.61000061035156
2013-05-03,80.62000274658203
2013-05-06,80.66999816894531
2013-05-07,80.48999786376953
2013-05-08,80.72000122070312
2013-05-09,80.69999694824219
2013-05-10,80.47000122070312
2013-05-13,80.25
2013-05-14,80.20999908447266
2013-05-15,80.30000305175781
2013-05-16,80.16999816894531
2013-05-17,80.0999984741211
2013-05-20,80.04000091552734
2013-05-21,79.95999908447266
2013-05-22,79.80999755859375
2013-05-23,79.37999725341797
2013-05-24,78.91999816894531
2013-05-28,78.4800033569336
2013-05-29,77.91000366210938
2013-05-30,77.88999938964844
2013-05-31,77.33000183105469
2013-06-03,76.55999755859375
2013-06-04,76.29000091552734
2013-06-05,75.61000061035156
2013-06-06,75.19999694824219
2013-06-07,75.55000305175781
2013-06-10,75.01000213623047
2013-06-11,73.69999694824219
2013-06-12,74.05000305175781
2013-06-13,74.55999755859375
2013-06-14,75.91000366210938
2013-06-17,76.27999877929688
2013-06-18,76.12999725341797
2013-06-19,75.58000183105469
2013-06-20,73.72000122070312
2013-06-21,73.45999908447266
2013-06-24,71.80999755859375
2013-06-25,71.98999786376953
2013-06-26,72.94000244140625
2013-06-27,74.16999816894531
2013-06-28,73.5999984741211
2013-07-01,74.16999816894531
2013-07-02,74.27999877929688
2013-07-03,73.76000213623047
2013-07-05,72.88999938964844
2013-07-08,72.80000305175781
2013-07-09,73.04000091552734
2013-07-10,73.01000213623047
2013-07-11,73.9000015258789
2013-07-12,73.9000015258789
2013-07-15,74.44000244140625
2013-07-16,74.7699966430664
2013-07-17,75.33999633789062
2013-07-18,74.97000122070312
2013-07-19,75.44999694824219
2013-07-22,75.41000366210938
2013-07-23,75.22000122070312
2013-07-24,74.7699966430664
2013-07-25,74.80000305175781
2013-07-26,74.83999633789062
2013-07-29,74.58999633789062
2013-07-30,74.43000030517578
2013-07-31,74.23999786376953
2013-08-01,74.12000274658203
2013-08-02,74.22000122070312
2013-08-05,74.2300033569336
2013-08-06,74.22000122070312
2013-08-07,74.13999938964844
2013-08-08,74.18000030517578
2013-08-09,74.4000015258789
2013-08-12,74.33000183105469
2013-08-13,74.33000183105469
2013-08-14,74.19999694824219
2013-08-15,74.12999725341797
2013-08-16,74.08000183105469
2013-08-19,73.63999938964844
2013-08-20,73.25
2013-08-21,73.31999969482422
2013-08-22,73.1500015258789
2013-08-23,73.05999755859375
2013-08-26,72.83000183105469
2013-08-27,72.75
2013-08-28,72.61000061035156
2013-08-29,72.61000061035156
2013-08-30,72.77999877929688
2013-09-03,72.2699966430664
2013-09-04,72.25
2013-09-05,72.01000213623047
2013-09-06,72.23999786376953
2013-09-09,72.69999694824219
2013-09-10,72.55999755859375
2013-09-11,72.75
2013-09-12,73.01000213623047
2013-09-13,73.30000305175781
2013-09-16,73.94000244140625
2013-09-17,73.97000122070312
2013-09-18,74.4000015258789
2013-09-19,75.18000030517578
2013-09-20,75.33999633789062
2013-09-23,74.87000274658203
2013-09-24,74.9000015258789
2013-09-25,74.94000244140625
2013-09-26,75.06999969482422
2013-09-27,75.0199966430664
2013-09-30,74.55000305175781
2013-10-01,74.91000366210938
2013-10-02,74.88999938964844
2013-10-03,74.83999633789062
2013-10-04,75.37999725341797
2013-10-07,75.1500015258789
2013-10-08,75.19000244140625
2013-10-09,74.97000122070312
2013-10-10,75.19999694824219
2013-10-11,75.5199966430664
2013-10-14,74.80999755859375
2013-10-15,75.30000305175781
2013-10-16,75.33999633789062
2013-10-17,76.08000183105469
2013-10-18,76.43000030517578
2013-10-21,76.19999694824219
2013-10-22,76.33999633789062
2013-10-23,76.37000274658203
2013-10-24,76.2699966430664
2013-10-25,76.29000091552734
2013-10-28,76.08999633789062
2013-10-29,75.9800033569336
2013-10-30,76.05999755859375
2013-10-31,75.94999694824219
2013-11-01,75.80000305175781
2013-11-04,75.77999877929688
2013-11-05,75.41999816894531
2013-11-06,75.36000061035156
2013-11-07,75.23999786376953
2013-11-08,74.7699966430664
2013-11-11,74.58999633789062
2013-11-12,74.31999969482422
2013-11-13,74.58999633789062
2013-11-14,74.5999984741211
2013-11-15,75.13999938964844
2013-11-18,75.20999908447266
2013-11-19,75.4000015258789
2013-11-20,75.01000213623047
2013-11-21,74.81999969482422
2013-11-22,74.75
2013-11-25,74.80000305175781
2013-11-26,74.80000305175781
2013-11-27,74.83000183105469
2013-11-29,74.7699966430664
2013-12-02,74.58000183105469
2013-12-03,74.30000305175781
2013-12-04,74.16000366210938
2013-12-05,74.3499984741211
2013-12-06,74.4000015258789
2013-12-09,74.31999969482422
2013-12-10,74.56999969482422
2013-12-11,74.55000305175781
2013-12-12,74.4800033569336
2013-12-13,74.7699966430664
2013-12-16,74.93000030517578
2013-12-17,74.69000244140625
2013-12-18,74.86000061035156
2013-12-19,74.80000305175781
2013-12-20,74.94999694824219
2013-12-23,75.0
2013-12-24,74.19999694824219
2013-12-26,74.41999816894531
2013-12-27,74.19000244140625
2013-12-30,74.19000244140625
2013-12-31,74.41000366210938
2014-01-02,74.26000213623047
2014-01-03,74.51000213623047
2014-01-06,74.5
2014-01-07,74.5999984741211
2014-01-08,74.63999938964844
2014-01-09,74.4000015258789
2014-01-10,74.58999633789062
2014-01-13,74.54000091552734
2014-01-14,74.58000183105469
2014-01-15,74.83999633789062
2014-01-16,74.83000183105469
2014-01-17,75.01000213623047
2014-01-21,74.63999938964844
2014-01-22,74.87000274658203
2014-01-23,74.52999877929688
2014-01-24,74.11000061035156
2014-01-27,73.3499984741211
2014-01-28,73.95999908447266
2014-01-29,73.37999725341797
2014-01-30,73.44999694824219
2014-01-31,73.4000015258789
2014-02-03,73.4800033569336
2014-02-04,73.91999816894531
2014-02-05,73.55999755859375
2014-02-06,73.6500015258789
2014-02-07,74.1500015258789
2014-02-10,74.41999816894531
2014-02-11,74.05000305175781
2014-02-12,74.41999816894531
2014-02-13,74.22000122070312
2014-02-14,74.47000122070312
2014-02-18,75.0
2014-02-19,74.19000244140625
2014-02-20,75.05000305175781
2014-02-21,74.18000030517578
2014-02-24,74.83999633789062
2014-02-25,75.02999877929688
2014-02-26,74.48999786376953
2014-02-27,74.7699966430664
2014-02-28,74.86000061035156
2014-03-03,74.98999786376953
2014-03-04,74.7699966430664
2014-03-05,75.13999938964844
2014-03-06,74.61000061035156
2014-03-07,74.23999786376953
2014-03-10,74.33000183105469
2014-03-11,74.31999969482422
2014-03-12,73.9800033569336
2014-03-13,73.51000213623047
2014-03-14,73.91000366210938
2014-03-17,73.79000091552734
2014-03-18,73.86000061035156
2014-03-19,74.4000015258789
2014-03-20,74.16999816894531
2014-03-21,73.94999694824219
2014-03-24,73.83999633789062
2014-03-25,73.77999877929688
2014-03-26,74.54000091552734
2014-03-27,74.25
2014-03-28,74.83999633789062
2014-03-31,74.54000091552734
2014-04-01,74.73999786376953
2014-04-02,74.83999633789062
2014-04-03,74.97000122070312
2014-04-04,74.73999786376953
2014-04-07,74.98999786376953
2014-04-08,74.55000305175781
2014-04-09,75.08000183105469
2014-04-10,74.94999694824219
2014-04-11,75.19999694824219
2014-04-14,75.26000213623047
2014-04-15,74.69000244140625
2014-04-16,75.2300033569336
2014-04-17,75.08000183105469
2014-04-21,75.06999969482422
2014-04-22,74.75
2014-04-23,75.20999908447266
2014-04-24,75.2699966430664
2014-04-25,75.11000061035156
2014-04-28,74.69999694824219
2014-04-29,74.8499984741211
2014-04-30,74.93000030517578
2014-05-01,74.81999969482422
2014-05-02,75.33000183105469
2014-05-05,75.44999694824219
2014-05-06,75.13999938964844
2014-05-07,75.45999908447266
2014-05-08,75.5199966430664
2014-05-09,76.0
2014-05-12,75.83999633789062
2014-05-13,76.06999969482422
2014-05-14,76.0
2014-05-15,76.29000091552734
2014-05-16,76.63999938964844
2014-05-19,76.61000061035156
2014-05-20,76.77999877929688
2014-05-21,76.25
2014-05-22,77.0
2014-05-23,76.12999725341797
2014-05-27,76.76000213623047
2014-05-28,77.30000305175781
2014-05-29,77.4000015258789
2014-05-30,77.44000244140625
2014-06-02,77.51000213623047
2014-06-03,77.30999755859375
2014-06-04,77.58000183105469
2014-06-05,77.66000366210938
2014-06-06,78.0
2014-06-09,77.80000305175781
2014-06-10,78.05999755859375
2014-06-11,77.69000244140625
2014-06-12,77.88999938964844
2014-06-13,77.8499984741211
2014-06-16,77.51000213623047
2014-06-17,77.44999694824219
2014-06-18,77.69999694824219
2014-06-19,77.80000305175781
2014-06-20,77.80000305175781
2014-06-23,77.66000366210938
2014-06-24,78.05999755859375
2014-06-25,78.16000366210938
2014-06-26,78.18000030517578
2014-06-27,78.19999694824219
2014-06-30,78.16999816894531
2014-07-01,78.16000366210938
2014-07-02,78.08000183105469
2014-07-03,78.19000244140625
2014-07-07,78.26000213623047
2014-07-08,78.36000061035156
2014-07-09,78.80999755859375
2014-07-10,78.58999633789062
2014-07-11,78.98999786376953
2014-07-14,78.80000305175781
2014-07-15,78.62000274658203
2014-07-16,78.26000213623047
2014-07-17,78.33999633789062
2014-07-18,78.22000122070312
2014-07-21,77.66000366210938
2014-07-22,77.97000122070312
2014-07-23,78.11000061035156
2014-07-24,78.08000183105469
2014-07-25,78.18000030517578
2014-07-28,77.91000366210938
2014-07-29,77.70999908447266
2014-07-30,77.80999755859375
2014-07-31,77.5
2014-08-01,76.77999877929688
2014-08-04,77.45999908447266
2014-08-05,77.25
2014-08-06,76.80999755859375
2014-08-07,76.7699966430664
2014-08-08,76.91000366210938
2014-08-11,76.86000061035156
2014-08-12,77.08000183105469
2014-08-13,77.19999694824219
2014-08-14,77.61000061035156
2014-08-15,77.5999984741211
2014-08-18,77.88999938964844
2014-08-19,77.9000015258789
2014-08-20,77.58000183105469
2014-08-21,77.66999816894531
2014-08-22,77.80999755859375
2014-08-25,78.04000091552734
2014-08-26,77.76000213623047
2014-08-27,78.44000244140625
2014-08-28,78.44000244140625
2014-08-29,77.83000183105469
2014-09-02,77.41000366210938
2014-09-03,78.36000061035156
2014-09-04,77.83000183105469
2014-09-05,78.19000244140625
2014-09-08,78.26000213623047
2014-09-09,77.58000183105469
2014-09-10,77.7300033569336
2014-09-11,77.80999755859375
2014-09-12,77.29000091552734
2014-09-15,76.5
2014-09-16,76.73999786376953
2014-09-17,76.70999908447266
2014-09-18,76.8499984741211
2014-09-19,77.0
2014-09-22,76.95999908447266
2014-09-23,76.97000122070312
2014-09-24,76.69999694824219
2014-09-25,76.62999725341797
2014-09-26,76.37999725341797
2014-09-29,76.41000366210938
2014-09-30,76.19999694824219
2014-10-01,76.33999633789062
2014-10-02,75.8499984741211
2014-10-03,76.36000061035156
2014-10-06,75.91000366210938
2014-10-07,76.36000061035156
2014-10-08,76.55000305175781
2014-10-09,76.58000183105469
2014-10-10,75.87000274658203
2014-10-13,75.8499984741211
2014-10-14,75.77999877929688
2014-10-15,75.8499984741211
2014-10-16,75.45999908447266
2014-10-17,76.30000305175781
2014-10-20,76.52999877929688
2014-10-21,76.61000061035156
2014-10-22,76.69000244140625
2014-10-23,76.33999633789062
2014-10-24,76.4000015258789
2014-10-27,76.05000305175781
2014-10-28,75.94999694824219
2014-10-29,75.95999908447266
2014-10-30,76.3499984741211
2014-10-31,76.29000091552734
2014-11-03,76.20999908447266
2014-11-04,76.0
2014-11-05,76.0
2014-11-06,75.75
2014-11-07,75.75
2014-11-10,75.6500015258789
2014-11-11,75.30999755859375
2014-11-12,75.58999633789062
2014-11-13,75.87999725341797
2014-11-14,75.3499984741211
2014-11-17,74.7699966430664
2014-11-18,74.95999908447266
2014-11-19,74.80000305175781
2014-11-20,74.91999816894531
2014-11-21,74.30000305175781
2014-11-24,74.4800033569336
2014-11-25,74.87000274658203
2014-11-26,74.66000366210938
2014-11-28,75.08000183105469
2014-12-01,74.5
2014-12-02,74.13999938964844
2014-12-03,73.43000030517578
2014-12-04,73.38999938964844
2014-12-05,72.77999877929688
2014-12-08,72.73999786376953
2014-12-09,72.41000366210938
2014-12-10,72.36000061035156
2014-12-11,71.29000091552734
2014-12-12,70.5
2014-12-15,69.97000122070312
2014-12-16,68.62999725341797
2014-12-17,69.6500015258789
2014-12-18,71.11000061035156
2014-12-19,71.4800033569336
2014-12-22,71.25
2014-12-23,71.3499984741211
2014-12-24,71.30999755859375
2014-12-26,71.43000030517578
2014-12-29,71.30000305175781
2014-12-30,71.37999725341797
2014-12-31,72.12000274658203
2015-01-02,71.38999938964844
2015-01-05,70.98999786376953
2015-01-06,70.2300033569336
2015-01-07,70.77999877929688
2015-01-08,71.33000183105469
2015-01-09,71.22000122070312
2015-01-12,70.97000122070312
2015-01-13,70.69000244140625
2015-01-14,70.48999786376953
2015-01-15,70.48999786376953
2015-01-16,70.41000366210938
2015-01-20,70.45999908447266
2015-01-21,70.31999969482422
2015-01-22,71.19999694824219
2015-01-23,71.5
2015-01-26,70.7699966430664
2015-01-27,70.9000015258789
2015-01-28,70.5
2015-01-29,70.13999938964844
2015-01-30,70.48999786376953
2015-02-02,70.83000183105469
2015-02-03,70.94000244140625
2015-02-04,70.9000015258789
2015-02-05,70.41000366210938
2015-02-06,71.30000305175781
2015-02-09,71.06999969482422
2015-02-10,70.83999633789062
2015-02-11,71.19999694824219
2015-02-12,71.16999816894531
2015-02-13,71.33000183105469
2015-02-17,71.29000091552734
2015-02-18,71.80000305175781
2015-02-19,71.41000366210938
2015-02-20,71.63999938964844
2015-02-23,71.5
2015-02-24,71.25
2015-02-25,71.2699966430664
2015-02-26,71.5999984741211
2015-02-27,71.7699966430664
2015-03-02,71.83999633789062
2015-03-03,72.36000061035156
2015-03-04,72.44000244140625
2015-03-05,72.52999877929688
2015-03-06,72.52999877929688
2015-03-09,71.7699966430664
2015-03-10,72.2699966430664
2015-03-11,71.45999908447266
2015-03-12,71.19999694824219
2015-03-13,71.0
2015-03-16,70.4800033569336
2015-03-17,70.16999816894531
2015-03-18,70.4800033569336
2015-03-19,70.56999969482422
2015-03-20,70.75
2015-03-23,71.16000366210938
2015-03-24,71.19999694824219
2015-03-25,71.69000244140625
2015-03-26,71.63999938964844
2015-03-27,71.5999984741211
2015-03-30,71.45999908447266
2015-03-31,71.44999694824219
2015-04-01,71.69000244140625
2015-04-02,71.94999694824219
2015-04-06,71.80999755859375
2015-04-07,71.94000244140625
2015-04-08,72.23999786376953
2015-04-09,72.45999908447266
2015-04-10,72.69000244140625
2015-04-13,72.70999908447266
2015-04-14,73.30000305175781
2015-04-15,73.30000305175781
2015-04-16,73.41000366210938
2015-04-17,72.69999694824219
2015-04-20,72.91000366210938
2015-04-21,72.80000305175781
2015-04-22,73.0999984741211
2015-04-23,73.23999786376953
2015-04-24,73.48999786376953
2015-04-27,73.30999755859375
2015-04-28,73.23999786376953
2015-04-29,73.4800033569336
2015-04-30,73.0
2015-05-01,73.18000030517578
2015-05-04,73.0
2015-05-05,73.02999877929688
2015-05-06,73.4000015258789
2015-05-07,73.56999969482422
2015-05-08,73.38999938964844
2015-05-11,73.33000183105469
2015-05-12,73.26000213623047
2015-05-13,73.52999877929688
2015-05-14,73.5999984741211
2015-05-15,73.66000366210938
2015-05-18,73.91999816894531
2015-05-19,73.5999984741211
2015-05-20,73.7300033569336
2015-05-21,74.08999633789062
2015-05-22,73.69999694824219
2015-05-26,73.69999694824219
2015-05-27,74.38999938964844
2015-05-28,73.25
2015-05-29,73.16000366210938
2015-06-01,72.9000015258789
2015-06-02,73.54000091552734
2015-06-03,73.08000183105469
2015-06-04,73.02999877929688
2015-06-05,72.7300033569336
2015-06-08,72.55000305175781
2015-06-09,72.66999816894531
2015-06-10,72.70999908447266
2015-06-11,72.30999755859375
2015-06-12,72.2300033569336
2015-06-15,72.22000122070312
2015-06-16,72.3499984741211
2015-06-17,71.95999908447266
2015-06-18,72.27999877929688
2015-06-19,72.19000244140625
2015-06-22,71.58000183105469
2015-06-23,72.44000244140625
2015-06-24,72.26000213623047
2015-06-25,72.37999725341797
2015-06-26,71.83000183105469
2015-06-29,71.66000366210938
2015-06-30,71.95999908447266
2015-07-01,71.69000244140625
2015-07-02,72.27999877929688
2015-07-06,71.83999633789062
2015-07-07,71.83999633789062
2015-07-08,71.66000366210938
2015-07-09,72.01000213623047
2015-07-10,71.70999908447266
2015-07-13,71.61000061035156
2015-07-14,72.0199966430664
2015-07-15,71.86000061035156
2015-07-16,71.94000244140625
2015-07-17,72.44000244140625
2015-07-20,71.88999938964844
2015-07-21,71.62999725341797
2015-07-22,71.72000122070312
2015-07-23,72.16000366210938
2015-07-24,71.61000061035156
2015-07-27,70.83999633789062
2015-07-28,70.80999755859375
2015-07-29,70.91999816894531
2015-07-30,70.93000030517578
2015-07-31,71.02999877929688
2015-08-03,70.7699966430664
2015-08-04,70.61000061035156
2015-08-05,70.72000122070312
2015-08-06,70.30000305175781
2015-08-07,70.55999755859375
2015-08-10,70.0999984741211
2015-08-11,69.77999877929688
2015-08-12,69.38999938964844
2015-08-13,70.08999633789062
2015-08-14,70.06999969482422
2015-08-17,70.19000244140625
2015-08-18,69.80000305175781
2015-08-19,69.22000122070312
2015-08-20,69.1500015258789
2015-08-21,68.80000305175781
2015-08-24,67.43000030517578
2015-08-25,67.93000030517578
2015-08-26,67.58999633789062
2015-08-27,68.16999816894531
2015-08-28,68.19999694824219
2015-08-31,68.37000274658203
2015-09-01,68.20999908447266
2015-09-02,67.37000274658203
2015-09-03,67.36000061035156
2015-09-04,67.94000244140625
2015-09-08,67.69000244140625
2015-09-09,67.83999633789062
2015-09-10,67.68000030517578
2015-09-11,67.77999877929688
2015-09-14,67.75
2015-09-15,67.6500015258789
2015-09-16,67.0
2015-09-17,68.04000091552734
2015-09-18,67.94000244140625
2015-09-21,66.97000122070312
2015-09-22,66.9800033569336
2015-09-23,66.68000030517578
2015-09-24,66.44000244140625
2015-09-25,66.30000305175781
2015-09-28,66.08999633789062
2015-09-29,65.62000274658203
2015-09-30,66.25
2015-10-01,66.66999816894531
2015-10-02,66.95999908447266
2015-10-05,67.26000213623047
2015-10-06,67.80999755859375
2015-10-07,68.08000183105469
2015-10-08,67.69000244140625
2015-10-09,68.3499984741211
2015-10-12,68.12999725341797
2015-10-13,68.30999755859375
2015-10-14,68.25
2015-10-15,68.55999755859375
2015-10-16,68.55999755859375
2015-10-19,68.91999816894531
2015-10-20,68.44999694824219
2015-10-21,68.5999984741211
2015-10-22,68.61000061035156
2015-10-23,68.9800033569336
2015-10-26,68.52999877929688
2015-10-27,68.51000213623047
2015-10-28,68.41999816894531
2015-10-29,68.37000274658203
2015-10-30,68.44000244140625
2015-11-02,68.33999633789062
2015-11-03,68.62000274658203
2015-11-04,68.43000030517578
2015-11-05,68.58999633789062
2015-11-06,68.30999755859375
2015-11-09,67.81999969482422
2015-11-10,68.0999984741211
2015-11-11,67.83999633789062
2015-11-12,67.69000244140625
2015-11-13,67.80000305175781
2015-11-16,67.19000244140625
2015-11-17,67.43000030517578
2015-11-18,67.55999755859375
2015-11-19,67.75
2015-11-20,68.30000305175781
2015-11-23,67.62000274658203
2015-11-24,67.5199966430664
2015-11-25,67.80000305175781
2015-11-27,67.69999694824219
2015-11-30,67.52999877929688
2015-12-01,67.41999816894531
2015-12-02,67.25
2015-12-03,66.95999908447266
2015-12-04,66.7699966430664
2015-12-07,66.75
2015-12-08,66.41000366210938
2015-12-09,66.26000213623047
2015-12-10,66.25
2015-12-11,65.7300033569336
