,ESEA
2014-05-13,94.4000015258789
2014-05-14,94.4000015258789
2014-05-15,94.4000015258789
2014-05-16,93.5999984741211
2014-05-19,95.19999694824219
2014-05-20,96.0
2014-05-21,96.80000305175781
2014-05-22,95.19999694824219
2014-05-23,97.5999984741211
2014-05-27,97.5999984741211
2014-05-28,97.5999984741211
2014-05-29,97.5999984741211
2014-05-30,98.4000015258789
2014-06-02,93.5999984741211
2014-06-03,93.5999984741211
2014-06-04,94.4000015258789
2014-06-05,92.80000305175781
2014-06-06,94.4000015258789
2014-06-09,89.5999984741211
2014-06-10,89.5999984741211
2014-06-11,92.0
2014-06-12,91.19999694824219
2014-06-13,90.4000015258789
2014-06-16,90.4000015258789
2014-06-17,89.5999984741211
2014-06-18,90.4000015258789
2014-06-19,92.80000305175781
2014-06-20,92.80000305175781
2014-06-23,93.5999984741211
2014-06-24,93.5999984741211
2014-06-25,92.80000305175781
2014-06-26,92.80000305175781
2014-06-27,92.80000305175781
2014-06-30,92.80000305175781
2014-07-01,92.0
2014-07-02,91.19999694824219
2014-07-03,92.80000305175781
2014-07-07,91.19999694824219
2014-07-08,91.19999694824219
2014-07-09,93.5999984741211
2014-07-10,91.19999694824219
2014-07-11,90.4000015258789
2014-07-14,92.0
2014-07-15,91.19999694824219
2014-07-16,91.19999694824219
2014-07-17,90.4000015258789
2014-07-18,92.0
2014-07-21,92.80000305175781
2014-07-22,91.19999694824219
2014-07-23,92.80000305175781
2014-07-24,91.19999694824219
2014-07-25,91.19999694824219
2014-07-28,90.4000015258789
2014-07-29,88.80000305175781
2014-07-30,91.19999694824219
2014-07-31,88.80000305175781
2014-08-01,89.5999984741211
2014-08-04,88.80000305175781
2014-08-05,90.4000015258789
2014-08-06,89.5999984741211
2014-08-07,89.5999984741211
2014-08-08,90.4000015258789
2014-08-11,89.5999984741211
2014-08-12,91.19999694824219
2014-08-13,89.5999984741211
2014-08-14,90.4000015258789
2014-08-15,92.80000305175781
2014-08-18,92.0
2014-08-19,93.5999984741211
2014-08-20,91.19999694824219
2014-08-21,91.19999694824219
2014-08-22,92.80000305175781
2014-08-25,92.0
2014-08-26,92.0
2014-08-27,90.4000015258789
2014-08-28,91.19999694824219
2014-08-29,91.19999694824219
2014-09-02,92.80000305175781
2014-09-03,93.5999984741211
2014-09-04,93.5999984741211
2014-09-05,95.19999694824219
2014-09-08,94.4000015258789
2014-09-09,92.0
2014-09-10,91.19999694824219
2014-09-11,90.4000015258789
2014-09-12,91.19999694824219
2014-09-15,89.5999984741211
2014-09-16,88.80000305175781
2014-09-17,89.5999984741211
2014-09-18,90.4000015258789
2014-09-19,91.19999694824219
2014-09-22,89.5999984741211
2014-09-23,89.5999984741211
2014-09-24,88.0
2014-09-25,88.0
2014-09-26,88.80000305175781
2014-09-29,90.4000015258789
2014-09-30,89.5999984741211
2014-10-01,88.0
2014-10-02,87.19999694824219
2014-10-03,88.80000305175781
2014-10-06,88.80000305175781
2014-10-07,86.4000015258789
2014-10-08,83.19999694824219
2014-10-09,80.80000305175781
2014-10-10,79.19999694824219
2014-10-13,80.0
2014-10-14,80.80000305175781
2014-10-15,81.5999984741211
2014-10-16,85.5999984741211
2014-10-17,84.0
2014-10-20,86.4000015258789
2014-10-21,84.80000305175781
2014-10-22,87.19999694824219
2014-10-23,83.19999694824219
2014-10-24,81.5999984741211
2014-10-27,84.0
2014-10-28,82.4000015258789
2014-10-29,79.19999694824219
2014-10-30,80.0
2014-10-31,84.0
2014-11-03,81.5999984741211
2014-11-04,86.4000015258789
2014-11-05,81.5999984741211
2014-11-06,81.5999984741211
2014-11-07,82.4000015258789
2014-11-10,82.4000015258789
2014-11-11,80.80000305175781
2014-11-12,78.4000015258789
2014-11-13,81.5999984741211
2014-11-14,81.5999984741211
2014-11-17,78.4000015258789
2014-11-18,78.4000015258789
2014-11-19,75.19999694824219
2014-11-20,73.5999984741211
2014-11-21,76.0
2014-11-24,72.80000305175781
2014-11-25,72.80000305175781
2014-11-26,72.80000305175781
2014-11-28,74.4000015258789
2014-12-01,68.80000305175781
2014-12-02,70.4000015258789
2014-12-03,67.19999694824219
2014-12-04,69.5999984741211
2014-12-05,70.4000015258789
2014-12-08,65.5999984741211
2014-12-09,68.80000305175781
2014-12-10,68.0
2014-12-11,68.80000305175781
2014-12-12,64.0
2014-12-15,60.79999923706055
2014-12-16,64.0
2014-12-17,62.400001525878906
2014-12-18,61.599998474121094
2014-12-19,67.19999694824219
2014-12-22,62.400001525878906
2014-12-23,62.400001525878906
2014-12-24,61.599998474121094
2014-12-26,60.79999923706055
2014-12-29,60.0
2014-12-30,61.599998474121094
2014-12-31,60.79999923706055
2015-01-02,60.0
2015-01-05,62.400001525878906
2015-01-06,62.400001525878906
2015-01-07,60.79999923706055
2015-01-08,60.0
2015-01-09,59.20000076293945
2015-01-12,60.0
2015-01-13,57.599998474121094
2015-01-14,59.20000076293945
2015-01-15,56.79999923706055
2015-01-16,60.0
2015-01-20,60.0
2015-01-21,58.400001525878906
2015-01-22,60.0
2015-01-23,58.400001525878906
2015-01-26,60.0
2015-01-27,56.79999923706055
2015-01-28,58.400001525878906
2015-01-29,56.79999923706055
2015-01-30,58.400001525878906
2015-02-02,56.79999923706055
2015-02-03,57.599998474121094
2015-02-04,57.599998474121094
2015-02-05,58.400001525878906
2015-02-06,61.599998474121094
2015-02-09,62.400001525878906
2015-02-10,60.0
2015-02-11,58.400001525878906
2015-02-12,58.400001525878906
2015-02-13,60.0
2015-02-17,59.20000076293945
2015-02-18,59.20000076293945
2015-02-19,59.20000076293945
2015-02-20,60.79999923706055
2015-02-23,60.79999923706055
2015-02-24,58.400001525878906
2015-02-25,58.400001525878906
2015-02-26,60.0
2015-02-27,58.400001525878906
2015-03-02,59.20000076293945
2015-03-03,59.20000076293945
2015-03-04,56.79999923706055
2015-03-05,57.599998474121094
2015-03-06,60.0
2015-03-09,59.20000076293945
2015-03-10,64.80000305175781
2015-03-11,63.20000076293945
2015-03-12,58.400001525878906
2015-03-13,60.0
2015-03-16,60.79999923706055
2015-03-17,59.20000076293945
2015-03-18,58.400001525878906
2015-03-19,57.599998474121094
2015-03-20,58.400001525878906
2015-03-23,57.599998474121094
2015-03-24,57.599998474121094
2015-03-25,56.79999923706055
2015-03-26,58.400001525878906
2015-03-27,56.79999923706055
2015-03-30,58.400001525878906
2015-03-31,56.79999923706055
2015-04-01,56.79999923706055
2015-04-02,56.79999923706055
2015-04-06,58.400001525878906
2015-04-07,59.20000076293945
2015-04-08,59.20000076293945
2015-04-09,60.79999923706055
2015-04-10,62.400001525878906
2015-04-13,61.599998474121094
2015-04-14,62.400001525878906
2015-04-15,64.0
2015-04-16,67.19999694824219
2015-04-17,67.19999694824219
2015-04-20,66.4000015258789
2015-04-21,57.599998474121094
2015-04-22,60.79999923706055
2015-04-23,60.79999923706055
2015-04-24,59.20000076293945
2015-04-27,60.0
2015-04-28,58.400001525878906
2015-04-29,60.0
2015-04-30,59.20000076293945
2015-05-01,58.400001525878906
2015-05-04,57.599998474121094
2015-05-05,59.20000076293945
2015-05-06,59.20000076293945
2015-05-07,60.0
2015-05-08,64.0
2015-05-11,62.400001525878906
2015-05-12,60.79999923706055
2015-05-13,64.0
2015-05-14,61.599998474121094
2015-05-15,61.599998474121094
2015-05-18,59.20000076293945
2015-05-19,60.0
2015-05-20,60.0
2015-05-21,62.400001525878906
2015-05-22,60.0
2015-05-26,59.20000076293945
2015-05-27,59.20000076293945
2015-05-28,57.599998474121094
2015-05-29,59.20000076293945
2015-06-01,57.599998474121094
2015-06-02,57.599998474121094
2015-06-03,58.400001525878906
2015-06-04,56.79999923706055
2015-06-05,59.20000076293945
2015-06-08,57.599998474121094
2015-06-09,59.20000076293945
2015-06-10,57.599998474121094
2015-06-11,59.20000076293945
2015-06-12,56.79999923706055
2015-06-15,57.599998474121094
2015-06-16,56.79999923706055
2015-06-17,59.20000076293945
2015-06-18,59.20000076293945
2015-06-19,56.79999923706055
2015-06-22,57.599998474121094
2015-06-23,52.79999923706055
2015-06-24,57.599998474121094
2015-06-25,60.0
2015-06-26,60.79999923706055
2015-06-29,57.599998474121094
2015-06-30,60.79999923706055
2015-07-01,60.79999923706055
2015-07-02,57.599998474121094
2015-07-06,56.0
2015-07-07,56.0
2015-07-08,56.0
2015-07-09,56.79999923706055
2015-07-10,54.400001525878906
2015-07-13,57.599998474121094
2015-07-14,60.79999923706055
2015-07-15,59.20000076293945
2015-07-16,60.0
2015-07-17,60.0
2015-07-20,54.400001525878906
2015-07-21,56.0
2015-07-22,50.400001525878906
2015-07-23,57.599998474121094
2015-07-24,53.36000061035156
2015-07-27,51.52000045776367
2015-07-28,50.0
2015-07-29,49.040000915527344
2015-07-30,48.959999084472656
2015-07-31,51.68000030517578
2015-08-03,51.439998626708984
2015-08-04,51.439998626708984
2015-08-05,51.20000076293945
2015-08-06,52.560001373291016
2015-08-07,52.560001373291016
2015-08-10,51.599998474121094
2015-08-11,51.84000015258789
2015-08-12,48.959999084472656
2015-08-13,50.880001068115234
2015-08-14,51.68000030517578
2015-08-17,51.52000045776367
2015-08-18,50.2400016784668
2015-08-19,49.20000076293945
2015-08-20,48.959999084472656
2015-08-21,48.0
2015-08-24,44.0
2015-08-25,46.0
2015-08-26,45.52000045776367
2015-08-27,43.279998779296875
2015-08-28,42.959999084472656
2015-08-31,40.2400016784668
2015-09-01,39.20000076293945
2015-09-02,37.040000915527344
2015-09-03,37.52000045776367
2015-09-04,36.720001220703125
2015-09-08,36.08000183105469
2015-09-09,35.040000915527344
2015-09-10,35.599998474121094
2015-09-11,35.439998626708984
2015-09-14,34.31999969482422
2015-09-15,33.439998626708984
2015-09-16,35.52000045776367
2015-09-17,35.52000045776367
2015-09-18,35.599998474121094
2015-09-21,35.36000061035156
2015-09-22,35.119998931884766
2015-09-23,35.36000061035156
2015-09-24,34.63999938964844
2015-09-25,38.79999923706055
2015-09-28,39.68000030517578
2015-09-29,39.599998474121094
2015-09-30,37.119998931884766
2015-10-01,37.119998931884766
2015-10-02,34.79999923706055
2015-10-05,36.2400016784668
2015-10-06,36.2400016784668
2015-10-07,37.599998474121094
2015-10-08,37.599998474121094
2015-10-09,38.47999954223633
2015-10-12,38.400001525878906
2015-10-13,38.2400016784668
2015-10-14,38.08000183105469
2015-10-15,37.91999816894531
2015-10-16,36.08000183105469
2015-10-19,37.20000076293945
2015-10-20,35.279998779296875
2015-10-21,38.400001525878906
2015-10-22,38.400001525878906
2015-10-23,35.7599983215332
2015-10-26,35.7599983215332
2015-10-27,36.2400016784668
2015-10-28,37.439998626708984
2015-10-29,38.31999969482422
2015-10-30,36.0
2015-11-02,36.15999984741211
2015-11-03,37.040000915527344
2015-11-04,34.79999923706055
2015-11-05,34.79999923706055
2015-11-06,33.439998626708984
2015-11-09,33.20000076293945
2015-11-10,33.20000076293945
2015-11-11,32.79999923706055
2015-11-12,32.79999923706055
2015-11-13,32.63999938964844
2015-11-16,32.47999954223633
2015-11-17,32.08000183105469
2015-11-18,32.0
2015-11-19,30.8799991607666
2015-11-20,30.479999542236328
2015-11-23,28.719999313354492
2015-11-24,26.079999923706055
2015-11-25,24.559999465942383
2015-11-27,24.0
2015-11-30,23.040000915527344
2015-12-01,22.959999084472656
2015-12-02,22.959999084472656
2015-12-03,22.8799991607666
2015-12-04,23.760000228881836
2015-12-07,23.360000610351562
2015-12-08,22.639999389648438
2015-12-09,22.719999313354492
2015-12-10,23.280000686645508
2015-12-11,22.399999618530273
2015-12-14,22.399999618530273
2015-12-15,22.0
2015-12-16,22.079999923706055
2015-12-17,21.68000030517578
2015-12-18,22.479999542236328
2015-12-21,22.479999542236328
2015-12-22,21.520000457763672
2015-12-23,21.520000457763672
2015-12-24,21.520000457763672
2015-12-28,21.280000686645508
2015-12-29,21.920000076293945
2015-12-30,20.799999237060547
2015-12-31,20.399999618530273
2016-01-04,20.559999465942383
2016-01-05,20.559999465942383
2016-01-06,20.559999465942383
2016-01-07,20.15999984741211
2016-01-08,19.600000381469727
2016-01-11,21.200000762939453
2016-01-12,21.440000534057617
2016-01-13,18.559999465942383
2016-01-14,18.479999542236328
2016-01-15,18.8799991607666
2016-01-19,18.959999084472656
2016-01-20,18.079999923706055
2016-01-21,17.68000030517578
2016-01-22,17.200000762939453
2016-01-25,17.200000762939453
2016-01-26,17.280000686645508
2016-01-27,17.200000762939453
2016-01-28,17.200000762939453
2016-01-29,15.039999961853027
2016-02-01,15.920000076293945
2016-02-02,15.84000015258789
2016-02-03,15.84000015258789
2016-02-04,16.0
2016-02-05,16.0
2016-02-08,16.0
2016-02-09,16.799999237060547
2016-02-10,17.520000457763672
2016-02-11,17.520000457763672
2016-02-12,17.200000762939453
2016-02-16,17.200000762939453
2016-02-17,17.520000457763672
2016-02-18,16.719999313354492
2016-02-19,16.719999313354492
2016-02-22,16.0
2016-02-23,14.800000190734863
2016-02-24,14.800000190734863
2016-02-25,16.0
2016-02-26,16.0
2016-02-29,15.039999961853027
2016-03-01,14.0
2016-03-02,14.399999618530273
2016-03-03,14.399999618530273
2016-03-04,15.359999656677246
2016-03-07,16.8799991607666
2016-03-08,16.079999923706055
2016-03-09,16.15999984741211
2016-03-10,16.799999237060547
2016-03-11,15.600000381469727
2016-03-14,16.799999237060547
2016-03-15,15.760000228881836
2016-03-16,16.0
2016-03-17,16.239999771118164
2016-03-18,16.0
2016-03-21,16.0
2016-03-22,14.5600004196167
2016-03-23,14.800000190734863
2016-03-24,14.640000343322754
2016-03-28,14.479999542236328
2016-03-29,14.399999618530273
2016-03-30,14.239999771118164
2016-03-31,14.880000114440918
2016-04-01,14.880000114440918
2016-04-04,14.319999694824219
2016-04-05,15.119999885559082
2016-04-06,14.479999542236328
2016-04-07,14.5600004196167
2016-04-08,17.040000915527344
2016-04-11,17.440000534057617
2016-04-12,17.040000915527344
2016-04-13,17.040000915527344
2016-04-14,15.4399995803833
2016-04-15,17.360000610351562
2016-04-18,17.600000381469727
2016-04-19,18.799999237060547
2016-04-20,18.799999237060547
2016-04-21,18.399999618530273
2016-04-22,18.31999969482422
2016-04-25,18.399999618530273
2016-04-26,18.31999969482422
2016-04-27,18.639999389648438
2016-04-28,22.559999465942383
2016-04-29,24.719999313354492
2016-05-02,22.15999984741211
2016-05-03,23.600000381469727
2016-05-04,20.799999237060547
2016-05-05,22.639999389648438
2016-05-06,22.399999618530273
2016-05-09,20.559999465942383
2016-05-10,19.600000381469727
2016-05-11,19.600000381469727
2016-05-12,17.600000381469727
2016-05-13,16.799999237060547
2016-05-16,16.0
2016-05-17,16.799999237060547
2016-05-18,16.0
2016-05-19,18.639999389648438
2016-05-20,19.200000762939453
2016-05-23,18.239999771118164
2016-05-24,16.239999771118164
2016-05-25,16.31999969482422
2016-05-26,15.600000381469727
2016-05-27,15.4399995803833
2016-05-31,16.479999542236328
2016-06-01,15.199999809265137
2016-06-02,15.199999809265137
2016-06-03,15.520000457763672
2016-06-06,16.0
2016-06-07,16.399999618530273
2016-06-08,17.1200008392334
2016-06-09,16.239999771118164
2016-06-10,16.719999313354492
2016-06-13,16.719999313354492
2016-06-14,16.479999542236328
2016-06-15,15.84000015258789
2016-06-16,16.0
2016-06-17,15.760000228881836
2016-06-20,16.8799991607666
2016-06-21,16.0
2016-06-22,15.84000015258789
2016-06-23,16.399999618530273
2016-06-24,15.680000305175781
2016-06-27,14.399999618530273
2016-06-28,14.399999618530273
2016-06-29,14.720000267028809
2016-06-30,14.960000038146973
2016-07-01,16.31999969482422
2016-07-05,16.799999237060547
2016-07-06,16.0
2016-07-07,14.880000114440918
2016-07-08,14.800000190734863
2016-07-11,14.800000190734863
2016-07-12,14.319999694824219
2016-07-13,14.880000114440918
2016-07-14,15.760000228881836
2016-07-15,14.880000114440918
2016-07-18,15.199999809265137
2016-07-19,15.199999809265137
2016-07-20,16.639999389648438
2016-07-21,18.399999618530273
2016-07-22,17.760000228881836
2016-07-25,16.719999313354492
2016-07-26,16.479999542236328
2016-07-27,15.600000381469727
2016-07-28,14.800000190734863
2016-07-29,19.360000610351562
2016-08-01,19.68000030517578
2016-08-02,22.399999618530273
2016-08-03,18.959999084472656
2016-08-04,18.559999465942383
2016-08-05,19.760000228881836
2016-08-08,19.200000762939453
2016-08-09,19.440000534057617
2016-08-10,17.68000030517578
2016-08-11,15.119999885559082
2016-08-12,15.199999809265137
2016-08-15,13.600000381469727
2016-08-16,13.4399995803833
2016-08-17,13.4399995803833
2016-08-18,14.079999923706055
2016-08-19,13.359999656677246
2016-08-22,12.800000190734863
2016-08-23,12.720000267028809
2016-08-24,13.199999809265137
2016-08-25,13.84000015258789
2016-08-26,14.319999694824219
2016-08-29,13.84000015258789
2016-08-30,13.600000381469727
2016-08-31,13.4399995803833
2016-09-01,14.15999984741211
2016-09-02,14.720000267028809
2016-09-06,14.239999771118164
2016-09-07,14.800000190734863
2016-09-08,19.600000381469727
2016-09-09,17.200000762939453
2016-09-12,17.280000686645508
2016-09-13,17.200000762939453
2016-09-14,17.520000457763672
2016-09-15,16.719999313354492
2016-09-16,17.360000610351562
2016-09-19,17.1200008392334
2016-09-20,16.0
2016-09-21,16.479999542236328
2016-09-22,16.31999969482422
2016-09-23,16.479999542236328
2016-09-26,16.079999923706055
2016-09-27,15.680000305175781
2016-09-28,15.520000457763672
2016-09-29,15.600000381469727
2016-09-30,16.079999923706055
2016-10-03,16.799999237060547
2016-10-04,16.479999542236328
2016-10-05,15.039999961853027
2016-10-06,16.399999618530273
2016-10-07,15.84000015258789
2016-10-10,15.760000228881836
2016-10-11,14.720000267028809
2016-10-12,14.640000343322754
2016-10-13,14.960000038146973
2016-10-14,15.680000305175781
2016-10-17,15.84000015258789
2016-10-18,15.84000015258789
2016-10-19,15.359999656677246
2016-10-20,15.039999961853027
2016-10-21,14.15999984741211
2016-10-24,14.239999771118164
2016-10-25,13.520000457763672
2016-10-26,13.4399995803833
2016-10-27,11.760000228881836
2016-10-28,11.4399995803833
2016-10-31,11.199999809265137
2016-11-01,10.880000114440918
2016-11-02,10.720000267028809
2016-11-03,9.680000305175781
2016-11-04,9.680000305175781
2016-11-07,10.0
2016-11-08,9.520000457763672
2016-11-09,9.680000305175781
2016-11-10,11.279999732971191
2016-11-11,11.279999732971191
2016-11-14,17.520000457763672
2016-11-15,34.880001068115234
2016-11-16,38.79999923706055
2016-11-17,22.0
2016-11-18,20.079999923706055
2016-11-21,18.079999923706055
2016-11-22,15.4399995803833
2016-11-23,22.799999237060547
2016-11-25,19.760000228881836
2016-11-28,18.8799991607666
2016-11-29,18.799999237060547
2016-11-30,19.200000762939453
2016-12-01,18.399999618530273
2016-12-02,17.520000457763672
2016-12-05,14.960000038146973
2016-12-06,15.359999656677246
2016-12-07,14.720000267028809
2016-12-08,13.760000228881836
2016-12-09,13.359999656677246
2016-12-12,12.640000343322754
2016-12-13,11.760000228881836
2016-12-14,11.119999885559082
2016-12-15,20.0
2016-12-16,18.239999771118164
2016-12-19,16.559999465942383
2016-12-20,15.279999732971191
2016-12-21,16.719999313354492
2016-12-22,15.760000228881836
2016-12-23,16.0
2016-12-27,15.84000015258789
2016-12-28,15.039999961853027
2016-12-29,14.720000267028809
2016-12-30,13.520000457763672
2017-01-03,14.15999984741211
2017-01-04,14.880000114440918
2017-01-05,15.279999732971191
2017-01-06,14.800000190734863
2017-01-09,13.760000228881836
2017-01-10,13.119999885559082
2017-01-11,13.4399995803833
2017-01-12,12.800000190734863
2017-01-13,13.920000076293945
2017-01-17,13.279999732971191
2017-01-18,14.640000343322754
2017-01-19,13.359999656677246
2017-01-20,15.199999809265137
2017-01-23,14.15999984741211
2017-01-24,14.239999771118164
2017-01-25,13.760000228881836
2017-01-26,13.920000076293945
2017-01-27,13.359999656677246
2017-01-30,13.279999732971191
2017-01-31,14.15999984741211
2017-02-01,13.359999656677246
2017-02-02,13.279999732971191
2017-02-03,13.4399995803833
2017-02-06,13.760000228881836
2017-02-07,13.279999732971191
2017-02-08,13.039999961853027
2017-02-09,13.039999961853027
2017-02-10,13.039999961853027
2017-02-13,13.920000076293945
2017-02-14,14.15999984741211
2017-02-15,14.15999984741211
2017-02-16,13.039999961853027
2017-02-17,13.199999809265137
2017-02-21,12.880000114440918
2017-02-22,12.399999618530273
2017-02-23,11.4399995803833
2017-02-24,10.960000038146973
2017-02-27,11.279999732971191
2017-02-28,11.520000457763672
2017-03-01,11.4399995803833
2017-03-02,11.199999809265137
2017-03-03,11.039999961853027
2017-03-06,11.4399995803833
2017-03-07,10.800000190734863
2017-03-08,11.4399995803833
2017-03-09,11.760000228881836
2017-03-10,11.4399995803833
2017-03-13,11.199999809265137
2017-03-14,11.199999809265137
2017-03-15,11.4399995803833
2017-03-16,12.319999694824219
2017-03-17,12.15999984741211
2017-03-20,11.359999656677246
2017-03-21,11.119999885559082
2017-03-22,10.880000114440918
2017-03-23,11.039999961853027
2017-03-24,11.199999809265137
2017-03-27,10.880000114440918
2017-03-28,11.359999656677246
2017-03-29,11.920000076293945
2017-03-30,11.680000305175781
2017-03-31,11.520000457763672
2017-04-03,11.119999885559082
2017-04-04,10.960000038146973
2017-04-05,10.880000114440918
2017-04-06,10.800000190734863
2017-04-07,10.800000190734863
2017-04-10,11.84000015258789
2017-04-11,11.199999809265137
2017-04-12,11.119999885559082
2017-04-13,11.4399995803833
2017-04-17,11.359999656677246
2017-04-18,11.039999961853027
2017-04-19,11.279999732971191
2017-04-20,11.199999809265137
2017-04-21,11.119999885559082
2017-04-24,11.199999809265137
2017-04-25,10.960000038146973
2017-04-26,10.880000114440918
2017-04-27,10.880000114440918
2017-04-28,10.800000190734863
2017-05-01,11.199999809265137
2017-05-02,11.039999961853027
2017-05-03,11.119999885559082
2017-05-04,10.880000114440918
2017-05-05,11.119999885559082
2017-05-08,10.399999618530273
2017-05-09,10.479999542236328
2017-05-10,10.319999694824219
2017-05-11,10.079999923706055
2017-05-12,9.119999885559082
2017-05-15,10.479999542236328
2017-05-16,10.720000267028809
2017-05-17,11.039999961853027
2017-05-18,10.5600004196167
2017-05-19,10.319999694824219
2017-05-22,10.399999618530273
2017-05-23,10.079999923706055
2017-05-24,10.239999771118164
2017-05-25,10.239999771118164
2017-05-26,10.079999923706055
2017-05-30,10.0
2017-05-31,10.319999694824219
2017-06-01,10.399999618530273
2017-06-02,10.239999771118164
2017-06-05,10.15999984741211
2017-06-06,10.239999771118164
2017-06-07,9.920000076293945
2017-06-08,10.319999694824219
2017-06-09,10.239999771118164
2017-06-12,10.399999618530273
2017-06-13,10.239999771118164
2017-06-14,10.079999923706055
2017-06-15,10.079999923706055
2017-06-16,10.15999984741211
2017-06-19,10.15999984741211
2017-06-20,9.84000015258789
2017-06-21,9.680000305175781
2017-06-22,10.239999771118164
2017-06-23,10.319999694824219
2017-06-26,10.239999771118164
2017-06-27,10.399999618530273
2017-06-28,10.15999984741211
2017-06-29,10.15999984741211
2017-06-30,10.15999984741211
2017-07-03,10.319999694824219
2017-07-05,10.399999618530273
2017-07-06,10.079999923706055
2017-07-07,10.0
2017-07-10,10.0
2017-07-11,10.239999771118164
2017-07-12,10.720000267028809
2017-07-13,11.039999961853027
2017-07-14,10.5600004196167
2017-07-17,10.960000038146973
2017-07-18,10.960000038146973
2017-07-19,10.640000343322754
2017-07-20,10.720000267028809
2017-07-21,10.720000267028809
2017-07-24,10.5600004196167
2017-07-25,10.880000114440918
2017-07-26,10.880000114440918
2017-07-27,10.800000190734863
2017-07-28,10.960000038146973
2017-07-31,10.479999542236328
2017-08-01,11.199999809265137
2017-08-02,11.199999809265137
2017-08-03,10.319999694824219
2017-08-04,10.5600004196167
2017-08-07,10.720000267028809
2017-08-08,10.239999771118164
2017-08-09,10.5600004196167
2017-08-10,10.479999542236328
2017-08-11,10.5600004196167
2017-08-14,10.5600004196167
2017-08-15,10.15999984741211
2017-08-16,10.479999542236328
2017-08-17,10.319999694824219
2017-08-18,10.319999694824219
2017-08-21,10.399999618530273
2017-08-22,10.399999618530273
2017-08-23,10.720000267028809
2017-08-24,11.039999961853027
2017-08-25,12.0
2017-08-28,11.680000305175781
2017-08-29,11.359999656677246
2017-08-30,11.4399995803833
2017-08-31,11.84000015258789
2017-09-01,12.0
2017-09-05,11.760000228881836
2017-09-06,13.199999809265137
2017-09-07,12.800000190734863
2017-09-08,12.800000190734863
2017-09-11,13.520000457763672
2017-09-12,14.15999984741211
2017-09-13,14.0
2017-09-14,13.760000228881836
2017-09-15,13.760000228881836
2017-09-18,12.960000038146973
2017-09-19,12.800000190734863
2017-09-20,13.520000457763672
2017-09-21,13.760000228881836
2017-09-22,13.600000381469727
2017-09-25,12.960000038146973
2017-09-26,13.279999732971191
2017-09-27,13.039999961853027
2017-09-28,13.119999885559082
2017-09-29,13.359999656677246
2017-10-02,13.84000015258789
2017-10-03,14.5600004196167
2017-10-04,15.520000457763672
2017-10-05,15.760000228881836
2017-10-06,15.199999809265137
2017-10-09,14.800000190734863
2017-10-10,14.800000190734863
2017-10-11,14.079999923706055
2017-10-12,13.920000076293945
2017-10-13,14.479999542236328
2017-10-16,14.800000190734863
2017-10-17,14.5600004196167
2017-10-18,14.479999542236328
2017-10-19,14.479999542236328
2017-10-20,14.239999771118164
2017-10-23,14.880000114440918
2017-10-24,14.720000267028809
2017-10-25,14.5600004196167
2017-10-26,14.0
2017-10-27,14.15999984741211
2017-10-30,14.640000343322754
2017-10-31,14.720000267028809
2017-11-01,14.15999984741211
2017-11-02,14.079999923706055
2017-11-03,15.279999732971191
2017-11-06,16.799999237060547
2017-11-07,18.479999542236328
2017-11-08,17.200000762939453
2017-11-09,17.360000610351562
2017-11-10,15.760000228881836
2017-11-13,14.0
2017-11-14,14.640000343322754
2017-11-15,14.880000114440918
2017-11-16,14.479999542236328
2017-11-17,15.84000015258789
2017-11-20,15.600000381469727
2017-11-21,15.600000381469727
2017-11-22,15.199999809265137
2017-11-24,14.800000190734863
2017-11-27,14.479999542236328
2017-11-28,13.680000305175781
2017-11-29,13.84000015258789
2017-11-30,14.239999771118164
2017-12-01,14.15999984741211
2017-12-04,14.239999771118164
2017-12-05,14.800000190734863
2017-12-06,14.399999618530273
2017-12-07,14.239999771118164
2017-12-08,14.880000114440918
2017-12-11,14.960000038146973
2017-12-12,14.5600004196167
2017-12-13,14.5600004196167
2017-12-14,14.399999618530273
2017-12-15,14.399999618530273
2017-12-18,13.920000076293945
2017-12-19,14.15999984741211
2017-12-20,14.0
2017-12-21,14.0
2017-12-22,13.279999732971191
2017-12-26,13.600000381469727
2017-12-27,13.760000228881836
2017-12-28,13.920000076293945
2017-12-29,13.600000381469727
2018-01-02,14.15999984741211
2018-01-03,14.319999694824219
2018-01-04,14.0
2018-01-05,14.319999694824219
2018-01-08,14.079999923706055
2018-01-09,14.079999923706055
2018-01-10,13.920000076293945
2018-01-11,13.760000228881836
2018-01-12,13.760000228881836
2018-01-16,13.359999656677246
2018-01-17,13.199999809265137
2018-01-18,12.800000190734863
2018-01-19,13.84000015258789
2018-01-22,14.880000114440918
2018-01-23,14.800000190734863
2018-01-24,15.119999885559082
2018-01-25,14.640000343322754
2018-01-26,14.479999542236328
2018-01-29,14.399999618530273
2018-01-30,14.399999618530273
2018-01-31,14.640000343322754
2018-02-01,14.479999542236328
2018-02-02,14.479999542236328
2018-02-05,14.15999984741211
2018-02-06,14.15999984741211
2018-02-07,14.15999984741211
2018-02-08,13.84000015258789
2018-02-09,13.760000228881836
2018-02-12,13.760000228881836
2018-02-13,14.15999984741211
2018-02-14,15.039999961853027
2018-02-15,15.119999885559082
2018-02-16,14.800000190734863
2018-02-20,14.720000267028809
2018-02-21,14.479999542236328
2018-02-22,14.880000114440918
2018-02-23,15.039999961853027
2018-02-26,15.119999885559082
2018-02-27,15.199999809265137
