,STAN
2010-09-30,119.4000015258789
2010-10-01,117.19999694824219
2010-10-04,116.1500015258789
2010-10-05,117.9000015258789
2010-10-06,119.8499984741211
2010-10-07,119.8499984741211
2010-10-08,118.0999984741211
2010-10-11,119.3499984741211
2010-10-12,120.5
2010-10-13,118.0
2010-10-14,119.94999694824219
2010-10-15,120.0
2010-10-18,120.0
2010-10-19,119.1500015258789
2010-10-20,119.19999694824219
2010-10-21,120.19999694824219
2010-10-22,116.94999694824219
2010-10-25,117.1500015258789
2010-10-26,115.4000015258789
2010-10-27,115.80000305175781
2010-10-28,115.3499984741211
2010-10-29,115.69999694824219
2010-11-01,116.69999694824219
2010-11-02,115.25
2010-11-03,116.9000015258789
2010-11-04,118.80000305175781
2010-11-05,121.19999694824219
2010-11-08,123.75
2010-11-09,123.80000305175781
2010-11-10,124.0
2010-11-11,121.80000305175781
2010-11-12,120.6500015258789
2010-11-15,122.3499984741211
2010-11-16,120.1500015258789
2010-11-17,
2010-11-18,118.8499984741211
2010-11-19,119.05000305175781
2010-11-22,117.75
2010-11-23,115.44999694824219
2010-11-24,114.05000305175781
2010-11-26,112.8499984741211
2010-11-29,112.6500015258789
2010-11-30,112.8499984741211
2010-12-01,113.3499984741211
2010-12-02,115.94999694824219
2010-12-03,116.55000305175781
2010-12-06,117.0
2010-12-07,116.94999694824219
2010-12-08,116.05000305175781
2010-12-09,117.6500015258789
2010-12-10,114.80000305175781
2010-12-13,113.94999694824219
2010-12-14,112.9000015258789
2010-12-15,111.1500015258789
2010-12-16,112.25
2010-12-17,
2010-12-20,111.94999694824219
2010-12-21,113.80000305175781
2010-12-22,114.05000305175781
2010-12-23,113.3499984741211
2010-12-27,111.9000015258789
2010-12-28,111.0
2010-12-29,113.0
2010-12-30,112.69999694824219
2010-12-31,111.5
2011-01-03,112.9000015258789
2011-01-04,112.69999694824219
2011-01-05,113.80000305175781
2011-01-06,114.0999984741211
2011-01-07,112.44999694824219
2011-01-10,112.75
2011-01-11,112.3499984741211
2011-01-12,113.4000015258789
2011-01-13,114.75
2011-01-14,114.5
2011-01-18,116.4000015258789
2011-01-19,117.1500015258789
2011-01-20,115.5
2011-01-21,115.19999694824219
2011-01-24,114.0
2011-01-25,111.0999984741211
2011-01-26,
2011-01-27,112.5999984741211
2011-01-28,112.25
2011-01-31,111.0
2011-02-01,112.8499984741211
2011-02-02,116.44999694824219
2011-02-03,117.0
2011-02-04,116.25
2011-02-07,116.94999694824219
2011-02-08,114.0
2011-02-09,114.6500015258789
2011-02-10,113.4000015258789
2011-02-11,112.55000305175781
2011-02-14,114.55000305175781
2011-02-15,115.0
2011-02-16,116.80000305175781
2011-02-17,116.05000305175781
2011-02-18,114.5
2011-02-22,111.75
2011-02-23,112.3499984741211
2011-02-24,111.0999984741211
2011-02-25,111.9000015258789
2011-02-28,114.0
2011-03-01,113.75
2011-03-02,
2011-03-03,116.6500015258789
2011-03-04,117.30000305175781
2011-03-07,116.05000305175781
2011-03-08,115.80000305175781
2011-03-09,113.75
2011-03-10,112.19999694824219
2011-03-11,109.3499984741211
2011-03-14,109.69999694824219
2011-03-15,106.94999694824219
2011-03-16,107.5
2011-03-17,105.5999984741211
2011-03-18,108.30000305175781
2011-03-21,111.05000305175781
2011-03-22,112.0
2011-03-23,110.0999984741211
2011-03-24,109.19999694824219
2011-03-25,109.5999984741211
2011-03-28,109.69999694824219
2011-03-29,109.1500015258789
2011-03-30,111.9000015258789
2011-03-31,112.44999694824219
2011-04-01,111.1500015258789
2011-04-04,112.0999984741211
2011-04-05,112.75
2011-04-06,113.5999984741211
2011-04-07,115.5999984741211
2011-04-08,114.5
2011-04-11,114.44999694824219
2011-04-12,
2011-04-13,114.0
2011-04-14,
2011-04-15,113.5
2011-04-18,113.05000305175781
2011-04-19,113.19999694824219
2011-04-20,113.94999694824219
2011-04-21,112.55000305175781
2011-04-25,112.44999694824219
2011-04-26,113.75
2011-04-27,114.75
2011-04-28,116.9000015258789
2011-04-29,117.3499984741211
2011-05-02,116.0
2011-05-03,116.25
2011-05-04,115.5
2011-05-05,112.4000015258789
2011-05-06,112.55000305175781
2011-05-09,111.69999694824219
2011-05-10,112.0
2011-05-11,111.80000305175781
2011-05-12,111.1500015258789
2011-05-13,112.05000305175781
2011-05-16,110.30000305175781
2011-05-17,110.55000305175781
2011-05-18,110.9000015258789
2011-05-19,111.0
2011-05-20,112.0
2011-05-23,111.25
2011-05-24,110.8499984741211
2011-05-25,111.25
2011-05-26,114.0
2011-05-27,115.9000015258789
2011-05-31,118.0
2011-06-01,117.3499984741211
2011-06-02,114.3499984741211
2011-06-03,114.8499984741211
2011-06-06,95.05000305175781
2011-06-07,98.05000305175781
2011-06-08,96.1500015258789
2011-06-09,95.25
2011-06-10,95.0999984741211
2011-06-13,94.25
2011-06-14,94.19999694824219
2011-06-15,93.5999984741211
2011-06-16,92.1500015258789
2011-06-17,93.30000305175781
2011-06-20,92.05000305175781
2011-06-21,91.5
2011-06-22,92.1500015258789
2011-06-23,91.5
2011-06-24,92.80000305175781
2011-06-27,91.30000305175781
2011-06-28,92.05000305175781
2011-06-29,94.75
2011-06-30,93.75
2011-07-01,93.0999984741211
2011-07-05,96.9000015258789
2011-07-06,95.5999984741211
2011-07-07,95.9000015258789
2011-07-08,95.4000015258789
2011-07-11,95.30000305175781
2011-07-12,92.8499984741211
2011-07-13,94.0
2011-07-14,94.4000015258789
2011-07-15,94.4000015258789
2011-07-18,93.0999984741211
2011-07-19,93.0999984741211
2011-07-20,93.05000305175781
2011-07-21,92.5999984741211
2011-07-22,93.19999694824219
2011-07-25,93.0
2011-07-26,92.4000015258789
2011-07-27,92.9000015258789
2011-07-28,92.80000305175781
2011-07-29,90.30000305175781
2011-08-01,90.6500015258789
2011-08-02,90.25
2011-08-03,91.1500015258789
2011-08-04,90.94999694824219
2011-08-05,88.25
2011-08-08,87.69999694824219
2011-08-09,82.05000305175781
2011-08-10,86.30000305175781
2011-08-11,83.30000305175781
2011-08-12,83.9000015258789
2011-08-15,
2011-08-16,81.94999694824219
2011-08-17,80.94999694824219
2011-08-18,80.05000305175781
2011-08-19,76.8499984741211
2011-08-22,78.0
2011-08-23,78.0
2011-08-24,77.5999984741211
2011-08-25,82.25
2011-08-26,78.5
2011-08-29,79.3499984741211
2011-08-30,79.9000015258789
2011-08-31,
2011-09-01,
2011-09-02,80.5
2011-09-06,78.69999694824219
2011-09-07,79.1500015258789
2011-09-08,80.0
2011-09-09,80.0
2011-09-12,77.8499984741211
2011-09-13,79.0
2011-09-14,80.05000305175781
2011-09-15,80.0
2011-09-16,81.19999694824219
2011-09-19,80.1500015258789
2011-09-20,80.0
2011-09-21,79.5
2011-09-22,78.4000015258789
2011-09-23,78.55000305175781
2011-09-26,77.6500015258789
2011-09-27,79.0
2011-09-28,79.19999694824219
2011-09-29,79.0
2011-09-30,76.1500015258789
2011-10-03,74.4000015258789
2011-10-04,69.94999694824219
2011-10-05,69.30000305175781
2011-10-06,
2011-10-07,75.0999984741211
2011-10-10,77.9000015258789
2011-10-11,80.8499984741211
2011-10-12,81.94999694824219
2011-10-13,83.4000015258789
2011-10-14,84.0
2011-10-17,84.1500015258789
2011-10-18,82.19999694824219
2011-10-19,84.25
2011-10-20,83.05000305175781
2011-10-21,82.9000015258789
2011-10-24,84.4000015258789
2011-10-25,85.0
2011-10-26,83.5999984741211
2011-10-27,
2011-10-28,88.0999984741211
2011-10-31,89.75
2011-11-01,85.5
2011-11-02,84.8499984741211
2011-11-03,84.6500015258789
2011-11-04,84.25
2011-11-07,
2011-11-08,83.80000305175781
2011-11-09,83.5999984741211
2011-11-10,
2011-11-11,82.3499984741211
2011-11-14,81.55000305175781
2011-11-15,79.8499984741211
2011-11-16,79.55000305175781
2011-11-17,78.8499984741211
2011-11-18,76.8499984741211
2011-11-21,78.05000305175781
2011-11-22,77.94999694824219
2011-11-23,76.75
2011-11-25,76.19999694824219
2011-11-28,77.44999694824219
2011-11-29,76.80000305175781
2011-11-30,78.5
2011-12-01,82.0
2011-12-02,84.0999984741211
2011-12-05,83.44999694824219
2011-12-06,83.44999694824219
2011-12-07,83.6500015258789
2011-12-08,83.0
2011-12-09,83.30000305175781
2011-12-12,83.4000015258789
2011-12-13,80.9000015258789
2011-12-14,80.6500015258789
2011-12-15,83.05000305175781
2011-12-16,79.25
2011-12-19,76.3499984741211
2011-12-20,73.69999694824219
2011-12-21,76.3499984741211
2011-12-22,75.4000015258789
2011-12-23,75.05000305175781
2011-12-27,75.5
2011-12-28,76.1500015258789
2011-12-29,75.25
2011-12-30,75.1500015258789
2012-01-03,78.8499984741211
2012-01-04,82.94999694824219
2012-01-05,83.75
2012-01-06,84.0999984741211
2012-01-09,84.6500015258789
2012-01-10,83.5
2012-01-11,82.05000305175781
2012-01-12,82.25
2012-01-13,83.94999694824219
2012-01-17,83.1500015258789
2012-01-18,80.44999694824219
2012-01-19,80.55000305175781
2012-01-20,82.4000015258789
2012-01-23,79.69999694824219
2012-01-24,79.05000305175781
2012-01-25,79.05000305175781
2012-01-26,79.05000305175781
2012-01-27,80.0
2012-01-30,77.9000015258789
2012-01-31,76.8499984741211
2012-02-01,75.0
2012-02-02,75.0999984741211
2012-02-03,76.25
2012-02-06,75.9000015258789
2012-02-07,76.5
2012-02-08,77.0999984741211
2012-02-09,78.4000015258789
2012-02-10,78.0
2012-02-13,78.44999694824219
2012-02-14,80.1500015258789
2012-02-15,80.0
2012-02-16,81.8499984741211
2012-02-17,81.0999984741211
2012-02-21,83.94999694824219
2012-02-22,82.5
2012-02-23,81.05000305175781
2012-02-24,79.6500015258789
2012-02-27,78.75
2012-02-28,79.0
2012-02-29,81.5
2012-03-01,80.0
2012-03-02,79.9000015258789
2012-03-05,80.1500015258789
2012-03-06,80.0
2012-03-07,78.6500015258789
2012-03-08,78.6500015258789
2012-03-09,79.30000305175781
2012-03-12,78.75
2012-03-13,78.75
2012-03-14,79.4000015258789
2012-03-15,78.19999694824219
2012-03-16,93.80000305175781
2012-03-19,100.1500015258789
2012-03-20,96.5
2012-03-21,100.25
2012-03-22,98.75
2012-03-23,99.25
2012-03-26,97.9000015258789
2012-03-27,93.0
2012-03-28,92.44999694824219
2012-03-29,91.80000305175781
2012-03-30,94.0
2012-04-02,98.55000305175781
2012-04-03,96.69999694824219
2012-04-04,96.0
2012-04-05,96.0
2012-04-09,93.5
2012-04-10,94.9000015258789
2012-04-11,94.3499984741211
2012-04-12,94.5999984741211
2012-04-13,96.44999694824219
2012-04-16,97.05000305175781
2012-04-17,98.8499984741211
2012-04-18,98.55000305175781
2012-04-19,98.25
2012-04-20,98.5
2012-04-23,96.19999694824219
2012-04-24,97.8499984741211
2012-04-25,99.44999694824219
2012-04-26,98.25
2012-04-27,96.94999694824219
2012-04-30,99.0
2012-05-01,99.5
2012-05-02,98.80000305175781
2012-05-03,98.5
2012-05-04,96.94999694824219
2012-05-07,97.0
2012-05-08,96.0
2012-05-09,95.0
2012-05-10,93.9000015258789
2012-05-11,93.6500015258789
2012-05-14,92.1500015258789
2012-05-15,92.30000305175781
2012-05-16,93.19999694824219
2012-05-17,93.0
2012-05-18,91.80000305175781
2012-05-21,91.55000305175781
2012-05-22,91.5
2012-05-23,91.6500015258789
2012-05-24,91.75
2012-05-25,91.5
2012-05-29,92.5
2012-05-30,90.0
2012-05-31,90.4000015258789
2012-06-01,87.80000305175781
2012-06-04,85.0999984741211
2012-06-05,87.69999694824219
2012-06-06,88.8499984741211
2012-06-07,90.0
2012-06-08,87.9000015258789
2012-06-11,88.94999694824219
2012-06-12,87.55000305175781
2012-06-13,88.0
2012-06-14,85.94999694824219
2012-06-15,88.6500015258789
2012-06-18,88.05000305175781
2012-06-19,89.44999694824219
2012-06-20,91.05000305175781
2012-06-21,91.1500015258789
2012-06-22,91.5
2012-06-25,91.19999694824219
2012-06-26,90.80000305175781
2012-06-27,92.5
2012-06-28,91.5
2012-06-29,93.94999694824219
2012-07-02,93.69999694824219
2012-07-03,94.0
2012-07-05,100.0
2012-07-06,100.05000305175781
2012-07-09,100.0
2012-07-10,100.55000305175781
2012-07-11,102.9000015258789
2012-07-12,101.6500015258789
2012-07-13,101.19999694824219
2012-07-16,101.05000305175781
2012-07-17,100.75
2012-07-18,101.19999694824219
2012-07-19,102.25
2012-07-20,102.0999984741211
2012-07-23,101.5999984741211
2012-07-24,100.0999984741211
2012-07-25,100.0
2012-07-26,99.0
2012-07-27,99.05000305175781
2012-07-30,100.0
2012-07-31,101.19999694824219
2012-08-01,103.0
2012-08-02,102.05000305175781
2012-08-03,103.1500015258789
2012-08-06,103.6500015258789
2012-08-07,82.94999694824219
2012-08-08,85.75
2012-08-09,89.0999984741211
2012-08-10,88.19999694824219
2012-08-13,88.6500015258789
2012-08-14,90.0
2012-08-15,90.0
2012-08-16,95.0
2012-08-17,94.55000305175781
2012-08-20,94.55000305175781
2012-08-21,94.5999984741211
2012-08-22,95.30000305175781
2012-08-23,95.30000305175781
2012-08-24,97.0
2012-08-27,96.3499984741211
2012-08-28,96.05000305175781
2012-08-29,101.30000305175781
2012-08-30,102.30000305175781
2012-08-31,101.5
2012-09-04,101.75
2012-09-05,99.75
2012-09-06,101.0
2012-09-07,102.55000305175781
2012-09-10,102.5
2012-09-11,102.75
2012-09-12,104.0
2012-09-13,104.05000305175781
2012-09-14,105.5999984741211
2012-09-17,106.30000305175781
2012-09-18,105.3499984741211
2012-09-19,105.3499984741211
2012-09-20,103.8499984741211
2012-09-21,104.44999694824219
2012-09-24,104.69999694824219
2012-09-25,102.9000015258789
2012-09-26,100.4000015258789
2012-09-27,99.0
2012-09-28,97.5
2012-10-01,98.0
2012-10-02,98.0
2012-10-03,98.05000305175781
2012-10-04,97.75
2012-10-05,97.69999694824219
2012-10-08,97.55000305175781
2012-10-09,98.0
2012-10-10,97.5
2012-10-11,97.25
2012-10-12,99.44999694824219
2012-10-15,101.0
2012-10-16,101.5
2012-10-17,101.25
2012-10-18,102.1500015258789
2012-10-19,104.0
2012-10-22,103.05000305175781
2012-10-23,102.9000015258789
2012-10-24,102.9000015258789
2012-10-25,104.44999694824219
2012-10-26,104.44999694824219
2012-10-31,104.5999984741211
2012-11-01,104.5999984741211
2012-11-02,104.69999694824219
2012-11-05,104.5
2012-11-06,104.6500015258789
2012-11-07,104.30000305175781
2012-11-08,102.6500015258789
2012-11-09,102.3499984741211
2012-11-12,102.55000305175781
2012-11-13,102.55000305175781
2012-11-14,102.55000305175781
2012-11-15,101.80000305175781
2012-11-16,101.5
2012-11-19,100.80000305175781
2012-11-20,102.25
2012-11-21,102.44999694824219
2012-11-23,102.6500015258789
2012-11-26,102.8499984741211
2012-11-27,103.25
2012-11-28,103.25
2012-11-29,104.4000015258789
2012-11-30,104.30000305175781
2012-12-03,104.6500015258789
2012-12-04,105.3499984741211
2012-12-05,104.55000305175781
2012-12-06,106.5999984741211
2012-12-07,105.94999694824219
2012-12-10,105.69999694824219
2012-12-11,105.5999984741211
2012-12-12,105.94999694824219
2012-12-13,105.44999694824219
2012-12-14,105.5
2012-12-17,106.0
2012-12-18,106.5
2012-12-19,108.0
2012-12-20,112.3499984741211
2012-12-21,111.6500015258789
2012-12-24,110.44999694824219
2012-12-26,107.0
2012-12-27,108.25
2012-12-28,108.9000015258789
2012-12-31,106.9000015258789
2013-01-02,111.80000305175781
2013-01-03,112.69999694824219
2013-01-04,112.19999694824219
2013-01-07,113.5
2013-01-08,114.0
2013-01-09,114.5999984741211
2013-01-10,117.0999984741211
2013-01-11,117.69999694824219
2013-01-14,118.05000305175781
2013-01-15,118.0
2013-01-16,117.30000305175781
2013-01-17,116.0
2013-01-18,116.6500015258789
2013-01-22,116.5999984741211
2013-01-23,117.55000305175781
2013-01-24,117.6500015258789
2013-01-25,116.5999984741211
2013-01-28,116.05000305175781
2013-01-29,115.0
2013-01-30,116.0999984741211
2013-01-31,114.55000305175781
2013-02-01,116.0999984741211
2013-02-04,115.0
2013-02-05,113.55000305175781
2013-02-06,114.5
2013-02-07,113.94999694824219
2013-02-08,114.0
2013-02-11,115.3499984741211
2013-02-12,115.4000015258789
2013-02-13,116.0999984741211
2013-02-14,116.44999694824219
2013-02-15,116.30000305175781
2013-02-19,118.4000015258789
2013-02-20,118.44999694824219
2013-02-21,118.05000305175781
2013-02-22,119.0
2013-02-25,118.8499984741211
2013-02-26,117.55000305175781
2013-02-27,117.25
2013-02-28,123.30000305175781
2013-03-01,122.5
2013-03-04,125.9000015258789
2013-03-05,128.5
2013-03-06,128.0500030517578
2013-03-07,125.69999694824219
2013-03-08,125.69999694824219
2013-03-11,124.44999694824219
2013-03-12,125.0
2013-03-13,122.3499984741211
2013-03-14,120.5
2013-03-15,122.5
2013-03-18,119.94999694824219
2013-03-19,120.25
2013-03-20,120.0
2013-03-21,119.5
2013-03-22,120.44999694824219
2013-03-25,119.0
2013-03-26,118.4000015258789
2013-03-27,118.4000015258789
2013-03-28,118.05000305175781
2013-04-01,120.69999694824219
2013-04-02,118.5999984741211
2013-04-03,120.0
2013-04-04,118.69999694824219
2013-04-05,118.5999984741211
2013-04-08,117.55000305175781
2013-04-09,116.9000015258789
2013-04-10,117.19999694824219
2013-04-11,119.0
2013-04-12,117.1500015258789
2013-04-15,116.55000305175781
2013-04-16,115.80000305175781
2013-04-17,115.25
2013-04-18,115.4000015258789
2013-04-19,115.4000015258789
2013-04-22,115.3499984741211
2013-04-23,114.0
2013-04-24,114.0
2013-04-25,114.8499984741211
2013-04-26,115.1500015258789
2013-04-29,117.94999694824219
2013-04-30,117.5
2013-05-01,117.5
2013-05-02,118.1500015258789
2013-05-03,117.9000015258789
2013-05-06,117.8499984741211
2013-05-07,119.19999694824219
2013-05-08,115.94999694824219
2013-05-09,116.0
2013-05-10,114.80000305175781
2013-05-13,111.0
2013-05-14,113.94999694824219
2013-05-15,113.75
2013-05-16,113.5
2013-05-17,114.30000305175781
2013-05-20,116.0999984741211
2013-05-21,118.5
2013-05-22,118.0999984741211
2013-05-23,115.5
2013-05-24,114.30000305175781
2013-05-28,116.0
2013-05-29,116.0
2013-05-30,116.94999694824219
2013-05-31,119.0
2013-06-03,116.9000015258789
2013-06-04,116.0
2013-06-05,113.55000305175781
2013-06-06,113.69999694824219
2013-06-07,112.8499984741211
2013-06-10,114.0999984741211
2013-06-11,115.5999984741211
2013-06-12,114.44999694824219
2013-06-13,114.5999984741211
2013-06-14,114.5999984741211
2013-06-17,114.75
2013-06-18,117.5
2013-06-19,118.5
2013-06-20,117.9000015258789
2013-06-21,116.94999694824219
2013-06-24,113.94999694824219
2013-06-25,113.55000305175781
2013-06-26,116.3499984741211
2013-06-27,116.0
2013-06-28,113.6500015258789
2013-07-01,112.55000305175781
2013-07-02,114.19999694824219
2013-07-03,113.5
2013-07-05,118.0999984741211
2013-07-08,117.5
2013-07-09,117.5
2013-07-10,117.05000305175781
2013-07-11,119.5
2013-07-12,120.44999694824219
2013-07-15,119.44999694824219
2013-07-16,117.19999694824219
2013-07-17,117.05000305175781
2013-07-18,118.0
2013-07-19,118.5999984741211
2013-07-22,120.19999694824219
2013-07-23,120.55000305175781
2013-07-24,117.25
2013-07-25,116.94999694824219
2013-07-26,116.3499984741211
2013-07-29,116.8499984741211
2013-07-30,117.30000305175781
2013-07-31,120.75
2013-08-01,118.69999694824219
2013-08-02,120.0999984741211
2013-08-05,121.75
2013-08-06,127.9000015258789
2013-08-07,127.9000015258789
2013-08-08,127.5
2013-08-09,127.5
2013-08-12,128.5
2013-08-13,129.6999969482422
2013-08-14,129.89999389648438
2013-08-15,129.89999389648438
2013-08-16,128.0
2013-08-19,129.35000610351562
2013-08-20,128.0
2013-08-21,127.0
2013-08-22,127.75
2013-08-23,128.25
2013-08-26,126.9000015258789
2013-08-27,127.69999694824219
2013-08-28,129.75
2013-08-29,129.35000610351562
2013-08-30,127.44999694824219
2013-09-03,131.0
2013-09-04,128.89999389648438
2013-09-05,130.5
2013-09-06,127.94999694824219
2013-09-09,127.94999694824219
2013-09-10,128.3000030517578
2013-09-11,128.1999969482422
2013-09-12,129.64999389648438
2013-09-13,130.0
2013-09-16,129.5
2013-09-17,128.5
2013-09-18,129.5500030517578
2013-09-19,132.14999389648438
2013-09-20,130.10000610351562
2013-09-23,130.64999389648438
2013-09-24,130.75
2013-09-25,131.0
2013-09-26,129.35000610351562
2013-09-27,128.25
2013-09-30,129.60000610351562
2013-10-01,128.14999389648438
2013-10-02,127.94999694824219
2013-10-03,125.4000015258789
2013-10-04,122.8499984741211
2013-10-07,123.4000015258789
2013-10-08,123.5
2013-10-09,123.4000015258789
2013-10-10,122.94999694824219
2013-10-11,124.5
2013-10-14,124.0
2013-10-15,124.0
2013-10-16,127.94999694824219
2013-10-17,126.5
2013-10-18,127.05000305175781
2013-10-21,129.0500030517578
2013-10-22,130.1999969482422
2013-10-23,130.0500030517578
2013-10-24,129.9499969482422
2013-10-25,130.10000610351562
2013-10-28,130.0
2013-10-29,129.4499969482422
2013-10-30,129.0
2013-10-31,129.0
2013-11-01,127.5
2013-11-04,127.94999694824219
2013-11-05,128.5500030517578
2013-11-06,128.4499969482422
2013-11-07,128.25
2013-11-08,128.10000610351562
2013-11-11,129.5
2013-11-12,131.5
2013-11-13,129.0
2013-11-14,128.1999969482422
2013-11-15,127.94999694824219
2013-11-18,128.60000610351562
2013-11-19,128.10000610351562
2013-11-20,127.05000305175781
2013-11-21,128.0
2013-11-22,129.5
2013-11-25,128.10000610351562
2013-11-26,128.60000610351562
2013-11-27,128.9499969482422
2013-11-29,128.1999969482422
2013-12-02,128.6999969482422
2013-12-03,127.19999694824219
2013-12-04,124.6500015258789
2013-12-05,121.44999694824219
2013-12-06,121.25
2013-12-09,118.6500015258789
2013-12-10,116.5999984741211
2013-12-11,115.55000305175781
2013-12-12,116.9000015258789
2013-12-13,117.5999984741211
2013-12-16,118.44999694824219
2013-12-17,116.3499984741211
2013-12-18,118.19999694824219
2013-12-19,119.05000305175781
2013-12-20,119.1500015258789
2013-12-23,120.94999694824219
2013-12-24,124.0999984741211
2013-12-26,123.8499984741211
2013-12-27,120.69999694824219
2013-12-30,122.19999694824219
2013-12-31,119.80000305175781
2014-01-02,122.8499984741211
2014-01-03,121.1500015258789
2014-01-06,121.0
2014-01-07,120.6500015258789
2014-01-08,121.5
2014-01-09,116.5999984741211
2014-01-10,117.80000305175781
2014-01-13,117.5999984741211
2014-01-14,117.3499984741211
2014-01-15,118.94999694824219
2014-01-16,118.75
2014-01-17,118.5999984741211
2014-01-21,123.05000305175781
2014-01-22,123.0
2014-01-23,123.0
2014-01-24,123.3499984741211
2014-01-27,119.80000305175781
2014-01-28,119.9000015258789
2014-01-29,121.19999694824219
2014-01-30,119.0
2014-01-31,119.44999694824219
2014-02-03,116.9000015258789
2014-02-04,115.25
2014-02-05,114.94999694824219
2014-02-06,114.5
2014-02-07,115.0
2014-02-10,115.0999984741211
2014-02-11,116.6500015258789
2014-02-12,118.5
2014-02-13,120.05000305175781
2014-02-14,120.19999694824219
2014-02-18,122.25
2014-02-19,122.94999694824219
2014-02-20,125.0
2014-02-21,124.5
2014-02-24,123.75
2014-02-25,123.80000305175781
2014-02-26,121.5
2014-02-27,121.5
2014-02-28,121.94999694824219
2014-03-03,120.0
2014-03-04,120.6500015258789
2014-03-05,123.5
2014-03-06,119.75
2014-03-07,118.05000305175781
2014-03-10,118.55000305175781
2014-03-11,115.9000015258789
2014-03-12,116.94999694824219
2014-03-13,114.9000015258789
2014-03-14,114.94999694824219
2014-03-17,114.94999694824219
2014-03-18,114.3499984741211
2014-03-19,113.5999984741211
2014-03-20,112.44999694824219
2014-03-21,113.30000305175781
2014-03-24,113.8499984741211
2014-03-25,111.69999694824219
2014-03-26,111.80000305175781
2014-03-27,112.8499984741211
2014-03-28,113.05000305175781
2014-03-31,115.75
2014-04-01,115.5
2014-04-02,114.6500015258789
2014-04-03,116.69999694824219
2014-04-04,115.80000305175781
2014-04-07,114.4000015258789
2014-04-08,114.4000015258789
2014-04-09,120.75
2014-04-10,121.5
2014-04-11,121.0
2014-04-14,121.0
2014-04-15,122.19999694824219
2014-04-16,121.19999694824219
2014-04-17,122.05000305175781
2014-04-21,120.25
2014-04-22,122.6500015258789
2014-04-23,121.6500015258789
2014-04-24,121.6500015258789
2014-04-25,120.3499984741211
2014-04-28,119.94999694824219
2014-04-29,120.5999984741211
2014-04-30,119.5999984741211
2014-05-01,119.5999984741211
2014-05-02,117.55000305175781
2014-05-05,118.05000305175781
2014-05-06,118.9000015258789
2014-05-07,119.0
2014-05-08,122.05000305175781
2014-05-09,121.0
2014-05-12,120.0
2014-05-13,121.44999694824219
2014-05-14,121.44999694824219
2014-05-15,121.05000305175781
2014-05-16,121.1500015258789
2014-05-19,120.5
2014-05-20,121.94999694824219
2014-05-21,121.19999694824219
2014-05-22,121.05000305175781
2014-05-23,121.5999984741211
2014-05-27,122.75
2014-05-28,122.75
2014-05-29,121.75
2014-05-30,122.30000305175781
2014-06-02,122.55000305175781
2014-06-03,121.6500015258789
2014-06-04,123.05000305175781
2014-06-05,121.8499984741211
2014-06-06,121.94999694824219
2014-06-09,121.1500015258789
2014-06-10,121.05000305175781
2014-06-11,121.5999984741211
2014-06-12,121.0999984741211
2014-06-13,121.9000015258789
2014-06-16,122.94999694824219
2014-06-17,121.5
2014-06-18,121.75
2014-06-19,120.44999694824219
2014-06-20,119.75
2014-06-23,119.9000015258789
2014-06-24,119.69999694824219
2014-06-25,119.9000015258789
2014-06-26,114.94999694824219
2014-06-27,113.69999694824219
