,BEZ
2014-08-11,0.07000000029802322
2014-08-12,0.07000000029802322
2014-08-13,0.07000000029802322
2014-08-14,0.03500000014901161
2014-08-15,0.03200000151991844
2014-08-18,0.03200000151991844
2014-08-19,0.03200000151991844
2014-08-20,0.032999999821186066
2014-08-21,0.032999999821186066
2014-08-22,0.032999999821186066
2014-08-25,0.032999999821186066
2014-08-26,0.032999999821186066
2014-08-27,0.032999999821186066
2014-08-28,0.032999999821186066
2014-08-29,0.032999999821186066
2014-09-02,0.029999999329447746
2014-09-03,0.029999999329447746
2014-09-04,0.029999999329447746
2014-09-05,0.029999999329447746
2014-09-08,0.029999999329447746
2014-09-09,0.029999999329447746
2014-09-10,0.029999999329447746
2014-09-11,0.03099999949336052
2014-09-12,0.03099999949336052
2014-09-15,0.029999999329447746
2014-09-16,0.029999999329447746
2014-09-17,0.029999999329447746
2014-09-18,0.029999999329447746
2014-09-19,0.029999999329447746
2014-09-22,0.029999999329447746
2014-09-23,0.029999999329447746
2014-09-24,0.029999999329447746
2014-09-25,0.029999999329447746
2014-09-26,0.029999999329447746
2014-09-29,0.029999999329447746
2014-09-30,0.029999999329447746
2014-10-01,0.029999999329447746
2014-10-02,0.029999999329447746
2014-10-03,0.029999999329447746
2014-10-06,0.029999999329447746
2014-10-07,0.029999999329447746
2014-10-08,0.029999999329447746
2014-10-09,0.029999999329447746
2014-10-10,0.029999999329447746
2014-10-13,0.029999999329447746
2014-10-14,0.029999999329447746
2014-10-15,0.029999999329447746
2014-10-16,0.029999999329447746
2014-10-17,0.029999999329447746
2014-10-20,0.029999999329447746
2014-10-21,0.029999999329447746
2014-10-22,0.029999999329447746
2014-10-23,0.029999999329447746
2014-10-24,0.029999999329447746
2014-10-27,0.029999999329447746
2014-10-28,0.029999999329447746
2014-10-29,0.029999999329447746
2014-10-30,0.029999999329447746
2014-10-31,0.029999999329447746
2014-11-03,0.029999999329447746
2014-11-04,0.029999999329447746
2014-11-05,0.029999999329447746
2014-11-06,0.029999999329447746
2014-11-07,0.029999999329447746
2014-11-10,0.029999999329447746
2014-11-11,0.029999999329447746
