,CELC
2018-09-05,21.850000381469727
2018-09-06,20.959999084472656
2018-09-07,21.5
2018-09-10,21.5
2018-09-11,23.799999237060547
2018-09-12,24.8700008392334
2018-09-13,25.350000381469727
2018-09-14,28.399999618530273
2018-09-17,29.309999465942383
2018-09-18,29.25
2018-09-19,29.829999923706055
2018-09-20,30.770000457763672
2018-09-21,29.790000915527344
2018-09-24,28.860000610351562
2018-09-25,28.989999771118164
2018-09-26,28.8799991607666
2018-09-27,28.850000381469727
2018-09-28,28.760000228881836
2018-10-01,28.950000762939453
2018-10-02,28.8799991607666
2018-10-03,28.81999969482422
2018-10-04,28.75
2018-10-05,28.0
2018-10-08,26.799999237060547
2018-10-09,25.799999237060547
2018-10-10,24.270000457763672
2018-10-11,25.209999084472656
2018-10-12,26.049999237060547
2018-10-15,26.84000015258789
2018-10-16,26.979999542236328
2018-10-17,25.770000457763672
2018-10-18,28.65999984741211
2018-10-19,28.280000686645508
2018-10-22,29.049999237060547
2018-10-23,28.6200008392334
2018-10-24,28.09000015258789
2018-10-25,28.690000534057617
2018-10-26,28.100000381469727
2018-10-29,28.420000076293945
2018-10-30,28.6200008392334
2018-10-31,28.049999237060547
2018-11-01,28.489999771118164
2018-11-02,28.600000381469727
2018-11-05,28.40999984741211
2018-11-06,27.1200008392334
2018-11-07,28.239999771118164
2018-11-08,27.670000076293945
2018-11-09,27.260000228881836
2018-11-12,27.719999313354492
2018-11-13,28.0
2018-11-14,25.729999542236328
2018-11-15,25.479999542236328
2018-11-16,25.989999771118164
2018-11-19,23.459999084472656
2018-11-20,23.520000457763672
2018-11-21,24.0
2018-11-23,25.1299991607666
2018-11-26,25.799999237060547
2018-11-27,26.270000457763672
2018-11-28,26.899999618530273
2018-11-29,27.450000762939453
2018-11-30,26.899999618530273
2018-12-03,26.0
2018-12-04,24.950000762939453
2018-12-06,23.950000762939453
2018-12-07,23.93000030517578
2018-12-10,25.229999542236328
2018-12-11,22.989999771118164
2018-12-12,22.979999542236328
2018-12-13,22.790000915527344
2018-12-14,22.34000015258789
2018-12-17,20.8700008392334
2018-12-18,22.06999969482422
2018-12-19,23.219999313354492
2018-12-20,23.399999618530273
2018-12-21,22.18000030517578
2018-12-24,22.450000762939453
2018-12-26,23.229999542236328
2018-12-27,23.510000228881836
2018-12-28,23.690000534057617
2018-12-31,23.989999771118164
2019-01-02,22.860000610351562
2019-01-03,21.760000228881836
2019-01-04,22.6299991607666
2019-01-07,22.700000762939453
2019-01-08,22.950000762939453
2019-01-09,24.440000534057617
2019-01-10,22.649999618530273
2019-01-11,23.079999923706055
2019-01-14,22.969999313354492
2019-01-15,23.229999542236328
2019-01-16,22.260000228881836
2019-01-17,23.209999084472656
2019-01-18,22.729999542236328
2019-01-22,23.729999542236328
2019-01-23,22.969999313354492
2019-01-24,22.709999084472656
2019-01-25,22.459999084472656
2019-01-28,21.8700008392334
2019-01-29,21.989999771118164
2019-01-30,22.149999618530273
2019-01-31,22.219999313354492
2019-02-01,22.1299991607666
2019-02-04,22.0
2019-02-05,22.200000762939453
2019-02-06,22.0
2019-02-07,21.610000610351562
2019-02-08,21.75
2019-02-11,21.809999465942383
2019-02-12,22.350000381469727
2019-02-13,22.389999389648438
2019-02-14,22.510000228881836
2019-02-15,23.760000228881836
2019-02-19,24.25
2019-02-20,23.6200008392334
2019-02-21,23.59000015258789
2019-02-22,23.75
2019-02-25,24.049999237060547
2019-02-26,23.309999465942383
2019-02-27,22.90999984741211
2019-02-28,22.299999237060547
2019-03-01,22.010000228881836
2019-03-04,21.739999771118164
2019-03-05,20.649999618530273
2019-03-06,19.049999237060547
2019-03-07,18.3799991607666
2019-03-08,19.440000534057617
2019-03-11,20.479999542236328
2019-03-12,20.489999771118164
2019-03-13,19.700000762939453
2019-03-14,19.329999923706055
2019-03-15,20.06999969482422
2019-03-18,20.200000762939453
2019-03-19,20.1299991607666
2019-03-20,19.8799991607666
2019-03-21,20.65999984741211
2019-03-22,20.43000030517578
2019-03-25,20.760000228881836
2019-03-26,20.969999313354492
2019-03-27,20.600000381469727
2019-03-28,20.959999084472656
2019-03-29,21.90999984741211
2019-04-01,21.860000610351562
2019-04-02,22.360000610351562
2019-04-03,22.549999237060547
2019-04-04,21.84000015258789
2019-04-05,21.84000015258789
2019-04-08,22.110000610351562
2019-04-09,23.1200008392334
2019-04-10,23.31999969482422
2019-04-11,23.34000015258789
2019-04-12,23.670000076293945
2019-04-15,22.940000534057617
2019-04-16,23.040000915527344
2019-04-17,22.0
2019-04-18,20.8799991607666
2019-04-22,20.950000762939453
2019-04-23,21.25
2019-04-24,21.450000762939453
2019-04-25,21.549999237060547
2019-04-26,21.610000610351562
2019-04-29,22.100000381469727
2019-04-30,22.5
2019-05-01,21.440000534057617
2019-05-02,21.399999618530273
2019-05-03,22.190000534057617
2019-05-06,22.200000762939453
2019-05-07,21.799999237060547
2019-05-08,21.649999618530273
2019-05-09,22.350000381469727
2019-05-10,22.25
2019-05-13,21.420000076293945
2019-05-14,21.440000534057617
2019-05-15,21.3799991607666
2019-05-16,22.450000762939453
2019-05-17,22.600000381469727
2019-05-20,23.350000381469727
2019-05-21,23.68000030517578
2019-05-22,23.799999237060547
2019-05-23,23.299999237060547
2019-05-24,23.469999313354492
2019-05-28,22.459999084472656
2019-05-29,22.56999969482422
2019-05-30,21.8700008392334
2019-05-31,21.09000015258789
2019-06-03,20.3700008392334
2019-06-04,19.8799991607666
2019-06-05,20.549999237060547
2019-06-06,20.68000030517578
2019-06-07,20.260000228881836
2019-06-10,21.479999542236328
2019-06-11,21.719999313354492
2019-06-12,22.229999542236328
2019-06-13,21.780000686645508
2019-06-14,21.670000076293945
2019-06-17,22.5
2019-06-18,22.489999771118164
2019-06-19,22.18000030517578
2019-06-20,22.190000534057617
2019-06-21,22.149999618530273
2019-06-24,20.3700008392334
2019-06-25,20.25
2019-06-26,20.06999969482422
2019-06-27,21.75
2019-06-28,25.0
2019-07-01,22.75
2019-07-02,22.530000686645508
2019-07-03,22.450000762939453
2019-07-05,22.84000015258789
2019-07-08,22.690000534057617
2019-07-09,22.56999969482422
2019-07-10,23.200000762939453
2019-07-11,23.219999313354492
2019-07-12,23.299999237060547
2019-07-15,23.5
2019-07-16,23.649999618530273
2019-07-17,22.8700008392334
2019-07-18,23.100000381469727
2019-07-19,22.600000381469727
2019-07-22,23.0
2019-07-23,22.020000457763672
2019-07-24,21.899999618530273
2019-07-25,21.010000228881836
2019-07-26,21.149999618530273
2019-07-29,21.149999618530273
2019-07-30,21.940000534057617
2019-07-31,22.760000228881836
2019-08-01,23.079999923706055
2019-08-02,22.079999923706055
2019-08-05,19.700000762939453
2019-08-06,20.559999465942383
2019-08-07,19.969999313354492
2019-08-08,19.799999237060547
2019-08-09,20.110000610351562
2019-08-12,19.719999313354492
2019-08-13,19.889999389648438
2019-08-14,19.75
2019-08-15,19.6200008392334
2019-08-16,19.780000686645508
2019-08-19,19.799999237060547
2019-08-20,19.239999771118164
2019-08-21,17.510000228881836
2019-08-22,16.600000381469727
2019-08-23,15.739999771118164
2019-08-26,17.5
2019-08-27,17.049999237060547
2019-08-28,17.149999618530273
2019-08-29,17.530000686645508
2019-08-30,17.989999771118164
2019-09-03,17.3700008392334
2019-09-04,16.940000534057617
2019-09-05,17.100000381469727
2019-09-06,17.0
2019-09-09,17.059999465942383
2019-09-10,17.399999618530273
2019-09-11,16.729999542236328
2019-09-12,17.299999237060547
2019-09-13,17.399999618530273
2019-09-16,17.149999618530273
2019-09-17,17.440000534057617
2019-09-18,17.329999923706055
2019-09-19,17.6200008392334
2019-09-20,18.389999389648438
2019-09-23,18.290000915527344
2019-09-24,17.65999984741211
2019-09-25,17.1200008392334
2019-09-26,17.299999237060547
2019-09-27,16.989999771118164
2019-09-30,16.979999542236328
2019-10-01,16.700000762939453
2019-10-02,16.350000381469727
2019-10-03,16.709999084472656
2019-10-04,15.949999809265137
2019-10-07,15.899999618530273
2019-10-08,16.200000762939453
2019-10-09,16.600000381469727
2019-10-10,16.049999237060547
2019-10-11,16.0
2019-10-14,16.139999389648438
2019-10-15,16.350000381469727
2019-10-16,16.200000762939453
2019-10-17,16.5
2019-10-18,16.059999465942383
2019-10-21,16.450000762939453
2019-10-22,16.100000381469727
2019-10-23,15.569999694824219
2019-10-24,15.800000190734863
2019-10-25,15.539999961853027
2019-10-28,15.520000457763672
2019-10-29,15.8100004196167
2019-10-30,15.779999732971191
2019-10-31,15.75
2019-11-01,15.4399995803833
2019-11-04,15.4399995803833
2019-11-05,15.34000015258789
2019-11-06,14.100000381469727
2019-11-07,14.039999961853027
2019-11-08,14.300000190734863
2019-11-11,14.399999618530273
2019-11-12,14.239999771118164
2019-11-13,13.770000457763672
2019-11-14,13.109999656677246
2019-11-15,13.029999732971191
2019-11-18,11.170000076293945
2019-11-19,10.8100004196167
2019-11-20,10.6899995803833
2019-11-21,10.569999694824219
2019-11-22,10.479999542236328
2019-11-25,9.989999771118164
2019-11-26,10.0600004196167
2019-11-27,10.149999618530273
2019-11-29,10.699999809265137
2019-12-02,10.579999923706055
2019-12-03,10.680000305175781
2019-12-04,10.779999732971191
2019-12-05,10.8100004196167
2019-12-06,10.84000015258789
2019-12-09,10.75
2019-12-10,10.90999984741211
2019-12-11,10.800000190734863
2019-12-12,10.699999809265137
2019-12-13,10.649999618530273
2019-12-16,9.470000267028809
2019-12-17,9.510000228881836
2019-12-18,9.680000305175781
2019-12-19,9.899999618530273
2019-12-20,9.899999618530273
2019-12-23,9.760000228881836
2019-12-24,10.149999618530273
2019-12-26,9.8100004196167
2019-12-27,9.859999656677246
2019-12-30,9.989999771118164
2019-12-31,10.640000343322754
2020-01-02,11.680000305175781
2020-01-03,11.510000228881836
2020-01-06,11.329999923706055
2020-01-07,11.010000228881836
2020-01-08,10.739999771118164
2020-01-09,10.899999618530273
2020-01-10,10.569999694824219
2020-01-13,10.989999771118164
2020-01-14,11.15999984741211
2020-01-15,10.649999618530273
2020-01-16,10.899999618530273
2020-01-17,11.229999542236328
2020-01-21,11.0
2020-01-22,10.920000076293945
2020-01-23,11.039999961853027
2020-01-24,11.430000305175781
2020-01-27,11.489999771118164
2020-01-28,11.779999732971191
2020-01-29,11.600000381469727
2020-01-30,11.5
2020-01-31,11.039999961853027
2020-02-03,11.100000381469727
2020-02-04,11.100000381469727
2020-02-05,11.010000228881836
2020-02-06,11.050000190734863
2020-02-07,11.0
2020-02-10,10.510000228881836
2020-02-11,10.800000190734863
2020-02-12,10.270000457763672
2020-02-13,10.850000381469727
2020-02-14,10.300000190734863
2020-02-18,10.359999656677246
2020-02-19,9.930000305175781
2020-02-20,9.800000190734863
2020-02-21,9.779999732971191
2020-02-24,9.5600004196167
2020-02-25,9.699999809265137
2020-02-26,8.920000076293945
2020-02-27,8.550000190734863
2020-02-28,8.489999771118164
2020-03-02,8.25
2020-03-03,7.630000114440918
2020-03-04,7.940000057220459
2020-03-05,7.260000228881836
2020-03-06,7.659999847412109
2020-03-09,6.909999847412109
2020-03-10,6.900000095367432
2020-03-11,7.119999885559082
2020-03-12,6.730000019073486
2020-03-13,6.78000020980835
2020-03-16,5.789999961853027
2020-03-17,6.860000133514404
2020-03-18,6.300000190734863
2020-03-19,6.800000190734863
2020-03-20,6.5
2020-03-23,6.420000076293945
2020-03-24,6.840000152587891
2020-03-25,6.480000019073486
2020-03-26,6.449999809265137
2020-03-27,6.480000019073486
2020-03-30,6.550000190734863
2020-03-31,6.5
2020-04-01,5.519999980926514
2020-04-02,5.349999904632568
2020-04-03,5.949999809265137
2020-04-06,5.929999828338623
2020-04-07,5.010000228881836
2020-04-08,5.53000020980835
2020-04-09,5.449999809265137
2020-04-13,5.420000076293945
2020-04-14,5.329999923706055
2020-04-15,5.010000228881836
2020-04-16,4.420000076293945
2020-04-17,5.099999904632568
2020-04-20,5.0
2020-04-21,5.0
2020-04-22,5.050000190734863
2020-04-23,5.239999771118164
2020-04-24,5.639999866485596
2020-04-27,5.71999979019165
2020-04-28,5.599999904632568
2020-04-29,6.090000152587891
2020-04-30,6.010000228881836
2020-05-01,5.53000020980835
2020-05-04,6.159999847412109
2020-05-05,6.0
2020-05-06,5.800000190734863
2020-05-07,5.510000228881836
2020-05-08,5.659999847412109
2020-05-11,5.130000114440918
2020-05-12,5.0
2020-05-13,5.0
2020-05-14,5.099999904632568
2020-05-15,5.78000020980835
2020-05-18,7.389999866485596
2020-05-19,8.65999984741211
2020-05-20,9.289999961853027
2020-05-21,8.59000015258789
2020-05-22,9.270000457763672
2020-05-26,9.420000076293945
2020-05-27,10.4399995803833
2020-05-28,10.649999618530273
2020-05-29,9.729999542236328
2020-06-01,9.8100004196167
2020-06-02,10.085000038146973
2020-06-03,10.109999656677246
2020-06-04,9.949999809265137
2020-06-05,11.039999961853027
2020-06-08,9.779999732971191
2020-06-09,9.9399995803833
2020-06-10,8.239999771118164
2020-06-11,7.769999980926514
2020-06-12,7.815000057220459
2020-06-15,8.670000076293945
2020-06-16,8.039999961853027
2020-06-17,7.980000019073486
2020-06-18,8.010000228881836
2020-06-19,7.829999923706055
2020-06-22,8.489999771118164
2020-06-23,7.800000190734863
2020-06-24,6.710000038146973
2020-06-25,6.800000190734863
2020-06-26,6.769999980926514
2020-06-29,6.409999847412109
2020-06-30,6.929999828338623
2020-07-01,6.949999809265137
2020-07-02,7.070000171661377
2020-07-06,7.010000228881836
2020-07-07,7.0
2020-07-08,6.559999942779541
2020-07-09,6.300000190734863
2020-07-10,5.929999828338623
2020-07-13,5.760000228881836
2020-07-14,5.710000038146973
2020-07-15,5.849999904632568
2020-07-16,5.849999904632568
2020-07-17,5.65500020980835
2020-07-20,5.409999847412109
2020-07-21,5.809999942779541
2020-07-22,5.650000095367432
2020-07-23,5.710000038146973
2020-07-24,5.590000152587891
2020-07-27,5.599999904632568
2020-07-28,5.520999908447266
2020-07-29,5.25
2020-07-30,5.28000020980835
2020-07-31,5.300000190734863
2020-08-03,5.300000190734863
2020-08-04,5.28000020980835
2020-08-05,5.099999904632568
2020-08-06,5.820000171661377
2020-08-07,6.190000057220459
2020-08-10,6.139999866485596
2020-08-11,6.179999828338623
2020-08-12,5.900000095367432
2020-08-13,6.019999980926514
2020-08-14,5.760000228881836
2020-08-17,5.460000038146973
2020-08-18,5.440000057220459
2020-08-19,5.78000020980835
2020-08-20,5.809999942779541
2020-08-21,5.699999809265137
2020-08-24,5.489999771118164
2020-08-25,5.75
2020-08-26,5.659999847412109
2020-08-27,5.449999809265137
2020-08-28,5.75
2020-08-31,5.550000190734863
2020-09-01,5.474999904632568
2020-09-02,5.420000076293945
2020-09-03,5.114999771118164
2020-09-04,5.28000020980835
2020-09-08,5.230000019073486
2020-09-09,5.488999843597412
2020-09-10,5.150000095367432
2020-09-11,5.150000095367432
2020-09-14,5.099999904632568
2020-09-15,5.179999828338623
2020-09-16,5.139999866485596
2020-09-17,5.400000095367432
2020-09-18,5.769999980926514
2020-09-21,6.050000190734863
2020-09-22,5.75
2020-09-23,5.872000217437744
2020-09-24,6.239999771118164
2020-09-25,5.804999828338623
2020-09-28,6.0
2020-09-29,6.0
2020-09-30,5.800000190734863
2020-10-01,6.300000190734863
2020-10-02,5.670000076293945
2020-10-05,5.869999885559082
2020-10-06,5.789999961853027
2020-10-07,5.75
2020-10-08,5.730000019073486
2020-10-09,5.78000020980835
2020-10-12,5.550000190734863
2020-10-13,5.599999904632568
2020-10-14,5.409999847412109
2020-10-15,5.579999923706055
2020-10-16,5.599999904632568
2020-10-19,5.599999904632568
2020-10-20,5.320000171661377
2020-10-21,5.320000171661377
2020-10-22,5.320000171661377
2020-10-23,5.150000095367432
2020-10-26,5.130000114440918
2020-10-27,5.5
2020-10-28,5.590000152587891
2020-10-29,5.590000152587891
2020-10-30,5.739999771118164
2020-11-02,5.489999771118164
2020-11-03,5.360000133514404
2020-11-04,5.519999980926514
2020-11-05,5.699999809265137
2020-11-06,5.690000057220459
2020-11-09,5.800000190734863
2020-11-10,5.71999979019165
2020-11-11,6.550000190734863
2020-11-12,8.5
2020-11-13,9.329000473022461
2020-11-16,9.15999984741211
2020-11-17,8.920000076293945
2020-11-18,8.850000381469727
2020-11-19,8.9399995803833
2020-11-20,8.8100004196167
2020-11-23,9.229999542236328
2020-11-24,8.829999923706055
2020-11-25,9.350000381469727
2020-11-27,9.890000343322754
2020-11-30,9.869999885559082
2020-12-01,9.949999809265137
2020-12-02,9.970000267028809
2020-12-03,10.119999885559082
2020-12-04,10.125
2020-12-07,11.720000267028809
2020-12-08,11.670000076293945
2020-12-09,11.0
2020-12-10,11.40999984741211
2020-12-11,11.020000457763672
2020-12-14,11.024999618530273
2020-12-15,11.199999809265137
2020-12-16,11.0
2020-12-17,11.199999809265137
2020-12-18,10.600000381469727
2020-12-21,10.682999610900879
2020-12-22,10.5600004196167
2020-12-23,9.710000038146973
2020-12-24,10.300000190734863
2020-12-28,10.350000381469727
2020-12-29,9.850000381469727
2020-12-30,9.555000305175781
2020-12-31,9.15999984741211
2021-01-04,10.430000305175781
2021-01-05,11.399999618530273
2021-01-06,11.100000381469727
2021-01-07,10.569999694824219
2021-01-08,11.350000381469727
2021-01-11,11.970000267028809
2021-01-12,12.3100004196167
2021-01-13,12.300000190734863
2021-01-14,11.75
2021-01-15,12.600000381469727
2021-01-19,13.989999771118164
2021-01-20,14.65999984741211
2021-01-21,14.65999984741211
2021-01-22,14.380000114440918
2021-01-25,13.5
2021-01-26,13.279999732971191
2021-01-27,13.015999794006348
2021-01-28,13.109999656677246
2021-01-29,14.600000381469727
2021-02-01,14.949999809265137
2021-02-02,14.84000015258789
2021-02-03,15.079999923706055
2021-02-04,14.300000190734863
2021-02-05,14.989999771118164
2021-02-08,15.729999542236328
2021-02-09,16.049999237060547
2021-02-10,17.399999618530273
2021-02-11,16.729999542236328
2021-02-12,16.56999969482422
2021-02-16,16.459999084472656
2021-02-17,16.760000228881836
2021-02-18,16.6299991607666
2021-02-19,17.799999237060547
2021-02-22,16.600000381469727
2021-02-23,15.720000267028809
2021-02-24,14.369999885559082
2021-02-25,13.819999694824219
2021-02-26,14.199999809265137
2021-03-01,14.710000038146973
2021-03-02,15.399999618530273
2021-03-03,14.949999809265137
2021-03-04,13.4399995803833
2021-03-05,12.585000038146973
2021-03-08,12.760000228881836
2021-03-09,13.819999694824219
2021-03-10,13.0600004196167
2021-03-11,13.510000228881836
2021-03-12,13.220000267028809
2021-03-15,13.5
2021-03-16,13.75
2021-03-17,15.079999923706055
2021-03-18,15.920000076293945
2021-03-19,15.529999732971191
2021-03-22,15.699999809265137
2021-03-23,14.619999885559082
2021-03-24,14.65999984741211
2021-03-25,14.25
2021-03-26,14.548999786376953
2021-03-29,14.039999961853027
2021-03-30,14.170000076293945
2021-03-31,14.34000015258789
2021-04-01,14.75
2021-04-05,14.25
2021-04-06,14.25
2021-04-07,14.399999618530273
2021-04-08,14.3100004196167
2021-04-09,21.600000381469727
2021-04-12,27.940000534057617
2021-04-13,27.030000686645508
2021-04-14,26.31999969482422
2021-04-15,26.549999237060547
2021-04-16,25.8799991607666
2021-04-19,24.020000457763672
2021-04-20,23.15999984741211
2021-04-21,25.989999771118164
2021-04-22,25.0
2021-04-23,25.31999969482422
2021-04-26,27.989999771118164
2021-04-27,28.149999618530273
2021-04-28,28.559999465942383
2021-04-29,27.670000076293945
2021-04-30,27.65999984741211
2021-05-03,28.889999389648438
2021-05-04,26.68000030517578
2021-05-05,27.3700008392334
2021-05-06,26.84000015258789
2021-05-07,27.139999389648438
2021-05-10,25.170000076293945
2021-05-11,25.920000076293945
2021-05-12,26.989999771118164
2021-05-13,25.989999771118164
2021-05-14,26.90999984741211
