,DWAW
2019-12-27,25.104999542236328
2019-12-30,24.923999786376953
2019-12-31,25.010000228881836
2020-01-02,25.360000610351562
2020-01-03,25.156999588012695
2020-01-06,25.139999389648438
2020-01-07,25.288000106811523
2020-01-08,25.448999404907227
2020-01-09,25.65999984741211
2020-01-10,25.586999893188477
2020-01-13,25.868000030517578
2020-01-14,25.788999557495117
2020-01-15,25.76799964904785
2020-01-16,25.76799964904785
2020-01-17,26.06999969482422
2020-01-21,26.059999465942383
2020-01-22,26.170000076293945
2020-01-23,26.211000442504883
2020-01-24,26.211000442504883
2020-01-27,25.434999465942383
2020-01-28,25.434999465942383
2020-01-29,25.673999786376953
2020-01-30,25.815000534057617
2020-01-31,25.371000289916992
2020-02-03,25.371000289916992
2020-02-04,25.371000289916992
2020-02-05,25.371000289916992
2020-02-06,26.610000610351562
2020-02-07,26.511999130249023
2020-02-10,26.84000015258789
2020-02-11,26.82699966430664
2020-02-12,27.076000213623047
2020-02-13,27.076000213623047
2020-02-14,27.190000534057617
2020-02-18,27.2810001373291
2020-02-19,27.2810001373291
2020-02-20,27.360000610351562
2020-02-21,26.75
2020-02-24,25.847000122070312
2020-02-25,25.10300064086914
2020-02-26,25.10300064086914
2020-02-27,24.030000686645508
2020-02-28,23.885000228881836
2020-03-02,25.10300064086914
2020-03-03,24.384000778198242
2020-03-04,25.395000457763672
2020-03-05,24.62700080871582
2020-03-06,24.229999542236328
2020-03-09,22.6200008392334
2020-03-10,23.663999557495117
2020-03-11,22.70800018310547
2020-03-12,20.719999313354492
2020-03-13,22.312000274658203
2020-03-16,19.76099967956543
2020-03-17,21.010000228881836
2020-03-18,19.797000885009766
2020-03-19,20.34000015258789
2020-03-20,19.569000244140625
2020-03-23,19.420000076293945
2020-03-24,20.739999771118164
2020-03-25,21.219999313354492
2020-03-26,22.184999465942383
2020-03-27,21.899999618530273
2020-03-30,22.17099952697754
2020-03-31,22.17099952697754
2020-04-01,20.94099998474121
2020-04-02,21.336999893188477
2020-04-03,21.336999893188477
2020-04-06,22.635000228881836
2020-04-07,22.58099937438965
2020-04-08,22.58099937438965
2020-04-09,23.291000366210938
2020-04-13,23.395000457763672
2020-04-14,24.336999893188477
2020-04-15,23.84000015258789
2020-04-16,23.84000015258789
2020-04-17,24.795000076293945
2020-04-20,24.549999237060547
2020-04-21,23.667999267578125
2020-04-22,24.325000762939453
2020-04-23,24.325000762939453
2020-04-24,24.611000061035156
2020-04-27,24.898000717163086
2020-04-28,24.45800018310547
2020-04-29,25.22599983215332
2020-04-30,25.284000396728516
2020-05-01,24.513999938964844
2020-05-04,24.82900047302246
2020-05-05,25.143999099731445
2020-05-06,25.232999801635742
2020-05-07,25.527999877929688
2020-05-08,25.780000686645508
2020-05-11,26.114999771118164
2020-05-12,25.599000930786133
2020-05-13,25.204999923706055
2020-05-14,25.364999771118164
2020-05-15,25.364999771118164
2020-05-18,26.152999877929688
2020-05-19,26.101999282836914
2020-05-20,26.559999465942383
2020-05-21,26.312000274658203
2020-05-22,26.39299964904785
2020-05-26,26.363000869750977
2020-05-27,26.584999084472656
2020-05-28,26.520000457763672
2020-05-29,26.94700050354004
2020-06-01,27.09000015258789
2020-06-02,27.20800018310547
2020-06-03,27.312999725341797
2020-06-04,27.0310001373291
2020-06-05,27.594999313354492
2020-06-08,27.773000717163086
2020-06-09,27.899999618530273
2020-06-10,28.195999145507812
2020-06-11,26.72100067138672
2020-06-12,26.950000762939453
2020-06-15,27.207000732421875
2020-06-16,27.635000228881836
2020-06-17,27.792999267578125
2020-06-18,27.839000701904297
2020-06-19,27.84600067138672
2020-06-22,28.12700080871582
2020-06-23,28.29199981689453
2020-06-24,27.628999710083008
2020-06-25,27.899999618530273
2020-06-26,27.243999481201172
2020-06-29,27.420000076293945
2020-06-30,27.90999984741211
2020-07-01,28.440000534057617
2020-07-02,28.610000610351562
2020-07-06,29.256999969482422
2020-07-07,29.125999450683594
2020-07-08,29.125999450683594
2020-07-09,29.62700080871582
2020-07-10,29.82699966430664
2020-07-13,29.118000030517578
2020-07-14,29.402999877929688
2020-07-15,29.48900032043457
2020-07-16,29.239999771118164
2020-07-17,29.393999099731445
2020-07-20,30.246000289916992
2020-07-21,29.850000381469727
2020-07-22,30.041000366210938
2020-07-23,29.323999404907227
2020-07-24,29.14299964904785
2020-07-27,29.658000946044922
2020-07-28,29.658000946044922
2020-07-29,29.707000732421875
2020-07-30,29.77899932861328
2020-07-31,30.05500030517578
2020-08-03,30.49799919128418
2020-08-04,30.593000411987305
2020-08-05,30.850000381469727
2020-08-06,30.861000061035156
2020-08-07,30.53499984741211
2020-08-10,30.256999969482422
2020-08-11,30.030000686645508
2020-08-12,30.43000030517578
2020-08-13,30.43000030517578
2020-08-14,30.524999618530273
2020-08-17,30.87700080871582
2020-08-18,31.069000244140625
2020-08-19,30.836999893188477
2020-08-20,31.124000549316406
2020-08-21,31.16200065612793
2020-08-24,31.20800018310547
2020-08-25,31.461999893188477
2020-08-26,31.97800064086914
2020-08-27,31.9060001373291
2020-08-28,32.119998931884766
2020-08-31,32.332000732421875
2020-09-01,32.78099822998047
2020-09-02,33.20399856567383
2020-09-03,31.53700065612793
2020-09-04,30.996000289916992
2020-09-08,30.0
2020-09-09,30.538999557495117
2020-09-10,30.010000228881836
2020-09-11,29.851999282836914
2020-09-14,30.4060001373291
2020-09-15,30.77199935913086
2020-09-16,30.45599937438965
2020-09-17,30.05500030517578
2020-09-18,29.801000595092773
2020-09-21,29.924999237060547
2020-09-22,30.48200035095215
2020-09-23,29.700000762939453
2020-09-24,29.726999282836914
2020-09-25,30.479999542236328
2020-09-28,30.93600082397461
2020-09-29,30.92099952697754
2020-09-30,31.13800048828125
2020-10-01,31.525999069213867
2020-10-02,30.975000381469727
2020-10-05,31.575000762939453
2020-10-06,31.240999221801758
2020-10-07,31.80900001525879
2020-10-08,31.957000732421875
2020-10-09,32.417999267578125
2020-10-12,33.09600067138672
2020-10-13,33.222999572753906
2020-10-14,32.95899963378906
2020-10-15,32.85100173950195
2020-10-16,32.823001861572266
2020-10-19,32.356998443603516
2020-10-20,32.393001556396484
2020-10-21,32.24300003051758
2020-10-22,32.332000732421875
2020-10-23,32.516998291015625
2020-10-26,31.968000411987305
2020-10-27,32.099998474121094
2020-10-28,31.059999465942383
2020-10-29,31.466999053955078
2020-10-30,30.562000274658203
2020-11-02,30.84000015258789
2020-11-03,31.333999633789062
2020-11-04,32.678001403808594
2020-11-05,33.395999908447266
2020-11-06,33.4739990234375
2020-11-09,32.95800018310547
2020-11-10,32.487998962402344
2020-11-11,33.10599899291992
2020-11-12,32.85300064086914
2020-11-13,33.22999954223633
2020-11-16,33.334999084472656
2020-11-17,33.54100036621094
2020-11-18,33.229000091552734
2020-11-19,33.63999938964844
2020-11-20,33.939998626708984
2020-11-23,34.02000045776367
2020-11-24,34.02799987792969
2020-11-25,34.20899963378906
2020-11-27,34.66999816894531
2020-11-30,34.698001861572266
2020-12-01,34.77199935913086
2020-12-02,34.54999923706055
2020-12-03,34.83000183105469
2020-12-04,35.31999969482422
2020-12-07,35.374000549316406
2020-12-08,35.797000885009766
2020-12-09,35.18899917602539
2020-12-10,35.762001037597656
2020-12-11,35.83599853515625
2020-12-14,36.00400161743164
2020-12-15,36.5260009765625
2020-12-16,36.69499969482422
2020-12-17,37.18600082397461
2020-12-18,37.5
2020-12-21,37.560001373291016
2020-12-22,38.30500030517578
2020-12-23,38.24399948120117
2020-12-24,38.10900115966797
2020-12-28,37.58399963378906
2020-12-29,37.07099914550781
2020-12-30,37.37200164794922
2020-12-31,37.17499923706055
2021-01-04,36.59700012207031
2021-01-05,36.95500183105469
2021-01-06,37.13999938964844
2021-01-07,38.619998931884766
2021-01-08,38.89699935913086
2021-01-11,38.8650016784668
2021-01-12,39.249000549316406
2021-01-13,39.10499954223633
2021-01-14,39.40999984741211
2021-01-15,38.83000183105469
2021-01-19,39.42399978637695
2021-01-20,39.790000915527344
2021-01-21,39.68000030517578
2021-01-22,39.89400100708008
2021-01-25,39.733001708984375
2021-01-26,39.349998474121094
2021-01-27,38.26100158691406
2021-01-28,38.650001525878906
2021-01-29,37.900001525878906
2021-02-01,38.755001068115234
2021-02-02,39.56999969482422
2021-02-03,39.367000579833984
2021-02-04,40.01499938964844
2021-02-05,40.54999923706055
2021-02-08,40.96699905395508
2021-02-09,41.21200180053711
2021-02-10,41.09000015258789
2021-02-11,41.277000427246094
2021-02-12,41.525001525878906
2021-02-16,40.98699951171875
2021-02-17,40.58300018310547
2021-02-18,40.15399932861328
2021-02-19,40.71799850463867
2021-02-22,39.52000045776367
2021-02-23,39.069000244140625
2021-02-24,39.52000045776367
2021-02-25,37.970001220703125
2021-02-26,38.32500076293945
2021-03-01,39.40399932861328
2021-03-02,38.57500076293945
2021-03-03,37.13999938964844
2021-03-04,35.77000045776367
2021-03-05,36.029998779296875
2021-03-08,35.30699920654297
2021-03-09,36.55400085449219
2021-03-10,36.65399932861328
2021-03-11,37.790000915527344
2021-03-12,37.678001403808594
2021-03-15,38.10599899291992
2021-03-16,37.71699905395508
2021-03-17,37.689998626708984
2021-03-18,36.43000030517578
2021-03-19,36.935001373291016
2021-03-22,37.029998779296875
2021-03-23,36.22999954223633
2021-03-24,35.584999084472656
2021-03-25,35.928001403808594
2021-03-26,36.5
2021-03-29,35.888999938964844
2021-03-30,36.108001708984375
2021-03-31,36.73099899291992
2021-04-01,37.262001037597656
2021-04-05,37.5099983215332
2021-04-06,37.65999984741211
2021-04-07,37.13999938964844
2021-04-08,37.53900146484375
2021-04-09,37.69300079345703
2021-04-12,37.68299865722656
2021-04-13,37.79999923706055
2021-04-14,37.790000915527344
2021-04-15,38.25
2021-04-16,38.279998779296875
2021-04-19,37.77899932861328
2021-04-20,37.375
2021-04-21,38.01900100708008
2021-04-22,38.02399826049805
2021-04-23,38.61199951171875
2021-04-26,39.007999420166016
2021-04-27,39.00199890136719
2021-04-28,38.867000579833984
2021-04-29,38.77000045776367
2021-04-30,38.31999969482422
2021-05-03,38.07400131225586
2021-05-04,37.55099868774414
2021-05-05,37.310001373291016
2021-05-06,37.150001525878906
2021-05-07,37.604000091552734
2021-05-10,37.4640007019043
2021-05-11,36.9010009765625
2021-05-12,36.21500015258789
