,BSCT
2019-09-13,19.799999237060547
2019-09-16,19.799999237060547
2019-09-17,19.92099952697754
2019-09-18,19.948999404907227
2019-09-19,19.965999603271484
2019-09-20,20.084999084472656
2019-09-23,20.104999542236328
2019-09-24,20.184999465942383
2019-09-25,20.054000854492188
2019-09-26,20.094999313354492
2019-09-27,20.104999542236328
2019-09-30,20.165000915527344
2019-10-01,20.184999465942383
2019-10-02,20.204999923706055
2019-10-03,20.30500030517578
2019-10-04,20.354999542236328
2019-10-07,20.264999389648438
2019-10-08,20.284000396728516
2019-10-09,20.256999969482422
2019-10-10,20.15999984741211
2019-10-11,20.06800079345703
2019-10-14,20.125
2019-10-15,20.084999084472656
2019-10-16,20.1200008392334
2019-10-17,20.135000228881836
2019-10-18,20.174999237060547
2019-10-21,20.09000015258789
2019-10-22,20.09600067138672
2019-10-23,20.104999542236328
2019-10-24,20.135000228881836
2019-10-25,20.114999771118164
2019-10-28,20.06999969482422
2019-10-29,20.065000534057617
2019-10-30,20.1200008392334
2019-10-31,20.235000610351562
2019-11-01,20.219999313354492
2019-11-04,20.15999984741211
2019-11-05,20.03499984741211
2019-11-06,20.094999313354492
2019-11-07,19.975000381469727
2019-11-08,19.959999084472656
2019-11-11,19.975000381469727
2019-11-12,19.975000381469727
2019-11-13,20.014999389648438
2019-11-14,20.094999313354492
2019-11-15,20.084999084472656
2019-11-18,20.075000762939453
2019-11-19,20.1200008392334
2019-11-20,20.145000457763672
2019-11-21,20.094999313354492
2019-11-22,20.135000228881836
2019-11-25,20.165000915527344
2019-11-26,20.208999633789062
2019-11-27,20.184999465942383
2019-11-29,20.170000076293945
2019-12-02,20.100000381469727
2019-12-03,20.235000610351562
2019-12-04,20.19499969482422
2019-12-05,20.184999465942383
2019-12-06,20.165000915527344
2019-12-09,20.174999237060547
2019-12-10,20.145000457763672
2019-12-11,20.235000610351562
2019-12-12,20.1200008392334
2019-12-13,20.235000610351562
2019-12-16,20.19499969482422
2019-12-17,20.190000534057617
2019-12-18,20.15999984741211
2019-12-19,20.18000030517578
2019-12-20,20.190000534057617
2019-12-23,20.104999542236328
2019-12-24,20.1299991607666
2019-12-26,20.165000915527344
2019-12-27,20.19499969482422
2019-12-30,20.21500015258789
2019-12-31,20.139999389648438
2020-01-02,20.19499969482422
2020-01-03,20.280000686645508
2020-01-06,20.290000915527344
2020-01-07,20.235000610351562
2020-01-08,20.184999465942383
2020-01-09,20.2450008392334
2020-01-10,20.299999237060547
2020-01-13,20.264999389648438
2020-01-14,20.280000686645508
2020-01-15,20.34000015258789
2020-01-16,20.315000534057617
2020-01-17,20.290000915527344
2020-01-21,20.31999969482422
2020-01-22,20.334999084472656
2020-01-23,20.364999771118164
2020-01-24,20.3799991607666
2020-01-27,20.450000762939453
2020-01-28,20.459999084472656
2020-01-29,20.5
2020-01-30,20.540000915527344
2020-01-31,20.579999923706055
2020-02-03,20.610000610351562
2020-02-04,20.53499984741211
2020-02-05,20.510000228881836
2020-02-06,20.485000610351562
2020-02-07,20.549999237060547
2020-02-10,20.610000610351562
2020-02-11,20.59000015258789
2020-02-12,20.53499984741211
2020-02-13,20.56999969482422
2020-02-14,20.565000534057617
2020-02-18,20.625
2020-02-19,20.604999542236328
2020-02-20,20.665000915527344
2020-02-21,20.725000381469727
2020-02-24,20.71500015258789
2020-02-25,20.725000381469727
2020-02-26,20.71500015258789
2020-02-27,20.610000610351562
2020-02-28,20.81999969482422
2020-03-02,20.795000076293945
2020-03-03,21.014999389648438
2020-03-04,21.065000534057617
2020-03-05,21.099000930786133
2020-03-06,21.09000015258789
2020-03-09,20.775999069213867
2020-03-10,20.402000427246094
2020-03-11,19.81100082397461
2020-03-12,19.0
2020-03-13,19.56999969482422
2020-03-16,19.486000061035156
2020-03-17,18.891000747680664
2020-03-18,17.920000076293945
2020-03-19,17.334999084472656
2020-03-20,17.20800018310547
2020-03-23,18.14900016784668
2020-03-24,18.184999465942383
2020-03-25,18.82900047302246
2020-03-26,18.829999923706055
2020-03-27,18.797000885009766
2020-03-30,19.045000076293945
2020-03-31,19.1200008392334
2020-04-01,18.92099952697754
2020-04-02,19.007999420166016
2020-04-03,18.91900062561035
2020-04-06,19.180999755859375
2020-04-07,19.21500015258789
2020-04-08,19.476999282836914
2020-04-09,20.174999237060547
2020-04-13,20.17099952697754
2020-04-14,20.139999389648438
2020-04-15,20.264999389648438
2020-04-16,20.280000686645508
2020-04-17,20.34000015258789
2020-04-20,20.209999084472656
2020-04-21,20.184999465942383
2020-04-22,20.209999084472656
2020-04-23,20.280000686645508
2020-04-24,20.270999908447266
2020-04-27,20.17300033569336
2020-04-28,20.219999313354492
2020-04-29,20.360000610351562
2020-04-30,20.31999969482422
2020-05-01,20.209999084472656
2020-05-04,20.2810001373291
2020-05-05,20.290000915527344
2020-05-06,20.104999542236328
2020-05-07,20.18000030517578
2020-05-08,20.110000610351562
2020-05-11,20.059999465942383
2020-05-12,20.135000228881836
2020-05-13,20.165000915527344
2020-05-14,20.229999542236328
2020-05-15,20.139999389648438
2020-05-18,20.280000686645508
2020-05-19,20.420000076293945
2020-05-20,20.510000228881836
2020-05-21,20.600000381469727
2020-05-22,20.6200008392334
2020-05-26,20.670000076293945
2020-05-27,20.690000534057617
2020-05-28,20.670000076293945
2020-05-29,20.75
2020-06-01,20.770000457763672
2020-06-02,20.875
2020-06-03,20.934999465942383
2020-06-04,20.940000534057617
2020-06-05,20.950000762939453
2020-06-08,21.020000457763672
2020-06-09,21.059999465942383
2020-06-10,21.135000228881836
2020-06-11,20.920000076293945
2020-06-12,20.992000579833984
2020-06-15,21.200000762939453
2020-06-16,21.290000915527344
2020-06-17,21.309999465942383
2020-06-18,21.229999542236328
2020-06-19,21.21500015258789
2020-06-22,21.149999618530273
2020-06-23,21.155000686645508
2020-06-24,21.084999084472656
2020-06-25,21.07200050354004
2020-06-26,21.059999465942383
2020-06-29,21.165000915527344
2020-06-30,21.211000442504883
2020-07-01,21.2450008392334
2020-07-02,21.277999877929688
2020-07-06,21.334999084472656
2020-07-07,21.354999542236328
2020-07-08,21.344999313354492
2020-07-09,21.40999984741211
2020-07-10,21.361000061035156
2020-07-13,21.36199951171875
2020-07-14,21.434999465942383
2020-07-15,21.454999923706055
2020-07-16,21.4950008392334
2020-07-17,21.524999618530273
2020-07-20,21.545000076293945
2020-07-21,21.591999053955078
2020-07-22,21.635000228881836
2020-07-23,21.645000457763672
2020-07-24,21.604999542236328
2020-07-27,21.579999923706055
2020-07-28,21.579999923706055
2020-07-29,21.666000366210938
2020-07-30,21.68000030517578
2020-07-31,21.72100067138672
2020-08-03,21.7549991607666
2020-08-04,21.80500030517578
2020-08-05,21.790000915527344
2020-08-06,21.860000610351562
2020-08-07,21.795000076293945
2020-08-10,21.760000228881836
2020-08-11,21.674999237060547
2020-08-12,21.639999389648438
2020-08-13,21.530000686645508
2020-08-14,21.475000381469727
2020-08-17,21.514999389648438
2020-08-18,21.559999465942383
2020-08-19,21.520000457763672
2020-08-20,21.58099937438965
2020-08-21,21.6299991607666
2020-08-24,21.55500030517578
2020-08-25,21.475000381469727
2020-08-26,21.5
2020-08-27,21.399999618530273
2020-08-28,21.440000534057617
2020-08-31,21.530000686645508
2020-09-01,21.589000701904297
2020-09-02,21.65999984741211
2020-09-03,21.625
2020-09-04,21.489999771118164
2020-09-08,21.4689998626709
2020-09-09,21.485000610351562
2020-09-10,21.5
2020-09-11,21.52400016784668
2020-09-14,21.542999267578125
2020-09-15,21.584999084472656
2020-09-16,21.582000732421875
2020-09-17,21.562000274658203
2020-09-18,21.545000076293945
2020-09-21,21.4950008392334
2020-09-22,21.493000030517578
2020-09-23,21.389999389648438
2020-09-24,21.360000610351562
2020-09-25,21.35700035095215
2020-09-28,21.429000854492188
2020-09-29,21.422000885009766
2020-09-30,21.429000854492188
2020-10-01,21.468000411987305
2020-10-02,21.479999542236328
2020-10-05,21.405000686645508
2020-10-06,21.417999267578125
2020-10-07,21.405000686645508
2020-10-08,21.450000762939453
2020-10-09,21.475000381469727
2020-10-12,21.549999237060547
2020-10-13,21.549999237060547
2020-10-14,21.57699966430664
2020-10-15,21.541000366210938
2020-10-16,21.52199935913086
2020-10-19,21.441999435424805
2020-10-20,21.424999237060547
2020-10-21,21.395000457763672
2020-10-22,21.361000061035156
2020-10-23,21.40999984741211
2020-10-26,21.450000762939453
2020-10-27,21.5
2020-10-28,21.399999618530273
2020-10-29,21.3700008392334
2020-10-30,21.309999465942383
