,EQRR
2021-04-08,45.983001708984375
2021-04-09,46.19300079345703
2021-04-12,46.255001068115234
2021-04-13,45.84600067138672
2021-04-14,46.46500015258789
2021-04-15,46.316001892089844
2021-04-16,46.38199996948242
2021-04-19,46.220001220703125
2021-04-20,45.04999923706055
2021-04-21,45.88600158691406
2021-04-22,45.25400161743164
2021-04-23,46.10599899291992
2021-04-26,46.55699920654297
2021-04-27,46.8650016784668
2021-04-28,47.516998291015625
2021-04-29,48.029998779296875
2021-04-30,47.433998107910156
2021-05-03,48.119998931884766
2021-05-04,48.4010009765625
2021-05-05,49.27000045776367
2021-05-06,49.18000030517578
2021-05-07,49.18000030517578
2021-05-10,50.10100173950195
2021-05-11,49.310001373291016
2021-05-12,48.79600143432617
2021-05-13,49.349998474121094
2021-05-14,50.40999984741211
