,AVXL
2006-08-02,8.0
2006-08-03,8.239999771118164
2006-08-04,8.239999771118164
2006-08-07,8.279999732971191
2006-08-08,8.359999656677246
2006-08-09,8.279999732971191
2006-08-10,8.15999984741211
2006-08-11,8.239999771118164
2006-08-14,8.399999618530273
2006-08-15,8.5600004196167
2006-08-16,8.800000190734863
2006-08-17,8.800000190734863
2006-08-18,8.600000381469727
2006-08-21,8.720000267028809
2006-08-22,9.239999771118164
2006-08-23,9.800000190734863
2006-08-24,10.0
2006-08-25,10.399999618530273
2006-08-28,10.399999618530273
2006-08-29,10.199999809265137
2006-08-30,10.199999809265137
2006-08-31,10.199999809265137
2006-09-01,10.399999618530273
2006-09-05,10.399999618530273
2006-09-06,10.199999809265137
2006-09-07,10.600000381469727
2006-09-08,10.600000381469727
2006-09-11,10.600000381469727
2006-09-12,10.800000190734863
2006-09-13,10.800000190734863
2006-09-14,10.800000190734863
2006-09-15,10.800000190734863
2006-09-18,10.800000190734863
2006-09-19,10.800000190734863
2006-09-20,10.600000381469727
2006-09-21,10.199999809265137
2006-09-22,10.199999809265137
2006-09-25,10.199999809265137
2006-09-26,10.199999809265137
2006-09-27,9.800000190734863
2006-09-28,9.800000190734863
2006-09-29,10.0
2006-10-02,10.0
2006-10-03,10.0
2006-10-04,10.0
2006-10-05,10.199999809265137
2006-10-06,10.199999809265137
2006-10-09,10.199999809265137
2006-10-10,10.199999809265137
2006-10-11,10.199999809265137
2006-10-12,10.199999809265137
2006-10-13,10.199999809265137
2006-10-16,10.199999809265137
2006-10-17,10.199999809265137
2006-10-18,10.199999809265137
2006-10-19,10.199999809265137
2006-10-20,10.199999809265137
2006-10-23,10.199999809265137
2006-10-24,10.199999809265137
2006-10-25,10.199999809265137
2006-10-26,10.199999809265137
2006-10-27,10.199999809265137
2006-10-30,10.199999809265137
2006-10-31,10.199999809265137
2006-11-01,10.199999809265137
2006-11-02,10.199999809265137
2006-11-03,10.199999809265137
2006-11-06,10.199999809265137
2006-11-07,10.199999809265137
2006-11-08,10.199999809265137
2006-11-09,10.199999809265137
2006-11-10,10.199999809265137
2006-11-13,10.199999809265137
2006-11-14,10.199999809265137
2006-11-15,10.199999809265137
2006-11-16,10.199999809265137
2006-11-17,10.199999809265137
2006-11-20,10.199999809265137
2006-11-21,10.199999809265137
2006-11-22,10.199999809265137
2006-11-24,10.199999809265137
2006-11-27,10.199999809265137
2006-11-28,10.199999809265137
2006-11-29,10.199999809265137
2006-11-30,10.199999809265137
2006-12-01,10.199999809265137
2006-12-04,10.199999809265137
2006-12-05,10.399999618530273
2006-12-06,10.399999618530273
2006-12-07,10.399999618530273
2006-12-08,10.399999618530273
2006-12-11,10.399999618530273
2006-12-12,10.399999618530273
2006-12-13,10.199999809265137
2006-12-14,10.600000381469727
2006-12-15,10.640000343322754
2006-12-18,10.800000190734863
2006-12-19,10.800000190734863
2006-12-20,10.800000190734863
2006-12-21,10.800000190734863
2006-12-22,10.800000190734863
2006-12-26,10.800000190734863
2006-12-27,10.800000190734863
2006-12-28,10.800000190734863
2006-12-29,10.800000190734863
2007-01-03,11.0
2007-01-04,11.0
2007-01-05,11.199999809265137
2007-01-08,11.199999809265137
2007-01-09,11.399999618530273
2007-01-10,12.0
2007-01-11,12.199999809265137
2007-01-12,12.199999809265137
2007-01-16,12.399999618530273
2007-01-17,12.199999809265137
2007-01-18,12.399999618530273
2007-01-19,12.199999809265137
2007-01-22,12.399999618530273
2007-01-23,12.399999618530273
2007-01-24,12.359999656677246
2007-01-25,12.399999618530273
2007-01-26,12.399999618530273
2007-01-29,12.399999618530273
2007-01-30,12.399999618530273
2007-01-31,12.399999618530273
2007-02-01,12.399999618530273
2007-02-02,12.399999618530273
2007-02-05,12.600000381469727
2007-02-06,12.680000305175781
2007-02-07,12.800000190734863
2007-02-08,13.0
2007-02-09,12.800000190734863
2007-02-12,13.039999961853027
2007-02-13,13.079999923706055
2007-02-14,13.0
2007-02-15,13.0
2007-02-16,13.199999809265137
2007-02-20,13.199999809265137
2007-02-21,13.399999618530273
2007-02-22,13.800000190734863
2007-02-23,13.600000381469727
2007-02-26,13.880000114440918
2007-02-27,13.84000015258789
2007-02-28,14.0
2007-03-01,14.0
2007-03-02,14.0
2007-03-05,13.960000038146973
2007-03-06,14.0
2007-03-07,14.0
2007-03-08,14.0
2007-03-09,14.0
2007-03-12,14.039999961853027
2007-03-13,14.0
2007-03-14,14.199999809265137
2007-03-15,14.119999885559082
2007-03-16,14.0
2007-03-19,14.079999923706055
2007-03-20,14.15999984741211
2007-03-21,14.15999984741211
2007-03-22,14.319999694824219
2007-03-23,14.399999618530273
2007-03-26,14.399999618530273
2007-03-27,14.399999618530273
2007-03-28,14.399999618530273
2007-03-29,14.359999656677246
2007-03-30,14.359999656677246
2007-04-02,14.359999656677246
2007-04-03,14.359999656677246
2007-04-04,14.359999656677246
2007-04-05,14.359999656677246
2007-04-09,14.399999618530273
2007-04-10,14.399999618530273
2007-04-11,14.359999656677246
2007-04-12,14.399999618530273
2007-04-13,14.359999656677246
2007-04-16,14.5600004196167
2007-04-17,14.5600004196167
2007-04-18,14.760000228881836
2007-04-19,14.760000228881836
2007-04-20,14.760000228881836
2007-04-23,15.0
2007-04-24,14.960000038146973
2007-04-25,14.960000038146973
2007-04-26,14.960000038146973
2007-04-27,14.960000038146973
2007-04-30,15.0
2007-05-01,14.960000038146973
2007-05-02,15.0
2007-05-03,14.960000038146973
2007-05-04,15.0
2007-05-07,15.199999809265137
2007-05-08,15.199999809265137
2007-05-09,15.15999984741211
2007-05-10,15.15999984741211
2007-05-11,15.199999809265137
2007-05-14,14.960000038146973
2007-05-15,15.0
2007-05-16,14.84000015258789
2007-05-17,14.800000190734863
2007-05-18,14.800000190734863
2007-05-21,15.15999984741211
2007-05-22,15.15999984741211
2007-05-23,15.15999984741211
2007-05-24,15.15999984741211
2007-05-25,15.15999984741211
2007-05-29,15.15999984741211
2007-05-30,15.15999984741211
2007-05-31,15.15999984741211
2007-06-01,15.15999984741211
2007-06-04,15.15999984741211
2007-06-05,15.15999984741211
2007-06-06,15.15999984741211
2007-06-07,15.199999809265137
2007-06-08,15.15999984741211
2007-06-11,15.15999984741211
2007-06-12,15.15999984741211
2007-06-13,15.15999984741211
2007-06-14,15.15999984741211
2007-06-15,15.15999984741211
2007-06-18,15.15999984741211
2007-06-19,15.15999984741211
2007-06-20,15.15999984741211
2007-06-21,15.15999984741211
2007-06-22,15.279999732971191
2007-06-25,15.399999618530273
2007-06-26,15.399999618530273
2007-06-27,15.399999618530273
2007-06-28,15.279999732971191
2007-06-29,15.0
2007-07-02,15.319999694824219
2007-07-03,15.399999618530273
2007-07-05,15.600000381469727
2007-07-06,15.399999618530273
2007-07-09,15.399999618530273
2007-07-10,15.399999618530273
2007-07-11,15.399999618530273
2007-07-12,15.319999694824219
2007-07-13,15.399999618530273
2007-07-16,15.319999694824219
2007-07-17,15.399999618530273
2007-07-18,15.199999809265137
2007-07-19,15.199999809265137
2007-07-20,15.399999618530273
2007-07-23,15.399999618530273
2007-07-24,15.399999618530273
2007-07-25,15.399999618530273
2007-07-26,15.0
2007-07-27,15.0
2007-07-30,15.0
2007-07-31,14.960000038146973
2007-08-01,14.960000038146973
2007-08-02,14.800000190734863
2007-08-03,14.800000190734863
2007-08-06,14.800000190734863
2007-08-07,14.800000190734863
2007-08-08,14.800000190734863
2007-08-09,14.800000190734863
2007-08-10,14.880000114440918
2007-08-13,14.960000038146973
2007-08-14,14.960000038146973
2007-08-15,14.960000038146973
2007-08-16,14.960000038146973
2007-08-17,14.960000038146973
2007-08-20,14.960000038146973
2007-08-21,14.960000038146973
2007-08-22,14.960000038146973
2007-08-23,14.960000038146973
2007-08-24,14.720000267028809
2007-08-27,14.720000267028809
2007-08-28,14.800000190734863
2007-08-29,14.800000190734863
2007-08-30,14.800000190734863
2007-08-31,14.800000190734863
2007-09-04,14.680000305175781
2007-09-05,14.680000305175781
2007-09-06,14.680000305175781
2007-09-07,14.680000305175781
2007-09-10,14.680000305175781
2007-09-11,14.680000305175781
2007-09-12,14.680000305175781
2007-09-13,14.680000305175781
2007-09-14,14.680000305175781
2007-09-17,14.680000305175781
2007-09-18,14.680000305175781
2007-09-19,14.680000305175781
2007-09-20,14.680000305175781
2007-09-21,14.680000305175781
2007-09-24,14.680000305175781
2007-09-25,14.800000190734863
2007-09-26,14.800000190734863
2007-09-27,14.800000190734863
2007-09-28,14.600000381469727
2007-10-01,14.920000076293945
2007-10-02,14.920000076293945
2007-10-03,15.199999809265137
2007-10-04,15.199999809265137
2007-10-05,15.199999809265137
2007-10-08,15.0
2007-10-09,15.0
2007-10-10,15.0
2007-10-11,15.0
2007-10-12,15.0
2007-10-15,15.0
2007-10-16,15.0
2007-10-17,15.0
2007-10-18,15.0
2007-10-19,15.0
2007-10-22,15.0
2007-10-23,15.0
2007-10-24,15.0
2007-10-25,15.0
2007-10-26,15.0
