,EGRX
2014-02-12,12.829999923706055
2014-02-13,13.220000267028809
2014-02-14,12.800000190734863
2014-02-18,12.9399995803833
2014-02-19,12.140000343322754
2014-02-20,11.649999618530273
2014-02-21,12.050000190734863
2014-02-24,12.050000190734863
2014-02-25,13.350000381469727
2014-02-26,14.0
2014-02-27,13.890000343322754
2014-02-28,13.760000228881836
2014-03-03,13.479999542236328
2014-03-04,13.260000228881836
2014-03-05,14.789999961853027
2014-03-06,14.489999771118164
2014-03-07,14.920000076293945
2014-03-10,14.890000343322754
2014-03-11,14.170000076293945
2014-03-12,14.100000381469727
2014-03-13,14.779999732971191
2014-03-14,14.5
2014-03-17,14.109999656677246
2014-03-18,14.329999923706055
2014-03-19,14.479999542236328
2014-03-20,14.699999809265137
2014-03-21,14.600000381469727
2014-03-24,13.609999656677246
2014-03-25,13.550000190734863
2014-03-26,12.8100004196167
2014-03-27,12.630000114440918
2014-03-28,12.359999656677246
2014-03-31,12.75
2014-04-01,12.899999618530273
2014-04-02,13.170000076293945
2014-04-03,13.100000381469727
2014-04-04,12.960000038146973
2014-04-07,12.760000228881836
2014-04-08,12.670000076293945
2014-04-09,12.670000076293945
2014-04-10,11.920000076293945
2014-04-11,11.880000114440918
2014-04-14,12.050000190734863
2014-04-15,12.0
2014-04-16,12.350000381469727
2014-04-17,12.050000190734863
2014-04-21,11.800000190734863
2014-04-22,12.0600004196167
2014-04-23,11.510000228881836
2014-04-24,11.460000038146973
2014-04-25,10.229999542236328
2014-04-28,9.680000305175781
2014-04-29,9.880000114440918
2014-04-30,9.859999656677246
2014-05-01,9.710000038146973
2014-05-02,9.720000267028809
2014-05-05,9.989999771118164
2014-05-06,9.819999694824219
2014-05-07,9.529999732971191
2014-05-08,9.399999618530273
2014-05-09,9.380000114440918
2014-05-12,9.329999923706055
2014-05-13,9.5600004196167
2014-05-14,9.760000228881836
2014-05-15,9.829999923706055
2014-05-16,9.680000305175781
2014-05-19,9.729999542236328
2014-05-20,9.59000015258789
2014-05-21,9.3100004196167
2014-05-22,9.420000076293945
2014-05-23,9.869999885559082
2014-05-27,10.489999771118164
2014-05-28,11.0
2014-05-29,11.680000305175781
2014-05-30,11.850000381469727
2014-06-02,11.649999618530273
2014-06-03,11.25
2014-06-04,10.829999923706055
2014-06-05,11.180000305175781
2014-06-06,11.4399995803833
2014-06-09,12.1899995803833
2014-06-10,12.1899995803833
2014-06-11,12.359999656677246
2014-06-12,12.319999694824219
2014-06-13,12.260000228881836
2014-06-16,12.220000267028809
2014-06-17,12.369999885559082
2014-06-18,12.609999656677246
2014-06-19,13.239999771118164
2014-06-20,12.779999732971191
2014-06-23,13.069999694824219
2014-06-24,12.920000076293945
2014-06-25,12.960000038146973
2014-06-26,13.069999694824219
2014-06-27,13.569999694824219
2014-06-30,14.329999923706055
2014-07-01,14.399999618530273
2014-07-02,14.25
2014-07-03,14.199999809265137
2014-07-07,14.420000076293945
2014-07-08,14.020000457763672
2014-07-09,13.819999694824219
2014-07-10,13.75
2014-07-11,13.789999961853027
2014-07-14,13.619999885559082
2014-07-15,13.579999923706055
2014-07-16,13.479999542236328
2014-07-17,12.569999694824219
2014-07-18,13.210000038146973
2014-07-21,13.425000190734863
2014-07-22,13.069999694824219
2014-07-23,12.609999656677246
2014-07-24,12.40999984741211
2014-07-25,12.65999984741211
2014-07-28,12.600000381469727
2014-07-29,11.8100004196167
2014-07-30,11.529999732971191
2014-07-31,11.364999771118164
2014-08-01,10.680000305175781
2014-08-04,10.279999732971191
2014-08-05,10.609999656677246
2014-08-06,10.510000228881836
2014-08-07,10.140000343322754
2014-08-08,10.350000381469727
2014-08-11,10.989999771118164
2014-08-12,10.760000228881836
2014-08-13,11.125
2014-08-14,11.850000381469727
2014-08-15,12.520000457763672
2014-08-18,12.949999809265137
2014-08-19,12.649999618530273
2014-08-20,12.569999694824219
2014-08-21,12.40999984741211
2014-08-22,12.630000114440918
2014-08-25,12.729999542236328
2014-08-26,12.630000114440918
2014-08-27,12.710000038146973
2014-08-28,12.520000457763672
2014-08-29,12.600000381469727
2014-09-02,12.225000381469727
2014-09-03,11.970000267028809
2014-09-04,11.899999618530273
2014-09-05,11.489999771118164
2014-09-08,12.100000381469727
2014-09-09,12.5
2014-09-10,12.6899995803833
2014-09-11,12.539999961853027
2014-09-12,12.65999984741211
2014-09-15,12.170000076293945
2014-09-16,12.119999885559082
2014-09-17,12.670000076293945
2014-09-18,12.529999732971191
2014-09-19,12.260000228881836
2014-09-22,12.225000381469727
2014-09-23,12.170000076293945
2014-09-24,11.890000343322754
2014-09-25,12.09000015258789
2014-09-26,11.729999542236328
2014-09-29,12.15999984741211
2014-09-30,12.649999618530273
2014-10-01,12.050000190734863
2014-10-02,11.989999771118164
2014-10-03,12.40999984741211
2014-10-06,12.460000038146973
2014-10-07,12.210000038146973
2014-10-08,12.34000015258789
2014-10-09,12.399999618530273
2014-10-10,12.460000038146973
2014-10-13,12.6899995803833
2014-10-14,12.510000228881836
2014-10-15,11.75
2014-10-16,12.319999694824219
2014-10-17,12.119999885559082
2014-10-20,12.180000305175781
2014-10-21,11.989999771118164
2014-10-22,12.109999656677246
2014-10-23,12.329999923706055
2014-10-24,12.34000015258789
2014-10-27,12.210000038146973
2014-10-28,12.430000305175781
2014-10-29,12.520000457763672
2014-10-30,12.800000190734863
2014-10-31,12.670000076293945
2014-11-03,12.640000343322754
2014-11-04,12.65999984741211
2014-11-05,12.510000228881836
2014-11-06,12.649999618530273
2014-11-07,12.479999542236328
2014-11-10,13.5
2014-11-11,13.529999732971191
2014-11-12,12.800000190734863
2014-11-13,12.649999618530273
2014-11-14,12.65999984741211
2014-11-17,12.5
2014-11-18,12.359999656677246
2014-11-19,12.510000228881836
2014-11-20,12.670000076293945
2014-11-21,12.460000038146973
2014-11-24,12.5600004196167
2014-11-25,12.9399995803833
2014-11-26,12.699999809265137
2014-11-28,12.609999656677246
2014-12-01,12.40999984741211
2014-12-02,12.510000228881836
2014-12-03,13.260000228881836
2014-12-04,12.989999771118164
2014-12-05,13.449999809265137
2014-12-08,13.399999618530273
2014-12-09,13.020000457763672
2014-12-10,12.729999542236328
2014-12-11,12.680000305175781
2014-12-12,13.25
2014-12-15,12.539999961853027
2014-12-16,12.520000457763672
2014-12-17,12.979999542236328
2014-12-18,13.149999618530273
2014-12-19,13.5
2014-12-22,13.5
2014-12-23,13.449999809265137
2014-12-24,13.619999885559082
2014-12-26,13.920000076293945
2014-12-29,14.020000457763672
2014-12-30,14.199999809265137
2014-12-31,15.5
2015-01-02,17.709999084472656
2015-01-05,17.149999618530273
2015-01-06,16.8799991607666
2015-01-07,17.489999771118164
2015-01-08,17.649999618530273
2015-01-09,18.200000762939453
2015-01-12,17.25
2015-01-13,16.6299991607666
2015-01-14,16.350000381469727
2015-01-15,15.350000381469727
2015-01-16,15.84000015258789
2015-01-20,15.710000038146973
2015-01-21,16.729999542236328
2015-01-22,16.399999618530273
2015-01-23,18.920000076293945
2015-01-26,18.979999542236328
2015-01-27,19.010000228881836
2015-01-28,18.389999389648438
2015-01-29,19.520000457763672
2015-01-30,19.40999984741211
2015-02-02,18.93000030517578
2015-02-03,18.739999771118164
2015-02-04,18.889999389648438
2015-02-05,18.81999969482422
2015-02-06,18.3799991607666
2015-02-09,18.8700008392334
2015-02-10,18.920000076293945
2015-02-11,18.81999969482422
2015-02-12,19.530000686645508
2015-02-13,20.979999542236328
2015-02-17,26.100000381469727
2015-02-18,36.75
2015-02-19,38.97999954223633
2015-02-20,33.68000030517578
2015-02-23,34.0
2015-02-24,33.90999984741211
2015-02-25,34.189998626708984
2015-02-26,34.2599983215332
2015-02-27,34.0
2015-03-02,37.68000030517578
2015-03-03,36.689998626708984
2015-03-04,37.720001220703125
2015-03-05,38.0
2015-03-06,37.630001068115234
2015-03-09,36.95000076293945
2015-03-10,36.70000076293945
2015-03-11,38.52000045776367
2015-03-12,45.369998931884766
2015-03-13,46.09000015258789
2015-03-16,42.060001373291016
2015-03-17,42.06999969482422
2015-03-18,42.16999816894531
2015-03-19,41.11000061035156
2015-03-20,41.0
2015-03-23,42.31999969482422
2015-03-24,40.939998626708984
2015-03-25,39.27000045776367
2015-03-26,39.814998626708984
2015-03-27,39.68000030517578
2015-03-30,40.52000045776367
2015-03-31,41.88999938964844
2015-04-01,46.470001220703125
2015-04-02,48.470001220703125
2015-04-06,46.97999954223633
2015-04-07,47.29999923706055
2015-04-08,46.810001373291016
2015-04-09,49.52000045776367
2015-04-10,49.310001373291016
2015-04-13,55.41999816894531
2015-04-14,56.34000015258789
2015-04-15,55.75
2015-04-16,55.150001525878906
2015-04-17,55.439998626708984
2015-04-20,59.11000061035156
2015-04-21,59.310001373291016
2015-04-22,60.529998779296875
2015-04-23,60.91999816894531
2015-04-24,59.29999923706055
2015-04-27,54.619998931884766
2015-04-28,55.560001373291016
2015-04-29,54.7400016784668
2015-04-30,52.70000076293945
2015-05-01,55.47999954223633
2015-05-04,58.400001525878906
2015-05-05,55.380001068115234
2015-05-06,56.84000015258789
2015-05-07,56.31999969482422
2015-05-08,59.029998779296875
2015-05-11,58.36000061035156
2015-05-12,59.540000915527344
2015-05-13,60.0
2015-05-14,61.22999954223633
2015-05-15,60.91999816894531
2015-05-18,61.939998626708984
2015-05-19,62.79999923706055
2015-05-20,61.65999984741211
2015-05-21,63.959999084472656
2015-05-22,65.27999877929688
2015-05-26,64.70999908447266
2015-05-27,67.72000122070312
2015-05-28,68.91000366210938
2015-05-29,72.62999725341797
2015-06-01,72.48999786376953
2015-06-02,72.5999984741211
2015-06-03,75.3499984741211
2015-06-04,73.13999938964844
2015-06-05,76.41999816894531
2015-06-08,76.38999938964844
2015-06-09,75.94999694824219
2015-06-10,74.56999969482422
2015-06-11,76.58000183105469
2015-06-12,75.91999816894531
2015-06-15,76.98999786376953
2015-06-16,82.58000183105469
2015-06-17,80.20999908447266
2015-06-18,83.45999908447266
2015-06-19,84.0
2015-06-22,89.5999984741211
2015-06-23,87.6500015258789
2015-06-24,87.12000274658203
2015-06-25,83.23999786376953
2015-06-26,82.37000274658203
2015-06-29,75.4000015258789
2015-06-30,80.86000061035156
2015-07-01,78.45999908447266
2015-07-02,74.76000213623047
2015-07-06,81.51000213623047
2015-07-07,82.91000366210938
2015-07-08,76.95999908447266
2015-07-09,80.41999816894531
2015-07-10,85.26000213623047
2015-07-13,88.2699966430664
2015-07-14,91.08999633789062
2015-07-15,87.30999755859375
2015-07-16,91.22000122070312
2015-07-17,90.76000213623047
2015-07-20,90.56999969482422
2015-07-21,87.73999786376953
2015-07-22,93.41000366210938
2015-07-23,94.16999816894531
2015-07-24,93.22000122070312
2015-07-27,91.2300033569336
2015-07-28,92.83999633789062
2015-07-29,94.69999694824219
2015-07-30,96.77999877929688
2015-07-31,96.62000274658203
2015-08-03,96.05000305175781
2015-08-04,99.0199966430664
2015-08-05,100.55999755859375
2015-08-06,91.54000091552734
2015-08-07,92.12000274658203
2015-08-10,95.1500015258789
2015-08-11,79.22000122070312
2015-08-12,80.91999816894531
2015-08-13,72.75
2015-08-14,66.69999694824219
2015-08-17,72.02999877929688
2015-08-18,68.44000244140625
2015-08-19,69.0999984741211
2015-08-20,64.87000274658203
2015-08-21,65.44999694824219
