,DYAI
2008-01-16,0.800000011920929
2008-01-17,0.5
2008-01-18,0.5
2008-01-22,0.4000000059604645
2008-01-23,0.4000000059604645
2008-01-24,0.4300000071525574
2008-01-25,0.4399999976158142
2008-01-28,0.44999998807907104
2008-01-29,0.44999998807907104
2008-01-30,0.44999998807907104
2008-01-31,0.4000000059604645
2008-02-01,0.38999998569488525
2008-02-04,0.4000000059604645
2008-02-05,0.4099999964237213
2008-02-06,0.4000000059604645
2008-02-07,0.30000001192092896
2008-02-08,0.27000001072883606
2008-02-11,0.2800000011920929
2008-02-12,0.2800000011920929
2008-02-13,0.25
2008-02-14,0.20999999344348907
2008-02-15,0.25
2008-02-19,0.25
2008-02-20,0.27000001072883606
2008-02-21,0.3400000035762787
2008-02-22,0.3499999940395355
2008-02-25,0.3499999940395355
2008-02-26,0.4000000059604645
2008-02-27,0.30000001192092896
2008-02-28,0.30000001192092896
2008-02-29,0.2800000011920929
2008-03-03,0.2800000011920929
2008-03-04,0.33000001311302185
2008-03-05,0.4000000059604645
2008-03-06,0.4000000059604645
2008-03-07,0.3700000047683716
2008-03-10,0.30000001192092896
2008-03-11,0.27000001072883606
2008-03-12,0.25
2008-03-13,0.30000001192092896
2008-03-14,0.25
2008-03-17,0.30000001192092896
2008-03-18,0.30000001192092896
2008-03-19,0.3799999952316284
2008-03-20,0.25
2008-03-24,0.30000001192092896
2008-03-25,0.30000001192092896
2008-03-26,0.25
2008-03-27,0.30000001192092896
2008-03-28,0.25999999046325684
2008-03-31,0.25999999046325684
2008-04-01,0.25
2008-04-02,0.27000001072883606
2008-04-03,0.25999999046325684
2008-04-04,0.25
2008-04-07,0.25999999046325684
2008-04-08,0.25999999046325684
2008-04-09,0.36000001430511475
2008-04-10,0.28999999165534973
2008-04-11,0.4000000059604645
2008-04-14,0.38999998569488525
2008-04-15,0.3799999952316284
2008-04-16,0.3499999940395355
2008-04-17,0.30000001192092896
2008-04-18,0.30000001192092896
2008-04-21,0.3499999940395355
2008-04-22,0.3499999940395355
2008-04-23,0.30000001192092896
2008-04-24,0.30000001192092896
2008-04-25,0.3100000023841858
2008-04-28,0.3700000047683716
2008-04-29,0.75
2008-04-30,0.75
2008-05-01,0.6000000238418579
2008-05-02,0.6499999761581421
2008-05-05,0.550000011920929
2008-05-06,0.44999998807907104
2008-05-07,0.75
2008-05-08,0.4000000059604645
2008-05-09,0.4000000059604645
2008-05-12,0.6899999976158142
2008-05-13,0.75
2008-05-14,0.75
2008-05-15,0.44999998807907104
2008-05-16,0.550000011920929
2008-05-19,0.699999988079071
2008-05-20,0.699999988079071
2008-05-21,0.699999988079071
2008-05-22,0.44999998807907104
2008-05-23,0.6299999952316284
2008-05-27,0.550000011920929
2008-05-28,0.6800000071525574
2008-05-29,0.6499999761581421
2008-05-30,0.6499999761581421
2008-06-02,0.6700000166893005
2008-06-03,0.699999988079071
2008-06-04,0.75
2008-06-05,0.800000011920929
2008-06-06,0.6700000166893005
2008-06-09,0.6499999761581421
2008-06-10,0.6000000238418579
2008-06-11,0.6000000238418579
2008-06-12,0.5699999928474426
2008-06-13,0.550000011920929
2008-06-16,0.949999988079071
2008-06-17,0.44999998807907104
2008-06-18,0.5
2008-06-19,0.5
2008-06-20,0.7699999809265137
2008-06-23,0.8999999761581421
2008-06-24,0.8500000238418579
2008-06-25,0.7200000286102295
2008-06-26,0.699999988079071
2008-06-27,0.75
2008-06-30,0.75
2008-07-01,0.7300000190734863
2008-07-02,0.6499999761581421
2008-07-03,0.699999988079071
2008-07-07,0.6000000238418579
2008-07-08,0.550000011920929
2008-07-09,0.550000011920929
2008-07-10,0.5
2008-07-11,0.5
2008-07-14,0.44999998807907104
2008-07-15,0.47999998927116394
2008-07-16,0.44999998807907104
2008-07-17,0.5
2008-07-18,0.44999998807907104
2008-07-21,0.47999998927116394
2008-07-22,0.4000000059604645
2008-07-23,0.44999998807907104
2008-07-24,0.4000000059604645
2008-07-25,0.4000000059604645
2008-07-28,0.4000000059604645
2008-07-29,0.3499999940395355
2008-07-30,0.30000001192092896
2008-07-31,0.30000001192092896
2008-08-01,0.30000001192092896
2008-08-04,0.3100000023841858
2008-08-05,0.3199999928474426
2008-08-06,0.28999999165534973
2008-08-07,0.25999999046325684
2008-08-08,0.28999999165534973
2008-08-11,0.25
2008-08-12,0.2800000011920929
2008-08-13,0.2800000011920929
2008-08-14,0.2800000011920929
2008-08-15,0.25999999046325684
2008-08-18,0.25999999046325684
2008-08-19,0.25999999046325684
2008-08-20,0.10000000149011612
2008-08-21,0.10999999940395355
2008-08-22,0.30000001192092896
2008-08-25,0.10999999940395355
2008-08-26,0.10999999940395355
2008-08-27,0.14000000059604645
2008-08-28,0.28999999165534973
2008-08-29,0.11999999731779099
2008-09-02,0.15000000596046448
2008-09-03,0.15000000596046448
2008-09-04,0.15000000596046448
2008-09-05,0.12999999523162842
2008-09-08,0.12999999523162842
2008-09-09,0.12999999523162842
2008-09-10,0.18000000715255737
2008-09-11,0.12999999523162842
2008-09-12,0.1599999964237213
2008-09-15,0.12999999523162842
2008-09-16,0.14000000059604645
2008-09-17,0.15000000596046448
2008-09-18,0.15000000596046448
2008-09-19,0.14000000059604645
2008-09-22,0.14000000059604645
2008-09-23,0.14000000059604645
2008-09-24,0.14000000059604645
2008-09-25,0.14000000059604645
2008-09-26,0.15000000596046448
2008-09-29,0.10999999940395355
2008-09-30,0.14000000059604645
2008-10-01,0.10999999940395355
2008-10-02,0.14000000059604645
2008-10-03,0.14000000059604645
2008-10-06,0.11999999731779099
2008-10-07,0.11999999731779099
2008-10-08,0.11999999731779099
2008-10-09,0.11999999731779099
2008-10-10,0.11999999731779099
2008-10-13,0.14000000059604645
2008-10-14,0.07000000029802322
2008-10-15,0.10000000149011612
2008-10-16,0.10000000149011612
2008-10-17,0.1599999964237213
2008-10-20,0.15000000596046448
2008-10-21,0.07999999821186066
2008-10-22,0.12999999523162842
2008-10-23,0.07999999821186066
2008-10-24,0.07999999821186066
2008-10-27,0.07999999821186066
2008-10-28,0.07999999821186066
2008-10-29,0.10000000149011612
2008-10-30,0.10000000149011612
2008-10-31,0.10999999940395355
2008-11-03,0.10000000149011612
2008-11-04,0.10000000149011612
2008-11-05,0.10000000149011612
2008-11-06,0.10000000149011612
2008-11-07,0.10000000149011612
2008-11-10,0.07999999821186066
2008-11-11,0.07999999821186066
2008-11-12,0.07999999821186066
