,CSOD
2011-09-29,13.369999885559082
2011-09-30,12.539999961853027
2011-10-03,12.4399995803833
2011-10-04,13.59000015258789
2011-10-05,13.699999809265137
2011-10-06,14.550000190734863
2011-10-07,14.279999732971191
2011-10-10,14.600000381469727
2011-10-11,14.899999618530273
2011-10-12,14.989999771118164
2011-10-13,14.829999923706055
2011-10-14,15.0
2011-10-17,14.720000267028809
2011-10-18,14.720000267028809
2011-10-19,14.350000381469727
2011-10-20,13.65999984741211
2011-10-21,14.380000114440918
2011-10-24,14.569999694824219
2011-10-25,13.899999618530273
2011-10-26,14.350000381469727
2011-10-27,15.350000381469727
2011-10-28,15.449999809265137
2011-10-31,14.40999984741211
2011-11-01,14.34000015258789
2011-11-02,14.609999656677246
2011-11-03,14.289999961853027
2011-11-04,13.989999771118164
2011-11-07,14.0
2011-11-08,15.100000381469727
2011-11-09,14.600000381469727
2011-11-10,14.6899995803833
2011-11-11,14.6899995803833
2011-11-14,14.630000114440918
2011-11-15,15.130000114440918
2011-11-16,15.699999809265137
2011-11-17,16.0
2011-11-18,16.06999969482422
2011-11-21,16.020000457763672
2011-11-22,16.049999237060547
2011-11-23,15.479999542236328
2011-11-25,15.350000381469727
2011-11-28,16.049999237060547
2011-11-29,15.920000076293945
2011-11-30,16.1200008392334
2011-12-01,16.239999771118164
2011-12-02,16.239999771118164
2011-12-05,18.200000762939453
2011-12-06,17.899999618530273
2011-12-07,17.799999237060547
2011-12-08,18.1200008392334
2011-12-09,18.75
2011-12-12,18.239999771118164
2011-12-13,18.34000015258789
2011-12-14,17.56999969482422
2011-12-15,17.799999237060547
2011-12-16,17.899999618530273
2011-12-19,18.170000076293945
2011-12-20,18.139999389648438
2011-12-21,17.979999542236328
2011-12-22,18.190000534057617
2011-12-23,18.239999771118164
2011-12-27,18.190000534057617
2011-12-28,18.139999389648438
2011-12-29,18.209999084472656
2011-12-30,18.239999771118164
2012-01-03,17.979999542236328
2012-01-04,17.860000610351562
2012-01-05,18.0
2012-01-06,17.68000030517578
2012-01-09,17.979999542236328
2012-01-10,18.049999237060547
2012-01-11,18.290000915527344
2012-01-12,18.270000457763672
2012-01-13,18.190000534057617
2012-01-17,18.170000076293945
2012-01-18,18.299999237060547
2012-01-19,18.25
2012-01-20,18.309999465942383
2012-01-23,18.139999389648438
2012-01-24,18.100000381469727
2012-01-25,18.270000457763672
2012-01-26,17.979999542236328
2012-01-27,18.149999618530273
2012-01-30,18.110000610351562
2012-01-31,18.25
2012-02-01,18.25
2012-02-02,18.299999237060547
2012-02-03,18.299999237060547
2012-02-06,17.799999237060547
2012-02-07,18.020000457763672
2012-02-08,17.780000686645508
2012-02-09,17.579999923706055
2012-02-10,18.09000015258789
2012-02-13,18.299999237060547
2012-02-14,18.350000381469727
2012-02-15,18.579999923706055
2012-02-16,18.780000686645508
2012-02-17,19.030000686645508
2012-02-21,19.90999984741211
2012-02-22,19.610000610351562
2012-02-23,20.229999542236328
2012-02-24,20.68000030517578
2012-02-27,20.780000686645508
2012-02-28,20.670000076293945
2012-02-29,20.739999771118164
2012-03-01,20.889999389648438
2012-03-02,21.200000762939453
2012-03-05,20.860000610351562
2012-03-06,20.549999237060547
2012-03-07,20.829999923706055
2012-03-08,22.1200008392334
2012-03-09,22.1299991607666
2012-03-12,20.979999542236328
2012-03-13,20.889999389648438
2012-03-14,20.489999771118164
2012-03-15,21.0
2012-03-16,20.459999084472656
2012-03-19,20.350000381469727
2012-03-20,20.200000762939453
2012-03-21,20.309999465942383
2012-03-22,20.31999969482422
2012-03-23,20.549999237060547
2012-03-26,21.729999542236328
2012-03-27,21.760000228881836
2012-03-28,21.6200008392334
2012-03-29,21.639999389648438
2012-03-30,21.84000015258789
2012-04-02,21.979999542236328
2012-04-03,21.6200008392334
2012-04-04,21.09000015258789
2012-04-05,21.579999923706055
2012-04-09,21.270000457763672
2012-04-10,20.450000762939453
2012-04-11,20.940000534057617
2012-04-12,21.25
2012-04-13,21.219999313354492
2012-04-16,20.889999389648438
2012-04-17,21.260000228881836
2012-04-18,21.8700008392334
2012-04-19,22.06999969482422
2012-04-20,22.229999542236328
2012-04-23,21.690000534057617
2012-04-24,20.790000915527344
2012-04-25,21.18000030517578
2012-04-26,21.350000381469727
2012-04-27,21.25
2012-04-30,20.780000686645508
2012-05-01,20.850000381469727
2012-05-02,20.950000762939453
2012-05-03,19.959999084472656
2012-05-04,19.739999771118164
2012-05-07,19.360000610351562
2012-05-08,18.68000030517578
2012-05-09,18.93000030517578
2012-05-10,18.729999542236328
2012-05-11,18.81999969482422
2012-05-14,18.309999465942383
2012-05-15,21.0
2012-05-16,20.40999984741211
2012-05-17,19.860000610351562
2012-05-18,19.610000610351562
2012-05-21,19.969999313354492
2012-05-22,19.989999771118164
2012-05-23,20.170000076293945
2012-05-24,20.149999618530273
2012-05-25,19.860000610351562
2012-05-29,19.81999969482422
2012-05-30,20.030000686645508
2012-05-31,20.049999237060547
2012-06-01,18.81999969482422
2012-06-04,18.479999542236328
2012-06-05,18.260000228881836
2012-06-06,20.190000534057617
2012-06-07,20.010000228881836
2012-06-08,20.350000381469727
2012-06-11,20.350000381469727
2012-06-12,20.15999984741211
2012-06-13,20.610000610351562
2012-06-14,21.06999969482422
2012-06-15,21.270000457763672
2012-06-18,22.010000228881836
2012-06-19,22.530000686645508
2012-06-20,22.219999313354492
2012-06-21,21.219999313354492
2012-06-22,21.90999984741211
2012-06-25,21.889999389648438
2012-06-26,21.729999542236328
2012-06-27,22.479999542236328
2012-06-28,22.40999984741211
2012-06-29,23.809999465942383
2012-07-02,23.8700008392334
2012-07-03,24.579999923706055
2012-07-05,24.610000610351562
2012-07-06,23.25
2012-07-09,22.649999618530273
2012-07-10,22.760000228881836
2012-07-11,22.90999984741211
2012-07-12,22.350000381469727
2012-07-13,23.450000762939453
2012-07-16,23.219999313354492
2012-07-17,23.5
2012-07-18,23.700000762939453
2012-07-19,23.899999618530273
2012-07-20,24.610000610351562
2012-07-23,23.790000915527344
2012-07-24,22.799999237060547
2012-07-25,23.09000015258789
2012-07-26,22.329999923706055
2012-07-27,23.59000015258789
2012-07-30,23.399999618530273
2012-07-31,23.780000686645508
2012-08-01,23.739999771118164
2012-08-02,23.940000534057617
2012-08-03,24.84000015258789
2012-08-06,25.200000762939453
2012-08-07,25.6200008392334
2012-08-08,25.989999771118164
2012-08-09,25.299999237060547
2012-08-10,26.18000030517578
2012-08-13,25.139999389648438
2012-08-14,24.3700008392334
2012-08-15,25.0
2012-08-16,25.139999389648438
2012-08-17,25.84000015258789
2012-08-20,25.610000610351562
2012-08-21,25.190000534057617
2012-08-22,26.270000457763672
2012-08-23,25.280000686645508
2012-08-24,25.100000381469727
2012-08-27,26.8700008392334
2012-08-28,27.469999313354492
2012-08-29,27.010000228881836
2012-08-30,26.290000915527344
2012-08-31,26.809999465942383
2012-09-04,26.729999542236328
2012-09-05,26.780000686645508
2012-09-06,28.030000686645508
2012-09-07,27.260000228881836
2012-09-10,27.31999969482422
2012-09-11,27.34000015258789
2012-09-12,27.65999984741211
2012-09-13,29.270000457763672
2012-09-14,29.549999237060547
2012-09-17,29.639999389648438
2012-09-18,30.15999984741211
2012-09-19,30.399999618530273
2012-09-20,30.270000457763672
2012-09-21,30.899999618530273
2012-09-24,30.780000686645508
2012-09-25,30.559999465942383
2012-09-26,30.1200008392334
2012-09-27,30.940000534057617
2012-09-28,30.65999984741211
2012-10-01,31.440000534057617
2012-10-02,31.84000015258789
2012-10-03,31.90999984741211
2012-10-04,32.220001220703125
2012-10-05,31.799999237060547
2012-10-08,31.739999771118164
2012-10-09,31.790000915527344
2012-10-10,31.690000534057617
2012-10-11,31.520000457763672
2012-10-12,32.09000015258789
2012-10-15,32.33000183105469
2012-10-16,32.209999084472656
2012-10-17,31.239999771118164
2012-10-18,29.989999771118164
2012-10-19,28.989999771118164
2012-10-22,28.850000381469727
2012-10-23,28.459999084472656
2012-10-24,28.34000015258789
2012-10-25,28.299999237060547
2012-10-26,28.200000762939453
2012-10-31,27.989999771118164
2012-11-01,28.93000030517578
2012-11-02,28.989999771118164
2012-11-05,28.989999771118164
2012-11-06,29.309999465942383
2012-11-07,28.31999969482422
2012-11-08,27.68000030517578
2012-11-09,27.610000610351562
2012-11-12,26.329999923706055
2012-11-13,27.280000686645508
2012-11-14,26.700000762939453
2012-11-15,27.049999237060547
2012-11-16,27.0
2012-11-19,27.280000686645508
2012-11-20,27.09000015258789
2012-11-21,27.600000381469727
2012-11-23,27.360000610351562
2012-11-26,27.510000228881836
2012-11-27,27.5
2012-11-28,27.899999618530273
2012-11-29,28.059999465942383
2012-11-30,28.040000915527344
2012-12-03,27.899999618530273
2012-12-04,27.75
2012-12-05,27.290000915527344
2012-12-06,27.239999771118164
2012-12-07,27.170000076293945
2012-12-10,27.1200008392334
2012-12-11,27.920000076293945
2012-12-12,27.530000686645508
2012-12-13,26.440000534057617
2012-12-14,26.030000686645508
2012-12-17,26.40999984741211
2012-12-18,27.84000015258789
2012-12-19,28.1299991607666
2012-12-20,28.540000915527344
2012-12-21,28.3799991607666
2012-12-24,28.459999084472656
2012-12-26,28.270000457763672
2012-12-27,28.59000015258789
2012-12-28,28.469999313354492
2012-12-31,29.530000686645508
2013-01-02,30.31999969482422
2013-01-03,29.8799991607666
2013-01-04,29.84000015258789
2013-01-07,30.649999618530273
2013-01-08,30.3799991607666
2013-01-09,31.260000228881836
2013-01-10,31.530000686645508
2013-01-11,31.079999923706055
2013-01-14,30.65999984741211
2013-01-15,30.719999313354492
2013-01-16,31.1299991607666
2013-01-17,30.479999542236328
2013-01-18,31.639999389648438
2013-01-22,31.3799991607666
2013-01-23,31.139999389648438
2013-01-24,31.399999618530273
2013-01-25,32.130001068115234
2013-01-28,32.13999938964844
2013-01-29,32.560001373291016
2013-01-30,32.61000061035156
2013-01-31,32.68000030517578
2013-02-01,33.970001220703125
2013-02-04,33.34000015258789
2013-02-05,33.61000061035156
2013-02-06,32.540000915527344
2013-02-07,31.489999771118164
2013-02-08,32.25
2013-02-11,32.79999923706055
2013-02-12,32.4900016784668
2013-02-13,31.06999969482422
2013-02-14,31.719999313354492
2013-02-15,30.90999984741211
2013-02-19,31.690000534057617
2013-02-20,31.739999771118164
2013-02-21,31.950000762939453
2013-02-22,33.060001373291016
2013-02-25,32.75
2013-02-26,32.68000030517578
2013-02-27,33.41999816894531
2013-02-28,33.86000061035156
2013-03-01,33.900001525878906
2013-03-04,34.97999954223633
2013-03-05,35.290000915527344
2013-03-06,35.150001525878906
2013-03-07,35.040000915527344
2013-03-08,35.25
2013-03-11,34.880001068115234
2013-03-12,34.790000915527344
2013-03-13,34.40999984741211
2013-03-14,34.400001525878906
2013-03-15,33.72999954223633
2013-03-18,33.529998779296875
2013-03-19,32.95000076293945
2013-03-20,33.34000015258789
2013-03-21,33.18000030517578
2013-03-22,33.36000061035156
2013-03-25,32.709999084472656
2013-03-26,33.25
2013-03-27,33.61000061035156
2013-03-28,34.099998474121094
2013-04-01,33.459999084472656
2013-04-02,33.56999969482422
2013-04-03,32.310001373291016
2013-04-04,32.06999969482422
2013-04-05,31.350000381469727
2013-04-08,31.729999542236328
2013-04-09,32.36000061035156
2013-04-10,32.279998779296875
2013-04-11,32.83000183105469
2013-04-12,33.31999969482422
2013-04-15,32.060001373291016
2013-04-16,33.189998626708984
2013-04-17,32.439998626708984
2013-04-18,32.720001220703125
2013-04-19,33.150001525878906
2013-04-22,33.290000915527344
2013-04-23,33.900001525878906
2013-04-24,33.15999984741211
2013-04-25,34.599998474121094
2013-04-26,34.06999969482422
2013-04-29,35.150001525878906
2013-04-30,36.279998779296875
2013-05-01,36.150001525878906
2013-05-02,36.56999969482422
2013-05-03,38.52000045776367
2013-05-06,38.34000015258789
2013-05-07,38.63999938964844
2013-05-08,39.08000183105469
2013-05-09,38.27000045776367
2013-05-10,38.75
2013-05-13,37.95000076293945
2013-05-14,39.15999984741211
2013-05-15,39.369998931884766
2013-05-16,39.83000183105469
2013-05-17,40.65999984741211
2013-05-20,41.13999938964844
2013-05-21,39.619998931884766
2013-05-22,39.9900016784668
2013-05-23,39.56999969482422
2013-05-24,39.130001068115234
2013-05-28,41.16999816894531
2013-05-29,40.31999969482422
2013-05-30,41.22999954223633
2013-05-31,40.63999938964844
2013-06-03,39.70000076293945
2013-06-04,39.209999084472656
2013-06-05,39.06999969482422
2013-06-06,39.86000061035156
2013-06-07,40.959999084472656
2013-06-10,41.540000915527344
2013-06-11,40.029998779296875
2013-06-12,42.029998779296875
2013-06-13,42.4900016784668
2013-06-14,44.09000015258789
2013-06-17,44.63999938964844
2013-06-18,44.75
2013-06-19,45.66999816894531
2013-06-20,44.380001068115234
2013-06-21,44.47999954223633
2013-06-24,44.43000030517578
2013-06-25,43.66999816894531
2013-06-26,44.18000030517578
2013-06-27,44.290000915527344
2013-06-28,43.29999923706055
2013-07-01,44.0099983215332
2013-07-02,44.43000030517578
2013-07-03,44.369998931884766
2013-07-05,44.380001068115234
2013-07-08,44.650001525878906
2013-07-09,44.939998626708984
2013-07-10,44.689998626708984
2013-07-11,45.619998931884766
2013-07-12,45.810001373291016
2013-07-15,45.27000045776367
2013-07-16,44.369998931884766
2013-07-17,44.810001373291016
2013-07-18,44.869998931884766
2013-07-19,44.279998779296875
2013-07-22,44.369998931884766
2013-07-23,44.040000915527344
2013-07-24,44.150001525878906
2013-07-25,44.560001373291016
2013-07-26,44.150001525878906
2013-07-29,43.900001525878906
2013-07-30,44.040000915527344
2013-07-31,44.040000915527344
2013-08-01,45.7599983215332
2013-08-02,46.119998931884766
2013-08-05,48.40999984741211
2013-08-06,47.40999984741211
2013-08-07,51.0099983215332
2013-08-08,52.529998779296875
2013-08-09,52.720001220703125
2013-08-12,52.630001068115234
2013-08-13,53.54999923706055
2013-08-14,52.560001373291016
2013-08-15,51.08000183105469
2013-08-16,50.72999954223633
2013-08-19,49.720001220703125
2013-08-20,50.90999984741211
2013-08-21,51.38999938964844
2013-08-22,52.25
2013-08-23,51.47999954223633
2013-08-26,51.209999084472656
2013-08-27,50.189998626708984
2013-08-28,50.400001525878906
2013-08-29,51.0099983215332
2013-08-30,51.5099983215332
2013-09-03,51.279998779296875
2013-09-04,51.619998931884766
2013-09-05,51.75
2013-09-06,52.810001373291016
2013-09-09,53.2599983215332
2013-09-10,53.33000183105469
2013-09-11,53.689998626708984
2013-09-12,54.599998474121094
2013-09-13,53.77000045776367
2013-09-16,53.68000030517578
2013-09-17,53.68000030517578
2013-09-18,53.90999984741211
2013-09-19,54.5
2013-09-20,54.040000915527344
2013-09-23,53.31999969482422
2013-09-24,52.5
2013-09-25,53.130001068115234
2013-09-26,53.11000061035156
2013-09-27,52.4900016784668
2013-09-30,51.439998626708984
2013-10-01,51.88999938964844
2013-10-02,52.43000030517578
2013-10-03,51.0099983215332
2013-10-04,51.33000183105469
2013-10-07,50.2400016784668
2013-10-08,47.90999984741211
2013-10-09,46.119998931884766
2013-10-10,49.56999969482422
2013-10-11,50.04999923706055
2013-10-14,50.22999954223633
2013-10-15,49.459999084472656
2013-10-16,50.279998779296875
2013-10-17,51.09000015258789
2013-10-18,51.97999954223633
2013-10-21,52.52000045776367
2013-10-22,50.63999938964844
2013-10-23,49.790000915527344
2013-10-24,51.4900016784668
2013-10-25,49.88999938964844
2013-10-28,49.56999969482422
2013-10-29,49.599998474121094
2013-10-30,48.689998626708984
2013-10-31,47.369998931884766
2013-11-01,45.54999923706055
2013-11-04,46.15999984741211
2013-11-05,52.27000045776367
2013-11-06,49.029998779296875
2013-11-07,48.209999084472656
2013-11-08,47.279998779296875
2013-11-11,47.279998779296875
2013-11-12,47.060001373291016
2013-11-13,48.61000061035156
2013-11-14,48.29999923706055
2013-11-15,48.7400016784668
2013-11-18,46.84000015258789
2013-11-19,46.439998626708984
2013-11-20,46.08000183105469
2013-11-21,47.34000015258789
2013-11-22,48.34000015258789
2013-11-25,47.810001373291016
2013-11-26,49.54999923706055
2013-11-27,49.970001220703125
2013-11-29,50.41999816894531
2013-12-02,49.90999984741211
2013-12-03,47.95000076293945
2013-12-04,48.09000015258789
2013-12-05,49.470001220703125
2013-12-06,49.83000183105469
2013-12-09,49.95000076293945
2013-12-10,49.47999954223633
2013-12-11,47.95000076293945
2013-12-12,47.810001373291016
2013-12-13,48.38999938964844
2013-12-16,50.06999969482422
2013-12-17,52.16999816894531
2013-12-18,51.79999923706055
2013-12-19,51.29999923706055
2013-12-20,52.209999084472656
2013-12-23,52.720001220703125
2013-12-24,53.040000915527344
2013-12-26,53.029998779296875
2013-12-27,52.79999923706055
2013-12-30,52.810001373291016
2013-12-31,53.310001373291016
2014-01-02,52.90999984741211
2014-01-03,53.90999984741211
2014-01-06,54.900001525878906
2014-01-07,56.470001220703125
2014-01-08,56.77000045776367
2014-01-09,55.83000183105469
2014-01-10,56.5099983215332
2014-01-13,53.65999984741211
2014-01-14,55.75
2014-01-15,55.40999984741211
2014-01-16,56.18000030517578
2014-01-17,56.220001220703125
2014-01-21,55.04999923706055
2014-01-22,55.619998931884766
2014-01-23,56.4900016784668
2014-01-24,56.380001068115234
2014-01-27,54.470001220703125
2014-01-28,54.9900016784668
2014-01-29,54.22999954223633
2014-01-30,56.779998779296875
2014-01-31,57.04999923706055
2014-02-03,55.81999969482422
2014-02-04,56.04999923706055
2014-02-05,54.439998626708984
2014-02-06,54.15999984741211
2014-02-07,55.400001525878906
2014-02-10,57.58000183105469
2014-02-11,58.36000061035156
2014-02-12,57.939998626708984
2014-02-13,58.869998931884766
2014-02-14,56.959999084472656
2014-02-18,60.849998474121094
2014-02-19,58.36000061035156
2014-02-20,57.810001373291016
2014-02-21,59.59000015258789
2014-02-24,59.86000061035156
2014-02-25,58.869998931884766
2014-02-26,60.470001220703125
2014-02-27,60.86000061035156
2014-02-28,58.380001068115234
2014-03-03,55.900001525878906
2014-03-04,57.310001373291016
2014-03-05,60.040000915527344
2014-03-06,58.099998474121094
2014-03-07,58.09000015258789
2014-03-10,57.13999938964844
2014-03-11,55.810001373291016
2014-03-12,56.09000015258789
2014-03-13,55.84000015258789
2014-03-14,56.119998931884766
2014-03-17,56.04999923706055
2014-03-18,57.599998474121094
2014-03-19,57.16999816894531
2014-03-20,56.099998474121094
2014-03-21,54.279998779296875
2014-03-24,51.119998931884766
2014-03-25,48.09000015258789
2014-03-26,45.959999084472656
2014-03-27,46.2599983215332
2014-03-28,46.38999938964844
2014-03-31,47.869998931884766
2014-04-01,49.529998779296875
2014-04-02,49.650001525878906
2014-04-03,45.52000045776367
2014-04-04,44.86000061035156
2014-04-07,44.20000076293945
2014-04-08,39.849998474121094
2014-04-09,41.0
2014-04-10,38.02000045776367
2014-04-11,37.38999938964844
2014-04-14,37.2400016784668
2014-04-15,38.529998779296875
2014-04-16,39.290000915527344
2014-04-17,39.310001373291016
2014-04-21,39.040000915527344
2014-04-22,40.029998779296875
2014-04-23,37.72999954223633
2014-04-24,36.939998626708984
2014-04-25,35.84000015258789
2014-04-28,34.59000015258789
2014-04-29,36.7599983215332
2014-04-30,36.7599983215332
2014-05-01,38.09000015258789
2014-05-02,39.439998626708984
2014-05-05,38.779998779296875
2014-05-06,37.84000015258789
2014-05-07,35.66999816894531
2014-05-08,35.459999084472656
2014-05-09,36.54999923706055
2014-05-12,39.2599983215332
2014-05-13,37.56999969482422
2014-05-14,37.25
2014-05-15,38.52000045776367
2014-05-16,38.65999984741211
2014-05-19,39.95000076293945
2014-05-20,40.310001373291016
2014-05-21,41.970001220703125
2014-05-22,42.790000915527344
2014-05-23,43.25
2014-05-27,43.20000076293945
2014-05-28,41.689998626708984
2014-05-29,41.939998626708984
2014-05-30,40.189998626708984
2014-06-02,39.5
2014-06-03,38.060001373291016
2014-06-04,38.029998779296875
2014-06-05,39.119998931884766
2014-06-06,39.720001220703125
2014-06-09,40.7400016784668
2014-06-10,39.900001525878906
2014-06-11,40.560001373291016
2014-06-12,40.04999923706055
2014-06-13,41.04999923706055
2014-06-16,43.540000915527344
2014-06-17,42.900001525878906
2014-06-18,44.349998474121094
2014-06-19,45.189998626708984
2014-06-20,45.31999969482422
2014-06-23,46.13999938964844
2014-06-24,45.04999923706055
2014-06-25,45.650001525878906
2014-06-26,45.9900016784668
2014-06-27,45.970001220703125
2014-06-30,46.02000045776367
2014-07-01,46.20000076293945
2014-07-02,46.099998474121094
2014-07-03,45.68000030517578
2014-07-07,42.5099983215332
2014-07-08,40.90999984741211
2014-07-09,41.70000076293945
2014-07-10,41.0
2014-07-11,41.2599983215332
2014-07-14,40.75
2014-07-15,40.4900016784668
2014-07-16,40.459999084472656
2014-07-17,38.5099983215332
2014-07-18,39.09000015258789
2014-07-21,39.22999954223633
2014-07-22,40.599998474121094
2014-07-23,40.08000183105469
2014-07-24,41.880001068115234
2014-07-25,41.529998779296875
2014-07-28,40.72999954223633
2014-07-29,42.18000030517578
2014-07-30,44.310001373291016
2014-07-31,41.84000015258789
2014-08-01,40.310001373291016
2014-08-04,41.97999954223633
2014-08-05,41.77000045776367
2014-08-06,40.29999923706055
2014-08-07,37.33000183105469
2014-08-08,36.72999954223633
2014-08-11,37.650001525878906
2014-08-12,38.119998931884766
2014-08-13,38.560001373291016
2014-08-14,38.349998474121094
2014-08-15,38.209999084472656
2014-08-18,39.220001220703125
2014-08-19,38.220001220703125
2014-08-20,36.689998626708984
2014-08-21,36.84000015258789
2014-08-22,36.470001220703125
2014-08-25,36.47999954223633
2014-08-26,38.459999084472656
2014-08-27,37.880001068115234
2014-08-28,36.75
2014-08-29,37.45000076293945
2014-09-02,37.97999954223633
2014-09-03,39.11000061035156
2014-09-04,39.040000915527344
2014-09-05,39.7400016784668
2014-09-08,40.79999923706055
2014-09-09,39.959999084472656
2014-09-10,40.65999984741211
2014-09-11,42.13999938964844
2014-09-12,43.279998779296875
2014-09-15,40.209999084472656
2014-09-16,40.630001068115234
2014-09-17,38.77000045776367
2014-09-18,36.79999923706055
2014-09-19,37.38999938964844
2014-09-22,35.189998626708984
2014-09-23,34.83000183105469
2014-09-24,36.290000915527344
2014-09-25,35.130001068115234
2014-09-26,35.369998931884766
2014-09-29,34.56999969482422
2014-09-30,34.40999984741211
2014-10-01,32.880001068115234
2014-10-02,34.36000061035156
2014-10-03,35.29999923706055
2014-10-06,34.20000076293945
2014-10-07,32.90999984741211
2014-10-08,32.72999954223633
2014-10-09,31.40999984741211
2014-10-10,30.3799991607666
2014-10-13,30.270000457763672
2014-10-14,31.31999969482422
2014-10-15,32.779998779296875
2014-10-16,33.130001068115234
2014-10-17,33.65999984741211
2014-10-20,34.29999923706055
2014-10-21,35.0
2014-10-22,33.790000915527344
2014-10-23,33.099998474121094
2014-10-24,33.630001068115234
2014-10-27,33.83000183105469
2014-10-28,36.0
2014-10-29,34.7599983215332
2014-10-30,35.189998626708984
2014-10-31,36.27000045776367
2014-11-03,34.0099983215332
2014-11-04,33.45000076293945
2014-11-05,32.75
2014-11-06,27.549999237060547
2014-11-07,28.020000457763672
2014-11-10,28.770000457763672
2014-11-11,29.059999465942383
2014-11-12,28.40999984741211
2014-11-13,28.549999237060547
2014-11-14,29.899999618530273
2014-11-17,30.209999084472656
2014-11-18,30.56999969482422
2014-11-19,29.84000015258789
2014-11-20,31.270000457763672
2014-11-21,31.06999969482422
2014-11-24,31.239999771118164
2014-11-25,31.18000030517578
2014-11-26,31.600000381469727
2014-11-28,31.770000457763672
2014-12-01,31.639999389648438
2014-12-02,32.91999816894531
2014-12-03,33.060001373291016
2014-12-04,33.130001068115234
2014-12-05,33.09000015258789
2014-12-08,33.970001220703125
2014-12-09,34.5099983215332
2014-12-10,34.029998779296875
2014-12-11,34.119998931884766
2014-12-12,34.029998779296875
2014-12-15,33.54999923706055
