,CENX
2005-01-20,24.799999237060547
2005-01-21,24.979999542236328
2005-01-24,24.790000915527344
2005-01-25,24.75
2005-01-26,24.979999542236328
2005-01-27,24.81999969482422
2005-01-28,24.34000015258789
2005-01-31,24.920000076293945
2005-02-01,25.0
2005-02-02,25.65999984741211
2005-02-03,25.780000686645508
2005-02-04,25.350000381469727
2005-02-07,25.0
2005-02-08,25.520000457763672
2005-02-09,24.709999084472656
2005-02-10,25.170000076293945
2005-02-11,25.8799991607666
2005-02-14,25.899999618530273
2005-02-15,26.0
2005-02-16,26.219999313354492
2005-02-17,27.15999984741211
2005-02-18,28.15999984741211
2005-02-22,28.0
2005-02-23,28.950000762939453
2005-02-24,31.360000610351562
2005-02-25,32.900001525878906
2005-02-28,32.5099983215332
2005-03-01,31.790000915527344
2005-03-02,31.489999771118164
2005-03-03,31.489999771118164
2005-03-04,32.84000015258789
2005-03-07,31.920000076293945
2005-03-08,31.739999771118164
2005-03-09,31.0
2005-03-10,31.18000030517578
2005-03-11,31.520000457763672
2005-03-14,31.399999618530273
2005-03-15,33.279998779296875
2005-03-16,32.91999816894531
2005-03-17,33.34000015258789
2005-03-18,33.4900016784668
2005-03-21,33.5099983215332
2005-03-22,33.630001068115234
2005-03-23,32.5
2005-03-24,33.029998779296875
2005-03-28,30.0
2005-03-29,28.850000381469727
2005-03-30,29.56999969482422
2005-03-31,30.260000228881836
2005-04-01,30.059999465942383
2005-04-04,30.420000076293945
2005-04-05,30.770000457763672
2005-04-06,31.149999618530273
2005-04-07,32.08000183105469
2005-04-08,30.84000015258789
2005-04-11,31.0
2005-04-12,30.860000610351562
2005-04-13,29.270000457763672
2005-04-14,27.450000762939453
2005-04-15,26.940000534057617
2005-04-18,27.520000457763672
2005-04-19,28.639999389648438
2005-04-20,27.8700008392334
2005-04-21,28.530000686645508
2005-04-22,27.850000381469727
2005-04-25,27.950000762939453
2005-04-26,26.729999542236328
2005-04-27,24.479999542236328
2005-04-28,23.030000686645508
2005-04-29,23.299999237060547
2005-05-02,23.579999923706055
2005-05-03,23.440000534057617
2005-05-04,24.329999923706055
2005-05-05,23.510000228881836
2005-05-06,23.489999771118164
2005-05-09,23.84000015258789
2005-05-10,22.790000915527344
2005-05-11,22.350000381469727
2005-05-12,20.81999969482422
2005-05-13,20.600000381469727
2005-05-16,20.469999313354492
2005-05-17,21.280000686645508
2005-05-18,21.84000015258789
2005-05-19,21.649999618530273
2005-05-20,21.700000762939453
2005-05-23,22.25
2005-05-24,21.8700008392334
2005-05-25,22.06999969482422
2005-05-26,22.510000228881836
2005-05-27,23.020000457763672
2005-05-31,22.40999984741211
2005-06-01,23.040000915527344
2005-06-02,23.149999618530273
2005-06-03,23.190000534057617
2005-06-06,22.809999465942383
2005-06-07,22.43000030517578
2005-06-08,22.84000015258789
2005-06-09,22.850000381469727
2005-06-10,23.0
2005-06-13,22.950000762939453
2005-06-14,22.56999969482422
2005-06-15,22.5
2005-06-16,23.040000915527344
2005-06-17,23.6200008392334
2005-06-20,23.09000015258789
2005-06-21,22.920000076293945
2005-06-22,22.56999969482422
2005-06-23,21.149999618530273
2005-06-24,20.670000076293945
2005-06-27,20.25
2005-06-28,20.350000381469727
2005-06-29,20.799999237060547
2005-06-30,20.399999618530273
2005-07-01,20.25
2005-07-05,20.81999969482422
2005-07-06,20.559999465942383
2005-07-07,20.600000381469727
2005-07-08,21.65999984741211
2005-07-11,23.899999618530273
2005-07-12,24.049999237060547
2005-07-13,24.110000610351562
2005-07-14,23.219999313354492
2005-07-15,23.15999984741211
2005-07-18,23.309999465942383
2005-07-19,23.760000228881836
2005-07-20,24.540000915527344
2005-07-21,24.670000076293945
2005-07-22,24.889999389648438
2005-07-25,24.280000686645508
2005-07-26,24.15999984741211
2005-07-27,23.719999313354492
2005-07-28,24.780000686645508
2005-07-29,24.469999313354492
2005-08-01,24.760000228881836
2005-08-02,25.780000686645508
2005-08-03,26.31999969482422
2005-08-04,25.799999237060547
2005-08-05,25.90999984741211
2005-08-08,25.780000686645508
2005-08-09,26.079999923706055
2005-08-10,26.1200008392334
2005-08-11,26.59000015258789
2005-08-12,27.149999618530273
2005-08-15,27.489999771118164
2005-08-16,27.110000610351562
2005-08-17,27.110000610351562
2005-08-18,26.149999618530273
2005-08-19,25.989999771118164
2005-08-22,26.56999969482422
2005-08-23,25.989999771118164
2005-08-24,24.8700008392334
2005-08-25,24.829999923706055
2005-08-26,24.479999542236328
2005-08-29,24.5
2005-08-30,24.31999969482422
2005-08-31,24.200000762939453
2005-09-01,25.110000610351562
2005-09-02,24.639999389648438
2005-09-06,24.8799991607666
2005-09-07,24.809999465942383
2005-09-08,24.6299991607666
2005-09-09,24.549999237060547
2005-09-12,24.690000534057617
2005-09-13,23.799999237060547
2005-09-14,23.68000030517578
2005-09-15,23.25
2005-09-16,23.239999771118164
2005-09-19,23.190000534057617
2005-09-20,22.829999923706055
2005-09-21,23.1299991607666
2005-09-22,22.600000381469727
2005-09-23,21.860000610351562
2005-09-26,22.450000762939453
2005-09-27,22.6299991607666
2005-09-28,22.56999969482422
2005-09-29,22.639999389648438
2005-09-30,22.479999542236328
2005-10-03,22.1299991607666
2005-10-04,21.6299991607666
2005-10-05,21.040000915527344
2005-10-06,21.030000686645508
2005-10-07,21.0
2005-10-10,20.75
2005-10-11,20.979999542236328
2005-10-12,20.700000762939453
2005-10-13,20.600000381469727
2005-10-14,21.15999984741211
2005-10-17,21.559999465942383
2005-10-18,20.579999923706055
2005-10-19,21.399999618530273
2005-10-20,21.059999465942383
2005-10-21,21.809999465942383
2005-10-24,22.389999389648438
2005-10-25,22.75
2005-10-26,19.219999313354492
2005-10-27,18.0
2005-10-28,17.8700008392334
2005-10-31,18.18000030517578
2005-11-01,18.190000534057617
2005-11-02,18.639999389648438
2005-11-03,18.829999923706055
2005-11-04,19.190000534057617
2005-11-07,19.440000534057617
2005-11-08,19.889999389648438
2005-11-09,20.59000015258789
2005-11-10,20.760000228881836
2005-11-11,20.360000610351562
2005-11-14,20.329999923706055
2005-11-15,20.3799991607666
2005-11-16,20.81999969482422
2005-11-17,20.889999389648438
2005-11-18,21.049999237060547
2005-11-21,21.5
2005-11-22,21.0
2005-11-23,21.639999389648438
2005-11-25,22.049999237060547
2005-11-28,21.940000534057617
2005-11-29,22.770000457763672
2005-11-30,23.149999618530273
2005-12-01,23.670000076293945
2005-12-02,23.5
2005-12-05,23.75
2005-12-06,24.809999465942383
2005-12-07,24.889999389648438
2005-12-08,24.690000534057617
2005-12-09,25.15999984741211
2005-12-12,24.079999923706055
2005-12-13,24.049999237060547
2005-12-14,23.670000076293945
2005-12-15,25.190000534057617
2005-12-16,24.8700008392334
2005-12-19,24.190000534057617
2005-12-20,24.139999389648438
2005-12-21,24.850000381469727
2005-12-22,25.780000686645508
2005-12-23,25.8799991607666
2005-12-27,25.450000762939453
2005-12-28,26.559999465942383
2005-12-29,26.59000015258789
2005-12-30,26.209999084472656
2006-01-03,27.68000030517578
2006-01-04,28.84000015258789
2006-01-05,28.739999771118164
2006-01-06,28.520000457763672
2006-01-09,29.139999389648438
2006-01-10,28.6200008392334
2006-01-11,28.309999465942383
2006-01-12,28.309999465942383
2006-01-13,28.790000915527344
2006-01-17,29.420000076293945
2006-01-18,28.979999542236328
2006-01-19,30.399999618530273
2006-01-20,29.459999084472656
2006-01-23,29.75
2006-01-24,30.889999389648438
2006-01-25,31.15999984741211
2006-01-26,33.439998626708984
2006-01-27,33.88999938964844
2006-01-30,33.709999084472656
2006-01-31,34.08000183105469
2006-02-01,35.130001068115234
2006-02-02,35.61000061035156
2006-02-03,35.7400016784668
2006-02-06,38.099998474121094
2006-02-07,36.470001220703125
2006-02-08,35.93000030517578
2006-02-09,36.20000076293945
2006-02-10,35.400001525878906
2006-02-13,34.22999954223633
2006-02-14,35.90999984741211
2006-02-15,35.900001525878906
2006-02-16,36.25
2006-02-17,36.470001220703125
2006-02-21,37.29999923706055
2006-02-22,37.52000045776367
2006-02-23,36.790000915527344
2006-02-24,36.470001220703125
2006-02-27,35.84000015258789
2006-02-28,35.59000015258789
2006-03-01,37.0099983215332
2006-03-02,37.849998474121094
2006-03-03,38.0099983215332
2006-03-06,37.540000915527344
2006-03-07,35.849998474121094
2006-03-08,34.779998779296875
2006-03-09,35.150001525878906
2006-03-10,35.470001220703125
2006-03-13,35.540000915527344
2006-03-14,36.0099983215332
2006-03-15,36.20000076293945
2006-03-16,36.0
2006-03-17,36.220001220703125
2006-03-20,36.119998931884766
2006-03-21,35.25
2006-03-22,35.560001373291016
2006-03-23,37.209999084472656
2006-03-24,38.2599983215332
2006-03-27,39.34000015258789
2006-03-28,39.959999084472656
2006-03-29,41.400001525878906
2006-03-30,43.41999816894531
2006-03-31,42.45000076293945
2006-04-03,43.650001525878906
2006-04-04,43.630001068115234
2006-04-05,48.70000076293945
2006-04-06,47.0
2006-04-07,46.790000915527344
2006-04-10,46.95000076293945
2006-04-11,46.61000061035156
2006-04-12,47.0099983215332
2006-04-13,47.5099983215332
2006-04-17,48.560001373291016
2006-04-18,51.150001525878906
2006-04-19,51.20000076293945
2006-04-20,49.2400016784668
2006-04-21,49.93000030517578
2006-04-24,49.20000076293945
2006-04-25,48.91999816894531
2006-04-26,49.029998779296875
2006-04-27,45.68000030517578
2006-04-28,47.61000061035156
2006-05-01,48.56999969482422
2006-05-02,50.77000045776367
2006-05-03,49.97999954223633
2006-05-04,51.2599983215332
2006-05-05,51.5
2006-05-08,53.86000061035156
2006-05-09,55.880001068115234
2006-05-10,55.15999984741211
2006-05-11,53.13999938964844
2006-05-12,50.40999984741211
2006-05-15,47.20000076293945
2006-05-16,47.33000183105469
2006-05-17,44.86000061035156
2006-05-18,43.09000015258789
2006-05-19,42.5
2006-05-22,40.33000183105469
2006-05-23,42.11000061035156
2006-05-24,41.9900016784668
2006-05-25,44.22999954223633
2006-05-26,44.689998626708984
2006-05-30,41.13999938964844
2006-05-31,41.650001525878906
2006-06-01,42.099998474121094
2006-06-02,41.939998626708984
2006-06-05,39.88999938964844
2006-06-06,39.34000015258789
2006-06-07,37.279998779296875
2006-06-08,36.4900016784668
2006-06-09,36.650001525878906
2006-06-12,34.9900016784668
2006-06-13,31.989999771118164
2006-06-14,32.43000030517578
2006-06-15,34.97999954223633
2006-06-16,34.04999923706055
2006-06-19,32.130001068115234
2006-06-20,32.25
2006-06-21,32.88999938964844
2006-06-22,32.54999923706055
2006-06-23,33.11000061035156
2006-06-26,33.86000061035156
2006-06-27,32.959999084472656
2006-06-28,32.97999954223633
2006-06-29,35.40999984741211
2006-06-30,35.689998626708984
2006-07-03,39.029998779296875
2006-07-05,37.25
2006-07-06,37.349998474121094
2006-07-07,37.11000061035156
2006-07-10,36.40999984741211
2006-07-11,35.61000061035156
2006-07-12,35.939998626708984
2006-07-13,34.22999954223633
2006-07-14,33.849998474121094
2006-07-17,32.7400016784668
2006-07-18,32.52000045776367
2006-07-19,34.20000076293945
2006-07-20,32.099998474121094
2006-07-21,30.950000762939453
2006-07-24,32.470001220703125
2006-07-25,32.41999816894531
2006-07-26,31.610000610351562
2006-07-27,30.729999542236328
2006-07-28,32.349998474121094
2006-07-31,30.8700008392334
2006-08-01,31.18000030517578
2006-08-02,34.79999923706055
2006-08-03,36.90999984741211
2006-08-04,35.189998626708984
2006-08-07,35.91999816894531
2006-08-08,35.52000045776367
2006-08-09,34.70000076293945
2006-08-10,34.56999969482422
2006-08-11,33.43000030517578
2006-08-14,32.9900016784668
2006-08-15,33.310001373291016
2006-08-16,34.75
2006-08-17,33.36000061035156
2006-08-18,34.70000076293945
2006-08-21,35.029998779296875
2006-08-22,33.86000061035156
2006-08-23,35.0
2006-08-24,33.95000076293945
2006-08-25,34.20000076293945
2006-08-28,33.84000015258789
2006-08-29,34.279998779296875
2006-08-30,34.70000076293945
2006-08-31,34.709999084472656
2006-09-01,35.400001525878906
2006-09-05,36.43000030517578
2006-09-06,34.43000030517578
2006-09-07,33.56999969482422
2006-09-08,33.2599983215332
2006-09-11,31.270000457763672
2006-09-12,32.150001525878906
2006-09-13,33.099998474121094
2006-09-14,32.619998931884766
2006-09-15,33.04999923706055
2006-09-18,33.45000076293945
2006-09-19,32.540000915527344
2006-09-20,31.809999465942383
2006-09-21,32.939998626708984
2006-09-22,32.54999923706055
2006-09-25,31.34000015258789
2006-09-26,31.809999465942383
2006-09-27,32.900001525878906
2006-09-28,32.369998931884766
2006-09-29,33.650001525878906
2006-10-02,33.04999923706055
2006-10-03,31.079999923706055
2006-10-04,30.899999618530273
2006-10-05,31.280000686645508
2006-10-06,31.139999389648438
2006-10-09,32.41999816894531
2006-10-10,33.540000915527344
2006-10-11,33.18000030517578
2006-10-12,34.540000915527344
2006-10-13,36.130001068115234
2006-10-16,36.88999938964844
2006-10-17,36.5
2006-10-18,36.189998626708984
2006-10-19,37.06999969482422
2006-10-20,36.68000030517578
2006-10-23,36.20000076293945
2006-10-24,36.66999816894531
2006-10-25,35.47999954223633
2006-10-26,35.349998474121094
2006-10-27,38.9900016784668
2006-10-30,37.439998626708984
2006-10-31,38.91999816894531
2006-11-01,36.79999923706055
2006-11-02,37.869998931884766
2006-11-03,37.58000183105469
2006-11-06,39.279998779296875
2006-11-07,38.66999816894531
2006-11-08,37.9900016784668
2006-11-09,39.959999084472656
2006-11-10,38.130001068115234
2006-11-13,37.45000076293945
2006-11-14,37.66999816894531
2006-11-15,37.70000076293945
2006-11-16,37.52000045776367
2006-11-17,37.27000045776367
2006-11-20,37.95000076293945
2006-11-21,39.4900016784668
2006-11-22,40.90999984741211
2006-11-24,40.45000076293945
2006-11-27,39.2599983215332
2006-11-28,39.5
2006-11-29,41.36000061035156
2006-11-30,42.66999816894531
2006-12-01,43.81999969482422
2006-12-04,45.349998474121094
2006-12-05,43.47999954223633
2006-12-06,43.70000076293945
2006-12-07,43.27000045776367
2006-12-08,43.59000015258789
2006-12-11,44.22999954223633
2006-12-12,43.75
2006-12-13,46.119998931884766
2006-12-14,45.2599983215332
2006-12-15,44.2599983215332
2006-12-18,43.349998474121094
2006-12-19,43.619998931884766
2006-12-20,42.5
2006-12-21,41.33000183105469
2006-12-22,42.279998779296875
2006-12-26,42.709999084472656
2006-12-27,44.18000030517578
2006-12-28,45.029998779296875
2006-12-29,44.650001525878906
2007-01-03,42.09000015258789
2007-01-04,42.040000915527344
2007-01-05,39.400001525878906
2007-01-08,40.20000076293945
2007-01-09,39.369998931884766
2007-01-10,41.130001068115234
2007-01-11,41.779998779296875
2007-01-12,43.029998779296875
2007-01-16,41.9900016784668
2007-01-17,42.290000915527344
2007-01-18,41.400001525878906
2007-01-19,42.279998779296875
2007-01-22,40.59000015258789
2007-01-23,41.95000076293945
2007-01-24,43.20000076293945
2007-01-25,43.040000915527344
2007-01-26,44.56999969482422
2007-01-29,43.61000061035156
2007-01-30,45.459999084472656
2007-01-31,45.58000183105469
2007-02-01,46.5
2007-02-02,44.5
2007-02-05,44.810001373291016
2007-02-06,45.7599983215332
2007-02-07,45.18000030517578
2007-02-08,44.43000030517578
2007-02-09,45.52000045776367
2007-02-12,45.65999984741211
2007-02-13,47.91999816894531
2007-02-14,47.290000915527344
2007-02-15,48.029998779296875
2007-02-16,47.7400016784668
2007-02-20,48.599998474121094
2007-02-21,49.279998779296875
2007-02-22,48.45000076293945
2007-02-23,47.43000030517578
2007-02-26,48.16999816894531
2007-02-27,44.86000061035156
2007-02-28,45.529998779296875
2007-03-01,45.029998779296875
2007-03-02,42.52000045776367
2007-03-05,41.529998779296875
2007-03-06,42.5099983215332
2007-03-07,42.79999923706055
2007-03-08,43.5099983215332
2007-03-09,43.81999969482422
2007-03-12,44.29999923706055
2007-03-13,42.689998626708984
2007-03-14,43.79999923706055
2007-03-15,44.77000045776367
2007-03-16,44.68000030517578
2007-03-19,44.72999954223633
2007-03-20,45.5099983215332
2007-03-21,45.970001220703125
2007-03-22,46.11000061035156
2007-03-23,46.45000076293945
2007-03-26,46.72999954223633
2007-03-27,46.34000015258789
2007-03-28,45.70000076293945
2007-03-29,46.38999938964844
2007-03-30,46.880001068115234
2007-04-02,47.68000030517578
2007-04-03,48.22999954223633
2007-04-04,48.61000061035156
2007-04-05,48.0
2007-04-09,48.7400016784668
2007-04-10,48.75
2007-04-11,48.97999954223633
2007-04-12,48.97999954223633
2007-04-13,49.40999984741211
2007-04-16,49.970001220703125
2007-04-17,49.040000915527344
2007-04-18,48.4900016784668
2007-04-19,47.939998626708984
2007-04-20,48.119998931884766
2007-04-23,48.47999954223633
2007-04-24,48.90999984741211
2007-04-25,49.91999816894531
2007-04-26,49.380001068115234
2007-04-27,48.61000061035156
2007-04-30,47.310001373291016
2007-05-01,48.0099983215332
2007-05-02,49.150001525878906
2007-05-03,49.7400016784668
2007-05-04,49.529998779296875
2007-05-07,53.4900016784668
2007-05-08,54.0099983215332
2007-05-09,53.619998931884766
2007-05-10,53.43000030517578
2007-05-11,54.400001525878906
2007-05-14,55.380001068115234
2007-05-15,54.93000030517578
2007-05-16,55.66999816894531
2007-05-17,54.43000030517578
2007-05-18,54.709999084472656
2007-05-21,54.84000015258789
2007-05-22,55.130001068115234
2007-05-23,56.470001220703125
2007-05-24,54.369998931884766
2007-05-25,54.88999938964844
2007-05-29,54.90999984741211
2007-05-30,55.099998474121094
2007-05-31,56.34000015258789
2007-06-01,58.34000015258789
2007-06-04,57.97999954223633
2007-06-05,57.459999084472656
2007-06-06,55.27000045776367
2007-06-07,53.06999969482422
2007-06-08,52.84000015258789
2007-06-11,52.41999816894531
2007-06-12,52.5099983215332
2007-06-13,53.630001068115234
2007-06-14,54.43000030517578
2007-06-15,54.5
2007-06-18,55.16999816894531
2007-06-19,55.43000030517578
2007-06-20,54.5
2007-06-21,55.369998931884766
2007-06-22,54.88999938964844
2007-06-25,54.41999816894531
2007-06-26,53.38999938964844
2007-06-27,53.45000076293945
2007-06-28,53.880001068115234
2007-06-29,54.630001068115234
2007-07-02,56.189998626708984
2007-07-03,56.09000015258789
2007-07-05,57.459999084472656
2007-07-06,58.36000061035156
2007-07-09,59.95000076293945
2007-07-10,57.7599983215332
2007-07-11,60.130001068115234
2007-07-12,65.9000015258789
2007-07-13,65.69999694824219
2007-07-16,64.19000244140625
2007-07-17,64.68000030517578
2007-07-18,65.56999969482422
2007-07-19,66.72000122070312
2007-07-20,64.9000015258789
2007-07-23,64.30000305175781
2007-07-24,61.59000015258789
2007-07-25,60.619998931884766
2007-07-26,55.4900016784668
2007-07-27,52.77000045776367
2007-07-30,53.63999938964844
2007-07-31,51.540000915527344
2007-08-01,50.25
2007-08-02,49.5
2007-08-03,46.61000061035156
2007-08-06,46.54999923706055
2007-08-07,46.52000045776367
2007-08-08,47.459999084472656
2007-08-09,46.099998474121094
2007-08-10,46.7400016784668
2007-08-13,48.77000045776367
2007-08-14,45.29999923706055
2007-08-15,43.08000183105469
2007-08-16,42.08000183105469
2007-08-17,43.38999938964844
2007-08-20,43.189998626708984
2007-08-21,44.22999954223633
2007-08-22,46.91999816894531
2007-08-23,46.290000915527344
2007-08-24,49.060001373291016
2007-08-27,47.75
2007-08-28,44.97999954223633
2007-08-29,47.349998474121094
2007-08-30,47.529998779296875
2007-08-31,49.18000030517578
2007-09-04,50.38999938964844
2007-09-05,51.70000076293945
2007-09-06,51.61000061035156
2007-09-07,49.2599983215332
2007-09-10,48.349998474121094
2007-09-11,47.9900016784668
2007-09-12,45.2599983215332
2007-09-13,46.130001068115234
2007-09-14,47.040000915527344
2007-09-17,45.900001525878906
2007-09-18,48.68000030517578
2007-09-19,49.29999923706055
2007-09-20,50.619998931884766
2007-09-21,49.9900016784668
2007-09-24,48.16999816894531
2007-09-25,48.08000183105469
2007-09-26,50.54999923706055
2007-09-27,53.720001220703125
2007-09-28,52.650001525878906
2007-10-01,54.45000076293945
2007-10-02,55.61000061035156
2007-10-03,55.040000915527344
2007-10-04,55.209999084472656
2007-10-05,57.939998626708984
2007-10-08,56.81999969482422
2007-10-09,58.65999984741211
2007-10-10,57.150001525878906
2007-10-11,55.970001220703125
2007-10-12,56.59000015258789
2007-10-15,54.81999969482422
2007-10-16,55.0
2007-10-17,55.72999954223633
2007-10-18,57.61000061035156
2007-10-19,56.040000915527344
2007-10-22,57.06999969482422
2007-10-23,57.2400016784668
2007-10-24,55.83000183105469
2007-10-25,57.63999938964844
2007-10-26,58.02000045776367
2007-10-29,59.02000045776367
2007-10-30,57.09000015258789
2007-10-31,58.189998626708984
2007-11-01,55.20000076293945
2007-11-02,56.77000045776367
2007-11-05,55.77000045776367
2007-11-06,58.060001373291016
2007-11-07,55.349998474121094
2007-11-08,57.43000030517578
2007-11-09,56.45000076293945
2007-11-12,52.779998779296875
2007-11-13,54.689998626708984
2007-11-14,54.13999938964844
2007-11-15,52.11000061035156
2007-11-16,52.38999938964844
2007-11-19,50.56999969482422
2007-11-20,52.0
2007-11-21,49.7599983215332
2007-11-23,50.79999923706055
2007-11-26,50.86000061035156
2007-11-27,51.20000076293945
2007-11-28,56.13999938964844
2007-11-29,57.31999969482422
2007-11-30,57.34000015258789
2007-12-03,56.77000045776367
2007-12-04,55.7400016784668
2007-12-05,56.529998779296875
2007-12-06,56.93000030517578
2007-12-07,58.189998626708984
2007-12-10,58.93000030517578
2007-12-11,55.400001525878906
2007-12-12,57.40999984741211
2007-12-13,56.77000045776367
2007-12-14,53.9900016784668
2007-12-17,51.43000030517578
2007-12-18,51.970001220703125
2007-12-19,52.02000045776367
2007-12-20,53.11000061035156
2007-12-21,53.77000045776367
2007-12-24,54.59000015258789
2007-12-26,54.689998626708984
2007-12-27,53.59000015258789
2007-12-28,54.0099983215332
2007-12-31,53.939998626708984
2008-01-02,54.150001525878906
2008-01-03,54.83000183105469
2008-01-04,51.04999923706055
2008-01-07,49.93000030517578
2008-01-08,47.61000061035156
2008-01-09,48.099998474121094
2008-01-10,49.22999954223633
2008-01-11,47.939998626708984
2008-01-14,50.130001068115234
2008-01-15,48.349998474121094
2008-01-16,49.06999969482422
2008-01-17,43.40999984741211
2008-01-18,43.209999084472656
2008-01-22,42.709999084472656
2008-01-23,42.4900016784668
2008-01-24,44.38999938964844
2008-01-25,45.720001220703125
2008-01-28,46.349998474121094
2008-01-29,50.86000061035156
2008-01-30,51.209999084472656
2008-01-31,51.9900016784668
2008-02-01,55.58000183105469
2008-02-04,55.9900016784668
2008-02-05,53.310001373291016
2008-02-06,52.31999969482422
2008-02-07,53.79999923706055
2008-02-08,54.599998474121094
2008-02-11,57.310001373291016
2008-02-12,56.90999984741211
2008-02-13,60.66999816894531
2008-02-14,59.369998931884766
2008-02-15,62.84000015258789
2008-02-19,61.75
2008-02-20,64.55999755859375
2008-02-21,65.37000274658203
2008-02-22,65.62000274658203
2008-02-25,68.58000183105469
2008-02-26,68.16000366210938
2008-02-27,68.97000122070312
2008-02-28,69.91000366210938
2008-02-29,66.12999725341797
2008-03-03,68.23999786376953
2008-03-04,66.87999725341797
2008-03-05,70.4000015258789
2008-03-06,69.45999908447266
2008-03-07,66.77999877929688
2008-03-10,64.22000122070312
2008-03-11,67.5
2008-03-12,66.62999725341797
2008-03-13,68.5
2008-03-14,66.6500015258789
2008-03-17,63.47999954223633
2008-03-18,66.76000213623047
2008-03-19,59.02000045776367
2008-03-20,58.630001068115234
2008-03-24,61.68000030517578
2008-03-25,64.77999877929688
2008-03-26,67.19999694824219
2008-03-27,66.16000366210938
2008-03-28,65.19999694824219
2008-03-31,66.23999786376953
2008-04-01,66.94000244140625
2008-04-02,68.45999908447266
2008-04-03,68.80000305175781
2008-04-04,70.0
2008-04-07,69.30000305175781
2008-04-08,70.87000274658203
2008-04-09,70.95999908447266
2008-04-10,70.29000091552734
2008-04-11,70.05000305175781
2008-04-14,68.91999816894531
2008-04-15,68.55999755859375
2008-04-16,72.3499984741211
2008-04-17,73.6500015258789
2008-04-18,71.66999816894531
2008-04-21,73.31999969482422
2008-04-22,71.80999755859375
2008-04-23,73.88999938964844
2008-04-24,69.33000183105469
2008-04-25,65.93000030517578
2008-04-28,71.0999984741211
2008-04-29,67.31999969482422
2008-04-30,69.29000091552734
2008-05-01,66.22000122070312
2008-05-02,69.44999694824219
2008-05-05,70.31999969482422
2008-05-06,72.33999633789062
2008-05-07,70.95999908447266
2008-05-08,73.80999755859375
2008-05-09,72.87000274658203
2008-05-12,73.43000030517578
2008-05-13,74.97000122070312
2008-05-14,76.5199966430664
2008-05-15,77.58000183105469
2008-05-16,79.51000213623047
2008-05-19,78.63999938964844
2008-05-20,79.98999786376953
2008-05-21,76.77999877929688
2008-05-22,76.0199966430664
2008-05-23,75.30999755859375
2008-05-27,73.66000366210938
2008-05-28,75.5199966430664
2008-05-29,73.12000274658203
2008-05-30,73.0
2008-06-02,74.91999816894531
2008-06-03,72.4000015258789
2008-06-04,70.6500015258789
2008-06-05,71.30999755859375
2008-06-06,73.18000030517578
2008-06-09,72.73999786376953
2008-06-10,70.30999755859375
2008-06-11,67.16999816894531
2008-06-12,65.87999725341797
2008-06-13,70.69000244140625
2008-06-16,70.55999755859375
2008-06-17,71.6500015258789
2008-06-18,70.30999755859375
2008-06-19,69.86000061035156
2008-06-20,68.44999694824219
2008-06-23,69.26000213623047
2008-06-24,67.48999786376953
2008-06-25,65.20999908447266
2008-06-26,66.55000305175781
2008-06-27,66.5999984741211
2008-06-30,66.48999786376953
2008-07-01,63.619998931884766
2008-07-02,59.20000076293945
2008-07-03,57.880001068115234
2008-07-07,61.150001525878906
2008-07-08,57.560001373291016
2008-07-09,56.90999984741211
2008-07-10,62.54999923706055
2008-07-11,64.69999694824219
2008-07-14,63.7599983215332
2008-07-15,62.91999816894531
2008-07-16,61.0
2008-07-17,56.29999923706055
2008-07-18,53.41999816894531
2008-07-21,56.29999923706055
2008-07-22,53.34000015258789
2008-07-23,51.36000061035156
2008-07-24,51.08000183105469
2008-07-25,53.91999816894531
2008-07-28,58.0
2008-07-29,58.7400016784668
2008-07-30,61.88999938964844
2008-07-31,59.41999816894531
2008-08-01,55.90999984741211
2008-08-04,52.5099983215332
2008-08-05,49.81999969482422
2008-08-06,52.08000183105469
2008-08-07,51.31999969482422
2008-08-08,49.66999816894531
2008-08-11,47.220001220703125
2008-08-12,46.959999084472656
2008-08-13,50.29999923706055
2008-08-14,48.689998626708984
2008-08-15,47.20000076293945
2008-08-18,46.13999938964844
2008-08-19,46.2599983215332
2008-08-20,46.72999954223633
2008-08-21,47.75
2008-08-22,46.93000030517578
2008-08-25,45.9900016784668
2008-08-26,46.400001525878906
2008-08-27,49.83000183105469
2008-08-28,49.4900016784668
2008-08-29,48.7599983215332
2008-09-02,44.970001220703125
2008-09-03,43.439998626708984
2008-09-04,40.119998931884766
2008-09-05,41.22999954223633
2008-09-08,39.70000076293945
2008-09-09,37.290000915527344
2008-09-10,39.560001373291016
2008-09-11,39.18000030517578
2008-09-12,41.22999954223633
2008-09-15,36.61000061035156
2008-09-16,38.880001068115234
2008-09-17,37.790000915527344
2008-09-18,36.849998474121094
2008-09-19,40.22999954223633
2008-09-22,40.22999954223633
2008-09-23,35.68000030517578
2008-09-24,35.58000183105469
2008-09-25,35.40999984741211
2008-09-26,33.279998779296875
2008-09-29,26.149999618530273
2008-09-30,27.690000534057617
2008-10-01,26.530000686645508
2008-10-02,22.549999237060547
2008-10-03,20.959999084472656
2008-10-06,18.100000381469727
2008-10-07,17.899999618530273
2008-10-08,17.3799991607666
2008-10-09,15.0600004196167
2008-10-10,13.1899995803833
2008-10-13,16.06999969482422
2008-10-14,15.329999923706055
2008-10-15,11.029999732971191
2008-10-16,13.789999961853027
2008-10-17,13.59000015258789
2008-10-20,15.229999542236328
2008-10-21,13.930000305175781
2008-10-22,11.279999732971191
2008-10-23,9.640000343322754
