,BPYPP
2019-03-14,24.6299991607666
2019-03-15,24.799999237060547
2019-03-18,24.81999969482422
2019-03-19,24.850000381469727
2019-03-20,24.81999969482422
2019-03-21,24.790000915527344
2019-03-22,24.799999237060547
2019-03-25,24.770000457763672
2019-03-26,24.81999969482422
2019-03-27,24.829999923706055
2019-03-28,24.849000930786133
2019-03-29,24.829999923706055
2019-04-01,24.850000381469727
2019-04-02,24.889999389648438
2019-04-03,24.969999313354492
2019-04-04,25.020000457763672
2019-04-05,24.969999313354492
2019-04-08,25.020000457763672
2019-04-09,24.90999984741211
2019-04-10,25.100000381469727
2019-04-11,25.079999923706055
2019-04-12,25.1299991607666
2019-04-15,25.170000076293945
2019-04-16,25.075000762939453
2019-04-17,25.040000915527344
2019-04-18,25.09000015258789
2019-04-22,25.049999237060547
2019-04-23,25.09000015258789
2019-04-24,25.149999618530273
2019-04-25,25.190000534057617
2019-04-26,25.200000762939453
2019-04-29,25.190000534057617
2019-04-30,25.100000381469727
2019-05-01,25.099000930786133
2019-05-02,25.0939998626709
2019-05-03,25.09000015258789
2019-05-06,25.076000213623047
2019-05-07,25.049999237060547
2019-05-08,25.06999969482422
2019-05-09,25.049999237060547
2019-05-10,25.049999237060547
2019-05-13,24.969999313354492
2019-05-14,25.030000686645508
2019-05-15,25.1299991607666
2019-05-16,25.1299991607666
2019-05-17,25.1299991607666
2019-05-20,25.100000381469727
2019-05-21,25.170000076293945
2019-05-22,25.190000534057617
2019-05-23,25.219999313354492
2019-05-24,25.219999313354492
2019-05-28,25.299999237060547
2019-05-29,25.299999237060547
2019-05-30,24.979999542236328
2019-05-31,24.959999084472656
2019-06-03,24.959999084472656
2019-06-04,25.049999237060547
2019-06-05,25.06999969482422
2019-06-06,25.079999923706055
2019-06-07,25.09000015258789
2019-06-10,25.010000228881836
2019-06-11,25.1200008392334
2019-06-12,25.040000915527344
2019-06-13,25.040000915527344
2019-06-14,25.139999389648438
2019-06-17,25.190000534057617
2019-06-18,25.149999618530273
2019-06-19,25.200000762939453
2019-06-20,25.31999969482422
2019-06-21,25.200000762939453
2019-06-24,25.110000610351562
2019-06-25,25.14299964904785
2019-06-26,25.079999923706055
2019-06-27,25.100000381469727
2019-06-28,25.209999084472656
2019-07-01,25.06999969482422
2019-07-02,25.149999618530273
2019-07-03,25.100000381469727
2019-07-05,25.15999984741211
2019-07-08,25.139999389648438
2019-07-09,25.079999923706055
2019-07-10,25.18000030517578
2019-07-11,25.149999618530273
2019-07-12,25.239999771118164
2019-07-15,25.229999542236328
2019-07-16,25.34000015258789
2019-07-17,25.3799991607666
2019-07-18,25.389999389648438
2019-07-19,25.420000076293945
2019-07-22,25.479999542236328
2019-07-23,25.540000915527344
2019-07-24,25.700000762939453
2019-07-25,25.770000457763672
2019-07-26,25.8799991607666
2019-07-29,25.600000381469727
2019-07-30,25.690000534057617
2019-07-31,25.68000030517578
2019-08-01,25.670000076293945
2019-08-02,25.649999618530273
2019-08-05,25.459999084472656
2019-08-06,25.549999237060547
2019-08-07,25.549999237060547
2019-08-08,25.549999237060547
2019-08-09,25.670000076293945
2019-08-12,25.729999542236328
2019-08-13,25.700000762939453
2019-08-14,25.690000534057617
2019-08-15,25.65999984741211
2019-08-16,25.739999771118164
2019-08-19,25.790000915527344
2019-08-20,25.799999237060547
2019-08-21,25.850000381469727
2019-08-22,25.920000076293945
2019-08-23,26.0
2019-08-26,25.959999084472656
2019-08-27,26.100000381469727
2019-08-28,26.1299991607666
2019-08-29,25.93000030517578
2019-08-30,25.899999618530273
2019-09-03,25.799999237060547
2019-09-04,25.889999389648438
2019-09-05,25.920000076293945
2019-09-06,26.040000915527344
2019-09-09,25.950000762939453
2019-09-10,26.010000228881836
2019-09-11,26.0
2019-09-12,26.010000228881836
2019-09-13,25.700000762939453
2019-09-16,25.670000076293945
2019-09-17,25.850000381469727
2019-09-18,25.860000610351562
2019-09-19,25.940000534057617
2019-09-20,26.0
2019-09-23,25.959999084472656
2019-09-24,26.0
2019-09-25,26.06999969482422
2019-09-26,25.959999084472656
2019-09-27,26.100000381469727
2019-09-30,26.229999542236328
2019-10-01,26.25
2019-10-02,26.079999923706055
2019-10-03,26.100000381469727
2019-10-04,26.065000534057617
2019-10-07,26.1299991607666
2019-10-08,26.139999389648438
2019-10-09,26.149999618530273
2019-10-10,26.149999618530273
2019-10-11,26.100000381469727
2019-10-14,26.350000381469727
2019-10-15,26.299999237060547
2019-10-16,26.270000457763672
2019-10-17,26.479999542236328
2019-10-18,26.579999923706055
2019-10-21,26.799999237060547
2019-10-22,26.889999389648438
2019-10-23,26.90999984741211
2019-10-24,26.899999618530273
2019-10-25,26.829999923706055
2019-10-28,26.540000915527344
2019-10-29,26.450000762939453
2019-10-30,26.709999084472656
2019-10-31,26.709999084472656
2019-11-01,26.600000381469727
2019-11-04,26.56999969482422
2019-11-05,26.56999969482422
2019-11-06,26.25
2019-11-07,26.170000076293945
2019-11-08,26.110000610351562
2019-11-11,26.190000534057617
2019-11-12,26.1200008392334
2019-11-13,26.06999969482422
2019-11-14,26.059999465942383
2019-11-15,26.0
2019-11-18,26.15399932861328
2019-11-19,26.170000076293945
2019-11-20,25.950000762939453
2019-11-21,26.1299991607666
2019-11-22,26.059999465942383
2019-11-25,26.110000610351562
2019-11-26,26.09000015258789
2019-11-27,26.100000381469727
2019-11-29,25.510000228881836
2019-12-02,25.3799991607666
2019-12-03,25.5
2019-12-04,25.670000076293945
2019-12-05,25.639999389648438
2019-12-06,25.690000534057617
2019-12-09,25.700000762939453
2019-12-10,25.670000076293945
2019-12-11,25.770000457763672
2019-12-12,25.68000030517578
2019-12-13,25.709999084472656
2019-12-16,25.844999313354492
2019-12-17,25.82900047302246
2019-12-18,25.760000228881836
2019-12-19,25.799999237060547
2019-12-20,25.8700008392334
2019-12-23,25.84000015258789
2019-12-24,25.850000381469727
2019-12-26,25.959999084472656
2019-12-27,25.910999298095703
2019-12-30,25.920000076293945
2019-12-31,25.969999313354492
2020-01-02,26.049999237060547
2020-01-03,26.09000015258789
2020-01-06,26.15999984741211
2020-01-07,26.15999984741211
2020-01-08,26.110000610351562
2020-01-09,26.219999313354492
2020-01-10,26.190000534057617
2020-01-13,26.239999771118164
2020-01-14,26.290000915527344
2020-01-15,26.290000915527344
2020-01-16,26.190000534057617
2020-01-17,26.209999084472656
2020-01-21,26.270000457763672
2020-01-22,26.299999237060547
2020-01-23,26.350000381469727
2020-01-24,26.389999389648438
2020-01-27,26.299999237060547
2020-01-28,26.31999969482422
2020-01-29,26.3799991607666
2020-01-30,26.422000885009766
2020-01-31,26.600000381469727
2020-02-03,26.610000610351562
2020-02-04,26.790000915527344
2020-02-05,26.84000015258789
2020-02-06,26.93000030517578
2020-02-07,26.940000534057617
2020-02-10,26.729999542236328
2020-02-11,26.6299991607666
