,BPYPP
2020-02-12,26.65999984741211
2020-02-13,26.790000915527344
2020-02-14,26.610000610351562
2020-02-18,26.684999465942383
2020-02-19,26.510000228881836
2020-02-20,26.760000228881836
2020-02-21,26.610000610351562
2020-02-24,26.350000381469727
2020-02-25,25.860000610351562
2020-02-26,26.03499984741211
2020-02-27,25.420000076293945
2020-02-28,25.0
2020-03-02,25.25
2020-03-03,25.34000015258789
2020-03-04,25.75
2020-03-05,25.649999618530273
2020-03-06,25.170000076293945
2020-03-09,22.75
2020-03-10,24.260000228881836
2020-03-11,22.25
2020-03-12,21.59000015258789
2020-03-13,22.889999389648438
2020-03-16,19.110000610351562
2020-03-17,17.209999084472656
2020-03-18,12.3100004196167
2020-03-19,13.75
2020-03-20,13.020000457763672
2020-03-23,12.0
2020-03-24,14.78499984741211
2020-03-25,17.709999084472656
2020-03-26,19.489999771118164
2020-03-27,17.5
2020-03-30,17.65999984741211
2020-03-31,17.1299991607666
2020-04-01,16.729999542236328
2020-04-02,16.68000030517578
2020-04-03,16.600000381469727
2020-04-06,17.0
2020-04-07,18.079999923706055
2020-04-08,19.75
2020-04-09,21.290000915527344
2020-04-13,19.6200008392334
2020-04-14,20.93000030517578
2020-04-15,20.829999923706055
2020-04-16,20.920000076293945
2020-04-17,20.709999084472656
2020-04-20,20.5
2020-04-21,19.149999618530273
2020-04-22,19.809999465942383
2020-04-23,19.75
2020-04-24,19.799999237060547
2020-04-27,20.19499969482422
2020-04-28,20.59000015258789
2020-04-29,21.479999542236328
2020-04-30,21.450000762939453
2020-05-01,21.350000381469727
2020-05-04,21.469999313354492
2020-05-05,21.54599952697754
2020-05-06,20.610000610351562
2020-05-07,20.639999389648438
2020-05-08,21.25
2020-05-11,21.450000762939453
2020-05-12,21.0
2020-05-13,19.690000534057617
2020-05-14,19.399999618530273
2020-05-15,20.209999084472656
2020-05-18,19.899999618530273
2020-05-19,19.499000549316406
2020-05-20,19.690000534057617
2020-05-21,19.15999984741211
2020-05-22,19.399999618530273
2020-05-26,19.799999237060547
2020-05-27,20.479999542236328
2020-05-28,20.780000686645508
2020-05-29,20.190000534057617
2020-06-01,20.579999923706055
2020-06-02,20.229999542236328
2020-06-03,20.469999313354492
2020-06-04,20.940000534057617
2020-06-05,21.639999389648438
2020-06-08,22.25
2020-06-09,21.729999542236328
2020-06-10,21.489999771118164
2020-06-11,19.510000228881836
2020-06-12,19.790000915527344
2020-06-15,19.649999618530273
2020-06-16,20.100000381469727
2020-06-17,19.81999969482422
2020-06-18,19.780000686645508
2020-06-19,19.770000457763672
2020-06-22,19.6200008392334
2020-06-23,19.610000610351562
2020-06-24,18.969999313354492
2020-06-25,18.84000015258789
2020-06-26,17.979999542236328
2020-06-29,18.110000610351562
2020-06-30,18.280000686645508
2020-07-01,18.899999618530273
2020-07-02,19.139999389648438
2020-07-06,19.145000457763672
2020-07-07,18.90999984741211
2020-07-08,18.649999618530273
2020-07-09,18.8700008392334
2020-07-10,18.780000686645508
2020-07-13,18.700000762939453
2020-07-14,18.600000381469727
2020-07-15,19.079999923706055
2020-07-16,18.979999542236328
2020-07-17,19.25
2020-07-20,19.020000457763672
2020-07-21,19.270000457763672
2020-07-22,19.1200008392334
2020-07-23,19.09000015258789
2020-07-24,19.149999618530273
2020-07-27,19.290000915527344
2020-07-28,19.290000915527344
2020-07-29,19.87700080871582
2020-07-30,19.989999771118164
2020-07-31,20.049999237060547
2020-08-03,20.45400047302246
2020-08-04,20.100000381469727
2020-08-05,20.18000030517578
2020-08-06,19.649999618530273
2020-08-07,19.950000762939453
2020-08-10,20.059999465942383
2020-08-11,20.15999984741211
2020-08-12,21.389999389648438
2020-08-13,21.040000915527344
2020-08-14,21.575000762939453
2020-08-17,21.690000534057617
2020-08-18,22.200000762939453
2020-08-19,22.15999984741211
2020-08-20,21.75
2020-08-21,22.399999618530273
2020-08-24,22.469999313354492
2020-08-25,22.5
2020-08-26,22.770000457763672
2020-08-27,22.65999984741211
2020-08-28,22.549999237060547
2020-08-31,22.25
2020-09-01,22.200000762939453
2020-09-02,22.0
2020-09-03,22.0
2020-09-04,21.84000015258789
2020-09-08,21.770000457763672
2020-09-09,21.75
2020-09-10,21.40999984741211
2020-09-11,21.809999465942383
2020-09-14,21.809999465942383
2020-09-15,21.709999084472656
2020-09-16,21.510000228881836
2020-09-17,21.450000762939453
2020-09-18,21.690000534057617
2020-09-21,21.299999237060547
2020-09-22,21.299999237060547
2020-09-23,20.31999969482422
2020-09-24,20.25
2020-09-25,20.350000381469727
2020-09-28,20.950000762939453
2020-09-29,20.790000915527344
2020-09-30,20.170000076293945
2020-10-01,20.549999237060547
2020-10-02,20.329999923706055
2020-10-05,20.579999923706055
2020-10-06,20.479999542236328
2020-10-07,20.75
2020-10-08,21.479999542236328
2020-10-09,21.579999923706055
2020-10-12,21.6200008392334
2020-10-13,21.65999984741211
2020-10-14,21.06999969482422
2020-10-15,21.040000915527344
2020-10-16,21.190000534057617
2020-10-19,21.079999923706055
2020-10-20,21.34000015258789
2020-10-21,21.270000457763672
2020-10-22,21.56999969482422
2020-10-23,21.530000686645508
2020-10-26,21.350000381469727
2020-10-27,21.450000762939453
2020-10-28,21.020000457763672
2020-10-29,20.729999542236328
2020-10-30,20.8799991607666
2020-11-02,20.850000381469727
2020-11-03,20.690000534057617
2020-11-04,20.854999542236328
2020-11-05,21.010000228881836
2020-11-06,20.8700008392334
2020-11-09,21.770000457763672
2020-11-10,22.709999084472656
2020-11-11,22.924999237060547
2020-11-12,22.670000076293945
2020-11-13,23.049999237060547
2020-11-16,23.770000457763672
2020-11-17,23.825000762939453
2020-11-18,23.969999313354492
2020-11-19,23.739999771118164
2020-11-20,23.959999084472656
2020-11-23,24.270000457763672
2020-11-24,24.43000030517578
2020-11-25,24.579999923706055
2020-11-27,24.520000457763672
2020-11-30,24.479999542236328
2020-12-01,24.459999084472656
2020-12-02,24.610000610351562
2020-12-03,24.479999542236328
2020-12-04,24.5
2020-12-07,24.559999465942383
2020-12-08,24.530000686645508
2020-12-09,24.450000762939453
2020-12-10,24.360000610351562
2020-12-11,24.360000610351562
2020-12-14,24.299999237060547
2020-12-15,24.200000762939453
2020-12-16,24.149999618530273
2020-12-17,24.229999542236328
2020-12-18,24.15999984741211
2020-12-21,23.959999084472656
2020-12-22,23.510000228881836
2020-12-23,23.440000534057617
2020-12-24,23.510000228881836
2020-12-28,23.885000228881836
2020-12-29,23.860000610351562
2020-12-30,23.65999984741211
2020-12-31,23.40999984741211
2021-01-04,23.989999771118164
2021-01-05,24.479999542236328
2021-01-06,25.0
2021-01-07,24.59000015258789
2021-01-08,24.639999389648438
2021-01-11,24.40999984741211
2021-01-12,24.59000015258789
2021-01-13,24.559999465942383
2021-01-14,24.6200008392334
2021-01-15,24.670000076293945
2021-01-19,24.799999237060547
2021-01-20,24.777999877929688
2021-01-21,24.760000228881836
2021-01-22,24.889999389648438
2021-01-25,24.829999923706055
2021-01-26,24.799999237060547
2021-01-27,24.6200008392334
2021-01-28,24.739999771118164
2021-01-29,24.729999542236328
2021-02-01,24.700000762939453
2021-02-02,24.68000030517578
2021-02-03,24.559999465942383
2021-02-04,24.889999389648438
2021-02-05,24.940000534057617
2021-02-08,25.0
2021-02-09,24.989999771118164
2021-02-10,24.969999313354492
2021-02-11,24.700000762939453
2021-02-12,24.75
2021-02-16,24.3799991607666
2021-02-17,24.43000030517578
2021-02-18,24.540000915527344
2021-02-19,24.450000762939453
2021-02-22,24.5
2021-02-23,24.510000228881836
2021-02-24,24.59000015258789
2021-02-25,24.40999984741211
2021-02-26,24.3799991607666
2021-03-01,24.600000381469727
2021-03-02,24.549999237060547
2021-03-03,24.649999618530273
2021-03-04,24.84000015258789
2021-03-05,24.649999618530273
2021-03-08,25.0
2021-03-09,25.0
2021-03-10,25.19300079345703
2021-03-11,25.184999465942383
2021-03-12,25.079999923706055
2021-03-15,25.100000381469727
2021-03-16,25.149999618530273
2021-03-17,24.989999771118164
2021-03-18,24.700000762939453
2021-03-19,24.809999465942383
2021-03-22,25.200000762939453
2021-03-23,25.204999923706055
2021-03-24,25.209999084472656
2021-03-25,25.190000534057617
2021-03-26,25.200000762939453
2021-03-29,25.170000076293945
2021-03-30,25.200000762939453
2021-03-31,25.899999618530273
2021-04-01,25.770000457763672
2021-04-05,25.799999237060547
2021-04-06,25.570999145507812
2021-04-07,25.15999984741211
2021-04-08,25.229999542236328
2021-04-09,25.121999740600586
2021-04-12,25.389999389648438
2021-04-13,25.260000228881836
2021-04-14,25.290000915527344
2021-04-15,25.209999084472656
2021-04-16,25.219999313354492
2021-04-19,25.31999969482422
2021-04-20,25.295000076293945
2021-04-21,25.389999389648438
2021-04-22,25.489999771118164
2021-04-23,25.760000228881836
2021-04-26,25.829999923706055
2021-04-27,25.649999618530273
2021-04-28,25.799999237060547
2021-04-29,25.76300048828125
2021-04-30,25.43000030517578
2021-05-03,25.760000228881836
2021-05-04,25.760000228881836
2021-05-05,25.600000381469727
2021-05-06,25.600000381469727
2021-05-07,25.527000427246094
2021-05-10,25.440000534057617
2021-05-11,25.229999542236328
2021-05-12,25.040000915527344
2021-05-13,25.56999969482422
2021-05-14,25.541000366210938
