,BSDE
2019-08-30,26.440000534057617
2019-09-03,26.540000915527344
2019-09-04,26.600000381469727
2019-09-05,26.579999923706055
2019-09-06,26.610000610351562
2019-09-09,26.59000015258789
2019-09-10,26.489999771118164
2019-09-11,26.530000686645508
2019-09-12,26.520000457763672
2019-09-13,26.489999771118164
2019-09-16,26.520000457763672
2019-09-17,26.520000457763672
2019-09-18,26.5
2019-09-19,26.579999923706055
2019-09-20,26.59000015258789
2019-09-23,26.489999771118164
2019-09-24,26.520000457763672
2019-09-25,26.469999313354492
2019-09-26,26.510000228881836
2019-09-27,26.520000457763672
2019-09-30,26.549999237060547
2019-10-01,26.530000686645508
2019-10-02,26.559999465942383
2019-10-03,26.59000015258789
2019-10-04,26.6299991607666
2019-10-07,26.600000381469727
2019-10-08,26.6200008392334
2019-10-09,26.59000015258789
2019-10-10,26.549999237060547
2019-10-11,26.56999969482422
2019-10-14,26.540000915527344
2019-10-15,26.540000915527344
2019-10-16,26.549999237060547
2019-10-17,26.549999237060547
2019-10-18,26.639999389648438
2019-10-21,26.520000457763672
2019-10-22,26.530000686645508
2019-10-23,26.559999465942383
2019-10-24,26.59000015258789
2019-10-25,26.6200008392334
2019-10-28,26.540000915527344
2019-10-29,26.549999237060547
2019-10-30,26.579999923706055
2019-10-31,26.549999237060547
2019-11-01,26.56999969482422
2019-11-04,26.600000381469727
2019-11-05,26.59000015258789
2019-11-06,26.559999465942383
2019-11-07,26.56999969482422
2019-11-08,26.59000015258789
2019-11-11,26.59000015258789
2019-11-12,26.59000015258789
2019-11-13,26.600000381469727
2019-11-14,26.600000381469727
2019-11-15,26.600000381469727
2019-11-18,26.520000457763672
2019-11-19,26.540000915527344
2019-11-20,26.510000228881836
2019-11-21,26.510000228881836
2019-11-22,26.530000686645508
2019-11-25,26.559999465942383
2019-11-26,26.56999969482422
2019-11-27,26.549999237060547
2019-11-29,26.540000915527344
2019-12-02,26.540000915527344
2019-12-03,26.520000457763672
2019-12-04,26.549999237060547
2019-12-05,26.59000015258789
2019-12-06,26.579999923706055
2019-12-09,26.600000381469727
2019-12-10,26.6299991607666
2019-12-11,26.68000030517578
2019-12-12,26.670000076293945
2019-12-13,26.739999771118164
2019-12-16,26.690000534057617
2019-12-17,26.709999084472656
2019-12-18,26.709999084472656
2019-12-19,26.729999542236328
2019-12-20,26.719999313354492
2019-12-23,26.520000457763672
2019-12-24,26.530000686645508
2019-12-26,26.549999237060547
2019-12-27,26.59000015258789
2019-12-30,26.610000610351562
2019-12-31,26.6299991607666
2020-01-02,26.65999984741211
2020-01-03,26.6200008392334
2020-01-06,26.6200008392334
2020-01-07,26.639999389648438
2020-01-08,26.639999389648438
2020-01-09,26.649999618530273
2020-01-10,26.649999618530273
2020-01-13,26.68000030517578
2020-01-14,26.690000534057617
2020-01-15,26.760000228881836
2020-01-16,26.790000915527344
2020-01-17,26.770000457763672
2020-01-21,26.65999984741211
2020-01-22,26.709999084472656
2020-01-23,26.739999771118164
2020-01-24,26.739999771118164
2020-01-27,26.729999542236328
2020-01-28,26.760000228881836
2020-01-29,26.75
2020-01-30,26.639999389648438
2020-01-31,26.84000015258789
2020-02-03,25.809999465942383
2020-02-04,26.8700008392334
2020-02-05,26.889999389648438
2020-02-06,26.979999542236328
2020-02-07,26.8700008392334
2020-02-10,26.8700008392334
2020-02-11,26.940000534057617
2020-02-12,26.940000534057617
2020-02-13,26.93000030517578
2020-02-14,26.93000030517578
2020-02-18,26.93000030517578
2020-02-19,26.93000030517578
2020-02-20,26.969999313354492
2020-02-21,26.959999084472656
2020-02-24,26.790000915527344
2020-02-25,26.790000915527344
2020-02-26,26.790000915527344
2020-02-27,26.600000381469727
2020-02-28,26.40999984741211
2020-03-02,26.40999984741211
2020-03-03,26.81999969482422
2020-03-04,26.81999969482422
2020-03-05,26.81999969482422
2020-03-06,26.81999969482422
2020-03-09,25.15999984741211
2020-03-10,25.399999618530273
2020-03-11,25.25
2020-03-12,24.6299991607666
2020-03-13,24.729999542236328
2020-03-16,23.639999389648438
2020-03-17,23.290000915527344
2020-03-18,21.889999389648438
2020-03-19,22.100000381469727
2020-03-20,22.1200008392334
2020-03-23,21.479999542236328
2020-03-24,22.149999618530273
2020-03-25,22.739999771118164
2020-03-26,23.360000610351562
2020-03-27,23.440000534057617
2020-03-30,23.3700008392334
2020-03-31,23.43000030517578
2020-04-01,23.18000030517578
2020-04-02,23.170000076293945
2020-04-03,23.139999389648438
2020-04-06,23.200000762939453
2020-04-07,23.40999984741211
2020-04-08,23.40999984741211
2020-04-09,24.25
2020-04-13,24.25
2020-04-14,24.0
2020-04-15,23.969999313354492
2020-04-16,23.959999084472656
2020-04-17,24.200000762939453
2020-04-20,24.030000686645508
2020-04-21,23.809999465942383
2020-04-22,23.90999984741211
2020-04-23,23.969999313354492
2020-04-24,24.010000228881836
2020-04-27,23.920000076293945
2020-04-28,23.920000076293945
2020-04-29,24.200000762939453
2020-04-30,24.0
2020-05-01,23.899999618530273
2020-05-04,24.06999969482422
2020-05-05,24.06999969482422
2020-05-06,24.110000610351562
2020-05-07,24.110000610351562
2020-05-08,24.309999465942383
2020-05-11,24.31999969482422
2020-05-12,24.31999969482422
2020-05-13,24.31999969482422
2020-05-14,24.40999984741211
2020-05-15,24.40999984741211
2020-05-18,24.40999984741211
2020-05-19,24.40999984741211
2020-05-20,24.8700008392334
2020-05-21,25.190000534057617
2020-05-22,25.020000457763672
2020-05-26,25.0
2020-05-27,25.0
2020-05-28,25.0
2020-05-29,25.190000534057617
2020-06-01,25.270000457763672
2020-06-02,25.270000457763672
2020-06-03,25.6200008392334
2020-06-04,25.399999618530273
2020-06-05,25.639999389648438
2020-06-08,25.6200008392334
2020-06-09,25.530000686645508
2020-06-10,25.530000686645508
2020-06-11,25.290000915527344
2020-06-12,25.450000762939453
2020-06-15,25.43000030517578
2020-06-16,25.559999465942383
2020-06-17,25.559999465942383
2020-06-18,25.559999465942383
2020-06-19,25.56999969482422
2020-06-22,25.489999771118164
2020-06-23,25.489999771118164
2020-06-24,25.420000076293945
2020-06-25,25.450000762939453
2020-06-26,25.540000915527344
2020-06-29,25.420000076293945
2020-06-30,25.420000076293945
2020-07-01,25.479999542236328
2020-07-02,25.56999969482422
2020-07-06,25.56999969482422
2020-07-07,25.450000762939453
2020-07-08,25.579999923706055
2020-07-09,25.579999923706055
2020-07-10,25.579999923706055
2020-07-13,25.579999923706055
2020-07-14,25.559999465942383
2020-07-15,25.610000610351562
2020-07-16,25.549999237060547
2020-07-17,25.639999389648438
2020-07-20,25.670000076293945
2020-07-21,25.639999389648438
2020-07-22,25.639999389648438
2020-07-23,25.639999389648438
2020-07-24,25.639999389648438
2020-07-27,25.65999984741211
2020-07-28,25.709999084472656
2020-07-29,25.75
2020-07-30,25.75
2020-07-31,25.75
2020-08-03,25.860000610351562
2020-08-04,25.84000015258789
2020-08-05,25.81999969482422
2020-08-06,25.950000762939453
2020-08-07,25.93000030517578
2020-08-10,25.969999313354492
2020-08-11,26.010000228881836
2020-08-12,26.010000228881836
2020-08-13,26.010000228881836
2020-08-14,26.020000457763672
2020-08-17,26.0
2020-08-18,26.010000228881836
2020-08-19,26.010000228881836
2020-08-20,26.049999237060547
2020-08-21,26.06999969482422
2020-08-24,25.989999771118164
2020-08-25,26.010000228881836
2020-08-26,26.030000686645508
2020-08-27,26.020000457763672
2020-08-28,26.059999465942383
2020-08-31,26.049999237060547
2020-09-01,26.059999465942383
2020-09-02,26.040000915527344
2020-09-03,26.139999389648438
2020-09-04,26.139999389648438
2020-09-08,26.1200008392334
2020-09-09,26.1299991607666
2020-09-10,26.170000076293945
2020-09-11,26.170000076293945
2020-09-14,26.170000076293945
2020-09-15,26.170000076293945
2020-09-16,26.079999923706055
2020-09-17,26.100000381469727
2020-09-18,26.059999465942383
2020-09-21,26.059999465942383
2020-09-22,26.059999465942383
2020-09-23,25.799999237060547
2020-09-24,25.850000381469727
2020-09-25,25.90999984741211
2020-09-28,25.899999618530273
2020-09-29,25.899999618530273
2020-09-30,25.90999984741211
2020-10-01,25.920000076293945
2020-10-02,25.920000076293945
2020-10-05,25.969999313354492
2020-10-06,25.989999771118164
2020-10-07,25.979999542236328
2020-10-08,26.020000457763672
2020-10-09,26.040000915527344
2020-10-12,26.059999465942383
2020-10-13,26.059999465942383
2020-10-14,26.040000915527344
2020-10-15,26.040000915527344
2020-10-16,26.040000915527344
2020-10-19,25.959999084472656
2020-10-20,25.959999084472656
2020-10-21,25.959999084472656
2020-10-22,25.959999084472656
2020-10-23,25.979999542236328
2020-10-26,25.959999084472656
2020-10-27,25.959999084472656
2020-10-28,25.93000030517578
2020-10-29,25.899999618530273
2020-10-30,25.899999618530273
2020-11-02,25.899999618530273
2020-11-03,25.899999618530273
2020-11-04,25.989999771118164
2020-11-05,25.989999771118164
2020-11-06,25.989999771118164
2020-11-09,25.989999771118164
2020-11-10,26.079999923706055
2020-11-11,26.209999084472656
2020-11-12,26.209999084472656
2020-11-13,26.149999618530273
2020-11-16,26.15999984741211
2020-11-17,26.18000030517578
2020-11-18,26.1299991607666
2020-11-19,26.149999618530273
2020-11-20,26.149999618530273
2020-11-23,26.079999923706055
2020-11-24,26.079999923706055
2020-11-25,26.110000610351562
2020-11-27,26.110000610351562
2020-11-30,26.1299991607666
2020-12-01,26.190000534057617
2020-12-02,26.190000534057617
2020-12-03,26.190000534057617
2020-12-04,26.219999313354492
2020-12-07,26.219999313354492
2020-12-08,26.229999542236328
2020-12-09,26.229999542236328
2020-12-10,26.280000686645508
2020-12-11,26.290000915527344
2020-12-14,26.260000228881836
2020-12-15,26.290000915527344
2020-12-16,26.290000915527344
2020-12-17,26.290000915527344
2020-12-18,26.31999969482422
2020-12-21,26.31999969482422
2020-12-22,26.239999771118164
2020-12-23,26.260000228881836
2020-12-24,26.239999771118164
2020-12-28,26.239999771118164
2020-12-29,26.280000686645508
2020-12-30,26.309999465942383
2020-12-31,26.309999465942383
2021-01-04,26.31999969482422
2021-01-05,26.309999465942383
2021-01-06,26.280000686645508
2021-01-07,26.280000686645508
2021-01-08,26.270000457763672
2021-01-11,26.270000457763672
2021-01-12,26.270000457763672
2021-01-13,26.260000228881836
2021-01-14,26.280000686645508
2021-01-15,26.280000686645508
2021-01-19,26.209999084472656
2021-01-20,26.219999313354492
2021-01-21,26.25
2021-01-22,26.25
2021-01-25,26.25
2021-01-26,26.270000457763672
2021-01-27,26.25
2021-01-28,26.270000457763672
2021-01-29,26.270000457763672
2021-02-01,26.299999237060547
2021-02-02,26.309999465942383
2021-02-03,26.309999465942383
2021-02-04,26.34000015258789
2021-02-05,26.3700008392334
2021-02-08,26.3700008392334
2021-02-09,26.3700008392334
2021-02-10,26.3700008392334
2021-02-11,26.43000030517578
2021-02-12,26.40999984741211
2021-02-16,26.360000610351562
2021-02-17,26.440000534057617
2021-02-18,26.420000076293945
2021-02-19,26.399999618530273
2021-02-22,26.309999465942383
2021-02-23,26.309999465942383
2021-02-24,26.329999923706055
2021-02-25,26.209999084472656
2021-02-26,26.239999771118164
2021-03-01,26.280000686645508
2021-03-02,26.270000457763672
2021-03-03,26.239999771118164
2021-03-04,26.190000534057617
2021-03-05,26.229999542236328
2021-03-08,26.09000015258789
2021-03-09,26.149999618530273
2021-03-10,26.200000762939453
2021-03-11,26.239999771118164
2021-03-12,26.170000076293945
2021-03-15,26.219999313354492
2021-03-16,26.229999542236328
2021-03-17,26.31999969482422
2021-03-18,26.209999084472656
2021-03-19,26.229999542236328
2021-03-22,26.079999923706055
2021-03-23,26.049999237060547
2021-03-24,26.059999465942383
2021-03-25,26.079999923706055
2021-03-26,26.079999923706055
2021-03-29,26.049999237060547
2021-03-30,26.06999969482422
2021-03-31,26.100000381469727
2021-04-01,26.139999389648438
2021-04-05,26.1299991607666
2021-04-06,26.149999618530273
2021-04-07,26.139999389648438
2021-04-08,26.18000030517578
2021-04-09,26.170000076293945
2021-04-12,26.15999984741211
2021-04-13,26.190000534057617
2021-04-14,26.190000534057617
2021-04-15,26.260000228881836
2021-04-16,26.25
2021-04-19,26.170000076293945
2021-04-20,26.15999984741211
2021-04-21,26.15999984741211
2021-04-22,26.149999618530273
2021-04-23,26.149999618530273
2021-04-26,26.15999984741211
2021-04-27,26.149999618530273
2021-04-28,26.190000534057617
2021-04-29,26.190000534057617
2021-04-30,26.239999771118164
2021-05-03,26.239999771118164
2021-05-04,26.25
2021-05-05,26.260000228881836
2021-05-06,26.270000457763672
2021-05-07,26.270000457763672
2021-05-10,26.290000915527344
2021-05-11,26.290000915527344
2021-05-12,26.229999542236328
2021-05-13,26.280000686645508
2021-05-14,26.299999237060547
