,CREE
2002-04-16,13.489999771118164
2002-04-17,13.260000228881836
2002-04-18,12.949999809265137
2002-04-19,12.399999618530273
2002-04-22,11.960000038146973
2002-04-23,11.760000228881836
2002-04-24,11.5
2002-04-25,11.050000190734863
2002-04-26,10.850000381469727
2002-04-29,10.59000015258789
2002-04-30,11.789999961853027
2002-05-01,12.489999771118164
2002-05-02,11.649999618530273
2002-05-03,11.779999732971191
2002-05-06,11.0600004196167
2002-05-07,11.029999732971191
2002-05-08,12.819999694824219
2002-05-09,11.850000381469727
2002-05-10,11.479999542236328
2002-05-13,12.050000190734863
2002-05-14,12.960000038146973
2002-05-15,13.140000343322754
2002-05-16,13.109999656677246
2002-05-17,13.279999732971191
2002-05-20,12.75
2002-05-21,12.180000305175781
2002-05-22,12.260000228881836
2002-05-23,12.649999618530273
2002-05-24,11.699999809265137
2002-05-28,12.149999618530273
2002-05-29,11.699999809265137
2002-05-30,11.6899995803833
2002-05-31,11.479999542236328
2002-06-03,11.0600004196167
2002-06-04,11.619999885559082
2002-06-05,11.489999771118164
2002-06-06,11.0
2002-06-07,11.0
2002-06-10,12.670000076293945
2002-06-11,11.899999618530273
2002-06-12,12.989999771118164
2002-06-13,12.600000381469727
2002-06-14,12.720000267028809
2002-06-17,13.489999771118164
2002-06-18,13.710000038146973
2002-06-19,13.0600004196167
2002-06-20,12.9399995803833
2002-06-21,12.0
2002-06-24,12.25
2002-06-25,11.819999694824219
2002-06-26,12.15999984741211
2002-06-27,12.760000228881836
2002-06-28,13.229999542236328
2002-07-01,11.989999771118164
2002-07-02,11.890000343322754
2002-07-03,11.739999771118164
2002-07-05,12.75
2002-07-08,12.069999694824219
2002-07-09,12.199999809265137
2002-07-10,11.399999618530273
2002-07-11,12.600000381469727
2002-07-12,12.149999618530273
2002-07-15,13.399999618530273
2002-07-16,14.75
2002-07-17,14.479999542236328
2002-07-18,13.569999694824219
2002-07-19,13.979999542236328
2002-07-22,14.420000076293945
2002-07-23,14.289999961853027
2002-07-24,14.6899995803833
2002-07-25,14.100000381469727
2002-07-26,14.220000267028809
2002-07-29,15.039999961853027
2002-07-30,15.84000015258789
2002-07-31,15.119999885559082
2002-08-01,14.489999771118164
2002-08-02,14.109999656677246
2002-08-05,12.899999618530273
2002-08-06,14.720000267028809
2002-08-07,14.170000076293945
2002-08-08,15.0600004196167
2002-08-09,14.449999809265137
2002-08-12,14.369999885559082
2002-08-13,13.5
2002-08-14,14.399999618530273
2002-08-15,15.460000038146973
2002-08-16,16.200000762939453
2002-08-19,17.540000915527344
2002-08-20,16.489999771118164
2002-08-21,16.90999984741211
2002-08-22,15.6899995803833
2002-08-23,14.520000457763672
2002-08-26,15.270000457763672
2002-08-27,14.399999618530273
2002-08-28,14.210000038146973
2002-08-29,14.109999656677246
2002-08-30,13.760000228881836
2002-09-03,12.510000228881836
2002-09-04,13.210000038146973
2002-09-05,12.5
2002-09-06,13.5
2002-09-09,13.59000015258789
2002-09-10,14.220000267028809
2002-09-11,14.479999542236328
2002-09-12,14.119999885559082
2002-09-13,13.449999809265137
2002-09-16,13.300000190734863
2002-09-17,12.640000343322754
2002-09-18,12.0600004196167
2002-09-19,11.789999961853027
2002-09-20,11.3100004196167
2002-09-23,11.40999984741211
2002-09-24,11.760000228881836
2002-09-25,12.600000381469727
2002-09-26,12.449999809265137
2002-09-27,12.399999618530273
2002-09-30,12.5
2002-10-01,13.0
2002-10-02,13.109999656677246
2002-10-03,12.5
2002-10-04,12.050000190734863
2002-10-07,11.319999694824219
2002-10-08,10.199999809265137
2002-10-09,10.760000228881836
2002-10-10,11.390000343322754
2002-10-11,11.699999809265137
2002-10-14,12.020000457763672
2002-10-15,12.800000190734863
2002-10-16,11.75
2002-10-17,13.100000381469727
2002-10-18,14.979999542236328
2002-10-21,16.079999923706055
2002-10-22,16.299999237060547
2002-10-23,17.040000915527344
2002-10-24,16.8700008392334
2002-10-25,17.139999389648438
2002-10-28,17.420000076293945
2002-10-29,16.510000228881836
2002-10-30,18.270000457763672
2002-10-31,17.25
2002-11-01,18.5
2002-11-04,18.889999389648438
2002-11-05,18.209999084472656
2002-11-06,19.90999984741211
2002-11-07,19.18000030517578
2002-11-08,18.709999084472656
2002-11-11,17.940000534057617
2002-11-12,18.729999542236328
2002-11-13,19.200000762939453
2002-11-14,20.329999923706055
2002-11-15,21.149999618530273
2002-11-18,22.18000030517578
2002-11-19,20.760000228881836
2002-11-20,21.489999771118164
2002-11-21,22.6299991607666
2002-11-22,22.489999771118164
2002-11-25,23.920000076293945
2002-11-26,22.6200008392334
2002-11-27,24.219999313354492
2002-11-29,23.670000076293945
2002-12-02,24.190000534057617
2002-12-03,21.219999313354492
2002-12-04,20.43000030517578
2002-12-05,19.950000762939453
2002-12-06,20.020000457763672
2002-12-09,18.90999984741211
2002-12-10,19.030000686645508
2002-12-11,19.219999313354492
2002-12-12,19.649999618530273
2002-12-13,19.139999389648438
2002-12-16,20.540000915527344
2002-12-17,18.729999542236328
2002-12-18,17.770000457763672
2002-12-19,17.5
2002-12-20,17.110000610351562
2002-12-23,17.350000381469727
2002-12-24,17.100000381469727
2002-12-26,17.209999084472656
2002-12-27,17.1299991607666
2002-12-30,16.639999389648438
2002-12-31,16.350000381469727
2003-01-02,17.3799991607666
2003-01-03,17.809999465942383
2003-01-06,18.979999542236328
2003-01-07,19.420000076293945
2003-01-08,18.040000915527344
2003-01-09,18.709999084472656
2003-01-10,18.579999923706055
2003-01-13,18.260000228881836
2003-01-14,19.149999618530273
2003-01-15,18.93000030517578
2003-01-16,18.389999389648438
2003-01-17,18.65999984741211
2003-01-21,17.889999389648438
2003-01-22,17.06999969482422
2003-01-23,17.600000381469727
2003-01-24,17.389999389648438
2003-01-27,17.559999465942383
2003-01-28,17.709999084472656
2003-01-29,18.34000015258789
2003-01-30,17.760000228881836
2003-01-31,17.959999084472656
2003-02-03,16.639999389648438
2003-02-04,16.670000076293945
2003-02-05,16.700000762939453
2003-02-06,16.579999923706055
2003-02-07,15.359999656677246
2003-02-10,15.829999923706055
2003-02-11,16.1299991607666
2003-02-12,15.829999923706055
2003-02-13,15.210000038146973
2003-02-14,16.139999389648438
2003-02-18,17.270000457763672
2003-02-19,16.790000915527344
2003-02-20,17.0
2003-02-21,17.399999618530273
2003-02-24,17.18000030517578
2003-02-25,17.030000686645508
2003-02-26,16.299999237060547
2003-02-27,17.040000915527344
2003-02-28,17.020000457763672
2003-03-03,16.520000457763672
2003-03-04,16.15999984741211
2003-03-05,16.239999771118164
2003-03-06,16.540000915527344
2003-03-07,16.479999542236328
2003-03-10,15.949999809265137
2003-03-11,15.720000267028809
2003-03-12,15.960000038146973
2003-03-13,17.729999542236328
2003-03-14,18.079999923706055
2003-03-17,19.600000381469727
2003-03-18,19.649999618530273
2003-03-19,19.950000762939453
2003-03-20,19.850000381469727
2003-03-21,20.540000915527344
2003-03-24,18.729999542236328
2003-03-25,19.350000381469727
2003-03-26,19.520000457763672
2003-03-27,20.170000076293945
2003-03-28,19.280000686645508
2003-03-31,18.520000457763672
2003-04-01,21.59000015258789
2003-04-02,22.899999618530273
2003-04-03,23.25
2003-04-04,22.700000762939453
2003-04-07,23.65999984741211
2003-04-08,23.229999542236328
2003-04-09,22.299999237060547
2003-04-10,21.8700008392334
2003-04-11,21.350000381469727
2003-04-14,22.149999618530273
2003-04-15,22.93000030517578
2003-04-16,23.06999969482422
2003-04-17,20.049999237060547
2003-04-21,20.6200008392334
2003-04-22,21.360000610351562
2003-04-23,20.760000228881836
2003-04-24,20.389999389648438
2003-04-25,19.360000610351562
2003-04-28,19.450000762939453
2003-04-29,20.09000015258789
2003-04-30,19.950000762939453
2003-05-01,19.860000610351562
2003-05-02,20.350000381469727
2003-05-05,21.09000015258789
2003-05-06,21.34000015258789
2003-05-07,21.780000686645508
2003-05-08,21.600000381469727
2003-05-09,22.260000228881836
2003-05-12,22.68000030517578
2003-05-13,22.25
2003-05-14,22.34000015258789
2003-05-15,22.530000686645508
2003-05-16,21.350000381469727
2003-05-19,20.559999465942383
2003-05-20,20.760000228881836
2003-05-21,20.389999389648438
2003-05-22,20.700000762939453
2003-05-23,21.030000686645508
2003-05-27,22.229999542236328
2003-05-28,22.979999542236328
2003-05-29,23.600000381469727
2003-05-30,24.5
2003-06-02,24.450000762939453
2003-06-03,25.399999618530273
2003-06-04,25.610000610351562
2003-06-05,25.84000015258789
2003-06-06,25.0
2003-06-09,23.5
2003-06-10,23.209999084472656
2003-06-11,22.799999237060547
2003-06-12,22.209999084472656
2003-06-13,18.100000381469727
2003-06-16,18.059999465942383
2003-06-17,18.770000457763672
2003-06-18,18.520000457763672
2003-06-19,17.950000762939453
2003-06-20,17.239999771118164
2003-06-23,16.15999984741211
2003-06-24,15.710000038146973
2003-06-25,16.799999237060547
2003-06-26,17.5
2003-06-27,16.56999969482422
2003-06-30,16.25
2003-07-01,15.989999771118164
2003-07-02,16.81999969482422
2003-07-03,16.559999465942383
2003-07-07,17.940000534057617
2003-07-08,18.31999969482422
2003-07-09,18.760000228881836
2003-07-10,16.5
2003-07-11,16.65999984741211
2003-07-14,16.600000381469727
2003-07-15,16.530000686645508
2003-07-16,16.5
2003-07-17,15.8100004196167
2003-07-18,16.059999465942383
2003-07-21,15.609999656677246
2003-07-22,15.619999885559082
2003-07-23,15.75
2003-07-24,15.4399995803833
2003-07-25,15.460000038146973
2003-07-28,16.09000015258789
2003-07-29,16.610000610351562
2003-07-30,13.430000305175781
2003-07-31,13.380000114440918
2003-08-01,13.199999809265137
2003-08-04,13.020000457763672
2003-08-05,12.75
2003-08-06,12.569999694824219
2003-08-07,12.0600004196167
2003-08-08,11.84000015258789
2003-08-11,12.489999771118164
2003-08-12,12.9399995803833
2003-08-13,13.369999885559082
2003-08-14,13.520000457763672
2003-08-15,13.930000305175781
2003-08-18,14.010000228881836
2003-08-19,14.039999961853027
2003-08-20,14.100000381469727
2003-08-21,16.0
2003-08-22,16.299999237060547
2003-08-25,15.630000114440918
2003-08-26,15.369999885559082
2003-08-27,15.829999923706055
2003-08-28,15.65999984741211
2003-08-29,15.819999694824219
2003-09-02,15.649999618530273
2003-09-03,15.649999618530273
2003-09-04,16.049999237060547
2003-09-05,16.729999542236328
2003-09-08,17.65999984741211
2003-09-09,17.15999984741211
2003-09-10,15.899999618530273
2003-09-11,16.3799991607666
2003-09-12,16.079999923706055
2003-09-15,16.200000762939453
2003-09-16,16.65999984741211
2003-09-17,16.75
2003-09-18,17.15999984741211
2003-09-19,17.399999618530273
2003-09-22,17.93000030517578
2003-09-23,19.59000015258789
2003-09-24,19.360000610351562
2003-09-25,21.040000915527344
2003-09-26,19.209999084472656
2003-09-29,19.110000610351562
2003-09-30,18.520000457763672
2003-10-01,18.65999984741211
2003-10-02,18.899999618530273
2003-10-03,19.010000228881836
2003-10-06,19.440000534057617
2003-10-07,19.610000610351562
2003-10-08,19.200000762939453
2003-10-09,19.09000015258789
2003-10-10,20.770000457763672
2003-10-13,19.8799991607666
2003-10-14,19.5
2003-10-15,19.260000228881836
2003-10-16,18.989999771118164
2003-10-17,17.959999084472656
2003-10-20,18.200000762939453
2003-10-21,18.299999237060547
2003-10-22,17.709999084472656
2003-10-23,16.899999618530273
2003-10-24,16.299999237060547
2003-10-27,16.799999237060547
2003-10-28,17.84000015258789
2003-10-29,17.899999618530273
2003-10-30,17.649999618530273
2003-10-31,17.75
2003-11-03,17.899999618530273
2003-11-04,18.959999084472656
2003-11-05,19.350000381469727
2003-11-06,19.59000015258789
2003-11-07,19.510000228881836
2003-11-10,18.540000915527344
2003-11-11,18.799999237060547
2003-11-12,19.049999237060547
2003-11-13,18.700000762939453
2003-11-14,17.989999771118164
2003-11-17,17.75
2003-11-18,17.31999969482422
2003-11-19,17.34000015258789
2003-11-20,17.149999618530273
2003-11-21,17.3700008392334
2003-11-24,18.1299991607666
2003-11-25,18.489999771118164
2003-11-26,18.329999923706055
2003-11-28,18.360000610351562
2003-12-01,17.899999618530273
2003-12-02,17.809999465942383
2003-12-03,17.459999084472656
2003-12-04,17.350000381469727
2003-12-05,17.09000015258789
2003-12-08,17.040000915527344
2003-12-09,17.149999618530273
2003-12-10,17.040000915527344
2003-12-11,17.649999618530273
2003-12-12,17.690000534057617
2003-12-15,17.010000228881836
2003-12-16,17.15999984741211
2003-12-17,17.0
2003-12-18,17.360000610351562
2003-12-19,17.399999618530273
2003-12-22,17.549999237060547
2003-12-23,17.75
2003-12-24,17.559999465942383
2003-12-26,17.5
2003-12-29,18.049999237060547
2003-12-30,18.030000686645508
2003-12-31,17.690000534057617
2004-01-02,17.90999984741211
2004-01-05,18.75
2004-01-06,18.81999969482422
2004-01-07,19.59000015258789
2004-01-08,20.209999084472656
2004-01-09,20.489999771118164
2004-01-12,21.25
2004-01-13,20.459999084472656
2004-01-14,20.579999923706055
2004-01-15,21.1200008392334
2004-01-16,25.850000381469727
2004-01-20,27.860000610351562
2004-01-21,28.739999771118164
2004-01-22,27.18000030517578
2004-01-23,25.670000076293945
2004-01-26,26.6200008392334
2004-01-27,25.719999313354492
2004-01-28,25.15999984741211
2004-01-29,24.700000762939453
2004-01-30,25.06999969482422
2004-02-02,24.969999313354492
2004-02-03,24.329999923706055
2004-02-04,23.200000762939453
2004-02-05,23.700000762939453
2004-02-06,24.489999771118164
2004-02-09,24.100000381469727
2004-02-10,24.959999084472656
2004-02-11,24.75
2004-02-12,24.530000686645508
2004-02-13,24.0
2004-02-17,23.889999389648438
2004-02-18,24.079999923706055
2004-02-19,23.989999771118164
2004-02-20,23.59000015258789
2004-02-23,22.850000381469727
2004-02-24,23.15999984741211
2004-02-25,23.459999084472656
2004-02-26,23.549999237060547
2004-02-27,23.950000762939453
2004-03-01,24.09000015258789
2004-03-02,24.09000015258789
2004-03-03,23.559999465942383
2004-03-04,22.31999969482422
2004-03-05,22.309999465942383
2004-03-08,21.600000381469727
2004-03-09,21.489999771118164
2004-03-10,20.6299991607666
2004-03-11,20.469999313354492
2004-03-12,21.110000610351562
2004-03-15,20.15999984741211
2004-03-16,20.700000762939453
2004-03-17,20.8799991607666
2004-03-18,21.0
2004-03-19,20.760000228881836
2004-03-22,20.579999923706055
2004-03-23,20.600000381469727
2004-03-24,20.579999923706055
2004-03-25,21.0
2004-03-26,20.75
2004-03-29,21.8799991607666
2004-03-30,22.329999923706055
2004-03-31,22.229999542236328
2004-04-01,22.639999389648438
2004-04-02,22.190000534057617
2004-04-05,22.5
2004-04-06,22.15999984741211
2004-04-07,22.040000915527344
2004-04-08,22.170000076293945
2004-04-12,22.200000762939453
2004-04-13,21.649999618530273
2004-04-14,21.760000228881836
2004-04-15,21.600000381469727
2004-04-16,20.81999969482422
2004-04-19,20.889999389648438
2004-04-20,20.729999542236328
2004-04-21,20.950000762939453
2004-04-22,20.270000457763672
2004-04-23,20.479999542236328
2004-04-26,20.079999923706055
2004-04-27,20.100000381469727
2004-04-28,19.809999465942383
2004-04-29,18.979999542236328
2004-04-30,18.520000457763672
2004-05-03,18.280000686645508
2004-05-04,19.489999771118164
2004-05-05,20.059999465942383
2004-05-06,19.8799991607666
2004-05-07,20.469999313354492
2004-05-10,20.399999618530273
2004-05-11,20.899999618530273
2004-05-12,20.729999542236328
2004-05-13,20.8799991607666
2004-05-14,20.239999771118164
2004-05-17,20.34000015258789
2004-05-18,21.030000686645508
2004-05-19,21.850000381469727
2004-05-20,22.149999618530273
2004-05-21,22.3799991607666
2004-05-24,22.649999618530273
2004-05-25,23.229999542236328
2004-05-26,23.170000076293945
2004-05-27,23.049999237060547
2004-05-28,23.010000228881836
2004-06-01,23.170000076293945
2004-06-02,22.280000686645508
2004-06-03,21.6200008392334
2004-06-04,22.31999969482422
2004-06-07,23.09000015258789
2004-06-08,21.690000534057617
2004-06-09,20.030000686645508
2004-06-10,20.40999984741211
2004-06-14,19.899999618530273
2004-06-15,20.440000534057617
2004-06-16,20.1299991607666
2004-06-17,19.8799991607666
2004-06-18,19.780000686645508
2004-06-21,19.850000381469727
2004-06-22,20.489999771118164
2004-06-23,21.770000457763672
2004-06-24,22.15999984741211
2004-06-25,22.020000457763672
2004-06-28,21.719999313354492
2004-06-29,22.40999984741211
2004-06-30,23.149999618530273
2004-07-01,21.8799991607666
2004-07-02,21.770000457763672
2004-07-06,20.75
2004-07-07,20.760000228881836
2004-07-08,20.459999084472656
2004-07-09,21.290000915527344
2004-07-12,20.610000610351562
2004-07-13,20.260000228881836
2004-07-14,19.90999984741211
2004-07-15,20.190000534057617
2004-07-16,20.030000686645508
2004-07-19,19.920000076293945
2004-07-20,20.479999542236328
2004-07-21,19.75
2004-07-22,19.969999313354492
2004-07-23,18.950000762939453
2004-07-26,18.280000686645508
2004-07-27,20.559999465942383
2004-07-28,21.93000030517578
2004-07-29,21.799999237060547
2004-07-30,22.3799991607666
2004-08-02,22.760000228881836
2004-08-03,22.200000762939453
2004-08-04,22.860000610351562
2004-08-05,22.34000015258789
2004-08-06,21.360000610351562
2004-08-09,21.950000762939453
2004-08-10,22.68000030517578
2004-08-11,21.959999084472656
2004-08-12,21.709999084472656
2004-08-13,21.479999542236328
2004-08-16,21.760000228881836
2004-08-17,22.389999389648438
2004-08-18,24.229999542236328
2004-08-19,24.600000381469727
2004-08-20,25.43000030517578
2004-08-23,25.190000534057617
2004-08-24,24.43000030517578
2004-08-25,25.420000076293945
2004-08-26,25.0
2004-08-27,25.600000381469727
2004-08-30,25.030000686645508
2004-08-31,24.969999313354492
2004-09-01,24.920000076293945
2004-09-02,25.59000015258789
2004-09-03,24.059999465942383
2004-09-07,24.290000915527344
2004-09-08,24.43000030517578
2004-09-09,25.780000686645508
2004-09-10,27.899999618530273
2004-09-13,27.75
2004-09-14,28.100000381469727
2004-09-15,27.739999771118164
2004-09-16,28.079999923706055
2004-09-17,28.3700008392334
2004-09-20,29.860000610351562
2004-09-21,29.889999389648438
2004-09-22,29.290000915527344
2004-09-23,28.889999389648438
2004-09-24,28.700000762939453
2004-09-27,28.170000076293945
2004-09-28,29.06999969482422
2004-09-29,29.809999465942383
2004-09-30,30.5
2004-10-01,31.239999771118164
2004-10-04,32.79999923706055
2004-10-05,32.47999954223633
2004-10-06,31.639999389648438
2004-10-07,30.90999984741211
2004-10-08,29.34000015258789
2004-10-11,30.459999084472656
2004-10-12,29.3799991607666
2004-10-13,29.1200008392334
2004-10-14,28.34000015258789
2004-10-15,28.780000686645508
2004-10-18,29.940000534057617
2004-10-19,30.190000534057617
2004-10-20,31.610000610351562
2004-10-21,33.959999084472656
2004-10-22,32.90999984741211
2004-10-25,32.90999984741211
2004-10-26,32.27000045776367
2004-10-27,33.689998626708984
2004-10-28,34.470001220703125
2004-10-29,34.5099983215332
2004-11-01,35.349998474121094
2004-11-02,36.0
2004-11-03,33.95000076293945
2004-11-04,34.97999954223633
2004-11-05,35.279998779296875
2004-11-08,36.720001220703125
2004-11-09,37.400001525878906
2004-11-10,35.79999923706055
2004-11-11,36.65999984741211
2004-11-12,37.099998474121094
2004-11-15,37.310001373291016
2004-11-16,36.79999923706055
2004-11-17,39.31999969482422
2004-11-18,38.970001220703125
2004-11-19,37.7599983215332
2004-11-22,37.380001068115234
2004-11-23,36.880001068115234
2004-11-24,37.470001220703125
2004-11-26,37.4900016784668
2004-11-29,36.70000076293945
2004-11-30,35.779998779296875
2004-12-01,37.56999969482422
2004-12-02,37.41999816894531
2004-12-03,39.38999938964844
2004-12-06,41.9900016784668
2004-12-07,40.27000045776367
2004-12-08,39.720001220703125
2004-12-09,40.75
2004-12-10,40.41999816894531
2004-12-13,40.43000030517578
2004-12-14,40.9900016784668
2004-12-15,40.81999969482422
2004-12-16,39.97999954223633
2004-12-17,38.81999969482422
2004-12-20,37.4900016784668
2004-12-21,38.54999923706055
2004-12-22,38.880001068115234
2004-12-23,38.81999969482422
2004-12-27,38.060001373291016
2004-12-28,39.0
2004-12-29,39.119998931884766
2004-12-30,39.83000183105469
2004-12-31,40.08000183105469
2005-01-03,38.33000183105469
2005-01-04,35.540000915527344
2005-01-05,33.84000015258789
2005-01-06,33.0
2005-01-07,33.599998474121094
2005-01-10,34.0099983215332
2005-01-11,32.72999954223633
2005-01-12,34.130001068115234
2005-01-13,35.06999969482422
2005-01-14,25.8799991607666
2005-01-18,25.5
2005-01-19,24.579999923706055
2005-01-20,24.0
2005-01-21,23.530000686645508
2005-01-24,22.770000457763672
2005-01-25,23.579999923706055
2005-01-26,24.219999313354492
2005-01-27,24.290000915527344
2005-01-28,23.729999542236328
2005-01-31,24.030000686645508
2005-02-01,24.049999237060547
2005-02-02,23.940000534057617
2005-02-03,23.780000686645508
2005-02-04,23.899999618530273
2005-02-07,23.639999389648438
2005-02-08,24.489999771118164
2005-02-09,23.8799991607666
2005-02-10,23.100000381469727
2005-02-11,23.969999313354492
2005-02-14,23.520000457763672
2005-02-15,24.40999984741211
2005-02-16,24.079999923706055
2005-02-17,23.5
2005-02-18,23.389999389648438
2005-02-22,22.65999984741211
2005-02-23,22.280000686645508
2005-02-24,23.649999618530273
2005-02-25,23.600000381469727
2005-02-28,23.520000457763672
2005-03-01,23.75
2005-03-02,23.530000686645508
2005-03-03,22.540000915527344
2005-03-04,22.719999313354492
2005-03-07,22.709999084472656
2005-03-08,22.790000915527344
2005-03-09,22.549999237060547
2005-03-10,22.65999984741211
2005-03-11,22.40999984741211
2005-03-14,22.440000534057617
2005-03-15,22.3799991607666
2005-03-16,22.049999237060547
2005-03-17,22.030000686645508
2005-03-18,21.40999984741211
2005-03-21,21.760000228881836
2005-03-22,21.350000381469727
2005-03-23,21.809999465942383
2005-03-24,21.610000610351562
2005-03-28,21.360000610351562
2005-03-29,20.790000915527344
2005-03-30,21.75
2005-03-31,21.75
2005-04-01,21.299999237060547
2005-04-04,21.290000915527344
2005-04-05,22.90999984741211
2005-04-06,24.760000228881836
2005-04-07,24.43000030517578
2005-04-08,24.34000015258789
2005-04-11,24.09000015258789
2005-04-12,23.56999969482422
2005-04-13,22.969999313354492
2005-04-14,22.299999237060547
2005-04-15,24.940000534057617
2005-04-18,25.200000762939453
2005-04-19,25.530000686645508
2005-04-20,24.459999084472656
2005-04-21,24.68000030517578
2005-04-22,23.540000915527344
2005-04-25,24.020000457763672
2005-04-26,23.75
2005-04-27,23.700000762939453
2005-04-28,23.59000015258789
2005-04-29,24.190000534057617
2005-05-02,23.899999618530273
2005-05-03,23.790000915527344
2005-05-04,23.950000762939453
2005-05-05,23.549999237060547
2005-05-06,24.0
2005-05-09,23.889999389648438
2005-05-10,23.959999084472656
2005-05-11,24.170000076293945
2005-05-12,25.0
2005-05-13,25.889999389648438
2005-05-16,25.969999313354492
2005-05-17,25.90999984741211
2005-05-18,26.530000686645508
2005-05-19,27.700000762939453
2005-05-20,27.709999084472656
2005-05-23,27.459999084472656
2005-05-24,27.729999542236328
2005-05-25,27.020000457763672
2005-05-26,29.899999618530273
2005-05-27,29.639999389648438
2005-05-31,29.989999771118164
2005-06-01,29.110000610351562
2005-06-02,29.989999771118164
2005-06-03,28.6200008392334
2005-06-06,27.68000030517578
2005-06-07,26.899999618530273
2005-06-08,26.899999618530273
2005-06-09,27.040000915527344
2005-06-10,26.479999542236328
2005-06-13,26.649999618530273
2005-06-14,26.809999465942383
2005-06-15,27.540000915527344
2005-06-16,27.899999618530273
2005-06-17,27.959999084472656
2005-06-20,27.399999618530273
2005-06-21,27.389999389648438
2005-06-22,26.889999389648438
2005-06-23,27.31999969482422
2005-06-24,26.56999969482422
2005-06-27,25.81999969482422
2005-06-28,26.100000381469727
2005-06-29,25.489999771118164
2005-06-30,25.469999313354492
2005-07-01,25.309999465942383
2005-07-05,25.649999618530273
2005-07-06,26.0
2005-07-07,25.559999465942383
2005-07-08,26.8799991607666
2005-07-11,27.010000228881836
2005-07-12,27.260000228881836
2005-07-13,27.1299991607666
2005-07-14,26.850000381469727
2005-07-15,27.049999237060547
2005-07-18,27.1299991607666
2005-07-19,27.56999969482422
2005-07-20,27.489999771118164
2005-07-21,27.149999618530273
2005-07-22,27.3799991607666
2005-07-25,27.75
2005-07-26,29.219999313354492
2005-07-27,29.559999465942383
2005-07-28,29.510000228881836
2005-07-29,29.649999618530273
2005-08-01,30.559999465942383
2005-08-02,29.790000915527344
2005-08-03,29.079999923706055
2005-08-04,28.239999771118164
2005-08-05,28.440000534057617
2005-08-08,27.190000534057617
2005-08-09,27.260000228881836
2005-08-10,26.889999389648438
2005-08-11,27.34000015258789
2005-08-12,23.700000762939453
2005-08-15,24.139999389648438
2005-08-16,24.09000015258789
2005-08-17,24.1200008392334
2005-08-18,24.920000076293945
2005-08-19,24.459999084472656
2005-08-22,24.540000915527344
2005-08-23,24.3799991607666
2005-08-24,24.600000381469727
2005-08-25,25.25
2005-08-26,24.959999084472656
2005-08-29,25.200000762939453
2005-08-30,25.010000228881836
2005-08-31,25.639999389648438
2005-09-01,25.469999313354492
2005-09-02,25.579999923706055
2005-09-06,25.649999618530273
2005-09-07,25.56999969482422
2005-09-08,25.829999923706055
2005-09-09,25.309999465942383
2005-09-12,25.40999984741211
2005-09-13,25.139999389648438
2005-09-14,25.0
2005-09-15,24.850000381469727
2005-09-16,24.84000015258789
2005-09-19,24.200000762939453
2005-09-20,24.079999923706055
2005-09-21,23.56999969482422
2005-09-22,23.860000610351562
2005-09-23,24.239999771118164
2005-09-26,24.149999618530273
2005-09-27,23.729999542236328
2005-09-28,24.15999984741211
2005-09-29,24.899999618530273
2005-09-30,25.020000457763672
2005-10-03,25.530000686645508
2005-10-04,25.020000457763672
2005-10-05,24.350000381469727
2005-10-06,24.059999465942383
2005-10-07,23.3799991607666
2005-10-10,23.239999771118164
2005-10-11,22.65999984741211
2005-10-12,22.079999923706055
2005-10-13,22.149999618530273
2005-10-14,22.0
2005-10-17,22.899999618530273
2005-10-18,23.15999984741211
2005-10-19,22.850000381469727
2005-10-20,22.299999237060547
2005-10-21,25.600000381469727
2005-10-24,25.190000534057617
2005-10-25,24.899999618530273
2005-10-26,24.59000015258789
2005-10-27,23.739999771118164
2005-10-28,23.610000610351562
2005-10-31,24.040000915527344
2005-11-01,24.329999923706055
2005-11-02,24.479999542236328
2005-11-03,24.600000381469727
2005-11-04,24.889999389648438
2005-11-07,24.59000015258789
2005-11-08,24.6200008392334
2005-11-09,24.729999542236328
2005-11-10,24.780000686645508
2005-11-11,25.049999237060547
2005-11-14,25.639999389648438
2005-11-15,26.239999771118164
2005-11-16,25.93000030517578
2005-11-17,26.200000762939453
2005-11-18,26.889999389648438
2005-11-21,26.6200008392334
2005-11-22,27.260000228881836
2005-11-23,27.290000915527344
2005-11-25,27.450000762939453
2005-11-28,26.950000762939453
2005-11-29,26.829999923706055
2005-11-30,26.829999923706055
2005-12-01,27.489999771118164
2005-12-02,27.770000457763672
2005-12-05,27.18000030517578
2005-12-06,26.959999084472656
2005-12-07,26.649999618530273
2005-12-08,26.34000015258789
2005-12-09,26.84000015258789
2005-12-12,26.829999923706055
2005-12-13,26.440000534057617
2005-12-14,26.510000228881836
2005-12-15,26.790000915527344
2005-12-16,26.18000030517578
2005-12-19,25.59000015258789
2005-12-20,25.780000686645508
2005-12-21,25.889999389648438
2005-12-22,26.420000076293945
2005-12-23,26.219999313354492
2005-12-27,26.149999618530273
2005-12-28,26.350000381469727
2005-12-29,26.0
2005-12-30,25.239999771118164
2006-01-03,25.610000610351562
2006-01-04,26.450000762939453
2006-01-05,26.809999465942383
2006-01-06,27.639999389648438
2006-01-09,28.1299991607666
2006-01-10,27.809999465942383
2006-01-11,27.65999984741211
2006-01-12,27.459999084472656
2006-01-13,27.040000915527344
2006-01-17,26.850000381469727
2006-01-18,27.389999389648438
2006-01-19,28.6299991607666
2006-01-20,26.790000915527344
2006-01-23,25.959999084472656
