,CREE
2008-10-06,20.420000076293945
2008-10-07,19.040000915527344
2008-10-08,19.920000076293945
2008-10-09,19.489999771118164
2008-10-10,20.93000030517578
2008-10-13,22.75
2008-10-14,21.799999237060547
2008-10-15,20.0
2008-10-16,20.5
2008-10-17,20.229999542236328
2008-10-20,20.81999969482422
2008-10-21,18.56999969482422
2008-10-22,18.239999771118164
2008-10-23,17.729999542236328
2008-10-24,17.68000030517578
2008-10-27,17.290000915527344
2008-10-28,18.989999771118164
2008-10-29,19.969999313354492
2008-10-30,20.18000030517578
2008-10-31,19.6299991607666
2008-11-03,19.399999618530273
2008-11-04,20.549999237060547
2008-11-05,19.93000030517578
2008-11-06,18.799999237060547
2008-11-07,19.030000686645508
2008-11-10,18.59000015258789
2008-11-11,18.450000762939453
2008-11-12,18.239999771118164
2008-11-13,19.329999923706055
2008-11-14,18.59000015258789
2008-11-17,18.649999618530273
2008-11-18,17.899999618530273
2008-11-19,16.530000686645508
2008-11-20,14.739999771118164
2008-11-21,14.399999618530273
2008-11-24,15.100000381469727
2008-11-25,15.140000343322754
2008-11-26,15.979999542236328
2008-11-28,15.880000114440918
2008-12-01,14.979999542236328
2008-12-02,15.6899995803833
2008-12-03,15.609999656677246
2008-12-04,13.890000343322754
2008-12-05,13.130000114440918
2008-12-08,14.550000190734863
2008-12-09,14.390000343322754
2008-12-10,15.079999923706055
2008-12-11,14.960000038146973
2008-12-12,15.65999984741211
2008-12-15,15.109999656677246
2008-12-16,16.059999465942383
2008-12-17,16.420000076293945
2008-12-18,15.5600004196167
2008-12-19,15.729999542236328
2008-12-22,15.020000457763672
2008-12-23,15.140000343322754
2008-12-24,15.010000228881836
2008-12-26,15.0600004196167
2008-12-29,14.710000038146973
2008-12-30,15.270000457763672
2008-12-31,15.869999885559082
2009-01-02,16.110000610351562
2009-01-05,16.149999618530273
2009-01-06,17.829999923706055
2009-01-07,17.81999969482422
2009-01-08,17.8700008392334
2009-01-09,18.780000686645508
2009-01-12,17.760000228881836
2009-01-13,17.729999542236328
2009-01-14,16.790000915527344
2009-01-15,16.979999542236328
2009-01-16,17.93000030517578
2009-01-20,16.489999771118164
2009-01-21,18.760000228881836
2009-01-22,18.469999313354492
2009-01-23,19.889999389648438
2009-01-26,19.799999237060547
2009-01-27,20.239999771118164
2009-01-28,21.0
2009-01-29,21.329999923706055
2009-01-30,19.93000030517578
2009-02-02,19.610000610351562
2009-02-03,20.020000457763672
2009-02-04,20.510000228881836
2009-02-05,21.260000228881836
2009-02-06,21.84000015258789
2009-02-09,21.610000610351562
2009-02-10,20.8700008392334
2009-02-11,20.90999984741211
2009-02-12,21.510000228881836
2009-02-13,22.010000228881836
2009-02-17,21.049999237060547
2009-02-18,21.239999771118164
2009-02-19,19.989999771118164
2009-02-20,19.520000457763672
2009-02-23,18.579999923706055
2009-02-24,19.739999771118164
2009-02-25,19.959999084472656
2009-02-26,19.809999465942383
2009-02-27,19.639999389648438
2009-03-02,18.079999923706055
2009-03-03,18.139999389648438
2009-03-04,18.530000686645508
2009-03-05,18.729999542236328
2009-03-06,18.829999923706055
2009-03-09,18.139999389648438
2009-03-10,19.389999389648438
2009-03-11,20.200000762939453
2009-03-12,21.3700008392334
2009-03-13,21.520000457763672
2009-03-16,21.399999618530273
2009-03-17,22.299999237060547
2009-03-18,24.489999771118164
2009-03-19,24.309999465942383
2009-03-20,22.979999542236328
2009-03-23,24.389999389648438
2009-03-24,23.6299991607666
2009-03-25,23.489999771118164
2009-03-26,24.530000686645508
2009-03-27,24.09000015258789
2009-03-30,23.030000686645508
2009-03-31,23.530000686645508
2009-04-01,25.229999542236328
2009-04-02,25.399999618530273
2009-04-03,26.219999313354492
2009-04-06,26.610000610351562
2009-04-07,25.579999923706055
2009-04-08,25.959999084472656
2009-04-09,26.920000076293945
2009-04-13,26.75
2009-04-14,26.850000381469727
2009-04-15,26.100000381469727
2009-04-16,26.8700008392334
2009-04-17,26.90999984741211
2009-04-20,26.3799991607666
2009-04-21,26.059999465942383
2009-04-22,25.81999969482422
2009-04-23,25.469999313354492
2009-04-24,25.920000076293945
2009-04-27,25.709999084472656
2009-04-28,25.649999618530273
2009-04-29,26.030000686645508
2009-04-30,27.389999389648438
2009-05-01,27.709999084472656
2009-05-04,28.920000076293945
2009-05-05,28.100000381469727
2009-05-06,28.010000228881836
2009-05-07,27.31999969482422
2009-05-08,27.030000686645508
2009-05-11,27.299999237060547
2009-05-12,26.899999618530273
2009-05-13,25.969999313354492
2009-05-14,26.309999465942383
2009-05-15,26.350000381469727
2009-05-18,27.239999771118164
2009-05-19,27.799999237060547
2009-05-20,27.09000015258789
2009-05-21,26.270000457763672
2009-05-22,26.579999923706055
2009-05-26,27.770000457763672
2009-05-27,30.350000381469727
2009-05-28,30.200000762939453
2009-05-29,30.360000610351562
2009-06-01,31.549999237060547
2009-06-02,30.729999542236328
2009-06-03,30.510000228881836
2009-06-04,30.510000228881836
2009-06-05,29.889999389648438
2009-06-08,29.700000762939453
2009-06-09,30.219999313354492
2009-06-10,29.479999542236328
2009-06-11,29.360000610351562
2009-06-12,28.739999771118164
2009-06-15,28.530000686645508
2009-06-16,28.239999771118164
2009-06-17,28.600000381469727
2009-06-18,28.809999465942383
2009-06-19,30.40999984741211
2009-06-22,28.739999771118164
2009-06-23,29.559999465942383
2009-06-24,29.649999618530273
2009-06-25,29.459999084472656
2009-06-26,29.920000076293945
2009-06-29,29.5
2009-06-30,29.399999618530273
2009-07-01,29.469999313354492
2009-07-02,29.290000915527344
2009-07-06,28.809999465942383
2009-07-07,27.520000457763672
2009-07-08,27.280000686645508
2009-07-09,27.420000076293945
2009-07-10,27.329999923706055
2009-07-13,27.68000030517578
2009-07-14,27.09000015258789
2009-07-15,28.420000076293945
2009-07-16,28.959999084472656
2009-07-17,29.1200008392334
2009-07-20,29.010000228881836
2009-07-21,29.010000228881836
2009-07-22,30.040000915527344
2009-07-23,31.709999084472656
2009-07-24,31.530000686645508
2009-07-27,31.809999465942383
2009-07-28,32.380001068115234
2009-07-29,32.279998779296875
2009-07-30,31.93000030517578
2009-07-31,32.060001373291016
2009-08-03,32.279998779296875
2009-08-04,32.31999969482422
2009-08-05,32.38999938964844
2009-08-06,31.309999465942383
2009-08-07,31.420000076293945
2009-08-10,31.829999923706055
2009-08-11,31.829999923706055
2009-08-12,34.040000915527344
2009-08-13,34.52000045776367
2009-08-14,34.5099983215332
2009-08-17,33.810001373291016
2009-08-18,34.869998931884766
2009-08-19,34.849998474121094
2009-08-20,35.33000183105469
2009-08-21,36.47999954223633
2009-08-24,35.720001220703125
2009-08-25,36.15999984741211
2009-08-26,36.630001068115234
2009-08-27,37.459999084472656
2009-08-28,37.63999938964844
2009-08-31,36.84000015258789
2009-09-01,35.88999938964844
2009-09-02,36.08000183105469
2009-09-03,36.529998779296875
2009-09-04,37.439998626708984
2009-09-08,38.400001525878906
2009-09-09,37.72999954223633
2009-09-10,36.720001220703125
2009-09-11,34.83000183105469
2009-09-14,34.650001525878906
2009-09-15,35.43000030517578
2009-09-16,35.970001220703125
2009-09-17,35.400001525878906
2009-09-18,36.20000076293945
2009-09-21,36.380001068115234
2009-09-22,36.06999969482422
2009-09-23,35.56999969482422
2009-09-24,35.040000915527344
2009-09-25,34.939998626708984
2009-09-28,36.150001525878906
2009-09-29,36.77000045776367
2009-09-30,36.75
2009-10-01,34.88999938964844
2009-10-02,34.599998474121094
2009-10-05,35.52000045776367
2009-10-06,36.650001525878906
2009-10-07,36.630001068115234
2009-10-08,37.099998474121094
2009-10-09,39.09000015258789
2009-10-12,40.43000030517578
2009-10-13,39.119998931884766
2009-10-14,40.20000076293945
2009-10-15,40.27000045776367
2009-10-16,40.33000183105469
2009-10-19,41.11000061035156
2009-10-20,41.15999984741211
2009-10-21,45.88999938964844
2009-10-22,44.45000076293945
2009-10-23,44.36000061035156
2009-10-26,44.63999938964844
2009-10-27,43.560001373291016
2009-10-28,42.150001525878906
2009-10-29,43.08000183105469
2009-10-30,42.099998474121094
2009-11-02,41.86000061035156
2009-11-03,42.2599983215332
2009-11-04,42.779998779296875
2009-11-05,44.81999969482422
2009-11-06,44.310001373291016
2009-11-09,46.529998779296875
2009-11-10,45.849998474121094
2009-11-11,46.56999969482422
2009-11-12,46.040000915527344
2009-11-13,47.130001068115234
2009-11-16,48.11000061035156
2009-11-17,47.65999984741211
2009-11-18,47.36000061035156
2009-11-19,46.720001220703125
2009-11-20,46.77000045776367
2009-11-23,46.849998474121094
2009-11-24,47.619998931884766
2009-11-25,48.29999923706055
2009-11-27,47.77000045776367
2009-11-30,47.83000183105469
2009-12-01,50.5099983215332
2009-12-02,51.650001525878906
2009-12-03,51.70000076293945
2009-12-04,52.119998931884766
2009-12-07,51.18000030517578
2009-12-08,51.150001525878906
2009-12-09,51.189998626708984
2009-12-10,51.81999969482422
2009-12-11,51.029998779296875
2009-12-14,51.790000915527344
2009-12-15,52.130001068115234
2009-12-16,52.310001373291016
2009-12-17,51.900001525878906
2009-12-18,52.04999923706055
2009-12-21,53.689998626708984
2009-12-22,54.47999954223633
2009-12-23,54.970001220703125
2009-12-24,55.060001373291016
2009-12-28,55.47999954223633
2009-12-29,55.279998779296875
2009-12-30,55.95000076293945
2009-12-31,56.369998931884766
2010-01-04,56.84000015258789
2010-01-05,56.4900016784668
2010-01-06,58.83000183105469
2010-01-07,58.470001220703125
2010-01-08,59.369998931884766
2010-01-11,59.40999984741211
2010-01-12,57.93000030517578
2010-01-13,58.97999954223633
2010-01-14,57.849998474121094
2010-01-15,54.0099983215332
2010-01-19,54.209999084472656
2010-01-20,63.59000015258789
2010-01-21,62.61000061035156
2010-01-22,60.13999938964844
2010-01-25,59.130001068115234
2010-01-26,58.349998474121094
2010-01-27,58.5
2010-01-28,58.380001068115234
2010-01-29,55.90999984741211
2010-02-01,59.0
2010-02-02,59.22999954223633
2010-02-03,59.939998626708984
2010-02-04,55.63999938964844
2010-02-05,56.619998931884766
2010-02-08,56.11000061035156
2010-02-09,57.09000015258789
2010-02-10,57.65999984741211
2010-02-11,60.11000061035156
2010-02-12,60.81999969482422
2010-02-16,62.95000076293945
2010-02-17,63.459999084472656
2010-02-18,65.06999969482422
2010-02-19,66.18000030517578
2010-02-22,66.7699966430664
2010-02-23,64.69999694824219
2010-02-24,65.75
2010-02-25,66.95999908447266
2010-02-26,67.83000183105469
2010-03-01,69.70999908447266
2010-03-02,69.01000213623047
2010-03-03,68.87000274658203
2010-03-04,69.06999969482422
2010-03-05,68.80000305175781
2010-03-08,67.66999816894531
2010-03-09,67.91999816894531
2010-03-10,69.5999984741211
2010-03-11,71.72000122070312
2010-03-12,70.94999694824219
2010-03-15,69.69999694824219
2010-03-16,70.93000030517578
2010-03-17,71.66000366210938
2010-03-18,71.44000244140625
2010-03-19,70.02999877929688
2010-03-22,70.37999725341797
2010-03-23,71.62999725341797
2010-03-24,70.41999816894531
2010-03-25,70.12000274658203
2010-03-26,70.12999725341797
2010-03-29,71.44000244140625
2010-03-30,70.87999725341797
2010-03-31,70.22000122070312
2010-04-01,70.5999984741211
2010-04-05,77.62999725341797
2010-04-06,77.06999969482422
2010-04-07,76.8499984741211
2010-04-08,76.13999938964844
2010-04-09,79.08000183105469
2010-04-12,79.31999969482422
2010-04-13,79.23999786376953
2010-04-14,82.41000366210938
2010-04-15,82.8499984741211
2010-04-16,82.12000274658203
2010-04-19,80.06999969482422
2010-04-20,82.16999816894531
2010-04-21,76.22000122070312
2010-04-22,80.16000366210938
2010-04-23,79.19000244140625
2010-04-26,80.22000122070312
2010-04-27,75.26000213623047
2010-04-28,75.98999786376953
2010-04-29,76.0
2010-04-30,73.20999908447266
2010-05-03,75.55000305175781
2010-05-04,71.72000122070312
2010-05-05,71.3499984741211
2010-05-06,69.4000015258789
2010-05-07,66.45999908447266
2010-05-10,72.72000122070312
2010-05-11,71.33999633789062
2010-05-12,77.54000091552734
2010-05-13,75.91999816894531
2010-05-14,72.0999984741211
2010-05-17,75.23999786376953
2010-05-18,72.56999969482422
2010-05-19,71.2699966430664
2010-05-20,65.12999725341797
2010-05-21,66.69000244140625
2010-05-24,64.81999969482422
2010-05-25,64.51000213623047
2010-05-26,65.04000091552734
2010-05-27,69.0999984741211
2010-05-28,66.37000274658203
2010-06-01,65.37000274658203
2010-06-02,67.37000274658203
2010-06-03,68.22000122070312
2010-06-04,64.54000091552734
2010-06-07,60.40999984741211
2010-06-08,61.459999084472656
2010-06-09,60.2400016784668
2010-06-10,62.7599983215332
2010-06-11,64.27999877929688
2010-06-14,66.25
2010-06-15,69.83000183105469
2010-06-16,69.41000366210938
2010-06-17,68.93000030517578
2010-06-18,69.20999908447266
2010-06-21,67.77999877929688
2010-06-22,66.38999938964844
2010-06-23,66.55999755859375
2010-06-24,64.5999984741211
2010-06-25,65.05999755859375
2010-06-28,64.63999938964844
2010-06-29,60.880001068115234
2010-06-30,60.029998779296875
2010-07-01,60.709999084472656
2010-07-02,60.84000015258789
2010-07-06,60.959999084472656
2010-07-07,66.06999969482422
2010-07-08,65.72000122070312
2010-07-09,66.12000274658203
2010-07-12,67.16999816894531
2010-07-13,68.81999969482422
2010-07-14,69.0
2010-07-15,68.2699966430664
2010-07-16,65.12000274658203
2010-07-19,66.9000015258789
2010-07-20,68.61000061035156
2010-07-21,67.05999755859375
2010-07-22,70.87999725341797
2010-07-23,72.18000030517578
2010-07-26,75.62999725341797
2010-07-27,73.02999877929688
2010-07-28,71.61000061035156
2010-07-29,70.45999908447266
2010-07-30,70.83999633789062
2010-08-02,73.62999725341797
2010-08-03,74.02999877929688
2010-08-04,73.7300033569336
2010-08-05,70.18000030517578
2010-08-06,70.62000274658203
2010-08-09,71.58999633789062
2010-08-10,68.95999908447266
2010-08-11,59.810001373291016
2010-08-12,58.779998779296875
2010-08-13,56.7599983215332
2010-08-16,56.599998474121094
2010-08-17,58.310001373291016
2010-08-18,59.720001220703125
2010-08-19,58.22999954223633
2010-08-20,57.93000030517578
2010-08-23,57.36000061035156
2010-08-24,55.349998474121094
2010-08-25,55.470001220703125
2010-08-26,53.95000076293945
2010-08-27,56.529998779296875
2010-08-30,56.0099983215332
2010-08-31,53.540000915527344
2010-09-01,55.29999923706055
2010-09-02,54.619998931884766
2010-09-03,56.5
2010-09-07,54.599998474121094
2010-09-08,50.18000030517578
2010-09-09,49.400001525878906
2010-09-10,48.720001220703125
2010-09-13,50.040000915527344
2010-09-14,52.130001068115234
2010-09-15,50.849998474121094
2010-09-16,51.75
2010-09-17,51.20000076293945
2010-09-20,50.599998474121094
2010-09-21,50.380001068115234
2010-09-22,49.790000915527344
2010-09-23,50.900001525878906
2010-09-24,52.52000045776367
2010-09-27,51.86000061035156
2010-09-28,53.310001373291016
2010-09-29,55.02000045776367
2010-09-30,54.290000915527344
2010-10-01,53.4900016784668
2010-10-04,52.290000915527344
2010-10-05,54.150001525878906
2010-10-06,52.58000183105469
2010-10-07,52.2599983215332
2010-10-08,52.29999923706055
2010-10-11,53.58000183105469
2010-10-12,52.529998779296875
2010-10-13,54.619998931884766
2010-10-14,55.86000061035156
2010-10-15,56.560001373291016
2010-10-18,55.560001373291016
2010-10-19,53.0
2010-10-20,50.08000183105469
2010-10-21,48.7400016784668
2010-10-22,50.20000076293945
2010-10-25,51.400001525878906
2010-10-26,51.27000045776367
2010-10-27,51.29999923706055
2010-10-28,50.93000030517578
2010-10-29,51.290000915527344
2010-11-01,50.11000061035156
2010-11-02,51.439998626708984
2010-11-03,51.95000076293945
2010-11-04,54.790000915527344
2010-11-05,54.4900016784668
2010-11-08,55.47999954223633
2010-11-09,54.459999084472656
2010-11-10,54.08000183105469
2010-11-11,53.90999984741211
2010-11-12,53.4900016784668
2010-11-15,53.849998474121094
2010-11-16,55.119998931884766
2010-11-17,56.290000915527344
2010-11-18,57.68000030517578
2010-11-19,58.34000015258789
2010-11-22,58.650001525878906
2010-11-23,58.5
2010-11-24,64.44999694824219
2010-11-26,63.130001068115234
2010-11-29,65.12000274658203
2010-11-30,65.18000030517578
2010-12-01,66.77999877929688
2010-12-02,67.87000274658203
2010-12-03,67.87999725341797
2010-12-06,67.61000061035156
2010-12-07,67.9800033569336
2010-12-08,68.5999984741211
2010-12-09,70.5999984741211
2010-12-10,72.05000305175781
2010-12-13,70.5199966430664
2010-12-14,67.5199966430664
2010-12-15,67.36000061035156
2010-12-16,66.75
2010-12-17,67.56999969482422
2010-12-20,67.26000213623047
2010-12-21,66.3499984741211
2010-12-22,66.81999969482422
2010-12-23,67.95999908447266
2010-12-27,66.91000366210938
2010-12-28,66.83999633789062
2010-12-29,66.61000061035156
2010-12-30,66.06999969482422
2010-12-31,65.88999938964844
2011-01-03,67.30000305175781
2011-01-04,67.69000244140625
2011-01-05,67.11000061035156
2011-01-06,67.22000122070312
2011-01-07,66.63999938964844
2011-01-10,67.44999694824219
2011-01-11,68.55999755859375
2011-01-12,69.19999694824219
2011-01-13,65.45999908447266
2011-01-14,63.77000045776367
2011-01-18,62.709999084472656
2011-01-19,53.630001068115234
2011-01-20,52.36000061035156
2011-01-21,51.2599983215332
2011-01-24,51.45000076293945
2011-01-25,51.869998931884766
2011-01-26,52.349998474121094
2011-01-27,51.66999816894531
2011-01-28,50.779998779296875
2011-01-31,50.4900016784668
2011-02-01,51.65999984741211
2011-02-02,51.83000183105469
2011-02-03,52.459999084472656
2011-02-04,52.650001525878906
2011-02-07,52.060001373291016
2011-02-08,52.18000030517578
2011-02-09,51.310001373291016
2011-02-10,53.560001373291016
2011-02-11,55.36000061035156
2011-02-14,56.220001220703125
2011-02-15,55.060001373291016
2011-02-16,54.869998931884766
2011-02-17,55.31999969482422
2011-02-18,54.68000030517578
2011-02-22,52.470001220703125
2011-02-23,51.45000076293945
2011-02-24,52.369998931884766
2011-02-25,53.18000030517578
2011-02-28,52.66999816894531
2011-03-01,50.939998626708984
2011-03-02,50.81999969482422
2011-03-03,51.209999084472656
2011-03-04,49.790000915527344
2011-03-07,49.290000915527344
2011-03-08,49.5099983215332
2011-03-09,46.9900016784668
2011-03-10,46.9900016784668
2011-03-11,48.380001068115234
2011-03-14,47.790000915527344
2011-03-15,47.880001068115234
2011-03-16,47.02000045776367
2011-03-17,49.349998474121094
2011-03-18,48.650001525878906
2011-03-21,49.31999969482422
2011-03-22,49.0
2011-03-23,42.900001525878906
2011-03-24,44.47999954223633
2011-03-25,44.849998474121094
2011-03-28,45.2599983215332
2011-03-29,46.540000915527344
2011-03-30,46.720001220703125
2011-03-31,46.15999984741211
2011-04-01,45.52000045776367
2011-04-04,45.68000030517578
2011-04-05,44.939998626708984
2011-04-06,46.439998626708984
2011-04-07,45.880001068115234
2011-04-08,43.86000061035156
2011-04-11,43.61000061035156
2011-04-12,42.97999954223633
2011-04-13,41.15999984741211
2011-04-14,40.81999969482422
2011-04-15,41.27000045776367
2011-04-18,41.06999969482422
2011-04-19,40.810001373291016
2011-04-20,39.68000030517578
2011-04-21,39.040000915527344
2011-04-25,39.720001220703125
2011-04-26,40.220001220703125
2011-04-27,40.810001373291016
2011-04-28,40.459999084472656
2011-04-29,40.7400016784668
2011-05-02,39.900001525878906
2011-05-03,39.84000015258789
2011-05-04,39.54999923706055
2011-05-05,39.40999984741211
2011-05-06,39.5
2011-05-09,39.04999923706055
2011-05-10,39.22999954223633
2011-05-11,40.459999084472656
2011-05-12,43.099998474121094
2011-05-13,42.02000045776367
2011-05-16,41.38999938964844
2011-05-17,39.310001373291016
2011-05-18,41.810001373291016
2011-05-19,42.29999923706055
2011-05-20,42.15999984741211
2011-05-23,41.560001373291016
2011-05-24,41.040000915527344
2011-05-25,41.2400016784668
2011-05-26,41.58000183105469
2011-05-27,43.61000061035156
2011-05-31,43.88999938964844
2011-06-01,42.09000015258789
2011-06-02,42.0
2011-06-03,41.13999938964844
2011-06-06,39.619998931884766
2011-06-07,39.5099983215332
2011-06-08,37.849998474121094
2011-06-09,38.439998626708984
2011-06-10,38.33000183105469
2011-06-13,38.41999816894531
2011-06-14,37.70000076293945
2011-06-15,36.380001068115234
2011-06-16,35.599998474121094
2011-06-17,34.27000045776367
2011-06-20,33.150001525878906
2011-06-21,34.0
2011-06-22,33.560001373291016
2011-06-23,34.52000045776367
2011-06-24,33.959999084472656
2011-06-27,33.529998779296875
2011-06-28,34.099998474121094
2011-06-29,32.540000915527344
2011-06-30,33.59000015258789
2011-07-01,33.86000061035156
2011-07-05,32.810001373291016
2011-07-06,31.809999465942383
2011-07-07,33.47999954223633
2011-07-08,32.22999954223633
2011-07-11,31.25
2011-07-12,31.31999969482422
2011-07-13,31.59000015258789
2011-07-14,30.6299991607666
2011-07-15,31.110000610351562
2011-07-18,30.229999542236328
2011-07-19,31.15999984741211
2011-07-20,32.13999938964844
2011-07-21,32.75
2011-07-22,33.83000183105469
2011-07-25,32.849998474121094
2011-07-26,32.599998474121094
2011-07-27,31.059999465942383
2011-07-28,32.59000015258789
2011-07-29,32.849998474121094
2011-08-01,33.02000045776367
2011-08-02,32.63999938964844
2011-08-03,33.0099983215332
2011-08-04,30.469999313354492
2011-08-05,28.979999542236328
2011-08-08,26.649999618530273
2011-08-09,29.489999771118164
2011-08-10,34.08000183105469
2011-08-11,36.15999984741211
2011-08-12,36.7599983215332
2011-08-15,37.11000061035156
2011-08-16,36.20000076293945
2011-08-17,34.7400016784668
2011-08-18,31.25
2011-08-19,30.049999237060547
2011-08-22,28.31999969482422
2011-08-23,30.40999984741211
2011-08-24,29.479999542236328
2011-08-25,28.469999313354492
2011-08-26,29.6200008392334
2011-08-29,31.469999313354492
2011-08-30,31.68000030517578
2011-08-31,32.43000030517578
2011-09-01,30.920000076293945
2011-09-02,30.229999542236328
2011-09-06,30.149999618530273
2011-09-07,32.20000076293945
2011-09-08,32.060001373291016
2011-09-09,31.34000015258789
2011-09-12,31.989999771118164
2011-09-13,32.18000030517578
2011-09-14,33.63999938964844
2011-09-15,32.83000183105469
2011-09-16,33.91999816894531
2011-09-19,33.150001525878906
2011-09-20,32.83000183105469
2011-09-21,31.84000015258789
2011-09-22,29.030000686645508
2011-09-23,28.34000015258789
2011-09-26,28.799999237060547
2011-09-27,29.1299991607666
2011-09-28,27.31999969482422
2011-09-29,27.510000228881836
2011-09-30,25.979999542236328
2011-10-03,23.389999389648438
2011-10-04,25.100000381469727
2011-10-05,25.6200008392334
2011-10-06,26.360000610351562
2011-10-07,27.90999984741211
2011-10-10,27.31999969482422
2011-10-11,27.540000915527344
2011-10-12,28.510000228881836
2011-10-13,29.420000076293945
2011-10-14,29.729999542236328
2011-10-17,26.610000610351562
2011-10-18,27.780000686645508
2011-10-19,24.309999465942383
2011-10-20,24.559999465942383
2011-10-21,24.670000076293945
2011-10-24,25.690000534057617
2011-10-25,24.899999618530273
2011-10-26,25.309999465942383
2011-10-27,27.700000762939453
2011-10-28,27.84000015258789
2011-10-31,26.639999389648438
2011-11-01,25.93000030517578
2011-11-02,26.270000457763672
2011-11-03,27.8799991607666
2011-11-04,30.56999969482422
2011-11-07,30.8799991607666
2011-11-08,31.0
2011-11-09,28.639999389648438
2011-11-10,28.209999084472656
2011-11-11,29.31999969482422
2011-11-14,28.540000915527344
2011-11-15,29.670000076293945
2011-11-16,29.350000381469727
2011-11-17,26.719999313354492
2011-11-18,26.8700008392334
2011-11-21,25.920000076293945
2011-11-22,25.25
2011-11-23,23.75
2011-11-25,23.850000381469727
2011-11-28,24.760000228881836
2011-11-29,24.149999618530273
2011-11-30,24.8799991607666
2011-12-01,24.829999923706055
2011-12-02,24.59000015258789
2011-12-05,24.850000381469727
2011-12-06,25.68000030517578
2011-12-07,25.549999237060547
2011-12-08,23.5
2011-12-09,23.790000915527344
2011-12-12,23.0
2011-12-13,22.389999389648438
2011-12-14,22.040000915527344
2011-12-15,21.860000610351562
2011-12-16,21.75
2011-12-19,20.31999969482422
2011-12-20,20.489999771118164
2011-12-21,20.8700008392334
2011-12-22,21.940000534057617
2011-12-23,21.65999984741211
2011-12-27,21.889999389648438
2011-12-28,21.40999984741211
2011-12-29,21.639999389648438
2011-12-30,22.040000915527344
2012-01-03,22.0
2012-01-04,21.690000534057617
2012-01-05,22.360000610351562
2012-01-06,22.450000762939453
2012-01-09,22.850000381469727
2012-01-10,23.059999465942383
2012-01-11,23.219999313354492
2012-01-12,23.81999969482422
2012-01-13,22.899999618530273
2012-01-17,23.329999923706055
2012-01-18,24.450000762939453
2012-01-19,25.850000381469727
2012-01-20,27.190000534057617
2012-01-23,26.889999389648438
2012-01-24,26.389999389648438
2012-01-25,26.510000228881836
2012-01-26,26.260000228881836
2012-01-27,26.559999465942383
2012-01-30,25.489999771118164
2012-01-31,25.43000030517578
2012-02-01,26.479999542236328
2012-02-02,27.43000030517578
2012-02-03,28.579999923706055
2012-02-06,28.18000030517578
2012-02-07,28.3799991607666
2012-02-08,28.559999465942383
2012-02-09,29.81999969482422
2012-02-10,28.350000381469727
2012-02-13,27.639999389648438
2012-02-14,27.280000686645508
2012-02-15,28.309999465942383
2012-02-16,30.479999542236328
2012-02-17,30.170000076293945
2012-02-21,29.90999984741211
2012-02-22,30.1200008392334
2012-02-23,29.75
2012-02-24,29.350000381469727
2012-02-27,28.690000534057617
2012-02-28,31.299999237060547
2012-02-29,30.290000915527344
2012-03-01,30.329999923706055
2012-03-02,29.989999771118164
2012-03-05,28.8799991607666
2012-03-06,27.43000030517578
2012-03-07,27.920000076293945
2012-03-08,29.040000915527344
2012-03-09,29.84000015258789
2012-03-12,28.959999084472656
2012-03-13,28.989999771118164
2012-03-14,28.649999618530273
2012-03-15,30.459999084472656
2012-03-16,30.809999465942383
2012-03-19,32.209999084472656
2012-03-20,31.43000030517578
2012-03-21,31.290000915527344
2012-03-22,30.479999542236328
2012-03-23,31.149999618530273
2012-03-26,31.6299991607666
2012-03-27,31.510000228881836
2012-03-28,30.899999618530273
2012-03-29,31.360000610351562
2012-03-30,31.6299991607666
2012-04-02,31.579999923706055
2012-04-03,30.90999984741211
2012-04-04,29.559999465942383
2012-04-05,29.610000610351562
2012-04-09,28.440000534057617
2012-04-10,29.450000762939453
2012-04-11,31.200000762939453
2012-04-12,32.540000915527344
2012-04-13,31.549999237060547
2012-04-16,30.920000076293945
2012-04-17,31.899999618530273
2012-04-18,29.969999313354492
2012-04-19,30.1200008392334
2012-04-20,30.489999771118164
2012-04-23,29.639999389648438
2012-04-24,29.780000686645508
2012-04-25,30.360000610351562
2012-04-26,31.100000381469727
2012-04-27,30.969999313354492
2012-04-30,30.899999618530273
2012-05-01,31.5
2012-05-02,32.349998474121094
2012-05-03,32.34000015258789
2012-05-04,31.829999923706055
2012-05-07,32.880001068115234
2012-05-08,32.29999923706055
2012-05-09,32.65999984741211
2012-05-10,31.739999771118164
2012-05-11,32.06999969482422
2012-05-14,31.149999618530273
2012-05-15,30.43000030517578
2012-05-16,30.450000762939453
2012-05-17,29.549999237060547
2012-05-18,28.489999771118164
2012-05-21,29.09000015258789
2012-05-22,27.200000762939453
2012-05-23,26.450000762939453
2012-05-24,25.90999984741211
2012-05-25,26.110000610351562
2012-05-29,26.56999969482422
2012-05-30,25.65999984741211
2012-05-31,25.06999969482422
2012-06-01,23.6200008392334
2012-06-04,23.0
2012-06-05,23.610000610351562
2012-06-06,24.149999618530273
2012-06-07,23.56999969482422
2012-06-08,23.860000610351562
2012-06-11,22.989999771118164
2012-06-12,23.40999984741211
2012-06-13,23.049999237060547
2012-06-14,22.90999984741211
2012-06-15,23.899999618530273
2012-06-18,23.920000076293945
2012-06-19,24.280000686645508
2012-06-20,24.559999465942383
2012-06-21,23.639999389648438
2012-06-22,24.450000762939453
2012-06-25,23.270000457763672
2012-06-26,23.209999084472656
2012-06-27,24.469999313354492
2012-06-28,25.219999313354492
2012-06-29,25.670000076293945
