,CYCCP
2006-06-28,4.5
2006-06-29,4.5
2006-06-30,4.5
2006-07-03,4.5
2006-07-05,5.0
2006-07-06,5.0
2006-07-07,5.0
2006-07-10,5.5
2006-07-11,5.5
2006-07-12,5.5
2006-07-13,5.5
2006-07-14,5.5
2006-07-17,5.5
2006-07-18,6.199999809265137
2006-07-19,5.849999904632568
2006-07-20,5.849999904632568
2006-07-21,5.849999904632568
2006-07-24,4.849999904632568
2006-07-25,4.849999904632568
2006-07-26,4.849999904632568
2006-07-27,4.849999904632568
2006-07-28,4.900000095367432
2006-07-31,4.900000095367432
2006-08-01,4.900000095367432
2006-08-02,4.900000095367432
2006-08-03,4.900000095367432
2006-08-04,4.900000095367432
2006-08-07,4.900000095367432
2006-08-08,4.849999904632568
2006-08-09,4.849999904632568
2006-08-10,4.849999904632568
2006-08-11,4.849999904632568
2006-08-14,4.849999904632568
2006-08-15,4.849999904632568
2006-08-16,4.849999904632568
2006-08-17,4.849999904632568
2006-08-18,4.849999904632568
2006-08-21,4.849999904632568
2006-08-22,4.849999904632568
2006-08-23,4.849999904632568
2006-08-24,4.849999904632568
2006-08-25,4.849999904632568
2006-08-28,4.849999904632568
2006-08-29,4.849999904632568
2006-08-30,4.849999904632568
2006-08-31,5.0
2006-09-01,5.0
2006-09-05,5.5
2006-09-06,5.5
2006-09-07,5.5
2006-09-08,4.5
2006-09-11,4.5
2006-09-12,4.5
2006-09-13,4.5
2006-09-14,4.5
2006-09-15,5.050000190734863
2006-09-18,5.050000190734863
2006-09-19,5.050000190734863
2006-09-20,5.050000190734863
2006-09-21,5.050000190734863
2006-09-22,5.050000190734863
2006-09-25,5.050000190734863
2006-09-26,5.050000190734863
2006-09-27,5.050000190734863
2006-09-28,5.050000190734863
2006-09-29,5.050000190734863
2006-10-02,5.050000190734863
2006-10-03,5.050000190734863
2006-10-04,5.050000190734863
2006-10-05,5.050000190734863
2006-10-06,5.050000190734863
2006-10-09,5.050000190734863
2006-10-10,5.050000190734863
2006-10-11,5.050000190734863
2006-10-12,5.050000190734863
2006-10-13,4.510000228881836
2006-10-16,5.0
2006-10-17,5.199999809265137
2006-10-18,5.199999809265137
2006-10-19,5.199999809265137
2006-10-20,5.199999809265137
2006-10-23,5.5
2006-10-24,5.5
2006-10-25,5.5
2006-10-26,5.5
2006-10-27,5.5
2006-10-30,5.5
2006-10-31,5.5
2006-11-01,5.5
2006-11-02,5.5
2006-11-03,5.5
2006-11-06,5.059999942779541
2006-11-07,5.329999923706055
2006-11-08,5.329999923706055
2006-11-09,5.329999923706055
2006-11-10,5.329999923706055
2006-11-13,5.329999923706055
2006-11-14,5.329999923706055
2006-11-15,5.5
2006-11-16,5.5
2006-11-17,5.5
2006-11-20,5.5
2006-11-21,5.5
2006-11-22,5.5
2006-11-24,5.5
2006-11-27,5.5
2006-11-28,5.5
2006-11-29,5.050000190734863
2006-11-30,5.300000190734863
2006-12-01,5.300000190734863
2006-12-04,5.300000190734863
2006-12-05,5.300000190734863
2006-12-06,5.300000190734863
2006-12-07,5.300000190734863
2006-12-08,5.300000190734863
2006-12-11,5.300000190734863
2006-12-12,6.010000228881836
2006-12-13,5.570000171661377
2006-12-14,5.570000171661377
2006-12-15,5.570000171661377
2006-12-18,6.0
2006-12-19,6.0
2006-12-20,6.0
2006-12-21,6.0
2006-12-22,6.0
2006-12-26,4.829999923706055
2006-12-27,4.829999923706055
2006-12-28,4.829999923706055
2006-12-29,5.349999904632568
2007-01-03,5.349999904632568
2007-01-04,4.75
2007-01-05,4.75
2007-01-08,4.75
2007-01-09,5.110000133514404
2007-01-10,5.110000133514404
2007-01-11,5.110000133514404
2007-01-12,5.110000133514404
2007-01-16,5.110000133514404
2007-01-17,5.650000095367432
2007-01-18,5.0
2007-01-19,5.0
2007-01-22,4.599999904632568
2007-01-23,4.599999904632568
2007-01-24,4.599999904632568
2007-01-25,4.599999904632568
2007-01-26,4.599999904632568
2007-01-29,4.599999904632568
2007-01-30,4.599999904632568
2007-01-31,4.599999904632568
2007-02-01,4.599999904632568
2007-02-02,5.300000190734863
2007-02-05,5.300000190734863
2007-02-06,5.300000190734863
2007-02-07,5.300000190734863
2007-02-08,5.300000190734863
2007-02-09,5.300000190734863
2007-02-12,5.300000190734863
2007-02-13,5.300000190734863
2007-02-14,6.699999809265137
2007-02-15,5.639999866485596
2007-02-16,6.099999904632568
2007-02-20,6.099999904632568
2007-02-21,6.099999904632568
2007-02-22,6.0
2007-02-23,7.150000095367432
2007-02-26,7.099999904632568
2007-02-27,6.559999942779541
2007-02-28,6.559999942779541
2007-03-01,6.559999942779541
2007-03-02,6.559999942779541
2007-03-05,6.559999942779541
2007-03-06,6.559999942779541
2007-03-07,6.559999942779541
2007-03-08,6.5
2007-03-09,6.5
2007-03-12,7.090000152587891
2007-03-13,7.090000152587891
2007-03-14,6.179999828338623
2007-03-15,6.179999828338623
2007-03-16,6.179999828338623
2007-03-19,6.179999828338623
2007-03-20,6.179999828338623
2007-03-21,6.179999828338623
2007-03-22,6.179999828338623
2007-03-23,6.179999828338623
2007-03-26,6.179999828338623
2007-03-27,6.179999828338623
2007-03-28,6.71999979019165
2007-03-29,6.71999979019165
2007-03-30,6.260000228881836
2007-04-02,6.260000228881836
2007-04-03,6.260000228881836
2007-04-04,6.260000228881836
2007-04-05,6.260000228881836
2007-04-09,7.0
2007-04-10,7.130000114440918
2007-04-11,6.900000095367432
2007-04-12,7.099999904632568
2007-04-13,6.849999904632568
2007-04-16,6.699999809265137
2007-04-17,7.269999980926514
2007-04-18,6.960000038146973
2007-04-19,6.929999828338623
2007-04-20,7.03000020980835
2007-04-23,6.929999828338623
2007-04-24,6.949999809265137
2007-04-25,6.929999828338623
2007-04-26,6.690000057220459
2007-04-27,6.550000190734863
2007-04-30,6.550000190734863
2007-05-01,6.150000095367432
2007-05-02,6.150000095367432
2007-05-03,6.150000095367432
2007-05-04,6.699999809265137
2007-05-07,6.619999885559082
2007-05-08,6.989999771118164
2007-05-09,6.989999771118164
2007-05-10,7.099999904632568
2007-05-11,6.800000190734863
2007-05-14,7.099999904632568
2007-05-15,7.099999904632568
2007-05-16,7.099999904632568
2007-05-17,7.099999904632568
2007-05-18,7.099999904632568
2007-05-21,7.099999904632568
2007-05-22,7.949999809265137
2007-05-23,7.949999809265137
2007-05-24,7.690000057220459
2007-05-25,7.690000057220459
2007-05-29,7.300000190734863
2007-05-30,7.300000190734863
2007-05-31,7.25
2007-06-01,7.25
2007-06-04,7.25
2007-06-05,7.300000190734863
2007-06-06,7.320000171661377
2007-06-07,7.320000171661377
2007-06-08,7.320000171661377
2007-06-11,7.119999885559082
2007-06-12,7.119999885559082
2007-06-13,7.119999885559082
2007-06-14,7.019999980926514
2007-06-15,7.099999904632568
2007-06-18,7.099999904632568
2007-06-19,7.099999904632568
2007-06-20,7.0
2007-06-21,7.199999809265137
2007-06-22,7.199999809265137
2007-06-25,7.090000152587891
2007-06-26,6.880000114440918
2007-06-27,6.880000114440918
2007-06-28,6.980000019073486
2007-06-29,6.980000019073486
2007-07-02,6.980000019073486
2007-07-03,6.980000019073486
2007-07-05,6.980000019073486
2007-07-06,6.980000019073486
2007-07-09,6.980000019073486
2007-07-10,6.980000019073486
2007-07-11,6.980000019073486
2007-07-12,6.769999980926514
2007-07-13,6.769999980926514
2007-07-16,6.769999980926514
2007-07-17,6.769999980926514
2007-07-18,6.769999980926514
2007-07-19,6.340000152587891
2007-07-20,6.349999904632568
2007-07-23,6.349999904632568
2007-07-24,6.239999771118164
2007-07-25,6.239999771118164
2007-07-26,6.239999771118164
2007-07-27,6.239999771118164
2007-07-30,6.239999771118164
2007-07-31,6.210000038146973
2007-08-01,6.210000038146973
2007-08-02,6.210000038146973
2007-08-03,6.210000038146973
2007-08-06,6.210000038146973
2007-08-07,6.199999809265137
2007-08-08,6.199999809265137
2007-08-09,6.199999809265137
2007-08-10,6.190000057220459
2007-08-13,6.190000057220459
2007-08-14,6.190000057220459
2007-08-15,5.96999979019165
2007-08-16,5.510000228881836
2007-08-17,6.0
2007-08-20,5.989999771118164
2007-08-21,5.989999771118164
2007-08-22,5.989999771118164
2007-08-23,5.989999771118164
2007-08-24,5.989999771118164
2007-08-27,5.989999771118164
2007-08-28,5.989999771118164
2007-08-29,5.989999771118164
2007-08-30,5.989999771118164
2007-08-31,5.989999771118164
2007-09-04,5.989999771118164
2007-09-05,5.989999771118164
2007-09-06,5.989999771118164
2007-09-07,5.989999771118164
2007-09-10,5.989999771118164
2007-09-11,6.0
2007-09-12,6.0
2007-09-13,6.0
2007-09-14,6.0
2007-09-17,6.0
2007-09-18,6.0
2007-09-19,6.0
2007-09-20,5.849999904632568
2007-09-21,5.849999904632568
2007-09-24,5.75
2007-09-25,5.75
2007-09-26,5.75
2007-09-27,5.840000152587891
2007-09-28,5.840000152587891
2007-10-01,5.800000190734863
2007-10-02,5.900000095367432
2007-10-03,5.900000095367432
2007-10-04,5.900000095367432
2007-10-05,5.650000095367432
2007-10-08,5.619999885559082
2007-10-09,5.619999885559082
2007-10-10,5.619999885559082
2007-10-11,5.619999885559082
2007-10-12,5.619999885559082
2007-10-15,5.619999885559082
2007-10-16,5.800000190734863
2007-10-17,5.769999980926514
2007-10-18,5.699999809265137
2007-10-19,5.699999809265137
2007-10-22,5.699999809265137
2007-10-23,5.699999809265137
2007-10-24,4.769999980926514
2007-10-25,5.0
2007-10-26,4.5
2007-10-29,4.5
2007-10-30,4.5
2007-10-31,4.5
2007-11-01,4.5
2007-11-02,4.75
2007-11-05,4.75
2007-11-06,4.75
2007-11-07,4.75
2007-11-08,4.75
2007-11-09,4.75
2007-11-12,3.990000009536743
2007-11-13,3.9700000286102295
2007-11-14,3.9700000286102295
2007-11-15,3.5
2007-11-16,3.5
2007-11-19,3.950000047683716
2007-11-20,3.950000047683716
2007-11-21,3.950000047683716
2007-11-23,3.950000047683716
2007-11-26,3.950000047683716
2007-11-27,3.9000000953674316
2007-11-28,4.210000038146973
2007-11-29,4.210000038146973
2007-11-30,4.349999904632568
2007-12-03,4.130000114440918
2007-12-04,4.130000114440918
2007-12-05,4.590000152587891
2007-12-06,4.590000152587891
2007-12-07,4.590000152587891
2007-12-10,4.099999904632568
2007-12-11,4.75
2007-12-12,4.75
2007-12-13,4.75
2007-12-14,4.75
2007-12-17,4.75
2007-12-18,5.239999771118164
2007-12-19,5.239999771118164
2007-12-20,5.239999771118164
2007-12-21,4.079999923706055
2007-12-24,4.079999923706055
2007-12-26,4.079999923706055
2007-12-27,4.070000171661377
2007-12-28,4.070000171661377
2007-12-31,4.75
2008-01-02,4.75
2008-01-03,4.75
2008-01-04,4.75
2008-01-07,4.75
2008-01-08,4.75
2008-01-09,4.75
2008-01-10,4.75
2008-01-11,4.75
2008-01-14,4.75
2008-01-15,4.75
2008-01-16,4.75
2008-01-17,4.75
2008-01-18,4.75
2008-01-22,4.75
2008-01-23,4.25
2008-01-24,4.75
2008-01-25,4.650000095367432
2008-01-28,4.320000171661377
2008-01-29,4.5
2008-01-30,4.5
2008-01-31,4.5
2008-02-01,4.5
2008-02-04,4.050000190734863
2008-02-05,4.75
2008-02-06,4.519999980926514
2008-02-07,4.519999980926514
2008-02-08,4.71999979019165
2008-02-11,4.71999979019165
2008-02-12,4.550000190734863
2008-02-13,4.550000190734863
2008-02-14,4.550000190734863
2008-02-15,4.75
2008-02-19,4.75
2008-02-20,5.5
2008-02-21,4.75
2008-02-22,4.75
2008-02-25,4.849999904632568
2008-02-26,4.849999904632568
2008-02-27,4.849999904632568
2008-02-28,4.199999809265137
2008-02-29,4.199999809265137
2008-03-03,4.670000076293945
2008-03-04,4.559999942779541
2008-03-05,4.199999809265137
2008-03-06,4.349999904632568
2008-03-07,4.349999904632568
2008-03-10,4.099999904632568
2008-03-11,4.0
2008-03-12,4.0
2008-03-13,4.0
2008-03-14,4.0
2008-03-17,3.950000047683716
2008-03-18,3.950000047683716
2008-03-19,3.950000047683716
2008-03-20,3.950000047683716
2008-03-24,3.950000047683716
2008-03-25,3.950000047683716
2008-03-26,3.950000047683716
2008-03-27,4.050000190734863
2008-03-28,4.050000190734863
2008-03-31,4.050000190734863
2008-04-01,4.050000190734863
2008-04-02,4.050000190734863
2008-04-03,4.050000190734863
2008-04-04,4.050000190734863
2008-04-07,4.050000190734863
2008-04-08,4.050000190734863
2008-04-09,5.0
2008-04-10,5.0
2008-04-11,4.980000019073486
2008-04-14,4.980000019073486
2008-04-15,4.980000019073486
2008-04-16,5.199999809265137
2008-04-17,4.550000190734863
2008-04-18,4.550000190734863
2008-04-21,4.550000190734863
2008-04-22,4.550000190734863
2008-04-23,4.550000190734863
2008-04-24,4.550000190734863
2008-04-25,4.550000190734863
2008-04-28,4.550000190734863
2008-04-29,4.550000190734863
2008-04-30,4.550000190734863
2008-05-01,4.550000190734863
2008-05-02,4.550000190734863
2008-05-05,4.550000190734863
2008-05-06,4.550000190734863
2008-05-07,4.400000095367432
2008-05-08,4.400000095367432
2008-05-09,4.400000095367432
2008-05-12,4.400000095367432
2008-05-13,4.099999904632568
2008-05-14,4.239999771118164
2008-05-15,4.050000190734863
2008-05-16,4.050000190734863
2008-05-19,4.050000190734863
2008-05-20,4.0
2008-05-21,4.0
2008-05-22,4.0
2008-05-23,3.9000000953674316
2008-05-27,3.9000000953674316
2008-05-28,3.9000000953674316
2008-05-29,3.9000000953674316
2008-05-30,3.9000000953674316
2008-06-02,3.9000000953674316
2008-06-03,3.9000000953674316
2008-06-04,3.9000000953674316
2008-06-05,3.9000000953674316
2008-06-06,3.1700000762939453
2008-06-09,3.1700000762939453
2008-06-10,3.8499999046325684
2008-06-11,3.8499999046325684
2008-06-12,3.8499999046325684
2008-06-13,3.8499999046325684
2008-06-16,3.8499999046325684
2008-06-17,3.6500000953674316
2008-06-18,3.6500000953674316
2008-06-19,3.6500000953674316
2008-06-20,3.6500000953674316
2008-06-23,3.6500000953674316
2008-06-24,3.6500000953674316
2008-06-25,3.6500000953674316
2008-06-26,4.110000133514404
2008-06-27,4.110000133514404
2008-06-30,4.110000133514404
2008-07-01,4.110000133514404
2008-07-02,4.110000133514404
2008-07-03,4.110000133514404
2008-07-07,3.25
2008-07-08,3.25
2008-07-09,3.25
2008-07-10,3.25
2008-07-11,3.049999952316284
2008-07-14,3.049999952316284
2008-07-15,3.049999952316284
2008-07-16,3.059999942779541
2008-07-17,3.059999942779541
2008-07-18,3.059999942779541
2008-07-21,3.059999942779541
2008-07-22,3.059999942779541
2008-07-23,3.25
2008-07-24,3.25
2008-07-25,3.25
2008-07-28,3.25
2008-07-29,3.25
2008-07-30,3.25
2008-07-31,3.25
2008-08-01,3.25
2008-08-04,2.9800000190734863
2008-08-05,3.0799999237060547
2008-08-06,3.0799999237060547
2008-08-07,3.0799999237060547
2008-08-08,3.0799999237060547
2008-08-11,3.0799999237060547
2008-08-12,4.420000076293945
2008-08-13,3.450000047683716
2008-08-14,3.4000000953674316
2008-08-15,3.450000047683716
2008-08-18,3.4800000190734863
2008-08-19,3.4800000190734863
2008-08-20,3.8299999237060547
2008-08-21,3.4800000190734863
2008-08-22,3.25
2008-08-25,3.25
2008-08-26,3.25
2008-08-27,3.25
2008-08-28,3.25
2008-08-29,3.25
2008-09-02,3.25
2008-09-03,3.25
2008-09-04,3.1500000953674316
2008-09-05,3.1500000953674316
2008-09-08,3.1500000953674316
2008-09-09,3.1500000953674316
2008-09-10,3.1500000953674316
2008-09-11,3.1500000953674316
2008-09-12,3.1500000953674316
2008-09-15,3.1500000953674316
2008-09-16,2.299999952316284
2008-09-17,2.299999952316284
2008-09-18,2.049999952316284
2008-09-19,3.049999952316284
2008-09-22,3.049999952316284
2008-09-23,3.049999952316284
2008-09-24,3.049999952316284
2008-09-25,2.5
2008-09-26,2.859999895095825
2008-09-29,2.5
2008-09-30,2.5
2008-10-01,2.5
2008-10-02,2.4000000953674316
2008-10-03,2.1600000858306885
2008-10-06,1.899999976158142
2008-10-07,1.899999976158142
2008-10-08,2.0799999237060547
2008-10-09,2.0799999237060547
2008-10-10,1.7000000476837158
2008-10-13,1.7000000476837158
2008-10-14,1.7000000476837158
2008-10-15,1.7000000476837158
2008-10-16,1.7000000476837158
2008-10-17,1.7000000476837158
2008-10-20,1.7000000476837158
2008-10-21,1.7999999523162842
2008-10-22,1.7999999523162842
2008-10-23,1.7999999523162842
2008-10-24,1.7300000190734863
2008-10-27,1.3899999856948853
2008-10-28,1.0
2008-10-29,1.5
2008-10-30,1.5
2008-10-31,1.5
2008-11-03,1.5
2008-11-04,1.7000000476837158
2008-11-05,1.7000000476837158
2008-11-06,1.7000000476837158
2008-11-07,1.4800000190734863
2008-11-10,1.4800000190734863
2008-11-11,1.2999999523162842
2008-11-12,1.0
2008-11-13,1.0
2008-11-14,1.0
2008-11-17,1.1399999856948853
2008-11-18,1.0
2008-11-19,0.8999999761581421
2008-11-20,0.8999999761581421
2008-11-21,1.0800000429153442
2008-11-24,1.0800000429153442
2008-11-25,1.0800000429153442
2008-11-26,1.0800000429153442
2008-11-28,1.0800000429153442
2008-12-01,1.2200000286102295
2008-12-02,0.5799999833106995
2008-12-03,0.5799999833106995
2008-12-04,0.5799999833106995
2008-12-05,1.2200000286102295
2008-12-08,1.4900000095367432
2008-12-09,1.4900000095367432
2008-12-10,1.7400000095367432
2008-12-11,1.7400000095367432
2008-12-12,1.7400000095367432
2008-12-15,1.7400000095367432
2008-12-16,1.7400000095367432
2008-12-17,1.7400000095367432
2008-12-18,1.7300000190734863
2008-12-19,1.7599999904632568
2008-12-22,1.7599999904632568
2008-12-23,1.2999999523162842
2008-12-24,1.2999999523162842
2008-12-26,1.5
2008-12-29,1.5
2008-12-30,1.5
2008-12-31,1.5
2009-01-02,1.899999976158142
2009-01-05,1.899999976158142
2009-01-06,1.899999976158142
2009-01-07,2.200000047683716
2009-01-08,2.200000047683716
2009-01-09,1.899999976158142
2009-01-12,1.899999976158142
2009-01-13,2.180000066757202
2009-01-14,2.180000066757202
2009-01-15,1.7999999523162842
2009-01-16,1.649999976158142
2009-01-20,1.7000000476837158
2009-01-21,1.7000000476837158
2009-01-22,1.350000023841858
2009-01-23,1.2000000476837158
2009-01-26,1.2000000476837158
2009-01-27,1.2000000476837158
2009-01-28,1.2000000476837158
2009-01-29,1.2000000476837158
2009-01-30,1.2000000476837158
2009-02-02,1.9800000190734863
2009-02-03,1.9800000190734863
2009-02-04,1.9800000190734863
2009-02-05,1.9800000190734863
2009-02-06,1.9800000190734863
2009-02-09,1.9800000190734863
2009-02-10,1.5
2009-02-11,1.5
2009-02-12,1.5
2009-02-13,1.350000023841858
2009-02-17,1.350000023841858
2009-02-18,1.350000023841858
2009-02-19,1.350000023841858
2009-02-20,1.350000023841858
2009-02-23,1.350000023841858
2009-02-24,1.350000023841858
2009-02-25,1.350000023841858
2009-02-26,1.350000023841858
2009-02-27,1.350000023841858
2009-03-02,1.350000023841858
2009-03-03,1.350000023841858
2009-03-04,1.350000023841858
2009-03-05,1.4800000190734863
2009-03-06,1.4800000190734863
2009-03-09,1.4199999570846558
2009-03-10,1.4199999570846558
2009-03-11,1.350000023841858
2009-03-12,1.350000023841858
2009-03-13,1.4199999570846558
2009-03-16,1.4299999475479126
2009-03-17,3.569999933242798
2009-03-18,2.1500000953674316
2009-03-19,1.7300000190734863
2009-03-20,2.0
2009-03-23,1.7300000190734863
2009-03-24,1.9900000095367432
2009-03-25,1.7999999523162842
2009-03-26,1.6799999475479126
2009-03-27,1.6699999570846558
2009-03-30,1.6699999570846558
2009-03-31,1.7000000476837158
2009-04-01,1.7000000476837158
2009-04-02,1.649999976158142
2009-04-03,1.649999976158142
2009-04-06,1.5
2009-04-07,1.409999966621399
2009-04-08,1.100000023841858
2009-04-09,1.2000000476837158
2009-04-13,1.309999942779541
2009-04-14,1.4500000476837158
2009-04-15,1.3899999856948853
2009-04-16,1.2200000286102295
2009-04-17,1.2799999713897705
2009-04-20,1.0700000524520874
2009-04-21,1.0099999904632568
2009-04-22,1.0099999904632568
2009-04-23,1.0499999523162842
2009-04-24,1.0499999523162842
2009-04-27,1.2000000476837158
2009-04-28,1.0
2009-04-29,1.0099999904632568
2009-04-30,1.0099999904632568
2009-05-01,1.0099999904632568
2009-05-04,1.0099999904632568
2009-05-05,1.0
2009-05-06,1.0199999809265137
2009-05-07,1.0199999809265137
2009-05-08,1.100000023841858
2009-05-11,1.100000023841858
2009-05-12,1.0299999713897705
2009-05-13,0.9700000286102295
2009-05-14,0.9700000286102295
2009-05-15,0.9200000166893005
2009-05-18,0.800000011920929
2009-05-19,0.9599999785423279
2009-05-20,0.9700000286102295
2009-05-21,0.9700000286102295
2009-05-22,0.9700000286102295
2009-05-26,1.0
2009-05-27,1.0
2009-05-28,1.149999976158142
2009-05-29,1.0099999904632568
2009-06-01,1.0
2009-06-02,1.0199999809265137
2009-06-03,1.0
2009-06-04,1.0
2009-06-05,1.0
2009-06-08,1.0299999713897705
2009-06-09,1.0299999713897705
2009-06-10,1.0299999713897705
2009-06-11,1.0299999713897705
2009-06-12,1.100000023841858
2009-06-15,1.2999999523162842
2009-06-16,1.149999976158142
2009-06-17,1.149999976158142
2009-06-18,1.149999976158142
2009-06-19,1.159999966621399
2009-06-22,1.149999976158142
2009-06-23,1.2200000286102295
2009-06-24,1.2200000286102295
2009-06-25,1.2200000286102295
2009-06-26,1.399999976158142
2009-06-29,1.2599999904632568
2009-06-30,1.2699999809265137
2009-07-01,1.2699999809265137
2009-07-02,1.3300000429153442
2009-07-06,1.4700000286102295
2009-07-07,1.5
2009-07-08,1.5
2009-07-09,1.5
2009-07-10,1.5
2009-07-13,1.2999999523162842
2009-07-14,1.2999999523162842
2009-07-15,1.2999999523162842
2009-07-16,1.2799999713897705
2009-07-17,1.3200000524520874
2009-07-20,1.4299999475479126
2009-07-21,1.4299999475479126
2009-07-22,1.4299999475479126
2009-07-23,1.4900000095367432
2009-07-24,1.4900000095367432
2009-07-27,1.4299999475479126
2009-07-28,1.2200000286102295
2009-07-29,1.2200000286102295
2009-07-30,1.2200000286102295
2009-07-31,1.25
2009-08-03,1.25
2009-08-04,1.1799999475479126
2009-08-05,1.1799999475479126
2009-08-06,1.1799999475479126
2009-08-07,1.2999999523162842
2009-08-10,1.3700000047683716
2009-08-11,1.2999999523162842
2009-08-12,1.309999942779541
2009-08-13,1.309999942779541
2009-08-14,1.309999942779541
2009-08-17,1.3300000429153442
2009-08-18,1.3600000143051147
2009-08-19,1.3600000143051147
2009-08-20,1.3899999856948853
2009-08-21,1.3899999856948853
2009-08-24,1.3300000429153442
2009-08-25,1.3300000429153442
2009-08-26,1.3300000429153442
2009-08-27,1.25
2009-08-28,1.2599999904632568
2009-08-31,1.2599999904632568
2009-09-01,1.3899999856948853
2009-09-02,1.3899999856948853
2009-09-03,1.3899999856948853
2009-09-04,1.25
2009-09-08,1.399999976158142
2009-09-09,1.399999976158142
2009-09-10,1.4299999475479126
2009-09-11,1.4299999475479126
2009-09-14,1.4299999475479126
2009-09-15,1.340000033378601
2009-09-16,1.4299999475479126
2009-09-17,1.4299999475479126
2009-09-18,1.3300000429153442
2009-09-21,1.3300000429153442
2009-09-22,1.3300000429153442
2009-09-23,1.4500000476837158
2009-09-24,1.350000023841858
2009-09-25,1.350000023841858
2009-09-28,1.600000023841858
2009-09-29,1.4600000381469727
2009-09-30,1.4600000381469727
2009-10-01,1.4600000381469727
2009-10-02,1.440000057220459
2009-10-05,1.840000033378601
2009-10-06,1.840000033378601
2009-10-07,1.4500000476837158
2009-10-08,1.4500000476837158
2009-10-09,1.5800000429153442
2009-10-12,1.5800000429153442
2009-10-13,1.5199999809265137
2009-10-14,1.5299999713897705
2009-10-15,1.5299999713897705
