,BLDP
1996-07-29,7.0
1996-07-30,6.9583330154418945
1996-07-31,6.9010419845581055
1996-08-01,7.0
1996-08-02,7.2083330154418945
1996-08-05,6.9583330154418945
1996-08-06,6.9114580154418945
1996-08-07,6.875
1996-08-08,7.0
1996-08-09,7.0416669845581055
1996-08-12,7.0
1996-08-13,7.0052080154418945
1996-08-14,7.0833330154418945
1996-08-15,7.0833330154418945
1996-08-16,7.0833330154418945
1996-08-19,7.0833330154418945
1996-08-20,7.078125
1996-08-21,7.3333330154418945
1996-08-22,7.4166669845581055
1996-08-23,7.5885419845581055
1996-08-26,7.5416669845581055
1996-08-27,7.5416669845581055
1996-08-28,7.625
1996-08-29,7.5625
1996-08-30,7.5
1996-09-03,7.6666669845581055
1996-09-04,7.5416669845581055
1996-09-05,7.5208330154418945
1996-09-06,7.625
1996-09-09,7.5416669845581055
1996-09-10,7.5833330154418945
1996-09-11,7.6666669845581055
1996-09-12,7.7083330154418945
1996-09-13,7.796875
1996-09-16,7.8333330154418945
1996-09-17,7.7083330154418945
1996-09-18,7.5833330154418945
1996-09-19,7.5416669845581055
1996-09-20,7.2916669845581055
1996-09-23,7.2916669845581055
1996-09-24,7.0
1996-09-25,7.4166669845581055
1996-09-26,7.5
1996-09-27,7.5416669845581055
1996-09-30,7.4375
1996-10-01,7.4583330154418945
1996-10-02,7.2916669845581055
1996-10-03,7.0833330154418945
1996-10-04,6.8385419845581055
1996-10-07,6.9166669845581055
1996-10-08,6.8333330154418945
1996-10-09,6.75
1996-10-10,6.5833330154418945
1996-10-11,6.6510419845581055
1996-10-14,6.5416669845581055
1996-10-15,6.6666669845581055
1996-10-16,6.6458330154418945
1996-10-17,6.625
1996-10-18,6.6666669845581055
1996-10-21,6.6666669845581055
1996-10-22,6.5
1996-10-23,6.5833330154418945
1996-10-24,6.5833330154418945
1996-10-25,6.5833330154418945
1996-10-28,6.515625
1996-10-29,6.5
1996-10-30,6.6666669845581055
1996-10-31,6.6041669845581055
1996-11-01,6.875
1996-11-04,7.2083330154418945
1996-11-05,7.2916669845581055
1996-11-06,7.2447919845581055
1996-11-07,7.1197919845581055
1996-11-08,6.9166669845581055
1996-11-11,6.9583330154418945
1996-11-12,6.9583330154418945
1996-11-13,6.9166669845581055
1996-11-14,7.0
1996-11-15,7.0
1996-11-18,7.046875
1996-11-19,7.0
1996-11-20,7.4166669845581055
1996-11-21,7.3333330154418945
1996-11-22,7.1666669845581055
1996-11-25,7.0
1996-11-26,6.8333330154418945
1996-11-27,6.6770830154418945
1996-11-29,6.4322919845581055
1996-12-02,6.390625
1996-12-03,6.5
1996-12-04,6.4583330154418945
1996-12-05,6.3385419845581055
1996-12-06,6.4166669845581055
1996-12-09,6.4166669845581055
1996-12-10,6.6666669845581055
1996-12-11,6.5
1996-12-12,6.5
1996-12-13,6.5416669845581055
1996-12-16,6.4583330154418945
1996-12-17,6.7916669845581055
1996-12-18,6.875
1996-12-19,6.875
1996-12-20,6.8333330154418945
1996-12-23,6.7708330154418945
1996-12-24,6.7708330154418945
1996-12-26,6.7083330154418945
1996-12-27,6.765625
1996-12-30,6.7083330154418945
1996-12-31,6.7916669845581055
1997-01-02,6.7916669845581055
1997-01-03,6.765625
1997-01-06,6.6666669845581055
1997-01-07,6.875
1997-01-08,7.125
1997-01-09,7.2864580154418945
1997-01-10,7.4166669845581055
1997-01-13,7.7083330154418945
1997-01-14,8.25
1997-01-15,8.166666984558105
1997-01-16,8.338541984558105
1997-01-17,8.25
1997-01-20,8.005208015441895
1997-01-21,7.8854169845581055
1997-01-22,7.9166669845581055
1997-01-23,7.9583330154418945
1997-01-24,7.875
1997-01-27,8.0
1997-01-28,8.041666984558105
1997-01-29,8.0
1997-01-30,8.0
1997-01-31,7.9583330154418945
1997-02-03,8.166666984558105
1997-02-04,8.614583015441895
1997-02-05,8.479166984558105
1997-02-06,8.380208015441895
1997-02-07,8.25
1997-02-10,8.166666984558105
1997-02-11,8.208333015441895
1997-02-12,8.166666984558105
1997-02-13,8.182291984558105
1997-02-14,8.208333015441895
1997-02-18,8.25
1997-02-19,8.166666984558105
1997-02-20,8.041666984558105
1997-02-21,8.125
1997-02-24,8.125
1997-02-25,8.25
1997-02-26,8.364583015441895
1997-02-27,8.458333015441895
1997-02-28,8.395833015441895
1997-03-03,8.416666984558105
1997-03-04,8.416666984558105
1997-03-05,8.625
1997-03-06,8.75
1997-03-07,8.645833015441895
1997-03-10,8.875
1997-03-11,8.958333015441895
1997-03-12,8.838541984558105
1997-03-13,8.833333015441895
1997-03-14,8.640625
1997-03-17,8.5
1997-03-18,8.416666984558105
1997-03-19,8.0
1997-03-20,7.875
1997-03-21,7.875
1997-03-24,7.96875
1997-03-25,8.416666984558105
1997-03-26,8.791666984558105
1997-03-27,8.625
1997-03-31,8.333333015441895
1997-04-01,8.5
1997-04-02,8.375
1997-04-03,8.666666984558105
1997-04-04,8.875
1997-04-07,8.708333015441895
1997-04-08,8.666666984558105
1997-04-09,8.791666984558105
1997-04-10,8.833333015441895
1997-04-11,8.588541984558105
1997-04-14,9.395833015441895
1997-04-15,9.0
1997-04-16,9.333333015441895
1997-04-17,9.291666984558105
1997-04-18,9.166666984558105
1997-04-21,9.25
1997-04-22,9.25
1997-04-23,9.125
1997-04-24,9.145833015441895
1997-04-25,8.916666984558105
1997-04-28,8.958333015441895
1997-04-29,9.0625
1997-04-30,9.208333015441895
1997-05-01,9.072916984558105
1997-05-02,9.208333015441895
1997-05-05,9.25
1997-05-06,9.333333015441895
1997-05-07,9.083333015441895
1997-05-08,9.25
1997-05-09,9.166666984558105
1997-05-12,9.0
1997-05-13,9.125
1997-05-14,9.125
1997-05-15,9.0
1997-05-16,9.25
1997-05-19,9.291666984558105
1997-05-20,9.291666984558105
1997-05-21,9.333333015441895
1997-05-22,9.5
1997-05-23,9.515625
1997-05-27,9.916666984558105
1997-05-28,10.25
1997-05-29,9.96875
1997-05-30,10.25
1997-06-02,10.125
1997-06-03,10.166666984558105
1997-06-04,10.416666984558105
1997-06-05,10.375
1997-06-06,10.583333015441895
1997-06-09,11.25
1997-06-10,11.5
1997-06-11,11.473958015441895
1997-06-12,12.0
1997-06-13,12.083333015441895
1997-06-16,11.666666984558105
1997-06-17,11.296875
1997-06-18,11.083333015441895
1997-06-19,11.166666984558105
1997-06-20,11.541666984558105
1997-06-23,11.666666984558105
1997-06-24,11.25
1997-06-25,11.083333015441895
1997-06-26,11.375
1997-06-27,11.375
1997-06-30,11.166666984558105
1997-07-01,11.166666984558105
1997-07-02,11.375
1997-07-03,11.583333015441895
1997-07-07,11.333333015441895
1997-07-08,11.041666984558105
1997-07-09,11.041666984558105
1997-07-10,11.25
1997-07-11,11.380208015441895
1997-07-14,11.21875
1997-07-15,11.114583015441895
1997-07-16,10.770833015441895
1997-07-17,10.302083015441895
1997-07-18,10.333333015441895
1997-07-21,10.354166984558105
1997-07-22,10.583333015441895
1997-07-23,10.833333015441895
1997-07-24,10.916666984558105
1997-07-25,10.875
1997-07-28,10.682291984558105
1997-07-29,10.666666984558105
1997-07-30,10.635416984558105
1997-07-31,10.713541984558105
1997-08-01,10.583333015441895
1997-08-04,10.541666984558105
1997-08-05,10.8125
1997-08-06,10.541666984558105
1997-08-07,10.583333015441895
1997-08-08,10.333333015441895
1997-08-11,9.916666984558105
1997-08-12,9.833333015441895
1997-08-13,10.25
1997-08-14,10.5
1997-08-15,10.5
1997-08-18,10.333333015441895
1997-08-19,10.166666984558105
1997-08-20,10.28125
1997-08-21,10.291666984558105
1997-08-22,10.166666984558105
1997-08-25,10.375
1997-08-26,10.458333015441895
1997-08-27,10.958333015441895
1997-08-28,11.333333015441895
1997-08-29,11.083333015441895
1997-09-02,12.0
1997-09-03,11.541666984558105
1997-09-04,11.375
1997-09-05,11.625
1997-09-08,11.583333015441895
1997-09-09,11.916666984558105
1997-09-10,11.979166984558105
1997-09-11,11.958333015441895
1997-09-12,11.958333015441895
1997-09-15,12.083333015441895
1997-09-16,12.166666984558105
1997-09-17,12.166666984558105
1997-09-18,12.260416984558105
1997-09-19,12.5
1997-09-22,13.0
1997-09-23,13.416666984558105
1997-09-24,13.0
1997-09-25,13.083333015441895
1997-09-26,13.083333015441895
1997-09-29,13.166666984558105
1997-09-30,13.3125
1997-10-01,13.333333015441895
1997-10-02,13.322916984558105
1997-10-03,13.395833015441895
1997-10-06,13.375
1997-10-07,14.375
1997-10-08,15.791666984558105
1997-10-09,15.791666984558105
1997-10-10,20.416667938232422
1997-10-13,23.125
1997-10-14,17.0
1997-10-15,18.166667938232422
1997-10-16,17.416667938232422
1997-10-17,17.166667938232422
1997-10-20,17.583332061767578
1997-10-21,18.5
1997-10-22,18.666667938232422
1997-10-23,18.0
1997-10-24,17.708332061767578
1997-10-27,16.416667938232422
1997-10-28,18.125
1997-10-29,18.916667938232422
1997-10-30,17.833332061767578
1997-10-31,18.916667938232422
1997-11-03,19.25
1997-11-04,19.416667938232422
1997-11-05,19.958332061767578
1997-11-06,19.708332061767578
1997-11-07,18.833332061767578
1997-11-10,19.208332061767578
1997-11-11,19.333332061767578
1997-11-12,18.75
1997-11-13,18.416667938232422
1997-11-14,18.104167938232422
1997-11-17,18.166667938232422
1997-11-18,18.833332061767578
1997-11-19,18.833332061767578
1997-11-20,18.614582061767578
1997-11-21,18.354167938232422
1997-11-24,18.041667938232422
1997-11-25,17.375
1997-11-26,17.375
1997-11-28,17.25
1997-12-01,17.541667938232422
1997-12-02,18.666667938232422
1997-12-03,19.333332061767578
1997-12-04,19.5625
1997-12-05,19.625
1997-12-08,21.0625
1997-12-09,20.875
1997-12-10,20.25
1997-12-11,19.583332061767578
1997-12-12,20.833332061767578
1997-12-15,23.057292938232422
1997-12-16,23.75
1997-12-17,26.916667938232422
1997-12-18,26.333332061767578
1997-12-19,24.484375
1997-12-22,23.916667938232422
1997-12-23,25.666667938232422
1997-12-24,25.875
1997-12-26,26.0
1997-12-29,25.75
1997-12-30,24.791667938232422
1997-12-31,25.375
1998-01-02,25.0
1998-01-05,25.5
1998-01-06,26.166667938232422
1998-01-07,26.083332061767578
1998-01-08,25.833332061767578
1998-01-09,24.854167938232422
1998-01-12,23.333332061767578
1998-01-13,24.291667938232422
1998-01-14,24.625
1998-01-15,24.208332061767578
1998-01-16,24.333332061767578
1998-01-20,24.166667938232422
1998-01-21,23.958332061767578
1998-01-22,23.5
1998-01-23,23.25
1998-01-26,23.0625
1998-01-27,23.708332061767578
1998-01-28,23.5625
1998-01-29,23.166667938232422
1998-01-30,23.666667938232422
1998-02-02,24.333332061767578
1998-02-03,24.098957061767578
1998-02-04,24.416667938232422
1998-02-05,25.270832061767578
1998-02-06,25.083332061767578
1998-02-09,24.375
1998-02-10,24.666667938232422
1998-02-11,24.75
1998-02-12,24.791667938232422
1998-02-13,24.666667938232422
1998-02-17,25.333332061767578
1998-02-18,25.958332061767578
1998-02-19,26.833332061767578
1998-02-20,27.0
1998-02-23,27.833332061767578
1998-02-24,27.916667938232422
1998-02-25,28.291667938232422
1998-02-26,29.0
1998-02-27,30.083332061767578
1998-03-02,31.291667938232422
1998-03-03,31.291667938232422
1998-03-04,32.46354293823242
1998-03-05,30.645832061767578
1998-03-06,32.04166793823242
1998-03-09,32.29166793823242
1998-03-10,33.0
1998-03-11,33.95833206176758
1998-03-12,36.16666793823242
1998-03-13,36.5
1998-03-16,39.0
1998-03-17,42.6875
1998-03-18,40.33333206176758
1998-03-19,37.41666793823242
1998-03-20,38.70833206176758
1998-03-23,37.625
1998-03-24,36.5
1998-03-25,33.95833206176758
1998-03-26,32.75
1998-03-27,33.5
1998-03-30,35.83333206176758
1998-03-31,37.83333206176758
1998-04-01,36.89583206176758
1998-04-02,36.95833206176758
1998-04-03,41.66666793823242
1998-04-06,39.58333206176758
1998-04-07,39.75
1998-04-08,40.39583206176758
1998-04-09,40.45833206176758
1998-04-13,39.89583206176758
1998-04-14,39.0
1998-04-15,38.20833206176758
1998-04-16,37.125
1998-04-17,36.04166793823242
1998-04-20,37.5
1998-04-21,37.79166793823242
1998-04-22,40.59895706176758
1998-04-23,39.0
1998-04-24,38.54166793823242
1998-04-27,37.5
1998-04-28,37.66666793823242
1998-04-29,37.890625
1998-04-30,38.3125
1998-05-01,38.83333206176758
1998-05-04,39.0
1998-05-05,38.08333206176758
1998-05-06,38.671875
1998-05-07,38.33333206176758
1998-05-08,39.04166793823242
1998-05-11,38.0
1998-05-12,38.33333206176758
1998-05-13,38.08333206176758
1998-05-14,37.66666793823242
1998-05-15,37.91666793823242
1998-05-18,37.33333206176758
1998-05-19,37.91145706176758
1998-05-20,38.0
1998-05-21,37.70833206176758
1998-05-22,37.16666793823242
1998-05-26,34.125
1998-05-27,32.54166793823242
1998-05-28,32.70833206176758
1998-05-29,33.875
1998-06-01,34.91666793823242
1998-06-02,36.33333206176758
1998-06-03,34.1875
1998-06-04,35.625
1998-06-05,35.875
1998-06-08,36.875
1998-06-09,36.6875
1998-06-10,35.25
1998-06-11,32.75
1998-06-12,31.0
1998-06-15,26.625
1998-06-16,28.0
1998-06-17,30.25
1998-06-18,30.875
1998-06-19,31.625
1998-06-22,33.25
1998-06-23,31.375
1998-06-24,33.5
1998-06-25,32.5
1998-06-26,33.125
1998-06-29,33.3125
1998-06-30,32.5625
1998-07-01,33.0
1998-07-02,32.0
1998-07-06,31.25
1998-07-07,30.375
1998-07-08,29.75
1998-07-09,28.25
1998-07-10,29.0625
1998-07-13,28.0625
1998-07-14,28.328125
1998-07-15,27.625
1998-07-16,27.25
1998-07-17,27.25
1998-07-20,25.25
1998-07-21,23.0625
1998-07-22,23.25
1998-07-23,25.375
1998-07-24,24.4375
1998-07-27,24.0
1998-07-28,24.0625
1998-07-29,24.25
1998-07-30,25.125
1998-07-31,25.125
1998-08-03,24.5
1998-08-04,22.5
1998-08-05,22.875
1998-08-06,24.375
1998-08-07,24.25
1998-08-10,23.625
1998-08-11,22.625
1998-08-12,23.75
1998-08-13,22.5
1998-08-14,22.625
1998-08-17,22.875
1998-08-18,24.25
1998-08-19,24.125
1998-08-20,22.875
1998-08-21,23.3125
1998-08-24,22.625
1998-08-25,22.0
1998-08-26,21.75
1998-08-27,18.875
1998-08-28,17.25
1998-08-31,16.8125
1998-09-01,17.8125
1998-09-02,19.1875
1998-09-03,18.75
1998-09-04,20.0
1998-09-08,21.8125
1998-09-09,20.0625
1998-09-10,19.25
1998-09-11,19.75
1998-09-14,20.125
1998-09-15,20.6875
1998-09-16,19.875
1998-09-17,19.0
1998-09-18,18.875
1998-09-21,19.125
1998-09-22,20.5
1998-09-23,21.5
1998-09-24,21.5
1998-09-25,22.125
1998-09-28,22.5
1998-09-29,23.25
1998-09-30,22.5
1998-10-01,21.625
1998-10-02,22.5
1998-10-05,20.75
1998-10-06,21.125
1998-10-07,21.3125
1998-10-08,20.0
1998-10-09,19.75
1998-10-12,20.3125
1998-10-13,20.125
1998-10-14,21.140625
1998-10-15,21.4375
1998-10-16,21.75
1998-10-19,21.875
1998-10-20,22.375
1998-10-21,22.28125
1998-10-22,22.5625
1998-10-23,22.4375
1998-10-26,24.0
1998-10-27,26.1875
1998-10-28,25.75
1998-10-29,26.1875
1998-10-30,27.75
1998-11-02,31.25
1998-11-03,29.5
1998-11-04,30.125
1998-11-05,29.625
1998-11-06,29.5625
1998-11-09,28.75
1998-11-10,28.625
1998-11-11,30.75
1998-11-12,30.375
1998-11-13,30.25
1998-11-16,29.25
1998-11-17,29.8125
1998-11-18,30.0
1998-11-19,30.5
1998-11-20,30.75
1998-11-23,30.8125
1998-11-24,32.25
1998-11-25,36.0
1998-11-27,35.0
1998-11-30,36.0
1998-12-01,34.5
1998-12-02,33.25
1998-12-03,32.75
1998-12-04,32.625
1998-12-07,32.5
1998-12-08,31.875
1998-12-09,31.5625
1998-12-10,29.0
1998-12-11,30.375
1998-12-14,30.3125
1998-12-15,30.625
1998-12-16,29.9375
1998-12-17,31.25
1998-12-18,31.0625
1998-12-21,28.4375
1998-12-22,28.3125
1998-12-23,27.75
1998-12-24,26.9375
1998-12-28,24.5
1998-12-29,28.0
1998-12-30,27.875
1998-12-31,27.5
1999-01-04,28.0
1999-01-05,28.625
1999-01-06,29.0625
1999-01-07,29.140625
1999-01-08,29.5
1999-01-11,29.6875
1999-01-12,28.0
1999-01-13,27.0
1999-01-14,27.0
1999-01-15,27.625
1999-01-19,27.5625
1999-01-20,26.40625
1999-01-21,25.6875
1999-01-22,25.1875
1999-01-25,25.140625
1999-01-26,24.1875
1999-01-27,23.140625
1999-01-28,22.4375
1999-01-29,21.9375
1999-02-01,24.875
1999-02-02,26.375
1999-02-03,26.25
1999-02-04,24.9375
1999-02-05,25.375
1999-02-08,24.0
1999-02-09,22.984375
1999-02-10,23.421875
1999-02-11,24.875
1999-02-12,24.0625
1999-02-16,23.25
1999-02-17,25.3125
1999-02-18,27.6875
1999-02-19,26.3125
1999-02-22,25.6875
1999-02-23,28.5625
1999-02-24,27.5
1999-02-25,27.0625
1999-02-26,27.0
1999-03-01,26.75
1999-03-02,26.25
1999-03-03,26.375
1999-03-04,26.375
1999-03-05,26.5625
1999-03-08,26.5
1999-03-09,26.5
1999-03-10,25.375
1999-03-11,26.0
1999-03-12,25.5
1999-03-15,27.8125
1999-03-16,28.9375
1999-03-17,34.3125
1999-03-18,30.9375
1999-03-19,30.75
1999-03-22,30.125
1999-03-23,28.4375
1999-03-24,28.4375
1999-03-25,29.125
1999-03-26,30.25
1999-03-29,30.25
1999-03-30,29.5
1999-03-31,30.875
1999-04-01,30.25
1999-04-05,30.375
1999-04-06,30.046875
1999-04-07,30.1875
1999-04-08,30.0
1999-04-09,29.5625
1999-04-12,32.1875
1999-04-13,33.375
1999-04-14,34.03125
1999-04-15,32.625
1999-04-16,32.75
1999-04-19,36.0
1999-04-20,33.375
1999-04-21,33.125
1999-04-22,32.78125
1999-04-23,32.75
1999-04-26,33.0
1999-04-27,36.0
1999-04-28,36.5
1999-04-29,37.25
1999-04-30,38.0
1999-05-03,38.8125
1999-05-04,38.5625
1999-05-05,37.875
1999-05-06,36.4375
1999-05-07,37.875
1999-05-10,37.625
1999-05-11,37.0
1999-05-12,37.125
1999-05-13,38.125
1999-05-14,36.6875
1999-05-17,35.75
1999-05-18,36.375
1999-05-19,36.75
1999-05-20,36.5625
1999-05-21,35.875
1999-05-24,35.5
1999-05-25,34.8125
1999-05-26,34.75
1999-05-27,34.125
1999-05-28,34.125
1999-06-01,33.1875
1999-06-02,32.75
1999-06-03,32.1875
1999-06-04,31.9375
1999-06-07,31.75
1999-06-08,32.5625
1999-06-09,32.84375
1999-06-10,32.5625
1999-06-11,33.0625
1999-06-14,33.5
1999-06-15,32.75
1999-06-16,33.3125
1999-06-17,32.75
1999-06-18,32.3125
1999-06-21,32.25
1999-06-22,31.25
1999-06-23,31.6875
1999-06-24,32.125
1999-06-25,32.5
1999-06-28,32.375
1999-06-29,31.375
1999-06-30,32.0
1999-07-01,31.5
1999-07-02,32.125
1999-07-06,33.9375
1999-07-07,34.5
1999-07-08,34.0
1999-07-09,34.8125
1999-07-12,34.875
1999-07-13,34.75
1999-07-14,35.4375
1999-07-15,35.5625
1999-07-16,35.0
1999-07-19,34.625
1999-07-20,33.625
1999-07-21,32.9375
1999-07-22,32.5
1999-07-23,32.0
1999-07-26,31.5
1999-07-27,32.25
1999-07-28,31.75
1999-07-29,31.5625
1999-07-30,31.5
1999-08-02,30.625
1999-08-03,32.625
1999-08-04,31.75
1999-08-05,30.1875
1999-08-06,29.875
1999-08-09,28.875
1999-08-10,28.625
1999-08-11,28.9375
1999-08-12,29.1875
1999-08-13,29.8125
1999-08-16,30.75
1999-08-17,31.25
1999-08-18,30.6875
1999-08-19,31.75
1999-08-20,31.125
1999-08-23,31.125
1999-08-24,30.625
1999-08-25,30.5
1999-08-26,30.125
1999-08-27,30.125
1999-08-30,30.3125
1999-08-31,30.5
1999-09-01,31.0
1999-09-02,30.5
1999-09-03,29.9375
1999-09-07,29.6875
1999-09-08,30.0
1999-09-09,32.875
1999-09-10,32.6875
1999-09-13,32.375
1999-09-14,32.0625
1999-09-15,33.625
1999-09-16,32.0
1999-09-17,31.5625
1999-09-20,30.9375
1999-09-21,30.0625
1999-09-22,29.765625
1999-09-23,28.6875
1999-09-24,28.8125
1999-09-27,29.8125
1999-09-28,29.25
1999-09-29,28.59375
1999-09-30,28.875
1999-10-01,28.875
1999-10-04,28.9375
1999-10-05,28.75
1999-10-06,28.5
1999-10-07,28.6875
1999-10-08,28.9375
1999-10-11,29.125
1999-10-12,29.375
1999-10-13,29.8125
1999-10-14,30.0625
1999-10-15,29.5
1999-10-18,28.5
1999-10-19,29.625
1999-10-20,29.625
1999-10-21,29.25
1999-10-22,28.875
1999-10-25,28.5
1999-10-26,28.375
1999-10-27,28.0
1999-10-28,27.8125
1999-10-29,28.0625
1999-11-01,27.625
1999-11-02,27.625
1999-11-03,27.25
1999-11-04,27.4375
1999-11-05,25.875
1999-11-08,25.875
1999-11-09,25.6875
1999-11-10,25.25
1999-11-11,25.8125
1999-11-12,26.125
1999-11-15,24.9375
1999-11-16,25.4375
1999-11-17,24.9375
1999-11-18,25.125
1999-11-19,24.375
1999-11-22,23.875
1999-11-23,23.125
1999-11-24,24.625
1999-11-26,29.0
1999-11-29,27.75
1999-11-30,26.25
1999-12-01,27.25
1999-12-02,27.3125
1999-12-03,27.0
1999-12-06,26.375
1999-12-07,26.9375
1999-12-08,27.125
1999-12-09,26.6875
1999-12-10,26.5625
1999-12-13,26.125
1999-12-14,26.25
1999-12-15,26.375
1999-12-16,26.5625
1999-12-17,27.25
1999-12-20,26.625
1999-12-21,28.375
1999-12-22,29.0
1999-12-23,29.25
1999-12-27,29.0
1999-12-28,29.125
1999-12-29,28.75
1999-12-30,28.125
1999-12-31,28.1875
2000-01-03,33.25
2000-01-04,30.75
2000-01-05,32.75
2000-01-06,34.625
2000-01-07,38.25
2000-01-10,47.6875
2000-01-11,41.75
2000-01-12,42.625
2000-01-13,43.625
2000-01-14,44.8125
2000-01-18,51.0
2000-01-19,58.5
2000-01-20,71.75
2000-01-21,78.375
2000-01-24,65.25
2000-01-25,65.6875
2000-01-26,62.5625
2000-01-27,61.625
2000-01-28,55.5
2000-01-31,65.375
2000-02-01,66.0
2000-02-02,62.375
2000-02-03,67.75
2000-02-04,75.25
2000-02-07,73.0625
2000-02-08,77.0
2000-02-09,78.875
2000-02-10,77.0625
2000-02-11,74.25
2000-02-14,81.875
2000-02-15,80.375
2000-02-16,83.625
2000-02-17,89.9375
2000-02-18,104.125
