,EXPO
2007-11-12,6.992499828338623
2007-11-13,7.072500228881836
2007-11-14,7.022500038146973
2007-11-15,7.010000228881836
2007-11-16,6.940000057220459
2007-11-19,6.914999961853027
2007-11-20,6.960000038146973
2007-11-21,6.927499771118164
2007-11-23,7.027500152587891
2007-11-26,6.827499866485596
2007-11-27,6.925000190734863
2007-11-28,7.117499828338623
2007-11-29,7.105000019073486
2007-11-30,6.962500095367432
2007-12-03,6.827499866485596
2007-12-04,6.767499923706055
2007-12-05,6.965000152587891
2007-12-06,7.005000114440918
2007-12-07,6.940000057220459
2007-12-10,7.052499771118164
2007-12-11,6.887499809265137
2007-12-12,6.929999828338623
2007-12-13,6.925000190734863
2007-12-14,6.860000133514404
2007-12-17,6.789999961853027
2007-12-18,6.954999923706055
2007-12-19,6.989999771118164
2007-12-20,7.017499923706055
2007-12-21,7.112500190734863
2007-12-24,6.985000133514404
2007-12-26,7.112500190734863
2007-12-27,6.927499771118164
2007-12-28,6.835000038146973
2007-12-31,6.760000228881836
2008-01-02,6.612500190734863
2008-01-03,6.662499904632568
2008-01-04,6.614999771118164
2008-01-07,6.922500133514404
2008-01-08,6.712500095367432
2008-01-09,6.860000133514404
2008-01-10,6.894999980926514
2008-01-11,6.787499904632568
2008-01-14,6.877500057220459
2008-01-15,6.942500114440918
2008-01-16,6.855000019073486
2008-01-17,6.875
2008-01-18,6.925000190734863
2008-01-22,6.925000190734863
2008-01-23,7.257500171661377
2008-01-24,6.952499866485596
2008-01-25,6.977499961853027
2008-01-28,6.992499828338623
2008-01-29,7.025000095367432
2008-01-30,6.917500019073486
2008-01-31,7.699999809265137
2008-02-01,7.755000114440918
2008-02-04,7.78249979019165
2008-02-05,7.752500057220459
2008-02-06,7.627500057220459
2008-02-07,7.547500133514404
2008-02-08,7.474999904632568
2008-02-11,7.5
2008-02-12,7.684999942779541
2008-02-13,7.6875
2008-02-14,7.559999942779541
2008-02-15,7.489999771118164
2008-02-19,7.447500228881836
2008-02-20,7.53249979019165
2008-02-21,7.284999847412109
2008-02-22,7.46999979019165
2008-02-25,7.462500095367432
2008-02-26,7.474999904632568
2008-02-27,7.364999771118164
2008-02-28,7.454999923706055
2008-02-29,7.275000095367432
2008-03-03,7.6875
2008-03-04,7.670000076293945
2008-03-05,7.697500228881836
2008-03-06,7.712500095367432
2008-03-07,7.632500171661377
2008-03-10,7.730000019073486
2008-03-11,7.902500152587891
2008-03-12,8.142499923706055
2008-03-13,8.0625
2008-03-14,7.887499809265137
2008-03-17,7.807499885559082
2008-03-18,8.260000228881836
2008-03-19,8.069999694824219
2008-03-20,7.71750020980835
2008-03-24,8.130000114440918
2008-03-25,8.234999656677246
2008-03-26,8.755000114440918
2008-03-27,8.295000076293945
2008-03-28,8.100000381469727
2008-03-31,8.210000038146973
2008-04-01,8.25
2008-04-02,8.5625
2008-04-03,8.3100004196167
2008-04-04,8.505000114440918
2008-04-07,8.59749984741211
2008-04-08,8.5649995803833
2008-04-09,8.572500228881836
2008-04-10,8.475000381469727
2008-04-11,7.909999847412109
2008-04-14,7.789999961853027
2008-04-15,9.255000114440918
2008-04-16,9.25
2008-04-17,8.9350004196167
2008-04-18,9.042499542236328
2008-04-21,9.125
2008-04-22,8.9350004196167
2008-04-23,8.949999809265137
2008-04-24,8.930000305175781
2008-04-25,8.802499771118164
2008-04-28,8.75
2008-04-29,8.642499923706055
2008-04-30,8.4350004196167
2008-05-01,8.517499923706055
2008-05-02,8.387499809265137
2008-05-05,8.5649995803833
2008-05-06,8.3125
2008-05-07,8.0600004196167
2008-05-08,7.892499923706055
2008-05-09,7.947500228881836
2008-05-12,8.09749984741211
2008-05-13,7.902500152587891
2008-05-14,7.712500095367432
2008-05-15,7.8125
2008-05-16,7.855000019073486
2008-05-19,7.837500095367432
2008-05-20,7.815000057220459
2008-05-21,7.769999980926514
2008-05-22,7.9375
2008-05-23,7.809999942779541
2008-05-27,7.880000114440918
2008-05-28,8.242500305175781
2008-05-29,8.332500457763672
2008-05-30,8.154999732971191
2008-06-02,8.047499656677246
2008-06-03,8.082500457763672
2008-06-04,8.449999809265137
2008-06-05,8.5
2008-06-06,8.074999809265137
2008-06-09,8.154999732971191
2008-06-10,8.177499771118164
2008-06-11,8.157500267028809
2008-06-12,8.135000228881836
2008-06-13,8.244999885559082
2008-06-16,8.207500457763672
2008-06-17,8.022500038146973
2008-06-18,8.142499923706055
2008-06-19,8.232500076293945
2008-06-20,8.024999618530273
2008-06-23,8.007499694824219
2008-06-24,8.067500114440918
2008-06-25,8.137499809265137
2008-06-26,7.974999904632568
2008-06-27,7.922500133514404
2008-06-30,7.852499961853027
2008-07-01,7.597499847412109
2008-07-02,7.5
2008-07-03,7.547500133514404
2008-07-07,7.585000038146973
2008-07-08,7.875
2008-07-09,7.722499847412109
2008-07-10,7.852499961853027
2008-07-11,7.992499828338623
2008-07-14,7.857500076293945
2008-07-15,7.994999885559082
2008-07-16,8.067500114440918
2008-07-17,7.875
2008-07-18,7.947500228881836
2008-07-21,7.820000171661377
2008-07-22,7.982500076293945
2008-07-23,7.815000057220459
2008-07-24,7.889999866485596
2008-07-25,7.875
2008-07-28,7.03249979019165
2008-07-29,7.445000171661377
2008-07-30,7.554999828338623
2008-07-31,7.635000228881836
2008-08-01,7.662499904632568
2008-08-04,7.737500190734863
2008-08-05,7.789999961853027
2008-08-06,7.775000095367432
2008-08-07,7.75
2008-08-08,7.914999961853027
2008-08-11,8.15250015258789
2008-08-12,7.880000114440918
2008-08-13,8.012499809265137
2008-08-14,7.994999885559082
2008-08-15,7.914999961853027
2008-08-18,7.755000114440918
2008-08-19,7.442500114440918
2008-08-20,7.425000190734863
2008-08-21,7.222499847412109
2008-08-22,7.352499961853027
2008-08-25,7.360000133514404
2008-08-26,7.014999866485596
2008-08-27,7.427499771118164
2008-08-28,7.767499923706055
2008-08-29,7.690000057220459
2008-09-02,7.5
2008-09-03,7.512499809265137
2008-09-04,7.4375
2008-09-05,7.492499828338623
2008-09-08,7.757500171661377
2008-09-09,7.797500133514404
2008-09-10,7.869999885559082
2008-09-11,8.042499542236328
2008-09-12,8.1850004196167
2008-09-15,8.180000305175781
2008-09-16,8.399999618530273
2008-09-17,8.1274995803833
2008-09-18,8.199999809265137
2008-09-19,8.5
2008-09-22,8.345000267028809
2008-09-23,8.175000190734863
2008-09-24,7.972499847412109
2008-09-25,7.90749979019165
2008-09-26,8.037500381469727
2008-09-29,8.117500305175781
2008-09-30,8.272500038146973
2008-10-01,8.007499694824219
2008-10-02,7.565000057220459
2008-10-03,7.465000152587891
2008-10-06,7.409999847412109
2008-10-07,7.172500133514404
2008-10-08,7.15749979019165
2008-10-09,6.394999980926514
2008-10-10,6.789999961853027
2008-10-13,7.067500114440918
2008-10-14,6.920000076293945
2008-10-15,6.472499847412109
2008-10-16,7.382500171661377
2008-10-17,6.889999866485596
2008-10-20,6.929999828338623
2008-10-21,6.630000114440918
2008-10-22,6.612500190734863
2008-10-23,6.360000133514404
2008-10-24,6.349999904632568
2008-10-27,5.897500038146973
2008-10-28,6.472499847412109
2008-10-29,6.264999866485596
2008-10-30,7.355000019073486
2008-10-31,7.357500076293945
2008-11-03,7.130000114440918
2008-11-04,7.052499771118164
2008-11-05,6.857500076293945
2008-11-06,6.737500190734863
2008-11-07,6.875
2008-11-10,6.929999828338623
2008-11-11,6.9375
2008-11-12,6.877500057220459
2008-11-13,7.340000152587891
2008-11-14,7.022500038146973
2008-11-17,6.877500057220459
2008-11-18,6.827499866485596
2008-11-19,6.514999866485596
2008-11-20,6.244999885559082
2008-11-21,6.599999904632568
2008-11-24,6.872499942779541
2008-11-25,7.135000228881836
2008-11-26,7.679999828338623
2008-11-28,7.630000114440918
2008-12-01,6.777500152587891
2008-12-02,7.215000152587891
2008-12-03,7.385000228881836
2008-12-04,7.105000019073486
2008-12-05,7.747499942779541
2008-12-08,7.987500190734863
2008-12-09,7.75
2008-12-10,7.78249979019165
2008-12-11,7.21750020980835
2008-12-12,7.127500057220459
2008-12-15,6.597499847412109
2008-12-16,7.264999866485596
2008-12-17,7.099999904632568
2008-12-18,7.005000114440918
2008-12-19,7.182499885559082
2008-12-22,6.952499866485596
2008-12-23,6.922500133514404
2008-12-24,6.832499980926514
2008-12-26,7.170000076293945
2008-12-29,7.230000019073486
2008-12-30,7.574999809265137
2008-12-31,7.519999980926514
2009-01-02,7.572500228881836
2009-01-05,7.545000076293945
2009-01-06,7.409999847412109
2009-01-07,7.137499809265137
2009-01-08,7.09250020980835
2009-01-09,6.777500152587891
2009-01-12,6.682499885559082
2009-01-13,6.679999828338623
2009-01-14,6.352499961853027
2009-01-15,6.697500228881836
2009-01-16,6.53000020980835
2009-01-20,6.292500019073486
2009-01-21,6.632500171661377
2009-01-22,6.460000038146973
2009-01-23,6.159999847412109
2009-01-26,6.260000228881836
2009-01-27,6.355000019073486
2009-01-28,6.522500038146973
2009-01-29,6.292500019073486
2009-01-30,6.130000114440918
2009-02-02,6.440000057220459
2009-02-03,6.849999904632568
2009-02-04,6.537499904632568
2009-02-05,6.152500152587891
2009-02-06,6.260000228881836
2009-02-09,6.130000114440918
2009-02-10,5.864999771118164
2009-02-11,5.847499847412109
2009-02-12,5.767499923706055
2009-02-13,5.775000095367432
2009-02-17,5.545000076293945
2009-02-18,5.304999828338623
2009-02-19,5.147500038146973
2009-02-20,5.077499866485596
2009-02-23,4.980000019073486
2009-02-24,5.292500019073486
2009-02-25,5.275000095367432
2009-02-26,5.375
2009-02-27,5.617499828338623
2009-03-02,5.622499942779541
2009-03-03,5.954999923706055
2009-03-04,6.002500057220459
2009-03-05,5.809999942779541
2009-03-06,6.082499980926514
2009-03-09,5.945000171661377
2009-03-10,5.957499980926514
2009-03-11,5.837500095367432
2009-03-12,6.057499885559082
2009-03-13,5.992499828338623
2009-03-16,5.864999771118164
2009-03-17,6.132500171661377
2009-03-18,6.382500171661377
2009-03-19,6.447500228881836
2009-03-20,6.432499885559082
2009-03-23,6.605000019073486
2009-03-24,6.389999866485596
2009-03-25,6.672500133514404
2009-03-26,6.642499923706055
2009-03-27,6.304999828338623
2009-03-30,6.347499847412109
2009-03-31,6.332499980926514
2009-04-01,6.427499771118164
2009-04-02,6.902500152587891
2009-04-03,6.849999904632568
2009-04-06,6.817500114440918
2009-04-07,6.672500133514404
2009-04-08,6.974999904632568
2009-04-09,7.099999904632568
2009-04-13,6.925000190734863
2009-04-14,6.65500020980835
2009-04-15,6.71750020980835
2009-04-16,6.730000019073486
2009-04-17,6.809999942779541
2009-04-20,6.514999866485596
2009-04-21,6.650000095367432
2009-04-22,6.695000171661377
2009-04-23,6.902500152587891
2009-04-24,6.772500038146973
2009-04-27,6.565000057220459
2009-04-28,6.644999980926514
2009-04-29,6.860000133514404
2009-04-30,6.974999904632568
2009-05-01,6.985000133514404
2009-05-04,7.039999961853027
2009-05-05,7.002500057220459
2009-05-06,7.002500057220459
2009-05-07,7.022500038146973
2009-05-08,7.210000038146973
2009-05-11,7.09250020980835
2009-05-12,6.989999771118164
2009-05-13,6.815000057220459
2009-05-14,6.767499923706055
2009-05-15,6.757500171661377
2009-05-18,6.90500020980835
2009-05-19,6.840000152587891
2009-05-20,6.744999885559082
2009-05-21,6.542500019073486
2009-05-22,6.375
2009-05-26,6.567500114440918
2009-05-27,6.53249979019165
2009-05-28,6.462500095367432
2009-05-29,6.559999942779541
2009-06-01,7.019999980926514
2009-06-02,6.875
2009-06-03,6.952499866485596
2009-06-04,6.869999885559082
2009-06-05,6.84499979019165
2009-06-08,6.764999866485596
2009-06-09,6.835000038146973
2009-06-10,6.804999828338623
2009-06-11,6.855000019073486
2009-06-12,6.764999866485596
2009-06-15,6.474999904632568
2009-06-16,6.352499961853027
2009-06-17,6.449999809265137
2009-06-18,6.300000190734863
2009-06-19,6.159999847412109
2009-06-22,5.920000076293945
2009-06-23,5.922500133514404
2009-06-24,6.034999847412109
2009-06-25,6.107500076293945
2009-06-26,6.070000171661377
2009-06-29,6.170000076293945
2009-06-30,6.127500057220459
2009-07-01,6.307499885559082
2009-07-02,6.150000095367432
2009-07-06,6.102499961853027
2009-07-07,6.019999980926514
2009-07-08,6.09250020980835
2009-07-09,5.987500190734863
2009-07-10,6.144999980926514
2009-07-13,6.570000171661377
2009-07-14,6.65500020980835
2009-07-15,7.102499961853027
2009-07-16,7.164999961853027
2009-07-17,7.012499809265137
2009-07-20,7.117499828338623
2009-07-21,7.142499923706055
2009-07-22,6.650000095367432
2009-07-23,6.434999942779541
2009-07-24,6.527500152587891
2009-07-27,6.507500171661377
2009-07-28,6.502500057220459
2009-07-29,6.440000057220459
2009-07-30,6.480000019073486
2009-07-31,6.452499866485596
2009-08-03,6.53249979019165
2009-08-04,6.542500019073486
2009-08-05,6.512499809265137
2009-08-06,6.474999904632568
2009-08-07,6.519999980926514
2009-08-10,6.619999885559082
2009-08-11,6.505000114440918
2009-08-12,6.572500228881836
2009-08-13,6.542500019073486
2009-08-14,6.377500057220459
2009-08-17,6.307499885559082
2009-08-18,6.267499923706055
2009-08-19,6.307499885559082
2009-08-20,6.394999980926514
2009-08-21,6.375
2009-08-24,6.434999942779541
2009-08-25,6.414999961853027
2009-08-26,6.355000019073486
2009-08-27,6.357500076293945
2009-08-28,6.349999904632568
2009-08-31,7.070000171661377
2009-09-01,6.897500038146973
2009-09-02,6.952499866485596
2009-09-03,7.087500095367432
2009-09-04,7.210000038146973
2009-09-08,7.292500019073486
2009-09-09,7.287499904632568
2009-09-10,7.402500152587891
2009-09-11,7.454999923706055
2009-09-14,7.454999923706055
2009-09-15,7.449999809265137
2009-09-16,7.440000057220459
2009-09-17,7.420000076293945
2009-09-18,7.175000190734863
2009-09-21,7.182499885559082
2009-09-22,7.175000190734863
2009-09-23,7.15500020980835
2009-09-24,7.117499828338623
2009-09-25,7.097499847412109
2009-09-28,7.164999961853027
2009-09-29,7.067500114440918
2009-09-30,7.042500019073486
2009-10-01,6.885000228881836
2009-10-02,6.864999771118164
2009-10-05,6.84250020980835
2009-10-06,6.912499904632568
2009-10-07,6.875
2009-10-08,6.982500076293945
2009-10-09,6.994999885559082
2009-10-12,6.962500095367432
2009-10-13,6.894999980926514
2009-10-14,7.03000020980835
2009-10-15,7.112500190734863
2009-10-16,7.09499979019165
2009-10-19,7.159999847412109
2009-10-20,7.052499771118164
2009-10-21,6.90500020980835
2009-10-22,7.392499923706055
2009-10-23,7.190000057220459
2009-10-26,7.142499923706055
2009-10-27,7.027500152587891
2009-10-28,6.852499961853027
2009-10-29,6.747499942779541
2009-10-30,6.502500057220459
2009-11-02,6.527500152587891
2009-11-03,6.567500114440918
2009-11-04,6.262499809265137
2009-11-05,6.5
2009-11-06,6.425000190734863
2009-11-09,6.557499885559082
2009-11-10,6.445000171661377
2009-11-11,6.53249979019165
2009-11-12,6.292500019073486
2009-11-13,6.389999866485596
2009-11-16,6.762499809265137
2009-11-17,6.732500076293945
2009-11-18,6.840000152587891
2009-11-19,6.650000095367432
2009-11-20,6.65749979019165
2009-11-23,6.947500228881836
2009-11-24,6.889999866485596
2009-11-25,6.917500019073486
2009-11-27,6.622499942779541
2009-11-30,6.747499942779541
2009-12-01,6.875
2009-12-02,6.917500019073486
2009-12-03,6.855000019073486
2009-12-04,6.912499904632568
2009-12-07,6.952499866485596
2009-12-08,7.0
2009-12-09,7.042500019073486
2009-12-10,6.980000019073486
2009-12-11,6.977499961853027
2009-12-14,7.152500152587891
2009-12-15,6.892499923706055
2009-12-16,6.892499923706055
2009-12-17,6.929999828338623
2009-12-18,7.012499809265137
2009-12-21,7.012499809265137
2009-12-22,7.019999980926514
2009-12-23,7.067500114440918
2009-12-24,7.067500114440918
2009-12-28,6.982500076293945
2009-12-29,7.034999847412109
2009-12-30,6.994999885559082
2009-12-31,6.960000038146973
2010-01-04,7.15749979019165
2010-01-05,6.90500020980835
2010-01-06,6.767499923706055
2010-01-07,6.815000057220459
2010-01-08,6.829999923706055
2010-01-11,6.877500057220459
2010-01-12,6.862500190734863
2010-01-13,6.957499980926514
2010-01-14,6.940000057220459
2010-01-15,6.869999885559082
2010-01-19,6.972499847412109
2010-01-20,6.889999866485596
2010-01-21,6.78249979019165
2010-01-22,6.742499828338623
2010-01-25,6.679999828338623
2010-01-26,6.704999923706055
2010-01-27,6.75
2010-01-28,6.6875
2010-01-29,6.727499961853027
2010-02-01,6.707499980926514
2010-02-02,6.699999809265137
2010-02-03,6.71999979019165
2010-02-04,6.465000152587891
2010-02-05,6.557499885559082
2010-02-08,6.307499885559082
2010-02-09,6.377500057220459
2010-02-10,6.377500057220459
2010-02-11,6.489999771118164
2010-02-12,6.5625
2010-02-16,6.545000076293945
2010-02-17,6.579999923706055
2010-02-18,6.614999771118164
2010-02-19,6.625
2010-02-22,6.652500152587891
2010-02-23,6.690000057220459
2010-02-24,6.650000095367432
2010-02-25,6.732500076293945
2010-02-26,6.65749979019165
2010-03-01,6.800000190734863
2010-03-02,6.972499847412109
2010-03-03,6.982500076293945
2010-03-04,7.042500019073486
2010-03-05,7.315000057220459
2010-03-08,7.210000038146973
2010-03-09,7.167500019073486
2010-03-10,7.074999809265137
2010-03-11,7.045000076293945
2010-03-12,7.15500020980835
2010-03-15,7.215000152587891
2010-03-16,7.122499942779541
2010-03-17,7.199999809265137
2010-03-18,7.269999980926514
2010-03-19,7.277500152587891
2010-03-22,7.414999961853027
2010-03-23,7.447500228881836
2010-03-24,7.362500190734863
2010-03-25,7.317500114440918
2010-03-26,7.277500152587891
2010-03-29,7.297500133514404
2010-03-30,7.232500076293945
2010-03-31,7.130000114440918
2010-04-01,7.182499885559082
2010-04-05,7.252500057220459
2010-04-06,7.297500133514404
2010-04-07,7.295000076293945
2010-04-08,7.302499771118164
2010-04-09,7.260000228881836
2010-04-12,7.202499866485596
2010-04-13,7.227499961853027
2010-04-14,7.3125
2010-04-15,7.292500019073486
2010-04-16,7.397500038146973
2010-04-19,7.397500038146973
2010-04-20,7.452499866485596
2010-04-21,7.434999942779541
2010-04-22,7.494999885559082
2010-04-23,7.727499961853027
2010-04-26,7.617499828338623
2010-04-27,7.485000133514404
2010-04-28,7.534999847412109
2010-04-29,7.730000019073486
2010-04-30,7.452499866485596
2010-05-03,7.630000114440918
2010-05-04,7.447500228881836
2010-05-05,7.380000114440918
2010-05-06,7.112500190734863
2010-05-07,6.894999980926514
2010-05-10,7.28249979019165
2010-05-11,7.4375
2010-05-12,7.652500152587891
2010-05-13,7.542500019073486
2010-05-14,7.429999828338623
2010-05-17,7.59250020980835
2010-05-18,7.452499866485596
2010-05-19,7.269999980926514
2010-05-20,7.09250020980835
2010-05-21,7.057499885559082
2010-05-24,6.892499923706055
2010-05-25,6.804999828338623
2010-05-26,6.827499866485596
2010-05-27,7.047500133514404
2010-05-28,6.872499942779541
2010-06-01,7.010000228881836
2010-06-02,7.34250020980835
2010-06-03,7.537499904632568
2010-06-04,7.072500228881836
2010-06-07,7.047500133514404
2010-06-08,7.142499923706055
2010-06-09,7.269999980926514
2010-06-10,7.387499809265137
2010-06-11,7.447500228881836
2010-06-14,7.53000020980835
2010-06-15,7.727499961853027
2010-06-16,7.737500190734863
2010-06-17,7.8125
2010-06-18,7.885000228881836
2010-06-21,7.800000190734863
2010-06-22,7.610000133514404
2010-06-23,7.692500114440918
2010-06-24,7.650000095367432
2010-06-25,8.0
2010-06-28,8.395000457763672
2010-06-29,8.130000114440918
2010-06-30,8.180000305175781
2010-07-01,8.217499732971191
2010-07-02,8.037500381469727
2010-07-06,7.852499961853027
2010-07-07,8.0600004196167
2010-07-08,8.212499618530273
2010-07-09,8.21500015258789
2010-07-12,8.055000305175781
2010-07-13,8.319999694824219
2010-07-14,8.292499542236328
2010-07-15,8.092499732971191
2010-07-16,7.747499942779541
2010-07-19,7.742499828338623
2010-07-20,7.934999942779541
2010-07-21,7.827499866485596
2010-07-22,8.050000190734863
2010-07-23,8.524999618530273
2010-07-26,8.744999885559082
2010-07-27,8.487500190734863
2010-07-28,8.289999961853027
2010-07-29,8.239999771118164
2010-07-30,8.2524995803833
2010-08-02,8.2475004196167
2010-08-03,8.164999961853027
2010-08-04,8.307499885559082
2010-08-05,8.102499961853027
2010-08-06,8.03499984741211
2010-08-09,8.289999961853027
2010-08-10,8.104999542236328
2010-08-11,7.652500152587891
2010-08-12,8.0
2010-08-13,7.847499847412109
2010-08-16,7.960000038146973
2010-08-17,7.965000152587891
2010-08-18,7.875
2010-08-19,7.505000114440918
2010-08-20,7.565000057220459
2010-08-23,7.512499809265137
2010-08-24,7.4375
2010-08-25,7.482500076293945
2010-08-26,7.425000190734863
2010-08-27,7.617499828338623
2010-08-30,7.429999828338623
2010-08-31,7.710000038146973
2010-09-01,8.09000015258789
2010-09-02,8.107500076293945
2010-09-03,8.192500114440918
2010-09-07,7.980000019073486
2010-09-08,8.069999694824219
2010-09-09,8.112500190734863
2010-09-10,8.345000267028809
2010-09-13,8.457500457763672
2010-09-14,8.180000305175781
2010-09-15,8.119999885559082
2010-09-16,7.980000019073486
2010-09-17,8.020000457763672
2010-09-20,8.27750015258789
2010-09-21,8.194999694824219
2010-09-22,8.052499771118164
2010-09-23,7.992499828338623
2010-09-24,8.322500228881836
2010-09-27,8.182499885559082
2010-09-28,8.297499656677246
2010-09-29,8.3149995803833
2010-09-30,8.397500038146973
2010-10-01,8.217499732971191
2010-10-04,8.109999656677246
2010-10-05,8.442500114440918
2010-10-06,8.420000076293945
2010-10-07,8.40250015258789
2010-10-08,8.539999961853027
2010-10-11,8.5024995803833
2010-10-12,8.470000267028809
2010-10-13,8.604999542236328
2010-10-14,8.75
2010-10-15,8.657500267028809
2010-10-18,8.767499923706055
2010-10-19,8.557499885559082
2010-10-20,8.75
2010-10-21,8.5600004196167
2010-10-22,8.7475004196167
2010-10-25,8.335000038146973
2010-10-26,8.09000015258789
2010-10-27,7.817500114440918
2010-10-28,7.962500095367432
2010-10-29,7.980000019073486
2010-11-01,8.024999618530273
2010-11-02,8.432499885559082
2010-11-03,8.425000190734863
2010-11-04,8.555000305175781
2010-11-05,8.5625
2010-11-08,8.619999885559082
2010-11-09,8.462499618530273
2010-11-10,8.720000267028809
2010-11-11,8.680000305175781
2010-11-12,8.637499809265137
2010-11-15,8.632499694824219
2010-11-16,8.449999809265137
2010-11-17,8.395000457763672
2010-11-18,8.477499961853027
2010-11-19,8.417499542236328
2010-11-22,8.364999771118164
2010-11-23,8.265000343322754
2010-11-24,8.319999694824219
2010-11-26,8.237500190734863
2010-11-29,8.807499885559082
2010-11-30,8.699999809265137
2010-12-01,8.892499923706055
2010-12-02,9.017499923706055
2010-12-03,9.274999618530273
2010-12-06,9.422499656677246
2010-12-07,9.649999618530273
2010-12-08,9.675000190734863
2010-12-09,9.592499732971191
2010-12-10,9.817500114440918
2010-12-13,9.850000381469727
2010-12-14,9.817500114440918
2010-12-15,9.917499542236328
2010-12-16,10.295000076293945
2010-12-17,9.829999923706055
2010-12-20,9.657500267028809
2010-12-21,9.789999961853027
2010-12-22,9.5
2010-12-23,9.617500305175781
2010-12-27,9.6225004196167
2010-12-28,9.654999732971191
2010-12-29,9.6850004196167
2010-12-30,9.577500343322754
2010-12-31,9.385000228881836
2011-01-03,9.729999542236328
2011-01-04,9.387499809265137
2011-01-05,9.6875
2011-01-06,9.59749984741211
2011-01-07,9.40250015258789
2011-01-10,9.327500343322754
2011-01-11,9.34749984741211
2011-01-12,9.352499961853027
2011-01-13,9.204999923706055
2011-01-14,9.34749984741211
2011-01-18,9.382499694824219
2011-01-19,9.147500038146973
2011-01-20,9.03499984741211
2011-01-21,8.982500076293945
2011-01-24,8.9975004196167
2011-01-25,9.15250015258789
2011-01-26,9.392499923706055
2011-01-27,9.367500305175781
2011-01-28,9.287500381469727
2011-01-31,9.180000305175781
2011-02-01,9.357500076293945
2011-02-02,9.257499694824219
2011-02-03,9.452500343322754
2011-02-04,9.337499618530273
2011-02-07,9.375
2011-02-08,9.3725004196167
2011-02-09,9.300000190734863
2011-02-10,9.229999542236328
2011-02-11,9.430000305175781
2011-02-14,9.6875
2011-02-15,9.362500190734863
2011-02-16,9.547499656677246
2011-02-17,9.572500228881836
2011-02-18,9.699999809265137
2011-02-22,9.567500114440918
2011-02-23,9.5
2011-02-24,9.524999618530273
2011-02-25,9.760000228881836
2011-02-28,9.837499618530273
2011-03-01,9.727499961853027
2011-03-02,9.774999618530273
2011-03-03,9.890000343322754
2011-03-04,9.805000305175781
2011-03-07,9.539999961853027
2011-03-08,9.802499771118164
2011-03-09,9.892499923706055
2011-03-10,9.522500038146973
2011-03-11,9.604999542236328
2011-03-14,9.670000076293945
2011-03-15,9.7524995803833
2011-03-16,9.8125
2011-03-17,9.984999656677246
2011-03-18,10.25
2011-03-21,10.640000343322754
2011-03-22,10.640000343322754
2011-03-23,10.859999656677246
2011-03-24,10.917499542236328
2011-03-25,10.867500305175781
2011-03-28,10.957500457763672
2011-03-29,11.117500305175781
2011-03-30,11.217499732971191
2011-03-31,11.15250015258789
2011-04-01,11.1875
2011-04-04,11.292499542236328
2011-04-05,11.1875
2011-04-06,11.292499542236328
2011-04-07,11.180000305175781
2011-04-08,10.90250015258789
2011-04-11,10.819999694824219
2011-04-12,10.574999809265137
2011-04-13,10.442500114440918
2011-04-14,10.649999618530273
2011-04-15,10.720000267028809
2011-04-18,10.512499809265137
2011-04-19,10.5
2011-04-20,10.675000190734863
2011-04-21,10.947500228881836
2011-04-25,10.842499732971191
2011-04-26,10.592499732971191
2011-04-27,10.557499885559082
2011-04-28,10.6225004196167
2011-04-29,10.727499961853027
2011-05-02,10.484999656677246
2011-05-03,10.4975004196167
2011-05-04,10.489999771118164
2011-05-05,10.462499618530273
2011-05-06,10.375
2011-05-09,10.399999618530273
2011-05-10,10.6225004196167
2011-05-11,10.137499809265137
2011-05-12,10.362500190734863
2011-05-13,10.345000267028809
2011-05-16,10.09000015258789
2011-05-17,10.1850004196167
2011-05-18,10.27750015258789
2011-05-19,10.300000190734863
2011-05-20,10.287500381469727
2011-05-23,10.050000190734863
2011-05-24,10.0
2011-05-25,10.1225004196167
2011-05-26,10.22249984741211
2011-05-27,10.350000381469727
2011-05-31,10.720000267028809
2011-06-01,10.460000038146973
2011-06-02,10.529999732971191
2011-06-03,10.282500267028809
2011-06-06,10.22249984741211
2011-06-07,10.242500305175781
2011-06-08,10.265000343322754
2011-06-09,10.417499542236328
2011-06-10,10.357500076293945
2011-06-13,10.202500343322754
2011-06-14,10.515000343322754
2011-06-15,10.255000114440918
2011-06-16,10.547499656677246
2011-06-17,10.507499694824219
2011-06-20,10.5600004196167
2011-06-21,10.717499732971191
2011-06-22,10.4975004196167
2011-06-23,10.420000076293945
2011-06-24,10.279999732971191
2011-06-27,10.8125
2011-06-28,10.967499732971191
2011-06-29,10.77750015258789
2011-06-30,10.8774995803833
2011-07-01,11.079999923706055
2011-07-05,11.087499618530273
2011-07-06,11.137499809265137
2011-07-07,11.380000114440918
2011-07-08,11.307499885559082
2011-07-11,11.21500015258789
2011-07-12,11.212499618530273
2011-07-13,11.40999984741211
2011-07-14,11.100000381469727
2011-07-15,11.25
2011-07-18,11.022500038146973
2011-07-19,11.324999809265137
2011-07-20,11.145000457763672
2011-07-21,11.720000267028809
2011-07-22,11.520000457763672
2011-07-25,11.265000343322754
2011-07-26,11.020000457763672
2011-07-27,10.574999809265137
2011-07-28,10.702500343322754
2011-07-29,10.452500343322754
2011-08-01,10.46500015258789
2011-08-02,10.164999961853027
2011-08-03,10.3774995803833
2011-08-04,9.9399995803833
2011-08-05,9.992500305175781
2011-08-08,9.742500305175781
2011-08-09,10.257499694824219
2011-08-10,9.654999732971191
2011-08-11,9.957500457763672
2011-08-12,9.8725004196167
2011-08-15,9.892499923706055
