,BPRN
2018-04-05,34.7599983215332
2018-04-06,34.5
2018-04-09,34.310001373291016
2018-04-10,34.4900016784668
2018-04-11,33.849998474121094
2018-04-12,33.900001525878906
2018-04-13,34.45000076293945
2018-04-16,34.02000045776367
2018-04-17,34.4900016784668
2018-04-18,34.099998474121094
2018-04-19,34.25
2018-04-20,34.45000076293945
2018-04-23,34.349998474121094
2018-04-24,34.34000015258789
2018-04-25,33.54999923706055
2018-04-26,33.849998474121094
2018-04-27,33.400001525878906
2018-04-30,33.220001220703125
2018-05-01,33.540000915527344
2018-05-02,33.27000045776367
2018-05-03,33.630001068115234
2018-05-04,33.6150016784668
2018-05-07,33.5
2018-05-08,33.5
2018-05-09,33.525001525878906
2018-05-10,33.689998626708984
2018-05-11,33.599998474121094
2018-05-14,33.27000045776367
2018-05-15,33.4900016784668
2018-05-16,33.400001525878906
2018-05-17,33.11000061035156
2018-05-18,33.43000030517578
2018-05-21,33.0099983215332
2018-05-22,33.25
2018-05-23,33.25
2018-05-24,33.0
2018-05-25,33.0099983215332
2018-05-29,33.0
2018-05-30,32.689998626708984
2018-05-31,32.84000015258789
2018-06-01,33.0
2018-06-04,32.95000076293945
2018-06-05,32.95000076293945
2018-06-06,32.91999816894531
2018-06-07,32.849998474121094
2018-06-08,32.599998474121094
2018-06-11,32.68000030517578
2018-06-12,32.560001373291016
2018-06-13,32.439998626708984
2018-06-14,32.650001525878906
2018-06-15,32.70000076293945
2018-06-18,32.61000061035156
2018-06-19,32.630001068115234
2018-06-20,32.7400016784668
2018-06-21,32.560001373291016
2018-06-22,32.88999938964844
2018-06-25,33.09000015258789
2018-06-26,32.9900016784668
2018-06-27,32.939998626708984
2018-06-28,33.31999969482422
2018-06-29,33.25
2018-07-02,33.9900016784668
2018-07-03,34.790000915527344
2018-07-05,34.9900016784668
2018-07-06,35.04999923706055
2018-07-09,35.34000015258789
2018-07-10,35.29999923706055
2018-07-11,35.27000045776367
2018-07-12,35.2599983215332
2018-07-13,34.650001525878906
2018-07-16,34.70000076293945
2018-07-17,34.400001525878906
2018-07-18,34.540000915527344
2018-07-19,34.470001220703125
2018-07-20,34.40999984741211
2018-07-23,34.77000045776367
2018-07-24,35.04999923706055
2018-07-25,34.61000061035156
2018-07-26,34.970001220703125
2018-07-27,33.75
2018-07-30,33.959999084472656
2018-07-31,33.90999984741211
2018-08-01,33.83000183105469
2018-08-02,34.0
2018-08-03,33.599998474121094
2018-08-06,33.400001525878906
2018-08-07,33.400001525878906
2018-08-08,33.470001220703125
2018-08-09,33.45000076293945
2018-08-10,33.41999816894531
2018-08-13,33.099998474121094
2018-08-14,33.220001220703125
2018-08-15,33.38999938964844
2018-08-16,33.380001068115234
2018-08-17,33.130001068115234
2018-08-20,33.380001068115234
2018-08-21,33.33000183105469
2018-08-22,33.58000183105469
2018-08-23,33.400001525878906
2018-08-24,33.27000045776367
2018-08-27,33.02000045776367
2018-08-28,33.2599983215332
2018-08-29,33.13999938964844
2018-08-30,32.849998474121094
2018-08-31,32.900001525878906
2018-09-04,32.7599983215332
2018-09-05,32.650001525878906
2018-09-06,32.58000183105469
2018-09-07,32.599998474121094
2018-09-10,32.47999954223633
2018-09-11,32.20000076293945
2018-09-12,31.860000610351562
2018-09-13,31.639999389648438
2018-09-14,31.450000762939453
2018-09-17,31.420000076293945
2018-09-18,31.170000076293945
2018-09-19,31.510000228881836
2018-09-20,31.989999771118164
2018-09-21,33.13999938964844
2018-09-24,31.68000030517578
2018-09-25,31.959999084472656
2018-09-26,30.729999542236328
2018-09-27,30.5
2018-09-28,30.540000915527344
2018-10-01,30.670000076293945
2018-10-02,30.440000534057617
2018-10-03,30.75
2018-10-04,30.549999237060547
2018-10-05,30.739999771118164
2018-10-08,30.450000762939453
2018-10-09,30.790000915527344
2018-10-10,30.6200008392334
2018-10-11,30.84000015258789
2018-10-12,30.8700008392334
2018-10-15,30.8799991607666
2018-10-16,31.18000030517578
2018-10-17,30.799999237060547
2018-10-18,30.799999237060547
2018-10-19,30.549999237060547
2018-10-22,30.6200008392334
2018-10-23,30.239999771118164
2018-10-24,29.649999618530273
2018-10-25,29.34000015258789
2018-10-26,29.030000686645508
2018-10-29,29.1299991607666
2018-10-30,29.34000015258789
2018-10-31,28.25
2018-11-01,28.959999084472656
2018-11-02,28.81999969482422
2018-11-05,28.899999618530273
2018-11-06,29.110000610351562
2018-11-07,29.969999313354492
2018-11-08,30.25
2018-11-09,29.709999084472656
2018-11-12,29.420000076293945
2018-11-13,29.18000030517578
2018-11-14,29.200000762939453
2018-11-15,29.579999923706055
2018-11-16,29.399999618530273
2018-11-19,29.600000381469727
2018-11-20,29.1299991607666
2018-11-21,29.959999084472656
2018-11-23,29.280000686645508
2018-11-26,28.56999969482422
2018-11-27,28.959999084472656
2018-11-28,29.65999984741211
2018-11-29,29.200000762939453
2018-11-30,29.399999618530273
2018-12-03,29.700000762939453
2018-12-04,29.15999984741211
2018-12-06,28.860000610351562
2018-12-07,28.84000015258789
2018-12-10,28.959999084472656
2018-12-11,29.079999923706055
2018-12-12,28.489999771118164
2018-12-13,28.399999618530273
2018-12-14,27.84000015258789
2018-12-17,27.239999771118164
2018-12-18,27.459999084472656
2018-12-19,27.68000030517578
2018-12-20,28.239999771118164
2018-12-21,28.0
2018-12-24,27.68000030517578
2018-12-26,27.899999618530273
2018-12-27,28.0
2018-12-28,27.989999771118164
2018-12-31,27.899999618530273
2019-01-02,27.979999542236328
2019-01-03,28.299999237060547
2019-01-04,29.100000381469727
2019-01-07,29.110000610351562
2019-01-08,29.100000381469727
2019-01-09,29.479999542236328
2019-01-10,29.65999984741211
2019-01-11,29.610000610351562
2019-01-14,29.739999771118164
2019-01-15,29.510000228881836
2019-01-16,29.59000015258789
2019-01-17,29.31999969482422
2019-01-18,29.239999771118164
2019-01-22,29.459999084472656
2019-01-23,29.459999084472656
2019-01-24,29.940000534057617
2019-01-25,29.93000030517578
2019-01-28,29.75
2019-01-29,29.709999084472656
2019-01-30,29.670000076293945
2019-01-31,29.540000915527344
2019-02-01,29.5
2019-02-04,29.40999984741211
2019-02-05,29.899999618530273
2019-02-06,30.950000762939453
2019-02-07,30.920000076293945
2019-02-08,31.049999237060547
2019-02-11,31.56999969482422
2019-02-12,31.690000534057617
2019-02-13,31.979999542236328
2019-02-14,31.81999969482422
2019-02-15,31.9950008392334
2019-02-19,32.939998626708984
2019-02-20,32.13999938964844
2019-02-21,32.47999954223633
2019-02-22,32.4900016784668
2019-02-25,32.349998474121094
2019-02-26,32.5
2019-02-27,32.47999954223633
2019-02-28,32.529998779296875
2019-03-01,32.560001373291016
2019-03-04,32.66999816894531
2019-03-05,32.560001373291016
2019-03-06,32.33000183105469
2019-03-07,32.20000076293945
2019-03-08,32.13999938964844
2019-03-11,32.470001220703125
2019-03-12,32.5
2019-03-13,32.29999923706055
2019-03-14,32.290000915527344
2019-03-15,32.75
2019-03-18,32.400001525878906
2019-03-19,32.220001220703125
2019-03-20,32.29999923706055
2019-03-21,32.220001220703125
2019-03-22,31.260000228881836
2019-03-25,30.75
2019-03-26,31.200000762939453
2019-03-27,31.399999618530273
2019-03-28,32.52000045776367
2019-03-29,31.729999542236328
2019-04-01,32.189998626708984
2019-04-02,32.38999938964844
2019-04-03,32.5099983215332
2019-04-04,32.349998474121094
2019-04-05,32.599998474121094
2019-04-08,32.22999954223633
2019-04-09,32.150001525878906
2019-04-10,32.4900016784668
2019-04-11,32.29999923706055
2019-04-12,32.36000061035156
2019-04-15,32.290000915527344
2019-04-16,32.29999923706055
2019-04-17,32.41999816894531
2019-04-18,32.5
2019-04-22,32.380001068115234
2019-04-23,31.18000030517578
2019-04-24,30.75
2019-04-25,30.100000381469727
2019-04-26,30.030000686645508
2019-04-29,30.190000534057617
2019-04-30,30.100000381469727
2019-05-01,29.469999313354492
2019-05-02,29.600000381469727
2019-05-03,29.68000030517578
2019-05-06,29.360000610351562
2019-05-07,29.010000228881836
2019-05-08,29.110000610351562
2019-05-09,28.90999984741211
2019-05-10,29.020000457763672
2019-05-13,28.110000610351562
2019-05-14,28.399999618530273
2019-05-15,27.8700008392334
2019-05-16,27.809999465942383
2019-05-17,27.670000076293945
2019-05-20,27.5
2019-05-21,27.829999923706055
2019-05-22,27.90999984741211
2019-05-23,27.56999969482422
2019-05-24,28.25
2019-05-28,28.049999237060547
2019-05-29,28.079999923706055
2019-05-30,28.34000015258789
2019-05-31,28.049999237060547
2019-06-03,28.06999969482422
2019-06-04,28.719999313354492
2019-06-05,28.5
2019-06-06,28.5
2019-06-07,28.5
2019-06-10,28.639999389648438
2019-06-11,28.920000076293945
2019-06-12,28.700000762939453
2019-06-13,29.09000015258789
2019-06-14,28.81999969482422
2019-06-17,28.829999923706055
2019-06-18,29.110000610351562
2019-06-19,28.8700008392334
2019-06-20,28.81999969482422
2019-06-21,28.700000762939453
2019-06-24,28.6200008392334
2019-06-25,28.809999465942383
2019-06-26,29.889999389648438
2019-06-27,29.829999923706055
2019-06-28,30.0
2019-07-01,29.6200008392334
2019-07-02,28.899999618530273
2019-07-03,29.280000686645508
2019-07-05,29.469999313354492
2019-07-08,29.25
2019-07-09,29.049999237060547
2019-07-10,28.700000762939453
2019-07-11,29.290000915527344
2019-07-12,28.81999969482422
2019-07-15,28.8799991607666
2019-07-16,28.899999618530273
2019-07-17,28.6200008392334
2019-07-18,28.65999984741211
2019-07-19,28.760000228881836
2019-07-22,28.579999923706055
2019-07-23,28.670000076293945
2019-07-24,28.170000076293945
2019-07-25,28.260000228881836
2019-07-26,27.5
2019-07-29,27.3700008392334
2019-07-30,27.799999237060547
2019-07-31,27.56999969482422
2019-08-01,27.3700008392334
2019-08-02,27.31999969482422
2019-08-05,27.170000076293945
2019-08-06,27.020000457763672
2019-08-07,27.399999618530273
2019-08-08,27.149999618530273
2019-08-09,27.020000457763672
2019-08-12,26.75
2019-08-13,26.979999542236328
2019-08-14,26.110000610351562
2019-08-15,26.600000381469727
2019-08-16,26.790000915527344
2019-08-19,26.790000915527344
2019-08-20,26.3799991607666
2019-08-21,26.360000610351562
2019-08-22,26.270000457763672
2019-08-23,26.020000457763672
2019-08-26,26.06999969482422
2019-08-27,26.31999969482422
2019-08-28,26.440000534057617
2019-08-29,26.350000381469727
2019-08-30,26.700000762939453
2019-09-03,26.68000030517578
2019-09-04,26.75
2019-09-05,26.770000457763672
2019-09-06,26.81999969482422
2019-09-09,26.649999618530273
2019-09-10,26.950000762939453
2019-09-11,28.450000762939453
2019-09-12,28.290000915527344
2019-09-13,28.219999313354492
2019-09-16,28.170000076293945
2019-09-17,27.799999237060547
2019-09-18,28.56999969482422
2019-09-19,28.559999465942383
2019-09-20,29.399999618530273
2019-09-23,28.549999237060547
2019-09-24,27.690000534057617
2019-09-25,29.5
2019-09-26,28.969999313354492
2019-09-27,28.8799991607666
2019-09-30,29.059999465942383
2019-10-01,28.610000610351562
2019-10-02,28.020000457763672
2019-10-03,27.979999542236328
2019-10-04,28.15999984741211
2019-10-07,28.280000686645508
2019-10-08,28.389999389648438
2019-10-09,28.239999771118164
2019-10-10,28.270000457763672
2019-10-11,28.6200008392334
2019-10-14,28.770000457763672
2019-10-15,28.549999237060547
2019-10-16,28.360000610351562
2019-10-17,28.25
2019-10-18,28.1200008392334
2019-10-21,28.399999618530273
2019-10-22,28.350000381469727
2019-10-23,27.979999542236328
2019-10-24,28.25
2019-10-25,28.440000534057617
2019-10-28,28.18000030517578
2019-10-29,28.559999465942383
2019-10-30,29.0
2019-10-31,28.760000228881836
2019-11-01,29.389999389648438
2019-11-04,29.690000534057617
2019-11-05,29.5
2019-11-06,29.190000534057617
2019-11-07,29.440000534057617
2019-11-08,29.360000610351562
2019-11-11,28.860000610351562
2019-11-12,29.200000762939453
2019-11-13,29.3700008392334
2019-11-14,28.850000381469727
2019-11-15,29.270000457763672
2019-11-18,29.25
2019-11-19,29.649999618530273
2019-11-20,28.950000762939453
2019-11-21,29.299999237060547
2019-11-22,29.389999389648438
2019-11-25,29.799999237060547
2019-11-26,29.219999313354492
2019-11-27,28.56999969482422
2019-11-29,28.65999984741211
2019-12-02,28.399999618530273
2019-12-03,28.600000381469727
2019-12-04,29.0
2019-12-05,29.010000228881836
2019-12-06,29.81999969482422
2019-12-09,30.520000457763672
2019-12-10,30.540000915527344
2019-12-11,30.8799991607666
2019-12-12,31.290000915527344
2019-12-13,31.989999771118164
2019-12-16,31.84000015258789
2019-12-17,31.360000610351562
2019-12-18,31.59000015258789
2019-12-19,31.549999237060547
2019-12-20,32.0
2019-12-23,31.31999969482422
2019-12-24,31.549999237060547
2019-12-26,31.549999237060547
2019-12-27,31.90999984741211
2019-12-30,31.899999618530273
2019-12-31,31.489999771118164
2020-01-02,31.239999771118164
2020-01-03,30.860000610351562
2020-01-06,30.979999542236328
2020-01-07,31.549999237060547
2020-01-08,31.899999618530273
2020-01-09,31.489999771118164
2020-01-10,31.600000381469727
2020-01-13,31.549999237060547
2020-01-14,30.950000762939453
2020-01-15,31.170000076293945
2020-01-16,31.06999969482422
2020-01-17,31.100000381469727
2020-01-21,30.969999313354492
2020-01-22,31.15999984741211
2020-01-23,31.639999389648438
2020-01-24,31.399999618530273
2020-01-27,31.600000381469727
2020-01-28,31.959999084472656
2020-01-29,31.579999923706055
2020-01-30,30.43000030517578
2020-01-31,30.5
2020-02-03,30.5
2020-02-04,30.15999984741211
2020-02-05,30.3700008392334
2020-02-06,30.549999237060547
2020-02-07,30.200000762939453
2020-02-10,30.40999984741211
2020-02-11,30.649999618530273
2020-02-12,31.09000015258789
2020-02-13,31.59000015258789
2020-02-14,31.899999618530273
2020-02-18,31.600000381469727
2020-02-19,31.420000076293945
2020-02-20,30.299999237060547
2020-02-21,30.139999389648438
2020-02-24,29.799999237060547
2020-02-25,29.459999084472656
2020-02-26,29.139999389648438
2020-02-27,27.530000686645508
2020-02-28,27.260000228881836
2020-03-02,28.100000381469727
2020-03-03,27.56999969482422
2020-03-04,28.469999313354492
2020-03-05,28.100000381469727
2020-03-06,26.790000915527344
2020-03-09,24.600000381469727
2020-03-10,25.690000534057617
2020-03-11,24.110000610351562
2020-03-12,21.014999389648438
2020-03-13,24.280000686645508
2020-03-16,19.93000030517578
2020-03-17,25.110000610351562
2020-03-18,23.06999969482422
2020-03-19,26.010000228881836
2020-03-20,24.0
2020-03-23,22.149999618530273
2020-03-24,22.25
2020-03-25,22.979999542236328
2020-03-26,24.0
2020-03-27,22.209999084472656
2020-03-30,23.729999542236328
2020-03-31,23.25
2020-04-01,21.6299991607666
2020-04-02,21.700000762939453
2020-04-03,19.34000015258789
2020-04-06,21.110000610351562
2020-04-07,22.299999237060547
2020-04-08,22.25
2020-04-09,22.5
2020-04-13,21.0
2020-04-14,21.25
2020-04-15,19.389999389648438
2020-04-16,18.799999237060547
2020-04-17,20.200000762939453
2020-04-20,18.899999618530273
2020-04-21,18.489999771118164
2020-04-22,18.899999618530273
2020-04-23,18.799999237060547
2020-04-24,19.6299991607666
2020-04-27,20.100000381469727
2020-04-28,20.84000015258789
2020-04-29,23.450000762939453
2020-04-30,21.0
2020-05-01,19.5
2020-05-04,19.75
2020-05-05,19.540000915527344
2020-05-06,19.450000762939453
2020-05-07,19.290000915527344
2020-05-08,20.06999969482422
2020-05-11,19.100000381469727
2020-05-12,18.799999237060547
2020-05-13,18.469999313354492
2020-05-14,17.979999542236328
2020-05-15,18.0
2020-05-18,19.469999313354492
2020-05-19,18.899999618530273
2020-05-20,19.6299991607666
2020-05-21,19.739999771118164
2020-05-22,20.149999618530273
2020-05-26,20.170000076293945
2020-05-27,21.579999923706055
2020-05-28,20.450000762939453
2020-05-29,20.649999618530273
2020-06-01,20.549999237060547
2020-06-02,21.0
2020-06-03,21.850000381469727
2020-06-04,21.959999084472656
2020-06-05,23.799999237060547
2020-06-08,23.75
2020-06-09,23.90999984741211
2020-06-10,21.809999465942383
2020-06-11,19.530000686645508
2020-06-12,19.100000381469727
2020-06-15,20.3799991607666
2020-06-16,21.09000015258789
2020-06-17,19.260000228881836
2020-06-18,19.290000915527344
2020-06-19,19.729999542236328
2020-06-22,18.90999984741211
2020-06-23,18.350000381469727
2020-06-24,18.149999618530273
2020-06-25,18.739999771118164
2020-06-26,18.020000457763672
2020-06-29,20.15999984741211
2020-06-30,20.079999923706055
2020-07-01,20.0
2020-07-02,19.690000534057617
2020-07-06,19.719999313354492
2020-07-07,18.760000228881836
2020-07-08,17.860000610351562
2020-07-09,17.649999618530273
2020-07-10,18.1299991607666
2020-07-13,17.6299991607666
2020-07-14,17.84000015258789
2020-07-15,18.690000534057617
2020-07-16,18.889999389648438
2020-07-17,18.549999237060547
2020-07-20,18.549999237060547
2020-07-21,19.0
2020-07-22,18.989999771118164
2020-07-23,18.31999969482422
2020-07-24,18.6299991607666
2020-07-27,18.81999969482422
2020-07-28,18.360000610351562
2020-07-29,18.34000015258789
2020-07-30,18.059999465942383
2020-07-31,17.989999771118164
2020-08-03,18.81999969482422
2020-08-04,18.59000015258789
2020-08-05,18.5
2020-08-06,18.540000915527344
2020-08-07,18.600000381469727
2020-08-10,19.190000534057617
2020-08-11,19.270000457763672
2020-08-12,19.469999313354492
2020-08-13,19.0
2020-08-14,19.280000686645508
2020-08-17,19.25
2020-08-18,19.280000686645508
2020-08-19,19.329999923706055
2020-08-20,19.440000534057617
2020-08-21,19.309999465942383
2020-08-24,19.549999237060547
2020-08-25,19.549999237060547
2020-08-26,19.469999313354492
2020-08-27,19.670000076293945
2020-08-28,19.829999923706055
2020-08-31,19.479999542236328
2020-09-01,19.8700008392334
2020-09-02,19.989999771118164
2020-09-03,19.899999618530273
2020-09-04,20.190000534057617
2020-09-08,19.420000076293945
2020-09-09,19.510000228881836
2020-09-10,19.549999237060547
2020-09-11,18.969999313354492
2020-09-14,19.68000030517578
2020-09-15,19.18000030517578
2020-09-16,19.100000381469727
2020-09-17,19.299999237060547
2020-09-18,18.899999618530273
2020-09-21,17.700000762939453
2020-09-22,17.600000381469727
2020-09-23,17.440000534057617
2020-09-24,17.6299991607666
2020-09-25,18.030000686645508
2020-09-28,18.459999084472656
2020-09-29,18.3799991607666
2020-09-30,18.170000076293945
2020-10-01,18.1200008392334
2020-10-02,18.18000030517578
2020-10-05,19.25
2020-10-06,19.700000762939453
2020-10-07,20.25
2020-10-08,20.18000030517578
2020-10-09,20.299999237060547
2020-10-12,20.549999237060547
2020-10-13,20.31999969482422
2020-10-14,20.100000381469727
2020-10-15,20.940000534057617
2020-10-16,20.65999984741211
2020-10-19,20.049999237060547
2020-10-20,20.59000015258789
2020-10-21,20.06999969482422
2020-10-22,20.079999923706055
2020-10-23,20.459999084472656
2020-10-26,20.020000457763672
2020-10-27,19.549999237060547
2020-10-28,19.549999237060547
2020-10-29,20.049999237060547
2020-10-30,19.670000076293945
2020-11-02,20.200000762939453
2020-11-03,21.0
2020-11-04,20.579999923706055
2020-11-05,20.610000610351562
2020-11-06,20.15999984741211
2020-11-09,22.530000686645508
2020-11-10,25.559999465942383
2020-11-11,24.670000076293945
2020-11-12,23.049999237060547
2020-11-13,23.8700008392334
2020-11-16,24.729999542236328
2020-11-17,23.56999969482422
2020-11-18,22.6299991607666
2020-11-19,22.5
2020-11-20,22.75
2020-11-23,23.65999984741211
2020-11-24,24.899999618530273
2020-11-25,25.0
2020-11-27,24.799999237060547
2020-11-30,23.829999923706055
2020-12-01,23.799999237060547
2020-12-02,23.420000076293945
2020-12-03,23.25
2020-12-04,23.989999771118164
2020-12-07,24.010000228881836
2020-12-08,24.68000030517578
2020-12-09,24.450000762939453
2020-12-10,24.600000381469727
2020-12-11,24.3700008392334
2020-12-14,24.010000228881836
2020-12-15,24.020000457763672
2020-12-16,23.65999984741211
2020-12-17,24.020000457763672
2020-12-18,23.889999389648438
2020-12-21,23.989999771118164
2020-12-22,23.610000610351562
2020-12-23,23.950000762939453
2020-12-24,23.6299991607666
2020-12-28,23.649999618530273
2020-12-29,23.489999771118164
2020-12-30,23.549999237060547
2020-12-31,23.40999984741211
2021-01-04,23.059999465942383
2021-01-05,22.850000381469727
2021-01-06,23.309999465942383
2021-01-07,23.75
2021-01-08,24.020000457763672
2021-01-11,24.139999389648438
2021-01-12,24.489999771118164
2021-01-13,24.049999237060547
2021-01-14,24.540000915527344
2021-01-15,24.200000762939453
2021-01-19,24.06999969482422
2021-01-20,24.170000076293945
2021-01-21,23.040000915527344
2021-01-22,23.280000686645508
2021-01-25,22.65999984741211
2021-01-26,22.360000610351562
2021-01-27,21.43000030517578
2021-01-28,21.799999237060547
2021-01-29,23.31999969482422
2021-02-01,23.1299991607666
2021-02-02,24.260000228881836
2021-02-03,24.0
2021-02-04,24.8799991607666
2021-02-05,24.110000610351562
2021-02-08,26.3799991607666
2021-02-09,26.8700008392334
2021-02-10,26.25
2021-02-11,25.5
2021-02-12,25.68000030517578
2021-02-16,26.110000610351562
2021-02-17,26.6299991607666
2021-02-18,26.059999465942383
2021-02-19,26.170000076293945
2021-02-22,26.209999084472656
2021-02-23,26.200000762939453
2021-02-24,26.799999237060547
2021-02-25,26.31999969482422
2021-02-26,26.270000457763672
2021-03-01,26.780000686645508
2021-03-02,27.18000030517578
2021-03-03,27.540000915527344
2021-03-04,27.93000030517578
2021-03-05,28.09000015258789
2021-03-08,28.520000457763672
2021-03-09,28.059999465942383
2021-03-10,29.200000762939453
2021-03-11,29.670000076293945
2021-03-12,29.549999237060547
2021-03-15,28.799999237060547
2021-03-16,28.350000381469727
2021-03-17,28.3799991607666
2021-03-18,28.190000534057617
2021-03-19,29.209999084472656
2021-03-22,28.1299991607666
2021-03-23,28.65999984741211
2021-03-24,28.110000610351562
2021-03-25,28.469999313354492
2021-03-26,29.059999465942383
2021-03-29,28.309999465942383
2021-03-30,28.260000228881836
2021-03-31,28.6200008392334
2021-04-01,28.450000762939453
2021-04-05,28.209999084472656
2021-04-06,28.209999084472656
2021-04-07,27.6200008392334
2021-04-08,27.700000762939453
2021-04-09,27.1200008392334
2021-04-12,26.530000686645508
