,CASY
1984-05-23,1.0625
1984-05-24,1.0625
1984-05-25,1.0625
1984-05-29,1.0208330154418945
1984-05-30,1.0
1984-05-31,0.9583330154418945
1984-06-01,0.9583330154418945
1984-06-04,0.9583330154418945
1984-06-05,0.9583330154418945
1984-06-06,0.9583330154418945
1984-06-07,0.9583330154418945
1984-06-08,0.9583330154418945
1984-06-11,0.9583330154418945
1984-06-12,0.9583330154418945
1984-06-13,0.9583330154418945
1984-06-14,0.9583330154418945
1984-06-15,0.9583330154418945
1984-06-18,0.9583330154418945
1984-06-19,0.9583330154418945
1984-06-20,0.9583330154418945
1984-06-21,0.9583330154418945
1984-06-22,0.9583330154418945
1984-06-25,0.9583330154418945
1984-06-26,0.9583330154418945
1984-06-27,0.9583330154418945
1984-06-28,0.9583330154418945
1984-06-29,0.9583330154418945
1984-07-02,0.9583330154418945
1984-07-03,0.9583330154418945
1984-07-05,0.9583330154418945
1984-07-06,0.9583330154418945
1984-07-09,0.9583330154418945
1984-07-10,0.9583330154418945
1984-07-11,0.9583330154418945
1984-07-12,0.9583330154418945
1984-07-13,0.9583330154418945
1984-07-16,0.9583330154418945
1984-07-17,0.9583330154418945
1984-07-18,0.8958330154418945
1984-07-19,0.9166669845581055
1984-07-20,0.8958330154418945
1984-07-23,0.9166669845581055
1984-07-24,0.9166669845581055
1984-07-25,0.9166669845581055
1984-07-26,0.9166669845581055
1984-07-27,0.9166669845581055
1984-07-30,0.9166669845581055
1984-07-31,0.9166669845581055
1984-08-01,0.9166669845581055
1984-08-02,0.9166669845581055
1984-08-03,0.9166669845581055
1984-08-06,0.9166669845581055
1984-08-07,0.9583330154418945
1984-08-08,0.9583330154418945
1984-08-09,0.9791669845581055
1984-08-10,0.9791669845581055
1984-08-13,0.9791669845581055
1984-08-14,0.9791669845581055
1984-08-15,0.9791669845581055
1984-08-16,0.9791669845581055
1984-08-17,0.9791669845581055
1984-08-20,0.9791669845581055
1984-08-21,1.0
1984-08-22,1.0
1984-08-23,1.0
1984-08-24,1.0208330154418945
1984-08-27,1.0208330154418945
1984-08-28,1.0208330154418945
1984-08-29,1.0208330154418945
1984-08-30,1.0208330154418945
1984-08-31,1.125
1984-09-04,1.0520830154418945
1984-09-05,1.0520830154418945
1984-09-06,1.0625
1984-09-07,1.0625
1984-09-10,1.0625
1984-09-11,1.09375
1984-09-12,1.125
1984-09-13,1.125
1984-09-14,1.1354169845581055
1984-09-17,1.1458330154418945
1984-09-18,1.1458330154418945
1984-09-19,1.1458330154418945
1984-09-20,1.15625
1984-09-21,1.15625
1984-09-24,1.1770830154418945
1984-09-25,1.15625
1984-09-26,1.15625
1984-09-27,1.15625
1984-09-28,1.15625
1984-10-01,1.15625
1984-10-02,1.15625
1984-10-03,1.15625
1984-10-04,1.15625
1984-10-05,1.15625
1984-10-08,1.15625
1984-10-09,1.15625
1984-10-10,1.15625
1984-10-11,1.15625
1984-10-12,1.15625
1984-10-15,1.15625
1984-10-16,1.1666669845581055
1984-10-17,1.15625
1984-10-18,1.15625
1984-10-19,1.1666669845581055
1984-10-22,1.15625
1984-10-23,1.1458330154418945
1984-10-24,1.15625
1984-10-25,1.15625
1984-10-26,1.15625
1984-10-29,1.1770830154418945
1984-10-30,1.1770830154418945
1984-10-31,1.1875
1984-11-01,1.1979169845581055
1984-11-02,1.1979169845581055
1984-11-05,1.2083330154418945
1984-11-06,1.1875
1984-11-07,1.1875
1984-11-08,1.1979169845581055
1984-11-09,1.1875
1984-11-12,1.1770830154418945
1984-11-13,1.1875
1984-11-14,1.1875
1984-11-15,1.1979169845581055
1984-11-16,1.1770830154418945
1984-11-19,1.1666669845581055
1984-11-20,1.1979169845581055
1984-11-21,1.1770830154418945
1984-11-23,1.1875
1984-11-26,1.1979169845581055
1984-11-27,1.1770830154418945
1984-11-28,1.1666669845581055
1984-11-29,1.1875
1984-11-30,1.1666669845581055
1984-12-03,1.1666669845581055
1984-12-04,1.1666669845581055
1984-12-05,1.1666669845581055
1984-12-06,1.1666669845581055
1984-12-07,1.1875
1984-12-10,1.1770830154418945
1984-12-11,1.1979169845581055
1984-12-12,1.2083330154418945
1984-12-13,1.2083330154418945
1984-12-14,1.2083330154418945
1984-12-17,1.2083330154418945
1984-12-18,1.2083330154418945
1984-12-19,1.2291669845581055
1984-12-20,1.2291669845581055
1984-12-21,1.2291669845581055
1984-12-24,1.2083330154418945
1984-12-26,1.2291669845581055
1984-12-27,1.15625
1984-12-28,1.1666669845581055
1984-12-31,1.1770830154418945
1985-01-02,1.1770830154418945
1985-01-03,1.1666669845581055
1985-01-04,1.2083330154418945
1985-01-07,1.2083330154418945
1985-01-08,1.1875
1985-01-09,1.1875
1985-01-10,1.2083330154418945
1985-01-11,1.1979169845581055
1985-01-14,1.21875
1985-01-15,1.2395830154418945
1985-01-16,1.3020830154418945
1985-01-17,1.3125
1985-01-18,1.3020830154418945
1985-01-21,1.3020830154418945
1985-01-22,1.3020830154418945
1985-01-23,1.3125
1985-01-24,1.3333330154418945
1985-01-25,1.34375
1985-01-28,1.3645830154418945
1985-01-29,1.3645830154418945
1985-01-30,1.3645830154418945
1985-01-31,1.3645830154418945
1985-02-01,1.375
1985-02-04,1.375
1985-02-05,1.375
1985-02-06,1.3854169845581055
1985-02-07,1.3854169845581055
1985-02-08,1.375
1985-02-11,1.375
1985-02-12,1.375
1985-02-13,1.3854169845581055
1985-02-14,1.375
1985-02-15,1.375
1985-02-19,1.3854169845581055
1985-02-20,1.3958330154418945
1985-02-21,1.4166669845581055
1985-02-22,1.4166669845581055
1985-02-25,1.40625
1985-02-26,1.40625
1985-02-27,1.4270830154418945
1985-02-28,1.4270830154418945
1985-03-01,1.4166669845581055
1985-03-04,1.4166669845581055
1985-03-05,1.4166669845581055
1985-03-06,1.46875
1985-03-07,1.5
1985-03-08,1.5
1985-03-11,1.5
1985-03-12,1.4895830154418945
1985-03-13,1.4895830154418945
1985-03-14,1.4895830154418945
1985-03-15,1.4895830154418945
1985-03-18,1.5
1985-03-19,1.59375
1985-03-20,1.5833330154418945
1985-03-21,1.5520830154418945
1985-03-22,1.5520830154418945
1985-03-25,1.5833330154418945
1985-03-26,1.5520830154418945
1985-03-27,1.5520830154418945
1985-03-28,1.5520830154418945
1985-03-29,1.5520830154418945
1985-04-01,1.53125
1985-04-02,1.53125
1985-04-03,1.53125
1985-04-04,1.53125
1985-04-08,1.5208330154418945
1985-04-09,1.53125
1985-04-10,1.5208330154418945
1985-04-11,1.5
1985-04-12,1.5
1985-04-15,1.4791669845581055
1985-04-16,1.5
1985-04-17,1.53125
1985-04-18,1.5208330154418945
1985-04-19,1.5208330154418945
1985-04-22,1.53125
1985-04-23,1.6458330154418945
1985-04-24,1.6458330154418945
1985-04-25,1.6770830154418945
1985-04-26,1.6770830154418945
1985-04-29,1.65625
1985-04-30,1.6458330154418945
1985-05-01,1.625
1985-05-02,1.625
1985-05-03,1.6354169845581055
1985-05-06,1.6354169845581055
1985-05-07,1.6458330154418945
1985-05-08,1.6875
1985-05-09,1.75
1985-05-10,1.8958330154418945
1985-05-13,1.90625
1985-05-14,1.90625
1985-05-15,1.875
1985-05-16,1.875
1985-05-17,1.875
1985-05-20,2.0625
1985-05-21,2.0520830154418945
1985-05-22,2.0520830154418945
1985-05-23,2.0833330154418945
1985-05-24,2.0833330154418945
1985-05-28,2.0833330154418945
1985-05-29,2.0208330154418945
1985-05-30,2.0104169845581055
1985-05-31,2.0
1985-06-03,1.9375
1985-06-04,2.1354169845581055
1985-06-05,2.21875
1985-06-06,2.1979169845581055
1985-06-07,2.21875
1985-06-10,2.2083330154418945
1985-06-11,2.2083330154418945
1985-06-12,2.1875
1985-06-13,2.1875
1985-06-14,2.21875
1985-06-17,2.2083330154418945
1985-06-18,2.2083330154418945
1985-06-19,2.21875
1985-06-20,2.2083330154418945
1985-06-21,2.2083330154418945
1985-06-24,2.2083330154418945
1985-06-25,2.28125
1985-06-26,2.1875
1985-06-27,2.21875
1985-06-28,2.296875
1985-07-01,2.234375
1985-07-02,2.234375
1985-07-03,2.234375
1985-07-05,2.21875
1985-07-08,2.195312976837158
1985-07-09,2.195312976837158
1985-07-10,2.195312976837158
1985-07-11,2.195312976837158
1985-07-12,2.1875
1985-07-15,2.195312976837158
1985-07-16,2.195312976837158
1985-07-17,2.375
1985-07-18,2.445312976837158
1985-07-19,2.445312976837158
1985-07-22,2.570312976837158
1985-07-23,2.671875
1985-07-24,2.609375
1985-07-25,2.640625
1985-07-26,2.484375
1985-07-29,2.421875
1985-07-30,2.546875
1985-07-31,2.4375
1985-08-01,2.296875
1985-08-02,2.40625
1985-08-05,2.390625
1985-08-06,2.375
1985-08-07,2.320312976837158
1985-08-08,2.296875
1985-08-09,2.296875
1985-08-12,2.265625
1985-08-13,2.28125
1985-08-14,2.25
1985-08-15,2.3125
1985-08-16,2.265625
1985-08-19,2.234375
1985-08-20,2.21875
1985-08-21,2.1875
1985-08-22,2.046875
1985-08-23,2.046875
1985-08-26,2.03125
1985-08-27,1.9453129768371582
1985-08-28,2.0
1985-08-29,2.03125
1985-08-30,1.90625
1985-09-03,1.96875
1985-09-04,2.0625
1985-09-05,2.0625
1985-09-06,2.0625
1985-09-09,2.109375
1985-09-10,2.109375
1985-09-11,2.070312976837158
1985-09-12,2.070312976837158
1985-09-13,2.03125
1985-09-16,2.015625
1985-09-17,1.96875
1985-09-18,1.984375
1985-09-19,1.96875
1985-09-20,1.984375
1985-09-23,1.9453129768371582
1985-09-24,1.96875
1985-09-25,1.9375
1985-09-26,1.875
1985-09-30,1.859375
1985-10-01,1.859375
1985-10-02,1.859375
1985-10-03,1.84375
1985-10-04,1.8125
1985-10-07,1.796875
1985-10-08,1.8125
1985-10-09,1.8125
1985-10-10,1.875
1985-10-11,1.9375
1985-10-14,1.796875
1985-10-15,1.8203129768371582
1985-10-16,1.84375
1985-10-17,1.875
1985-10-18,1.90625
1985-10-21,1.984375
1985-10-22,1.96875
1985-10-23,2.03125
1985-10-24,2.046875
1985-10-25,2.0625
1985-10-28,2.015625
1985-10-29,2.0
1985-10-30,2.0625
1985-10-31,2.03125
1985-11-01,2.015625
1985-11-04,2.03125
1985-11-05,2.015625
1985-11-06,2.0
1985-11-07,2.03125
1985-11-08,2.09375
1985-11-11,2.070312976837158
1985-11-12,2.09375
1985-11-13,2.125
1985-11-14,2.140625
1985-11-15,2.15625
1985-11-18,2.109375
1985-11-19,2.125
1985-11-20,2.140625
1985-11-21,2.195312976837158
1985-11-22,2.21875
1985-11-25,2.171875
1985-11-26,2.195312976837158
1985-11-27,2.15625
1985-11-29,2.1875
1985-12-02,2.15625
1985-12-03,2.109375
1985-12-04,2.109375
1985-12-05,2.125
1985-12-06,2.070312976837158
1985-12-09,2.09375
1985-12-10,2.070312976837158
1985-12-11,2.09375
1985-12-12,2.09375
1985-12-13,2.0625
1985-12-16,2.070312976837158
1985-12-17,2.070312976837158
1985-12-18,2.0625
1985-12-19,2.0625
1985-12-20,2.0625
1985-12-23,2.09375
1985-12-24,2.09375
1985-12-26,2.1875
1985-12-27,2.1875
1985-12-30,2.195312976837158
1985-12-31,2.28125
1986-01-02,2.320312976837158
1986-01-03,2.3125
1986-01-06,2.265625
1986-01-07,2.25
1986-01-08,2.25
1986-01-09,2.21875
1986-01-10,2.234375
1986-01-13,2.234375
1986-01-14,2.25
1986-01-15,2.3125
1986-01-16,2.28125
1986-01-17,2.390625
1986-01-20,2.390625
1986-01-21,2.375
1986-01-22,2.390625
1986-01-23,2.375
1986-01-24,2.375
1986-01-27,2.390625
1986-01-28,2.320312976837158
1986-01-29,2.320312976837158
1986-01-30,2.296875
1986-01-31,2.296875
1986-02-03,2.265625
1986-02-04,2.265625
1986-02-05,2.234375
1986-02-06,2.195312976837158
1986-02-07,2.28125
1986-02-10,2.25
1986-02-11,2.25
1986-02-12,2.265625
1986-02-13,2.28125
1986-02-14,2.3125
1986-02-18,2.296875
1986-02-19,2.421875
1986-02-20,2.46875
1986-02-21,2.5625
1986-02-24,2.53125
1986-02-25,2.5
1986-02-26,2.546875
1986-02-27,2.53125
1986-02-28,2.5625
1986-03-03,2.570312976837158
1986-03-04,2.5625
1986-03-05,2.570312976837158
1986-03-06,2.59375
1986-03-07,2.59375
1986-03-10,2.570312976837158
1986-03-11,2.59375
1986-03-12,2.59375
1986-03-13,2.5625
1986-03-14,2.53125
1986-03-17,2.546875
1986-03-18,2.5625
1986-03-19,2.5625
1986-03-20,2.53125
1986-03-21,2.46875
1986-03-24,2.421875
1986-03-25,2.421875
1986-03-26,2.46875
1986-03-27,2.445312976837158
1986-03-31,2.445312976837158
1986-04-01,2.4375
1986-04-02,2.46875
1986-04-03,2.570312976837158
1986-04-04,2.59375
1986-04-07,2.609375
1986-04-08,2.570312976837158
1986-04-09,2.570312976837158
1986-04-10,2.609375
1986-04-11,2.59375
1986-04-14,2.609375
1986-04-15,2.640625
1986-04-16,2.65625
1986-04-17,2.6875
1986-04-18,2.671875
1986-04-21,2.65625
1986-04-22,2.640625
1986-04-23,2.546875
1986-04-24,2.625
1986-04-25,2.625
1986-04-28,2.625
1986-04-29,2.671875
1986-04-30,2.5625
1986-05-01,2.5
1986-05-02,2.5625
1986-05-05,2.53125
1986-05-06,2.5625
1986-05-07,2.53125
1986-05-08,2.53125
1986-05-09,2.6875
1986-05-12,2.75
1986-05-13,2.75
1986-05-14,2.796875
1986-05-15,2.84375
1986-05-16,2.859375
1986-05-19,2.84375
1986-05-20,2.8125
1986-05-21,2.859375
1986-05-22,2.875
1986-05-23,3.046875
1986-05-27,3.21875
1986-05-28,3.296875
1986-05-29,3.421875
1986-05-30,3.53125
1986-06-02,3.53125
1986-06-03,3.4375
1986-06-04,3.421875
1986-06-05,3.445312976837158
1986-06-06,3.445312976837158
1986-06-09,3.484375
1986-06-10,3.445312976837158
1986-06-11,3.46875
1986-06-12,3.375
1986-06-13,3.3125
1986-06-16,3.234375
1986-06-17,3.28125
1986-06-18,3.28125
1986-06-19,3.28125
1986-06-20,3.296875
1986-06-23,3.25
1986-06-24,3.28125
1986-06-25,3.25
1986-06-26,3.25
1986-06-27,3.171875
1986-06-30,3.1875
1986-07-01,3.265625
1986-07-02,3.296875
1986-07-03,3.3125
1986-07-07,3.265625
1986-07-08,3.195312976837158
1986-07-09,3.390625
1986-07-10,3.359375
1986-07-11,3.4375
1986-07-14,3.421875
1986-07-15,3.3125
1986-07-16,3.25
1986-07-17,3.15625
1986-07-18,3.171875
1986-07-21,3.15625
1986-07-22,3.03125
1986-07-23,3.0625
1986-07-24,3.0625
1986-07-25,3.03125
1986-07-28,3.015625
1986-07-29,3.09375
1986-07-30,3.265625
1986-07-31,3.3125
1986-08-01,3.296875
1986-08-04,3.3125
1986-08-05,3.5
1986-08-06,3.375
1986-08-07,3.1875
1986-08-08,3.15625
1986-08-11,3.34375
1986-08-12,3.375
1986-08-13,3.6875
1986-08-14,4.125
1986-08-15,4.15625
1986-08-18,4.03125
1986-08-19,4.03125
1986-08-20,4.03125
1986-08-21,3.9375
1986-08-22,4.21875
1986-08-25,4.09375
1986-08-26,4.1875
1986-08-27,3.96875
1986-08-28,3.84375
1986-08-29,3.625
1986-09-02,3.625
1986-09-03,3.59375
1986-09-04,3.6875
1986-09-05,3.625
1986-09-08,3.5
1986-09-09,3.375
1986-09-10,3.25
1986-09-11,3.21875
1986-09-12,3.09375
1986-09-15,3.125
1986-09-16,3.15625
1986-09-17,3.15625
1986-09-18,3.1875
1986-09-19,3.1875
1986-09-22,3.21875
1986-09-23,3.09375
1986-09-24,3.09375
1986-09-25,3.09375
1986-09-26,3.0625
1986-09-29,2.9375
1986-09-30,3.09375
1986-10-01,3.1875
1986-10-02,3.25
1986-10-03,3.34375
1986-10-06,3.375
1986-10-07,3.4375
1986-10-08,3.59375
1986-10-09,3.65625
1986-10-10,3.78125
1986-10-13,3.75
1986-10-14,3.59375
1986-10-15,3.5625
1986-10-16,3.65625
1986-10-17,3.75
1986-10-20,3.75
1986-10-21,3.75
1986-10-22,3.71875
1986-10-23,3.6875
1986-10-24,3.75
1986-10-27,3.71875
1986-10-28,3.71875
1986-10-29,3.75
1986-10-30,3.75
1986-10-31,3.71875
1986-11-03,3.75
1986-11-04,3.78125
1986-11-05,3.875
1986-11-06,3.9375
1986-11-07,3.90625
1986-11-10,3.9375
1986-11-11,3.96875
1986-11-12,3.96875
1986-11-13,3.84375
1986-11-14,3.75
1986-11-17,3.78125
1986-11-18,3.78125
1986-11-19,3.78125
1986-11-20,3.875
1986-11-21,3.90625
1986-11-24,3.875
1986-11-25,3.9375
1986-11-26,4.03125
1986-11-28,3.96875
1986-12-01,4.0
1986-12-02,4.0625
1986-12-03,3.71875
1986-12-04,3.84375
1986-12-05,3.84375
1986-12-08,3.9375
1986-12-09,3.96875
1986-12-10,3.96875
1986-12-11,3.9375
1986-12-12,3.9375
1986-12-15,3.90625
1986-12-16,3.9375
1986-12-17,3.90625
1986-12-18,3.90625
1986-12-19,3.84375
1986-12-22,3.75
1986-12-23,3.65625
1986-12-24,3.65625
1986-12-26,3.65625
1986-12-29,3.625
1986-12-30,3.65625
1986-12-31,3.65625
1987-01-02,3.6875
1987-01-05,3.8125
1987-01-06,3.8125
1987-01-07,3.8125
1987-01-08,3.8125
1987-01-09,3.8125
1987-01-12,3.8125
1987-01-13,3.90625
1987-01-14,3.9375
1987-01-15,3.9375
1987-01-16,3.875
1987-01-19,3.875
1987-01-20,3.5
1987-01-21,3.46875
1987-01-22,3.75
1987-01-23,3.65625
1987-01-26,3.5625
1987-01-27,3.65625
1987-01-28,3.65625
1987-01-29,3.71875
1987-01-30,3.6875
1987-02-02,3.65625
1987-02-03,3.625
1987-02-04,3.65625
1987-02-05,3.65625
1987-02-06,3.71875
1987-02-09,3.6875
1987-02-10,3.6875
1987-02-11,3.78125
1987-02-12,3.90625
1987-02-13,4.09375
1987-02-17,4.40625
1987-02-18,4.4375
1987-02-19,4.4375
1987-02-20,4.4375
1987-02-23,4.34375
1987-02-24,4.34375
1987-02-25,4.34375
1987-02-26,4.34375
1987-02-27,4.375
1987-03-02,4.3125
1987-03-03,4.1875
1987-03-04,4.125
1987-03-05,4.34375
1987-03-06,4.46875
1987-03-09,4.46875
1987-03-10,4.5
1987-03-11,4.4375
1987-03-12,4.4375
1987-03-13,4.4375
1987-03-16,4.34375
1987-03-17,4.4375
1987-03-18,4.4375
1987-03-19,4.71875
1987-03-20,4.65625
1987-03-23,4.6875
1987-03-24,4.71875
1987-03-25,4.75
1987-03-26,4.90625
1987-03-27,4.84375
1987-03-30,4.625
1987-03-31,4.40625
1987-04-01,3.90625
1987-04-02,3.9375
1987-04-03,3.875
1987-04-06,3.90625
1987-04-07,3.90625
1987-04-08,3.90625
1987-04-09,3.90625
1987-04-10,3.96875
1987-04-13,4.0
1987-04-14,3.9375
1987-04-15,3.875
1987-04-16,3.875
1987-04-20,3.8125
1987-04-21,3.8125
1987-04-22,3.78125
1987-04-23,3.6875
1987-04-24,3.53125
1987-04-27,3.5625
1987-04-28,3.5625
1987-04-29,3.5625
1987-04-30,3.59375
1987-05-01,3.875
1987-05-04,3.8125
1987-05-05,3.84375
1987-05-06,3.8125
1987-05-07,3.6875
1987-05-08,3.65625
1987-05-11,3.75
1987-05-12,3.90625
1987-05-13,3.9375
1987-05-14,3.90625
1987-05-15,3.90625
1987-05-18,3.78125
1987-05-19,3.78125
1987-05-20,3.6875
1987-05-21,3.6875
1987-05-22,3.6875
1987-05-26,3.75
1987-05-27,3.78125
1987-05-28,3.78125
1987-05-29,3.5625
1987-06-01,3.5625
1987-06-02,3.65625
1987-06-03,3.65625
1987-06-04,3.6875
1987-06-05,3.6875
1987-06-08,3.625
1987-06-09,3.625
1987-06-10,3.65625
1987-06-11,3.6875
1987-06-12,3.6875
1987-06-15,3.65625
1987-06-16,3.6875
1987-06-17,3.71875
1987-06-18,3.71875
1987-06-19,3.78125
1987-06-22,3.8125
1987-06-23,3.71875
1987-06-24,3.875
1987-06-25,3.84375
1987-06-26,4.0
1987-06-29,4.09375
1987-06-30,4.0
1987-07-01,3.875
1987-07-02,4.03125
1987-07-06,4.0625
1987-07-07,4.09375
1987-07-08,4.09375
1987-07-09,4.15625
1987-07-10,4.15625
1987-07-13,4.09375
1987-07-14,4.25
1987-07-15,4.375
1987-07-16,4.375
1987-07-17,4.40625
1987-07-20,4.5625
1987-07-21,4.5
1987-07-22,4.46875
1987-07-23,4.375
1987-07-24,4.4375
1987-07-27,4.4375
1987-07-28,4.4375
1987-07-29,4.46875
1987-07-30,4.625
1987-07-31,4.59375
1987-08-03,4.46875
1987-08-04,4.5
1987-08-05,4.5625
1987-08-06,4.53125
1987-08-07,4.5625
1987-08-10,4.53125
1987-08-11,4.4375
1987-08-12,4.25
1987-08-13,4.28125
1987-08-14,4.25
1987-08-17,4.3125
1987-08-18,4.28125
1987-08-19,4.3125
1987-08-20,4.25
1987-08-21,4.40625
1987-08-24,4.375
1987-08-25,4.375
1987-08-26,4.46875
1987-08-27,4.59375
1987-08-28,4.625
1987-08-31,4.59375
1987-09-01,4.5
1987-09-02,4.34375
1987-09-03,4.25
1987-09-04,4.15625
1987-09-08,3.96875
1987-09-09,4.0625
1987-09-10,4.0625
1987-09-11,4.1875
1987-09-14,4.21875
1987-09-15,4.1875
1987-09-16,4.09375
1987-09-17,4.03125
1987-09-18,4.03125
1987-09-21,4.03125
1987-09-22,4.03125
1987-09-23,4.0
1987-09-24,4.125
1987-09-25,4.09375
1987-09-28,4.09375
1987-09-29,4.09375
1987-09-30,3.96875
1987-10-01,4.0
1987-10-02,4.0625
1987-10-05,4.0
1987-10-06,4.0
1987-10-07,3.65625
1987-10-08,3.71875
1987-10-09,3.75
1987-10-12,3.75
1987-10-13,3.78125
1987-10-14,3.75
1987-10-15,3.78125
1987-10-16,3.75
1987-10-19,3.46875
1987-10-20,3.375
1987-10-21,3.5
1987-10-22,3.3125
1987-10-23,3.15625
1987-10-26,2.90625
1987-10-27,3.0
1987-10-28,3.0
1987-10-29,3.15625
1987-10-30,3.25
1987-11-02,3.3125
1987-11-03,3.25
1987-11-04,3.1875
1987-11-05,3.1875
1987-11-06,3.3125
1987-11-09,3.28125
1987-11-10,3.21875
1987-11-11,3.21875
1987-11-12,3.25
1987-11-13,3.1875
1987-11-16,3.0625
1987-11-17,2.90625
1987-11-18,3.0
1987-11-19,3.0625
1987-11-20,3.09375
1987-11-23,3.15625
1987-11-24,3.09375
1987-11-25,3.15625
1987-11-27,3.09375
1987-11-30,2.96875
1987-12-01,2.96875
1987-12-02,3.0
1987-12-03,2.9375
1987-12-04,2.84375
1987-12-07,2.9375
1987-12-08,2.90625
1987-12-09,2.9375
1987-12-10,2.96875
1987-12-11,2.9375
1987-12-14,3.0625
1987-12-15,3.46875
1987-12-16,3.40625
1987-12-17,3.53125
1987-12-18,3.5625
1987-12-21,3.5
1987-12-22,3.46875
1987-12-23,3.40625
1987-12-24,3.40625
1987-12-28,3.375
1987-12-29,3.375
1987-12-30,3.46875
1987-12-31,3.4375
1988-01-04,3.5
1988-01-05,3.625
1988-01-06,3.59375
1988-01-07,3.625
1988-01-08,3.59375
1988-01-11,3.5
1988-01-12,3.4375
1988-01-13,3.375
1988-01-14,3.40625
1988-01-15,3.46875
1988-01-18,3.40625
1988-01-19,3.40625
1988-01-20,3.375
1988-01-21,3.46875
1988-01-22,3.46875
1988-01-25,3.5
1988-01-26,3.46875
1988-01-27,3.34375
1988-01-28,3.375
1988-01-29,3.3125
1988-02-01,3.28125
1988-02-02,3.1875
1988-02-03,3.125
1988-02-04,3.125
1988-02-05,3.15625
1988-02-08,3.21875
1988-02-09,3.15625
1988-02-10,3.25
1988-02-11,3.25
1988-02-12,3.25
1988-02-16,3.28125
1988-02-17,3.28125
