,EBAY
1998-09-24,0.8307909965515137
1998-09-25,0.7869489789009094
1998-09-28,0.8461350202560425
1998-09-29,0.8570950031280518
1998-09-30,0.7902370095252991
1998-10-01,0.7014589905738831
1998-10-02,0.7014589905738831
1998-10-05,0.6291210055351257
1998-10-06,0.640080988407135
1998-10-07,0.5414389967918396
1998-10-08,0.5085579752922058
1998-10-09,0.5392469763755798
1998-10-12,0.5523989796638489
1998-10-13,0.5151339769363403
1998-10-14,0.5282859802246094
1998-10-15,0.5721279978752136
1998-10-16,0.6313130259513855
1998-10-19,0.7957180142402649
1998-10-20,0.8154460191726685
1998-10-21,0.8866879940032959
1998-10-22,0.9042249917984009
1998-10-23,0.8790159821510315
1998-10-26,1.2867389917373657
1998-10-27,1.4467589855194092
1998-10-28,1.4029179811477661
1998-10-29,1.4007259607315063
1998-10-30,1.4577200412750244
1998-11-02,1.4730639457702637
1998-11-03,1.4730639457702637
1998-11-04,1.4500470161437988
1998-11-05,1.4237430095672607
1998-11-06,1.4730639457702637
1998-11-09,1.8062570095062256
1998-11-10,2.295085906982422
1998-11-11,2.033134937286377
1998-11-12,2.2095959186553955
1998-11-13,2.173427104949951
1998-11-16,2.2380928993225098
1998-11-17,2.255629062652588
1998-11-18,2.58663010597229
1998-11-19,2.5208680629730225
1998-11-20,2.577862024307251
1998-11-23,3.38454008102417
1998-11-24,3.4513978958129883
1998-11-25,3.5862090587615967
1998-11-27,3.8229520320892334
1998-11-30,3.4656460285186768
1998-12-01,3.634434938430786
1998-12-02,3.5599050521850586
1998-12-03,3.2793209552764893
1998-12-04,3.200407028198242
1998-12-07,3.0557310581207275
1998-12-08,3.101763963699341
1998-12-09,3.1483449935913086
1998-12-10,3.26397705078125
1998-12-11,3.3670029640197754
1998-12-14,3.3056259155273438
1998-12-15,3.402076005935669
1998-12-16,3.9194018840789795
1998-12-17,4.179161071777344
1998-12-18,4.4235758781433105
1998-12-21,5.197372913360596
1998-12-22,5.278479099273682
1998-12-23,5.225870132446289
1998-12-24,5.015431880950928
1998-12-28,5.008855819702148
1998-12-29,4.803897857666016
1998-12-30,4.434535980224609
1998-12-31,4.230675220489502
1999-01-04,4.208754062652588
1999-01-05,3.928170919418335
1999-01-06,4.962822914123535
1999-01-07,5.225870132446289
1999-01-08,5.127226829528809
1999-01-11,5.111883163452148
1999-01-12,4.217522144317627
1999-01-13,3.779110908508301
1999-01-14,3.9511868953704834
1999-01-15,3.917210102081299
1999-01-19,4.0311970710754395
1999-01-20,3.7484219074249268
1999-01-21,3.187253952026367
1999-01-22,3.4503018856048584
1999-01-25,3.8141839504241943
1999-01-26,3.873368978500366
1999-01-27,5.322319984436035
1999-01-28,5.131610870361328
1999-01-29,4.868564128875732
1999-02-01,4.59455680847168
1999-02-02,4.458649158477783
1999-02-03,4.879524230957031
1999-02-04,4.19121789932251
1999-02-05,3.8799450397491455
1999-02-08,4.050926208496094
1999-02-09,3.733077049255371
1999-02-10,3.7177329063415527
1999-02-11,4.199985980987549
1999-02-12,4.138607978820801
1999-02-16,4.0531182289123535
1999-02-17,4.085999011993408
1999-02-18,4.123263835906982
1999-02-19,4.199985980987549
1999-02-22,4.8882927894592285
1999-02-23,4.9562458992004395
1999-02-24,5.015431880950928
1999-02-25,5.2521748542785645
1999-02-26,5.85718297958374
1999-03-01,5.664281845092773
1999-03-02,6.158590793609619
1999-03-03,6.4972639083862305
1999-03-04,6.8819708824157715
1999-03-05,7.851956844329834
1999-03-08,8.996212005615234
1999-03-09,8.746316909790039
1999-03-10,8.15774917602539
1999-03-11,7.891414165496826
1999-03-12,7.470539093017578
1999-03-15,8.249815940856934
1999-03-16,8.302425384521484
1999-03-17,8.193918228149414
1999-03-18,8.456965446472168
1999-03-19,8.404356002807617
1999-03-22,8.16103744506836
1999-03-23,7.700705051422119
1999-03-24,7.648096084594727
1999-03-25,8.384628295898438
1999-03-26,8.128156661987305
1999-03-29,7.774686813354492
1999-03-30,7.2140679359436035
1999-03-31,7.223931789398193
1999-04-01,7.29298210144043
1999-04-05,7.825652122497559
1999-04-06,7.996633052825928
1999-04-07,7.891414165496826
1999-04-08,9.035669326782227
1999-04-09,9.64725399017334
1999-04-12,9.292140007019043
1999-04-13,9.094855308532715
1999-04-14,8.568760871887207
1999-04-15,9.410511016845703
1999-04-16,9.259259223937988
1999-04-19,8.108428001403809
1999-04-20,8.549032211303711
1999-04-21,8.772622108459473
1999-04-22,9.048822402954102
1999-04-23,10.528462409973145
1999-04-26,10.995369911193848
1999-04-27,11.008522987365723
1999-04-28,10.130602836608887
1999-04-29,11.311026573181152
1999-04-30,10.949337005615234
1999-05-03,10.028672218322754
1999-05-04,9.5354585647583
1999-05-05,9.828099250793457
1999-05-06,9.232954978942871
1999-05-07,9.295428276062012
1999-05-10,10.173348426818848
1999-05-11,10.27527904510498
1999-05-12,10.456124305725098
1999-05-13,10.127314567565918
1999-05-14,9.778777122497559
1999-05-17,10.439682960510254
1999-05-18,9.97277545928955
1999-05-19,10.354192733764648
1999-05-20,9.81823444366455
1999-05-21,10.020451545715332
1999-05-24,9.640678405761719
1999-05-25,8.62465763092041
1999-05-26,9.170480728149414
1999-05-27,8.890993118286133
1999-05-28,9.321733474731445
1999-06-01,8.759469985961914
1999-06-02,8.881129264831543
1999-06-03,8.486557960510254
1999-06-04,8.864688873291016
1999-06-07,9.640678405761719
1999-06-08,9.66698169708252
1999-06-09,9.627525329589844
1999-06-10,9.611084938049316
1999-06-11,8.72658920288086
1999-06-14,7.154881954193115
1999-06-15,7.12857723236084
1999-06-16,7.825652122497559
1999-06-17,7.720434188842773
1999-06-18,7.690841197967529
1999-06-21,7.999920845031738
1999-06-22,7.796060085296631
1999-06-23,7.70399284362793
1999-06-24,7.477115154266357
1999-06-25,7.154881954193115
1999-06-28,7.368607997894287
1999-06-29,7.4047770500183105
1999-06-30,7.963751792907715
1999-07-01,7.873330116271973
1999-07-02,7.556028842926025
1999-07-06,7.4047770500183105
1999-07-07,7.273252964019775
1999-07-08,7.05952787399292
1999-07-09,7.141729831695557
1999-07-12,6.727430820465088
1999-07-13,6.576178073883057
1999-07-14,6.4709601402282715
1999-07-15,6.681396961212158
1999-07-16,6.469316005706787
1999-07-19,6.191472053527832
1999-07-20,5.941576957702637
1999-07-21,6.066524982452393
1999-07-22,5.717987060546875
1999-07-23,5.671954154968262
1999-07-26,5.4911088943481445
1999-07-27,5.237926006317139
1999-07-28,5.520701885223389
1999-07-29,5.379313945770264
1999-07-30,5.139283180236816
1999-08-02,4.800610065460205
1999-08-03,4.438920021057129
1999-08-04,3.985163927078247
1999-08-05,4.886100769042969
1999-08-06,4.379734992980957
1999-08-09,4.18902587890625
1999-08-10,4.6953911781311035
1999-08-11,4.613189220428467
