,BSJR
2019-09-13,24.916000366210938
2019-09-16,24.948999404907227
2019-09-17,24.990999221801758
2019-09-18,24.990999221801758
2019-09-19,24.95599937438965
2019-09-20,25.01300048828125
2019-09-23,25.023000717163086
2019-09-24,25.020000457763672
2019-09-25,25.017000198364258
2019-09-26,24.986000061035156
2019-09-27,24.972999572753906
2019-09-30,25.027999877929688
2019-10-01,25.00200080871582
2019-10-02,24.888999938964844
2019-10-03,24.937999725341797
2019-10-04,25.0049991607666
2019-10-07,24.940000534057617
2019-10-08,24.854999542236328
2019-10-09,24.948999404907227
2019-10-10,24.96500015258789
2019-10-11,25.07200050354004
2019-10-14,25.100000381469727
2019-10-15,25.089000701904297
2019-10-16,25.139999389648438
2019-10-17,25.15399932861328
2019-10-18,25.15399932861328
2019-10-21,25.084999084472656
2019-10-22,25.094999313354492
2019-10-23,25.125999450683594
2019-10-24,25.165000915527344
2019-10-25,25.200000762939453
2019-10-28,25.216999053955078
2019-10-29,25.216999053955078
2019-10-30,25.165000915527344
2019-10-31,25.128000259399414
2019-11-01,25.21500015258789
2019-11-04,25.233999252319336
2019-11-05,25.218000411987305
2019-11-06,25.201000213623047
2019-11-07,25.18199920654297
2019-11-08,25.18000030517578
2019-11-11,25.145000457763672
2019-11-12,25.174999237060547
2019-11-13,25.13800048828125
2019-11-14,25.139999389648438
2019-11-15,25.15999984741211
2019-11-18,25.06999969482422
2019-11-19,25.030000686645508
2019-11-20,25.05500030517578
2019-11-21,25.040000915527344
2019-11-22,25.055999755859375
2019-11-25,25.100000381469727
2019-11-26,25.145000457763672
2019-11-27,25.18000030517578
2019-11-29,25.158000946044922
2019-12-02,25.14299964904785
2019-12-03,25.15999984741211
2019-12-04,25.174999237060547
2019-12-05,25.229000091552734
2019-12-06,25.270000457763672
2019-12-09,25.260000228881836
2019-12-10,25.267000198364258
2019-12-11,25.336000442504883
2019-12-12,25.395999908447266
2019-12-13,25.399999618530273
2019-12-16,25.489999771118164
2019-12-17,25.510000228881836
2019-12-18,25.540000915527344
2019-12-19,25.56100082397461
2019-12-20,25.530000686645508
2019-12-23,25.440000534057617
2019-12-24,25.434999465942383
2019-12-26,25.485000610351562
2019-12-27,25.466999053955078
2019-12-30,25.440000534057617
2019-12-31,25.440000534057617
2020-01-02,25.4950008392334
2020-01-03,25.48200035095215
2020-01-06,25.485000610351562
2020-01-07,25.461999893188477
2020-01-08,25.5
2020-01-09,25.53499984741211
2020-01-10,25.545000076293945
2020-01-13,25.575000762939453
2020-01-14,25.579999923706055
2020-01-15,25.610000610351562
2020-01-16,25.645000457763672
2020-01-17,25.635000228881836
2020-01-21,25.510000228881836
2020-01-22,25.52899932861328
2020-01-23,25.485000610351562
2020-01-24,25.42799949645996
2020-01-27,25.17799949645996
2020-01-28,25.3439998626709
2020-01-29,25.365999221801758
2020-01-30,25.423999786376953
2020-01-31,25.299999237060547
2020-02-03,25.356000900268555
2020-02-04,25.434999465942383
2020-02-05,25.52400016784668
2020-02-06,25.530000686645508
2020-02-07,25.513999938964844
2020-02-10,25.54800033569336
2020-02-11,25.547000885009766
2020-02-12,25.614999771118164
2020-02-13,25.600000381469727
2020-02-14,25.600000381469727
2020-02-18,25.579999923706055
2020-02-19,25.610000610351562
2020-02-20,25.635000228881836
2020-02-21,25.6200008392334
2020-02-24,25.29599952697754
2020-02-25,25.099000930786133
2020-02-26,25.209999084472656
2020-02-27,24.82200050354004
2020-02-28,25.200000762939453
2020-03-02,25.163999557495117
2020-03-03,25.055999755859375
2020-03-04,25.400999069213867
2020-03-05,25.093000411987305
2020-03-06,24.792999267578125
2020-03-09,23.639999389648438
2020-03-10,24.214000701904297
2020-03-11,23.570999145507812
2020-03-12,22.461999893188477
2020-03-13,23.489999771118164
2020-03-16,21.799999237060547
2020-03-17,22.076000213623047
2020-03-18,21.309999465942383
2020-03-19,20.611000061035156
2020-03-20,20.322999954223633
2020-03-23,19.67799949645996
2020-03-24,20.15999984741211
2020-03-25,20.775999069213867
2020-03-26,20.775999069213867
2020-03-27,20.775999069213867
2020-03-30,21.850000381469727
2020-03-31,21.864999771118164
2020-04-01,21.499000549316406
2020-04-02,21.503000259399414
2020-04-03,20.993999481201172
2020-04-06,21.677000045776367
2020-04-07,21.663000106811523
2020-04-08,22.167999267578125
2020-04-09,23.525999069213867
2020-04-13,23.033000946044922
2020-04-14,23.024999618530273
2020-04-15,22.94300079345703
2020-04-16,22.815000534057617
2020-04-17,23.076000213623047
2020-04-20,22.781999588012695
2020-04-21,22.781999588012695
2020-04-22,22.507999420166016
2020-04-23,22.43400001525879
2020-04-24,22.304000854492188
2020-04-27,22.38599967956543
2020-04-28,22.312999725341797
2020-04-29,22.53499984741211
2020-04-30,22.549999237060547
2020-05-01,22.344999313354492
2020-05-04,22.320999145507812
2020-05-05,22.320999145507812
2020-05-06,22.320999145507812
2020-05-07,22.320999145507812
2020-05-08,22.7549991607666
2020-05-11,22.670000076293945
2020-05-12,22.670000076293945
2020-05-13,22.670000076293945
2020-05-14,22.356000900268555
2020-05-15,22.415000915527344
2020-05-18,22.683000564575195
2020-05-19,22.739999771118164
2020-05-20,23.030000686645508
2020-05-21,23.030000686645508
2020-05-22,23.135000228881836
2020-05-26,23.389999389648438
2020-05-27,23.399999618530273
2020-05-28,23.424999237060547
2020-05-29,23.520000457763672
2020-06-01,23.604999542236328
2020-06-02,23.940000534057617
2020-06-03,24.149999618530273
2020-06-04,24.049999237060547
2020-06-05,24.350000381469727
2020-06-08,24.34000015258789
2020-06-09,24.06999969482422
2020-06-10,24.1200008392334
2020-06-11,23.389999389648438
2020-06-12,23.68000030517578
2020-06-15,23.940000534057617
2020-06-16,23.950000762939453
2020-06-17,23.899999618530273
2020-06-18,23.809999465942383
2020-06-19,23.84000015258789
2020-06-22,23.709999084472656
2020-06-23,23.739999771118164
2020-06-24,23.450000762939453
2020-06-25,23.459999084472656
2020-06-26,23.190000534057617
2020-06-29,23.100000381469727
2020-06-30,23.290000915527344
2020-07-01,23.399999618530273
2020-07-02,23.520000457763672
2020-07-06,23.760000228881836
2020-07-07,23.6299991607666
2020-07-08,23.719999313354492
2020-07-09,23.670000076293945
2020-07-10,23.739999771118164
2020-07-13,23.510000228881836
2020-07-14,23.510000228881836
2020-07-15,23.9950008392334
2020-07-16,24.0310001373291
2020-07-17,24.110000610351562
2020-07-20,24.225000381469727
2020-07-21,24.375
2020-07-22,24.43000030517578
2020-07-23,24.3799991607666
2020-07-24,24.454999923706055
2020-07-27,24.424999237060547
2020-07-28,24.485000610351562
2020-07-29,24.624000549316406
2020-07-30,24.684999465942383
2020-07-31,24.799999237060547
2020-08-03,24.774999618530273
2020-08-04,24.774999618530273
2020-08-05,24.815000534057617
2020-08-06,24.89699935913086
2020-08-07,24.895000457763672
2020-08-10,24.829999923706055
2020-08-11,24.684999465942383
2020-08-12,24.69499969482422
2020-08-13,24.635000228881836
2020-08-14,24.489999771118164
2020-08-17,24.709999084472656
2020-08-18,24.770000457763672
2020-08-19,24.68199920654297
2020-08-20,24.790000915527344
2020-08-21,24.790000915527344
2020-08-24,24.80500030517578
2020-08-25,24.844999313354492
2020-08-26,24.875
2020-08-27,24.8700008392334
2020-08-28,24.8700008392334
2020-08-31,24.850000381469727
2020-09-01,25.059999465942383
2020-09-02,25.0049991607666
2020-09-03,24.812000274658203
2020-09-04,24.797000885009766
2020-09-08,24.64299964904785
2020-09-09,24.78499984741211
2020-09-10,24.684999465942383
2020-09-11,24.75
2020-09-14,24.75
2020-09-15,24.760000228881836
2020-09-16,24.860000610351562
2020-09-17,24.768999099731445
2020-09-18,24.639999389648438
2020-09-21,24.325000762939453
2020-09-22,24.399999618530273
2020-09-23,24.114999771118164
2020-09-24,24.104999542236328
2020-09-25,24.09000015258789
2020-09-28,24.235000610351562
2020-09-29,24.2549991607666
2020-09-30,24.3700008392334
2020-10-01,24.454999923706055
2020-10-02,24.489999771118164
2020-10-05,24.655000686645508
2020-10-06,24.645999908447266
2020-10-07,24.725000381469727
2020-10-08,24.780000686645508
2020-10-09,24.84000015258789
2020-10-12,25.049999237060547
2020-10-13,24.90999984741211
2020-10-14,24.850000381469727
2020-10-15,24.854999542236328
2020-10-16,24.774999618530273
2020-10-19,24.584999084472656
2020-10-20,24.684999465942383
2020-10-21,24.68000030517578
2020-10-22,24.760000228881836
2020-10-23,24.809999465942383
2020-10-26,24.600000381469727
2020-10-27,24.610000610351562
2020-10-28,24.389999389648438
2020-10-29,24.420000076293945
2020-10-30,24.440000534057617
2020-11-02,24.440000534057617
2020-11-03,24.700000762939453
2020-11-04,24.700000762939453
2020-11-05,25.149999618530273
2020-11-06,25.110000610351562
2020-11-09,25.229999542236328
2020-11-10,25.260000228881836
2020-11-11,25.184999465942383
2020-11-12,25.013999938964844
2020-11-13,25.139999389648438
2020-11-16,25.235000610351562
2020-11-17,25.264999389648438
2020-11-18,25.179000854492188
2020-11-19,25.309999465942383
2020-11-20,25.239999771118164
2020-11-23,25.165000915527344
2020-11-24,25.219999313354492
