,CMII
2021-04-23,13.831999778747559
2021-04-26,13.210000038146973
2021-04-27,12.270000457763672
2021-04-28,13.270000457763672
2021-04-29,13.279999732971191
2021-04-30,12.979999542236328
2021-05-03,12.010000228881836
2021-05-04,12.0600004196167
2021-05-05,12.319999694824219
2021-05-06,12.119999885559082
2021-05-07,12.0
2021-05-10,10.890000343322754
2021-05-11,10.5
2021-05-12,10.335000038146973
2021-05-13,10.569999694824219
2021-05-14,11.609999656677246
