,BLKB
2006-04-05,20.799999237060547
2006-04-06,20.799999237060547
2006-04-07,20.690000534057617
2006-04-10,20.75
2006-04-11,20.40999984741211
2006-04-12,20.200000762939453
2006-04-13,20.270000457763672
2006-04-17,20.309999465942383
2006-04-18,19.700000762939453
2006-04-19,20.18000030517578
2006-04-20,20.139999389648438
2006-04-21,20.149999618530273
2006-04-24,19.989999771118164
2006-04-25,20.09000015258789
2006-04-26,20.600000381469727
2006-04-27,20.489999771118164
2006-04-28,21.010000228881836
2006-05-01,20.989999771118164
2006-05-02,20.790000915527344
2006-05-03,21.040000915527344
2006-05-04,21.030000686645508
2006-05-05,21.290000915527344
2006-05-08,20.84000015258789
2006-05-09,21.520000457763672
2006-05-10,21.610000610351562
2006-05-11,20.100000381469727
2006-05-12,20.06999969482422
2006-05-15,20.170000076293945
2006-05-16,20.260000228881836
2006-05-17,20.030000686645508
2006-05-18,20.110000610351562
2006-05-19,20.68000030517578
2006-05-22,19.719999313354492
2006-05-23,18.969999313354492
2006-05-24,19.649999618530273
2006-05-25,20.229999542236328
2006-05-26,19.969999313354492
2006-05-30,19.440000534057617
2006-05-31,19.209999084472656
2006-06-01,20.469999313354492
2006-06-02,20.510000228881836
2006-06-05,20.100000381469727
2006-06-06,20.0
2006-06-07,20.510000228881836
2006-06-08,20.40999984741211
2006-06-09,19.989999771118164
2006-06-12,19.350000381469727
2006-06-13,18.6200008392334
2006-06-14,18.5
2006-06-15,18.559999465942383
2006-06-16,18.600000381469727
2006-06-19,18.420000076293945
2006-06-20,18.65999984741211
2006-06-21,20.010000228881836
2006-06-22,19.850000381469727
2006-06-23,20.299999237060547
2006-06-26,20.8700008392334
2006-06-27,21.190000534057617
2006-06-28,21.31999969482422
2006-06-29,22.6200008392334
2006-06-30,22.700000762939453
2006-07-03,22.850000381469727
2006-07-05,22.0
2006-07-06,21.950000762939453
2006-07-07,21.59000015258789
2006-07-10,21.420000076293945
2006-07-11,21.100000381469727
2006-07-12,20.809999465942383
2006-07-13,20.030000686645508
2006-07-14,19.40999984741211
2006-07-17,19.030000686645508
2006-07-18,19.040000915527344
2006-07-19,19.729999542236328
2006-07-20,19.100000381469727
2006-07-21,18.479999542236328
2006-07-24,19.59000015258789
2006-07-25,20.049999237060547
2006-07-26,19.81999969482422
2006-07-27,19.8799991607666
2006-07-28,21.030000686645508
2006-07-31,20.860000610351562
2006-08-01,19.989999771118164
2006-08-02,20.469999313354492
2006-08-03,20.729999542236328
2006-08-04,20.190000534057617
2006-08-07,19.799999237060547
2006-08-08,21.729999542236328
2006-08-09,21.530000686645508
2006-08-10,20.229999542236328
2006-08-11,19.899999618530273
2006-08-14,21.15999984741211
2006-08-15,21.889999389648438
2006-08-16,21.899999618530273
2006-08-17,21.6200008392334
2006-08-18,21.450000762939453
2006-08-21,21.940000534057617
2006-08-22,22.1200008392334
2006-08-23,22.139999389648438
2006-08-24,22.530000686645508
2006-08-25,22.610000610351562
2006-08-28,22.770000457763672
2006-08-29,22.06999969482422
2006-08-30,23.0
