,FITBO
2019-09-13,24.350000381469727
2019-09-16,24.31999969482422
2019-09-17,24.479999542236328
2019-09-18,24.559999465942383
2019-09-19,24.729999542236328
2019-09-20,24.829999923706055
2019-09-23,24.850000381469727
2019-09-24,24.790000915527344
2019-09-25,24.780000686645508
2019-09-26,24.75
2019-09-27,24.889999389648438
2019-09-30,24.81999969482422
2019-10-01,24.75
2019-10-02,24.75
2019-10-03,24.89299964904785
2019-10-04,24.91699981689453
2019-10-07,24.94700050354004
2019-10-08,24.989999771118164
2019-10-09,25.09000015258789
2019-10-10,25.1200008392334
2019-10-11,25.1200008392334
2019-10-14,25.229999542236328
2019-10-15,25.209999084472656
2019-10-16,25.260000228881836
2019-10-17,25.520000457763672
2019-10-18,25.450000762939453
2019-10-21,25.399999618530273
2019-10-22,25.479999542236328
2019-10-23,25.4950008392334
2019-10-24,25.510000228881836
2019-10-25,25.549999237060547
2019-10-28,25.56999969482422
2019-10-29,25.649999618530273
2019-10-30,25.93000030517578
2019-10-31,26.09000015258789
2019-11-01,25.809999465942383
2019-11-04,25.809999465942383
2019-11-05,25.639999389648438
2019-11-06,25.719999313354492
2019-11-07,25.530000686645508
2019-11-08,25.549999237060547
2019-11-11,25.639999389648438
2019-11-12,25.6299991607666
2019-11-13,25.709999084472656
2019-11-14,25.829999923706055
2019-11-15,25.834999084472656
2019-11-18,25.809999465942383
2019-11-19,25.75
2019-11-20,25.75
2019-11-21,25.790000915527344
2019-11-22,25.780000686645508
2019-11-25,25.790000915527344
2019-11-26,25.825000762939453
2019-11-27,25.75
2019-11-29,25.709999084472656
2019-12-02,25.579999923706055
2019-12-03,25.639999389648438
2019-12-04,25.670000076293945
2019-12-05,25.510000228881836
2019-12-06,25.510000228881836
2019-12-09,25.59000015258789
2019-12-10,25.55500030517578
2019-12-11,25.559999465942383
2019-12-12,25.559999465942383
2019-12-13,25.690000534057617
2019-12-16,25.68000030517578
2019-12-17,25.709999084472656
2019-12-18,25.770000457763672
2019-12-19,25.625
2019-12-20,25.639999389648438
2019-12-23,25.799999237060547
2019-12-24,25.790000915527344
2019-12-26,25.549999237060547
2019-12-27,25.6299991607666
2019-12-30,25.719999313354492
2019-12-31,25.850000381469727
2020-01-02,26.0
2020-01-03,25.950000762939453
2020-01-06,25.8799991607666
2020-01-07,25.940000534057617
2020-01-08,25.950000762939453
2020-01-09,26.170000076293945
2020-01-10,26.010000228881836
2020-01-13,25.979999542236328
2020-01-14,26.100000381469727
2020-01-15,26.040000915527344
2020-01-16,25.90999984741211
2020-01-17,25.969999313354492
2020-01-21,25.968000411987305
2020-01-22,26.079999923706055
2020-01-23,26.15999984741211
2020-01-24,25.989999771118164
2020-01-27,25.969999313354492
2020-01-28,25.799999237060547
2020-01-29,25.770000457763672
2020-01-30,25.8700008392334
2020-01-31,25.799999237060547
2020-02-03,25.979999542236328
2020-02-04,26.100000381469727
2020-02-05,26.170000076293945
2020-02-06,25.8799991607666
2020-02-07,25.799999237060547
2020-02-10,26.049999237060547
2020-02-11,26.079999923706055
2020-02-12,25.90999984741211
2020-02-13,26.03499984741211
2020-02-14,26.115999221801758
2020-02-18,26.115999221801758
2020-02-19,25.940000534057617
2020-02-20,25.950000762939453
2020-02-21,25.96500015258789
2020-02-24,25.649999618530273
2020-02-25,25.399999618530273
2020-02-26,25.389999389648438
2020-02-27,25.3700008392334
2020-02-28,25.1299991607666
2020-03-02,25.600000381469727
2020-03-03,25.809999465942383
2020-03-04,25.950000762939453
2020-03-05,25.579999923706055
2020-03-06,25.59000015258789
2020-03-09,24.680999755859375
2020-03-10,24.989999771118164
2020-03-11,24.690000534057617
2020-03-12,21.75
2020-03-13,22.200000762939453
2020-03-16,18.139999389648438
2020-03-17,18.860000610351562
2020-03-18,12.5
2020-03-19,15.300000190734863
2020-03-20,17.107999801635742
2020-03-23,16.200000762939453
2020-03-24,17.010000228881836
2020-03-25,18.280000686645508
2020-03-26,19.969999313354492
2020-03-27,19.75
2020-03-30,20.124000549316406
2020-03-31,20.079999923706055
2020-04-01,19.489999771118164
2020-04-02,19.389999389648438
2020-04-03,19.049999237060547
2020-04-06,19.280000686645508
2020-04-07,20.170000076293945
2020-04-08,21.108999252319336
2020-04-09,22.75
2020-04-13,21.270000457763672
2020-04-14,21.670000076293945
2020-04-15,21.850000381469727
2020-04-16,21.790000915527344
2020-04-17,22.309999465942383
2020-04-20,22.149999618530273
2020-04-21,21.777999877929688
2020-04-22,21.950000762939453
2020-04-23,22.0
2020-04-24,22.389999389648438
2020-04-27,22.860000610351562
2020-04-28,23.049999237060547
2020-04-29,23.829999923706055
2020-04-30,24.100000381469727
2020-05-01,24.100000381469727
2020-05-04,24.09000015258789
2020-05-05,23.850000381469727
2020-05-06,23.799999237060547
2020-05-07,24.149999618530273
2020-05-08,24.049999237060547
2020-05-11,24.260000228881836
2020-05-12,24.15999984741211
2020-05-13,24.010000228881836
2020-05-14,23.895000457763672
2020-05-15,23.940000534057617
2020-05-18,23.56999969482422
2020-05-19,24.0
2020-05-20,24.420000076293945
2020-05-21,24.329999923706055
2020-05-22,24.489999771118164
2020-05-26,24.399999618530273
2020-05-27,24.709999084472656
2020-05-28,24.56999969482422
2020-05-29,24.719999313354492
2020-06-01,24.639999389648438
2020-06-02,24.700000762939453
2020-06-03,24.889999389648438
2020-06-04,24.65999984741211
2020-06-05,24.849000930786133
2020-06-08,24.989999771118164
2020-06-09,24.969999313354492
2020-06-10,24.979999542236328
2020-06-11,24.399999618530273
2020-06-12,24.610000610351562
2020-06-15,24.530000686645508
2020-06-16,24.6200008392334
2020-06-17,24.899999618530273
2020-06-18,24.969999313354492
2020-06-19,24.90999984741211
2020-06-22,24.8700008392334
2020-06-23,25.010000228881836
2020-06-24,24.93000030517578
2020-06-25,24.753000259399414
2020-06-26,24.56999969482422
2020-06-29,24.579999923706055
2020-06-30,24.3799991607666
2020-07-01,24.739999771118164
2020-07-02,24.850000381469727
2020-07-06,24.850000381469727
2020-07-07,24.719999313354492
2020-07-08,24.920000076293945
2020-07-09,24.93000030517578
2020-07-10,25.049999237060547
2020-07-13,25.139999389648438
2020-07-14,25.079999923706055
2020-07-15,25.350000381469727
2020-07-16,25.690000534057617
2020-07-17,25.440000534057617
2020-07-20,25.790000915527344
2020-07-21,25.735000610351562
2020-07-22,26.100000381469727
2020-07-23,26.014999389648438
2020-07-24,25.947999954223633
2020-07-27,25.899999618530273
2020-07-28,25.969999313354492
2020-07-29,25.93000030517578
2020-07-30,26.18000030517578
2020-07-31,25.989999771118164
2020-08-03,26.09000015258789
2020-08-04,25.989999771118164
2020-08-05,25.75
2020-08-06,25.5
2020-08-07,25.5
2020-08-10,25.309999465942383
2020-08-11,25.260000228881836
2020-08-12,25.299999237060547
2020-08-13,25.549999237060547
2020-08-14,25.389999389648438
2020-08-17,25.329999923706055
2020-08-18,25.75
2020-08-19,25.65999984741211
2020-08-20,25.979999542236328
2020-08-21,25.899999618530273
2020-08-24,26.15999984741211
2020-08-25,26.440000534057617
2020-08-26,26.540000915527344
2020-08-27,26.709999084472656
2020-08-28,26.57900047302246
2020-08-31,26.65999984741211
2020-09-01,26.68000030517578
2020-09-02,26.719999313354492
2020-09-03,26.6299991607666
2020-09-04,26.31999969482422
2020-09-08,26.19099998474121
2020-09-09,26.420000076293945
2020-09-10,26.569000244140625
2020-09-11,26.479999542236328
2020-09-14,26.329999923706055
2020-09-15,26.049999237060547
2020-09-16,25.989999771118164
2020-09-17,25.690000534057617
2020-09-18,25.719999313354492
2020-09-21,25.770000457763672
2020-09-22,26.100000381469727
2020-09-23,25.729999542236328
2020-09-24,25.829999923706055
2020-09-25,26.139999389648438
2020-09-28,26.350000381469727
2020-09-29,26.3799991607666
2020-09-30,26.18000030517578
2020-10-01,26.56999969482422
2020-10-02,26.579999923706055
2020-10-05,26.6200008392334
2020-10-06,26.600000381469727
2020-10-07,26.31999969482422
2020-10-08,26.485000610351562
2020-10-09,26.40999984741211
2020-10-12,26.459999084472656
2020-10-13,26.450000762939453
2020-10-14,26.270000457763672
2020-10-15,26.43000030517578
2020-10-16,26.389999389648438
2020-10-19,26.389999389648438
2020-10-20,26.440000534057617
2020-10-21,26.0
2020-10-22,26.479999542236328
2020-10-23,26.860000610351562
2020-10-26,26.399999618530273
2020-10-27,26.579999923706055
2020-10-28,25.799999237060547
2020-10-29,26.190000534057617
2020-10-30,26.18000030517578
2020-11-02,26.579999923706055
2020-11-03,26.559999465942383
2020-11-04,26.799999237060547
2020-11-05,26.920000076293945
2020-11-06,26.719999313354492
2020-11-09,26.719999313354492
2020-11-10,26.899999618530273
2020-11-11,26.920000076293945
2020-11-12,26.899999618530273
2020-11-13,27.290000915527344
2020-11-16,27.8799991607666
2020-11-17,27.760000228881836
2020-11-18,27.889999389648438
2020-11-19,27.829999923706055
2020-11-20,27.780000686645508
2020-11-23,27.8799991607666
2020-11-24,27.719999313354492
2020-11-25,27.739999771118164
2020-11-27,27.65999984741211
2020-11-30,27.760000228881836
2020-12-01,27.799999237060547
2020-12-02,27.75
2020-12-03,27.579999923706055
2020-12-04,27.3700008392334
2020-12-07,27.239999771118164
2020-12-08,27.545000076293945
2020-12-09,27.639999389648438
2020-12-10,27.65999984741211
2020-12-11,27.709999084472656
2020-12-14,27.739999771118164
2020-12-15,27.780000686645508
2020-12-16,27.8700008392334
2020-12-17,27.989999771118164
2020-12-18,28.139999389648438
2020-12-21,28.100000381469727
2020-12-22,27.799999237060547
2020-12-23,27.69700050354004
2020-12-24,27.920000076293945
2020-12-28,27.719999313354492
2020-12-29,27.649999618530273
2020-12-30,27.65999984741211
2020-12-31,27.719999313354492
2021-01-04,27.45599937438965
2021-01-05,27.6200008392334
2021-01-06,27.15999984741211
2021-01-07,26.81999969482422
2021-01-08,27.139999389648438
2021-01-11,26.920000076293945
2021-01-12,26.469999313354492
2021-01-13,26.549999237060547
2021-01-14,26.200000762939453
2021-01-15,26.260000228881836
2021-01-19,26.3700008392334
2021-01-20,26.399999618530273
2021-01-21,26.350000381469727
2021-01-22,26.360000610351562
2021-01-25,26.40999984741211
2021-01-26,26.3700008392334
2021-01-27,25.969999313354492
2021-01-28,25.8700008392334
2021-01-29,26.219999313354492
2021-02-01,26.18000030517578
2021-02-02,26.59000015258789
2021-02-03,26.344999313354492
2021-02-04,26.40999984741211
2021-02-05,26.600000381469727
2021-02-08,26.450000762939453
2021-02-09,26.709999084472656
2021-02-10,26.670000076293945
2021-02-11,26.43000030517578
2021-02-12,26.479999542236328
2021-02-16,26.18000030517578
2021-02-17,26.100000381469727
2021-02-18,26.229999542236328
2021-02-19,25.979999542236328
2021-02-22,25.740999221801758
2021-02-23,25.84000015258789
2021-02-24,25.639999389648438
2021-02-25,25.420000076293945
2021-02-26,25.440000534057617
2021-03-01,25.450000762939453
2021-03-02,25.639999389648438
2021-03-03,25.65999984741211
2021-03-04,25.809999465942383
2021-03-05,26.1299991607666
2021-03-08,26.18000030517578
2021-03-09,26.277000427246094
2021-03-10,26.450000762939453
2021-03-11,26.700000762939453
2021-03-12,26.520000457763672
2021-03-15,26.6200008392334
2021-03-16,26.631000518798828
2021-03-17,26.649999618530273
2021-03-18,26.229999542236328
2021-03-19,26.360000610351562
2021-03-22,26.440000534057617
2021-03-23,26.579999923706055
2021-03-24,26.65999984741211
2021-03-25,26.59000015258789
2021-03-26,26.200000762939453
2021-03-29,26.25
2021-03-30,26.280000686645508
2021-03-31,26.520000457763672
2021-04-01,26.770000457763672
2021-04-05,26.93899917602539
2021-04-06,27.18000030517578
2021-04-07,27.18000030517578
2021-04-08,27.139999389648438
2021-04-09,27.559999465942383
2021-04-12,27.520000457763672
2021-04-13,27.3700008392334
2021-04-14,27.579999923706055
2021-04-15,27.65999984741211
2021-04-16,27.690000534057617
2021-04-19,27.59000015258789
2021-04-20,27.472000122070312
2021-04-21,27.649999618530273
2021-04-22,27.530000686645508
2021-04-23,27.5
2021-04-26,27.389999389648438
2021-04-27,27.350000381469727
2021-04-28,27.351999282836914
2021-04-29,27.239999771118164
2021-04-30,26.969999313354492
2021-05-03,27.270000457763672
2021-05-04,27.229999542236328
2021-05-05,26.950000762939453
2021-05-06,27.040000915527344
2021-05-07,27.190000534057617
2021-05-10,27.100000381469727
2021-05-11,26.913999557495117
2021-05-12,26.597000122070312
2021-05-13,26.600000381469727
2021-05-14,26.809999465942383
