,ARCE
2018-09-26,23.5
2018-09-27,23.690000534057617
2018-09-28,22.799999237060547
2018-10-01,21.979999542236328
2018-10-02,21.920000076293945
2018-10-03,23.219999313354492
2018-10-04,22.610000610351562
2018-10-05,22.3799991607666
2018-10-08,22.530000686645508
2018-10-09,22.18000030517578
2018-10-10,21.489999771118164
2018-10-11,22.479999542236328
2018-10-12,22.020000457763672
2018-10-15,21.600000381469727
2018-10-16,22.440000534057617
2018-10-17,22.709999084472656
2018-10-18,22.989999771118164
2018-10-19,22.75
2018-10-22,22.170000076293945
2018-10-23,22.110000610351562
2018-10-24,21.149999618530273
2018-10-25,21.5
2018-10-26,21.709999084472656
2018-10-29,21.420000076293945
2018-10-30,21.309999465942383
2018-10-31,21.309999465942383
2018-11-01,21.270000457763672
2018-11-02,22.389999389648438
2018-11-05,22.329999923706055
2018-11-06,22.030000686645508
2018-11-07,22.0
2018-11-08,22.040000915527344
2018-11-09,21.25
2018-11-12,22.030000686645508
2018-11-13,21.079999923706055
2018-11-14,21.399999618530273
2018-11-15,22.979999542236328
2018-11-16,22.860000610351562
2018-11-19,22.18000030517578
2018-11-20,22.56999969482422
2018-11-21,23.639999389648438
2018-11-23,24.489999771118164
2018-11-26,24.190000534057617
2018-11-27,23.56999969482422
2018-11-28,23.350000381469727
2018-11-29,23.219999313354492
2018-11-30,23.649999618530273
2018-12-03,23.75
2018-12-04,24.219999313354492
2018-12-06,23.780000686645508
2018-12-07,23.530000686645508
2018-12-10,22.030000686645508
2018-12-11,21.670000076293945
2018-12-12,21.579999923706055
2018-12-13,21.0
2018-12-14,21.5
2018-12-17,20.93000030517578
2018-12-18,21.170000076293945
2018-12-19,21.299999237060547
2018-12-20,20.0
2018-12-21,19.469999313354492
2018-12-24,20.020000457763672
2018-12-26,20.59000015258789
2018-12-27,21.020000457763672
2018-12-28,21.56999969482422
2018-12-31,22.1200008392334
2019-01-02,21.709999084472656
2019-01-03,21.520000457763672
2019-01-04,21.84000015258789
2019-01-07,21.81999969482422
2019-01-08,22.0
2019-01-09,21.68000030517578
2019-01-10,21.860000610351562
2019-01-11,21.59000015258789
2019-01-14,21.290000915527344
2019-01-15,21.899999618530273
2019-01-16,21.760000228881836
2019-01-17,21.690000534057617
2019-01-18,22.06999969482422
2019-01-22,22.549999237060547
2019-01-23,21.920000076293945
2019-01-24,23.5
2019-01-25,23.1299991607666
2019-01-28,24.399999618530273
2019-01-29,23.709999084472656
2019-01-30,25.200000762939453
2019-01-31,25.280000686645508
2019-02-01,25.239999771118164
2019-02-04,25.170000076293945
2019-02-05,25.5
2019-02-06,25.3799991607666
2019-02-07,26.0
2019-02-08,26.6299991607666
2019-02-11,26.5
2019-02-12,26.6299991607666
2019-02-13,26.649999618530273
2019-02-14,26.360000610351562
2019-02-15,26.75
2019-02-19,26.6299991607666
2019-02-20,26.59000015258789
2019-02-21,26.790000915527344
2019-02-22,25.889999389648438
2019-02-25,26.479999542236328
2019-02-26,25.6200008392334
2019-02-27,24.790000915527344
2019-02-28,24.1200008392334
2019-03-01,24.510000228881836
2019-03-04,23.8799991607666
2019-03-05,23.43000030517578
2019-03-06,23.799999237060547
2019-03-07,24.280000686645508
2019-03-08,26.030000686645508
2019-03-11,26.829999923706055
2019-03-12,27.200000762939453
2019-03-13,27.260000228881836
2019-03-14,26.709999084472656
2019-03-15,27.860000610351562
2019-03-18,26.299999237060547
2019-03-19,29.239999771118164
2019-03-20,30.610000610351562
2019-03-21,29.709999084472656
2019-03-22,30.940000534057617
2019-03-25,31.709999084472656
2019-03-26,31.049999237060547
2019-03-27,31.34000015258789
2019-03-28,31.899999618530273
2019-03-29,32.290000915527344
2019-04-01,31.84000015258789
2019-04-02,31.59000015258789
2019-04-03,32.13999938964844
2019-04-04,32.900001525878906
2019-04-05,31.299999237060547
2019-04-08,32.52000045776367
2019-04-09,32.029998779296875
2019-04-10,32.599998474121094
2019-04-11,32.400001525878906
2019-04-12,32.630001068115234
2019-04-15,33.41999816894531
2019-04-16,33.93000030517578
2019-04-17,32.650001525878906
2019-04-18,30.43000030517578
2019-04-22,29.489999771118164
2019-04-23,31.25
2019-04-24,30.049999237060547
2019-04-25,30.139999389648438
2019-04-26,31.93000030517578
2019-04-29,33.0
2019-04-30,32.130001068115234
2019-05-01,31.489999771118164
2019-05-02,32.25
2019-05-03,33.099998474121094
2019-05-06,31.299999237060547
2019-05-07,31.329999923706055
2019-05-08,38.689998626708984
2019-05-09,38.9900016784668
2019-05-10,38.36000061035156
2019-05-13,37.79999923706055
2019-05-14,38.68000030517578
2019-05-15,36.599998474121094
2019-05-16,37.2599983215332
2019-05-17,36.529998779296875
2019-05-20,37.15999984741211
2019-05-21,37.400001525878906
2019-05-22,36.2400016784668
2019-05-23,35.83000183105469
2019-05-24,36.29999923706055
2019-05-28,38.599998474121094
2019-05-29,38.66999816894531
2019-05-30,38.619998931884766
2019-05-31,38.400001525878906
2019-06-03,39.400001525878906
2019-06-04,42.08000183105469
2019-06-05,41.63999938964844
2019-06-06,42.56999969482422
2019-06-07,43.4900016784668
2019-06-10,42.290000915527344
2019-06-11,41.7400016784668
2019-06-12,43.439998626708984
2019-06-13,44.2599983215332
2019-06-14,44.20000076293945
2019-06-17,43.900001525878906
2019-06-18,43.72999954223633
2019-06-19,45.68000030517578
2019-06-20,44.849998474121094
2019-06-21,45.7400016784668
2019-06-24,43.529998779296875
2019-06-25,42.779998779296875
2019-06-26,43.650001525878906
2019-06-27,45.130001068115234
2019-06-28,43.779998779296875
2019-07-01,43.91999816894531
2019-07-02,43.97999954223633
2019-07-03,41.529998779296875
2019-07-05,44.7599983215332
2019-07-08,44.95000076293945
2019-07-09,44.7400016784668
2019-07-10,45.2400016784668
2019-07-11,44.689998626708984
2019-07-12,45.0
2019-07-15,45.0
2019-07-16,43.93000030517578
2019-07-17,44.20000076293945
2019-07-18,44.75
2019-07-19,44.5
2019-07-22,44.91999816894531
2019-07-23,44.7599983215332
2019-07-24,45.0
2019-07-25,44.5
2019-07-26,44.7599983215332
2019-07-29,45.09000015258789
2019-07-30,44.47999954223633
2019-07-31,44.13999938964844
2019-08-01,45.09000015258789
2019-08-02,45.529998779296875
2019-08-05,44.66999816894531
2019-08-06,47.20000076293945
2019-08-07,48.130001068115234
2019-08-08,50.08000183105469
2019-08-09,49.86000061035156
2019-08-12,51.11000061035156
2019-08-13,49.36000061035156
2019-08-14,45.20000076293945
2019-08-15,46.290000915527344
2019-08-16,52.34000015258789
2019-08-19,52.97999954223633
2019-08-20,51.86000061035156
2019-08-21,49.95000076293945
2019-08-22,49.029998779296875
2019-08-23,47.88999938964844
2019-08-26,49.0099983215332
2019-08-27,49.439998626708984
2019-08-28,49.529998779296875
2019-08-29,48.36000061035156
2019-08-30,48.34000015258789
2019-09-03,47.36000061035156
2019-09-04,47.90999984741211
2019-09-05,48.0
2019-09-06,45.529998779296875
2019-09-09,44.0
2019-09-10,43.369998931884766
2019-09-11,41.15999984741211
2019-09-12,42.5
2019-09-13,43.06999969482422
2019-09-16,43.86000061035156
2019-09-17,45.4900016784668
2019-09-18,46.5099983215332
2019-09-19,45.29999923706055
2019-09-20,46.029998779296875
2019-09-23,47.04999923706055
2019-09-24,47.599998474121094
2019-09-25,47.5099983215332
2019-09-26,50.31999969482422
2019-09-27,48.18000030517578
2019-09-30,50.689998626708984
2019-10-01,50.38999938964844
2019-10-02,49.75
2019-10-03,49.9900016784668
2019-10-04,49.90999984741211
2019-10-07,48.709999084472656
2019-10-08,47.72999954223633
2019-10-09,47.81999969482422
2019-10-10,47.56999969482422
2019-10-11,47.880001068115234
2019-10-14,46.54999923706055
2019-10-15,48.25
2019-10-16,46.439998626708984
2019-10-17,43.9900016784668
2019-10-18,43.40999984741211
2019-10-21,43.34000015258789
2019-10-22,43.470001220703125
2019-10-23,44.72999954223633
2019-10-24,44.59000015258789
2019-10-25,42.209999084472656
2019-10-28,40.88999938964844
2019-10-29,41.5
2019-10-30,42.220001220703125
2019-10-31,41.5
2019-11-01,41.83000183105469
2019-11-04,41.0
2019-11-05,41.06999969482422
2019-11-06,40.88999938964844
2019-11-07,40.52000045776367
2019-11-08,39.88999938964844
2019-11-11,40.93000030517578
2019-11-12,41.18000030517578
2019-11-13,41.119998931884766
2019-11-14,42.84000015258789
2019-11-15,43.040000915527344
2019-11-18,42.70000076293945
2019-11-19,41.95000076293945
2019-11-20,40.91999816894531
2019-11-21,42.29999923706055
2019-11-22,42.91999816894531
2019-11-25,43.77000045776367
2019-11-26,44.09000015258789
2019-11-27,44.68000030517578
2019-11-29,43.0
2019-12-02,44.0099983215332
2019-12-03,43.220001220703125
2019-12-04,44.02000045776367
2019-12-05,42.599998474121094
2019-12-06,46.0
2019-12-09,46.38999938964844
2019-12-10,47.88999938964844
2019-12-11,46.38999938964844
2019-12-12,47.400001525878906
2019-12-13,46.7400016784668
2019-12-16,47.13999938964844
2019-12-17,45.59000015258789
2019-12-18,45.439998626708984
2019-12-19,46.36000061035156
2019-12-20,44.790000915527344
2019-12-23,44.900001525878906
2019-12-24,44.650001525878906
2019-12-26,46.04999923706055
2019-12-27,45.20000076293945
2019-12-30,44.68000030517578
2019-12-31,44.20000076293945
2020-01-02,44.25
2020-01-03,45.459999084472656
2020-01-06,45.75
2020-01-07,47.13999938964844
2020-01-08,47.209999084472656
2020-01-09,47.88999938964844
2020-01-10,48.36000061035156
2020-01-13,48.900001525878906
2020-01-14,48.93000030517578
2020-01-15,49.779998779296875
2020-01-16,50.25
2020-01-17,50.43000030517578
2020-01-21,50.83000183105469
2020-01-22,51.79999923706055
2020-01-23,51.47999954223633
2020-01-24,51.34000015258789
2020-01-27,49.97999954223633
2020-01-28,50.720001220703125
2020-01-29,51.2599983215332
2020-01-30,51.650001525878906
2020-01-31,51.880001068115234
2020-02-03,52.540000915527344
2020-02-04,52.400001525878906
2020-02-05,52.20000076293945
2020-02-06,54.5
2020-02-07,53.06999969482422
2020-02-10,50.25
2020-02-11,50.040000915527344
2020-02-12,51.20000076293945
