,BME
2005-10-06,25.75
2005-10-07,25.799999237060547
2005-10-10,25.850000381469727
2005-10-11,26.149999618530273
2005-10-12,25.81999969482422
2005-10-13,25.850000381469727
2005-10-14,25.8700008392334
2005-10-17,25.75
2005-10-18,25.649999618530273
2005-10-19,25.1200008392334
2005-10-20,25.200000762939453
2005-10-21,25.100000381469727
2005-10-24,25.290000915527344
2005-10-25,25.200000762939453
2005-10-26,25.100000381469727
2005-10-27,24.6200008392334
2005-10-28,25.18000030517578
2005-10-31,25.059999465942383
2005-11-01,25.700000762939453
2005-11-02,25.790000915527344
2005-11-03,25.989999771118164
2005-11-04,25.950000762939453
2005-11-07,25.600000381469727
2005-11-08,25.709999084472656
2005-11-09,25.549999237060547
2005-11-10,25.690000534057617
2005-11-11,25.700000762939453
2005-11-14,25.450000762939453
2005-11-15,25.260000228881836
2005-11-16,25.3700008392334
2005-11-17,25.200000762939453
2005-11-18,25.3799991607666
2005-11-21,24.760000228881836
2005-11-22,24.700000762939453
2005-11-23,24.520000457763672
2005-11-25,24.549999237060547
2005-11-28,24.479999542236328
2005-11-29,24.440000534057617
2005-11-30,24.489999771118164
2005-12-01,24.950000762939453
2005-12-02,25.100000381469727
2005-12-05,25.190000534057617
2005-12-06,25.489999771118164
2005-12-07,25.719999313354492
2005-12-08,25.920000076293945
2005-12-09,26.020000457763672
2005-12-12,26.34000015258789
2005-12-13,26.100000381469727
2005-12-14,25.780000686645508
2005-12-15,26.399999618530273
2005-12-16,26.350000381469727
2005-12-19,26.399999618530273
2005-12-20,26.280000686645508
2005-12-21,25.979999542236328
2005-12-22,26.110000610351562
2005-12-23,26.309999465942383
2005-12-27,25.899999618530273
2005-12-28,26.100000381469727
2005-12-29,26.040000915527344
2005-12-30,25.350000381469727
2006-01-03,25.700000762939453
2006-01-04,25.950000762939453
2006-01-05,25.8799991607666
2006-01-06,25.979999542236328
2006-01-09,26.260000228881836
2006-01-10,26.479999542236328
2006-01-11,26.600000381469727
2006-01-12,26.719999313354492
2006-01-13,26.5
2006-01-17,26.549999237060547
2006-01-18,26.389999389648438
2006-01-19,26.549999237060547
2006-01-20,26.440000534057617
2006-01-23,26.360000610351562
2006-01-24,26.260000228881836
2006-01-25,26.239999771118164
2006-01-26,26.489999771118164
2006-01-27,26.549999237060547
2006-01-30,26.399999618530273
2006-01-31,26.489999771118164
2006-02-01,26.479999542236328
2006-02-02,26.399999618530273
2006-02-03,26.34000015258789
2006-02-06,26.049999237060547
2006-02-07,26.149999618530273
2006-02-08,26.049999237060547
2006-02-09,26.139999389648438
2006-02-10,25.899999618530273
2006-02-13,25.959999084472656
2006-02-14,26.18000030517578
2006-02-15,26.399999618530273
2006-02-16,26.5
2006-02-17,26.329999923706055
2006-02-21,26.459999084472656
2006-02-22,26.450000762939453
2006-02-23,26.850000381469727
2006-02-24,27.149999618530273
2006-02-27,27.75
2006-02-28,27.600000381469727
2006-03-01,27.399999618530273
2006-03-02,27.389999389648438
2006-03-03,27.450000762939453
2006-03-06,27.34000015258789
2006-03-07,27.290000915527344
2006-03-08,27.5
2006-03-09,27.739999771118164
2006-03-10,27.920000076293945
2006-03-13,27.450000762939453
2006-03-14,27.280000686645508
2006-03-15,27.639999389648438
2006-03-16,27.549999237060547
2006-03-17,27.649999618530273
2006-03-20,27.100000381469727
2006-03-21,26.6200008392334
2006-03-22,26.510000228881836
2006-03-23,26.940000534057617
2006-03-24,27.1299991607666
2006-03-27,27.0
2006-03-28,26.850000381469727
2006-03-29,26.700000762939453
2006-03-30,26.6200008392334
2006-03-31,26.6299991607666
2006-04-03,26.559999465942383
2006-04-04,26.56999969482422
2006-04-05,26.5
2006-04-06,26.34000015258789
2006-04-07,26.079999923706055
2006-04-10,25.959999084472656
2006-04-11,25.520000457763672
2006-04-12,25.469999313354492
2006-04-13,25.600000381469727
2006-04-17,25.600000381469727
2006-04-18,25.420000076293945
2006-04-19,25.229999542236328
2006-04-20,24.950000762939453
2006-04-21,24.8799991607666
2006-04-24,24.829999923706055
2006-04-25,24.850000381469727
2006-04-26,24.850000381469727
2006-04-27,24.799999237060547
2006-04-28,24.979999542236328
2006-05-01,25.0
2006-05-02,24.959999084472656
2006-05-03,24.850000381469727
2006-05-04,24.950000762939453
2006-05-05,25.100000381469727
2006-05-08,24.81999969482422
2006-05-09,24.850000381469727
2006-05-10,24.6200008392334
2006-05-11,24.56999969482422
2006-05-12,24.510000228881836
2006-05-15,24.950000762939453
2006-05-16,24.8700008392334
2006-05-17,24.81999969482422
2006-05-18,24.540000915527344
2006-05-19,24.459999084472656
2006-05-22,24.34000015258789
2006-05-23,23.799999237060547
2006-05-24,24.229999542236328
2006-05-25,24.149999618530273
2006-05-26,24.290000915527344
2006-05-30,24.0
2006-05-31,24.040000915527344
2006-06-01,24.559999465942383
2006-06-02,24.510000228881836
2006-06-05,24.040000915527344
2006-06-06,24.010000228881836
2006-06-07,24.280000686645508
2006-06-08,24.09000015258789
2006-06-09,24.100000381469727
2006-06-12,24.100000381469727
2006-06-13,23.520000457763672
2006-06-14,23.959999084472656
2006-06-15,24.200000762939453
2006-06-16,24.600000381469727
2006-06-19,24.399999618530273
2006-06-20,24.31999969482422
2006-06-21,24.3700008392334
2006-06-22,24.209999084472656
2006-06-23,24.200000762939453
2006-06-26,24.469999313354492
2006-06-27,24.579999923706055
2006-06-28,24.40999984741211
2006-06-29,24.690000534057617
2006-06-30,24.559999465942383
2006-07-03,24.950000762939453
2006-07-05,24.979999542236328
2006-07-06,25.25
2006-07-07,25.1200008392334
2006-07-10,25.149999618530273
2006-07-11,25.3700008392334
2006-07-12,25.200000762939453
2006-07-13,24.8700008392334
2006-07-14,24.700000762939453
2006-07-17,24.850000381469727
2006-07-18,24.81999969482422
2006-07-19,24.959999084472656
2006-07-20,24.6299991607666
2006-07-21,24.559999465942383
2006-07-24,24.979999542236328
2006-07-25,25.799999237060547
2006-07-26,25.780000686645508
2006-07-27,26.190000534057617
2006-07-28,25.920000076293945
2006-07-31,25.979999542236328
2006-08-01,26.0
2006-08-02,26.299999237060547
2006-08-03,26.299999237060547
2006-08-04,26.459999084472656
2006-08-07,26.229999542236328
2006-08-08,26.68000030517578
2006-08-09,26.360000610351562
2006-08-10,26.219999313354492
2006-08-11,26.34000015258789
2006-08-14,26.34000015258789
2006-08-15,26.5
2006-08-16,26.649999618530273
2006-08-17,26.940000534057617
2006-08-18,27.200000762939453
2006-08-21,27.850000381469727
2006-08-22,27.450000762939453
2006-08-23,26.860000610351562
2006-08-24,27.260000228881836
2006-08-25,27.100000381469727
2006-08-28,26.799999237060547
2006-08-29,26.459999084472656
2006-08-30,26.8700008392334
2006-08-31,26.81999969482422
2006-09-01,27.040000915527344
2006-09-05,27.450000762939453
2006-09-06,27.209999084472656
2006-09-07,27.139999389648438
2006-09-08,27.25
2006-09-11,27.389999389648438
2006-09-12,27.81999969482422
2006-09-13,27.260000228881836
2006-09-14,27.209999084472656
2006-09-15,27.110000610351562
2006-09-18,27.219999313354492
2006-09-19,27.0
2006-09-20,27.09000015258789
2006-09-21,27.06999969482422
2006-09-22,26.68000030517578
2006-09-25,26.43000030517578
2006-09-26,26.3799991607666
2006-09-27,26.3799991607666
2006-09-28,26.559999465942383
2006-09-29,26.530000686645508
2006-10-02,26.559999465942383
2006-10-03,26.530000686645508
2006-10-04,26.969999313354492
2006-10-05,27.15999984741211
2006-10-06,27.139999389648438
2006-10-09,27.139999389648438
2006-10-10,27.06999969482422
2006-10-11,26.969999313354492
2006-10-12,27.200000762939453
2006-10-13,27.389999389648438
2006-10-16,27.549999237060547
2006-10-17,27.479999542236328
2006-10-18,27.56999969482422
2006-10-19,27.600000381469727
2006-10-20,27.6299991607666
2006-10-23,27.969999313354492
2006-10-24,27.56999969482422
2006-10-25,27.5
2006-10-26,27.579999923706055
2006-10-27,27.559999465942383
2006-10-30,27.260000228881836
2006-10-31,27.31999969482422
2006-11-01,27.260000228881836
2006-11-02,27.219999313354492
2006-11-03,26.920000076293945
2006-11-06,26.770000457763672
2006-11-07,26.760000228881836
2006-11-08,26.170000076293945
2006-11-09,26.049999237060547
2006-11-10,25.989999771118164
2006-11-13,25.6299991607666
2006-11-14,26.239999771118164
2006-11-15,26.729999542236328
2006-11-16,26.479999542236328
2006-11-17,26.549999237060547
2006-11-20,26.260000228881836
2006-11-21,26.100000381469727
2006-11-22,26.469999313354492
2006-11-24,26.600000381469727
2006-11-27,26.489999771118164
2006-11-28,26.59000015258789
2006-11-29,26.850000381469727
2006-11-30,27.329999923706055
2006-12-01,26.93000030517578
2006-12-04,27.270000457763672
2006-12-05,27.299999237060547
2006-12-06,27.3700008392334
2006-12-07,27.399999618530273
2006-12-08,27.8700008392334
2006-12-11,27.979999542236328
2006-12-12,28.440000534057617
2006-12-13,27.780000686645508
2006-12-14,27.8700008392334
2006-12-15,27.68000030517578
2006-12-18,27.75
2006-12-19,28.030000686645508
2006-12-20,28.030000686645508
2006-12-21,27.829999923706055
2006-12-22,27.059999465942383
2006-12-26,26.770000457763672
2006-12-27,26.690000534057617
2006-12-28,26.989999771118164
2006-12-29,27.059999465942383
2007-01-03,27.100000381469727
2007-01-04,26.8799991607666
2007-01-05,26.479999542236328
2007-01-08,26.6200008392334
2007-01-09,26.700000762939453
2007-01-10,26.459999084472656
2007-01-11,26.790000915527344
2007-01-12,26.760000228881836
2007-01-16,26.850000381469727
2007-01-17,27.149999618530273
2007-01-18,27.479999542236328
2007-01-19,27.59000015258789
2007-01-22,27.209999084472656
2007-01-23,27.18000030517578
2007-01-24,27.209999084472656
2007-01-25,26.969999313354492
2007-01-26,26.850000381469727
2007-01-29,27.25
2007-01-30,27.260000228881836
2007-01-31,27.459999084472656
2007-02-01,27.520000457763672
2007-02-02,27.780000686645508
2007-02-05,27.93000030517578
2007-02-06,28.190000534057617
2007-02-07,28.25
2007-02-08,28.110000610351562
2007-02-09,27.989999771118164
2007-02-12,27.809999465942383
2007-02-13,27.40999984741211
2007-02-14,27.469999313354492
2007-02-15,27.549999237060547
2007-02-16,27.510000228881836
2007-02-20,27.399999618530273
2007-02-21,27.110000610351562
2007-02-22,26.8700008392334
2007-02-23,26.8700008392334
2007-02-26,27.09000015258789
2007-02-27,26.530000686645508
2007-02-28,26.600000381469727
2007-03-01,25.969999313354492
2007-03-02,25.8799991607666
2007-03-05,25.399999618530273
2007-03-06,26.110000610351562
2007-03-07,26.0
2007-03-08,26.290000915527344
2007-03-09,26.40999984741211
2007-03-12,26.5
2007-03-13,25.770000457763672
2007-03-14,25.68000030517578
2007-03-15,25.68000030517578
2007-03-16,25.770000457763672
2007-03-19,26.0
2007-03-20,26.34000015258789
2007-03-21,26.260000228881836
2007-03-22,26.440000534057617
2007-03-23,26.59000015258789
2007-03-26,26.610000610351562
2007-03-27,26.649999618530273
2007-03-28,26.700000762939453
2007-03-29,26.809999465942383
2007-03-30,27.100000381469727
2007-04-02,27.18000030517578
2007-04-03,27.459999084472656
2007-04-04,27.6299991607666
2007-04-05,27.579999923706055
2007-04-09,27.350000381469727
2007-04-10,27.219999313354492
2007-04-11,27.15999984741211
2007-04-12,27.399999618530273
2007-04-13,27.979999542236328
2007-04-16,28.229999542236328
2007-04-17,28.299999237060547
2007-04-18,27.760000228881836
2007-04-19,27.649999618530273
2007-04-20,27.6200008392334
2007-04-23,27.899999618530273
2007-04-24,27.799999237060547
2007-04-25,28.18000030517578
2007-04-26,28.100000381469727
2007-04-27,27.989999771118164
2007-04-30,27.84000015258789
2007-05-01,27.639999389648438
2007-05-02,27.790000915527344
2007-05-03,27.799999237060547
2007-05-04,27.8799991607666
2007-05-07,28.1200008392334
2007-05-08,28.190000534057617
2007-05-09,28.139999389648438
2007-05-10,27.329999923706055
2007-05-11,27.6299991607666
2007-05-14,27.59000015258789
2007-05-15,27.829999923706055
2007-05-16,27.760000228881836
2007-05-17,27.93000030517578
2007-05-18,27.799999237060547
2007-05-21,27.6200008392334
2007-05-22,27.700000762939453
2007-05-23,27.670000076293945
2007-05-24,27.600000381469727
2007-05-25,27.649999618530273
2007-05-29,27.739999771118164
2007-05-30,27.670000076293945
2007-05-31,27.760000228881836
2007-06-01,27.860000610351562
2007-06-04,27.940000534057617
2007-06-05,28.0
2007-06-06,27.950000762939453
2007-06-07,27.520000457763672
2007-06-08,27.510000228881836
2007-06-11,27.600000381469727
2007-06-12,27.440000534057617
2007-06-13,27.010000228881836
2007-06-14,26.940000534057617
2007-06-15,27.270000457763672
2007-06-18,27.190000534057617
2007-06-19,27.110000610351562
2007-06-20,26.610000610351562
2007-06-21,26.6299991607666
2007-06-22,26.479999542236328
2007-06-25,26.34000015258789
2007-06-26,26.520000457763672
2007-06-27,26.739999771118164
2007-06-28,26.81999969482422
2007-06-29,26.579999923706055
2007-07-02,26.90999984741211
2007-07-03,27.0
2007-07-05,26.780000686645508
2007-07-06,26.709999084472656
2007-07-09,26.760000228881836
2007-07-10,26.520000457763672
2007-07-11,26.8700008392334
2007-07-12,27.059999465942383
2007-07-13,27.190000534057617
2007-07-16,27.309999465942383
2007-07-17,27.200000762939453
2007-07-18,27.079999923706055
2007-07-19,27.190000534057617
2007-07-20,26.899999618530273
2007-07-23,26.8700008392334
2007-07-24,26.75
2007-07-25,26.5
2007-07-26,26.1200008392334
2007-07-27,25.979999542236328
2007-07-30,26.149999618530273
2007-07-31,25.81999969482422
2007-08-01,26.0
2007-08-02,26.219999313354492
2007-08-03,26.110000610351562
2007-08-06,26.190000534057617
2007-08-07,26.290000915527344
2007-08-08,26.350000381469727
2007-08-09,25.639999389648438
2007-08-10,25.420000076293945
2007-08-13,25.579999923706055
2007-08-14,25.399999618530273
2007-08-15,24.899999618530273
2007-08-16,24.290000915527344
2007-08-17,24.75
2007-08-20,25.299999237060547
2007-08-21,25.450000762939453
2007-08-22,25.75
2007-08-23,25.90999984741211
2007-08-24,26.079999923706055
2007-08-27,25.809999465942383
2007-08-28,25.600000381469727
2007-08-29,25.760000228881836
2007-08-30,25.780000686645508
2007-08-31,25.940000534057617
2007-09-04,26.110000610351562
2007-09-05,26.049999237060547
2007-09-06,26.350000381469727
2007-09-07,26.06999969482422
2007-09-10,26.200000762939453
2007-09-11,26.280000686645508
2007-09-12,26.139999389648438
2007-09-13,26.149999618530273
2007-09-14,26.200000762939453
2007-09-17,25.950000762939453
2007-09-18,26.190000534057617
2007-09-19,26.15999984741211
2007-09-20,25.940000534057617
2007-09-21,26.09000015258789
2007-09-24,26.219999313354492
2007-09-25,26.350000381469727
2007-09-26,26.59000015258789
2007-09-27,26.65999984741211
2007-09-28,26.450000762939453
2007-10-01,26.799999237060547
2007-10-02,26.899999618530273
2007-10-03,26.90999984741211
2007-10-04,27.079999923706055
2007-10-05,27.34000015258789
2007-10-08,27.149999618530273
2007-10-09,27.399999618530273
2007-10-10,27.420000076293945
2007-10-11,27.18000030517578
2007-10-12,27.170000076293945
2007-10-15,26.90999984741211
2007-10-16,26.579999923706055
2007-10-17,26.68000030517578
2007-10-18,26.739999771118164
2007-10-19,26.68000030517578
2007-10-22,26.639999389648438
2007-10-23,26.760000228881836
2007-10-24,26.729999542236328
2007-10-25,26.65999984741211
2007-10-26,26.889999389648438
2007-10-29,27.059999465942383
2007-10-30,26.799999237060547
2007-10-31,27.049999237060547
2007-11-01,26.600000381469727
2007-11-02,26.739999771118164
2007-11-05,26.68000030517578
2007-11-06,26.8700008392334
2007-11-07,26.25
2007-11-08,26.280000686645508
2007-11-09,26.190000534057617
2007-11-12,26.1200008392334
2007-11-13,26.469999313354492
2007-11-14,26.170000076293945
2007-11-15,26.100000381469727
2007-11-16,26.110000610351562
2007-11-19,25.760000228881836
2007-11-20,25.850000381469727
2007-11-21,25.760000228881836
2007-11-23,26.149999618530273
2007-11-26,25.93000030517578
2007-11-27,26.25
2007-11-28,26.229999542236328
2007-11-29,26.229999542236328
2007-11-30,26.420000076293945
2007-12-03,26.530000686645508
2007-12-04,26.530000686645508
2007-12-05,26.809999465942383
2007-12-06,27.020000457763672
2007-12-07,27.110000610351562
2007-12-10,27.3799991607666
2007-12-11,27.329999923706055
2007-12-12,27.15999984741211
2007-12-13,27.079999923706055
2007-12-14,27.049999237060547
2007-12-17,26.709999084472656
2007-12-18,25.979999542236328
2007-12-19,25.899999618530273
2007-12-20,26.149999618530273
2007-12-21,26.299999237060547
2007-12-24,26.549999237060547
2007-12-26,26.989999771118164
2007-12-27,26.770000457763672
2007-12-28,26.959999084472656
2007-12-31,27.040000915527344
2008-01-02,26.700000762939453
2008-01-03,27.239999771118164
2008-01-04,27.18000030517578
2008-01-07,27.15999984741211
2008-01-08,27.360000610351562
2008-01-09,28.100000381469727
2008-01-10,28.270000457763672
2008-01-11,28.209999084472656
2008-01-14,28.8700008392334
2008-01-15,27.799999237060547
2008-01-16,28.15999984741211
2008-01-17,27.34000015258789
2008-01-18,27.360000610351562
2008-01-22,27.030000686645508
2008-01-23,27.059999465942383
2008-01-24,27.5
2008-01-25,27.059999465942383
2008-01-28,27.040000915527344
2008-01-29,26.829999923706055
2008-01-30,26.610000610351562
2008-01-31,26.81999969482422
2008-02-01,26.84000015258789
2008-02-04,27.149999618530273
2008-02-05,27.020000457763672
2008-02-06,27.270000457763672
2008-02-07,27.209999084472656
2008-02-08,26.889999389648438
2008-02-11,26.889999389648438
2008-02-12,26.760000228881836
2008-02-13,26.920000076293945
2008-02-14,25.889999389648438
2008-02-15,25.450000762939453
2008-02-19,25.579999923706055
2008-02-20,25.6299991607666
2008-02-21,25.440000534057617
2008-02-22,25.459999084472656
2008-02-25,25.829999923706055
2008-02-26,26.329999923706055
2008-02-27,26.290000915527344
2008-02-28,26.709999084472656
2008-02-29,26.270000457763672
2008-03-03,26.670000076293945
2008-03-04,26.6299991607666
2008-03-05,26.8799991607666
2008-03-06,26.450000762939453
2008-03-07,25.65999984741211
2008-03-10,24.530000686645508
2008-03-11,24.75
2008-03-12,25.06999969482422
2008-03-13,24.770000457763672
2008-03-14,24.510000228881836
2008-03-17,23.450000762939453
2008-03-18,23.81999969482422
2008-03-19,24.260000228881836
2008-03-20,24.209999084472656
2008-03-24,24.739999771118164
2008-03-25,25.399999618530273
2008-03-26,25.530000686645508
2008-03-27,25.09000015258789
2008-03-28,24.969999313354492
2008-03-31,24.479999542236328
2008-04-01,25.209999084472656
2008-04-02,24.799999237060547
2008-04-03,25.540000915527344
2008-04-04,25.309999465942383
2008-04-07,26.06999969482422
2008-04-08,26.530000686645508
2008-04-09,26.1200008392334
2008-04-10,26.350000381469727
2008-04-11,26.149999618530273
2008-04-14,25.510000228881836
2008-04-15,25.010000228881836
2008-04-16,25.3700008392334
2008-04-17,24.860000610351562
2008-04-18,24.81999969482422
2008-04-21,24.75
2008-04-22,24.780000686645508
2008-04-23,24.6299991607666
2008-04-24,24.530000686645508
2008-04-25,24.559999465942383
2008-04-28,24.719999313354492
2008-04-29,24.440000534057617
2008-04-30,24.690000534057617
2008-05-01,25.81999969482422
2008-05-02,25.709999084472656
2008-05-05,25.799999237060547
2008-05-06,25.65999984741211
2008-05-07,25.84000015258789
2008-05-08,25.75
2008-05-09,25.799999237060547
2008-05-12,25.790000915527344
2008-05-13,25.549999237060547
2008-05-14,25.649999618530273
2008-05-15,25.329999923706055
2008-05-16,25.469999313354492
2008-05-19,25.450000762939453
2008-05-20,25.25
2008-05-21,24.75
2008-05-22,24.65999984741211
2008-05-23,24.899999618530273
2008-05-27,25.040000915527344
2008-05-28,25.290000915527344
2008-05-29,25.209999084472656
2008-05-30,25.290000915527344
2008-06-02,25.030000686645508
2008-06-03,25.110000610351562
2008-06-04,25.110000610351562
2008-06-05,25.540000915527344
2008-06-06,26.040000915527344
2008-06-09,25.469999313354492
2008-06-10,25.579999923706055
2008-06-11,25.309999465942383
2008-06-12,24.75
2008-06-13,24.84000015258789
2008-06-16,25.020000457763672
2008-06-17,24.920000076293945
2008-06-18,24.719999313354492
2008-06-19,24.549999237060547
2008-06-20,24.959999084472656
2008-06-23,24.729999542236328
2008-06-24,24.649999618530273
2008-06-25,24.780000686645508
2008-06-26,24.68000030517578
2008-06-27,24.520000457763672
2008-06-30,24.530000686645508
2008-07-01,25.1200008392334
2008-07-02,25.06999969482422
2008-07-03,25.110000610351562
2008-07-07,24.649999618530273
2008-07-08,25.020000457763672
2008-07-09,24.8700008392334
2008-07-10,24.989999771118164
2008-07-11,24.760000228881836
2008-07-14,24.670000076293945
2008-07-15,25.190000534057617
2008-07-16,26.0
2008-07-17,26.1299991607666
2008-07-18,26.15999984741211
2008-07-21,25.610000610351562
2008-07-22,25.549999237060547
2008-07-23,26.010000228881836
2008-07-24,25.84000015258789
2008-07-25,26.209999084472656
2008-07-28,26.06999969482422
2008-07-29,26.239999771118164
2008-07-30,25.969999313354492
2008-07-31,26.049999237060547
2008-08-01,25.959999084472656
2008-08-04,26.149999618530273
2008-08-05,26.670000076293945
2008-08-06,26.690000534057617
2008-08-07,26.200000762939453
2008-08-08,27.0
2008-08-11,26.799999237060547
2008-08-12,26.5
2008-08-13,26.200000762939453
2008-08-14,26.149999618530273
2008-08-15,26.200000762939453
2008-08-18,26.100000381469727
2008-08-19,26.139999389648438
2008-08-20,26.06999969482422
2008-08-21,26.100000381469727
2008-08-22,26.559999465942383
2008-08-25,26.350000381469727
2008-08-26,26.950000762939453
2008-08-27,27.600000381469727
2008-08-28,27.450000762939453
2008-08-29,26.860000610351562
2008-09-02,26.610000610351562
2008-09-03,26.690000534057617
2008-09-04,25.639999389648438
2008-09-05,25.59000015258789
2008-09-08,26.649999618530273
2008-09-09,26.389999389648438
2008-09-10,26.479999542236328
2008-09-11,26.0
2008-09-12,26.59000015258789
2008-09-15,25.600000381469727
2008-09-16,24.280000686645508
2008-09-17,23.739999771118164
2008-09-18,24.270000457763672
2008-09-19,24.510000228881836
2008-09-22,24.0
2008-09-23,24.420000076293945
2008-09-24,25.350000381469727
2008-09-25,25.450000762939453
2008-09-26,24.850000381469727
2008-09-29,24.260000228881836
2008-09-30,25.290000915527344
2008-10-01,24.959999084472656
2008-10-02,24.290000915527344
2008-10-03,23.899999618530273
2008-10-06,21.34000015258789
2008-10-07,21.110000610351562
2008-10-08,21.229999542236328
2008-10-09,20.600000381469727
2008-10-10,19.899999618530273
2008-10-13,21.65999984741211
2008-10-14,22.6299991607666
2008-10-15,20.600000381469727
2008-10-16,20.350000381469727
2008-10-17,20.950000762939453
2008-10-20,21.639999389648438
2008-10-21,22.18000030517578
2008-10-22,22.1200008392334
2008-10-23,21.6200008392334
2008-10-24,21.40999984741211
2008-10-27,21.25
2008-10-28,21.600000381469727
2008-10-29,21.450000762939453
2008-10-30,21.59000015258789
2008-10-31,21.6200008392334
2008-11-03,21.969999313354492
2008-11-04,22.040000915527344
2008-11-05,21.65999984741211
2008-11-06,21.1200008392334
2008-11-07,21.25
2008-11-10,20.850000381469727
2008-11-11,20.600000381469727
2008-11-12,19.5
2008-11-13,20.049999237060547
2008-11-14,20.350000381469727
2008-11-17,19.969999313354492
2008-11-18,19.459999084472656
2008-11-19,18.5
2008-11-20,15.989999771118164
2008-11-21,16.290000915527344
2008-11-24,17.510000228881836
2008-11-25,17.149999618530273
2008-11-26,17.389999389648438
2008-11-28,17.649999618530273
2008-12-01,17.530000686645508
2008-12-02,17.579999923706055
2008-12-03,17.690000534057617
2008-12-04,17.6200008392334
2008-12-05,17.889999389648438
2008-12-08,18.209999084472656
2008-12-09,18.219999313354492
2008-12-10,18.31999969482422
2008-12-11,18.3799991607666
2008-12-12,18.389999389648438
2008-12-15,18.450000762939453
2008-12-16,18.950000762939453
2008-12-17,19.0
2008-12-18,18.610000610351562
2008-12-19,18.690000534057617
2008-12-22,18.440000534057617
2008-12-23,18.700000762939453
2008-12-24,18.950000762939453
2008-12-26,19.09000015258789
2008-12-29,18.770000457763672
2008-12-30,19.209999084472656
2008-12-31,19.889999389648438
2009-01-02,20.290000915527344
2009-01-05,20.5
2009-01-06,20.899999618530273
2009-01-07,20.799999237060547
