,BSJO
2016-09-14,24.93000030517578
2016-09-15,24.989999771118164
2016-09-16,24.989999771118164
2016-09-19,25.0
2016-09-20,25.0
2016-09-21,25.139999389648438
2016-09-22,25.180999755859375
2016-09-23,25.239999771118164
2016-09-26,25.149999618530273
2016-09-27,25.139999389648438
2016-09-28,25.350000381469727
2016-09-29,25.1299991607666
2016-09-30,25.450000762939453
2016-10-03,25.450000762939453
2016-10-04,25.309999465942383
2016-10-05,25.309999465942383
2016-10-06,25.309999465942383
2016-10-07,25.389999389648438
2016-10-10,25.520000457763672
2016-10-11,25.399999618530273
2016-10-12,25.3799991607666
2016-10-13,25.329999923706055
2016-10-14,25.395000457763672
2016-10-17,25.350000381469727
2016-10-18,25.440000534057617
2016-10-19,25.510000228881836
2016-10-20,25.510000228881836
2016-10-21,25.510000228881836
2016-10-24,25.600000381469727
2016-10-25,25.510000228881836
2016-10-26,25.5
2016-10-27,25.34000015258789
2016-10-28,25.25
2016-10-31,25.165000915527344
2016-11-01,24.969999313354492
2016-11-02,24.790000915527344
2016-11-03,24.719999313354492
2016-11-04,24.760000228881836
2016-11-07,25.010000228881836
2016-11-08,24.899999618530273
2016-11-09,24.860000610351562
2016-11-10,24.3799991607666
2016-11-11,24.18000030517578
2016-11-14,24.510000228881836
2016-11-15,24.700000762939453
2016-11-16,24.600000381469727
2016-11-17,24.690000534057617
2016-11-18,24.759000778198242
2016-11-21,24.809999465942383
2016-11-22,24.889999389648438
2016-11-23,24.889999389648438
2016-11-25,24.844999313354492
2016-11-28,24.770000457763672
2016-11-29,24.899999618530273
2016-11-30,24.951000213623047
2016-12-01,24.719999313354492
2016-12-02,24.833999633789062
2016-12-05,24.780000686645508
2016-12-06,24.790000915527344
2016-12-07,25.0
2016-12-08,25.05900001525879
2016-12-09,25.1200008392334
2016-12-12,25.0
2016-12-13,25.049999237060547
2016-12-14,24.979999542236328
2016-12-15,25.110000610351562
2016-12-16,25.034000396728516
2016-12-19,25.05500030517578
2016-12-20,25.045000076293945
2016-12-21,25.045000076293945
2016-12-22,25.066999435424805
2016-12-23,25.09000015258789
2016-12-27,25.125999450683594
2016-12-28,25.010000228881836
2016-12-29,25.062000274658203
2016-12-30,25.100000381469727
2017-01-03,25.110000610351562
2017-01-04,25.201000213623047
2017-01-05,25.260000228881836
2017-01-06,25.209999084472656
2017-01-09,25.309999465942383
2017-01-10,25.309999465942383
2017-01-11,25.280000686645508
2017-01-12,25.27199935913086
2017-01-13,25.3700008392334
2017-01-17,25.350000381469727
2017-01-18,25.329999923706055
2017-01-19,25.34000015258789
2017-01-20,25.309999465942383
2017-01-23,25.219999313354492
2017-01-24,25.261999130249023
2017-01-25,25.28499984741211
2017-01-26,25.378999710083008
2017-01-27,25.43000030517578
2017-01-30,25.360000610351562
2017-01-31,25.34000015258789
2017-02-01,25.25200080871582
2017-02-02,25.299999237060547
2017-02-03,25.31999969482422
2017-02-06,25.34000015258789
2017-02-07,25.3700008392334
2017-02-08,25.399999618530273
2017-02-09,25.450000762939453
2017-02-10,25.385000228881836
2017-02-13,25.46500015258789
2017-02-14,25.48900032043457
2017-02-15,25.510000228881836
2017-02-16,25.479999542236328
2017-02-17,25.530000686645508
2017-02-21,25.489999771118164
2017-02-22,25.579999923706055
2017-02-23,25.649999618530273
2017-02-24,25.65999984741211
2017-02-27,25.610000610351562
2017-02-28,25.6299991607666
2017-03-01,25.649999618530273
2017-03-02,25.59000015258789
2017-03-03,25.639999389648438
2017-03-06,25.5
2017-03-07,25.399999618530273
2017-03-08,25.100000381469727
2017-03-09,25.100000381469727
2017-03-10,24.989999771118164
2017-03-13,25.059999465942383
2017-03-14,24.961999893188477
2017-03-15,25.270000457763672
2017-03-16,25.15999984741211
2017-03-17,25.31999969482422
2017-03-20,25.224000930786133
2017-03-21,25.0
2017-03-22,25.145000457763672
2017-03-23,25.010000228881836
2017-03-24,25.15999984741211
2017-03-27,25.1299991607666
2017-03-28,25.152000427246094
2017-03-29,25.229999542236328
2017-03-30,25.40999984741211
2017-03-31,25.459999084472656
2017-04-03,25.3799991607666
2017-04-04,25.3700008392334
2017-04-05,25.350000381469727
2017-04-06,25.400999069213867
2017-04-07,25.3799991607666
2017-04-10,25.459999084472656
2017-04-11,25.43000030517578
2017-04-12,25.43000030517578
2017-04-13,25.350000381469727
2017-04-17,25.410999298095703
2017-04-18,25.40999984741211
2017-04-19,25.440000534057617
2017-04-20,25.489999771118164
2017-04-21,25.38599967956543
2017-04-24,25.569000244140625
2017-04-25,25.59000015258789
2017-04-26,25.6200008392334
2017-04-27,25.6299991607666
2017-04-28,25.674999237060547
2017-05-01,25.549999237060547
2017-05-02,25.579999923706055
2017-05-03,25.56999969482422
2017-05-04,25.450000762939453
2017-05-05,25.489999771118164
2017-05-08,25.472999572753906
2017-05-09,25.469999313354492
2017-05-10,25.549999237060547
2017-05-11,25.549999237060547
2017-05-12,25.53700065612793
2017-05-15,25.520999908447266
2017-05-16,25.625
2017-05-17,25.5
2017-05-18,25.545000076293945
2017-05-19,25.56999969482422
2017-05-22,25.639999389648438
2017-05-23,25.6200008392334
2017-05-24,25.639999389648438
2017-05-25,25.6299991607666
2017-05-26,25.674999237060547
2017-05-30,25.700000762939453
2017-05-31,25.649999618530273
2017-06-01,25.65999984741211
2017-06-02,25.66699981689453
2017-06-05,25.700000762939453
2017-06-06,25.65999984741211
2017-06-07,25.58099937438965
2017-06-08,25.6299991607666
2017-06-09,25.59000015258789
2017-06-12,25.593000411987305
2017-06-13,25.64900016784668
2017-06-14,25.649999618530273
2017-06-15,25.594999313354492
2017-06-16,25.56999969482422
2017-06-19,25.649999618530273
2017-06-20,25.559999465942383
2017-06-21,25.450000762939453
2017-06-22,25.450000762939453
2017-06-23,25.523000717163086
2017-06-26,25.57200050354004
2017-06-27,25.540000915527344
2017-06-28,25.670000076293945
2017-06-29,25.59000015258789
2017-06-30,25.68000030517578
2017-07-03,25.559999465942383
2017-07-05,25.552000045776367
2017-07-06,25.479999542236328
2017-07-07,25.489999771118164
2017-07-10,25.469999313354492
2017-07-11,25.479999542236328
2017-07-12,25.600000381469727
2017-07-13,25.6299991607666
2017-07-14,25.700000762939453
2017-07-17,25.68000030517578
2017-07-18,25.729999542236328
2017-07-19,25.780000686645508
2017-07-20,25.780000686645508
2017-07-21,25.72800064086914
2017-07-24,25.775999069213867
2017-07-25,25.84000015258789
2017-07-26,25.899999618530273
2017-07-27,25.860000610351562
2017-07-28,25.8700008392334
2017-07-31,25.860000610351562
2017-08-01,25.770000457763672
2017-08-02,25.719999313354492
2017-08-03,25.65999984741211
2017-08-04,25.788999557495117
2017-08-07,25.700000762939453
2017-08-08,25.700000762939453
2017-08-09,25.610000610351562
2017-08-10,25.34000015258789
2017-08-11,25.479999542236328
2017-08-14,25.54400062561035
2017-08-15,25.579999923706055
2017-08-16,25.600000381469727
2017-08-17,25.489999771118164
2017-08-18,25.530000686645508
2017-08-21,25.5
2017-08-22,25.575000762939453
2017-08-23,25.610000610351562
2017-08-24,25.586999893188477
2017-08-25,25.690000534057617
2017-08-28,25.709999084472656
2017-08-29,25.709999084472656
2017-08-30,25.760000228881836
2017-08-31,25.829999923706055
2017-09-01,25.760000228881836
2017-09-05,25.75
2017-09-06,25.770000457763672
2017-09-07,25.760000228881836
2017-09-08,25.700000762939453
2017-09-11,25.75
2017-09-12,25.760000228881836
2017-09-13,25.780000686645508
2017-09-14,25.75
2017-09-15,25.81999969482422
2017-09-18,25.823999404907227
2017-09-19,25.8700008392334
2017-09-20,25.885000228881836
2017-09-21,25.889999389648438
2017-09-22,25.8700008392334
2017-09-25,25.8700008392334
2017-09-26,25.871000289916992
2017-09-27,25.950000762939453
2017-09-28,25.95199966430664
2017-09-29,26.0
2017-10-02,26.020000457763672
2017-10-03,25.920000076293945
2017-10-04,25.899999618530273
2017-10-05,25.940000534057617
2017-10-06,25.90999984741211
2017-10-09,25.895000457763672
2017-10-10,25.950000762939453
2017-10-11,25.950000762939453
2017-10-12,25.889999389648438
2017-10-13,25.90999984741211
2017-10-16,25.90999984741211
2017-10-17,25.966999053955078
2017-10-18,25.959999084472656
2017-10-19,25.93000030517578
2017-10-20,26.00200080871582
2017-10-23,26.016000747680664
2017-10-24,26.020999908447266
2017-10-25,25.959999084472656
2017-10-26,25.91900062561035
2017-10-27,25.950000762939453
2017-10-30,25.969999313354492
2017-10-31,25.84000015258789
2017-11-01,25.979000091552734
2017-11-02,25.878999710083008
2017-11-03,25.84600067138672
2017-11-06,25.81999969482422
2017-11-07,25.756000518798828
2017-11-08,25.704999923706055
2017-11-09,25.670000076293945
2017-11-10,25.56999969482422
2017-11-13,25.540000915527344
2017-11-14,25.434999465942383
2017-11-15,25.410999298095703
2017-11-16,25.665000915527344
2017-11-17,25.65999984741211
2017-11-20,25.649999618530273
2017-11-21,25.60099983215332
2017-11-22,25.68199920654297
2017-11-24,25.75
2017-11-27,25.75
2017-11-28,25.740999221801758
2017-11-29,25.72800064086914
2017-11-30,25.780000686645508
2017-12-01,25.72100067138672
2017-12-04,25.66200065612793
2017-12-05,25.628999710083008
2017-12-06,25.6200008392334
2017-12-07,25.6299991607666
2017-12-08,25.69099998474121
2017-12-11,25.700000762939453
2017-12-12,25.639999389648438
2017-12-13,25.68000030517578
2017-12-14,25.729999542236328
2017-12-15,25.670000076293945
2017-12-18,25.719999313354492
2017-12-19,25.649999618530273
2017-12-20,25.610000610351562
2017-12-21,25.68000030517578
2017-12-22,25.75
2017-12-26,25.665000915527344
2017-12-27,25.690000534057617
2017-12-28,25.549999237060547
2017-12-29,25.6200008392334
2018-01-02,25.6299991607666
2018-01-03,25.684999465942383
2018-01-04,25.739999771118164
2018-01-05,25.780000686645508
2018-01-08,25.81999969482422
2018-01-09,25.825000762939453
2018-01-10,25.649999618530273
2018-01-11,25.75
2018-01-12,25.729999542236328
2018-01-16,25.65999984741211
2018-01-17,25.719999313354492
2018-01-18,25.690000534057617
2018-01-19,25.625
2018-01-22,25.610000610351562
2018-01-23,25.73900032043457
2018-01-24,25.759000778198242
2018-01-25,25.709999084472656
2018-01-26,25.76799964904785
2018-01-29,25.56999969482422
2018-01-30,25.579999923706055
2018-01-31,25.575000762939453
2018-02-01,25.5
2018-02-02,25.25
2018-02-05,25.18000030517578
2018-02-06,25.270000457763672
2018-02-07,25.100000381469727
2018-02-08,24.90999984741211
2018-02-09,25.049999237060547
2018-02-12,25.007999420166016
2018-02-13,24.8700008392334
2018-02-14,24.948999404907227
2018-02-15,25.045000076293945
2018-02-16,25.200000762939453
2018-02-20,25.170000076293945
2018-02-21,25.06999969482422
2018-02-22,25.170000076293945
2018-02-23,25.1299991607666
2018-02-26,25.200000762939453
2018-02-27,25.139999389648438
2018-02-28,25.110000610351562
2018-03-01,25.100000381469727
2018-03-02,24.8799991607666
2018-03-05,25.020000457763672
2018-03-06,24.989999771118164
2018-03-07,24.899999618530273
2018-03-08,24.9950008392334
2018-03-09,25.06999969482422
2018-03-12,25.03499984741211
2018-03-13,25.0
2018-03-14,24.899999618530273
2018-03-15,24.940000534057617
2018-03-16,24.968000411987305
2018-03-19,24.920000076293945
2018-03-20,24.895999908447266
2018-03-21,24.91900062561035
2018-03-22,24.799999237060547
2018-03-23,24.670000076293945
2018-03-26,24.850000381469727
2018-03-27,24.799999237060547
2018-03-28,24.829999923706055
2018-03-29,24.93600082397461
2018-04-02,24.856000900268555
2018-04-03,24.719999313354492
2018-04-04,24.80500030517578
2018-04-05,24.8700008392334
2018-04-06,24.829999923706055
2018-04-09,24.899999618530273
2018-04-10,25.003999710083008
2018-04-11,25.020000457763672
2018-04-12,25.1200008392334
2018-04-13,25.139999389648438
2018-04-16,25.18000030517578
2018-04-17,25.190000534057617
2018-04-18,25.1299991607666
2018-04-19,25.030000686645508
2018-04-20,24.985000610351562
2018-04-23,24.940000534057617
2018-04-24,24.854000091552734
2018-04-25,24.84000015258789
2018-04-26,24.950000762939453
2018-04-27,24.983999252319336
2018-04-30,24.950000762939453
2018-05-01,24.86199951171875
2018-05-02,24.768999099731445
2018-05-03,24.770000457763672
2018-05-04,24.75
2018-05-07,24.760000228881836
2018-05-08,24.799999237060547
2018-05-09,24.81100082397461
2018-05-10,24.799999237060547
2018-05-11,24.780000686645508
2018-05-14,24.857999801635742
2018-05-15,24.763999938964844
2018-05-16,24.790000915527344
2018-05-17,24.700000762939453
2018-05-18,24.770000457763672
2018-05-21,24.822999954223633
2018-05-22,24.799999237060547
2018-05-23,24.809999465942383
2018-05-24,24.780000686645508
2018-05-25,24.790000915527344
2018-05-29,24.65999984741211
2018-05-30,24.780000686645508
2018-05-31,24.760000228881836
2018-06-01,24.725000381469727
2018-06-04,24.67099952697754
2018-06-05,24.739999771118164
2018-06-06,24.711000442504883
2018-06-07,24.773000717163086
2018-06-08,24.780000686645508
2018-06-11,24.790000915527344
2018-06-12,24.719999313354492
2018-06-13,24.79199981689453
2018-06-14,24.854999542236328
2018-06-15,24.860000610351562
2018-06-18,24.899999618530273
2018-06-19,24.8700008392334
2018-06-20,24.889999389648438
2018-06-21,24.829999923706055
2018-06-22,24.799999237060547
2018-06-25,24.763999938964844
2018-06-26,24.770000457763672
2018-06-27,24.700000762939453
2018-06-28,24.649999618530273
2018-06-29,24.579999923706055
2018-07-02,24.545000076293945
2018-07-03,24.440000534057617
2018-07-05,24.5
2018-07-06,24.510000228881836
2018-07-09,24.579999923706055
2018-07-10,24.59000015258789
2018-07-11,24.610000610351562
2018-07-12,24.6299991607666
2018-07-13,24.649999618530273
2018-07-16,24.621000289916992
2018-07-17,24.659000396728516
2018-07-18,24.68400001525879
2018-07-19,24.670000076293945
2018-07-20,24.68199920654297
2018-07-23,24.70400047302246
2018-07-24,24.739999771118164
2018-07-25,24.770000457763672
2018-07-26,24.809999465942383
2018-07-27,24.770000457763672
2018-07-30,24.80900001525879
2018-07-31,24.844999313354492
2018-08-01,24.84000015258789
2018-08-02,24.739999771118164
2018-08-03,24.795000076293945
2018-08-06,24.799999237060547
2018-08-07,24.850000381469727
2018-08-08,24.850000381469727
2018-08-09,24.84000015258789
2018-08-10,24.780000686645508
2018-08-13,24.764999389648438
2018-08-14,24.850000381469727
2018-08-15,24.799999237060547
2018-08-16,24.760000228881836
2018-08-17,24.760000228881836
2018-08-20,24.81999969482422
2018-08-21,24.864999771118164
2018-08-22,24.84000015258789
2018-08-23,24.850000381469727
2018-08-24,24.899999618530273
2018-08-27,24.93000030517578
2018-08-28,24.920000076293945
2018-08-29,24.926000595092773
2018-08-30,24.829999923706055
2018-08-31,24.899999618530273
2018-09-04,24.85099983215332
2018-09-05,24.8799991607666
2018-09-06,24.889999389648438
2018-09-07,24.899999618530273
2018-09-10,24.90999984741211
2018-09-11,24.916000366210938
2018-09-12,24.920000076293945
2018-09-13,25.010000228881836
2018-09-14,24.999000549316406
2018-09-17,25.010000228881836
2018-09-18,24.989999771118164
2018-09-19,24.94300079345703
2018-09-20,24.964000701904297
2018-09-21,24.96500015258789
2018-09-24,24.85700035095215
2018-09-25,24.84000015258789
2018-09-26,24.84000015258789
2018-09-27,24.8799991607666
2018-09-28,24.8799991607666
2018-10-01,24.969999313354492
2018-10-02,24.979999542236328
2018-10-03,24.940000534057617
2018-10-04,24.780000686645508
2018-10-05,24.719999313354492
2018-10-08,24.719999313354492
2018-10-09,24.701000213623047
2018-10-10,24.527000427246094
2018-10-11,24.534000396728516
2018-10-12,24.606000900268555
2018-10-15,24.6299991607666
2018-10-16,24.690000534057617
2018-10-17,24.690000534057617
2018-10-18,24.56999969482422
2018-10-19,24.639999389648438
2018-10-22,24.5
2018-10-23,24.488000869750977
2018-10-24,24.34000015258789
2018-10-25,24.43600082397461
2018-10-26,24.299999237060547
2018-10-29,24.290000915527344
2018-10-30,24.299999237060547
2018-10-31,24.319000244140625
2018-11-01,24.343000411987305
2018-11-02,24.329999923706055
2018-11-05,24.440000534057617
2018-11-06,24.440000534057617
2018-11-07,24.559999465942383
2018-11-08,24.540000915527344
2018-11-09,24.469999313354492
2018-11-12,24.299999237060547
2018-11-13,24.270000457763672
2018-11-14,24.219999313354492
2018-11-15,24.229999542236328
2018-11-16,24.149999618530273
2018-11-19,24.0
2018-11-20,23.899999618530273
2018-11-21,24.020000457763672
2018-11-23,23.93000030517578
2018-11-26,24.010000228881836
2018-11-27,23.92099952697754
2018-11-28,24.09000015258789
2018-11-29,24.100000381469727
2018-11-30,24.1200008392334
2018-12-03,24.246000289916992
2018-12-04,24.149999618530273
2018-12-06,24.079999923706055
2018-12-07,24.040000915527344
2018-12-10,24.017000198364258
2018-12-11,24.05500030517578
2018-12-12,24.152000427246094
2018-12-13,24.165000915527344
2018-12-14,24.1200008392334
2018-12-17,23.98900032043457
2018-12-18,23.895000457763672
2018-12-19,23.739999771118164
2018-12-20,23.49799919128418
2018-12-21,23.389999389648438
2018-12-24,23.030000686645508
2018-12-26,23.315000534057617
2018-12-27,23.309999465942383
2018-12-28,23.320999145507812
2018-12-31,23.40999984741211
2019-01-02,23.350000381469727
2019-01-03,23.270000457763672
2019-01-04,23.690000534057617
2019-01-07,23.860000610351562
2019-01-08,24.06999969482422
2019-01-09,24.139999389648438
2019-01-10,24.267000198364258
2019-01-11,24.200000762939453
2019-01-14,24.059999465942383
2019-01-15,24.184999465942383
2019-01-16,24.309999465942383
2019-01-17,24.325000762939453
2019-01-18,24.38599967956543
2019-01-22,24.15999984741211
2019-01-23,24.22100067138672
2019-01-24,24.274999618530273
2019-01-25,24.312999725341797
2019-01-28,24.34000015258789
2019-01-29,24.360000610351562
2019-01-30,24.47100067138672
2019-01-31,24.485000610351562
2019-02-01,24.4950008392334
2019-02-04,24.549999237060547
2019-02-05,24.6200008392334
2019-02-06,24.6299991607666
2019-02-07,24.579999923706055
2019-02-08,24.510000228881836
2019-02-11,24.55500030517578
2019-02-12,24.579999923706055
2019-02-13,24.610000610351562
2019-02-14,24.594999313354492
2019-02-15,24.670000076293945
2019-02-19,24.6200008392334
2019-02-20,24.59000015258789
2019-02-21,24.6200008392334
2019-02-22,24.665000915527344
2019-02-25,24.729999542236328
2019-02-26,24.764999389648438
2019-02-27,24.770000457763672
2019-02-28,24.690000534057617
2019-03-01,24.809999465942383
2019-03-04,24.799999237060547
2019-03-05,24.795000076293945
2019-03-06,24.774999618530273
2019-03-07,24.739999771118164
2019-03-08,24.709999084472656
2019-03-11,24.774999618530273
2019-03-12,24.780000686645508
2019-03-13,24.85300064086914
2019-03-14,24.884000778198242
2019-03-15,24.899999618530273
2019-03-18,24.799999237060547
2019-03-19,24.739999771118164
2019-03-20,24.889999389648438
2019-03-21,24.850000381469727
2019-03-22,24.795000076293945
2019-03-25,24.80900001525879
2019-03-26,24.825000762939453
2019-03-27,24.860000610351562
2019-03-28,24.8799991607666
2019-03-29,24.950000762939453
2019-04-01,24.96500015258789
2019-04-02,24.902000427246094
2019-04-03,24.96500015258789
2019-04-04,24.972999572753906
2019-04-05,25.030000686645508
2019-04-08,25.040000915527344
2019-04-09,25.010000228881836
2019-04-10,25.059999465942383
2019-04-11,25.18600082397461
2019-04-12,25.209999084472656
2019-04-15,25.229999542236328
2019-04-16,25.18400001525879
2019-04-17,25.170000076293945
2019-04-18,25.18000030517578
2019-04-22,25.045000076293945
2019-04-23,25.1200008392334
2019-04-24,25.059999465942383
2019-04-25,25.100000381469727
2019-04-26,25.190000534057617
2019-04-29,25.18000030517578
2019-04-30,25.170000076293945
2019-05-01,25.100000381469727
2019-05-02,25.110000610351562
2019-05-03,25.18000030517578
2019-05-06,25.170000076293945
2019-05-07,25.059999465942383
2019-05-08,25.1200008392334
2019-05-09,25.0
2019-05-10,25.110000610351562
2019-05-13,24.920000076293945
2019-05-14,24.959999084472656
2019-05-15,24.989999771118164
2019-05-16,25.06999969482422
2019-05-17,25.040000915527344
2019-05-20,24.940000534057617
2019-05-21,24.940000534057617
2019-05-22,24.979999542236328
2019-05-23,24.860000610351562
2019-05-24,24.8799991607666
2019-05-28,24.860000610351562
2019-05-29,24.809999465942383
2019-05-30,24.889999389648438
2019-05-31,24.729999542236328
2019-06-03,24.799999237060547
2019-06-04,24.93000030517578
2019-06-05,24.954999923706055
2019-06-06,25.024999618530273
2019-06-07,25.139999389648438
2019-06-10,25.139999389648438
2019-06-11,25.184999465942383
2019-06-12,25.163999557495117
2019-06-13,25.190000534057617
2019-06-14,25.179000854492188
2019-06-17,25.18000030517578
2019-06-18,25.239999771118164
2019-06-19,25.299999237060547
2019-06-20,25.420000076293945
2019-06-21,25.399999618530273
2019-06-24,25.209999084472656
2019-06-25,25.229999542236328
2019-06-26,25.19499969482422
2019-06-27,25.280000686645508
2019-06-28,25.264999389648438
2019-07-01,25.309999465942383
2019-07-02,25.360000610351562
2019-07-03,25.393999099731445
2019-07-05,25.332000732421875
2019-07-08,25.3700008392334
