,AAWW
2013-07-08,42.97999954223633
2013-07-09,43.54999923706055
2013-07-10,43.54999923706055
2013-07-11,43.9900016784668
2013-07-12,43.709999084472656
2013-07-15,43.90999984741211
2013-07-16,44.349998474121094
2013-07-17,44.54999923706055
2013-07-18,45.5
2013-07-19,45.79999923706055
2013-07-22,46.09000015258789
2013-07-23,45.369998931884766
2013-07-24,44.83000183105469
2013-07-25,44.790000915527344
2013-07-26,44.619998931884766
2013-07-29,44.59000015258789
2013-07-30,44.68000030517578
2013-07-31,44.63999938964844
2013-08-01,43.93000030517578
2013-08-02,43.81999969482422
2013-08-05,43.79999923706055
2013-08-06,43.5
2013-08-07,43.040000915527344
2013-08-08,42.7599983215332
2013-08-09,43.18000030517578
2013-08-12,42.91999816894531
2013-08-13,42.43000030517578
2013-08-14,43.06999969482422
2013-08-15,43.91999816894531
2013-08-16,44.06999969482422
2013-08-19,44.20000076293945
2013-08-20,46.61000061035156
2013-08-21,45.689998626708984
2013-08-22,46.959999084472656
2013-08-23,47.2400016784668
2013-08-26,48.0
2013-08-27,47.5
2013-08-28,47.470001220703125
2013-08-29,46.97999954223633
2013-08-30,46.20000076293945
2013-09-03,47.06999969482422
2013-09-04,47.40999984741211
2013-09-05,46.630001068115234
2013-09-06,46.380001068115234
2013-09-09,47.400001525878906
2013-09-10,48.34000015258789
2013-09-11,48.5
2013-09-12,47.09000015258789
2013-09-13,46.54999923706055
2013-09-16,46.900001525878906
2013-09-17,46.2599983215332
2013-09-18,46.970001220703125
2013-09-19,46.88999938964844
2013-09-20,46.29999923706055
2013-09-23,45.91999816894531
2013-09-24,45.4900016784668
2013-09-25,45.290000915527344
2013-09-26,46.22999954223633
2013-09-27,45.83000183105469
2013-09-30,46.029998779296875
2013-10-01,46.22999954223633
2013-10-02,46.0
2013-10-03,44.95000076293945
2013-10-04,44.0
2013-10-07,43.5
2013-10-08,43.2400016784668
2013-10-09,43.20000076293945
2013-10-10,44.0099983215332
2013-10-11,44.93000030517578
2013-10-14,44.90999984741211
2013-10-15,44.029998779296875
2013-10-16,44.52000045776367
2013-10-17,45.369998931884766
2013-10-18,46.0
2013-10-21,46.08000183105469
2013-10-22,46.7400016784668
2013-10-23,47.380001068115234
2013-10-24,48.720001220703125
2013-10-25,48.369998931884766
2013-10-28,49.63999938964844
2013-10-29,49.290000915527344
2013-10-30,48.689998626708984
2013-10-31,37.029998779296875
2013-11-01,38.5
2013-11-04,38.93000030517578
2013-11-05,38.439998626708984
2013-11-06,38.369998931884766
2013-11-07,38.38999938964844
2013-11-08,38.25
2013-11-11,38.25
2013-11-12,37.83000183105469
2013-11-13,37.84000015258789
2013-11-14,37.93000030517578
2013-11-15,37.959999084472656
2013-11-18,38.34000015258789
2013-11-19,37.31999969482422
2013-11-20,36.43000030517578
2013-11-21,37.34000015258789
2013-11-22,36.400001525878906
2013-11-25,36.689998626708984
2013-11-26,37.040000915527344
2013-11-27,38.15999984741211
2013-11-29,38.400001525878906
2013-12-02,37.52000045776367
2013-12-03,37.58000183105469
2013-12-04,37.16999816894531
2013-12-05,37.540000915527344
2013-12-06,37.459999084472656
2013-12-09,38.08000183105469
2013-12-10,37.27000045776367
2013-12-11,36.75
2013-12-12,36.77000045776367
2013-12-13,37.0
2013-12-16,37.7400016784668
2013-12-17,37.72999954223633
2013-12-18,37.900001525878906
2013-12-19,38.459999084472656
2013-12-20,39.91999816894531
2013-12-23,40.38999938964844
2013-12-24,40.209999084472656
2013-12-26,40.15999984741211
2013-12-27,40.630001068115234
2013-12-30,41.15999984741211
2013-12-31,41.150001525878906
2014-01-02,40.52000045776367
2014-01-03,40.529998779296875
2014-01-06,40.31999969482422
2014-01-07,40.439998626708984
2014-01-08,40.84000015258789
2014-01-09,41.91999816894531
2014-01-10,43.0
2014-01-13,42.83000183105469
2014-01-14,43.36000061035156
2014-01-15,43.849998474121094
2014-01-16,43.63999938964844
2014-01-17,38.029998779296875
2014-01-21,39.34000015258789
2014-01-22,39.43000030517578
2014-01-23,38.599998474121094
2014-01-24,37.2400016784668
2014-01-27,37.099998474121094
2014-01-28,36.2400016784668
2014-01-29,35.459999084472656
2014-01-30,35.650001525878906
2014-01-31,35.33000183105469
2014-02-03,34.22999954223633
2014-02-04,34.310001373291016
2014-02-05,33.83000183105469
2014-02-06,34.060001373291016
2014-02-07,34.040000915527344
2014-02-10,34.7599983215332
2014-02-11,33.7599983215332
2014-02-12,31.43000030517578
2014-02-13,32.4900016784668
2014-02-14,32.939998626708984
2014-02-18,32.33000183105469
2014-02-19,32.06999969482422
2014-02-20,32.619998931884766
2014-02-21,32.06999969482422
2014-02-24,31.979999542236328
2014-02-25,31.559999465942383
2014-02-26,31.43000030517578
2014-02-27,31.309999465942383
2014-02-28,30.1299991607666
2014-03-03,30.149999618530273
2014-03-04,30.950000762939453
2014-03-05,31.360000610351562
2014-03-06,32.41999816894531
2014-03-07,31.979999542236328
2014-03-10,32.52000045776367
2014-03-11,32.0099983215332
2014-03-12,32.29999923706055
2014-03-13,31.969999313354492
2014-03-14,31.850000381469727
2014-03-17,32.02000045776367
2014-03-18,32.15999984741211
2014-03-19,32.56999969482422
2014-03-20,32.59000015258789
2014-03-21,34.0
2014-03-24,33.790000915527344
2014-03-25,34.9900016784668
2014-03-26,34.20000076293945
2014-03-27,34.27000045776367
2014-03-28,34.380001068115234
2014-03-31,35.27000045776367
2014-04-01,35.66999816894531
2014-04-02,35.86000061035156
2014-04-03,35.619998931884766
2014-04-04,35.72999954223633
2014-04-07,34.970001220703125
2014-04-08,34.83000183105469
2014-04-09,35.04999923706055
2014-04-10,34.720001220703125
2014-04-11,34.22999954223633
2014-04-14,34.58000183105469
2014-04-15,34.720001220703125
2014-04-16,34.95000076293945
2014-04-17,35.349998474121094
2014-04-21,34.880001068115234
2014-04-22,35.84000015258789
2014-04-23,36.0099983215332
2014-04-24,35.47999954223633
2014-04-25,34.65999984741211
2014-04-28,34.33000183105469
2014-04-29,34.33000183105469
2014-04-30,34.9900016784668
2014-05-01,39.58000183105469
2014-05-02,37.939998626708984
2014-05-05,37.119998931884766
2014-05-06,36.61000061035156
2014-05-07,36.31999969482422
2014-05-08,35.779998779296875
2014-05-09,35.880001068115234
2014-05-12,36.36000061035156
2014-05-13,37.400001525878906
2014-05-14,36.5099983215332
2014-05-15,36.4900016784668
2014-05-16,36.7599983215332
2014-05-19,36.70000076293945
2014-05-20,36.540000915527344
2014-05-21,36.06999969482422
2014-05-22,36.65999984741211
2014-05-23,36.70000076293945
2014-05-27,37.06999969482422
2014-05-28,37.2599983215332
2014-05-29,37.369998931884766
2014-05-30,36.59000015258789
2014-06-02,35.65999984741211
2014-06-03,35.77000045776367
2014-06-04,36.4900016784668
2014-06-05,37.540000915527344
2014-06-06,37.90999984741211
2014-06-09,38.79999923706055
2014-06-10,38.459999084472656
2014-06-11,38.06999969482422
2014-06-12,37.04999923706055
2014-06-13,37.290000915527344
2014-06-16,36.95000076293945
2014-06-17,36.470001220703125
2014-06-18,37.0
2014-06-19,36.2599983215332
2014-06-20,35.709999084472656
2014-06-23,36.2599983215332
2014-06-24,36.5
2014-06-25,36.93000030517578
2014-06-26,36.31999969482422
2014-06-27,36.65999984741211
2014-06-30,36.849998474121094
2014-07-01,37.11000061035156
2014-07-02,37.349998474121094
2014-07-03,37.63999938964844
2014-07-07,36.61000061035156
2014-07-08,35.86000061035156
2014-07-09,35.540000915527344
2014-07-10,34.810001373291016
2014-07-11,34.54999923706055
2014-07-14,34.81999969482422
2014-07-15,35.790000915527344
2014-07-16,36.72999954223633
2014-07-17,35.970001220703125
2014-07-18,36.060001373291016
2014-07-21,35.689998626708984
2014-07-22,36.08000183105469
2014-07-23,35.91999816894531
2014-07-24,35.810001373291016
2014-07-25,34.970001220703125
2014-07-28,34.88999938964844
2014-07-29,35.08000183105469
2014-07-30,35.34000015258789
2014-07-31,34.220001220703125
2014-08-01,32.029998779296875
2014-08-04,32.25
2014-08-05,32.0
2014-08-06,32.380001068115234
2014-08-07,32.34000015258789
2014-08-08,33.060001373291016
2014-08-11,34.16999816894531
2014-08-12,33.529998779296875
2014-08-13,33.04999923706055
2014-08-14,33.2400016784668
2014-08-15,32.95000076293945
2014-08-18,33.77000045776367
2014-08-19,33.720001220703125
2014-08-20,33.41999816894531
2014-08-21,34.119998931884766
2014-08-22,33.880001068115234
2014-08-25,33.470001220703125
2014-08-26,33.4900016784668
2014-08-27,33.709999084472656
2014-08-28,32.959999084472656
2014-08-29,33.45000076293945
2014-09-02,33.849998474121094
2014-09-03,33.900001525878906
2014-09-04,34.459999084472656
2014-09-05,35.06999969482422
2014-09-08,34.72999954223633
2014-09-09,33.93000030517578
2014-09-10,33.97999954223633
2014-09-11,36.369998931884766
2014-09-12,36.5099983215332
2014-09-15,35.7599983215332
2014-09-16,35.619998931884766
2014-09-17,35.97999954223633
2014-09-18,36.04999923706055
2014-09-19,35.099998474121094
2014-09-22,34.77000045776367
2014-09-23,34.209999084472656
2014-09-24,34.119998931884766
2014-09-25,33.880001068115234
2014-09-26,33.970001220703125
2014-09-29,33.900001525878906
2014-09-30,33.02000045776367
2014-10-01,31.520000457763672
2014-10-02,31.989999771118164
2014-10-03,32.45000076293945
2014-10-06,32.4900016784668
2014-10-07,32.38999938964844
2014-10-08,32.83000183105469
2014-10-09,32.15999984741211
2014-10-10,31.770000457763672
2014-10-13,31.399999618530273
2014-10-14,32.189998626708984
2014-10-15,32.4900016784668
2014-10-16,32.939998626708984
2014-10-17,32.900001525878906
2014-10-20,33.15999984741211
2014-10-21,34.45000076293945
2014-10-22,33.529998779296875
2014-10-23,34.790000915527344
2014-10-24,34.77000045776367
2014-10-27,35.52000045776367
2014-10-28,36.75
2014-10-29,36.41999816894531
2014-10-30,36.369998931884766
2014-10-31,36.91999816894531
2014-11-03,37.47999954223633
2014-11-04,37.220001220703125
2014-11-05,37.11000061035156
2014-11-06,40.900001525878906
2014-11-07,41.689998626708984
2014-11-10,41.75
2014-11-11,41.61000061035156
2014-11-12,41.880001068115234
2014-11-13,41.06999969482422
2014-11-14,41.61000061035156
2014-11-17,41.20000076293945
2014-11-18,41.86000061035156
2014-11-19,42.150001525878906
2014-11-20,43.209999084472656
2014-11-21,44.029998779296875
2014-11-24,44.4900016784668
2014-11-25,45.060001373291016
2014-11-26,45.04999923706055
2014-11-28,45.650001525878906
2014-12-01,44.4900016784668
2014-12-02,46.65999984741211
2014-12-03,47.09000015258789
2014-12-04,47.349998474121094
2014-12-05,46.779998779296875
2014-12-08,46.66999816894531
2014-12-09,46.38999938964844
2014-12-10,46.689998626708984
2014-12-11,47.61000061035156
2014-12-12,46.619998931884766
2014-12-15,45.90999984741211
2014-12-16,45.119998931884766
2014-12-17,44.95000076293945
2014-12-18,46.25
2014-12-19,47.0
2014-12-22,47.54999923706055
2014-12-23,48.349998474121094
2014-12-24,48.52000045776367
2014-12-26,49.16999816894531
2014-12-29,49.15999984741211
2014-12-30,49.130001068115234
2014-12-31,49.29999923706055
2015-01-02,48.41999816894531
2015-01-05,46.650001525878906
2015-01-06,45.65999984741211
2015-01-07,46.47999954223633
2015-01-08,48.209999084472656
2015-01-09,47.56999969482422
2015-01-12,46.65999984741211
2015-01-13,46.66999816894531
2015-01-14,45.88999938964844
2015-01-15,45.47999954223633
2015-01-16,45.939998626708984
2015-01-20,46.38999938964844
2015-01-21,45.709999084472656
2015-01-22,47.45000076293945
2015-01-23,46.68000030517578
2015-01-26,47.209999084472656
2015-01-27,46.720001220703125
2015-01-28,45.529998779296875
2015-01-29,46.15999984741211
2015-01-30,45.20000076293945
2015-02-02,46.08000183105469
2015-02-03,47.06999969482422
2015-02-04,47.7599983215332
2015-02-05,48.36000061035156
2015-02-06,48.619998931884766
2015-02-09,48.459999084472656
2015-02-10,48.689998626708984
2015-02-11,49.970001220703125
2015-02-12,47.56999969482422
2015-02-13,48.0099983215332
2015-02-17,48.220001220703125
2015-02-18,47.93000030517578
2015-02-19,47.77000045776367
2015-02-20,47.22999954223633
2015-02-23,47.68000030517578
2015-02-24,47.47999954223633
2015-02-25,46.02000045776367
2015-02-26,45.5099983215332
2015-02-27,45.349998474121094
2015-03-02,45.279998779296875
2015-03-03,46.90999984741211
2015-03-04,46.08000183105469
2015-03-05,46.29999923706055
2015-03-06,45.77000045776367
2015-03-09,46.470001220703125
2015-03-10,44.97999954223633
2015-03-11,45.0
2015-03-12,46.150001525878906
2015-03-13,46.47999954223633
2015-03-16,46.40999984741211
2015-03-17,46.529998779296875
2015-03-18,46.939998626708984
2015-03-19,46.93000030517578
2015-03-20,47.16999816894531
2015-03-23,47.29999923706055
2015-03-24,47.220001220703125
2015-03-25,46.68000030517578
2015-03-26,44.619998931884766
2015-03-27,44.25
2015-03-30,44.7400016784668
2015-03-31,43.02000045776367
2015-04-01,43.43000030517578
2015-04-02,42.959999084472656
2015-04-06,42.5099983215332
2015-04-07,42.2599983215332
2015-04-08,43.0
2015-04-09,42.91999816894531
2015-04-10,43.720001220703125
2015-04-13,44.97999954223633
2015-04-14,44.689998626708984
2015-04-15,44.75
2015-04-16,44.4900016784668
2015-04-17,43.279998779296875
2015-04-20,43.810001373291016
2015-04-21,43.810001373291016
2015-04-22,42.97999954223633
2015-04-23,43.290000915527344
2015-04-24,43.060001373291016
2015-04-27,42.439998626708984
2015-04-28,43.54999923706055
2015-04-29,43.68000030517578
2015-04-30,48.7400016784668
2015-05-01,51.95000076293945
2015-05-04,54.31999969482422
2015-05-05,55.2400016784668
2015-05-06,55.849998474121094
2015-05-07,56.7599983215332
2015-05-08,56.52000045776367
2015-05-11,56.220001220703125
2015-05-12,56.560001373291016
2015-05-13,56.130001068115234
2015-05-14,56.15999984741211
2015-05-15,57.04999923706055
2015-05-18,58.7599983215332
2015-05-19,59.41999816894531
2015-05-20,58.439998626708984
2015-05-21,57.650001525878906
2015-05-22,57.13999938964844
2015-05-26,56.59000015258789
2015-05-27,58.04999923706055
2015-05-28,55.88999938964844
2015-05-29,54.47999954223633
2015-06-01,55.540000915527344
2015-06-02,54.59000015258789
2015-06-03,55.650001525878906
2015-06-04,53.900001525878906
2015-06-05,54.959999084472656
2015-06-08,53.43000030517578
2015-06-09,53.349998474121094
2015-06-10,54.81999969482422
2015-06-11,55.290000915527344
2015-06-12,54.68000030517578
2015-06-15,54.290000915527344
2015-06-16,53.7400016784668
2015-06-17,53.439998626708984
2015-06-18,55.040000915527344
2015-06-19,54.720001220703125
2015-06-22,55.63999938964844
2015-06-23,56.11000061035156
2015-06-24,56.02000045776367
2015-06-25,57.779998779296875
2015-06-26,57.59000015258789
2015-06-29,54.5
2015-06-30,54.959999084472656
2015-07-01,54.54999923706055
2015-07-02,54.58000183105469
2015-07-06,54.880001068115234
2015-07-07,54.15999984741211
2015-07-08,52.5
2015-07-09,52.209999084472656
2015-07-10,53.65999984741211
2015-07-13,52.9900016784668
2015-07-14,53.54999923706055
2015-07-15,52.029998779296875
2015-07-16,51.86000061035156
2015-07-17,51.33000183105469
2015-07-20,50.83000183105469
2015-07-21,51.70000076293945
2015-07-22,50.61000061035156
2015-07-23,49.599998474121094
2015-07-24,48.630001068115234
2015-07-27,48.70000076293945
2015-07-28,49.790000915527344
2015-07-29,51.63999938964844
2015-07-30,48.65999984741211
2015-07-31,49.150001525878906
2015-08-03,48.97999954223633
2015-08-04,48.02000045776367
2015-08-05,47.63999938964844
2015-08-06,46.59000015258789
2015-08-07,44.9900016784668
2015-08-10,46.630001068115234
2015-08-11,45.150001525878906
2015-08-12,45.16999816894531
2015-08-13,44.779998779296875
2015-08-14,45.060001373291016
2015-08-17,45.189998626708984
2015-08-18,45.20000076293945
2015-08-19,44.0099983215332
2015-08-20,41.880001068115234
2015-08-21,41.779998779296875
2015-08-24,39.75
2015-08-25,39.209999084472656
2015-08-26,39.459999084472656
2015-08-27,41.18000030517578
2015-08-28,41.56999969482422
2015-08-31,41.310001373291016
2015-09-01,38.40999984741211
2015-09-02,38.869998931884766
2015-09-03,38.540000915527344
2015-09-04,37.90999984741211
2015-09-08,38.86000061035156
2015-09-09,38.91999816894531
2015-09-10,39.68000030517578
2015-09-11,39.380001068115234
2015-09-14,38.68000030517578
2015-09-15,40.02000045776367
2015-09-16,39.75
2015-09-17,39.02000045776367
2015-09-18,38.029998779296875
2015-09-21,38.04999923706055
2015-09-22,37.31999969482422
2015-09-23,36.209999084472656
2015-09-24,36.220001220703125
2015-09-25,35.22999954223633
2015-09-28,34.220001220703125
2015-09-29,34.29999923706055
2015-09-30,34.560001373291016
2015-10-01,34.97999954223633
2015-10-02,35.97999954223633
2015-10-05,38.939998626708984
2015-10-06,39.25
2015-10-07,40.27000045776367
2015-10-08,40.84000015258789
2015-10-09,40.86000061035156
2015-10-12,40.9900016784668
2015-10-13,39.849998474121094
2015-10-14,40.439998626708984
2015-10-15,40.68000030517578
2015-10-16,40.310001373291016
2015-10-19,40.36000061035156
2015-10-20,40.63999938964844
2015-10-21,40.18000030517578
2015-10-22,41.5099983215332
2015-10-23,41.220001220703125
2015-10-26,41.04999923706055
2015-10-27,40.0
2015-10-28,40.27000045776367
2015-10-29,40.9900016784668
2015-10-30,41.2400016784668
2015-11-02,43.0
2015-11-03,42.470001220703125
2015-11-04,42.58000183105469
2015-11-05,39.40999984741211
2015-11-06,41.31999969482422
2015-11-09,39.689998626708984
2015-11-10,40.7599983215332
2015-11-11,40.72999954223633
2015-11-12,39.52000045776367
2015-11-13,39.33000183105469
2015-11-16,39.869998931884766
2015-11-17,40.27000045776367
2015-11-18,40.599998474121094
2015-11-19,40.880001068115234
2015-11-20,40.61000061035156
2015-11-23,40.7599983215332
2015-11-24,41.08000183105469
2015-11-25,40.77000045776367
2015-11-27,40.970001220703125
2015-11-30,41.31999969482422
2015-12-01,41.91999816894531
2015-12-02,40.7599983215332
2015-12-03,40.689998626708984
2015-12-04,41.27000045776367
2015-12-07,39.380001068115234
2015-12-08,38.369998931884766
2015-12-09,39.380001068115234
2015-12-10,40.27000045776367
2015-12-11,38.56999969482422
2015-12-14,38.91999816894531
2015-12-15,39.13999938964844
2015-12-16,40.279998779296875
2015-12-17,41.0
2015-12-18,39.59000015258789
2015-12-21,41.380001068115234
2015-12-22,41.70000076293945
2015-12-23,43.40999984741211
2015-12-24,43.77000045776367
2015-12-28,42.43000030517578
2015-12-29,41.83000183105469
2015-12-30,40.97999954223633
2015-12-31,41.34000015258789
2016-01-04,40.220001220703125
2016-01-05,39.810001373291016
2016-01-06,39.08000183105469
2016-01-07,35.91999816894531
2016-01-08,35.209999084472656
2016-01-11,33.7400016784668
2016-01-12,34.36000061035156
2016-01-13,33.52000045776367
2016-01-14,34.08000183105469
2016-01-15,33.369998931884766
2016-01-19,34.91999816894531
2016-01-20,36.209999084472656
2016-01-21,36.29999923706055
2016-01-22,36.06999969482422
2016-01-25,34.369998931884766
2016-01-26,35.869998931884766
2016-01-27,34.689998626708984
2016-01-28,34.529998779296875
2016-01-29,36.72999954223633
2016-02-01,36.18000030517578
2016-02-02,35.65999984741211
2016-02-03,35.0
2016-02-04,35.41999816894531
2016-02-05,35.61000061035156
2016-02-08,35.209999084472656
2016-02-09,35.27000045776367
2016-02-10,35.400001525878906
2016-02-11,35.470001220703125
2016-02-12,36.310001373291016
2016-02-16,37.119998931884766
2016-02-17,38.13999938964844
2016-02-18,37.09000015258789
2016-02-19,35.150001525878906
2016-02-22,36.880001068115234
2016-02-23,35.65999984741211
2016-02-24,36.58000183105469
2016-02-25,36.40999984741211
2016-02-26,36.880001068115234
2016-02-29,36.209999084472656
2016-03-01,37.38999938964844
2016-03-02,36.61000061035156
2016-03-03,38.209999084472656
2016-03-04,37.83000183105469
2016-03-07,40.220001220703125
2016-03-08,38.45000076293945
2016-03-09,38.650001525878906
2016-03-10,38.970001220703125
2016-03-11,40.66999816894531
2016-03-14,39.58000183105469
2016-03-15,38.7400016784668
2016-03-16,39.70000076293945
2016-03-17,41.650001525878906
2016-03-18,42.20000076293945
2016-03-21,42.959999084472656
2016-03-22,41.529998779296875
2016-03-23,40.72999954223633
2016-03-24,40.75
2016-03-28,40.36000061035156
2016-03-29,41.84000015258789
2016-03-30,42.11000061035156
2016-03-31,42.27000045776367
2016-04-01,41.209999084472656
2016-04-04,40.81999969482422
2016-04-05,39.459999084472656
2016-04-06,39.119998931884766
2016-04-07,38.36000061035156
2016-04-08,38.9900016784668
2016-04-11,38.849998474121094
2016-04-12,39.04999923706055
2016-04-13,40.84000015258789
2016-04-14,40.29999923706055
2016-04-15,40.34000015258789
2016-04-18,40.689998626708984
2016-04-19,41.61000061035156
2016-04-20,40.7599983215332
2016-04-21,40.290000915527344
2016-04-22,40.9900016784668
2016-04-25,39.54999923706055
2016-04-26,40.939998626708984
2016-04-27,41.93000030517578
2016-04-28,40.66999816894531
2016-04-29,39.939998626708984
2016-05-02,40.810001373291016
2016-05-03,39.029998779296875
2016-05-04,38.31999969482422
2016-05-05,48.65999984741211
2016-05-06,46.790000915527344
2016-05-09,46.02000045776367
2016-05-10,46.27000045776367
2016-05-11,46.58000183105469
2016-05-12,45.58000183105469
2016-05-13,44.2599983215332
2016-05-16,43.5
2016-05-17,42.65999984741211
2016-05-18,42.43000030517578
2016-05-19,43.099998474121094
2016-05-20,43.90999984741211
2016-05-23,43.02000045776367
2016-05-24,44.380001068115234
2016-05-25,44.959999084472656
2016-05-26,44.099998474121094
2016-05-27,44.119998931884766
2016-05-31,43.84000015258789
2016-06-01,43.20000076293945
2016-06-02,43.540000915527344
2016-06-03,42.75
2016-06-06,45.099998474121094
2016-06-07,45.939998626708984
2016-06-08,46.58000183105469
2016-06-09,46.81999969482422
2016-06-10,46.02000045776367
2016-06-13,44.70000076293945
2016-06-14,44.18000030517578
2016-06-15,43.790000915527344
2016-06-16,42.900001525878906
2016-06-17,43.34000015258789
2016-06-20,44.04999923706055
2016-06-21,43.22999954223633
2016-06-22,42.060001373291016
2016-06-23,43.09000015258789
2016-06-24,40.290000915527344
2016-06-27,38.45000076293945
2016-06-28,38.810001373291016
2016-06-29,40.209999084472656
2016-06-30,41.41999816894531
2016-07-01,41.2599983215332
2016-07-05,39.84000015258789
2016-07-06,39.70000076293945
2016-07-07,39.88999938964844
2016-07-08,40.970001220703125
2016-07-11,41.4900016784668
2016-07-12,42.790000915527344
2016-07-13,42.720001220703125
2016-07-14,43.06999969482422
2016-07-15,43.150001525878906
2016-07-18,43.2599983215332
2016-07-19,43.0099983215332
2016-07-20,42.290000915527344
2016-07-21,41.61000061035156
2016-07-22,42.0099983215332
2016-07-25,41.810001373291016
2016-07-26,41.75
2016-07-27,42.29999923706055
2016-07-28,42.52000045776367
2016-07-29,43.22999954223633
2016-08-01,43.560001373291016
2016-08-02,41.099998474121094
2016-08-03,38.25
2016-08-04,35.7400016784668
2016-08-05,35.959999084472656
2016-08-08,35.869998931884766
2016-08-09,35.119998931884766
2016-08-10,35.18000030517578
2016-08-11,35.02000045776367
2016-08-12,34.68000030517578
2016-08-15,35.459999084472656
2016-08-16,35.060001373291016
2016-08-17,34.619998931884766
2016-08-18,34.689998626708984
2016-08-19,34.83000183105469
2016-08-22,34.70000076293945
2016-08-23,35.040000915527344
2016-08-24,35.560001373291016
2016-08-25,35.209999084472656
2016-08-26,36.34000015258789
2016-08-29,35.810001373291016
2016-08-30,36.810001373291016
2016-08-31,37.13999938964844
2016-09-01,38.130001068115234
2016-09-02,38.86000061035156
2016-09-06,38.90999984741211
2016-09-07,40.16999816894531
2016-09-08,39.900001525878906
2016-09-09,38.560001373291016
2016-09-12,38.959999084472656
2016-09-13,37.880001068115234
2016-09-14,37.540000915527344
2016-09-15,38.630001068115234
2016-09-16,37.709999084472656
2016-09-19,38.36000061035156
2016-09-20,38.31999969482422
2016-09-21,39.2400016784668
2016-09-22,40.75
2016-09-23,40.66999816894531
2016-09-26,40.099998474121094
2016-09-27,40.20000076293945
2016-09-28,41.689998626708984
2016-09-29,41.959999084472656
2016-09-30,42.81999969482422
2016-10-03,42.209999084472656
2016-10-04,41.970001220703125
2016-10-05,43.29999923706055
2016-10-06,42.61000061035156
2016-10-07,42.130001068115234
2016-10-10,42.88999938964844
2016-10-11,42.439998626708984
2016-10-12,42.84000015258789
2016-10-13,41.63999938964844
2016-10-14,41.2599983215332
2016-10-17,41.150001525878906
2016-10-18,42.0
2016-10-19,42.75
2016-10-20,42.599998474121094
2016-10-21,42.45000076293945
2016-10-24,42.95000076293945
2016-10-25,42.150001525878906
2016-10-26,42.349998474121094
2016-10-27,42.04999923706055
2016-10-28,42.150001525878906
2016-10-31,41.849998474121094
2016-11-01,41.79999923706055
2016-11-02,41.20000076293945
2016-11-03,42.54999923706055
2016-11-04,43.25
2016-11-07,44.900001525878906
2016-11-08,44.75
2016-11-09,44.45000076293945
2016-11-10,45.95000076293945
2016-11-11,47.849998474121094
2016-11-14,50.5
2016-11-15,50.25
2016-11-16,49.29999923706055
2016-11-17,50.45000076293945
2016-11-18,50.849998474121094
2016-11-21,50.54999923706055
2016-11-22,50.900001525878906
2016-11-23,51.29999923706055
2016-11-25,51.25
2016-11-28,50.20000076293945
2016-11-29,49.95000076293945
2016-11-30,49.400001525878906
2016-12-01,49.75
2016-12-02,49.650001525878906
2016-12-05,50.25
2016-12-06,50.45000076293945
2016-12-07,51.0
2016-12-08,52.0
2016-12-09,52.79999923706055
2016-12-12,51.75
2016-12-13,52.400001525878906
2016-12-14,51.54999923706055
2016-12-15,51.900001525878906
2016-12-16,50.75
2016-12-19,50.5
2016-12-20,52.70000076293945
2016-12-21,53.45000076293945
2016-12-22,52.650001525878906
2016-12-23,52.79999923706055
2016-12-27,52.95000076293945
2016-12-28,52.29999923706055
2016-12-29,52.150001525878906
2016-12-30,52.150001525878906
2017-01-03,51.54999923706055
2017-01-04,52.150001525878906
2017-01-05,51.150001525878906
2017-01-06,50.75
2017-01-09,51.0
2017-01-10,52.150001525878906
2017-01-11,53.150001525878906
2017-01-12,51.849998474121094
2017-01-13,52.20000076293945
2017-01-17,50.849998474121094
2017-01-18,51.70000076293945
2017-01-19,50.849998474121094
2017-01-20,50.849998474121094
2017-01-23,50.29999923706055
2017-01-24,51.849998474121094
2017-01-25,54.45000076293945
2017-01-26,54.0
2017-01-27,54.75
2017-01-30,53.400001525878906
2017-01-31,52.75
2017-02-01,52.849998474121094
2017-02-02,52.29999923706055
2017-02-03,52.400001525878906
2017-02-06,51.599998474121094
2017-02-07,51.54999923706055
2017-02-08,50.72999954223633
2017-02-09,51.650001525878906
2017-02-10,51.900001525878906
2017-02-13,52.95000076293945
2017-02-14,52.29999923706055
2017-02-15,54.400001525878906
2017-02-16,54.0
2017-02-17,53.70000076293945
2017-02-21,53.29999923706055
2017-02-22,53.54999923706055
2017-02-23,56.0
2017-02-24,56.400001525878906
2017-02-27,57.45000076293945
2017-02-28,56.849998474121094
2017-03-01,57.79999923706055
2017-03-02,57.099998474121094
2017-03-03,56.849998474121094
2017-03-06,56.29999923706055
2017-03-07,55.099998474121094
2017-03-08,54.45000076293945
2017-03-09,54.20000076293945
2017-03-10,54.29999923706055
2017-03-13,53.849998474121094
2017-03-14,53.650001525878906
2017-03-15,54.099998474121094
2017-03-16,53.75
2017-03-17,54.70000076293945
2017-03-20,53.20000076293945
2017-03-21,51.349998474121094
2017-03-22,51.400001525878906
2017-03-23,51.75
2017-03-24,51.45000076293945
2017-03-27,51.849998474121094
2017-03-28,53.349998474121094
2017-03-29,54.29999923706055
2017-03-30,55.650001525878906
2017-03-31,55.45000076293945
2017-04-03,53.650001525878906
2017-04-04,54.04999923706055
2017-04-05,53.599998474121094
2017-04-06,54.0
2017-04-07,53.849998474121094
2017-04-10,55.79999923706055
2017-04-11,55.650001525878906
2017-04-12,55.25
2017-04-13,53.900001525878906
