,CRSAU
2019-10-09,10.199999809265137
2019-10-10,10.220100402832031
2019-10-11,10.239999771118164
2019-10-14,10.239999771118164
2019-10-15,10.239999771118164
2019-10-16,10.239999771118164
2019-10-17,10.239999771118164
2019-10-18,10.239999771118164
2019-10-21,10.239999771118164
2019-10-22,10.220100402832031
2019-10-23,10.25
2019-10-24,10.25730037689209
2019-10-25,10.1899995803833
2019-10-28,10.1899995803833
2019-10-29,10.270000457763672
2019-10-30,10.26729965209961
2019-10-31,10.270000457763672
2019-11-01,10.270000457763672
2019-11-04,10.26729965209961
2019-11-05,10.270000457763672
2019-11-06,10.270000457763672
2019-11-07,10.270000457763672
2019-11-08,10.270000457763672
2019-11-11,10.25
2019-11-12,10.1899995803833
2019-11-13,10.1899995803833
2019-11-14,10.149999618530273
2019-11-15,10.149999618530273
2019-11-18,10.234999656677246
2019-11-19,10.234999656677246
2019-11-20,10.199999809265137
2019-11-21,10.199999809265137
2019-11-22,10.199999809265137
2019-11-25,10.149999618530273
2019-11-26,10.149999618530273
2019-11-27,10.229999542236328
2019-11-29,10.25
2019-12-02,10.229999542236328
2019-12-03,10.229999542236328
2019-12-04,10.229999542236328
2019-12-05,10.229999542236328
2019-12-06,10.229999542236328
2019-12-09,10.260000228881836
2019-12-10,10.260000228881836
2019-12-11,10.260000228881836
2019-12-12,10.260000228881836
2019-12-13,10.199999809265137
2019-12-16,10.350000381469727
2019-12-17,10.350000381469727
2019-12-18,10.300000190734863
2019-12-19,10.29990005493164
2019-12-20,10.29990005493164
2019-12-23,10.29990005493164
2019-12-24,10.29990005493164
2019-12-26,10.29990005493164
2019-12-27,10.29990005493164
2019-12-30,10.29990005493164
2019-12-31,10.29990005493164
2020-01-02,10.25
2020-01-03,10.25
2020-01-06,10.34000015258789
2020-01-07,10.34000015258789
2020-01-08,10.434000015258789
2020-01-09,10.350000381469727
2020-01-10,10.350000381469727
2020-01-13,10.350000381469727
2020-01-14,10.350000381469727
2020-01-15,10.25100040435791
2020-01-16,10.380000114440918
2020-01-17,10.449999809265137
2020-01-21,10.449999809265137
2020-01-22,10.470000267028809
2020-01-23,10.501999855041504
2020-01-24,10.550000190734863
2020-01-27,10.529999732971191
2020-01-28,10.428400039672852
2020-01-29,10.428400039672852
2020-01-30,10.428400039672852
2020-01-31,10.40999984741211
2020-02-03,10.40999984741211
2020-02-04,10.40999984741211
2020-02-05,10.40999984741211
2020-02-06,10.40999984741211
2020-02-07,10.5
2020-02-10,10.479999542236328
2020-02-11,10.5
2020-02-12,10.5600004196167
2020-02-13,10.479999542236328
2020-02-14,10.479999542236328
2020-02-18,10.479999542236328
2020-02-19,10.479999542236328
2020-02-20,10.479999542236328
2020-02-21,10.5
2020-02-24,10.5
2020-02-25,10.5
2020-02-26,10.5
2020-02-27,10.479999542236328
2020-02-28,10.420000076293945
2020-03-02,10.40999984741211
2020-03-03,10.40999984741211
2020-03-04,10.453200340270996
2020-03-05,10.453200340270996
2020-03-06,10.40999984741211
2020-03-09,10.25
2020-03-10,10.399999618530273
2020-03-11,10.390000343322754
2020-03-12,10.199999809265137
2020-03-13,10.199999809265137
2020-03-16,9.760000228881836
2020-03-17,10.302499771118164
2020-03-18,10.149999618530273
2020-03-19,10.050000190734863
2020-03-20,10.050000190734863
2020-03-23,9.800000190734863
2020-03-24,9.800000190734863
2020-03-25,9.880000114440918
2020-03-26,9.880000114440918
2020-03-27,9.880000114440918
2020-03-30,9.880000114440918
2020-03-31,10.25
2020-04-01,10.100000381469727
2020-04-02,10.100000381469727
2020-04-03,10.100000381469727
2020-04-06,10.279999732971191
2020-04-07,10.279999732971191
2020-04-08,10.279999732971191
2020-04-09,10.279999732971191
2020-04-13,10.279999732971191
2020-04-14,10.199999809265137
2020-04-15,10.199999809265137
2020-04-16,10.199999809265137
2020-04-17,10.199999809265137
2020-04-20,10.149999618530273
2020-04-21,10.119999885559082
2020-04-22,10.119999885559082
2020-04-23,10.119999885559082
2020-04-24,10.119999885559082
2020-04-27,10.119999885559082
2020-04-28,10.119999885559082
2020-04-29,10.119999885559082
2020-04-30,10.119999885559082
2020-05-01,10.119999885559082
2020-05-04,10.199999809265137
2020-05-05,10.199999809265137
2020-05-06,10.199999809265137
2020-05-07,10.199999809265137
2020-05-08,10.199999809265137
2020-05-11,10.199999809265137
2020-05-12,10.199999809265137
2020-05-13,10.198399543762207
2020-05-14,10.198399543762207
2020-05-15,10.198399543762207
2020-05-18,10.198399543762207
2020-05-19,10.119999885559082
2020-05-20,10.119999885559082
2020-05-21,10.119999885559082
2020-05-22,10.119999885559082
2020-05-26,10.119999885559082
2020-05-27,10.119999885559082
2020-05-28,10.119999885559082
2020-05-29,10.119999885559082
2020-06-01,10.119999885559082
2020-06-02,10.119999885559082
2020-06-03,10.300000190734863
2020-06-04,10.5
2020-06-05,10.5
2020-06-08,10.499899864196777
2020-06-09,10.479900360107422
2020-06-10,10.449899673461914
2020-06-11,10.449899673461914
2020-06-12,10.449899673461914
2020-06-15,10.449899673461914
2020-06-16,10.449899673461914
2020-06-17,10.449899673461914
2020-06-18,10.649999618530273
2020-06-19,10.399999618530273
2020-06-22,13.220000267028809
2020-06-23,12.75
2020-06-24,11.199299812316895
2020-06-25,11.5
2020-06-26,11.100000381469727
2020-06-29,11.119999885559082
2020-06-30,10.899999618530273
2020-07-01,11.074999809265137
2020-07-02,10.524999618530273
2020-07-06,11.149999618530273
2020-07-07,11.699999809265137
2020-07-08,10.990500450134277
2020-07-09,10.990500450134277
2020-07-10,10.990500450134277
2020-07-13,10.800000190734863
2020-07-14,10.600000381469727
2020-07-15,10.600000381469727
2020-07-16,10.600000381469727
2020-07-17,10.600000381469727
2020-07-20,10.600000381469727
2020-07-21,10.600000381469727
2020-07-22,10.600000381469727
2020-07-23,10.600000381469727
2020-07-24,10.600000381469727
2020-07-27,10.600000381469727
2020-07-28,10.600000381469727
2020-07-29,10.599499702453613
2020-07-30,10.5
2020-07-31,10.5
2020-08-03,10.5
2020-08-04,10.489999771118164
2020-08-05,10.399999618530273
2020-08-06,10.399999618530273
2020-08-07,10.399999618530273
2020-08-10,10.399999618530273
2020-08-11,10.460000038146973
2020-08-12,10.414999961853027
2020-08-13,10.40999984741211
2020-08-14,10.40999984741211
2020-08-17,10.40999984741211
2020-08-18,10.354999542236328
2020-08-19,10.359999656677246
2020-08-20,10.359999656677246
2020-08-21,10.319999694824219
2020-08-24,10.319999694824219
2020-08-25,10.319999694824219
2020-08-26,10.319999694824219
2020-08-27,10.319999694824219
2020-08-28,10.319999694824219
2020-08-31,10.449999809265137
2020-09-01,10.528300285339355
2020-09-02,10.57289981842041
2020-09-03,10.57289981842041
2020-09-04,10.57289981842041
2020-09-08,10.600000381469727
2020-09-09,11.75
2020-09-10,11.75
2020-09-11,11.199999809265137
2020-09-14,10.890000343322754
2020-09-15,11.649999618530273
2020-09-16,10.600000381469727
2020-09-17,10.600000381469727
2020-09-18,10.600000381469727
2020-09-21,10.600000381469727
2020-09-22,10.600000381469727
2020-09-23,10.600000381469727
2020-09-24,10.600000381469727
2020-09-25,10.600000381469727
2020-09-28,10.600000381469727
2020-09-29,10.600000381469727
2020-09-30,10.600000381469727
2020-10-01,10.528400421142578
2020-10-02,10.528400421142578
2020-10-05,10.550000190734863
2020-10-06,10.229999542236328
2020-10-07,10.229999542236328
2020-10-08,10.289999961853027
2020-10-09,10.5
2020-10-12,10.430000305175781
2020-10-13,10.350000381469727
2020-10-14,10.350000381469727
2020-10-15,10.350000381469727
2020-10-16,10.34000015258789
2020-10-19,10.34000015258789
2020-10-20,10.34000015258789
2020-10-21,10.300000190734863
2020-10-22,10.300000190734863
2020-10-23,10.300000190734863
2020-10-26,10.300000190734863
2020-10-27,10.300000190734863
2020-10-28,10.300000190734863
2020-10-29,10.300000190734863
2020-10-30,10.25
2020-11-02,10.25
2020-11-03,10.25
2020-11-04,10.25
2020-11-05,10.25
2020-11-06,10.25
2020-11-09,10.25
2020-11-10,9.170000076293945
2020-11-11,10.200799942016602
2020-11-12,10.449999809265137
2020-11-13,10.300000190734863
2020-11-16,10.359999656677246
2020-11-17,10.373499870300293
2020-11-18,10.75
2020-11-19,10.800000190734863
2020-11-20,10.800000190734863
2020-11-23,10.800000190734863
2020-11-24,10.800000190734863
2020-11-25,10.800000190734863
2020-11-27,10.800000190734863
2020-11-30,10.800000190734863
2020-12-01,10.800000190734863
2020-12-02,10.720000267028809
2020-12-03,10.720000267028809
2020-12-04,10.720000267028809
2020-12-07,10.720000267028809
2020-12-08,10.460000038146973
2020-12-09,10.756199836730957
2020-12-10,10.880000114440918
2020-12-11,11.25
2020-12-14,11.25
2020-12-15,11.25
2020-12-16,11.25
2020-12-17,11.25
2020-12-18,11.25
2020-12-21,11.25
2020-12-22,11.25
2020-12-23,11.25
2020-12-24,11.25
2020-12-28,11.25
2020-12-29,11.25
2020-12-30,11.25
2020-12-31,11.25
2021-01-04,11.25
2021-01-05,11.25
2021-01-06,10.5
2021-01-07,10.5
2021-01-08,11.594300270080566
2021-01-11,11.594300270080566
2021-01-12,11.594300270080566
2021-01-13,11.594300270080566
2021-01-14,12.149999618530273
2021-01-15,12.25
2021-01-19,12.5
2021-01-20,12.75
2021-01-21,11.75
2021-01-22,11.760000228881836
2021-01-25,11.430000305175781
2021-01-26,12.424200057983398
2021-01-27,12.424200057983398
2021-01-28,11.13010025024414
2021-01-29,11.25
2021-02-01,11.300000190734863
2021-02-02,11.300000190734863
2021-02-03,11.300000190734863
2021-02-04,11.300000190734863
2021-02-05,11.199999809265137
2021-02-08,11.199999809265137
2021-02-09,11.199999809265137
2021-02-10,11.600000381469727
2021-02-11,11.600000381469727
2021-02-12,11.600000381469727
2021-02-16,12.760000228881836
2021-02-17,12.199999809265137
2021-02-18,12.199999809265137
2021-02-19,12.199999809265137
2021-02-22,12.199999809265137
2021-02-23,12.199999809265137
2021-02-24,12.199999809265137
2021-02-25,10.819999694824219
2021-02-26,10.800000190734863
2021-03-01,10.64009952545166
2021-03-02,10.64009952545166
2021-03-03,10.64009952545166
2021-03-04,10.64009952545166
2021-03-05,10.64009952545166
2021-03-08,10.64009952545166
2021-03-09,10.64009952545166
2021-03-10,10.64009952545166
2021-03-11,10.899999618530273
2021-03-12,10.899999618530273
2021-03-15,10.899999618530273
2021-03-16,10.899999618530273
2021-03-17,11.199999809265137
2021-03-18,11.199999809265137
2021-03-19,11.199999809265137
2021-03-22,11.199999809265137
2021-03-23,11.199999809265137
2021-03-24,11.199999809265137
2021-03-25,11.199999809265137
2021-03-26,11.199999809265137
2021-03-29,10.640000343322754
2021-03-30,10.640000343322754
2021-03-31,10.53499984741211
2021-04-01,10.53499984741211
2021-04-05,10.949999809265137
2021-04-06,10.949999809265137
2021-04-07,10.680999755859375
2021-04-08,10.680999755859375
2021-04-09,10.520000457763672
2021-04-12,10.520000457763672
2021-04-13,10.520000457763672
2021-04-14,10.520000457763672
2021-04-15,10.390000343322754
2021-04-16,10.44950008392334
2021-04-19,10.44950008392334
2021-04-20,10.44950008392334
2021-04-21,10.479499816894531
2021-04-22,10.479499816894531
2021-04-23,10.479499816894531
2021-04-26,10.479499816894531
2021-04-27,10.479499816894531
2021-04-28,10.479499816894531
2021-04-29,10.479499816894531
2021-04-30,10.479499816894531
2021-05-03,10.479499816894531
2021-05-04,10.510000228881836
2021-05-05,10.510000228881836
2021-05-06,10.510000228881836
2021-05-07,10.510000228881836
2021-05-10,10.40999984741211
2021-05-11,10.40999984741211
2021-05-12,10.40999984741211
2021-05-13,10.40999984741211
2021-05-14,10.40999984741211
