,EVK
2008-07-16,4.880000114440918
2008-07-17,4.800000190734863
2008-07-18,4.349999904632568
2008-07-21,4.440000057220459
2008-07-22,4.579999923706055
2008-07-23,4.400000095367432
2008-07-24,4.199999809265137
2008-07-25,4.400000095367432
2008-07-28,4.400000095367432
2008-07-29,4.090000152587891
2008-07-30,4.5
2008-07-31,4.699999809265137
2008-08-01,4.800000190734863
2008-08-04,4.349999904632568
2008-08-05,4.489999771118164
2008-08-06,4.349999904632568
2008-08-07,4.099999904632568
2008-08-08,4.159999847412109
2008-08-11,4.159999847412109
2008-08-12,4.119999885559082
2008-08-13,4.03000020980835
2008-08-14,3.9200000762939453
2008-08-15,3.940000057220459
2008-08-18,3.8299999237060547
2008-08-19,3.5399999618530273
2008-08-20,3.359999895095825
2008-08-21,3.2799999713897705
2008-08-22,3.380000114440918
2008-08-25,3.380000114440918
2008-08-26,3.140000104904175
2008-08-27,3.1600000858306885
2008-08-28,3.240000009536743
2008-08-29,3.450000047683716
2008-09-02,3.5999999046325684
2008-09-03,3.6500000953674316
2008-09-04,3.700000047683716
2008-09-05,3.6500000953674316
2008-09-08,3.5
2008-09-09,3.299999952316284
2008-09-10,3.1500000953674316
2008-09-11,3.25
2008-09-12,3.0799999237060547
2008-09-15,2.700000047683716
2008-09-16,2.75
2008-09-17,2.6500000953674316
2008-09-18,2.609999895095825
2008-09-19,2.5
2008-09-22,2.4000000953674316
2008-09-23,2.299999952316284
2008-09-24,2.25
2008-09-25,2.1500000953674316
2008-09-26,2.0999999046325684
2008-09-29,1.899999976158142
2008-09-30,1.9500000476837158
2008-10-01,2.049999952316284
2008-10-02,2.0
2008-10-03,1.909999966621399
2008-10-06,1.9500000476837158
2008-10-07,1.7100000381469727
2008-10-08,1.5
2008-10-09,1.4700000286102295
2008-10-10,1.4700000286102295
2008-10-13,2.0
2008-10-14,1.940000057220459
2008-10-15,1.7999999523162842
2008-10-16,2.140000104904175
2008-10-17,2.390000104904175
2008-10-20,2.490000009536743
2008-10-21,2.4000000953674316
2008-10-22,2.3499999046325684
2008-10-23,2.1600000858306885
2008-10-24,2.1500000953674316
2008-10-27,2.0999999046325684
2008-10-28,2.0
2008-10-29,2.049999952316284
2008-10-30,2.1500000953674316
2008-10-31,2.299999952316284
2008-11-03,2.319999933242798
2008-11-04,2.4700000286102295
2008-11-05,2.450000047683716
2008-11-06,2.450000047683716
2008-11-07,2.049999952316284
2008-11-10,1.9600000381469727
2008-11-11,2.25
2008-11-12,2.190000057220459
2008-11-13,2.2799999713897705
2008-11-14,2.25
2008-11-17,1.9900000095367432
2008-11-18,1.7999999523162842
2008-11-19,1.6100000143051147
2008-11-20,1.5700000524520874
2008-11-21,1.7300000190734863
2008-11-24,1.2999999523162842
2008-11-25,1.25
2008-11-26,1.2000000476837158
2008-11-28,1.159999966621399
2008-12-01,1.100000023841858
2008-12-02,1.0499999523162842
2008-12-03,0.9599999785423279
2008-12-04,0.9300000071525574
2008-12-05,0.8899999856948853
2008-12-08,0.9200000166893005
2008-12-09,0.9100000262260437
2008-12-10,0.9300000071525574
2008-12-11,0.9399999976158142
2008-12-12,0.9300000071525574
2008-12-15,0.9300000071525574
2008-12-16,0.9599999785423279
2008-12-17,1.100000023841858
2008-12-18,1.059999942779541
2008-12-19,1.059999942779541
2008-12-22,1.100000023841858
2008-12-23,1.0499999523162842
2008-12-24,1.059999942779541
2008-12-26,1.0499999523162842
2008-12-29,1.0099999904632568
2008-12-30,1.0800000429153442
2008-12-31,1.059999942779541
2009-01-02,1.100000023841858
2009-01-05,1.090000033378601
2009-01-06,1.1200000047683716
2009-01-07,1.1200000047683716
2009-01-08,1.0499999523162842
2009-01-09,0.9900000095367432
2009-01-12,0.9800000190734863
2009-01-13,0.9800000190734863
2009-01-14,0.9800000190734863
2009-01-15,0.9599999785423279
2009-01-16,0.9599999785423279
2009-01-20,0.8700000047683716
2009-01-21,0.9700000286102295
2009-01-22,0.9700000286102295
2009-01-23,0.9599999785423279
2009-01-26,0.8899999856948853
2009-01-27,0.8899999856948853
2009-01-28,0.8600000143051147
2009-01-29,0.8500000238418579
2009-01-30,0.8600000143051147
2009-02-02,0.949999988079071
2009-02-03,0.8999999761581421
2009-02-04,0.949999988079071
2009-02-05,0.949999988079071
2009-02-06,0.8999999761581421
2009-02-09,0.8799999952316284
2009-02-10,0.8500000238418579
2009-02-11,0.8600000143051147
2009-02-12,0.8500000238418579
2009-02-13,0.7699999809265137
2009-02-17,0.7699999809265137
2009-02-18,0.7900000214576721
2009-02-19,0.7900000214576721
2009-02-20,0.7699999809265137
2009-02-23,0.7699999809265137
2009-02-24,0.7699999809265137
2009-02-25,0.7699999809265137
2009-02-26,0.7699999809265137
2009-02-27,0.7699999809265137
2009-03-02,0.7699999809265137
2009-03-03,0.7699999809265137
2009-03-04,0.75
2009-03-05,0.75
2009-03-06,0.8299999833106995
2009-03-09,0.8100000023841858
2009-03-10,0.800000011920929
2009-03-11,0.800000011920929
2009-03-12,0.8899999856948853
2009-03-13,0.800000011920929
2009-03-16,0.7400000095367432
2009-03-17,0.6499999761581421
2009-03-18,0.7900000214576721
2009-03-19,0.75
2009-03-20,0.800000011920929
2009-03-23,0.9800000190734863
2009-03-24,1.149999976158142
2009-03-25,1.149999976158142
2009-03-26,2.109999895095825
2009-03-27,2.3499999046325684
2009-03-30,2.3299999237060547
2009-03-31,2.5
2009-04-01,2.309999942779541
2009-04-02,2.4000000953674316
2009-04-03,2.440000057220459
2009-04-06,2.369999885559082
2009-04-07,2.5
2009-04-08,2.2699999809265137
2009-04-09,2.4000000953674316
2009-04-13,2.2300000190734863
2009-04-14,2.059999942779541
2009-04-15,2.059999942779541
2009-04-16,1.9800000190734863
2009-04-17,2.0299999713897705
2009-04-20,1.940000057220459
2009-04-21,1.8300000429153442
2009-04-22,1.6699999570846558
2009-04-23,1.940000057220459
2009-04-24,2.0399999618530273
2009-04-27,1.899999976158142
2009-04-28,1.7899999618530273
2009-04-29,1.75
2009-04-30,1.590000033378601
2009-05-01,1.5399999618530273
2009-05-04,1.840000033378601
2009-05-05,1.850000023841858
2009-05-06,1.7300000190734863
2009-05-07,1.7899999618530273
2009-05-08,1.75
2009-05-11,1.75
2009-05-12,1.7999999523162842
2009-05-13,2.0999999046325684
2009-05-14,2.180000066757202
2009-05-15,2.3499999046325684
2009-05-18,2.359999895095825
2009-05-19,2.319999933242798
2009-05-20,2.25
2009-05-21,1.9800000190734863
2009-05-22,1.9800000190734863
2009-05-26,2.0
2009-05-27,2.049999952316284
2009-05-28,1.9800000190734863
2009-05-29,1.899999976158142
2009-06-01,1.850000023841858
2009-06-02,2.1700000762939453
2009-06-03,2.2799999713897705
2009-06-04,2.1500000953674316
2009-06-05,2.430000066757202
2009-06-08,2.5
2009-06-09,2.140000104904175
2009-06-10,2.059999942779541
2009-06-11,2.130000114440918
2009-06-12,2.059999942779541
2009-06-15,2.0
2009-06-16,1.9500000476837158
2009-06-17,1.8200000524520874
2009-06-18,1.9199999570846558
2009-06-19,1.9600000381469727
2009-06-22,1.899999976158142
2009-06-23,1.6699999570846558
2009-06-24,1.7000000476837158
2009-06-25,1.9299999475479126
2009-06-26,1.940000057220459
2009-06-29,1.8700000047683716
2009-06-30,1.850000023841858
2009-07-01,1.7799999713897705
2009-07-02,1.75
2009-07-06,1.7000000476837158
2009-07-07,1.659999966621399
2009-07-08,1.690000057220459
2009-07-09,1.7000000476837158
2009-07-10,1.75
2009-07-13,1.6200000047683716
2009-07-14,1.649999976158142
2009-07-15,1.7300000190734863
2009-07-16,1.7400000095367432
2009-07-17,1.659999966621399
2009-07-20,1.7300000190734863
2009-07-21,1.7200000286102295
2009-07-22,1.7899999618530273
2009-07-23,1.7599999904632568
2009-07-24,1.7999999523162842
2009-07-27,1.7999999523162842
2009-07-28,1.7999999523162842
2009-07-29,1.7799999713897705
2009-07-30,1.75
2009-07-31,1.7999999523162842
2009-08-03,1.9900000095367432
2009-08-04,1.899999976158142
2009-08-05,2.009999990463257
2009-08-06,1.7000000476837158
2009-08-07,1.850000023841858
2009-08-10,1.7000000476837158
2009-08-11,1.7899999618530273
2009-08-12,1.7400000095367432
2009-08-13,1.7000000476837158
2009-08-14,1.6399999856948853
2009-08-17,1.6100000143051147
2009-08-18,1.6200000047683716
2009-08-19,1.6399999856948853
2009-08-20,1.6799999475479126
2009-08-21,1.7000000476837158
2009-08-24,1.7000000476837158
2009-08-25,1.75
2009-08-26,1.6799999475479126
2009-08-27,1.75
2009-08-28,1.840000033378601
2009-08-31,1.75
2009-09-01,1.850000023841858
2009-09-02,1.9199999570846558
2009-09-03,1.899999976158142
2009-09-04,1.8899999856948853
2009-09-08,2.0199999809265137
2009-09-09,1.9900000095367432
2009-09-10,2.049999952316284
2009-09-11,2.0
2009-09-14,2.0
2009-09-15,2.069999933242798
2009-09-16,2.119999885559082
2009-09-17,2.130000114440918
2009-09-18,2.0999999046325684
2009-09-21,2.049999952316284
2009-09-22,2.0999999046325684
2009-09-23,2.0999999046325684
2009-09-24,2.0899999141693115
2009-09-25,2.0899999141693115
2009-09-28,2.0999999046325684
2009-09-29,2.0799999237060547
2009-09-30,2.1500000953674316
2009-10-01,2.1500000953674316
2009-10-02,2.0799999237060547
2009-10-05,2.049999952316284
2009-10-06,2.049999952316284
2009-10-07,2.049999952316284
2009-10-08,2.0899999141693115
2009-10-09,2.1500000953674316
2009-10-12,2.0799999237060547
2009-10-13,2.0999999046325684
2009-10-14,2.1500000953674316
2009-10-15,2.1500000953674316
2009-10-16,2.299999952316284
2009-10-19,2.25
2009-10-20,2.25
2009-10-21,2.25
2009-10-22,2.200000047683716
2009-10-23,2.180000066757202
2009-10-26,2.25
2009-10-27,2.2799999713897705
2009-10-28,2.240000009536743
2009-10-29,2.2100000381469727
2009-10-30,2.2200000286102295
2009-11-02,2.200000047683716
2009-11-03,2.25
2009-11-04,2.3499999046325684
2009-11-05,2.299999952316284
2009-11-06,2.5
2009-11-09,2.5999999046325684
2009-11-10,2.5399999618530273
2009-11-11,2.2100000381469727
2009-11-12,2.259999990463257
2009-11-13,2.299999952316284
2009-11-16,2.4100000858306885
2009-11-17,2.4000000953674316
2009-11-18,2.4100000858306885
2009-11-19,2.4000000953674316
2009-11-20,2.4000000953674316
2009-11-23,2.549999952316284
2009-11-24,2.5399999618530273
2009-11-25,2.450000047683716
2009-11-27,2.299999952316284
2009-11-30,2.450000047683716
2009-12-01,2.75
2009-12-02,2.890000104904175
2009-12-03,3.0999999046325684
2009-12-04,3.140000104904175
2009-12-07,3.0199999809265137
2009-12-08,3.0999999046325684
2009-12-09,3.0899999141693115
2009-12-10,3.0899999141693115
2009-12-11,3.069999933242798
2009-12-14,3.049999952316284
2009-12-15,3.0399999618530273
2009-12-16,3.0199999809265137
2009-12-17,2.990000009536743
2009-12-18,2.950000047683716
2009-12-21,2.819999933242798
2009-12-22,2.880000114440918
2009-12-23,2.8499999046325684
2009-12-24,2.819999933242798
2009-12-28,2.8499999046325684
2009-12-29,2.819999933242798
2009-12-30,2.809999942779541
2009-12-31,2.890000104904175
2010-01-04,2.9200000762939453
2010-01-05,2.950000047683716
2010-01-06,2.940000057220459
2010-01-07,2.930000066757202
2010-01-08,2.809999942779541
2010-01-11,3.3499999046325684
2010-01-12,4.409999847412109
2010-01-13,4.349999904632568
2010-01-14,4.230000019073486
2010-01-15,4.190000057220459
2010-01-19,4.599999904632568
2010-01-20,4.590000152587891
2010-01-21,4.590000152587891
2010-01-22,4.46999979019165
2010-01-25,4.5
2010-01-26,4.210000038146973
2010-01-27,4.019999980926514
2010-01-28,4.039999961853027
2010-01-29,4.400000095367432
2010-02-01,4.119999885559082
2010-02-02,4.159999847412109
2010-02-03,4.110000133514404
2010-02-04,4.110000133514404
2010-02-05,4.150000095367432
2010-02-08,4.03000020980835
2010-02-09,4.139999866485596
2010-02-10,4.170000076293945
2010-02-11,4.110000133514404
2010-02-12,4.050000190734863
2010-02-16,3.7799999713897705
2010-02-17,3.450000047683716
2010-02-18,3.619999885559082
2010-02-19,3.8299999237060547
2010-02-22,3.680000066757202
2010-02-23,3.4700000286102295
2010-02-24,3.4600000381469727
2010-02-25,3.450000047683716
2010-02-26,3.440000057220459
2010-03-01,3.630000114440918
2010-03-02,3.5
2010-03-03,3.4600000381469727
2010-03-04,3.5
2010-03-05,3.5399999618530273
2010-03-08,3.299999952316284
2010-03-09,3.450000047683716
2010-03-10,3.4000000953674316
2010-03-11,3.3499999046325684
2010-03-12,3.359999895095825
2010-03-15,3.25
2010-03-16,3.319999933242798
2010-03-17,3.200000047683716
2010-03-18,3.25
2010-03-19,3.25
2010-03-22,3.25
2010-03-23,3.2300000190734863
2010-03-24,3.1700000762939453
2010-03-25,3.200000047683716
2010-03-26,3.1500000953674316
2010-03-29,3.0
2010-03-30,2.950000047683716
2010-03-31,2.8299999237060547
2010-04-01,2.880000114440918
2010-04-05,3.0
2010-04-06,3.200000047683716
2010-04-07,3.200000047683716
2010-04-08,3.109999895095825
2010-04-09,3.0999999046325684
2010-04-12,3.0799999237060547
2010-04-13,3.049999952316284
2010-04-14,3.049999952316284
2010-04-15,2.990000009536743
2010-04-16,2.9700000286102295
2010-04-19,2.990000009536743
2010-04-20,3.140000104904175
2010-04-21,3.140000104904175
2010-04-22,3.0
2010-04-23,3.0999999046325684
2010-04-26,3.0999999046325684
2010-04-27,3.0999999046325684
2010-04-28,3.0399999618530273
2010-04-29,3.009999990463257
2010-04-30,3.009999990463257
2010-05-03,2.990000009536743
2010-05-04,2.940000057220459
2010-05-05,3.0
2010-05-06,2.6500000953674316
2010-05-07,2.5999999046325684
2010-05-10,2.700000047683716
2010-05-11,2.7100000381469727
2010-05-12,2.8499999046325684
2010-05-13,3.390000104904175
2010-05-14,3.5999999046325684
2010-05-17,3.4600000381469727
2010-05-18,3.1700000762939453
2010-05-19,3.0299999713897705
2010-05-20,2.9800000190734863
2010-05-21,2.8299999237060547
2010-05-24,2.799999952316284
2010-05-25,2.799999952316284
2010-05-26,2.7799999713897705
2010-05-27,2.75
2010-05-28,2.7200000286102295
2010-06-01,2.75
2010-06-02,2.7200000286102295
2010-06-03,2.75
2010-06-04,2.6500000953674316
2010-06-07,2.75
2010-06-08,2.7899999618530273
2010-06-09,2.9000000953674316
2010-06-10,2.9800000190734863
2010-06-11,2.9000000953674316
2010-06-14,3.0399999618530273
2010-06-15,3.0899999141693115
2010-06-16,3.0
2010-06-17,3.1500000953674316
2010-06-18,2.799999952316284
2010-06-21,3.140000104904175
2010-06-22,3.130000114440918
2010-06-23,3.049999952316284
2010-06-24,2.9200000762939453
2010-06-25,3.0
2010-06-28,3.0999999046325684
2010-06-29,2.9000000953674316
2010-06-30,3.0
2010-07-01,3.0899999141693115
2010-07-02,3.049999952316284
2010-07-06,3.0399999618530273
2010-07-07,3.049999952316284
2010-07-08,2.9800000190734863
2010-07-09,3.009999990463257
2010-07-12,3.0
2010-07-13,3.049999952316284
2010-07-14,3.049999952316284
2010-07-15,3.049999952316284
2010-07-16,3.049999952316284
2010-07-19,2.7899999618530273
2010-07-20,2.740000009536743
2010-07-21,2.7699999809265137
2010-07-22,2.740000009536743
2010-07-23,2.740000009536743
2010-07-26,2.740000009536743
2010-07-27,2.700000047683716
2010-07-28,2.5999999046325684
2010-07-29,2.549999952316284
2010-07-30,2.75
2010-08-02,2.6600000858306885
2010-08-03,2.759999990463257
2010-08-04,2.6500000953674316
2010-08-05,2.7300000190734863
2010-08-06,2.5999999046325684
2010-08-09,2.6500000953674316
2010-08-10,2.390000104904175
2010-08-11,2.880000114440918
2010-08-12,2.9000000953674316
2010-08-13,2.8299999237060547
2010-08-16,2.7300000190734863
2010-08-17,2.450000047683716
2010-08-18,2.380000114440918
2010-08-19,2.359999895095825
2010-08-20,2.359999895095825
2010-08-23,2.430000066757202
2010-08-24,2.5299999713897705
2010-08-25,2.700000047683716
2010-08-26,2.700000047683716
2010-08-27,2.5799999237060547
2010-08-30,2.4800000190734863
2010-08-31,2.440000057220459
2010-09-01,2.430000066757202
2010-09-02,2.5899999141693115
2010-09-03,2.490000009536743
2010-09-07,2.440000057220459
2010-09-08,2.5
2010-09-09,2.4000000953674316
2010-09-10,2.450000047683716
2010-09-13,2.440000057220459
2010-09-14,2.390000104904175
2010-09-15,2.25
2010-09-16,2.200000047683716
2010-09-17,2.240000009536743
2010-09-20,2.1600000858306885
2010-09-21,2.0999999046325684
2010-09-22,2.059999942779541
2010-09-23,1.899999976158142
2010-09-24,1.899999976158142
2010-09-27,2.0
2010-09-28,2.0
2010-09-29,2.0
2010-09-30,2.1600000858306885
2010-10-01,2.2300000190734863
2010-10-04,2.1500000953674316
2010-10-05,2.0799999237060547
2010-10-06,2.049999952316284
2010-10-07,2.130000114440918
2010-10-08,2.190000057220459
2010-10-11,2.2200000286102295
2010-10-12,2.440000057220459
2010-10-13,2.4000000953674316
2010-10-14,2.4000000953674316
2010-10-15,2.380000114440918
2010-10-18,2.3499999046325684
2010-10-19,2.2899999618530273
2010-10-20,2.3399999141693115
2010-10-21,2.380000114440918
2010-10-22,2.380000114440918
2010-10-25,2.3399999141693115
2010-10-26,2.299999952316284
2010-10-27,2.2200000286102295
2010-10-28,2.299999952316284
2010-10-29,2.3399999141693115
2010-11-01,2.25
2010-11-02,2.299999952316284
2010-11-03,2.299999952316284
2010-11-04,2.299999952316284
2010-11-05,2.2100000381469727
2010-11-08,2.0999999046325684
2010-11-09,2.0
2010-11-10,2.0799999237060547
2010-11-11,2.0799999237060547
2010-11-12,2.299999952316284
2010-11-15,2.25
2010-11-16,2.25
2010-11-17,2.25
2010-11-18,2.25
2010-11-19,2.25
2010-11-22,2.240000009536743
2010-11-23,2.0799999237060547
2010-11-24,2.009999990463257
2010-11-26,2.059999942779541
2010-11-29,2.009999990463257
2010-11-30,1.9500000476837158
2010-12-01,1.9900000095367432
2010-12-02,2.069999933242798
2010-12-03,2.069999933242798
2010-12-06,1.809999942779541
2010-12-07,1.840000033378601
2010-12-08,1.7799999713897705
2010-12-09,1.7799999713897705
2010-12-10,1.7999999523162842
2010-12-13,1.8799999952316284
2010-12-14,2.0
2010-12-15,2.200000047683716
2010-12-16,2.1500000953674316
2010-12-17,2.1500000953674316
2010-12-20,2.119999885559082
2010-12-21,2.009999990463257
2010-12-22,2.049999952316284
2010-12-23,2.0999999046325684
2010-12-27,2.0999999046325684
2010-12-28,2.190000057220459
2010-12-29,2.109999895095825
2010-12-30,2.190000057220459
2010-12-31,2.109999895095825
2011-01-03,2.0999999046325684
2011-01-04,2.1500000953674316
2011-01-05,2.1500000953674316
2011-01-06,2.25
2011-01-07,2.25
2011-01-10,2.309999942779541
2011-01-11,2.25
2011-01-12,2.25
2011-01-13,2.1600000858306885
2011-01-14,2.119999885559082
2011-01-18,2.200000047683716
2011-01-19,2.3299999237060547
2011-01-20,2.3499999046325684
2011-01-21,2.3499999046325684
2011-01-24,2.3499999046325684
2011-01-25,2.299999952316284
2011-01-26,2.390000104904175
2011-01-27,2.559999942779541
2011-01-28,2.559999942779541
2011-01-31,2.3499999046325684
2011-02-01,2.2799999713897705
2011-02-02,2.2799999713897705
2011-02-03,2.2799999713897705
2011-02-04,2.259999990463257
2011-02-07,2.259999990463257
2011-02-08,2.25
2011-02-09,2.259999990463257
2011-02-10,2.180000066757202
2011-02-11,2.130000114440918
2011-02-14,2.200000047683716
2011-02-15,2.1500000953674316
2011-02-16,2.130000114440918
2011-02-17,2.130000114440918
2011-02-18,2.0999999046325684
2011-02-22,2.0999999046325684
2011-02-23,2.0999999046325684
2011-02-24,2.049999952316284
2011-02-25,2.049999952316284
2011-02-28,2.2799999713897705
2011-03-01,2.2799999713897705
2011-03-02,2.2799999713897705
2011-03-03,2.2799999713897705
