,SPT
2019-12-13,16.600000381469727
2019-12-16,16.75
2019-12-17,16.780000686645508
2019-12-18,16.559999465942383
2019-12-19,16.020000457763672
2019-12-20,16.0
2019-12-23,15.979999542236328
2019-12-24,16.0
2019-12-26,16.0
2019-12-27,16.1200008392334
2019-12-30,16.010000228881836
2019-12-31,16.049999237060547
2020-01-02,16.549999237060547
2020-01-03,16.579999923706055
2020-01-06,17.299999237060547
2020-01-07,17.780000686645508
2020-01-08,17.440000534057617
2020-01-09,17.700000762939453
2020-01-10,18.1299991607666
2020-01-13,18.520000457763672
2020-01-14,19.030000686645508
2020-01-15,19.110000610351562
2020-01-16,19.110000610351562
2020-01-17,18.709999084472656
2020-01-21,20.0
2020-01-22,21.010000228881836
2020-01-23,20.969999313354492
2020-01-24,20.239999771118164
2020-01-27,19.239999771118164
2020-01-28,19.579999923706055
2020-01-29,20.0
2020-01-30,20.68000030517578
2020-01-31,20.530000686645508
2020-02-03,20.969999313354492
2020-02-04,21.719999313354492
2020-02-05,20.850000381469727
2020-02-06,20.239999771118164
2020-02-07,19.1299991607666
2020-02-10,18.899999618530273
2020-02-11,19.450000762939453
2020-02-12,19.989999771118164
2020-02-13,20.950000762939453
2020-02-14,21.049999237060547
2020-02-18,20.219999313354492
2020-02-19,20.420000076293945
2020-02-20,19.690000534057617
2020-02-21,20.110000610351562
2020-02-24,19.549999237060547
2020-02-25,18.8700008392334
2020-02-26,17.700000762939453
2020-02-27,20.290000915527344
2020-02-28,19.649999618530273
2020-03-02,20.489999771118164
2020-03-03,20.59000015258789
2020-03-04,20.1200008392334
2020-03-05,18.940000534057617
2020-03-06,18.799999237060547
2020-03-09,15.289999961853027
2020-03-10,17.520000457763672
2020-03-11,16.540000915527344
2020-03-12,14.5
2020-03-13,15.329999923706055
2020-03-16,14.529999732971191
2020-03-17,14.680000305175781
2020-03-18,13.239999771118164
2020-03-19,13.770000457763672
2020-03-20,13.989999771118164
2020-03-23,13.0
2020-03-24,14.069999694824219
2020-03-25,16.020000457763672
2020-03-26,15.649999618530273
2020-03-27,14.25
2020-03-30,15.0600004196167
2020-03-31,15.960000038146973
2020-04-01,13.880000114440918
2020-04-02,13.0
2020-04-03,12.970000267028809
2020-04-06,13.550000190734863
2020-04-07,13.75
2020-04-08,13.470000267028809
2020-04-09,13.170000076293945
2020-04-13,12.039999961853027
2020-04-14,12.949999809265137
2020-04-15,13.130000114440918
2020-04-16,13.680000305175781
2020-04-17,14.029999732971191
2020-04-20,14.65999984741211
2020-04-21,14.380000114440918
2020-04-22,15.050000190734863
2020-04-23,14.529999732971191
2020-04-24,14.699999809265137
2020-04-27,15.119999885559082
2020-04-28,15.489999771118164
2020-04-29,16.520000457763672
2020-04-30,16.81999969482422
2020-05-01,16.350000381469727
2020-05-04,16.389999389648438
2020-05-05,17.1200008392334
2020-05-06,18.010000228881836
2020-05-07,21.700000762939453
2020-05-08,22.190000534057617
2020-05-11,23.389999389648438
2020-05-12,22.610000610351562
2020-05-13,22.670000076293945
2020-05-14,22.209999084472656
2020-05-15,22.989999771118164
2020-05-18,24.360000610351562
2020-05-19,26.170000076293945
2020-05-20,27.510000228881836
2020-05-21,27.610000610351562
2020-05-22,26.309999465942383
2020-05-26,25.979999542236328
2020-05-27,24.920000076293945
2020-05-28,24.239999771118164
2020-05-29,27.549999237060547
2020-06-01,29.09000015258789
2020-06-02,29.8700008392334
2020-06-03,31.110000610351562
2020-06-04,31.309999465942383
2020-06-05,32.2400016784668
2020-06-08,31.049999237060547
2020-06-09,28.84000015258789
2020-06-10,28.25
2020-06-11,26.520000457763672
2020-06-12,26.5
2020-06-15,26.739999771118164
2020-06-16,28.75
2020-06-17,27.780000686645508
2020-06-18,27.899999618530273
2020-06-19,28.030000686645508
2020-06-22,28.440000534057617
2020-06-23,28.399999618530273
2020-06-24,27.5049991607666
2020-06-25,27.389999389648438
2020-06-26,26.829999923706055
2020-06-29,24.969999313354492
2020-06-30,27.0
2020-07-01,27.65999984741211
2020-07-02,27.68000030517578
2020-07-06,27.670000076293945
2020-07-07,27.229999542236328
2020-07-08,27.93000030517578
2020-07-09,29.18000030517578
2020-07-10,27.399999618530273
2020-07-13,25.5
2020-07-14,25.690000534057617
2020-07-15,26.59000015258789
2020-07-16,27.110000610351562
2020-07-17,28.520000457763672
2020-07-20,29.0
2020-07-21,28.690000534057617
2020-07-22,28.989999771118164
2020-07-23,29.739999771118164
2020-07-24,27.06999969482422
2020-07-27,27.65999984741211
2020-07-28,27.299999237060547
2020-07-29,27.790000915527344
2020-07-30,28.3799991607666
2020-07-31,28.889999389648438
2020-08-03,29.049999237060547
2020-08-04,29.219999313354492
2020-08-05,31.440000534057617
2020-08-06,29.610000610351562
2020-08-07,28.399999618530273
2020-08-10,27.75
2020-08-11,27.170000076293945
2020-08-12,29.459999084472656
2020-08-13,30.520000457763672
2020-08-14,30.6200008392334
2020-08-17,31.489999771118164
2020-08-18,32.16999816894531
2020-08-19,32.02000045776367
2020-08-20,33.060001373291016
2020-08-21,34.2599983215332
2020-08-24,34.16999816894531
2020-08-25,35.119998931884766
2020-08-26,34.09000015258789
2020-08-27,34.90999984741211
2020-08-28,36.61000061035156
2020-08-31,38.75
2020-09-01,40.599998474121094
2020-09-02,39.09000015258789
2020-09-03,35.5099983215332
2020-09-04,33.529998779296875
2020-09-08,32.779998779296875
2020-09-09,33.68000030517578
2020-09-10,33.060001373291016
2020-09-11,32.310001373291016
2020-09-14,34.099998474121094
2020-09-15,33.959999084472656
2020-09-16,33.61000061035156
2020-09-17,34.0
2020-09-18,34.939998626708984
2020-09-21,34.970001220703125
2020-09-22,37.369998931884766
2020-09-23,36.689998626708984
2020-09-24,36.220001220703125
2020-09-25,37.119998931884766
2020-09-28,37.4900016784668
2020-09-29,38.650001525878906
2020-09-30,38.5
2020-10-01,38.86000061035156
2020-10-02,38.13999938964844
2020-10-05,39.08000183105469
2020-10-06,41.7599983215332
2020-10-07,44.41999816894531
2020-10-08,45.52000045776367
2020-10-09,46.95000076293945
2020-10-12,48.560001373291016
2020-10-13,48.33000183105469
2020-10-14,49.130001068115234
2020-10-15,47.540000915527344
2020-10-16,50.290000915527344
2020-10-19,48.540000915527344
2020-10-20,49.04999923706055
2020-10-21,48.7400016784668
2020-10-22,46.849998474121094
2020-10-23,47.54999923706055
2020-10-26,45.4900016784668
2020-10-27,46.45000076293945
2020-10-28,45.47999954223633
2020-10-29,44.72999954223633
2020-10-30,43.70000076293945
2020-11-02,42.959999084472656
2020-11-03,43.93000030517578
2020-11-04,46.02000045776367
2020-11-05,49.38999938964844
2020-11-06,48.33000183105469
2020-11-09,43.7400016784668
2020-11-10,46.29999923706055
2020-11-11,47.68000030517578
2020-11-12,50.09000015258789
2020-11-13,50.880001068115234
2020-11-16,46.9900016784668
2020-11-17,44.720001220703125
2020-11-18,42.459999084472656
2020-11-19,44.54999923706055
2020-11-20,47.880001068115234
2020-11-23,47.11000061035156
2020-11-24,46.83000183105469
2020-11-25,49.959999084472656
2020-11-27,51.709999084472656
2020-11-30,51.380001068115234
2020-12-01,49.66999816894531
2020-12-02,48.75
2020-12-03,48.34000015258789
2020-12-04,46.65999984741211
2020-12-07,48.720001220703125
2020-12-08,50.38999938964844
2020-12-09,48.97999954223633
2020-12-10,47.2400016784668
2020-12-11,46.25
2020-12-14,51.9900016784668
2020-12-15,52.709999084472656
2020-12-16,53.959999084472656
2020-12-17,55.36000061035156
2020-12-18,53.0
2020-12-21,53.720001220703125
2020-12-22,55.47999954223633
2020-12-23,51.47999954223633
2020-12-24,50.029998779296875
2020-12-28,48.29999923706055
2020-12-29,47.27000045776367
2020-12-30,46.75
2020-12-31,45.40999984741211
2021-01-04,47.560001373291016
2021-01-05,48.38999938964844
2021-01-06,47.22999954223633
2021-01-07,49.65999984741211
2021-01-08,51.119998931884766
2021-01-11,51.5
2021-01-12,52.0099983215332
2021-01-13,55.709999084472656
2021-01-14,55.86000061035156
2021-01-15,55.93000030517578
2021-01-19,62.70000076293945
2021-01-20,65.23999786376953
2021-01-21,63.290000915527344
2021-01-22,64.83000183105469
2021-01-25,63.70000076293945
2021-01-26,62.95000076293945
2021-01-27,60.220001220703125
2021-01-28,67.13999938964844
2021-01-29,66.0
2021-02-01,64.0
2021-02-02,64.31999969482422
2021-02-03,65.5
2021-02-04,67.19999694824219
2021-02-05,71.08000183105469
2021-02-08,71.9000015258789
2021-02-09,75.04000091552734
2021-02-10,77.37000274658203
2021-02-11,78.48999786376953
2021-02-12,80.2699966430664
2021-02-16,81.58000183105469
2021-02-17,76.18000030517578
2021-02-18,76.5
2021-02-19,78.37000274658203
2021-02-22,70.19000244140625
2021-02-23,67.6500015258789
2021-02-24,76.48999786376953
2021-02-25,66.02999877929688
2021-02-26,67.97000122070312
2021-03-01,72.80000305175781
2021-03-02,66.23999786376953
2021-03-03,58.08000183105469
2021-03-04,56.2599983215332
2021-03-05,56.349998474121094
2021-03-08,50.7400016784668
2021-03-09,57.0099983215332
2021-03-10,57.66999816894531
2021-03-11,61.689998626708984
2021-03-12,60.04999923706055
2021-03-15,61.2400016784668
2021-03-16,63.099998474121094
2021-03-17,62.95000076293945
2021-03-18,60.599998474121094
2021-03-19,61.0
2021-03-22,62.70000076293945
2021-03-23,61.7400016784668
2021-03-24,53.88999938964844
2021-03-25,54.88999938964844
2021-03-26,54.34000015258789
2021-03-29,51.40999984741211
2021-03-30,53.209999084472656
2021-03-31,57.7599983215332
2021-04-01,58.279998779296875
2021-04-05,57.36000061035156
2021-04-06,58.529998779296875
2021-04-07,57.650001525878906
2021-04-08,61.099998474121094
2021-04-09,60.540000915527344
2021-04-12,59.45000076293945
2021-04-13,62.75
2021-04-14,61.97999954223633
2021-04-15,63.7400016784668
2021-04-16,62.11000061035156
2021-04-19,59.93000030517578
2021-04-20,57.720001220703125
2021-04-21,59.290000915527344
2021-04-22,60.63999938964844
2021-04-23,64.12999725341797
2021-04-26,67.77999877929688
2021-04-27,69.58999633789062
2021-04-28,71.30999755859375
2021-04-29,68.55000305175781
2021-04-30,66.29000091552734
2021-05-03,65.6500015258789
2021-05-04,60.939998626708984
2021-05-05,61.970001220703125
2021-05-06,61.540000915527344
2021-05-07,63.81999969482422
2021-05-10,56.56999969482422
2021-05-11,59.529998779296875
2021-05-12,57.47999954223633
2021-05-13,58.04999923706055
2021-05-14,61.81999969482422
